member,generation,scenario,scenario_label,T_factor,S_factor,T_value,S_value,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,baseline_depletion_cfs,baseline_streamflow_cfs,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
gen=43_member=7278_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,26.961028,26.96102909294159,105.5735582929416,1.36641,1.366406175511632,7.233593824488368,1.3664061755116317,7.233593824488368,2.220446049250313e-16,0.0,0.0,0.0
gen=48_member=8123_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.7057052,35.70569359544761,114.31822279544762,3.56822,3.5682173295817705,5.031782670418229,3.568217329581769,5.031782670418231,1.3322676295501878e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=38_member=6409_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.5586572,35.558655547749574,114.17118474774956,3.48534,3.4853415920391564,5.114658407960843,3.4853415920391573,5.114658407960842,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=36_member=6139_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.7221188,36.722176673504485,115.33470587350448,4.07625,4.076245634874488,4.523754365125511,4.0762456348744855,4.523754365125514,2.6645352591003757e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=40_member=6783_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,34.2880288,34.28795088667764,112.90048008667765,2.92983,2.9298334396155377,5.670166560384462,2.929833439615535,5.670166560384464,2.6645352591003757e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=29_member=4924_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.3221908,33.32221023991749,111.93473943991748,2.58783,2.5878280224066805,6.012171977593319,2.587828022406685,6.012171977593315,-4.440892098500626e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=46_member=7822_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.6993932,36.69936383186918,115.31189303186918,4.06609,4.0660856604735525,4.533914339526447,4.066085660473553,4.533914339526446,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=33_member=5655_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.6303988,35.630370058555734,114.24289925855572,3.51718,3.517184950203706,5.082815049796293,3.517184950203703,5.082815049796297,2.6645352591003757e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=31_member=5227_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.1920756,33.191986899653344,111.80451609965334,2.57051,2.5705116414506683,6.029488358549331,2.5705116414506657,6.029488358549334,2.6645352591003757e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=46_member=7810_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,34.574104,34.57406416730866,113.18659336730867,3.02342,3.023422958431066,5.5765770415689335,3.0234229584310697,5.57657704156893,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=28_member=4720_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.3848732,35.38488870745046,113.99741790745044,3.39794,3.397935940640786,5.202064059359214,3.397935940640787,5.202064059359213,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=31_member=5250_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,34.0534204,34.05351185359164,112.66604105359164,2.82385,2.8238468837659485,5.776153116234051,2.8238468837659503,5.776153116234049,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=46_member=7862_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,34.5019168,34.50190548961805,113.11443468961808,2.9983,2.998298907907466,5.601701092092534,2.998298907907464,5.601701092092536,1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=29_member=4911_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.8640404,33.86401239624249,112.47654159624248,2.75415,2.7541462326369754,5.845853767363025,2.7541462326369746,5.845853767363025,8.881784197001252e-16,0.0,0.0,0.0
gen=43_member=7385_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,26.11773,26.117703630103588,104.73023283010356,1.30432,1.3043152854911997,7.2956847145088,1.304315285491199,7.2956847145088,6.661338147750939e-16,0.0,0.0,0.0
gen=34_member=5724_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.5597712,35.55966917902097,114.17219837902098,3.48909,3.4890914833829183,5.110908516617082,3.489091483382917,5.110908516617083,1.3322676295501878e-15,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=39_member=6557_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,30.9518216,30.95190437561837,109.56443357561837,1.98352,1.9835249724970192,6.616475027502981,1.9835249724970192,6.616475027502981,0.0,0.0,0.0,0.0
gen=43_member=7341_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.697461600000004,35.69752068422161,114.3100498842216,3.54777,3.54776518566024,5.05223481433976,3.547765185660241,5.052234814339759,-8.881784197001252e-16,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=37_member=6349_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.8629264,33.862942575484915,112.47547177548492,2.74347,2.74346907693536,5.856530923064639,2.7434690769353645,5.856530923064636,-4.440892098500626e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=41_member=6889_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,27.384348,27.38432060845482,105.9968498084548,1.4106,1.4106019754541834,7.189398024545817,1.4106019754541828,7.189398024545817,6.661338147750939e-16,0.0,0.0,0.0
gen=47_member=8010_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.483498,33.48339815320258,112.09592735320258,2.63426,2.634259456618809,5.965740543381191,2.6342594566188096,5.96574054338119,-4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=38_member=6465_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.5849476,35.58483752237572,114.19736672237572,3.49711,3.497111324050284,5.102888675949716,3.497111324050283,5.102888675949717,8.881784197001252e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=29_member=4976_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,32.8534196,32.85346614458213,111.46599534458214,2.44488,2.444884202204969,6.15511579779503,2.4448842022049715,6.155115797795029,-2.6645352591003757e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=34_member=5729_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.1272428,36.12729970982421,114.7398289098242,3.76248,3.762481095023351,4.837518904976649,3.762481095023348,4.837518904976652,3.1086244689504383e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=46_member=7888_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,32.7834604,32.783404919650515,111.3959341196505,2.41843,2.4184305774887624,6.181569422511237,2.418430577488762,6.181569422511238,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=46_member=7821_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,31.01933,31.019254054929405,109.63178325492942,1.99327,1.993271488176367,6.606728511823633,1.993271488176365,6.6067285118236345,1.9984014443252818e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=48_member=8165_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.0845388,35.08459194378328,113.69712114378328,3.24714,3.247140884065854,5.352859115934145,3.2471408840658538,5.352859115934146,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=36_member=6131_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.0098272,36.00986073528155,114.62238993528156,3.70849,3.7084934104133103,4.891506589586689,3.708493410413307,4.891506589586692,3.1086244689504383e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=32_member=5391_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.2615892,33.261505768011496,111.8740349680115,2.57343,2.573433964969206,6.026566035030793,2.5734339649692104,6.02656603503079,-4.440892098500626e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=34_member=5740_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,27.0249716,27.025055498234494,105.63758469823448,1.37217,1.3721664215087608,7.227833578491239,1.37216642150876,7.227833578491239,8.881784197001252e-16,0.0,0.0,0.0
gen=35_member=5978_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.7979444,35.798046250315835,114.41057545031585,3.60663,3.60663291837019,4.99336708162981,3.6066329183701873,4.993367081629812,2.6645352591003757e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=32_member=5373_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,34.4901084,34.49010839919886,113.10263759919886,2.995,2.995004204654322,5.604995795345678,2.995004204654325,5.604995795345674,-2.6645352591003757e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=44_member=7565_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,32.9715036,32.97144846847227,111.58397766847226,2.47831,2.478310881640845,6.121689118359154,2.478310881640845,6.121689118359155,0.0,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=45_member=7737_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.1261288,36.12613241634489,114.7386616163449,3.75756,3.757559665069502,4.842440334930497,3.7575596650694982,4.842440334930501,3.552713678800501e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=35_member=6019_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.062408,36.06245626130536,114.67498546130535,3.73038,3.7303822104294655,4.869617789570533,3.7303822104294633,4.869617789570537,2.220446049250313e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=46_member=7796_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.467532,35.46763029885118,114.08015949885116,3.43824,3.438238935749979,5.161761064250021,3.43823893574998,5.16176106425002,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=47_member=7977_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.5069676,35.50698668092144,114.11951588092144,3.45533,3.455325102241552,5.144674897758447,3.4553251022415497,5.14467489775845,2.220446049250313e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=49_member=8311_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.0073764,36.00733726709178,114.61986646709175,3.70558,3.705575891176808,4.894424108823191,3.705575891176805,4.894424108823195,3.1086244689504383e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=29_member=4851_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.2643384,35.264277472776136,113.87680667277613,3.33985,3.3398522358139564,5.260147764186043,3.339852235813954,5.260147764186046,2.220446049250313e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=34_member=5819_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,34.5609588,34.56103873283972,113.17356793283972,3.0224,3.022398591006844,5.577601408993155,3.022398591006844,5.577601408993155,0.0,0.0,0.0,0.0
gen=38_member=6490_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.0697604,36.06985802316135,114.68238722316136,3.73254,3.732539123723972,4.867460876276028,3.732539123723969,4.867460876276031,3.1086244689504383e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=42_member=7145_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.3061512,36.30614392385608,114.9186731238561,3.85887,3.858871338058118,4.7411286619418815,3.858871338058117,4.741128661941882,8.881784197001252e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=28_member=4655_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.7361532,33.73614280489097,112.34867200489096,2.71633,2.7163349555958534,5.883665044404147,2.7163349555958534,5.883665044404147,0.0,0.0,0.0,0.0
gen=24_member=4008_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.7668996,33.76696087691461,112.3794900769146,2.71969,2.7196924545351693,5.880307545464831,2.7196924545351737,5.8803075454648255,-4.440892098500626e-15,5.329070518200751e-15,5.329070518200751e-15,0.0
gen=34_member=5732_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.7822728,33.7821917262945,112.39472092629453,2.72045,2.720445936307138,5.879554063692861,2.7204459363071374,5.879554063692862,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=40_member=6768_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.6530508,36.65302211816361,115.26555131816362,4.06357,4.063568704514502,4.536431295485498,4.063568704514503,4.536431295485497,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=44_member=7554_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.7114224,33.71131958774986,112.32384878774988,2.69854,2.6985365408908586,5.9014634591091415,2.6985365408908595,5.90146345910914,-8.881784197001252e-16,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=18_member=3072_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,37.1547964,37.15490686727385,115.76743606727383,4.37912,4.379123996722135,4.220876003277865,4.379123996722136,4.220876003277864,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=50_member=8445_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,20.94736636,20.947372107145803,99.5599013071458,1.01547,1.0154703928416025,7.584529607158397,1.0154703928416016,7.584529607158398,8.881784197001252e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=50_member=8506_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.1778184,36.17771080932583,114.79024000932584,3.79088,3.790883183568056,4.809116816431944,3.790883183568052,4.809116816431947,3.9968028886505635e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=50_member=8596_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,31.6560924,31.656131000200023,110.26866020020005,2.13446,2.134459532396478,6.465540467603521,2.1344595323964763,6.465540467603523,1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=50_member=8464_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.1692028,35.16929619734085,113.78182539734084,3.28738,3.287377222546115,5.312622777453885,3.287377222546114,5.312622777453885,8.881784197001252e-16,0.0,0.0,0.0
gen=50_member=8489_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,33.927984,33.928075253726064,112.54060445372608,2.76217,2.762171613151666,5.837828386848334,2.7621716131516663,5.837828386848333,-4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=50_member=8579_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.2674576,35.267503555717184,113.8800327557172,3.34196,3.3419600697931275,5.258039930206872,3.341960069793125,5.258039930206875,2.6645352591003757e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=50_member=8474_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,28.369124,28.369120398124423,106.98164959812442,1.54501,1.5450088566010896,7.05499114339891,1.545008856601091,7.054991143398908,-1.5543122344752192e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=50_member=8555_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,34.7982408,34.798261721440575,113.41079092144058,3.12278,3.122777075087055,5.477222924912945,3.122777075087054,5.477222924912946,8.881784197001252e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=50_member=8483_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,32.124418,32.12450543561306,110.73703463561304,2.25475,2.254748390424492,6.345251609575508,2.254748390424492,6.345251609575508,0.0,0.0,0.0,0.0
gen=50_member=8443_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,29.0288348,29.0287517204358,107.6412809204358,1.62866,1.6286550645203923,6.971344935479607,1.6286550645203903,6.971344935479609,1.9984014443252818e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=50_member=8469_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,27.3426844,27.342638190802248,105.95516739080225,1.39731,1.3973096615726894,7.20269033842731,1.3973096615726888,7.202690338427311,6.661338147750939e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=50_member=8584_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,36.776259200000005,36.77633515260383,115.38886435260385,4.09976,4.099756114395537,4.500243885604463,4.0997561143955386,4.500243885604461,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=50_member=8572_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.3808628,35.38077037906462,113.9932995790646,3.38958,3.3895797008127717,5.210420299187229,3.389579700812769,5.210420299187231,2.6645352591003757e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=50_member=8550_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.4354488,35.43550778076299,114.048036980763,3.41089,3.410889397570465,5.189110602429534,3.4108893975704637,5.189110602429537,1.3322676295501878e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=50_member=8507_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,29.1130532,29.113125122660595,107.7256543226606,1.64928,1.649278559313052,6.950721440686948,1.6492785593130492,6.950721440686951,2.6645352591003757e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=50_member=8467_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,28.4317308,28.43175005450413,107.04427925450412,1.56923,1.569228569405931,7.0307714305940685,1.5692285694059316,7.0307714305940685,-6.661338147750939e-16,0.0,0.0,0.0
gen=50_member=8487_pso,50,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,1870.0,0.132,1700.0,0.12,35.5025116,35.50262187067714,114.11515107067714,3.45215,3.452149122351016,5.147850877648984,3.452149122351013,5.147850877648986,3.1086244689504383e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
152,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,39.0853584,39.0854414587126,117.6979706587126,4.78258,4.304726348976048,4.295273651023952,4.782582221327709,3.817417778672291,-0.47785587235166105,0.47785587235166105,0.47785587235166105,0.0
gen=36_member=6021_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,15.73043752,15.730428646974955,94.34295784697495,0.811083,0.6738685447998286,7.926131455200171,0.8110833649714815,7.788916635028518,-0.13721482017165287,0.13721482017165254,0.13721482017165254,0.0
16,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,38.467534,38.46752870631738,117.08005790631736,4.48927,4.029216901564744,4.570783098435256,4.489273592740293,4.1107264072597065,-0.4600566911755495,0.4600566911755495,0.4600566911755495,0.0
130,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,38.6001,38.60014577795708,117.21267497795708,4.69071,4.220733798045004,4.379266201954995,4.690710603433739,3.909289396566261,-0.4699768053887343,0.4699768053887343,0.4699768053887343,0.0
95,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,38.900657200000005,38.90068138512153,117.51321058512151,4.70127,4.225946110828025,4.374053889171974,4.701268362481829,3.8987316375181695,-0.4753222516538038,0.4753222516538047,0.4753222516538047,0.0
156,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,37.6137644,37.61379239712806,116.22632159712806,4.4265,3.975678295331382,4.624321704668618,4.42649581404381,4.173504185956189,-0.45081751871242837,0.45081751871242837,0.45081751871242837,0.0
gen=47_member=7948_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,28.5299856,28.52993245450245,107.14246165450244,1.5703,1.338752637871779,7.261247362128221,1.5702986372987264,7.029701362701273,-0.23154599942694754,0.23154599942694798,0.23154599942694798,0.0
gen=48_member=8161_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,24.5082228,24.508282368015493,103.1208115680155,1.17026,0.9680381999980064,7.631961800001993,1.1702608914176431,7.429739108582357,-0.20222269141963667,0.2022226914196361,0.2022226914196361,0.0
gen=33_member=5661_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,36.8916696,36.89173247767671,115.50426167767672,4.21575,3.777596557964877,4.822403442035123,4.215754201843512,4.384245798156488,-0.4381576438786352,0.4381576438786343,0.4381576438786343,0.0
gen=47_member=7921_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,37.0291372,37.029124549782175,115.6416537497822,4.27101,3.830963884039897,4.769036115960103,4.271007614577858,4.328992385422142,-0.440043730537961,0.440043730537961,0.440043730537961,0.0
gen=40_member=6722_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,29.2066292,29.206608318766545,107.81913751876654,1.65561,1.4162208092045574,7.183779190795442,1.6556098007990303,6.944390199200969,-0.2393889915944729,0.23938899159447313,0.23938899159447313,0.0
gen=48_member=8113_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,37.0135412,37.01352492542517,115.62605412542518,4.2324,3.794464688268591,4.8055353117314095,4.232401729996877,4.367598270003123,-0.4379370417282855,0.4379370417282864,0.4379370417282864,0.0
gen=48_member=8218_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,36.6236412,36.62363801974855,115.23616721974857,4.03399,3.6116742942795774,4.988325705720422,4.033988191639938,4.566011808360062,-0.4223138973603602,0.4223138973603602,0.4223138973603602,0.0
gen=42_member=7058_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,17.825114,17.82511697626178,96.4376461762618,0.864582,0.7107473208025885,7.889252679197411,0.8645822572117029,7.735417742788297,-0.1538349364091144,0.1538349364091145,0.1538349364091145,0.0
gen=48_member=8245_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,36.87897,36.87888641911074,115.49141561911075,4.17121,3.734855240411276,4.865144759588723,4.1712068907145685,4.428793109285431,-0.4363516503032927,0.43635165030329226,0.43635165030329226,0.0
gen=41_member=6922_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,32.1159516,32.11592080418332,110.72845000418332,2.24821,1.958912646498692,6.641087353501308,2.248210831838707,6.351789168161293,-0.28929818534001517,0.28929818534001495,0.28929818534001495,0.0
gen=41_member=6885_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,16.94815092,16.94814371857778,95.56067291857778,0.828565,0.6845726686317345,7.9154273313682655,0.8285654379401006,7.771434562059899,-0.14399276930836613,0.14399276930836624,0.14399276930836624,0.0
gen=37_member=6262_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,25.3729096,25.372800727077287,103.98532992707726,1.2425,1.0361307654198733,7.563869234580126,1.2424981099154595,7.35750189008454,-0.20636734449558625,0.20636734449558602,0.20636734449558602,0.0
gen=39_member=6554_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,22.91498,22.91493475179726,101.52746395179726,1.07599,0.8859534761500758,7.714046523849924,1.0759853155948564,7.524014684405143,-0.19003183944478064,0.19003183944478064,0.19003183944478064,0.0
gen=44_member=7409_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,29.0261612,29.02617500954204,107.638704209542,1.61819,1.383492461035977,7.216507538964023,1.6181922753542444,6.981807724645755,-0.23469981431826747,0.23469981431826792,0.23469981431826792,0.0
gen=33_member=5597_pso,50,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,1530.0,0.132,1700.0,0.12,20.425457360000003,20.42544700516081,99.03797620516082,0.993719,0.8234491995453536,7.776550800454646,0.9937193119614058,7.606280688038594,-0.17027011241605228,0.17027011241605194,0.17027011241605194,0.0
