member,generation,scenario,scenario_label,T_factor,S_factor,T_value,S_value,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,baseline_depletion_cfs,baseline_streamflow_cfs,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
gen=46_member=7811_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.8479968,30.84800808580873,109.46053728580873,1.95962,1.9596188640199488,6.640381135980051,1.9596188640199477,6.640381135980052,1.1102230246251565e-15,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=36_member=6150_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.5103056,29.51027094900253,108.12280014900254,1.71536,1.7153624705322148,6.884637529467785,1.715362470532215,6.884637529467785,-2.220446049250313e-16,0.0,0.0,0.0
gen=28_member=4698_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,19.62453592,19.62453473077234,98.23706393077234,0.948853,0.948853475104838,7.651146524895162,0.9488534751048376,7.651146524895162,3.3306690738754696e-16,0.0,0.0,0.0
gen=45_member=7580_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.6927967579456542,6.907203242054345,1.692796757945654,6.907203242054345,2.220446049250313e-16,0.0,0.0,0.0
gen=37_member=6318_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.3585092,36.35850397821222,114.9710331782122,3.89263,3.892630421477434,4.707369578522566,3.8926304214774334,4.707369578522565,4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=39_member=6634_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.24659,37.24656995207669,115.8590991520767,4.3792,4.379201393789326,4.220798606210674,4.379201393789328,4.220798606210672,-2.6645352591003757e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=46_member=7788_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.533256,32.533172613400616,111.1457018134006,2.35444,2.354441589637516,6.245558410362484,2.354441589637516,6.245558410362484,0.0,0.0,0.0,0.0
gen=46_member=7881_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,27.1929628,27.192862415219388,105.80539161521938,1.37653,1.3765349351379654,7.223465064862034,1.376534935137965,7.223465064862035,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=27_member=4566_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.2026964,34.20265674649548,112.8151859464955,2.87573,2.875725602117352,5.724274397882647,2.87572560211735,5.72427439788265,2.220446049250313e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=39_member=6698_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.52026,33.52015097310551,112.13268017310553,2.6497,2.6497013934446474,5.950298606555352,2.6497013934446474,5.950298606555352,0.0,0.0,0.0,0.0
gen=41_member=6986_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.7676436,35.767651554973604,114.3801807549736,3.58673,3.5867303853446746,5.013269614655325,3.586730385344672,5.013269614655328,2.6645352591003757e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=41_member=6973_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.1593996,35.15947657236159,113.77200577236158,3.28388,3.283884959892168,5.316115040107832,3.283884959892168,5.316115040107832,0.0,0.0,0.0,0.0
gen=27_member=4568_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.5586552,32.558684654753776,111.17121385475376,2.37042,2.3704231481319056,6.229576851868094,2.370423148131909,6.2295768518680905,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=37_member=6357_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.625718,32.62572860768373,111.23825780768374,2.3887,2.38870219721406,6.21129780278594,2.388702197214058,6.211297802785942,2.220446049250313e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=47_member=8006_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.7613316,36.761407828424296,115.37393702842432,4.09604,4.096041808260815,4.503958191739184,4.096041808260816,4.503958191739184,-8.881784197001252e-16,0.0,0.0,0.0
gen=41_member=6898_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.489438,31.489447863162184,110.10197706316218,2.11934,2.119335855423189,6.48066414457681,2.119335855423188,6.480664144576812,1.3322676295501878e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=39_member=6668_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.933108399999995,33.933030846740984,112.545560046741,2.77099,2.770991231900613,5.829008768099387,2.7709912319006165,5.829008768099383,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=48_member=8200_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.8907028,34.89080581472363,113.50333501472365,3.16725,3.167245880573246,5.432754119426753,3.1672458805732453,5.432754119426754,8.881784197001252e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=32_member=5452_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.8474796,34.84753054005696,113.46005974005696,3.14182,3.141817552171592,5.458182447828408,3.141817552171591,5.458182447828408,8.881784197001252e-16,0.0,0.0,0.0
gen=44_member=7522_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.1631116,33.16311565476033,111.77564485476032,2.53937,2.5393682475811747,6.060631752418825,2.539368247581174,6.060631752418826,8.881784197001252e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=45_member=7699_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,25.6714616,25.671464649350018,104.28399384935004,1.28466,1.2846600959013812,7.315339904098618,1.2846600959013812,7.315339904098618,0.0,0.0,0.0,0.0
gen=38_member=6478_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.2785976,35.27857906393331,113.8911082639333,3.35376,3.353761701874287,5.2462382981257125,3.3537617018742854,5.246238298125714,1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=48_member=8105_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.5527908,36.55273076856624,115.16525996856625,3.9902,3.9901981205782513,4.609801879421749,3.9901981205782486,4.609801879421751,2.6645352591003757e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=47_member=7995_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.4975364,36.49744644974915,115.10997564974916,3.97511,3.9751064827484375,4.624893517251563,3.975106482748441,4.624893517251559,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=38_member=6507_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.2430988,36.243072285057984,114.855601485058,3.82686,3.826857056498031,4.773142943501968,3.826857056498032,4.773142943501968,-8.881784197001252e-16,0.0,0.0,0.0
gen=47_member=8017_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,26.3334004,26.33332130996634,104.94585050996632,1.31111,1.3111126222085396,7.28888737779146,1.3111126222085394,7.28888737779146,2.220446049250313e-16,0.0,0.0,0.0
gen=28_member=4806_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.335338,36.335363024535646,114.94789222453564,3.87574,3.8757359184083393,4.72426408159166,3.87573591840834,4.7242640815916594,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=33_member=5559_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.1440244,32.1440689013816,110.7565981013816,2.27771,2.277706161290138,6.322293838709862,2.27770616129014,6.322293838709859,-2.220446049250313e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0
gen=28_member=4728_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,25.063886,25.063855919912235,103.67638511991224,1.21593,1.2159311834683826,7.384068816531617,1.215931183468382,7.3840688165316175,6.661338147750939e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=30_member=4999_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.9879172,33.98794532305361,112.60047452305362,2.78942,2.7894244899895115,5.810575510010488,2.7894244899895115,5.810575510010488,0.0,0.0,0.0,0.0
gen=47_member=7949_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.0690144,31.06896850977157,109.68149770977158,1.99378,1.993775288578472,6.606224711421528,1.9937752885784716,6.606224711421528,4.440892098500626e-16,0.0,0.0,0.0
gen=37_member=6216_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.7610332,34.76111558406628,113.37364478406629,3.104,3.1039998368234127,5.496000163176587,3.1039998368234114,5.496000163176588,1.3322676295501878e-15,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=35_member=5892_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.624976,33.6250096550061,112.23753885500612,2.6693,2.669301284000799,5.930698715999201,2.669301284000799,5.930698715999201,0.0,0.0,0.0,0.0
gen=47_member=7933_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,26.4996092,26.49956968298791,105.11209888298792,1.3367,1.3366982118555866,7.263301788144413,1.336698211855586,7.263301788144414,6.661338147750939e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=42_member=7127_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.1831636,33.183068642146345,111.79559784214636,2.56094,2.5609438201383607,6.039056179861639,2.5609438201383607,6.039056179861639,0.0,0.0,0.0,0.0
gen=46_member=7815_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.2096748,30.209600453547942,108.82212965354798,1.82093,1.8209316870333627,6.779068312966637,1.8209316870333607,6.779068312966639,1.9984014443252818e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=41_member=6988_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,27.9351096,27.935094147883344,106.54762334788336,1.48478,1.48478065696148,7.11521934303852,1.4847806569614803,7.115219343038519,-2.220446049250313e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=39_member=6630_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.2866164,32.28667995166453,110.89920915166454,2.28023,2.2802314935654997,6.3197685064345,2.280231493565503,6.319768506434497,-3.1086244689504383e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=46_member=7750_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.3573932,33.35737322320111,111.9699024232011,2.61481,2.614813367439834,5.985186632560166,2.6148133674398326,5.985186632560167,1.3322676295501878e-15,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=47_member=8066_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.1452896,36.14526258672567,114.75779178672568,3.76811,3.7681126270390255,4.831887372960973,3.7681126270390246,4.831887372960975,8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=49_member=8375_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.014504,33.01442462041577,111.62695382041578,2.48535,2.485349155407945,6.114650844592054,2.4853491554079423,6.114650844592058,2.6645352591003757e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=48_member=8129_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.6334444,36.63353389800296,115.24606309800296,4.0627,4.062703615454969,4.537296384545031,4.06270361545497,4.53729638454503,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=39_member=6585_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.7828676,34.78292178056862,113.3954509805686,3.109,3.109000659648076,5.490999340351923,3.109000659648074,5.490999340351926,2.220446049250313e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=47_member=8011_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.1213008,35.12122980345115,113.73375900345114,3.26403,3.264032655020216,5.335967344979784,3.2640326550202103,5.335967344979789,5.773159728050814e-15,-4.440892098500626e-15,4.440892098500626e-15,4.440892098500626e-15
gen=40_member=6726_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.2425756,31.242517549639818,109.85504674963984,2.03707,2.0370672977478352,6.562932702252164,2.037067297747835,6.562932702252165,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=44_member=7543_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.1870268,35.18705597340057,113.79958517340056,3.29833,3.2983343614687426,5.301665638531257,3.298334361468742,5.301665638531258,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=43_member=7287_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.646587600000004,33.64656535247972,112.25909455247972,2.68124,2.681238989755315,5.918761010244685,2.6812389897553146,5.918761010244685,4.440892098500626e-16,0.0,0.0,0.0
gen=41_member=6982_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.2787468,36.278668778733376,114.8911979787334,3.84028,3.840282054968749,4.75971794503125,3.840282054968746,4.759717945031253,2.6645352591003757e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=33_member=5577_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.0012852,34.00137781832889,112.6139070183289,2.80281,2.802809316052241,5.797190683947759,2.802809316052238,5.797190683947761,3.1086244689504383e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=48_member=8183_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.7057788,34.70587203703935,113.31840123703935,3.0773,3.0772975890945005,5.522702410905499,3.077297589094499,5.5227024109055005,1.3322676295501878e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=48_member=8234_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,23.7818948,23.781937390842728,102.39446659084273,1.1268,1.1267995679231442,7.473200432076855,1.1267995679231435,7.473200432076856,6.661338147750939e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=42_member=7080_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.2182188,35.21819334968434,113.83072254968432,3.313,3.3129973495757645,5.287002650424235,3.312997349575764,5.287002650424236,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=47_member=8007_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.1347424,34.13470291303967,112.74723211303969,2.85212,2.8521192952616703,5.747880704738329,2.8521192952616707,5.7478807047383285,-4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=35_member=5961_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.8771876,36.87726444522587,115.48979364522586,4.16397,4.163974337028348,4.436025662971652,4.163974337028345,4.436025662971654,2.6645352591003757e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=31_member=5281_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.1156552,33.11569694121411,111.72822614121412,2.52766,2.5276555505351728,6.072344449464827,2.527655550535176,6.072344449464824,-3.1086244689504383e-15,3.552713678800501e-15,3.552713678800501e-15,0.0
gen=44_member=7417_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,28.0400484,28.04007293817745,106.65260213817746,1.50233,1.5023341028356063,7.0976658971643936,1.5023341028356043,7.097665897164395,1.9984014443252818e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=32_member=5429_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.2145804,36.21459753522952,114.82712673522953,3.8078,3.807797140389491,4.792202859610509,3.807797140389488,4.792202859610511,3.1086244689504383e-15,-2.6645352591003757e-15,2.6645352591003757e-15,2.6645352591003757e-15
gen=37_member=6347_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.6629276,35.66303769617801,114.275566896178,3.52921,3.529205177385862,5.070794822614138,3.5292051773858613,5.070794822614138,8.881784197001252e-16,0.0,0.0,0.0
gen=42_member=7094_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.7239728,32.72396444274264,111.33649364274264,2.40462,2.404624081507928,6.195375918492072,2.404624081507928,6.195375918492072,0.0,0.0,0.0,0.0
gen=45_member=7577_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.348481199999995,33.348578128286576,111.96110732828656,2.59343,2.593432230219677,6.006567769780323,2.593432230219679,6.006567769780321,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=38_member=6402_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.5117916,30.51186014513365,109.12438934513364,1.8927,1.8927029265017528,6.707297073498246,1.8927029265017543,6.707297073498245,-1.5543122344752192e-15,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=31_member=5196_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.154128,37.154036317385696,115.76656551738569,4.37901,4.379009983999199,4.2209900160008,4.3790099839992,4.220990016000799,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=41_member=6995_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.0581728,33.05810757863159,111.6706367786316,2.50823,2.5082290688344937,6.091770931165506,2.5082290688344937,6.091770931165506,0.0,0.0,0.0,0.0
gen=39_member=6611_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.8961992,35.89623286365389,114.5087620636539,3.66312,3.6631182698145808,4.936881730185419,3.663118269814579,4.936881730185421,1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=49_member=8310_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.436708,30.43676948862573,109.04929868862573,1.88142,1.881422400131252,6.718577599868748,1.8814224001312525,6.718577599868747,-4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=41_member=6917_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.7027312,30.7026693264571,109.3151985264571,1.93448,1.9344802970633983,6.665519702936601,1.9344802970633983,6.665519702936601,0.0,0.0,0.0,0.0
gen=42_member=7156_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.610492,30.610510708305725,109.22303990830572,1.91823,1.9182267449739157,6.681773255026084,1.9182267449739132,6.681773255026086,2.4424906541753444e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=29_member=4898_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.9271684,35.92717187396659,114.5397010739666,3.68037,3.680374002125095,4.919625997874904,3.680374002125098,4.919625997874902,-3.1086244689504383e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0
gen=47_member=7961_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.81844,32.81846706326812,111.43099626326811,2.42627,2.42627095608822,6.17372904391178,2.4262709560882163,6.173729043911783,3.552713678800501e-15,-3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
gen=31_member=5213_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.374698,34.37459988167344,112.98712908167344,2.94698,2.94697665818361,5.6530233418163895,2.9469766581836145,5.653023341816385,-4.440892098500626e-15,4.440892098500626e-15,4.440892098500626e-15,0.0
gen=33_member=5529_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,18.32982284,18.32982475749499,96.94235395749496,0.902294,0.9022937938185516,7.697706206181448,0.9022937938185508,7.697706206181449,7.771561172376096e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=41_member=6902_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.6283896,29.628353465378915,108.24088266537892,1.72975,1.729750588319223,6.870249411680777,1.7297505883192237,6.870249411680776,-6.661338147750939e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=43_member=7373_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.5668232,30.566917442941545,109.17944664294156,1.90841,1.9084062123108527,6.691593787689147,1.908406212310852,6.691593787689148,6.661338147750939e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=43_member=7354_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.3656388,36.365559376347385,114.9780885763474,3.91205,3.9120450838413303,4.687954916158668,3.912045083841329,4.68795491615867,1.3322676295501878e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=48_member=8255_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,18.69207336,18.692080334260165,97.30460953426017,0.907206,0.9072063929299554,7.692793607070044,0.9072063929299552,7.692793607070044,2.220446049250313e-16,0.0,0.0,0.0
gen=38_member=6443_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.6712428,31.67115470758055,110.28368390758054,2.14746,2.147463657625636,6.452536342374364,2.1474636576256336,6.452536342374366,2.220446049250313e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=47_member=7988_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.769794,30.769795007202468,109.38232420720249,1.94462,1.944622445579302,6.6553775544206975,1.9446224455793009,6.655377554420699,1.1102230246251565e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=37_member=6360_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,28.05609,28.056013799679008,106.668542999679,1.51193,1.5119307530994437,7.088069246900556,1.5119307530994452,7.088069246900554,-1.5543122344752192e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0
gen=48_member=8171_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.994082,34.99403631605541,113.60656551605544,3.20978,3.2097832134087625,5.390216786591237,3.2097832134087616,5.390216786591238,8.881784197001252e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
gen=45_member=7732_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,28.232102,28.232171596528566,106.84470079652856,1.52704,1.5270430343618202,7.07295696563818,1.5270430343618209,7.072956965638179,-6.661338147750939e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=35_member=5956_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.0774828,34.07740547464268,112.6899346746427,2.82984,2.829842450529239,5.770157549470761,2.8298424505292394,5.77015754947076,-4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=45_member=7623_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,26.867897600000003,26.86788661943628,105.48041581943627,1.35875,1.3587454728667916,7.241254527133208,1.3587454728667916,7.241254527133208,0.0,0.0,0.0,0.0
gen=34_member=5765_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.9233032,30.92338623359191,109.5359154335919,1.98173,1.9817261402621544,6.618273859737846,1.9817261402621529,6.618273859737847,1.5543122344752192e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
gen=38_member=6501_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.320410425119521,6.279589574880479,2.3204104251195217,6.279589574880478,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.0
gen=48_member=8203_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.4539392,32.453841272609736,111.06637047260976,2.33521,2.33521279734384,6.26478720265616,2.335212797343845,6.264787202656155,-4.884981308350689e-15,5.329070518200751e-15,5.329070518200751e-15,0.0
gen=47_member=7974_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.0424296,35.04236881028093,113.65489801028092,3.23167,3.2316721815748752,5.368327818425124,3.231672181574875,5.368327818425125,4.440892098500626e-16,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16
