member,scenario,scenario_label,T_factor,S_factor,T_only_scenario,S_only_scenario,pumping_objective_reeval_cfs,combined_streamflow_change_cfs,T_only_streamflow_change_cfs,S_only_streamflow_change_cfs,additive_expected_streamflow_change_cfs,streamflow_interaction_effect_cfs,combined_depletion_change_cfs,T_only_depletion_change_cfs,S_only_depletion_change_cfs,additive_expected_depletion_change_cfs,depletion_interaction_effect_cfs
gen=24_member=4008_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,33.76696087691461,5.329070518200751e-15,-0.1692455736730949,0.1624242064415604,-0.006821367231534509,0.006821367231539838,-4.440892098500626e-15,0.1692455736730953,-0.1624242064415604,0.006821367231534925,-0.006821367231539366
gen=34_member=5732_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,33.7821917262945,-8.881784197001252e-16,-0.1686686538123529,0.1619315489527641,-0.0067371048595888106,0.006737104859587922,4.440892098500626e-16,0.1686686538123534,-0.1619315489527641,0.00673710485958931,-0.006737104859588866
gen=40_member=6768_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,36.65302211816361,8.881784197001252e-16,-0.2133046400756004,0.2073309984156983,-0.005973641659902107,0.005973641659902995,-8.881784197001252e-16,0.2133046400756004,-0.2073309984156979,0.0059736416599024955,-0.005973641659903384
gen=44_member=7554_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,33.71131958774986,1.7763568394002505e-15,-0.1678241319748181,0.1610753911200264,-0.006748740854791713,0.006748740854793489,-8.881784197001252e-16,0.1678241319748181,-0.161075391120026,0.006748740854792101,-0.0067487408547929895
gen=18_member=3072_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,37.15490686727385,8.881784197001252e-16,-0.222254758272864,0.2165768943097026,-0.005677863963161417,0.005677863963162305,-8.881784197001252e-16,0.2222547582728635,-0.2165768943097026,0.005677863963160917,-0.0056778639631618055
gen=50_member=8445_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,20.947372107145803,-8.881784197001252e-16,-0.0878716131136663,0.0833438470700622,-0.004527766043604095,0.004527766043603207,8.881784197001252e-16,0.0878716131136658,-0.083343847070062,0.004527766043603804,-0.0045277660436029155
gen=50_member=8506_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,36.17771080932583,-3.552713678800501e-15,-0.2045391059101806,0.1984030336685158,-0.006136072241664792,0.006136072241661239,3.9968028886505635e-15,0.2045391059101811,-0.1984030336685158,0.006136072241665291,-0.0061360722416612945
gen=50_member=8596_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,31.656131000200023,-1.7763568394002505e-15,-0.145193297482014,0.1383739120703939,-0.00681938541162011,0.006819385411618334,1.7763568394002505e-15,0.1451932974820144,-0.138373912070393,0.006819385411621387,-0.006819385411619611
gen=50_member=8464_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,35.16929619734085,0.0,-0.191921176704052,0.1854337247007658,-0.006487452003286209,0.006487452003286209,8.881784197001252e-16,0.1919211767040529,-0.1854337247007662,0.006487452003286709,-0.006487452003285821
gen=50_member=8489_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,33.928075253726064,8.881784197001252e-16,-0.17140383459434,0.1645381092984124,-0.006865725295927605,0.006865725295928493,-4.440892098500626e-16,0.1714038345943409,-0.1645381092984124,0.006865725295928493,-0.006865725295928937
gen=50_member=8579_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,35.267503555717184,-3.552713678800501e-15,-0.1945025000381584,0.1881858348660721,-0.006316665172086289,0.006316665172082736,2.6645352591003757e-15,0.1945025000381575,-0.188185834866073,0.006316665172084512,-0.006316665172081848
gen=50_member=8474_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,28.369120398124423,1.7763568394002505e-15,-0.1192363126218829,0.1134652800383815,-0.005771032583501409,0.005771032583503186,-1.5543122344752192e-15,0.1192363126218838,-0.1134652800383806,0.0057710325835031995,-0.005771032583504754
gen=50_member=8555_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,34.798261721440575,-8.881784197001252e-16,-0.1854707171222624,0.1786578301188761,-0.006812887003386309,0.0068128870033854205,8.881784197001252e-16,0.1854707171222624,-0.1786578301188761,0.006812887003386309,-0.0068128870033854205
gen=50_member=8483_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,32.12450543561306,0.0,-0.1483759113202669,0.1416355815895587,-0.0067403297307082055,0.0067403297307082055,0.0,0.1483759113202674,-0.1416355815895587,0.006740329730708705,-0.006740329730708705
gen=50_member=8443_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,29.0287517204358,-1.7763568394002505e-15,-0.1217541601897229,0.1156702503706839,-0.006083909819039002,0.006083909819037225,1.9984014443252818e-15,0.1217541601897231,-0.1156702503706832,0.006083909819039904,-0.006083909819037905
gen=50_member=8469_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,27.342638190802248,-8.881784197001252e-16,-0.1106799543425882,0.1061648454188386,-0.004515108923749608,0.00451510892374872,6.661338147750939e-16,0.1106799543425889,-0.1061648454188386,0.004515108923750302,-0.004515108923749636
gen=50_member=8584_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,36.77633515260383,1.7763568394002505e-15,-0.2133419665502947,0.2071676774321815,-0.006174289118113185,0.006174289118114962,-1.7763568394002505e-15,0.2133419665502947,-0.2071676774321815,0.006174289118113185,-0.006174289118114962
gen=50_member=8572_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,35.38077037906462,-1.7763568394002505e-15,-0.196010649168266,0.1897144952321161,-0.006296153936149906,0.00629615393614813,2.6645352591003757e-15,0.196010649168266,-0.1897144952321161,0.006296153936149906,-0.006296153936147242
gen=50_member=8550_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,35.43550778076299,-2.6645352591003757e-15,-0.196795154064044,0.1905152546508013,-0.0062798994132426955,0.006279899413240031,1.3322676295501878e-15,0.1967951540640431,-0.1905152546508013,0.006279899413241807,-0.006279899413240475
gen=50_member=8507_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,29.113125122660595,-2.6645352591003757e-15,-0.122957974953592,0.1167972054503909,-0.006160769503201088,0.006160769503198424,2.6645352591003757e-15,0.1229579749535914,-0.1167972054503909,0.006160769503200492,-0.006160769503197827
gen=50_member=8467_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,28.43175005450413,0.0,-0.1188872450050668,0.1127799898543484,-0.006107255150718402,0.006107255150718402,-6.661338147750939e-16,0.1188872450050664,-0.1127799898543486,0.006107255150717791,-0.0061072551507184575
gen=50_member=8487_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,35.50262187067714,-2.6645352591003757e-15,-0.1971142418776494,0.1908969353943703,-0.006217306483279089,0.006217306483276425,3.1086244689504383e-15,0.1971142418776503,-0.1908969353943699,0.0062173064832804215,-0.006217306483277313
152,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,39.0854414587126,0.47785587235166105,0.2540793467091271,0.2301296705583135,0.4842090172674406,-0.0063531449157795405,-0.47785587235166105,-0.2540793467091271,-0.2301296705583135,-0.4842090172674406,0.0063531449157795405
gen=36_member=6021_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,15.730428646974955,0.13721482017165254,0.0742548025891176,0.0673836193543229,0.1416384219434405,-0.004423601771787966,-0.13721482017165287,-0.0742548025891178,-0.0673836193543231,-0.1416384219434409,0.004423601771788022
16,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,38.46752870631738,0.4600566911755495,0.2448738473704503,0.2218125018940826,0.4666863492645329,-0.0066296580889834145,-0.4600566911755495,-0.2448738473704503,-0.2218125018940826,-0.4666863492645329,0.0066296580889834145
130,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,38.60014577795708,0.4699768053887343,0.2501901219130422,0.2265809453007854,0.47677106721382756,-0.00679426182509324,-0.4699768053887343,-0.2501901219130431,-0.2265809453007854,-0.47677106721382845,0.006794261825094128
95,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,38.90068138512153,0.4753222516538047,0.2531675315052224,0.2293625218134281,0.4825300533186505,-0.007207801664845803,-0.4753222516538038,-0.2531675315052215,-0.2293625218134281,-0.48253005331864957,0.007207801664845748
156,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.61379239712806,0.45081751871242837,0.2400582561245459,0.2174339450111171,0.457492201135663,-0.006674682423234657,-0.45081751871242837,-0.2400582561245459,-0.2174339450111171,-0.457492201135663,0.006674682423234657
gen=47_member=7948_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,28.52993245450245,0.23154599942694798,0.1248413241351418,0.1132447236750424,0.23808604781018422,-0.006540048383236241,-0.23154599942694754,-0.1248413241351418,-0.113244723675042,-0.2380860478101838,0.006540048383236269
gen=48_member=8161_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,24.508282368015493,0.2022226914196361,0.1088994386882973,0.0987685464191274,0.20766798510742468,-0.005445293687788566,-0.20222269141963667,-0.1088994386882982,-0.0987685464191281,-0.2076679851074263,0.005445293687789621
gen=33_member=5661_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,36.89173247767671,0.4381576438786343,0.2334509017577701,0.2114695245457287,0.4449204263034988,-0.0067627824248645,-0.4381576438786352,-0.233450901757771,-0.2114695245457287,-0.4449204263034997,0.0067627824248645
gen=47_member=7921_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.029124549782175,0.440043730537961,0.234502217038754,0.212508448871775,0.447010665910529,-0.006966935372568039,-0.440043730537961,-0.234502217038754,-0.212508448871775,-0.447010665910529,0.006966935372568039
gen=40_member=6722_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,29.206608318766545,0.23938899159447313,0.1290056466548712,0.117017693766412,0.24602334042128318,-0.006634348826810049,-0.2393889915944729,-0.1290056466548703,-0.1170176937664115,-0.2460233404212818,0.0066343488268088835
gen=48_member=8113_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.01352492542517,0.4379370417282864,0.2334038209409303,0.2114938990986026,0.4448977200395329,-0.006960678311246471,-0.4379370417282855,-0.2334038209409303,-0.2114938990986026,-0.4448977200395329,0.006960678311247359
gen=48_member=8218_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,36.62363801974855,0.4223138973603602,0.2253412807109382,0.2041947086454856,0.4295359893564238,-0.0072220919960636065,-0.4223138973603602,-0.2253412807109387,-0.2041947086454856,-0.42953598935642434,0.007222091996064162
gen=42_member=7058_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,17.82511697626178,0.1538349364091145,0.0832467980240077,0.0755424165008413,0.158789214524849,-0.004954278115734512,-0.1538349364091144,-0.0832467980240074,-0.0755424165008409,-0.1587892145248483,0.004954278115733901
gen=48_member=8245_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,36.87888641911074,0.43635165030329226,0.2324663698487672,0.2105911966358018,0.443057566484569,-0.00670591618127675,-0.4363516503032927,-0.2324663698487676,-0.2105911966358014,-0.44305756648456895,0.00670591618127625
gen=41_member=6922_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,32.11592080418332,0.28929818534001495,0.1555851817835734,0.1411020161914589,0.2966871979750323,-0.007389012635017345,-0.28929818534001517,-0.1555851817835742,-0.1411020161914598,-0.29668719797503396,0.007389012635018788
gen=41_member=6885_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,16.94814371857778,0.14399276930836624,0.0778799484889267,0.0706688726001392,0.1485488210890659,-0.004556051780699649,-0.14399276930836613,-0.0778799484889268,-0.0706688726001395,-0.1485488210890663,0.004556051780700177
gen=37_member=6262_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,25.372800727077287,0.20636734449558602,0.1111009062233723,0.1007620193755673,0.2118629255989396,-0.005495581103353575,-0.20636734449558625,-0.1111009062233732,-0.1007620193755682,-0.21186292559894138,0.005495581103355129
gen=39_member=6554_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,22.91493475179726,0.19003183944478064,0.1025207880219749,0.0930013250730912,0.1955221130950661,-0.005490273650285454,-0.19003183944478064,-0.1025207880219756,-0.0930013250730918,-0.1955221130950674,0.005490273650286759
gen=44_member=7409_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,29.02617500954204,0.23469981431826792,0.1264903129940426,0.1147366088532555,0.2412269218472981,-0.006527107529030185,-0.23469981431826747,-0.126490312994042,-0.1147366088532551,-0.2412269218472971,0.00652710752902963
gen=33_member=5597_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,20.42544700516081,0.17027011241605194,0.0918145069008131,0.0832858638841704,0.1751003707849835,-0.004830258368931556,-0.17027011241605228,-0.0918145069008132,-0.0832858638841709,-0.1751003707849841,0.0048302583689318335
gen=35_member=5926_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,28.75848621927199,0.23379973898413464,0.1260526940769573,0.1143447257351493,0.2403974198121066,-0.006597680827971963,-0.23379973898413486,-0.1260526940769575,-0.1143447257351488,-0.24039741981210627,0.006597680827971408
gen=42_member=7147_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,36.78548226240043,0.43365058672809464,0.2310908851883217,0.2094298717749039,0.44052075696322557,-0.0068701702351309235,-0.43365058672809464,-0.2310908851883217,-0.2094298717749043,-0.440520756963226,0.006870170235131368
gen=47_member=7992_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.30318347661641,0.4498208399596768,0.239653362323871,0.2171062432084447,0.4567596055323157,-0.006938765572638894,-0.44982083995967725,-0.239653362323871,-0.2171062432084447,-0.4567596055323157,0.00693876557263845
gen=44_member=7479_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,29.726992928553692,0.2511047712310761,0.1351905792289329,0.1226154422497156,0.2578060214786485,-0.006701250247572399,-0.25110477123107544,-0.1351905792289329,-0.1226154422497154,-0.2578060214786483,0.006701250247572843
gen=46_member=7840_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,27.838357196260656,0.22336918120719496,0.1198143418123773,0.1086225062124448,0.22843684802482211,-0.005067666817627159,-0.2233691812071943,-0.1198143418123776,-0.1086225062124444,-0.228436848024822,0.005067666817627714
gen=36_member=6076_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.07165394641189,0.44467252092070364,0.2367668477049545,0.2145351366234873,0.4513019843284418,-0.006629463407738179,-0.4446725209207041,-0.2367668477049545,-0.2145351366234873,-0.4513019843284418,0.006629463407737735
gen=39_member=6576_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,24.57679423226629,0.20046822108361617,0.107866400687949,0.0978236555416165,0.2056900562295655,-0.005221835145949316,-0.20046822108361662,-0.1078664006879488,-0.0978236555416165,-0.2056900562295653,0.005221835145948678
gen=46_member=7833_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,30.273822445456965,0.2569079492012385,0.1382416180827199,0.1253759913865559,0.2636176094692758,-0.006709660268037321,-0.25690794920123805,-0.1382416180827186,-0.1253759913865555,-0.2636176094692741,0.006709660268036044
gen=36_member=6039_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,34.236759922666806,0.3468550068833274,0.1859162181031859,0.1685436501645778,0.3544598682677637,-0.007604861384436334,-0.3468550068833274,-0.1859162181031859,-0.1685436501645782,-0.3544598682677641,0.007604861384436723
gen=45_member=7630_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,20.273425248681576,0.17098656150508962,0.0924498029372804,0.0838855268001399,0.1763353297374203,-0.005348768232330686,-0.1709865615050904,-0.0924498029372808,-0.0838855268001399,-0.17633532973742072,0.005348768232330325
gen=41_member=7002_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,31.456010064777686,0.278296378733768,0.1496410115976383,0.1357061238041303,0.2853471354017686,-0.007050756668000591,-0.27829637873376867,-0.1496410115976385,-0.1357061238041308,-0.2853471354017693,0.007050756668000646
gen=44_member=7416_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,22.53949283051267,0.18502263931285778,0.0999087302317267,0.0906406695174935,0.1905493997492202,-0.00552676043636241,-0.18502263931285845,-0.099908730231727,-0.0906406695174938,-0.1905493997492208,0.005526760436362355
gen=48_member=8130_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,30.29664546331896,0.25849440127771395,0.1390600232905674,0.1261149332042777,0.2651749564948451,-0.006680555217131179,-0.25849440127771417,-0.1390600232905681,-0.1261149332042783,-0.2651749564948464,0.0066805552171322335
gen=42_member=7150_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,23.018345966531463,0.18246979987763012,0.0985301638660889,0.0893900791287904,0.1879202429948793,-0.005450443117249182,-0.1824697998776308,-0.0985301638660894,-0.0893900791287909,-0.1879202429948803,0.005450443117249515
gen=46_member=7861_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,36.57795625745423,0.426491611491822,0.2273830871475244,0.2060791303728901,0.4334622175204145,-0.006970606028592452,-0.426491611491822,-0.2273830871475248,-0.2060791303728906,-0.4334622175204154,0.006970606028593396
gen=47_member=8013_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,24.18988587830649,0.19581809191043753,0.1055551074471852,0.0957456007160422,0.2013007081632274,-0.005482616252789868,-0.19581809191043742,-0.1055551074471845,-0.0957456007160419,-0.20130070816322643,0.005482616252789008
gen=34_member=5833_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.05546674905064,0.4425267257393859,0.2357781067812174,0.2135577799705483,0.4493358867517657,-0.006809161012379827,-0.44252672573938634,-0.2357781067812174,-0.2135577799705483,-0.4493358867517657,0.006809161012379383
gen=29_member=4835_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,31.16289112554577,0.27411807447176706,0.1474427671219889,0.1337155914395351,0.281158358561524,-0.007040284089756932,-0.2741180744717675,-0.1474427671219893,-0.1337155914395356,-0.28115835856152493,0.0070402840897574315
gen=43_member=7309_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,28.362383210764136,0.22872971788120733,0.1226719867969592,0.1112401556978284,0.2339121424947876,-0.005182424613580261,-0.22872971788120844,-0.1226719867969603,-0.1112401556978288,-0.2339121424947891,0.0051824246135806495
gen=42_member=7162_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,34.265693983561704,0.3479424268630984,0.1865115725599917,0.1690866096947418,0.3555981822547335,-0.0076557553916350995,-0.3479424268630984,-0.1865115725599917,-0.1690866096947414,-0.3555981822547331,0.007655755391634711
gen=43_member=7394_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,29.69937939750987,0.24761123500621096,0.1333433602576068,0.1209434098154957,0.2542867700731025,-0.006675535066891558,-0.24761123500621118,-0.1333433602576068,-0.1209434098154953,-0.2542867700731021,0.006675535066890892
gen=47_member=7994_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,27.707961235794844,0.22087645131523015,0.1186230665300511,0.1075562514088348,0.2261793179388859,-0.005302866623655755,-0.22087645131523082,-0.1186230665300516,-0.1075562514088352,-0.2261793179388868,0.005302866623655977
gen=48_member=8212_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,25.50891213870453,0.20720284890560325,0.1114845785691827,0.1011035498639643,0.212588128433147,-0.0053852795275437515,-0.20720284890560325,-0.1114845785691831,-0.1011035498639645,-0.21258812843314762,0.005385279527544362
gen=34_member=5718_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,19.217975104740983,0.1534184187810741,0.0829759848624629,0.0752924923117666,0.15826847717422948,-0.0048500583931553876,-0.15341841878107276,-0.0829759848624615,-0.0752924923117661,-0.1582684771742276,0.0048500583931548324
gen=40_member=6749_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,32.03382245921868,0.2892684955359579,0.1556252285338608,0.1411406259563818,0.2967658544902426,-0.007497358954284716,-0.2892684955359577,-0.1556252285338599,-0.1411406259563814,-0.2967658544902413,0.007497358954283606
gen=45_member=7712_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,31.96441941761888,0.28763222020569224,0.1547138667861229,0.1403105667383242,0.29502443352444707,-0.007392213318754837,-0.28763222020569135,-0.1547138667861221,-0.1403105667383237,-0.2950244335244458,0.007392213318754448
gen=49_member=8286_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,31.88574680923485,0.28640717142618843,0.1540567674239374,0.139715546778814,0.2937723142027514,-0.007365142776562972,-0.28640717142618843,-0.154056767423937,-0.1397155467788136,-0.29377231420275063,0.007365142776562195
gen=47_member=7987_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,32.3379503115816,0.2950613123823782,0.1586868791922988,0.1439123406526175,0.3025992198449163,-0.007537907462538074,-0.29506131238237865,-0.1586868791922993,-0.1439123406526179,-0.3025992198449172,0.007537907462538573
gen=42_member=7104_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.1305477391165,0.44668463909379685,0.2378153030220691,0.2154297739655852,0.45324507698765426,-0.006560437893857407,-0.44668463909379685,-0.2378153030220691,-0.2154297739655852,-0.45324507698765426,0.006560437893857407
gen=44_member=7536_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,23.46684587614881,0.18847175299525798,0.1016246808851919,0.0921832717658723,0.1938079526510642,-0.005336199655806229,-0.18847175299525787,-0.1016246808851919,-0.0921832717658723,-0.1938079526510642,0.00533619965580634
gen=38_member=6480_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,31.40713306593588,0.2800413798691608,0.1507157983216203,0.1366918149256966,0.2874076132473169,-0.007366233378156117,-0.2800413798691608,-0.1507157983216203,-0.136691814925697,-0.28740761324731734,0.007366233378156561
gen=43_member=7269_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,36.83339971387087,0.4347153892361151,0.2315275104187533,0.2097609366509072,0.4412884470696605,-0.006573057833545448,-0.4347153892361142,-0.2315275104187533,-0.2097609366509067,-0.44128844706966,0.006573057833545781
gen=35_member=5948_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,37.07384621264411,0.44605102234033733,0.2374491459371963,0.2151039398776086,0.4525530858148049,-0.006502063474467579,-0.4460510223403378,-0.2374491459371963,-0.2151039398776086,-0.4525530858148049,0.006502063474467135
gen=29_member=4871_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,17.843497187733753,0.15015137602772377,0.0811228403198418,0.0736031251031086,0.1547259654229504,-0.004574589395226619,-0.1501513760277241,-0.0811228403198419,-0.073603125103109,-0.15472596542295092,0.0045745893952268135
gen=36_member=6031_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,31.338390787551678,0.27745657845139693,0.149267821540378,0.1353740910893996,0.28464191262977756,-0.007185334178380631,-0.27745657845139715,-0.1492678215403786,-0.1353740910894005,-0.2846419126297791,0.0071853341783819635
gen=39_member=6689_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,29.416418185838467,0.24146626236842117,0.1300651491885274,0.1179727909685253,0.24803794015705272,-0.006571677788631547,-0.2414662623684214,-0.1300651491885278,-0.117972790968525,-0.2480379401570528,0.006571677788631408
gen=46_member=7811_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,30.84800808580873,0.2683432191468711,0.1443542810429026,0.1309156685779049,0.27526994962080753,-0.006926730473936438,-0.26834321914687065,-0.1443542810429023,-0.1309156685779042,-0.27526994962080653,0.006926730473935883
gen=36_member=6150_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,29.51027094900253,0.2452389855386965,0.1320536613192189,0.119772450975728,0.2518261122949469,-0.006587126756250394,-0.24523898553869627,-0.1320536613192189,-0.1197724509757285,-0.2518261122949474,0.006587126756251116
gen=28_member=4698_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,19.62453473077234,0.1662393538885958,0.089829918650568,0.081503622884953,0.171333541535521,-0.005094187646925208,-0.16623935388859556,-0.0898299186505676,-0.0815036228849525,-0.1713335415355201,0.005094187646924542
gen=45_member=7580_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,29.41977376399195,0.24233425145314236,0.1305302526409004,0.1183945562815544,0.2489248089224548,-0.006590557469312447,-0.24233425145314214,-0.1305302526409,-0.1183945562815542,-0.24892480892245422,0.006590557469312086
gen=37_member=6318_pso,Tlow_Shigh,"T -10%, S +10%",0.9,1.1,T_minus_10pct,storage_plus_10pct,36.35850397821222,0.41490508999357534,0.2214492786039512,0.2006553871123362,0.42210466571628735,-0.007199575722712015,-0.414905089993574,-0.2214492786039494,-0.2006553871123362,-0.4221046657162856,0.007199575722711571
