member,scenario,scenario_label,T_factor,S_factor,T_only_scenario,S_only_scenario,pumping_objective_reeval_cfs,combined_streamflow_change_cfs,T_only_streamflow_change_cfs,S_only_streamflow_change_cfs,additive_expected_streamflow_change_cfs,streamflow_interaction_effect_cfs,combined_depletion_change_cfs,T_only_depletion_change_cfs,S_only_depletion_change_cfs,additive_expected_depletion_change_cfs,depletion_interaction_effect_cfs
gen=31_member=5227_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.191986899653344,-3.552713678800501e-15,0.1713598410050414,-0.1795420874266851,-0.008182246421643696,0.008182246421640144,3.1086244689504383e-15,-0.1713598410050409,0.1795420874266855,0.008182246421644612,-0.008182246421641504
gen=46_member=7810_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,34.57406416730866,3.552713678800501e-15,0.1894135976863964,-0.1975076651992298,-0.008094067512833397,0.00809406751283695,-3.552713678800501e-15,-0.1894135976863968,0.1975076651992298,0.008094067512833009,-0.008094067512836561
gen=28_member=4720_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.38488870745046,-2.6645352591003757e-15,0.2098139382075512,-0.2173829970394889,-0.007569058831937703,0.007569058831935038,2.6645352591003757e-15,-0.2098139382075508,0.2173829970394889,0.007569058831938119,-0.007569058831935455
gen=31_member=5250_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,34.05351185359164,0.0,0.1877156551602254,-0.1966105120414143,-0.008894856881188906,0.008894856881188906,0.0,-0.1877156551602246,0.1966105120414147,0.0088948568811901,-0.0088948568811901
gen=46_member=7862_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,34.50190548961805,-2.6645352591003757e-15,0.1877575212670796,-0.195799715922841,-0.00804219465576142,0.008042194655758755,3.1086244689504383e-15,-0.1877575212670796,0.1957997159228415,0.00804219465576192,-0.008042194655758811
gen=29_member=4911_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.86401239624249,0.0,0.1798323123091521,-0.1880165346300657,-0.00818422232091362,0.00818422232091362,0.0,-0.1798323123091507,0.1880165346300666,0.008184222320915896,-0.008184222320915896
gen=43_member=7385_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,26.117703630103588,0.0,0.1127497472302856,-0.1182134679703317,-0.005463720740046113,0.005463720740046113,6.661338147750939e-16,-0.1127497472302849,0.1182134679703321,0.0054637207400471954,-0.005463720740046529
gen=34_member=5724_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.55966917902097,-8.881784197001252e-16,0.2131636171587621,-0.2207826040769189,-0.007618986918156823,0.007618986918155934,4.440892098500626e-16,-0.2131636171587625,0.2207826040769185,0.00761898691815599,-0.007618986918155546
gen=39_member=6557_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,30.95190437561837,0.0,0.1453158574079145,-0.1530741853422004,-0.007758327934285908,0.007758327934285908,0.0,-0.1453158574079152,0.1530741853422002,0.007758327934284992,-0.007758327934284992
gen=43_member=7341_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.69752068422161,-1.7763568394002505e-15,0.2139289466388447,-0.2214479631936257,-0.007519016554780988,0.007519016554779212,2.220446049250313e-15,-0.2139289466388452,0.2214479631936261,0.007519016554780905,-0.007519016554778685
gen=37_member=6349_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.862942575484915,3.552713678800501e-15,0.1804211606788524,-0.1887452405462353,-0.0083240798673829,0.008324079867386452,-4.440892098500626e-15,-0.1804211606788524,0.1887452405462348,0.0083240798673824,-0.008324079867386841
gen=41_member=6889_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,27.38432060845482,0.0,0.1184718101315134,-0.1239245945286962,-0.005452784397182803,0.005452784397182803,4.440892098500626e-16,-0.1184718101315129,0.1239245945286964,0.0054527843971835105,-0.005452784397183066
gen=47_member=8010_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.48339815320258,8.881784197001252e-16,0.1751125675148239,-0.1834381856988702,-0.008325618184046285,0.008325618184047173,-4.440892098500626e-16,-0.1751125675148239,0.1834381856988702,0.008325618184046285,-0.00832561818404673
gen=38_member=6465_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.58483752237572,0.0,0.2134897975149199,-0.2210298558099293,-0.007540058295009394,0.007540058295009394,0.0,-0.2134897975149194,0.2210298558099293,0.007540058295009894,-0.007540058295009894
gen=29_member=4976_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,32.85346614458213,2.6645352591003757e-15,0.1649556850145623,-0.1733522586492935,-0.008396573634731203,0.008396573634733867,-3.1086244689504383e-15,-0.1649556850145628,0.173352258649293,0.008396573634730203,-0.008396573634733312
gen=34_member=5729_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.12729970982421,-8.881784197001252e-16,0.2178659405544269,-0.2254159497674397,-0.007550009213012798,0.00755000921301191,8.881784197001252e-16,-0.2178659405544274,0.2254159497674397,0.007550009213012299,-0.0075500092130114105
gen=46_member=7888_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,32.783404919650515,0.0,0.1636017518080752,-0.1720110513050112,-0.008409299496936001,0.008409299496936001,0.0,-0.1636017518080761,0.1720110513050112,0.008409299496935113,-0.008409299496935113
gen=46_member=7821_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,31.019254054929405,-2.6645352591003757e-15,0.1457267319710693,-0.1534819751240368,-0.007755243152967495,0.00775524315296483,3.1086244689504383e-15,-0.1457267319710689,0.1534819751240372,0.0077552431529683,-0.007755243152965191
gen=48_member=8165_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.08459194378328,-8.881784197001252e-16,0.2035182624948168,-0.2114473609593616,-0.007929098464544787,0.007929098464543899,4.440892098500626e-16,-0.2035182624948173,0.2114473609593616,0.007929098464544287,-0.007929098464543843
gen=36_member=6131_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.00986073528155,-1.7763568394002505e-15,0.2169510281007225,-0.2244462185730498,-0.007495190472327301,0.007495190472325525,1.7763568394002505e-15,-0.2169510281007221,0.2244462185730502,0.007495190472328106,-0.00749519047232633
gen=32_member=5391_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.261505768011496,3.552713678800501e-15,0.1717860931407546,-0.1802568376693809,-0.008470744528626284,0.008470744528629837,-4.440892098500626e-15,-0.1717860931407546,0.18025683766938,0.008470744528625396,-0.008470744528629837
gen=34_member=5740_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,27.025055498234494,0.0,0.1161863499242006,-0.1215913358907396,-0.005404985966539003,0.005404985966539003,6.661338147750939e-16,-0.1161863499241997,0.1215913358907401,0.005404985966540404,-0.005404985966539738
gen=35_member=5978_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.798046250315835,-1.7763568394002505e-15,0.2147469679963558,-0.2223574940459523,-0.0076105260495965,0.0076105260495947236,1.7763568394002505e-15,-0.2147469679963562,0.2223574940459518,0.007610526049595584,-0.007610526049593808
gen=32_member=5373_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,34.49010839919886,2.6645352591003757e-15,0.1899968894466983,-0.1983778259060855,-0.0083809364593872,0.008380936459389865,-2.220446049250313e-15,-0.1899968894466983,0.1983778259060864,0.008380936459388116,-0.008380936459390337
gen=44_member=7565_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,32.97144846847227,0.0,0.1671153280248205,-0.1757350047173815,-0.008619676692561001,0.008619676692561001,0.0,-0.1671153280248209,0.1757350047173811,0.008619676692560196,-0.008619676692560196
gen=45_member=7737_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.12613241634489,-1.7763568394002505e-15,0.2180940322981621,-0.2255737627933385,-0.00747973049517639,0.0074797304951746135,2.6645352591003757e-15,-0.2180940322981617,0.2255737627933389,0.007479730495177195,-0.00747973049517453
gen=35_member=6019_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.06245626130536,-1.7763568394002505e-15,0.216973803893544,-0.2244843766085491,-0.007510572715005104,0.0075105727150033275,1.7763568394002505e-15,-0.2169738038935444,0.2244843766085487,0.007510572715004299,-0.0075105727150025225
gen=46_member=7796_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.46763029885118,-1.7763568394002505e-15,0.211309999220588,-0.2189031321662584,-0.0075931329456704055,0.007593132945668629,1.7763568394002505e-15,-0.2113099992205884,0.218903132166258,0.007593132945669601,-0.007593132945667824
gen=47_member=7977_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.50698668092144,-8.881784197001252e-16,0.211269658130738,-0.2189277560371776,-0.007658097906439593,0.0076580979064387045,8.881784197001252e-16,-0.2112696581307385,0.2189277560371776,0.007658097906439093,-0.007658097906438205
gen=49_member=8311_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.00733726709178,-1.7763568394002505e-15,0.216635634262948,-0.224158912936506,-0.007523278673558009,0.007523278673556233,2.220446049250313e-15,-0.216635634262948,0.224158912936506,0.007523278673558009,-0.007523278673555789
gen=29_member=4851_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.264277472776136,-1.7763568394002505e-15,0.2075725800966328,-0.215295843543446,-0.0077232634468132055,0.007723263446811429,8.881784197001252e-16,-0.2075725800966332,0.2152958435434455,0.00772326344681229,-0.007723263446811401
gen=34_member=5819_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,34.56103873283972,0.0,0.189458975921327,-0.1976503880477498,-0.008191412126422798,0.008191412126422798,0.0,-0.1894589759213265,0.1976503880477498,0.008191412126423298,-0.008191412126423298
gen=38_member=6490_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.06985802316135,-1.7763568394002505e-15,0.2170698375913033,-0.2245768340880554,-0.0075069964967521,0.007506996496750323,8.881784197001252e-16,-0.2170698375913038,0.2245768340880558,0.007506996496751989,-0.0075069964967511005
gen=42_member=7145_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.30614392385608,0.0,0.2219168871716199,-0.2293499745158795,-0.007433087344259598,0.007433087344259598,-4.440892098500626e-16,-0.2219168871716195,0.2293499745158795,0.0074330873442599865,-0.007433087344260431
gen=28_member=4655_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.73614280489097,0.0,0.178508391126595,-0.1867378712819087,-0.00822948015531369,0.00822948015531369,-4.440892098500626e-16,-0.178508391126595,0.1867378712819083,0.008229480155313301,-0.008229480155313745
gen=24_member=4008_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.76696087691461,5.329070518200751e-15,0.1791526342317748,-0.1874916268297264,-0.008338992597951594,0.008338992597956923,-4.440892098500626e-15,-0.1791526342317735,0.1874916268297268,0.008338992597953315,-0.008338992597957756
gen=34_member=5732_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.7821917262945,0.0,0.1786144964864329,-0.1868402190329847,-0.008225722546551795,0.008225722546551795,0.0,-0.1786144964864329,0.1868402190329847,0.008225722546551795,-0.008225722546551795
gen=40_member=6768_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.65302211816361,1.7763568394002505e-15,0.2288299129195934,-0.2361849113917964,-0.007354998472203,0.007354998472204777,-1.7763568394002505e-15,-0.2288299129195938,0.2361849113917964,0.007354998472202612,-0.007354998472204388
gen=44_member=7554_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.71131958774986,1.7763568394002505e-15,0.1776677817558196,-0.1859098047463181,-0.008242022990498504,0.00824202299050028,-8.881784197001252e-16,-0.1776677817558192,0.1859098047463181,0.008242022990498893,-0.008242022990499781
gen=18_member=3072_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,37.15490686727385,4.440892098500626e-15,0.2390335375743868,-0.2459257871377227,-0.006892249563335895,0.006892249563340336,-4.440892098500626e-15,-0.2390335375743868,0.2459257871377227,0.006892249563335895,-0.006892249563340336
gen=50_member=8445_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,20.947372107145803,-8.881784197001252e-16,0.0918646575340558,-0.0973958783801283,-0.005531220846072493,0.005531220846071605,6.661338147750939e-16,-0.0918646575340559,0.0973958783801283,0.005531220846072396,-0.00553122084607173
gen=50_member=8506_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.17771080932583,-1.7763568394002505e-15,0.2189604550269273,-0.2264623371433405,-0.0075018821164132,0.0075018821164114236,2.220446049250313e-15,-0.2189604550269268,0.2264623371433405,0.0075018821164136995,-0.007501882116411479
gen=50_member=8596_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,31.656131000200023,-8.881784197001252e-16,0.1525718504858861,-0.1609050435561769,-0.008333193070290817,0.00833319307028993,1.3322676295501878e-15,-0.1525718504858855,0.1609050435561774,0.0083331930702919,-0.008333193070290568
gen=50_member=8464_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.16929619734085,0.0,0.20462878707169,-0.2125369793444633,-0.007908192272773312,0.007908192272773312,8.881784197001252e-16,-0.2046287870716892,0.2125369793444629,0.0079081922727737,-0.007908192272772813
gen=50_member=8489_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,33.928075253726064,1.7763568394002505e-15,0.1814850263192937,-0.1898685109579787,-0.00838348463868499,0.008383484638686767,-1.3322676295501878e-15,-0.1814850263192928,0.1898685109579787,0.008383484638685879,-0.00838348463868721
gen=50_member=8579_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.267503555717184,-1.7763568394002505e-15,0.2076585999623423,-0.2153752797002024,-0.00771667973786011,0.007716679737858334,1.3322676295501878e-15,-0.2076585999623428,0.2153752797002019,0.007716679737859111,-0.007716679737857779
gen=50_member=8474_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,28.369120398124423,0.0,0.1250918497064352,-0.1321433271068546,-0.00705147740041942,0.00705147740041942,4.440892098500626e-16,-0.125091849706435,0.1321433271068555,0.007051477400420503,-0.007051477400420059
gen=50_member=8555_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,34.798261721440575,-1.7763568394002505e-15,0.1970906640587237,-0.2054202208028623,-0.0083295567441386,0.008329556744136823,1.7763568394002505e-15,-0.1970906640587233,0.2054202208028623,0.008329556744138988,-0.008329556744137212
gen=50_member=8483_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,32.12450543561306,0.0,0.1561805196027457,-0.1644134606441305,-0.008232941041384806,0.008232941041384806,0.0,-0.1561805196027461,0.1644134606441309,0.008232941041384806,-0.008232941041384806
gen=50_member=8443_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,29.0287517204358,-8.881784197001252e-16,0.127516210576621,-0.1349504087184101,-0.007434198141789111,0.007434198141788223,1.3322676295501878e-15,-0.1275162105766207,0.1349504087184105,0.007434198141789805,-0.007434198141788473
gen=50_member=8469_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,27.342638190802248,0.0,0.1170849148636934,-0.1226001850278883,-0.0055152701641948965,0.0055152701641948965,4.440892098500626e-16,-0.1170849148636927,0.1226001850278886,0.005515270164195896,-0.005515270164195452
gen=50_member=8584_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,36.77633515260383,-3.552713678800501e-15,0.2286119320260491,-0.2361335015958428,-0.00752156956979369,0.0075215695697901375,3.552713678800501e-15,-0.2286119320260491,0.2361335015958428,0.00752156956979369,-0.0075215695697901375
gen=50_member=8572_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.38077037906462,-1.7763568394002505e-15,0.2093370424825451,-0.2170328758608208,-0.007695833378275702,0.007695833378273925,1.3322676295501878e-15,-0.2093370424825456,0.2170328758608208,0.007695833378275202,-0.00769583337827387
gen=50_member=8550_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.43550778076299,-1.7763568394002505e-15,0.2102234293553149,-0.2179014900112825,-0.0076780606559676,0.007678060655965824,8.881784197001252e-16,-0.2102234293553162,0.2179014900112816,0.00767806065596538,-0.0076780606559644915
gen=50_member=8507_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,29.113125122660595,-2.6645352591003757e-15,0.1287582271460188,-0.1362861538184399,-0.007527926672421081,0.007527926672418417,2.6645352591003757e-15,-0.128758227146019,0.1362861538184401,0.007527926672421081,-0.007527926672418417
gen=50_member=8467_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,28.43175005450413,8.881784197001252e-16,0.1243493084260078,-0.1317841166484017,-0.007434808222393896,0.007434808222394784,-1.1102230246251565e-15,-0.1243493084260076,0.1317841166484012,0.007434808222393605,-0.007434808222394715
gen=50_member=8487_pso,Tlow_Slow,"T -10%, S -10%",0.9,0.9,T_minus_10pct,storage_minus_10pct,35.50262187067714,-1.7763568394002505e-15,0.2106725375991072,-0.2182894375201369,-0.007616899921029707,0.007616899921027931,1.7763568394002505e-15,-0.2106725375991063,0.2182894375201369,0.007616899921030595,-0.007616899921028819
152,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,39.0854414587126,8.881784197001252e-16,-0.2356227641157264,0.2301296705583135,-0.005493093557412926,0.005493093557413814,-8.881784197001252e-16,0.2356227641157264,-0.2301296705583135,0.005493093557412926,-0.005493093557413814
gen=36_member=6021_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,15.730428646974955,0.0,-0.0714069919246975,0.0673836193543229,-0.004023372570374606,0.004023372570374606,2.220446049250313e-16,0.0714069919246971,-0.0673836193543231,0.004023372570373995,-0.004023372570373773
16,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,38.46752870631738,1.7763568394002505e-15,-0.2275711934194957,0.2218125018940826,-0.005758691525413084,0.005758691525414861,-1.7763568394002505e-15,0.2275711934194957,-0.2218125018940826,0.005758691525413084,-0.005758691525414861
130,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,38.60014577795708,2.220446049250313e-15,-0.2321836399357026,0.2265809453007854,-0.0056026946349171936,0.005602694634919414,-1.7763568394002505e-15,0.2321836399357026,-0.2265809453007854,0.0056026946349171936,-0.00560269463491897
95,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,38.90068138512153,1.7763568394002505e-15,-0.2351278106985015,0.2293625218134281,-0.005765288885073411,0.005765288885075187,-8.881784197001252e-16,0.2351278106985024,-0.2293625218134281,0.005765288885074299,-0.005765288885075187
156,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,37.61379239712806,8.881784197001252e-16,-0.2231127271439676,0.2174339450111171,-0.005678782132850502,0.00567878213285139,-8.881784197001252e-16,0.2231127271439676,-0.2174339450111171,0.005678782132850502,-0.00567878213285139
gen=47_member=7948_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,28.52993245450245,8.881784197001252e-16,-0.1191529945696654,0.1132447236750424,-0.005908270894622994,0.005908270894623882,-2.220446049250313e-16,0.1191529945696656,-0.113244723675042,0.0059082708946236046,-0.005908270894623827
gen=48_member=8161_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,24.508282368015493,-8.881784197001252e-16,-0.1034918474111474,0.0987685464191274,-0.0047233009920200075,0.004723300992019119,6.661338147750939e-16,0.1034918474111472,-0.0987685464191281,0.004723300992019092,-0.0047233009920184255
gen=33_member=5661_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,36.89173247767671,0.0,-0.2172014154557251,0.2114695245457287,-0.005731890909996401,0.005731890909996401,-8.881784197001252e-16,0.2172014154557242,-0.2114695245457287,0.005731890909995485,-0.005731890909996373
gen=47_member=7921_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,37.029124549782175,-8.881784197001252e-16,-0.2181698007080683,0.212508448871775,-0.0056613518362932935,0.005661351836292405,8.881784197001252e-16,0.2181698007080683,-0.212508448871775,0.0056613518362932935,-0.005661351836292405
gen=40_member=6722_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,29.206608318766545,8.881784197001252e-16,-0.1230989067210863,0.117017693766412,-0.0060812129546743005,0.006081212954675189,-6.661338147750939e-16,0.1230989067210872,-0.1170176937664115,0.006081212954675702,-0.006081212954676368
gen=48_member=8113_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,37.01352492542517,-8.881784197001252e-16,-0.2173419042634421,0.2114938990986026,-0.005848005164839493,0.0058480051648386044,8.881784197001252e-16,0.2173419042634421,-0.2114938990986026,0.005848005164839493,-0.0058480051648386044
gen=48_member=8218_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,36.62363801974855,1.7763568394002505e-15,-0.2104326634621136,0.2041947086454856,-0.0062379548166279775,0.006237954816629754,-1.7763568394002505e-15,0.2104326634621136,-0.2041947086454856,0.0062379548166279775,-0.006237954816629754
gen=42_member=7058_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,17.82511697626178,0.0,-0.0799969746799442,0.0755424165008413,-0.0044545581791028965,0.0044545581791028965,1.1102230246251565e-16,0.0799969746799441,-0.0755424165008409,0.004454558179103202,-0.004454558179103091
gen=48_member=8245_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,36.87888641911074,8.881784197001252e-16,-0.2163741116486939,0.2105911966358018,-0.005782915012892104,0.005782915012892992,-8.881784197001252e-16,0.2163741116486939,-0.2105911966358014,0.00578291501289252,-0.005782915012893408
gen=41_member=6922_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,32.11592080418332,-3.552713678800501e-15,-0.1479970780011861,0.1411020161914589,-0.00689506180972721,0.006895061809723657,3.552713678800501e-15,0.1479970780011861,-0.1411020161914598,0.006895061809726322,-0.006895061809722769
gen=41_member=6885_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,16.94814371857778,-8.881784197001252e-16,-0.0747900307585647,0.0706688726001392,-0.004121158158425509,0.00412115815842462,4.440892098500626e-16,0.0747900307585646,-0.0706688726001395,0.004121158158425092,-0.004121158158424648
gen=37_member=6262_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,25.372800727077287,-8.881784197001252e-16,-0.1055050582030592,0.1007620193755673,-0.004743038827491899,0.004743038827491011,8.881784197001252e-16,0.105505058203059,-0.1007620193755682,0.004743038827490803,-0.004743038827489915
gen=39_member=6554_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,22.91493475179726,0.0,-0.0978121988736697,0.0930013250730912,-0.0048108738005784996,0.0048108738005784996,4.440892098500626e-16,0.0978121988736693,-0.0930013250730918,0.0048108738005775,-0.004810873800577056
gen=44_member=7409_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,29.02617500954204,2.6645352591003757e-15,-0.120698858955988,0.1147366088532555,-0.005962250102732505,0.00596225010273517,-2.4424906541753444e-15,0.120698858955988,-0.1147366088532551,0.005962250102732908,-0.00596225010273535
gen=33_member=5597_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,20.42544700516081,-8.881784197001252e-16,-0.0875643690551832,0.0832858638841704,-0.004278505171012789,0.004278505171011901,3.3306690738754696e-16,0.087564369055183,-0.0832858638841709,0.004278505171012095,-0.004278505171011762
gen=35_member=5926_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,28.75848621927199,0.0,-0.1204009554659224,0.1143447257351493,-0.006056229730773105,0.006056229730773105,2.220446049250313e-16,0.1204009554659226,-0.1143447257351488,0.006056229730773799,-0.006056229730773577
gen=42_member=7147_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,36.78548226240043,0.0,-0.2151816744060761,0.2094298717749039,-0.005751802631172198,0.005751802631172198,0.0,0.2151816744060761,-0.2094298717749043,0.0057518026311718096,-0.0057518026311718096
gen=47_member=7992_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,37.30318347661641,0.0,-0.2227569230044785,0.2171062432084447,-0.005650679796033786,0.005650679796033786,0.0,0.2227569230044785,-0.2171062432084447,0.005650679796033786,-0.005650679796033786
gen=44_member=7479_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,29.726992928553692,-2.6645352591003757e-15,-0.1287622554178327,0.1226154422497156,-0.0061468131681171045,0.00614681316811444,2.220446049250313e-15,0.1287622554178336,-0.1226154422497154,0.006146813168118187,-0.0061468131681159666
gen=46_member=7840_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,27.838357196260656,0.0,-0.1134411088697042,0.1086225062124448,-0.004818602657259391,0.004818602657259391,6.661338147750939e-16,0.1134411088697049,-0.1086225062124444,0.004818602657260501,-0.004818602657259835
gen=36_member=6076_pso,Thigh_Shigh,"T +10%, S +10%",1.1,1.1,T_plus_10pct,storage_plus_10pct,37.07165394641189,1.7763568394002505e-15,-0.2203256339903054,0.2145351366234873,-0.0057904973668180815,0.005790497366819858,-1.7763568394002505e-15,0.2203256339903054,-0.2145351366234873,0.0057904973668180815,-0.005790497366819858
