member,S_factor__Thigh_Shigh,S_factor__Thigh_Slow,S_factor__Tlow_Shigh,S_factor__Tlow_Slow,S_factor__baseline_T1_S1,T_factor__Thigh_Shigh,T_factor__Thigh_Slow,T_factor__Tlow_Shigh,T_factor__Tlow_Slow,T_factor__baseline_T1_S1,absolute_streamflow_error_cfs__Thigh_Shigh,absolute_streamflow_error_cfs__Thigh_Slow,absolute_streamflow_error_cfs__Tlow_Shigh,absolute_streamflow_error_cfs__Tlow_Slow,absolute_streamflow_error_cfs__baseline_T1_S1,depletion_cfs__Thigh_Shigh,depletion_cfs__Thigh_Slow,depletion_cfs__Tlow_Shigh,depletion_cfs__Tlow_Slow,depletion_cfs__baseline_T1_S1,depletion_change_from_baseline_cfs__Thigh_Shigh,depletion_change_from_baseline_cfs__Thigh_Slow,depletion_change_from_baseline_cfs__Tlow_Shigh,depletion_change_from_baseline_cfs__Tlow_Slow,depletion_change_from_baseline_cfs__baseline_T1_S1,pumping_objective_reeval_cfs__Thigh_Shigh,pumping_objective_reeval_cfs__Thigh_Slow,pumping_objective_reeval_cfs__Tlow_Shigh,pumping_objective_reeval_cfs__Tlow_Slow,pumping_objective_reeval_cfs__baseline_T1_S1,streamflow_cfs__Thigh_Shigh,streamflow_cfs__Thigh_Slow,streamflow_cfs__Tlow_Shigh,streamflow_cfs__Tlow_Slow,streamflow_cfs__baseline_T1_S1,streamflow_change_from_baseline_cfs__Thigh_Shigh,streamflow_change_from_baseline_cfs__Thigh_Slow,streamflow_change_from_baseline_cfs__Tlow_Shigh,streamflow_change_from_baseline_cfs__Tlow_Slow,streamflow_change_from_baseline_cfs__baseline_T1_S1,streamflow_shortfall_below_baseline_cfs__Thigh_Shigh,streamflow_shortfall_below_baseline_cfs__Thigh_Slow,streamflow_shortfall_below_baseline_cfs__Tlow_Shigh,streamflow_shortfall_below_baseline_cfs__Tlow_Slow,streamflow_shortfall_below_baseline_cfs__baseline_T1_S1,pumping_objective_reeval_cfs
gen=35_member=5961_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,3.552713678800501e-15,0.4589383971562975,0.4320446301115135,2.6645352591003757e-15,0.0,4.163974337028349,4.622912734184643,3.7319297069168313,4.163974337028348,4.163974337028345,3.552713678800501e-15,0.4589383971562979,-0.43204463011151395,2.6645352591003757e-15,0.0,36.87726444522587,36.87726444522587,36.87726444522587,36.87726444522587,36.87726444522587,4.436025662971651,3.977087265815357,4.868070293083168,4.436025662971652,4.436025662971654,-3.552713678800501e-15,-0.4589383971562975,0.4320446301115135,-2.6645352591003757e-15,0.0,3.552713678800501e-15,0.4589383971562975,0.0,2.6645352591003757e-15,0.0,36.87726444522587
gen=35_member=5978_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.42973658370838397,0.4021067352307002,1.7763568394002505e-15,0.0,3.60663291837019,4.036369502078571,3.204526183139487,3.606632918370189,3.6066329183701873,2.6645352591003757e-15,0.42973658370838397,-0.4021067352307002,1.7763568394002505e-15,0.0,35.798046250315835,35.798046250315835,35.798046250315835,35.798046250315835,35.798046250315835,4.99336708162981,4.563630497921428,5.3954738168605125,4.993367081629811,4.993367081629812,-2.6645352591003757e-15,-0.42973658370838397,0.4021067352307002,-1.7763568394002505e-15,0.0,2.6645352591003757e-15,0.42973658370838397,0.0,1.7763568394002505e-15,0.0,35.798046250315835
gen=35_member=5994_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,3.552713678800501e-15,0.3926968147549168,0.36139061622222535,2.6645352591003757e-15,0.0,3.0760270271294465,3.468723841884361,2.714636410907218,3.076027027129446,3.076027027129444,2.6645352591003757e-15,0.39269681475491724,-0.3613906162222258,2.220446049250313e-15,0.0,34.68326987798987,34.68326987798987,34.68326987798987,34.68326987798987,34.68326987798987,5.523972972870553,5.131276158115639,5.885363589092782,5.5239729728705536,5.523972972870556,-3.552713678800501e-15,-0.3926968147549168,0.36139061622222535,-2.6645352591003757e-15,0.0,3.552713678800501e-15,0.3926968147549168,0.0,2.6645352591003757e-15,0.0,34.68326987798987
gen=35_member=6019_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,3.552713678800501e-15,0.4337317043268669,0.4064426786111319,1.7763568394002505e-15,0.0,3.7303822104294655,4.16411391475633,3.3239395318183305,3.730382210429465,3.7303822104294633,2.220446049250313e-15,0.4337317043268665,-0.4064426786111328,1.7763568394002505e-15,0.0,36.06245626130536,36.06245626130536,36.06245626130536,36.06245626130536,36.06245626130536,4.869617789570533,4.43588608524367,5.276060468181669,4.869617789570535,4.869617789570537,-3.552713678800501e-15,-0.4337317043268669,0.4064426786111319,-1.7763568394002505e-15,0.0,3.552713678800501e-15,0.4337317043268669,0.0,1.7763568394002505e-15,0.0,36.06245626130536
gen=36_member=6021_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.154961159681255,0.13721482017165254,0.0,0.0,0.8110833649714817,0.9660445246527362,0.6738685447998286,0.8110833649714815,0.8110833649714815,2.220446049250313e-16,0.15496115968125468,-0.13721482017165287,0.0,0.0,15.730428646974955,15.730428646974955,15.730428646974955,15.730428646974955,15.730428646974955,7.788916635028518,7.633955475347263,7.926131455200171,7.788916635028518,7.788916635028518,0.0,-0.154961159681255,0.13721482017165254,0.0,0.0,0.0,0.154961159681255,0.0,0.0,0.0,15.730428646974955
gen=36_member=6031_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.30678655589496096,0.27745657845139693,0.0,0.0,2.054152766640796,2.3609393225357564,1.7766961881893988,2.0541527666407955,2.054152766640796,0.0,0.3067865558949605,-0.27745657845139715,-4.440892098500626e-16,0.0,31.338390787551678,31.338390787551678,31.338390787551678,31.338390787551678,31.338390787551678,6.545847233359204,6.239060677464243,6.823303811810601,6.545847233359204,6.545847233359204,0.0,-0.30678655589496096,0.27745657845139693,0.0,0.0,0.0,0.30678655589496096,0.0,0.0,0.0,31.338390787551678
gen=36_member=6039_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.37733454529901067,0.3468550068833274,1.7763568394002505e-15,0.0,2.8865790925389496,3.2639136378379625,2.539724085655625,2.8865790925389496,2.8865790925389523,-2.6645352591003757e-15,0.3773345452990102,-0.3468550068833274,-2.6645352591003757e-15,0.0,34.236759922666806,34.236759922666806,34.236759922666806,34.236759922666806,34.236759922666806,5.71342090746105,5.336086362162037,6.060275914344375,5.71342090746105,5.713420907461048,1.7763568394002505e-15,-0.37733454529901067,0.3468550068833274,1.7763568394002505e-15,0.0,0.0,0.37733454529901067,0.0,0.0,0.0,34.236759922666806
gen=36_member=6076_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.4700659862553307,0.44467252092070364,3.552713678800501e-15,0.0,4.314408249931123,4.784474236186456,3.869735729010421,4.314408249931121,4.314408249931125,-1.7763568394002505e-15,0.4700659862553307,-0.4446725209207041,-3.552713678800501e-15,0.0,37.07165394641189,37.07165394641189,37.07165394641189,37.07165394641189,37.07165394641189,4.2855917500688765,3.815525763813544,4.730264270989578,4.285591750068878,4.285591750068875,1.7763568394002505e-15,-0.4700659862553307,0.44467252092070364,3.552713678800501e-15,0.0,0.0,0.4700659862553307,0.0,0.0,0.0,37.07165394641189
gen=36_member=6120_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.431456904484973,0.40411469407458434,1.7763568394002505e-15,0.0,3.689182336255501,4.120639240740472,3.285067642180914,3.6891823362555,3.6891823362554974,3.552713678800501e-15,0.4314569044849743,-0.40411469407458345,2.6645352591003757e-15,0.0,35.95802982865704,35.95802982865704,35.95802982865704,35.95802982865704,35.95802982865704,4.910817663744498,4.479360759259528,5.314932357819085,4.910817663744499,4.910817663744501,-2.6645352591003757e-15,-0.431456904484973,0.40411469407458434,-1.7763568394002505e-15,0.0,2.6645352591003757e-15,0.431456904484973,0.0,1.7763568394002505e-15,0.0,35.95802982865704
gen=36_member=6131_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.4336216298420039,0.4063748774844411,1.7763568394002505e-15,0.0,3.7084934104133103,4.142115040255312,3.3021185329288665,3.708493410413309,3.708493410413307,3.1086244689504383e-15,0.43362162984200525,-0.4063748774844407,1.7763568394002505e-15,0.0,36.00986073528155,36.00986073528155,36.00986073528155,36.00986073528155,36.00986073528155,4.891506589586689,4.457884959744688,5.297881467071133,4.89150658958669,4.891506589586692,-2.6645352591003757e-15,-0.4336216298420039,0.4063748774844411,-1.7763568394002505e-15,0.0,2.6645352591003757e-15,0.4336216298420039,0.0,1.7763568394002505e-15,0.0,36.00986073528155
gen=36_member=6133_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.43133016608262764,0.4040434549514673,1.7763568394002505e-15,0.0,3.653790433692729,4.085120599775355,3.24974697874126,3.653790433692728,3.6537904336927274,1.7763568394002505e-15,0.4313301660826272,-0.4040434549514673,4.440892098500626e-16,0.0,35.87203034437702,35.87203034437702,35.87203034437702,35.87203034437702,35.87203034437702,4.946209566307271,4.514879400224645,5.35025302125874,4.946209566307271,4.946209566307273,-1.7763568394002505e-15,-0.43133016608262764,0.4040434549514673,-1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.43133016608262764,0.0,1.7763568394002505e-15,0.0,35.87203034437702
gen=36_member=6139_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.4521526089220522,0.4245090692662776,5.329070518200751e-15,0.0,4.076245634874488,4.528398243796538,3.651736565608208,4.076245634874491,4.0762456348744855,2.6645352591003757e-15,0.4521526089220522,-0.4245090692662776,5.329070518200751e-15,0.0,36.722176673504485,36.722176673504485,36.722176673504485,36.722176673504485,36.722176673504485,4.523754365125511,4.071601756203462,4.948263434391792,4.523754365125509,4.523754365125514,-2.6645352591003757e-15,-0.4521526089220522,0.4245090692662776,-5.329070518200751e-15,0.0,2.6645352591003757e-15,0.4521526089220522,0.0,5.329070518200751e-15,0.0,36.722176673504485
gen=36_member=6144_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,4.440892098500626e-15,0.381572816273839,0.35221186117030623,4.440892098500626e-15,0.0,3.006859173870737,3.3884319901445803,2.654647312700434,3.006859173870737,3.0068591738707413,-4.440892098500626e-15,0.381572816273839,-0.3522118611703071,-4.440892098500626e-15,0.0,34.510550189225945,34.510550189225945,34.510550189225945,34.510550189225945,34.510550189225945,5.593140826129263,5.211568009855419,5.945352687299565,5.593140826129263,5.593140826129258,4.440892098500626e-15,-0.381572816273839,0.35221186117030623,4.440892098500626e-15,0.0,0.0,0.381572816273839,0.0,0.0,0.0,34.510550189225945
gen=36_member=6150_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.27181950097956875,0.2452389855386965,0.0,0.0,1.715362470532214,1.9871819715117836,1.4701234849935187,1.7153624705322148,1.715362470532215,-1.1102230246251565e-15,0.27181950097956853,-0.24523898553869627,-2.220446049250313e-16,0.0,29.51027094900253,29.51027094900253,29.51027094900253,29.51027094900253,29.51027094900253,6.884637529467786,6.612818028488216,7.129876515006481,6.884637529467785,6.884637529467785,8.881784197001252e-16,-0.27181950097956875,0.2452389855386965,0.0,0.0,0.0,0.27181950097956875,0.0,0.0,0.0,29.51027094900253
gen=36_member=6188_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.23288747728194448,0.21246396170464532,0.0,0.0,1.3422700681754989,1.5751575454574425,1.129806106470853,1.3422700681754989,1.342270068175498,8.881784197001252e-16,0.23288747728194448,-0.21246396170464488,8.881784197001252e-16,0.0,26.54503702240775,26.54503702240775,26.54503702240775,26.54503702240775,26.54503702240775,7.257729931824501,7.024842454542557,7.470193893529147,7.257729931824501,7.257729931824501,0.0,-0.23288747728194448,0.21246396170464532,0.0,0.0,0.0,0.23288747728194448,0.0,0.0,0.0,26.54503702240775
gen=37_member=6202_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.2789917667008668,0.25164415199783186,8.881784197001252e-16,0.0,1.7876984758523489,2.066690242553216,1.5360543238545163,1.7876984758523495,1.7876984758523486,2.220446049250313e-16,0.27899176670086745,-0.2516441519978323,8.881784197001252e-16,0.0,29.765572548609317,29.765572548609317,29.765572548609317,29.765572548609317,29.765572548609317,6.812301524147651,6.533309757446784,7.063945676145483,6.81230152414765,6.812301524147651,0.0,-0.2789917667008668,0.25164415199783186,-8.881784197001252e-16,0.0,0.0,0.2789917667008668,0.0,8.881784197001252e-16,0.0,29.765572548609317
gen=37_member=6211_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.18977345488490815,0.16985737889616992,0.0,0.0,1.0136914070123029,1.203464861897211,0.843834028116133,1.0136914070123029,1.0136914070123024,4.440892098500626e-16,0.1897734548849086,-0.16985737889616948,4.440892098500626e-16,0.0,20.656455308041814,20.656455308041814,20.656455308041814,20.656455308041814,20.656455308041814,7.586308592987697,7.396535138102789,7.756165971883867,7.586308592987697,7.586308592987697,0.0,-0.18977345488490815,0.16985737889616992,0.0,0.0,0.0,0.18977345488490815,0.0,0.0,0.0,20.656455308041814
gen=37_member=6216_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.3947686439533724,0.3643500497286949,8.881784197001252e-16,0.0,3.1039998368234127,3.498768480776784,2.739649787094716,3.1039998368234127,3.1039998368234114,1.3322676295501878e-15,0.3947686439533724,-0.36435004972869534,1.3322676295501878e-15,0.0,34.76111558406628,34.76111558406628,34.76111558406628,34.76111558406628,34.76111558406628,5.496000163176587,5.101231519223216,5.860350212905283,5.496000163176587,5.496000163176588,-8.881784197001252e-16,-0.3947686439533724,0.3643500497286949,-8.881784197001252e-16,0.0,8.881784197001252e-16,0.3947686439533724,0.0,8.881784197001252e-16,0.0,34.76111558406628
gen=37_member=6224_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.415089933292073,0.38695726597628877,0.0,0.0,3.3262371671328665,3.741327100424939,2.9392799011565773,3.3262371671328665,3.326237167132866,4.440892098500626e-16,0.415089933292073,-0.38695726597628877,4.440892098500626e-16,0.0,35.24434680969291,35.24434680969291,35.24434680969291,35.24434680969291,35.24434680969291,5.273762832867133,4.85867289957506,5.660720098843422,5.273762832867133,5.273762832867133,0.0,-0.415089933292073,0.38695726597628877,0.0,0.0,0.0,0.415089933292073,0.0,0.0,0.0,35.24434680969291
gen=37_member=6262_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.22726611816197995,0.20636734449558602,8.881784197001252e-16,0.0,1.2424981099154604,1.469764228077439,1.0361307654198733,1.2424981099154604,1.2424981099154595,8.881784197001252e-16,0.2272661181619795,-0.20636734449558625,8.881784197001252e-16,0.0,25.372800727077287,25.372800727077287,25.372800727077287,25.372800727077287,25.372800727077287,7.3575018900845395,7.13023577192256,7.563869234580126,7.3575018900845395,7.35750189008454,-8.881784197001252e-16,-0.22726611816197995,0.20636734449558602,-8.881784197001252e-16,0.0,8.881784197001252e-16,0.22726611816197995,0.0,8.881784197001252e-16,0.0,25.372800727077287
gen=37_member=6318_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.442300572309712,0.41490508999357534,8.881784197001252e-16,0.0,3.892630421477434,4.334930993787147,3.4777253314838594,3.892630421477434,3.8926304214774334,4.440892098500626e-16,0.4423005723097133,-0.414905089993574,4.440892098500626e-16,0.0,36.35850397821222,36.35850397821222,36.35850397821222,36.35850397821222,36.35850397821222,4.707369578522566,4.265069006212853,5.12227466851614,4.707369578522566,4.707369578522565,8.881784197001252e-16,-0.442300572309712,0.41490508999357534,8.881784197001252e-16,0.0,0.0,0.442300572309712,0.0,0.0,0.0,36.35850397821222
gen=37_member=6347_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.426258459292983,0.3987627217045473,0.0,0.0,3.5292051773858635,3.955463636678844,3.1304424556813144,3.529205177385862,3.5292051773858613,2.220446049250313e-15,0.42625845929298256,-0.39876272170454685,8.881784197001252e-16,0.0,35.66303769617801,35.66303769617801,35.66303769617801,35.66303769617801,35.66303769617801,5.070794822614136,4.644536363321155,5.469557544318685,5.070794822614138,5.070794822614138,-1.7763568394002505e-15,-0.426258459292983,0.3987627217045473,0.0,0.0,1.7763568394002505e-15,0.426258459292983,0.0,0.0,0.0,35.66303769617801
gen=37_member=6349_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,3.552713678800501e-15,0.3665838121553513,0.3364479395490161,3.552713678800501e-15,0.0,2.74346907693536,3.110052889090716,2.4070211373863484,2.74346907693536,2.7434690769353645,-4.440892098500626e-15,0.36658381215535174,-0.3364479395490161,-4.440892098500626e-15,0.0,33.862942575484915,33.862942575484915,33.862942575484915,33.862942575484915,33.862942575484915,5.856530923064639,5.489947110909284,6.192978862613652,5.856530923064639,5.856530923064636,3.552713678800501e-15,-0.3665838121553513,0.3364479395490161,3.552713678800501e-15,0.0,0.0,0.3665838121553513,0.0,0.0,0.0,33.862942575484915
gen=37_member=6357_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.3346146422236975,0.3043335601708561,1.7763568394002505e-15,0.0,2.38870219721406,2.723316839437755,2.0843686370432017,2.38870219721406,2.388702197214058,2.220446049250313e-15,0.3346146422236971,-0.3043335601708561,2.220446049250313e-15,0.0,32.62572860768373,32.62572860768373,32.62572860768373,32.62572860768373,32.62572860768373,6.21129780278594,5.876683160562244,6.515631362956798,6.21129780278594,6.211297802785942,-1.7763568394002505e-15,-0.3346146422236975,0.3043335601708561,-1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.3346146422236975,0.0,1.7763568394002505e-15,0.0,32.62572860768373
gen=37_member=6360_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.25430931182019556,0.22981407726595826,1.7763568394002505e-15,0.0,1.511930753099444,1.7662400649196413,1.282116675833487,1.5119307530994437,1.5119307530994452,-1.3322676295501878e-15,0.254309311820196,-0.22981407726595826,-1.5543122344752192e-15,0.0,28.056013799679008,28.056013799679008,28.056013799679008,28.056013799679008,28.056013799679008,7.088069246900556,6.833759935080359,7.317883324166512,7.088069246900556,7.088069246900554,1.7763568394002505e-15,-0.25430931182019556,0.22981407726595826,1.7763568394002505e-15,0.0,0.0,0.25430931182019556,0.0,0.0,0.0,28.056013799679008
gen=38_member=6398_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.40968350517653196,0.38114567905371644,5.329070518200751e-15,0.0,3.2544898932889783,3.664173398465508,2.8733442142352605,3.254489893288981,3.254489893288976,2.220446049250313e-15,0.40968350517653196,-0.38114567905371555,4.884981308350689e-15,0.0,35.09741973001883,35.09741973001883,35.09741973001883,35.09741973001883,35.09741973001883,5.345510106711021,4.935826601534492,5.72665578576474,5.345510106711019,5.345510106711024,-2.6645352591003757e-15,-0.40968350517653196,0.38114567905371644,-5.329070518200751e-15,0.0,2.6645352591003757e-15,0.40968350517653196,0.0,5.329070518200751e-15,0.0,35.09741973001883
gen=38_member=6402_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.28989503858360965,0.26230211790987834,8.881784197001252e-16,0.0,1.8927029265017532,2.182597965085364,1.6304008085918755,1.8927029265017528,1.8927029265017543,-1.1102230246251565e-15,0.28989503858360965,-0.2623021179098788,-1.5543122344752192e-15,0.0,30.51186014513365,30.51186014513365,30.51186014513365,30.51186014513365,30.51186014513365,6.707297073498246,6.417402034914636,6.969599191408124,6.707297073498246,6.707297073498245,8.881784197001252e-16,-0.28989503858360965,0.26230211790987834,8.881784197001252e-16,0.0,0.0,0.28989503858360965,0.0,0.0,0.0,30.51186014513365
gen=38_member=6409_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.4266237087574094,0.3991798310459753,1.7763568394002505e-15,0.0,3.4853415920391564,3.911965300796567,3.086161760993182,3.485341592039159,3.4853415920391573,-8.881784197001252e-16,0.42662370875740985,-0.3991798310459753,1.7763568394002505e-15,0.0,35.558655547749574,35.558655547749574,35.558655547749574,35.558655547749574,35.558655547749574,5.114658407960843,4.688034699203433,5.513838239006818,5.114658407960841,5.114658407960842,8.881784197001252e-16,-0.4266237087574094,0.3991798310459753,-1.7763568394002505e-15,0.0,0.0,0.4266237087574094,0.0,1.7763568394002505e-15,0.0,35.558655547749574
gen=38_member=6418_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.3785479083994048,0.3495286009854315,8.881784197001252e-16,0.0,2.9783290860012563,3.3568769944006607,2.6288004850158244,2.9783290860012555,2.978329086001256,4.440892098500626e-16,0.3785479083994048,-0.3495286009854315,-4.440892098500626e-16,0.0,34.44301031817496,34.44301031817496,34.44301031817496,34.44301031817496,34.44301031817496,5.621670913998743,5.2431230055993385,5.971199514984175,5.621670913998744,5.621670913998743,0.0,-0.3785479083994048,0.3495286009854315,8.881784197001252e-16,0.0,0.0,0.3785479083994048,0.0,0.0,0.0,34.44301031817496
gen=38_member=6443_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.31270656342531034,0.2824780064535197,1.7763568394002505e-15,0.0,2.147463657625636,2.460170221050945,1.8649856511721148,2.147463657625636,2.1474636576256336,2.220446049250313e-15,0.3127065634253112,-0.28247800645351884,2.220446049250313e-15,0.0,31.67115470758055,31.67115470758055,31.67115470758055,31.67115470758055,31.67115470758055,6.452536342374364,6.139829778949055,6.735014348827885,6.452536342374364,6.452536342374366,-1.7763568394002505e-15,-0.31270656342531034,0.2824780064535197,-1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.31270656342531034,0.0,1.7763568394002505e-15,0.0,31.67115470758055
gen=38_member=6459_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.45239448360122836,0.424754178948886,5.329070518200751e-15,0.0,4.079081097759878,4.531475581361104,3.654326918810989,4.079081097759881,4.079081097759876,1.7763568394002505e-15,0.45239448360122747,-0.42475417894888734,4.440892098500626e-15,0.0,36.73590992805043,36.73590992805043,36.73590992805043,36.73590992805043,36.73590992805043,4.520918902240122,4.068524418638896,4.94567308118901,4.520918902240119,4.520918902240124,-2.6645352591003757e-15,-0.45239448360122836,0.424754178948886,-5.329070518200751e-15,0.0,2.6645352591003757e-15,0.45239448360122836,0.0,5.329070518200751e-15,0.0,36.73590992805043
gen=38_member=6465_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.4270297544634305,0.39982051819802233,0.0,0.0,3.497111324050284,3.924141078513713,3.097290805852261,3.497111324050283,3.497111324050283,8.881784197001252e-16,0.42702975446343006,-0.3998205181980219,0.0,0.0,35.58483752237572,35.58483752237572,35.58483752237572,35.58483752237572,35.58483752237572,5.102888675949716,4.675858921486286,5.502709194147739,5.102888675949717,5.102888675949717,-8.881784197001252e-16,-0.4270297544634305,0.39982051819802233,0.0,0.0,8.881784197001252e-16,0.4270297544634305,0.0,0.0,0.0,35.58483752237572
gen=38_member=6471_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,1.7763568394002505e-15,0.40916332111121534,0.38063027024643503,0.0,0.0,3.244263136286106,3.653426457397319,2.863632866039669,3.244263136286105,3.2442631362861047,1.3322676295501878e-15,0.40916332111121445,-0.3806302702464359,4.440892098500626e-16,0.0,35.06049322067706,35.06049322067706,35.06049322067706,35.06049322067706,35.06049322067706,5.355736863713894,4.94657354260268,5.73636713396033,5.355736863713895,5.355736863713895,-1.7763568394002505e-15,-0.40916332111121534,0.38063027024643503,0.0,0.0,1.7763568394002505e-15,0.40916332111121534,0.0,0.0,0.0,35.06049322067706
gen=38_member=6478_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,8.881784197001252e-16,0.4170360323635469,0.3890727840952177,1.7763568394002505e-15,0.0,3.3537617018742845,3.7707977342378327,2.964688917779068,3.353761701874287,3.3537617018742854,-8.881784197001252e-16,0.41703603236354736,-0.3890727840952173,1.7763568394002505e-15,0.0,35.27857906393331,35.27857906393331,35.27857906393331,35.27857906393331,35.27857906393331,5.246238298125715,4.829202265762167,5.635311082220932,5.2462382981257125,5.246238298125714,8.881784197001252e-16,-0.4170360323635469,0.3890727840952177,-1.7763568394002505e-15,0.0,0.0,0.4170360323635469,0.0,1.7763568394002505e-15,0.0,35.27857906393331
gen=38_member=6480_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.31016543857494216,0.2800413798691608,2.6645352591003757e-15,0.0,2.0744810502582194,2.384646488833159,1.794439670389056,2.0744810502582194,2.0744810502582167,2.6645352591003757e-15,0.31016543857494216,-0.2800413798691608,2.6645352591003757e-15,0.0,31.40713306593588,31.40713306593588,31.40713306593588,31.40713306593588,31.40713306593588,6.52551894974178,6.215353511166841,6.805560329610944,6.52551894974178,6.525518949741783,-2.6645352591003757e-15,-0.31016543857494216,0.2800413798691608,-2.6645352591003757e-15,0.0,2.6645352591003757e-15,0.31016543857494216,0.0,2.6645352591003757e-15,0.0,31.40713306593588
gen=38_member=6490_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,2.6645352591003757e-15,0.4339055256740254,0.40662466092986627,1.7763568394002505e-15,0.0,3.732539123723972,4.166444649397994,3.325914462794102,3.73253912372397,3.732539123723969,3.1086244689504383e-15,0.4339055256740254,-0.4066246609298667,8.881784197001252e-16,0.0,36.06985802316135,36.06985802316135,36.06985802316135,36.06985802316135,36.06985802316135,4.867460876276028,4.433555350602005,5.274085537205897,4.867460876276029,4.867460876276031,-2.6645352591003757e-15,-0.4339055256740254,0.40662466092986627,-1.7763568394002505e-15,0.0,2.6645352591003757e-15,0.4339055256740254,0.0,1.7763568394002505e-15,0.0,36.06985802316135
gen=38_member=6501_pso,1.1,0.9,1.1,0.9,1.0,1.1,1.1,0.9,0.9,1.0,0.0,0.32722452193821017,0.29727619077560785,8.881784197001252e-16,0.0,2.3204104251195217,2.647634947057732,2.023134234343914,2.320410425119521,2.3204104251195217,0.0,0.32722452193821017,-0.29727619077560785,-8.881784197001252e-16,0.0,32.396349530682755,32.396349530682755,32.396349530682755,32.396349530682755,32.396349530682755,6.279589574880478,5.952365052942268,6.576865765656086,6.279589574880479,6.279589574880478,0.0,-0.32722452193821017,0.29727619077560785,8.881784197001252e-16,0.0,0.0,0.32722452193821017,0.0,0.0,0.0,32.396349530682755
