member,member_label,pumping_objective_reeval_cfs,expected_shortfall_cfs,probability_below_threshold,risk_aversion,risk_adjusted_score
gen=35_member=5978_pso,gen=35_member=5978_pso,35.798046250315835,1.0130868136729625,1.0,0.0,35.798046250315835
gen=41_member=6992_pso,gen=41_member=6992_pso,35.82539989519937,1.0189332203011796,1.0,0.0,35.82539989519937
gen=49_member=8399_pso,gen=49_member=8399_pso,35.85181623963164,1.0326287572884478,1.0,0.0,35.85181623963164
gen=46_member=7820_pso,gen=46_member=7820_pso,35.860377441964175,1.0390528575250626,1.0,0.0,35.860377441964175
gen=43_member=7367_pso,gen=43_member=7367_pso,35.86655852747779,1.0528047639212283,1.0,0.0,35.86655852747779
gen=36_member=6133_pso,gen=36_member=6133_pso,35.87203034437702,1.0601819413644242,1.0,0.0,35.87203034437702
gen=39_member=6611_pso,gen=39_member=6611_pso,35.89623286365389,1.069488610392694,1.0,0.0,35.89623286365389
gen=29_member=4898_pso,gen=29_member=4898_pso,35.92717187396659,1.086550124320093,1.0,0.0,35.92717187396659
gen=36_member=6120_pso,gen=36_member=6120_pso,35.95802982865704,1.0955697080475977,1.0,0.0,35.95802982865704
gen=47_member=8012_pso,gen=47_member=8012_pso,35.984022812402536,1.1074871246263858,1.0,0.0,35.984022812402536
gen=49_member=8311_pso,gen=49_member=8311_pso,36.00733726709178,1.1119473163029459,1.0,0.0,36.00733726709178
gen=36_member=6131_pso,gen=36_member=6131_pso,36.00986073528155,1.114860254789319,1.0,0.0,36.00986073528155
gen=44_member=7539_pso,gen=44_member=7539_pso,36.01086498046887,1.1221285465217674,1.0,0.0,36.01086498046887
gen=48_member=8120_pso,gen=48_member=8120_pso,36.049477181493145,1.1302288609506832,1.0,0.0,36.049477181493145
gen=35_member=6019_pso,gen=35_member=6019_pso,36.06245626130536,1.1367550079248372,1.0,0.0,36.06245626130536
gen=38_member=6490_pso,gen=38_member=6490_pso,36.06985802316135,1.1389099137039058,1.0,0.0,36.06985802316135
gen=47_member=8023_pso,gen=47_member=8023_pso,36.0756878960716,1.1426541613950685,1.0,0.0,36.0756878960716
gen=44_member=7516_pso,gen=44_member=7516_pso,36.10912532430648,1.1601211358335206,1.0,0.0,36.10912532430648
gen=45_member=7737_pso,gen=45_member=7737_pso,36.12613241634489,1.1639140665949375,1.0,0.0,36.12613241634489
gen=34_member=5729_pso,gen=34_member=5729_pso,36.12729970982421,1.16886876134651,1.0,0.0,36.12729970982421
gen=47_member=8066_pso,gen=47_member=8066_pso,36.14526258672567,1.174452696297637,1.0,0.0,36.14526258672567
gen=50_member=8506_pso,gen=50_member=8506_pso,36.17771080932583,1.19722606973862,1.0,0.0,36.17771080932583
gen=32_member=5429_pso,gen=32_member=5429_pso,36.21459753522952,1.214111130382897,1.0,0.0,36.21459753522952
gen=38_member=6507_pso,gen=38_member=6507_pso,36.243072285057984,1.2332688593738652,1.0,0.0,36.243072285057984
gen=41_member=6982_pso,gen=41_member=6982_pso,36.278668778733376,1.24653934730132,1.0,0.0,36.278668778733376
gen=30_member=5151_pso,gen=30_member=5151_pso,36.2973927021264,1.2615815728072004,1.0,0.0,36.2973927021264
gen=42_member=7145_pso,gen=42_member=7145_pso,36.30614392385608,1.2651347297940807,1.0,0.0,36.30614392385608
gen=45_member=7594_pso,gen=45_member=7594_pso,36.31039554746737,1.2670040313182305,1.0,0.0,36.31039554746737
gen=28_member=4806_pso,gen=28_member=4806_pso,36.335363024535646,1.282126595057627,1.0,0.0,36.335363024535646
gen=37_member=6318_pso,gen=37_member=6318_pso,36.35850397821222,1.2990383461720636,1.0,0.0,36.35850397821222
gen=43_member=7354_pso,gen=43_member=7354_pso,36.365559376347385,1.3183804151483685,1.0,0.0,36.365559376347385
gen=41_member=6991_pso,gen=41_member=6991_pso,36.393381324833584,1.3245216571182958,1.0,0.0,36.393381324833584
gen=30_member=5110_pso,gen=30_member=5110_pso,36.39534938259375,1.3388117695054005,1.0,0.0,36.39534938259375
gen=31_member=5217_pso,gen=31_member=5217_pso,36.4522647735805,1.34709702399409,1.0,0.0,36.4522647735805
gen=30_member=5150_pso,gen=30_member=5150_pso,36.47794126781239,1.3615692230579683,1.0,0.0,36.47794126781239
gen=34_member=5808_pso,gen=34_member=5808_pso,36.496093279758526,1.364133251321115,1.0,0.0,36.496093279758526
gen=47_member=7995_pso,gen=47_member=7995_pso,36.49744644974915,1.3812512987511991,1.0,0.0,36.49744644974915
gen=48_member=8105_pso,gen=48_member=8105_pso,36.55273076856624,1.3965627573293924,1.0,0.0,36.55273076856624
gen=46_member=7861_pso,gen=46_member=7861_pso,36.57795625745423,1.413674607415852,1.0,0.0,36.57795625745423
gen=48_member=8218_pso,gen=48_member=8218_pso,36.62363801974855,1.4404392653002682,1.0,0.0,36.62363801974855
gen=48_member=8129_pso,gen=48_member=8129_pso,36.63353389800296,1.4690804433154858,1.0,0.0,36.63353389800296
gen=40_member=6768_pso,gen=40_member=6768_pso,36.65302211816361,1.4696643774183829,1.0,0.0,36.65302211816361
gen=46_member=7822_pso,gen=46_member=7822_pso,36.69936383186918,1.4725125620921224,1.0,0.0,36.69936383186918
gen=36_member=6139_pso,gen=36_member=6139_pso,36.722176673504485,1.4827174503077873,1.0,0.0,36.722176673504485
gen=38_member=6459_pso,gen=38_member=6459_pso,36.73590992805043,1.4855532538412572,1.0,0.0,36.73590992805043
gen=39_member=6590_pso,gen=39_member=6590_pso,36.73640015568762,1.4976145495862783,1.0,0.0,36.73640015568762
gen=47_member=8006_pso,gen=47_member=8006_pso,36.761407828424296,1.502463935859134,1.0,0.0,36.761407828424296
gen=50_member=8584_pso,gen=50_member=8584_pso,36.77633515260383,1.5060851780450528,1.0,0.0,36.77633515260383
gen=42_member=7147_pso,gen=42_member=7147_pso,36.78548226240043,1.5313628621147835,1.0,0.0,36.78548226240043
gen=43_member=7269_pso,gen=43_member=7269_pso,36.83339971387087,1.549758902840956,1.0,0.0,36.83339971387087
gen=35_member=5961_pso,gen=35_member=5961_pso,36.87726444522587,1.5702884510136417,1.0,0.0,36.87726444522587
gen=48_member=8245_pso,gen=48_member=8245_pso,36.87888641911074,1.5772008164940008,1.0,0.0,36.87888641911074
gen=33_member=5661_pso,gen=33_member=5661_pso,36.89173247767671,1.6217029363441786,1.0,0.0,36.89173247767671
gen=48_member=8113_pso,gen=48_member=8113_pso,37.01352492542517,1.6385114446289044,1.0,0.0,37.01352492542517
gen=47_member=7921_pso,gen=47_member=7921_pso,37.029124549782175,1.6770588494164145,1.0,0.0,37.029124549782175
gen=34_member=5833_pso,gen=34_member=5833_pso,37.05546674905064,1.699343898582535,1.0,0.0,37.05546674905064
gen=36_member=6076_pso,gen=36_member=6076_pso,37.07165394641189,1.720365213591481,1.0,0.0,37.07165394641189
gen=35_member=5948_pso,gen=35_member=5948_pso,37.07384621264411,1.7450730077627183,1.0,0.0,37.07384621264411
gen=42_member=7104_pso,gen=42_member=7104_pso,37.1305477391165,1.75816858171079,1.0,0.0,37.1305477391165
gen=31_member=5196_pso,gen=31_member=5196_pso,37.154036317385696,1.7848810441935148,1.0,0.0,37.154036317385696
gen=18_member=3072_pso,gen=18_member=3072_pso,37.15490686727385,1.7849522394520199,1.0,0.0,37.15490686727385
gen=39_member=6634_pso,gen=39_member=6634_pso,37.24656995207669,1.7851169644811595,1.0,0.0,37.24656995207669
gen=47_member=7992_pso,gen=47_member=7992_pso,37.30318347661641,1.8212743227973922,1.0,0.0,37.30318347661641
156,member_156,37.61379239712806,1.8323761423672094,1.0,0.0,37.61379239712806
16,member_016,38.46752870631738,1.8952106582517914,1.0,0.0,38.46752870631738
130,member_130,38.60014577795708,2.096527465404027,1.0,0.0,38.60014577795708
95,member_095,38.90068138512153,2.10731039039125,1.0,0.0,38.90068138512153
152,member_152,39.0854414587126,2.1882412823915085,1.0,0.0,39.0854414587126
gen=36_member=6021_pso,gen=36_member=6021_pso,15.730428646974955,0.0,0.0,0.5,15.730428646974955
gen=35_member=5893_pso,gen=35_member=5893_pso,16.002041893722712,0.0,0.0,0.5,16.002041893722712
gen=41_member=6885_pso,gen=41_member=6885_pso,16.94814371857778,0.0,0.0,0.5,16.94814371857778
gen=42_member=7058_pso,gen=42_member=7058_pso,17.82511697626178,0.0,0.0,0.5,17.82511697626178
gen=29_member=4871_pso,gen=29_member=4871_pso,17.843497187733753,0.0,0.0,0.5,17.843497187733753
gen=33_member=5529_pso,gen=33_member=5529_pso,18.32982475749499,0.0,0.0,0.5,18.32982475749499
gen=48_member=8255_pso,gen=48_member=8255_pso,18.692080334260165,0.0,0.0,0.5,18.692080334260165
gen=34_member=5718_pso,gen=34_member=5718_pso,19.217975104740983,0.0,0.0,0.5,19.217975104740983
gen=28_member=4698_pso,gen=28_member=4698_pso,19.62453473077234,0.0,0.0,0.5,19.62453473077234
gen=45_member=7630_pso,gen=45_member=7630_pso,20.273425248681576,0.0,0.0,0.5,20.273425248681576
gen=33_member=5597_pso,gen=33_member=5597_pso,20.42544700516081,0.0,0.0,0.5,20.42544700516081
gen=37_member=6211_pso,gen=37_member=6211_pso,20.656455308041814,0.0,0.0,0.5,20.656455308041814
gen=50_member=8445_pso,gen=50_member=8445_pso,20.947372107145803,0.0,0.0,0.5,20.947372107145803
gen=35_member=5913_pso,gen=35_member=5913_pso,21.261970620979778,0.0,0.0,0.5,21.261970620979778
gen=34_member=5825_pso,gen=34_member=5825_pso,21.6872977704652,0.0,0.0,0.5,21.6872977704652
gen=44_member=7416_pso,gen=44_member=7416_pso,22.53949283051267,0.0,0.0,0.5,22.53949283051267
gen=39_member=6554_pso,gen=39_member=6554_pso,22.91493475179726,0.0,0.0,0.5,22.91493475179726
gen=42_member=7150_pso,gen=42_member=7150_pso,23.018345966531463,0.0,0.0,0.5,23.018345966531463
gen=44_member=7536_pso,gen=44_member=7536_pso,23.46684587614881,0.0,0.0,0.5,23.46684587614881
gen=48_member=8234_pso,gen=48_member=8234_pso,23.781937390842728,0.0,0.0,0.5,23.781937390842728
gen=47_member=8013_pso,gen=47_member=8013_pso,24.18988587830649,0.0,0.0,0.5,24.18988587830649
gen=48_member=8161_pso,gen=48_member=8161_pso,24.508282368015493,0.0,0.0,0.5,24.508282368015493
gen=39_member=6576_pso,gen=39_member=6576_pso,24.57679423226629,0.0,0.0,0.5,24.57679423226629
gen=28_member=4728_pso,gen=28_member=4728_pso,25.063855919912235,0.0,0.0,0.5,25.063855919912235
gen=37_member=6262_pso,gen=37_member=6262_pso,25.372800727077287,0.0,0.0,0.5,25.372800727077287
gen=48_member=8212_pso,gen=48_member=8212_pso,25.50891213870453,0.0,0.0,0.5,25.50891213870453
gen=45_member=7699_pso,gen=45_member=7699_pso,25.671464649350018,0.0,0.0,0.5,25.671464649350018
gen=32_member=5495_pso,gen=32_member=5495_pso,25.92224315458362,0.0,0.0,0.5,25.92224315458362
gen=43_member=7385_pso,gen=43_member=7385_pso,26.117703630103588,0.0,0.0,0.5,26.117703630103588
gen=47_member=8017_pso,gen=47_member=8017_pso,26.33332130996634,0.0,0.0,0.5,26.33332130996634
gen=47_member=7933_pso,gen=47_member=7933_pso,26.49956968298791,0.0,0.0,0.5,26.49956968298791
gen=36_member=6188_pso,gen=36_member=6188_pso,26.54503702240775,0.0,0.0,0.5,26.54503702240775
gen=45_member=7623_pso,gen=45_member=7623_pso,26.86788661943628,0.0,0.0,0.5,26.86788661943628
gen=43_member=7278_pso,gen=43_member=7278_pso,26.96102909294159,0.0,0.0,0.5,26.96102909294159
gen=34_member=5740_pso,gen=34_member=5740_pso,27.025055498234494,0.0,0.0,0.5,27.025055498234494
gen=46_member=7881_pso,gen=46_member=7881_pso,27.192862415219388,0.0,0.0,0.5,27.192862415219388
gen=50_member=8469_pso,gen=50_member=8469_pso,27.342638190802248,0.0,0.0,0.5,27.342638190802248
gen=41_member=6889_pso,gen=41_member=6889_pso,27.38432060845482,0.0,0.0,0.5,27.38432060845482
gen=40_member=6838_pso,gen=40_member=6838_pso,27.54385585819388,0.0,0.0,0.5,27.54385585819388
gen=47_member=7994_pso,gen=47_member=7994_pso,27.707961235794844,0.0,0.0,0.5,27.707961235794844
gen=46_member=7840_pso,gen=46_member=7840_pso,27.838357196260656,0.0,0.0,0.5,27.838357196260656
gen=32_member=5405_pso,gen=32_member=5405_pso,27.86653650330677,0.0,0.0,0.5,27.86653650330677
gen=41_member=6988_pso,gen=41_member=6988_pso,27.935094147883344,0.0,0.0,0.5,27.935094147883344
gen=44_member=7417_pso,gen=44_member=7417_pso,28.04007293817745,0.0,0.0,0.5,28.04007293817745
gen=37_member=6360_pso,gen=37_member=6360_pso,28.056013799679008,0.0,0.0,0.5,28.056013799679008
gen=45_member=7732_pso,gen=45_member=7732_pso,28.232171596528566,0.0,0.0,0.5,28.232171596528566
gen=43_member=7309_pso,gen=43_member=7309_pso,28.362383210764136,0.0,0.0,0.5,28.362383210764136
gen=50_member=8474_pso,gen=50_member=8474_pso,28.369120398124423,0.0,0.0,0.5,28.369120398124423
gen=50_member=8467_pso,gen=50_member=8467_pso,28.43175005450413,0.0,0.0,0.5,28.43175005450413
gen=47_member=7948_pso,gen=47_member=7948_pso,28.52993245450245,0.0,0.0,0.5,28.52993245450245
gen=35_member=5926_pso,gen=35_member=5926_pso,28.75848621927199,0.0,0.0,0.5,28.75848621927199
gen=44_member=7409_pso,gen=44_member=7409_pso,29.02617500954204,0.0,0.0,0.5,29.02617500954204
gen=50_member=8443_pso,gen=50_member=8443_pso,29.0287517204358,0.0,0.0,0.5,29.0287517204358
gen=50_member=8507_pso,gen=50_member=8507_pso,29.113125122660595,0.0,0.0,0.5,29.113125122660595
gen=40_member=6722_pso,gen=40_member=6722_pso,29.206608318766545,0.0,0.0,0.5,29.206608318766545
gen=39_member=6689_pso,gen=39_member=6689_pso,29.416418185838467,0.0,0.0,0.5,29.416418185838467
gen=45_member=7580_pso,gen=45_member=7580_pso,29.41977376399195,0.0,0.0,0.5,29.41977376399195
gen=36_member=6150_pso,gen=36_member=6150_pso,29.51027094900253,0.0,0.0,0.5,29.51027094900253
gen=41_member=6902_pso,gen=41_member=6902_pso,29.628353465378915,0.0,0.0,0.5,29.628353465378915
gen=43_member=7394_pso,gen=43_member=7394_pso,29.69937939750987,0.0,0.0,0.5,29.69937939750987
gen=44_member=7479_pso,gen=44_member=7479_pso,29.72699292855369,0.0,0.0,0.5,29.72699292855369
gen=37_member=6202_pso,gen=37_member=6202_pso,29.76557254860932,0.0,0.0,0.5,29.76557254860932
gen=41_member=6892_pso,gen=41_member=6892_pso,29.76585730134148,0.0,0.0,0.5,29.76585730134148
gen=42_member=7112_pso,gen=42_member=7112_pso,29.954952265185444,0.0,0.0,0.5,29.954952265185444
gen=49_member=8327_pso,gen=49_member=8327_pso,30.10695679161178,0.0,0.0,0.5,30.10695679161178
gen=46_member=7815_pso,gen=46_member=7815_pso,30.209600453547942,0.0,0.0,0.5,30.209600453547942
gen=46_member=7833_pso,gen=46_member=7833_pso,30.273822445456965,0.0,0.0,0.5,30.273822445456965
gen=48_member=8130_pso,gen=48_member=8130_pso,30.29664546331896,0.0,0.0,0.5,30.29664546331896
gen=49_member=8310_pso,gen=49_member=8310_pso,30.43676948862573,0.0,0.0,0.5,30.43676948862573
gen=38_member=6402_pso,gen=38_member=6402_pso,30.51186014513365,0.0,0.0,0.5,30.51186014513365
gen=43_member=7373_pso,gen=43_member=7373_pso,30.566917442941545,0.0,0.0,0.5,30.566917442941545
gen=42_member=7156_pso,gen=42_member=7156_pso,30.610510708305725,0.0,0.0,0.5,30.610510708305725
gen=41_member=6917_pso,gen=41_member=6917_pso,30.7026693264571,0.0,0.0,0.5,30.7026693264571
gen=47_member=7988_pso,gen=47_member=7988_pso,30.769795007202468,0.0,0.0,0.5,30.769795007202468
gen=46_member=7811_pso,gen=46_member=7811_pso,30.84800808580873,0.0,0.0,0.5,30.84800808580873
gen=34_member=5765_pso,gen=34_member=5765_pso,30.92338623359191,3.953308228417406e-05,0.002969016743950404,0.5,30.923366467050766
gen=39_member=6557_pso,gen=39_member=6557_pso,30.95190437561837,4.556877775935939e-05,0.002969016743950404,0.5,30.95188159122949
gen=46_member=7821_pso,gen=46_member=7821_pso,31.019254054929405,7.883079286535062e-05,0.002969016743950404,0.5,31.019214639532972
gen=47_member=7949_pso,gen=47_member=7949_pso,31.06896850977157,9.073047946092643e-05,0.002969016743950404,0.5,31.068923144531837
gen=29_member=4835_pso,gen=29_member=4835_pso,31.16289112554577,0.00019786184039841405,0.002969016743950404,0.5,31.16279219462557
gen=40_member=6726_pso,gen=40_member=6726_pso,31.242517549639818,0.0002462333296620041,0.002969016743950404,0.5,31.242394432974987
gen=36_member=6031_pso,gen=36_member=6031_pso,31.33839078755168,0.0003127983345306755,0.002969016743950404,0.5,31.338234388384414
gen=38_member=6480_pso,gen=38_member=6480_pso,31.40713306593588,0.00039444382890947797,0.002969016743950404,0.5,31.406935844021426
gen=41_member=7002_pso,gen=41_member=7002_pso,31.456010064777686,0.00042949315482773703,0.002969016743950404,0.5,31.455795318200273
gen=41_member=6898_pso,gen=41_member=6898_pso,31.489447863162184,0.0009297027651446729,0.016275226634964023,0.5,31.488983011779613
gen=27_member=4602_pso,gen=27_member=4602_pso,31.534063129350688,0.00108820401041497,0.016275226634964023,0.5,31.53351902734548
gen=50_member=8596_pso,gen=50_member=8596_pso,31.656131000200023,0.0012079198350876757,0.016275226634964023,0.5,31.65552704028248
gen=38_member=6443_pso,gen=38_member=6443_pso,31.67115470758055,0.0014765608608725994,0.02958143652597764,0.5,31.670416427150112
gen=41_member=6951_pso,gen=41_member=6951_pso,31.788273688982024,0.0019844452072045795,0.02958143652597764,0.5,31.78728146637842
gen=42_member=7137_pso,gen=42_member=7137_pso,31.79987010539568,0.0022016240551427325,0.02958143652597764,0.5,31.79876929336811
gen=49_member=8286_pso,gen=49_member=8286_pso,31.88574680923485,0.0027844815286834994,0.02958143652597764,0.5,31.884354568470506
gen=45_member=7712_pso,gen=45_member=7712_pso,31.96441941761888,0.0034839437176097856,0.02958143652597764,0.5,31.962677445760075
gen=40_member=6749_pso,gen=40_member=6749_pso,32.03382245921868,0.004159921536489347,0.02958143652597764,0.5,32.03174249845044
gen=41_member=6922_pso,gen=41_member=6922_pso,32.11592080418332,0.004922861634280453,0.05151966780569227,0.5,32.113459373366176
gen=50_member=8483_pso,gen=50_member=8483_pso,32.12450543561306,0.00526446949391972,0.05151966780569227,0.5,32.1218732008661
gen=33_member=5559_pso,gen=33_member=5559_pso,32.1440689013816,0.0071125937638135284,0.11115396324187245,0.5,32.1405126044997
gen=39_member=6630_pso,gen=39_member=6630_pso,32.28667995166453,0.0069171728718961205,0.11115396324187245,0.5,32.283221365228584
gen=47_member=7987_pso,gen=47_member=7987_pso,32.3379503115816,0.01052529345543203,0.13309219452158708,0.5,32.332687664853886
gen=38_member=6501_pso,gen=38_member=6501_pso,32.396349530682755,0.01234417576516848,0.13309219452158708,0.5,32.39017744280017
gen=39_member=6670_pso,gen=39_member=6670_pso,32.43577512726643,0.013851072423223676,0.13309219452158708,0.5,32.42884959105482
gen=48_member=8203_pso,gen=48_member=8203_pso,32.453841272609736,0.014484066825887928,0.13309219452158708,0.5,32.44659923919679
gen=46_member=7788_pso,gen=46_member=7788_pso,32.533172613400616,0.017453008288243744,0.13309219452158708,0.5,32.524446109256495
gen=27_member=4568_pso,gen=27_member=4568_pso,32.558684654753776,0.01947876239720086,0.13309219452158708,0.5,32.54894527355518
gen=37_member=6357_pso,gen=37_member=6357_pso,32.62572860768373,0.0225380114476754,0.13309219452158708,0.5,32.614459601959894
gen=42_member=7094_pso,gen=42_member=7094_pso,32.72396444274264,0.024494006826252884,0.13309219452158708,0.5,32.71171743932951
gen=42_member=7063_pso,gen=42_member=7063_pso,32.77998072785285,0.02625348934127362,0.1463984044126007,0.5,32.766853983182216
gen=46_member=7888_pso,gen=46_member=7888_pso,32.783404919650515,0.02667754560040721,0.1463984044126007,0.5,32.77006614685031
gen=47_member=7961_pso,gen=47_member=7961_pso,32.81846706326812,0.028039881064450874,0.1463984044126007,0.5,32.8044471227359
gen=26_member=4423_pso,gen=26_member=4423_pso,32.826298754166096,0.032637291727536766,0.34303906711029236,0.5,32.80998010830233
gen=29_member=4976_pso,gen=29_member=4976_pso,32.85346614458213,0.03287295683295419,0.34303906711029236,0.5,32.83702966616565
gen=49_member=8356_pso,gen=49_member=8356_pso,32.88362932713905,0.036711230808139796,0.34303906711029236,0.5,32.86527371173498
gen=33_member=5592_pso,gen=33_member=5592_pso,32.90581117439859,0.03847063104456959,0.35634527700130597,0.5,32.886575858876306
gen=20_member=3413_pso,gen=20_member=3413_pso,32.95461211746549,0.04480467690109433,0.35634527700130597,0.5,32.93220977901494
gen=44_member=7565_pso,gen=44_member=7565_pso,32.97144846847227,0.04584838939801797,0.35634527700130597,0.5,32.94852427377326
gen=49_member=8375_pso,gen=49_member=8375_pso,33.01442462041577,0.048133844715729665,0.35634527700130597,0.5,32.9903576980579
gen=41_member=6995_pso,gen=41_member=6995_pso,33.05810757863159,0.05681009663446765,0.35634527700130597,0.5,33.02970253031436
gen=40_member=6846_pso,gen=40_member=6846_pso,33.07610629167887,0.05889451467601657,0.35634527700130597,0.5,33.04665903434086
gen=31_member=5281_pso,gen=31_member=5281_pso,33.11569694121411,0.06431391784262269,0.35634527700130597,0.5,33.0835399822928
gen=44_member=7522_pso,gen=44_member=7522_pso,33.16311565476033,0.06866786329632886,0.35634527700130597,0.5,33.12878172311217
gen=42_member=7127_pso,gen=42_member=7127_pso,33.183068642146345,0.07693247559112987,0.35634527700130597,0.5,33.14460240435078
gen=31_member=5227_pso,gen=31_member=5227_pso,33.191986899653344,0.08054381137882985,0.35634527700130597,0.5,33.15171499396393
gen=32_member=5391_pso,gen=32_member=5391_pso,33.261505768011496,0.08196823513248735,0.35634527700130597,0.5,33.22052165044525
gen=47_member=7929_pso,gen=47_member=7929_pso,33.27569117913837,0.08500238651066312,0.35634527700130597,0.5,33.23318998588304
gen=29_member=4924_pso,gen=29_member=4924_pso,33.32221023991749,0.08749690728698878,0.35634527700130597,0.5,33.27846178627399
gen=45_member=7577_pso,gen=45_member=7577_pso,33.348578128286576,0.08926508175874777,0.35634527700130597,0.5,33.3039455874072
gen=46_member=7750_pso,gen=46_member=7750_pso,33.35737322320111,0.1030084814935809,0.643654722998694,0.5,33.30586898245432
gen=42_member=7193_pso,gen=42_member=7193_pso,33.44556490244684,0.1079051617450096,0.643654722998694,0.5,33.391612321574335
gen=47_member=8010_pso,gen=47_member=8010_pso,33.48339815320258,0.1150527032363471,0.643654722998694,0.5,33.42587180158441
gen=22_member=3634_pso,gen=22_member=3634_pso,33.48751472965719,0.11519378942235896,0.643654722998694,0.5,33.42991783494601
gen=39_member=6698_pso,gen=39_member=6698_pso,33.52015097310551,0.1250146069326233,0.643654722998694,0.5,33.4576436696392
gen=35_member=5892_pso,gen=35_member=5892_pso,33.6250096550061,0.13812595506411876,0.643654722998694,0.5,33.55594667747405
gen=43_member=7287_pso,gen=43_member=7287_pso,33.64656535247972,0.1459903606085275,0.643654722998694,0.5,33.57357017217546
gen=42_member=7082_pso,gen=42_member=7082_pso,33.697411190937146,0.15761264972047262,0.643654722998694,0.5,33.61860486607691
gen=44_member=7554_pso,gen=44_member=7554_pso,33.71131958774986,0.1576361996105491,0.643654722998694,0.5,33.63250148794459
gen=47_member=7966_pso,gen=47_member=7966_pso,33.72345101193558,0.15943842333335875,0.643654722998694,0.5,33.6437318002689
gen=46_member=7849_pso,gen=46_member=7849_pso,33.7256272553146,0.16839451534816877,0.643654722998694,0.5,33.641429997640515
gen=28_member=4655_pso,gen=28_member=4655_pso,33.73614280489097,0.1695000899480634,0.643654722998694,0.5,33.65139275991694
gen=24_member=4008_pso,gen=24_member=4008_pso,33.76696087691461,0.17206037324938792,0.643654722998694,0.5,33.68093069028991
gen=34_member=5732_pso,gen=34_member=5732_pso,33.7821917262945,0.17219992384709493,0.643654722998694,0.5,33.696091764370955
gen=40_member=6803_pso,gen=40_member=6803_pso,33.822321012801254,0.17438768510558092,0.643654722998694,0.5,33.73512717024846
gen=45_member=7708_pso,gen=45_member=7708_pso,33.85718549462576,0.18768124491220237,0.643654722998694,0.5,33.76334487216966
gen=37_member=6349_pso,gen=37_member=6349_pso,33.862942575484915,0.1879878715188812,0.643654722998694,0.5,33.76894863972547
gen=29_member=4911_pso,gen=29_member=4911_pso,33.86401239624249,0.19453955867054415,0.6569609328897077,0.5,33.766742616907216
gen=48_member=8227_pso,gen=48_member=8227_pso,33.90734269461019,0.19610650000073404,0.6569609328897077,0.5,33.809289444609824
gen=50_member=8489_pso,gen=50_member=8489_pso,33.928075253726064,0.2007558760493537,0.6569609328897077,0.5,33.827697315701386
gen=39_member=6668_pso,gen=39_member=6668_pso,33.933030846740984,0.2069076856672284,0.7552812642385535,0.5,33.82957700390737
gen=30_member=4999_pso,gen=30_member=4999_pso,33.98794532305361,0.22278519340861458,0.8536015955873992,0.5,33.8765527263493
gen=33_member=5577_pso,gen=33_member=5577_pso,34.00137781832889,0.234921396692797,0.8536015955873992,0.5,33.88391711998249
gen=41_member=6969_pso,gen=41_member=6969_pso,34.01408910075473,0.24814917904468475,0.866907805478413,0.5,33.89001451123239
gen=31_member=5250_pso,gen=31_member=5250_pso,34.05351185359164,0.25357428371590063,0.866907805478413,0.5,33.926724711733684
gen=35_member=5956_pso,gen=35_member=5956_pso,34.07740547464268,0.2588359661869232,0.866907805478413,0.5,33.94798749154922
gen=30_member=5155_pso,gen=30_member=5155_pso,34.12094915647915,0.2726894706761881,0.866907805478413,0.5,33.98460442114106
gen=47_member=8007_pso,gen=47_member=8007_pso,34.13470291303967,0.2781185715036379,0.866907805478413,0.5,33.99564362728785
gen=27_member=4566_pso,gen=27_member=4566_pso,34.20265674649548,0.29841161156728685,0.866907805478413,0.5,34.05345094071183
gen=36_member=6039_pso,gen=36_member=6039_pso,34.236759922666806,0.30723311050773827,0.866907805478413,0.5,34.08314336741294
gen=42_member=7162_pso,gen=42_member=7162_pso,34.265693983561704,0.3374589461460208,0.8888460367581275,0.5,34.0969645104887
gen=40_member=6783_pso,gen=40_member=6783_pso,34.28795088667764,0.3466548807291649,0.8888460367581275,0.5,34.11462344631306
gen=44_member=7534_pso,gen=44_member=7534_pso,34.34682017838482,0.3483890574113552,0.8888460367581275,0.5,34.17262564967914
gen=31_member=5213_pso,gen=31_member=5213_pso,34.37459988167344,0.3603750644098122,0.8888460367581275,0.5,34.194412349468536
gen=42_member=7123_pso,gen=42_member=7123_pso,34.396745119239434,0.3719803730393016,0.9484803321943077,0.5,34.21075493271978
gen=44_member=7514_pso,gen=44_member=7514_pso,34.40775328560086,0.38199563759529076,0.9484803321943077,0.5,34.216755466803214
gen=38_member=6418_pso,gen=38_member=6418_pso,34.44301031817496,0.38987628238845684,0.9484803321943077,0.5,34.248072176980735
gen=43_member=7261_pso,gen=43_member=7261_pso,34.48623759426499,0.40046246714451206,0.9704185634740223,0.5,34.28600636069274
gen=32_member=5373_pso,gen=32_member=5373_pso,34.49010839919886,0.4063987165789236,0.9704185634740223,0.5,34.2869090409094
gen=46_member=7862_pso,gen=46_member=7862_pso,34.50190548961805,0.4091383156562684,0.9704185634740223,0.5,34.29733633178992
gen=36_member=6144_pso,gen=36_member=6144_pso,34.510550189225945,0.4175717006305327,0.9704185634740223,0.5,34.30176433891068
gen=40_member=6804_pso,gen=40_member=6804_pso,34.528979791643806,0.42726986494244296,0.9704185634740223,0.5,34.31534485917258
gen=34_member=5819_pso,gen=34_member=5819_pso,34.56103873283972,0.43281371878794833,0.9704185634740223,0.5,34.34463187344574
