member,pumping_objective_reeval_cfs,streamflow_p05_cfs,streamflow_p95_cfs,worst_case_streamflow_cfs,best_case_streamflow_cfs,expected_depletion_cfs,full_envelope_height_cfs,central_90pct_envelope_height_cfs,prob_below_5_cfs,expected_shortfall_below_5_cfs,max_shortfall_below_5_cfs,streamflow_meets_5_cfs_prob,prob_below_6_cfs,expected_shortfall_below_6_cfs,max_shortfall_below_6_cfs,streamflow_meets_6_cfs_prob,prob_below_7_cfs,expected_shortfall_below_7_cfs,max_shortfall_below_7_cfs,streamflow_meets_7_cfs_prob,baseline_streamflow_cfs,baseline_depletion_cfs,member_label
gen=50_member=8467_pso,28.43175005450413,6.736462916989374,7.264312701480402,6.481706032548422,7.47914003199107,1.5752641738033724,0.9974339994426487,0.5278497844910284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.35634527700130597,0.05614224688307584,0.5182939674515783,0.643654722998694,7.0307714305940685,1.5692285694059316,gen=50_member=8467_pso
gen=47_member=7948_pso,28.52993245450245,6.735278864094882,7.262930558900754,6.481887394734432,7.470670428787432,1.5764324310253195,0.9887830340530002,0.527651694805872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.35634527700130597,0.05659327785961077,0.5181126052655678,0.643654722998694,7.029701362701273,1.5702986372987264,gen=47_member=7948_pso
gen=35_member=5926_pso,28.75848621927199,6.69635389970548,7.229655951116934,6.439185081337689,7.440994598648128,1.6121228748965173,1.0018095173104395,0.5333020514114537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643654722998694,0.07168636002310456,0.5608149186623113,0.356345277001306,6.994155876481956,1.6058441235180438,gen=35_member=5926_pso
gen=44_member=7409_pso,29.02617500954204,6.683501415724989,7.218215862534445,6.426506103860127,7.429810869110094,1.6243783575983415,1.0033047652499665,0.5347144468094553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643654722998694,0.0797681598342047,0.5734938961398726,0.356345277001306,6.981807724645755,1.6181922753542444,gen=44_member=7409_pso
gen=50_member=8443_pso,29.0287517204358,6.670265921373004,7.209622270679028,6.410420473193071,7.422965835533301,1.6349665686008361,1.01254536234023,0.5393563493060238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643654722998694,0.0871219649998933,0.5895795268069293,0.356345277001306,6.971344935479609,1.6286550645203903,gen=50_member=8443_pso
gen=50_member=8507_pso,29.113125122660595,6.646622219207627,7.191310825189119,6.384044049044457,7.40708874870928,1.6556680506100385,1.0230446996648235,0.5446886059814924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643654722998694,0.101081923238084,0.6159559509555432,0.356345277001306,6.950721440686951,1.6492785593130492,gen=50_member=8507_pso
gen=40_member=6722_pso,29.206608318766545,6.6401118483319275,7.185522164853428,6.377810208674147,7.401086460533927,1.661921047635513,1.0232762518597802,0.545410316521501,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643654722998694,0.10521170855856156,0.6221897913258534,0.356345277001306,6.944390199200969,1.6556098007990303,gen=40_member=6722_pso
gen=39_member=6689_pso,29.416418185838467,6.615085482001596,7.164516798993679,6.351742806965624,7.382355627122522,1.6849399100054816,1.0306128201568985,0.5494313169920835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643654722998694,0.12053908652162654,0.6482571930343761,0.356345277001306,6.921290500188534,1.6787094998114656,gen=39_member=6689_pso
gen=45_member=7580_pso,29.41977376399195,6.599861773932196,7.151303999995781,6.335445014566973,7.36998326796703,1.6990555266274925,1.034538253400057,0.5514422260635845,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643654722998694,0.12986368094052278,0.6645549854330266,0.356345277001306,6.907203242054345,1.692796757945654,gen=45_member=7580_pso
gen=36_member=6150_pso,29.51027094900253,6.574196553650542,7.131665453126517,6.307819016883913,7.353214890920003,1.7215864444005926,1.0453958740360898,0.5574688994759747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6569609328897077,0.1451904219946854,0.6921809831160868,0.3430390671102923,6.884637529467785,1.715362470532215,gen=36_member=6150_pso
