member,generation,raw_total_pumping_cfs,effective_total_pumping_cfs,baseline_T_streamflow_cfs,baseline_T_depletion_cfs,expected_streamflow_cfs,expected_depletion_cfs,expected_streamflow_bias_from_baseline_cfs,expected_depletion_bias_from_baseline_cfs,streamflow_std_cfs,depletion_std_cfs,streamflow_p05_cfs,streamflow_p50_cfs,streamflow_p95_cfs,depletion_p05_cfs,depletion_p50_cfs,depletion_p95_cfs,probability_weighted_absolute_streamflow_error_cfs,probability_weighted_streamflow_shortfall_cfs,probability_weighted_signed_streamflow_error_cfs,max_absolute_streamflow_error_cfs,max_streamflow_shortfall_below_baseline_cfs,probability_streamflow_lower_than_baseline,probability_streamflow_below_threshold
gen=40_member=5076_pso,50.0,110.12340825700751,109.05327032793033,6.093083193464476,2.506916806535524,6.096874913822588,2.5031250861774126,0.0037917203581123715,-0.0037917203581114833,0.1380547690070272,0.13805476900702715,5.842694872376739,6.0634066008154255,6.305705839779821,2.228894582885343,2.4765095201626446,2.702432410544455,0.11094014695639609,0.05357421329914216,-0.0037917203581117618,0.31780229363097945,0.28340771971264633,0.41801639616164876,
gen=49_member=6161_pso,50.0,96.12077302943432,95.02082706734132,7.09287822429908,1.507121775700919,7.094848809149028,1.5051511908509718,0.0019705848499471657,-0.0019705848499471657,0.08628234667152003,0.08628234667152002,6.934883938878297,7.074319552560845,7.224754329662779,1.334366536691804,1.4881998475144482,1.6301863492002022,0.06930346949426387,0.03366644232215824,-0.0019705848499473946,0.19805833826278452,0.17907681185329416,0.41801639616164876,
gen=43_member=5437_pso,50.0,110.89639124266456,110.03669614928387,5.9358462681465705,2.664153731853429,5.9399594390640384,2.6600405609359608,0.00411317091746799,-0.004113170917468434,0.145023572436734,0.14502357243673403,5.673297190132331,5.9047168738172475,6.159218111914169,2.3710511380668784,2.6322446076826673,2.869179433624568,0.11648232308532282,0.05618457608392712,-0.004113170917468588,0.3363412466034159,0.29716339808948344,0.41801639616164876,
gen=44_member=5578_pso,50.0,100.9755272472946,97.54597327332193,6.9868510546765945,1.613148945323405,6.989183301494361,1.610816698505638,0.002332246817766226,-0.002332246817766892,0.09419834158112465,0.09419834158112449,6.8149551300482925,6.966619824656712,7.131201768262469,1.4239499635488913,1.592469297761998,1.7471136329347676,0.07565485469437001,0.03666130393830156,-0.0023322468177668886,0.21697491689677495,0.19477259869707275,0.41801639616164876,
gen=36_member=4573_pso,50.0,95.34454684297248,94.42085314682879,7.132963773695647,1.4670362263043522,7.135020776743626,1.4649792232563728,0.0020570030479785117,-0.0020570030479794,0.08611804551845491,0.08611804551845491,6.9755100035446045,7.114447600758762,7.2647579431565115,1.2944192320897647,1.4481218672535519,1.5896829924436187,0.06917668158590388,0.03355983926896221,-0.002057003047979484,0.19787824702205992,0.17846364056677633,0.41801639616164876,
gen=44_member=5555_pso,50.0,108.35905241245798,106.33391522597017,6.419872018663231,2.1801279813367684,6.423697154141992,2.176302845858008,0.00382513547876151,-0.0038251354787606218,0.12644845958475337,0.12644845958475343,6.19173458782433,6.392797458208092,6.6151648840200465,1.9234454842051545,2.1523409819630377,2.3583395834896,0.10151179495180676,0.04884332973652274,-0.0038251354787612714,0.29482939278749054,0.25816063278052326,0.41801639616164876,
gen=38_member=4840_pso,50.0,111.54088928533567,110.65515065434496,5.705849637343929,2.89415036265607,5.710652213288888,2.8893477867111126,0.004802575944959031,-0.004802575944957255,0.15590260596753788,0.15590260596753783,5.4249741186146,5.672464666893739,5.946771091203187,2.577562271354947,2.859837504025975,3.113681647222447,0.1251844125861847,0.06019091832061329,-0.004802575944958133,0.3635926818098749,0.3177954086587018,0.41801639616164876,
gen=47_member=5966_pso,50.0,108.07935121426111,106.8318816343605,6.3484138134572845,2.2515861865427147,6.352142630467773,2.247857369532227,0.003728817010488328,-0.0037288170104878837,0.12374475804835104,0.12374475804835101,6.125201193988133,6.321883797571197,6.539462963194603,2.0005932458208218,2.2243515101201674,2.426017887055565,0.09937225545478687,0.04782171922214922,-0.003728817010488412,0.28826136028956206,0.2525372547269331,0.41801639616164876,
gen=47_member=5898_pso,50.0,109.20208556624591,108.85591904641383,6.13618009094297,2.4638199090570296,6.140378444231948,2.459621555768052,0.004198353288978218,-0.004198353288977774,0.13367486026530392,0.13367486026530373,5.895665458864805,6.107543358494514,6.342941154421835,2.1920658629878944,2.4343893605693694,2.6518570635743988,0.10733652777799933,0.05156908724451066,-0.004198353288978008,0.31215056993987034,0.27204764169243845,0.41801639616164876,
gen=38_member=4768_pso,50.0,99.4337445899463,97.90858493273069,6.975305559697296,1.6246944403027037,6.9776516460045785,1.6223483539954202,0.002346086307282391,-0.0023460863072835014,0.0948942388028423,0.09489423880284238,6.802151058143374,6.954921742761798,7.120721888653006,1.4340788151161805,1.6038667213595517,1.7596504118040133,0.07621267640276023,0.0369332950477385,-0.0023460863072832516,0.21861305499068173,0.19619199047412206,0.41801639616164876,
gen=41_member=5241_pso,50.0,107.3323158920554,105.80415205228012,6.463978531348902,2.136021468651098,6.467566818796366,2.1324331812036346,0.0035882874474646442,-0.003588287447463312,0.12168297261543641,0.12168297261543651,6.244186732683406,6.437896729517332,6.651706001037907,1.8892950141712885,2.109275560217734,2.307708002849048,0.09769740686807202,0.047054559710304394,-0.0035882874474632426,0.2833935275825299,0.24872549731172633,0.41801639616164876,
gen=39_member=4901_pso,50.0,95.88550708593822,94.20507927130309,7.136506989630247,1.4634930103697525,7.138553448980975,1.4614465510190247,0.0020464593507281137,-0.0020464593507278916,0.0856751032485003,0.0856751032485003,6.979860361307493,7.118087202667645,7.2676230928357395,1.2917605073453529,1.444676702358612,1.5855098671732992,0.0688201060974527,0.03338682337336229,-0.0020464593507281354,0.1968668676885752,0.17755064357580164,0.41801639616164876,
gen=40_member=5082_pso,50.0,100.5597504330896,97.74289426286462,6.959027768521216,1.6409722314787833,6.961351210344717,1.6386487896552824,0.0023234418235009713,-0.0023234418235009713,0.09433766505896732,0.09433766505896744,6.786910162494226,6.93875538998463,7.103583017337918,1.4514408322317411,1.6202734174039573,1.775137947988692,0.07576486654824126,0.03672071236236998,-0.0023234418235012887,0.21740076613595516,0.19500252903746418,0.41801639616164876,
gen=49_member=6158_pso,50.0,111.2629568994341,110.07893984150185,5.848018087151196,2.751981912848804,5.852709900700928,2.747290099299072,0.004691813549731805,-0.004691813549731805,0.1503360305364214,0.15033603053642125,5.577423605049922,5.8157951147579405,6.080510917436298,2.4463862780930157,2.7189026408019763,2.9634841241944496,0.12071109762448584,0.05800964203737686,-0.00469181354973212,0.3510307589602508,0.30609183016999175,0.41801639616164876,
gen=49_member=6216_pso,50.0,110.87853722112972,110.45432501578411,5.762882942320246,2.837117057679754,5.767517789771864,2.8324822102281355,0.004634847451617574,-0.004634847451618462,0.15796610502298972,0.15796610502298972,5.477511416185867,5.728986045513126,6.006543759515687,2.517179843866527,2.8023694679009634,3.0600726473616415,0.12686164770008335,0.0611134001242325,-0.004634847451618365,0.3672973069075791,0.32288665893071933,0.41801639616164876,
gen=47_member=6002_pso,50.0,97.00051719808124,95.10238539262453,7.089758722592024,1.5102412774079752,7.091722649461547,1.5082773505384537,0.0019639268695224033,-0.001963926869521515,0.08623774455137112,0.08623774455137116,6.931838841311041,7.071205483452698,7.221555845086172,1.3375848666741743,1.4913291977038818,1.6332518894429773,0.06926854432548708,0.033652308727982576,-0.0019639268695219305,0.1979486625244844,0.17898862080294986,0.41801639616164876,
gen=32_member=3978_pso,50.0,110.25053912128294,108.89158967774969,6.146686018558967,2.453313981441033,6.150878117575322,2.4491218824246768,0.004192099016355755,-0.004192099016356199,0.13324606359781788,0.13324606359781793,5.906973043810988,6.1181418480737015,6.352795080582974,2.1824023693290906,2.42397642568112,2.6407321972048114,0.10699207118673947,0.051399986085191474,-0.0041920990163565154,0.3111993557688981,0.2711326257902993,0.41801639616164876,
gen=24_member=2976_pso,50.0,111.28605767434495,109.8459283969095,5.914949870776232,2.6850501292237676,5.91943694649109,2.680563053508911,0.004487075714858513,-0.004487075714856736,0.15020429452169373,0.15020429452169382,5.643801883559187,5.882750674651899,6.146768253115137,2.3806069428956507,2.6519757857554027,2.896914783112319,0.12062408200246573,0.05806850314380426,-0.004487075714857207,0.34955487996002077,0.3067923287169041,0.41801639616164876,
gen=46_member=5863_pso,50.0,110.06685037277339,107.6435948669181,6.287900263183223,2.312099736816777,6.291838773739555,2.3081612262604447,0.003938510556332098,-0.003938510556332098,0.12966905959284689,0.12966905959284672,6.054129338868729,6.260110074222109,6.48816416769698,2.048828295354513,2.2835699749907445,2.494796852785629,0.10411605217006917,0.05008877080686868,-0.003938510556331802,0.30245310225286026,0.26447070655774496,0.41801639616164876,
gen=49_member=6159_pso,50.0,101.74785503091832,100.67367930629531,6.8226285366726,1.7773714633273998,6.825342292259214,1.7746577077407852,0.0027137555866145746,-0.0027137555866145746,0.10411409617610626,0.10411409617610641,6.63316895941454,6.800279022957134,6.982474242062089,1.5677424206225463,1.7545056192994413,1.9251219565206223,0.08361412451478197,0.04045018446408355,-0.0027137555866148695,0.24048172119102418,0.21459681936140385,0.41801639616164876,
gen=49_member=6198_pso,50.0,108.17573092153894,105.98749701789104,6.4494549561429455,2.150545043857054,6.452967479392809,2.14703252060719,0.0035125232498636194,-0.0035125232498640635,0.12183849055106748,0.12183849055106745,6.2291150799129875,6.4233188805448,6.637236325657785,1.9038741142408875,2.123752786151697,2.3226397498604205,0.09783881306662233,0.04716314490837906,-0.0035125232498642136,0.2832495318918129,0.2493593331841435,0.41801639616164876,
gen=39_member=4883_pso,50.0,108.90827610733855,108.14164050688167,6.2266072606322975,2.373392739367702,6.230570456750247,2.3694295432497547,0.003963196117949153,-0.003963196117947376,0.1298455572649813,0.12984555726498118,5.9925754385416345,6.198775017168116,6.427195189481879,2.109857973581294,2.3448108002973838,2.5563102074511015,0.10427026631695707,0.05015353509950453,-0.003963196117948018,0.30264874034304867,0.2647542786902468,0.41801639616164876,
gen=36_member=4595_pso,50.0,112.83089954214338,112.53138228389614,5.411821069876371,3.188178930123629,5.416776475221736,3.1832235247782643,0.004955405345365094,-0.00495540534536465,0.1698685803453721,0.16986858034537222,5.104735072269054,5.375392704228491,5.67374479416,2.844236640974865,3.1508063298905946,3.4280018581452003,0.1364142147642188,0.06572940470942737,-0.004955405345364065,0.39486990797997645,0.34753175840258876,0.41801639616164876,
gen=44_member=5538_pso,50.0,110.35978999043485,109.149700497981,6.077785297679284,2.5222147023207153,6.081783927324727,2.518216072675272,0.0039986296454426196,-0.003998629645443508,0.13535183778113227,0.13535183778113222,5.832070391584232,6.048882992307595,6.286497755497567,2.247856288387588,2.492513269844698,2.713141073728996,0.10858279777679566,0.05229208406567592,-0.00399862964544382,0.3151689448661825,0.2788988461837505,0.41801639616164876,
gen=47_member=5958_pso,50.0,104.46886342205235,103.68786455809354,6.59734774647386,2.0026522535261395,6.600627963437608,1.9993720365623915,0.0032802169637484724,-0.0032802169637480283,0.11460384447142082,0.11460384447142079,6.389959710660446,6.572774551225267,6.77394766287452,1.770655727230712,1.9774767652015317,2.1645809415088815,0.09201634736818003,0.044368065202215756,-0.0032802169637485114,0.26640317315319706,0.23474325624298942,0.41801639616164876,
gen=46_member=5862_pso,50.0,113.34583744841463,113.0969236413901,5.127386814601836,3.472613185398164,5.132719737444356,3.4672802625556436,0.005332922842519849,-0.0053329228425202935,0.17739872526162173,0.17739872526162173,4.807285055811997,5.089360575074114,5.401256013213738,3.1128166500481997,3.4335713731138147,3.7227162077828986,0.14245276729430573,0.0685599222258927,-0.005332922842520323,0.4131761504939,0.3621644445315777,0.41801639616164876,
gen=48_member=6077_pso,50.0,110.31867225573538,109.01400043970366,6.091617520994447,2.508382479005553,6.095734323415246,2.5042656765847533,0.004116802420798926,-0.004116802420799814,0.13461234100745048,0.13461234100745034,5.848434931634821,6.0628242069963205,6.299542827522244,2.2350664763326593,2.4787920209956864,2.6979581734819726,0.10804149731589172,0.05196234744754605,-0.0041168024207996244,0.3139647366201306,0.27561273287408383,0.41801639616164876,
gen=38_member=4784_pso,50.0,106.1827838891305,103.04783317258301,6.666414597870984,1.9335854021290155,6.669314457942998,1.9306855420570013,0.0028998600720138157,-0.0028998600720142598,0.11010462695687093,0.11010462695687095,6.466289375156569,6.64275670474858,6.835515703653818,1.711746807637293,1.9093845582563151,2.089744095736005,0.08843671955528143,0.042768429741633716,-0.00289986007201401,0.2545435903444808,0.22660258656453003,0.41801639616164876,
gen=38_member=4799_pso,50.0,112.07050960387664,110.56961921480378,5.720039642581016,2.8799603574189843,5.724831198389337,2.875168801610664,0.004791555808321135,-0.004791555808320247,0.15521469285288902,0.15521469285288897,5.440472146837954,5.68678914624269,5.9599324891510745,2.5646945045663183,2.8458087571641757,3.09846993572837,0.12463198060370599,0.05992021239769291,-0.004791555808320188,0.36207699344047306,0.3163202833500902,0.41801639616164876,
gen=33_member=4144_pso,50.0,97.77897338467862,96.24435466052263,7.048896018284096,1.5511039817159038,7.051190261273288,1.548809738726712,0.002294242989192341,-0.002294242989191897,0.0919837039830071,0.09198370398300719,6.881077422518407,7.029128674330931,7.1898778929699505,1.3663741341504214,1.5308932717678345,1.6818804418680473,0.07388507475984309,0.035795415885325546,-0.002294242989192014,0.21181430906840326,0.19016673291370534,0.41801639616164876,
gen=40_member=5066_pso,50.0,109.7860988585555,108.71705079604108,6.14185148605955,2.4581485139404498,6.144651292819862,2.455348707180137,0.002799806760312329,-0.002799806760312773,0.13491794262430815,0.1349179426243081,5.894661084880782,6.112550493441272,6.347017081797205,2.1893574514530196,2.428129378764451,2.651176832472979,0.10858688747485076,0.052893540357268794,-0.0027998067603131754,0.3083352152533321,0.2797796673970794,0.41801639616164876,
gen=40_member=5054_pso,50.0,108.68417066619094,107.34892054322654,6.320863213967003,2.2791367860329963,6.324679884701105,2.275320115298896,0.003816670734101635,-0.0038166707341003026,0.1272026190689074,0.12720261906890762,6.091366662253189,6.29359218936557,6.517205597085417,2.0211107653981535,2.251146021938341,2.4584731783092764,0.10214478958697723,0.049164059426438374,-0.003816670734100463,0.2963785549865845,0.2596529871130784,0.41801639616164876,
gen=45_member=5693_pso,50.0,100.28955246444755,98.77147178738257,6.91440673029158,1.6855932697084197,6.916990747471191,1.6830092525288083,0.002584017179611209,-0.002584017179611431,0.10025303428421348,0.10025303428421353,6.731811162501603,6.892879248567965,7.06824488874571,1.4839256429176964,1.6635639172638366,1.8279403073840559,0.08052015951148367,0.038968071165935966,-0.0025840171796117388,0.2312954306854289,0.20686391509597435,0.41801639616164876,
gen=48_member=6031_pso,50.0,112.60765764772395,112.20077846311648,5.451872154613838,3.1481278453861616,5.456895116583912,3.1431048834160884,0.0050229619700736805,-0.005022961970073236,0.16741458882876195,0.16741458882876198,5.149707642573629,5.416016729303912,5.710284584956067,2.808671667223307,3.1112790509122847,3.3841953953094106,0.13443180652666037,0.06470442227829348,-0.005022961970073402,0.3898210064377583,0.34196748420706324,0.41801639616164876,
gen=31_member=3921_pso,50.0,113.08998190908493,112.60699541547174,5.167740737016297,3.432259262983702,5.173112177182693,3.4268878228173065,0.005371440166396013,-0.005371440166395569,0.17438850072813272,0.17438850072813286,4.853583454011907,5.1303711958338285,5.437256616395931,3.078067868088708,3.3938909187010977,3.6777933282801185,0.14002536920465555,0.06732696451912955,-0.005371440166396469,0.40682265666242756,0.3554636838724301,0.41801639616164876,
gen=44_member=5545_pso,50.0,108.99844165553478,107.39647421406681,6.306850251910206,2.2931497480897933,6.3106993244837835,2.289300675516216,0.003849072573577139,-0.003849072573577139,0.12774524079780625,0.12774524079780616,6.076432124721098,6.279463651514662,6.504063681429861,2.0339697343028575,2.265037872215638,2.4732153496973055,0.10258029024176027,0.049365608834091704,-0.003849072573576853,0.29771267795053014,0.2606855688250507,0.41801639616164876,
gen=39_member=4943_pso,50.0,110.40547897790981,107.53122809735844,6.249636104976979,2.350363895023021,6.253224587435115,2.346775412564886,0.003588482458136255,-0.003588482458134923,0.12652898995081444,0.12652898995081432,6.0189766060364125,6.22261481695319,6.444386147526078,2.0944905826263787,2.3226163873330603,2.5292182118053605,0.10149130044306177,0.0489514089924634,-0.003588482458134979,0.2938465657715774,0.2618555664496114,0.41801639616164876,
gen=34_member=4333_pso,50.0,109.59674723816163,106.99026041312557,6.327466167456523,2.272533832543477,6.330826799448021,2.269173200551979,0.003360631991498053,-0.003360631991498053,0.12784297915955453,0.1278429791595545,6.0941695320315965,6.300156537368395,6.5236960751521655,2.0148519916694845,2.2445245532342826,2.4542284863018,0.1025689712075573,0.04960416960802954,-0.0033606319914982223,0.2958570198184294,0.26431282560182545,0.41801639616164876,
gen=46_member=5865_pso,50.0,99.34269837540397,97.8101484614914,6.9765308619299695,1.6234691380700301,6.978908329855234,1.6210916701447653,0.002377467925264831,-0.002377467925264831,0.09589872742187551,0.09589872742187548,6.801528049687754,6.955932386535257,7.123486661235429,1.4308841221459898,1.602408715513967,1.7598524223656307,0.07702389771318363,0.03732321489395929,-0.00237746792526506,0.2208395585928109,0.19829881288293816,0.41801639616164876,
gen=35_member=4371_pso,50.0,109.40350715755716,108.63855991370374,6.163962065820147,2.4360379341798524,6.168240810593441,2.4317591894065584,0.00427874477329393,-0.00427874477329393,0.13531564364010615,0.13531564364010634,5.920627485171214,6.134982791385691,6.3732908874109615,2.1606784454570644,2.4062538620937977,2.626302858859984,0.10864092546035967,0.05218109034353279,-0.004278744773294068,0.31646818650383146,0.2752130212277084,0.41801639616164876,
gen=39_member=4906_pso,50.0,106.00551992707378,102.6470658946195,6.674995446226635,1.9250045537733647,6.678127218442454,1.921872781557546,0.003131772215819062,-0.003131772215818618,0.11165365610038618,0.11165365610038613,6.472664530198811,6.65105455384029,6.846910549622568,1.6992799247923707,1.9004824105174352,2.0829273686561627,0.08965089542540246,0.043259561604791885,-0.003131772215818701,0.2591199008192753,0.22906918003230103,0.41801639616164876,
gen=47_member=5999_pso,50.0,100.64403481361417,98.01395825622748,6.968811206247846,1.631188793752154,6.97117362131953,1.628826378680469,0.0023624150716843317,-0.002362415071684998,0.09518660204541628,0.09518660204541622,6.795160313668974,6.948365088234746,7.1146965106157225,1.4399447376977264,1.6102973190066552,1.76653793178948,0.07644665333778596,0.03704211913305069,-0.0023624150716845633,0.21934287579325407,0.19675056001472235,0.41801639616164876,
gen=42_member=5333_pso,50.0,101.40107764307871,99.02927744287139,6.893978709472,1.7060212905279992,6.896428191835887,1.7035718081641136,0.002449482363886979,-0.0024494823638856467,0.09781143401584401,0.0978114340158441,6.71569946457397,6.872959513610416,7.043943815341938,1.5093599599180862,1.6845519511651001,1.84502844194029,0.07855652721538856,0.03805352242575122,-0.002449482363886108,0.2256031018329967,0.20195117864125134,0.41801639616164876,
gen=46_member=5794_pso,50.0,110.69241741717775,110.1235704348894,5.813172569755593,2.786827430244407,5.817898399454537,2.782101600545463,0.004725829698943862,-0.004725829698943862,0.15132241385781456,0.1513224138578147,5.540762936381302,5.780745398870511,6.047181385505252,2.4792767932891056,2.753514015875468,2.9997458438851345,0.12150459785379772,0.05838938407742686,-0.004725829698943999,0.3532836219934721,0.3081470021737358,0.41801639616164876,
gen=43_member=5487_pso,50.0,112.65362085740898,112.59704141874091,5.376694495342707,3.2233055046572927,5.381726732113639,3.2182732678863606,0.005032236770931675,-0.005032236770932119,0.17092223349787883,0.17092223349787888,5.067837849933677,5.340069370754762,5.640323329073128,2.8771077936923364,3.1856866021876877,3.4645339663261274,0.13725642363994442,0.06611209343450596,-0.005032236770932504,0.3974817010475018,0.3495666821520924,0.41801639616164876,
gen=30_member=3743_pso,50.0,101.70001094966716,98.87435427861422,6.886411008643066,1.713588991356934,6.889053005050645,1.7109469949493543,0.002641996407579228,-0.002641996407579672,0.10060428850466845,0.1006042885046684,6.7033605627835255,6.864823583165705,7.040900028597846,1.510968586000377,1.6914910420401725,1.8563209688701834,0.08079183174815065,0.03907491767028553,-0.002641996407579575,0.23245447045104495,0.2073536579872819,0.41801639616164876,
gen=39_member=4904_pso,50.0,100.67469989672378,98.31130961541429,6.947925291470112,1.6520747085298877,6.950354804025546,1.6496451959744542,0.002429512555433888,-0.002429512555433444,0.0961481457088327,0.09614814570883275,6.772680069161503,6.927278289819182,7.095379367781668,1.458729815057079,1.6309707735275751,1.7886899825863896,0.07721594812618768,0.03739321778537693,-0.00242951255543383,0.22178082967517554,0.19854080305685962,0.41801639616164876,
gen=47_member=5956_pso,50.0,113.51642230234141,113.30463357982367,4.852302008886767,3.747697991113233,4.858097064879767,3.741902935120234,0.005795055993000453,-0.005795055992998677,0.18345971413117906,0.18345971413117917,4.522498240625176,4.812979974113332,5.136214891010829,3.3742993015221243,3.707379975502709,4.005536057849526,0.14729059408867123,0.07074776904783597,-0.005795055992999275,0.42903827656136784,0.37311313482757846,0.41801639616164876,
gen=45_member=5633_pso,50.0,96.22967772665474,95.30103517422398,7.107120656330995,1.4928793436690044,7.1091495300142284,1.4908504699857725,0.0020288736832334564,-0.002028873683231902,0.08759087927466658,0.08759087927466658,6.946752110082919,7.088289108241268,7.241035447439044,1.317522096379925,1.4736517253978025,1.617774809987502,0.07035889410645874,0.03416501021161323,-0.0020288736832322785,0.20099444821757562,0.18178218448735795,0.41801639616164876,
gen=42_member=5374_pso,50.0,113.20058552538926,112.55915192767122,5.404634033161063,3.1953659668389367,5.409592466050332,3.190407533949667,0.004958432889268671,-0.0049584328892695595,0.1701422740575854,0.17014227405758534,5.097082271790227,5.368135409012357,5.66698445844133,2.850854750606296,3.157945473611275,3.4355798659950776,0.13663372756855993,0.06583764733964538,-0.004958432889269205,0.39553616156609905,0.3480408898689653,0.41801639616164876,
gen=48_member=6063_pso,50.0,112.93032608863865,111.52667253885436,5.644945459733041,2.955054540266959,5.649722458866098,2.950277541133902,0.004776999133056847,-0.004776999133056847,0.15840058274548624,0.15840058274548632,5.359097673774872,5.611006247460052,5.889490719118562,2.633757410236616,2.920183572374276,3.1783747295325115,0.12719143752851825,0.061207219197730575,-0.004776999133057098,0.36900117397917676,0.32344095014922747,0.41801639616164876,
gen=37_member=4733_pso,50.0,110.94304023871513,108.61110973443459,6.171699368849394,2.428300631150606,6.17592880737591,2.424071192624091,0.004229438526516027,-0.004229438526515139,0.1341341812377032,0.1341341812377033,5.930442158836053,6.142968896739459,6.379174187328156,2.155449197189838,2.3987728474014802,2.6169376490948846,0.10769801590100819,0.051734288687246714,-0.004229438526514777,0.3135539064605517,0.27286704083453195,0.41801639616164876,
gen=38_member=4788_pso,50.0,113.26712697697172,112.6235183624327,5.176809068516462,3.423190931483538,5.1822826676809415,3.417717332319059,0.005473599164479204,-0.00547359916447876,0.17399253414767982,0.17399253414767968,4.863513814207291,5.139555059044402,5.445878258000232,3.06948902255749,3.38484669319796,3.668023882910347,0.13970001926535813,0.0671132100504398,-0.00547359916447855,0.4062756059505519,0.35441861708185485,0.41801639616164876,
gen=42_member=5267_pso,50.0,110.0059671154613,107.45552852264503,6.25265429188846,2.34734570811154,6.256606243464746,2.3433937565352543,0.003951951576286028,-0.003951951576285584,0.12804439951578786,0.12804439951578797,6.022024854558747,6.225214025182335,6.450553659999174,2.0872970673596773,2.3191584019348634,2.527623959064702,0.10282034572322564,0.04943419707347004,-0.003951951576285578,0.2986776948133123,0.26088890397301867,0.41801639616164876,
gen=46_member=5801_pso,50.0,113.22196912434818,113.1202239034437,5.0917225879018275,3.5082774120981726,5.097092278545827,3.502907721454173,0.005369690643999725,-0.005369690643999725,0.17859272101090543,0.17859272101090543,4.769702362454157,5.053407194091114,5.367524400915279,3.145832073977525,3.469037112029171,3.759912220555156,0.14340341937491716,0.06901686436545888,-0.005369690643999411,0.416313062898956,0.3644260983629266,0.41801639616164876,
gen=47_member=5934_pso,50.0,113.82797755135174,113.82797755135174,4.7275234653692735,3.8724765346307266,4.733525570683498,3.866474429316503,0.006002105314224515,-0.006002105314223627,0.1883704697933979,0.18837046979339803,4.388768372992531,4.687246399869995,5.0189982059347376,3.4892459509263407,3.830979654510858,4.137362875881792,0.1512354146311723,0.07261665465847443,-0.006002105314223448,0.44031209961096174,0.3831291764715852,0.41801639616164876,
gen=40_member=5041_pso,50.0,102.29118560995296,99.76343136219128,6.879761105089104,1.7202388949108955,6.8824735616676636,1.7175264383323359,0.0027124565785596744,-0.0027124565785596744,0.10213064566471407,0.10213064566471419,6.6940316431152,6.857842185759917,7.036653382689526,1.5144944579653,1.6977924537172822,1.8650698730224307,0.08202314898625866,0.03965534620384938,-0.0027124565785599,0.2360180234749727,0.2103785182826865,0.41801639616164876,
gen=44_member=5596_pso,50.0,103.21540709514603,102.5820707638887,6.693556892688298,1.9064431073117016,6.696620402654242,1.903379597345758,0.003063509965944178,-0.0030635099659437337,0.11091745519546962,0.11091745519546975,6.492380468688791,6.669766607597133,6.8642326313677975,1.6824059066371901,1.8820821184872916,2.0634366951400325,0.08906455913956536,0.04300052458681066,-0.0030635099659440295,0.2571441131192431,0.22777993190522405,0.41801639616164876,
gen=46_member=5800_pso,50.0,97.65505960065083,96.39936894667757,7.0609735356928,1.5390264643071996,7.063152794746938,1.5368472052530617,0.002179259054138072,-0.00217925905413785,0.09110733820296485,0.09110733820296481,6.894417226605863,7.041389209542419,7.200411894300871,1.3563945881938897,1.5190175406625819,1.6687762336154006,0.07318353535006354,0.035502138147962686,-0.002179259054138162,0.20935914883063145,0.1887704730718287,0.41801639616164876,
90,50.0,116.67420011609178,116.67420011609178,4.024778407074204,4.5752215929257956,4.032061653910462,4.567938346089538,0.00728324683625825,-0.007283246836257362,0.21752002631547707,0.21752002631547707,3.6349958486877334,3.978246839483834,4.362174257164554,4.131369722865467,4.527271039885114,4.880268992978862,0.17463343686381197,0.08367509501377744,-0.0072832468362570724,0.5100502090603278,0.44062609759467986,0.41801639616164876,
8,50.0,116.81868744021499,116.81868744021499,4.0256290590736885,4.574370940926311,4.032950726464124,4.567049273535876,0.007321667390435493,-0.007321667390435493,0.21913684514632834,0.21913684514632834,3.633003074817623,3.9787214701949103,4.36551193613588,4.127211528419776,4.5260992623219645,4.881670023611625,0.17593442056682196,0.08430637658819333,-0.007321667390435355,0.5138595909402497,0.44384783388860694,0.41801639616164876,
gen=47_member=5927_pso,50.0,113.3891113585374,113.32560510319023,4.802858315536497,3.797141684463503,4.8087573375977435,3.7912426624022566,0.005899022061246484,-0.005899022061246484,0.1846419785437148,0.18464197854371484,4.471115375324867,4.763313256252139,5.088707123554586,3.421159574075724,3.756548756053858,4.056527714719487,0.14823629826273246,0.07116863810074313,-0.005899022061246225,0.4320012432441942,0.3753089410900703,0.41801639616164876,
gen=23_member=2880_pso,50.0,112.92684908610946,112.54441838708175,5.213580859432441,3.3864191405675586,5.218787413201679,3.381212586798321,0.005206553769237843,-0.005206553769237399,0.1727990214776181,0.17279902147761816,4.901817533204478,5.1765412237446125,5.4803820838727,3.0359548166533026,3.3483924446610476,3.6300133558104246,0.1387600893857785,0.06677676780827065,-0.0052065537692372425,0.40242666464109433,0.3527682128465459,0.41801639616164876,
gen=45_member=5694_pso,50.0,111.0093069433019,110.26586276980991,5.784267762124034,2.8157322378759657,5.789081047833023,2.810918952166977,0.004813285708989312,-0.004813285708988868,0.15234961450721934,0.15234961450721932,5.510131817797036,5.751640965927955,6.019936275674505,2.5059611979987797,2.7821594535872505,3.0300340994794177,0.12232875325326585,0.05875773377213828,-0.004813285708989292,0.355862153457573,0.3100747537653872,0.41801639616164876,
