member,generation,raw_total_pumping_cfs,effective_total_pumping_cfs,T_factor__T_minus_10pct,T_value__T_minus_10pct,depletion_cfs__T_minus_10pct,streamflow_cfs__T_minus_10pct,ag_receipts_reeval__T_minus_10pct,fish_prob_reeval__T_minus_10pct,T_factor__baseline_T,T_value__baseline_T,depletion_cfs__baseline_T,streamflow_cfs__baseline_T,ag_receipts_reeval__baseline_T,fish_prob_reeval__baseline_T,T_factor__T_plus_10pct,T_value__T_plus_10pct,depletion_cfs__T_plus_10pct,streamflow_cfs__T_plus_10pct,ag_receipts_reeval__T_plus_10pct,fish_prob_reeval__T_plus_10pct
gen=44_member=5592_pso,50,113.83513390610548,113.76481946062475,0.9,1530.0,3.649789800791017,4.950210199208983,12203605.6103388,0.6349890220547906,1.0,1700.0,3.86116131105657,4.73883868894343,12203605.6103388,0.6188505892296975,1.1,1870.0000000000002,4.0585191860057375,4.541480813994262,12203605.6103388,0.6037821119151872
gen=38_member=4844_pso,50,113.49729508533946,113.23465912581813,0.9,1530.0,3.3487042622944476,5.2512957377055525,12141958.442525955,0.6536558054796557,1.0,1700.0,3.550050840652294,5.0499491593477055,12141958.442525955,0.6417452436507985,1.1,1870.0000000000002,3.7386359554337503,4.861364044566249,12141958.442525955,0.6282055265086396
gen=42_member=5368_pso,50,113.60327523642833,112.08410136181466,0.9,1530.0,2.958595018847031,5.641404981152968,12047226.813034713,0.6747746724413719,1.0,1700.0,3.1462339053984913,5.453766094601509,12047226.813034713,0.6656328438976323,1.1,1870.0000000000002,3.3220561699931412,5.277943830006858,12047226.813034713,0.6552321608047097
gen=41_member=5212_pso,50,113.39280908408173,112.64868744227903,0.9,1530.0,3.0513302383986893,5.54866976160131,12074040.299001968,0.6705729550722895,1.0,1700.0,3.243770969851043,5.356229030148956,12074040.299001968,0.6598630848769318,1.1,1870.0000000000002,3.424303646879548,5.175696353120452,12074040.299001968,0.6491837595592921
gen=46_member=5787_pso,50,112.2492079241474,112.17822411256682,0.9,1530.0,2.9595390852779517,5.640460914722048,12049204.249162452,0.6747318979664794,1.0,1700.0,3.1474113562396613,5.452588643760338,12049204.249162452,0.6655631923487528,1.1,1870.0000000000002,3.323443375921179,5.27655662407882,12049204.249162452,0.6551501012926484
gen=47_member=5970_pso,50,112.98882236975206,112.64563778789609,0.9,1530.0,3.0518853197787856,5.5481146802212145,12074981.120001724,0.6705478050258747,1.0,1700.0,3.2442946144177465,5.355705385582253,12074981.120001724,0.6598321089296924,1.1,1870.0000000000002,3.4247990192249738,5.175200980775026,12074981.120001724,0.6491544560419608
gen=50_member=6375_pso,50,114.69132797029671,114.69132797029671,0.9,1530.0,4.066695608142198,4.5333043918578015,12295746.208614845,0.603157833651607,1.0,1700.0,4.293338795448333,4.306661204551666,12295746.208614845,0.5827213394112062,1.1,1870.0000000000002,4.504290338728393,4.095709661271607,12295746.208614845,0.5631975950839131
gen=50_member=6314_pso,50,113.86884680000001,113.86884680000001,0.9,1530.0,3.682685675666714,4.917314324333286,12219242.960929338,0.6324773880780208,1.0,1700.0,3.895231362557841,4.704768637442159,12219242.960929338,0.6162493056564763,1.1,1870.0000000000002,4.093624946627211,4.506375053372788,12219242.960929338,0.6011017508823702
gen=50_member=6331_pso,50,114.13882836846665,114.05054430401732,0.9,1530.0,3.8788647869701522,4.721135213029847,12250481.385280203,0.6174989105836819,1.0,1700.0,4.097636764925896,4.502363235074104,12250481.385280203,0.6007954444173293,1.1,1870.0000000000002,4.301221327028234,4.298778672971766,12250481.385280203,0.5819918044249962
gen=50_member=6311_pso,50,113.50255122228927,113.27180171753508,0.9,1530.0,3.3848334980325787,5.2151665019674205,12149374.420328459,0.6515185975886749,1.0,1700.0,3.58785546205992,5.012144537940079,12149374.420328459,0.6395089291111404,1.1,1870.0000000000002,3.77768869708776,4.82231130291224,12149374.420328459,0.6252238094029278
gen=50_member=6307_pso,50,97.48088883739008,94.41283992446174,0.9,1530.0,1.376242477021427,7.223757522978572,9981373.38209072,0.7197593141941069,1.0,1700.0,1.4711342245004395,7.12886577549956,9981373.38209072,0.7186533706371289,1.1,1870.0000000000002,1.5614297539010875,7.038570246098912,9981373.38209072,0.7176009950447556
gen=50_member=6332_pso,50,104.88944693775548,103.52297256238982,0.9,1530.0,1.8396939196060682,6.760306080393931,11222480.829753874,0.7121882733729227,1.0,1700.0,1.9693832223156864,6.630616777684313,11222480.829753874,0.709502877333777,1.1,1870.0000000000002,2.091127177684399,6.508872822315601,11222480.829753874,0.7069820006792925
gen=50_member=6369_pso,50,100.98821742317558,99.82847117045175,0.9,1530.0,1.6180862693839757,6.981913730616024,10816152.42359839,0.7167769656838316,1.0,1700.0,1.7324557769226856,6.867544223077314,10816152.42359839,0.7144087871515501,1.1,1870.0000000000002,1.8403628633400309,6.759637136659968,10816152.42359839,0.7121744219694833
gen=50_member=6392_pso,50,103.38209531073947,101.68467497343006,0.9,1530.0,1.696936438443708,6.903063561556292,10988818.450383374,0.7151442640865914,1.0,1700.0,1.8187227825418355,6.781277217458165,10988818.450383374,0.7126225097149498,1.1,1870.0000000000002,1.9332900254489391,6.66670997455106,10988818.450383374,0.7102502367989064
gen=50_member=6378_pso,50,103.01387905851547,101.99905238085735,0.9,1530.0,1.7224745684055782,6.877525431594421,11022782.803294366,0.7146154618522209,1.0,1700.0,1.8456044015222999,6.7543955984777,11022782.803294366,0.7120658886858616,1.1,1870.0000000000002,1.9613046291982856,6.638695370801714,11022782.803294366,0.7096701557561764
gen=50_member=6337_pso,50,112.96343703652411,111.86815544127347,0.9,1530.0,2.911498517344482,5.688501482655518,12024025.732677821,0.6769085563027892,1.0,1700.0,3.0969701098228315,5.503029890177168,12024025.732677821,0.6685050693066373,1.1,1870.0000000000002,3.2707299616032044,5.329270038396795,12024025.732677821,0.6582683384415736
gen=50_member=6333_pso,50,103.37773224715643,102.20628686234474,0.9,1530.0,1.7444360850416465,6.855563914958353,11046597.887337454,0.7141607183340128,1.0,1700.0,1.867522037849292,6.732477962150708,11046597.887337454,0.7116120537700265,1.1,1870.0000000000002,1.9832016823260419,6.6167983176739575,11046597.887337454,0.709216747043895
gen=50_member=6385_pso,50,100.2375818522005,98.91710248830104,0.9,1530.0,1.5949473715587539,7.005052628441246,10736330.109125491,0.7172103541905344,1.0,1700.0,1.7012757557314309,6.898724244268569,10736330.109125491,0.7150544125320408,1.1,1870.0000000000002,1.8022374850929523,6.797762514907047,10736330.109125491,0.7129638605553694
