member,generation,raw_total_pumping_cfs,effective_total_pumping_cfs,baseline_T_streamflow_cfs,baseline_T_depletion_cfs,expected_streamflow_cfs,expected_depletion_cfs,expected_streamflow_bias_from_baseline_cfs,expected_depletion_bias_from_baseline_cfs,streamflow_std_cfs,depletion_std_cfs,streamflow_p05_cfs,streamflow_p50_cfs,streamflow_p95_cfs,depletion_p05_cfs,depletion_p50_cfs,depletion_p95_cfs,probability_weighted_streamflow_error_cfs,probability_weighted_absolute_streamflow_error_cfs,probability_weighted_streamflow_shortfall_cfs,probability_streamflow_lower_than_baseline,probability_streamflow_below_threshold,max_absolute_streamflow_error_cfs,max_streamflow_shortfall_below_baseline_cfs,min_streamflow_cfs,max_streamflow_cfs,min_depletion_cfs,max_depletion_cfs
gen=45_member=5683_pso,50.0,99.55477716486982,96.66013154313829,7.065920012928887,1.5340799870711133,7.068040008484836,1.5319599915151627,0.0021199955559492167,-0.002119995555950549,0.09043804622566594,0.090438046225666,6.900439235306801,7.046477178290316,7.204242638853246,1.3529372675924642,1.5142235636961026,1.6629761578783493,-0.002119995555950065,0.07264666127158861,0.03526333285781927,0.41801639616164893,,0.2076340887358885,0.187561233158827,6.87835877977006,7.273554101664775,1.326445898335225,1.7216412202299403
gen=36_member=4494_pso,50.0,98.48460680972522,96.85103265995991,7.018007183744514,1.5819928162554864,7.0202764598446645,1.5797235401553362,0.002269276100150819,-0.0022692761001501527,0.0923187939184373,0.09231879391843716,6.849472458994968,6.998178159974378,7.159440598163168,1.3966361941494712,1.561726301176357,1.713323714537425,-0.0022692761001499055,0.0741460172199051,0.03593837055987761,0.41801639616164893,,0.2125561157094653,0.19097650582124004,6.827030677923274,7.230563299453979,1.3694367005460204,1.7729693220767255
gen=45_member=5670_pso,50.0,98.45889126003648,97.16152504482936,7.029389200339656,1.5706107996603436,7.031661997789284,1.5683380022107152,0.002272797449627717,-0.002272797449628383,0.09333502599878793,0.093335025998788,6.858908142419075,7.009330035463968,7.1723242958540965,1.3833660961732426,1.5501092886002472,1.7034408118511046,-0.002272797449628337,0.07497152188041473,0.0363493622153932,0.41801639616164893,,0.2146680380813466,0.19320022638821577,6.83618897395144,7.244057238421003,1.3559427615789972,1.7638110260485595
gen=41_member=5136_pso,50.0,97.87988049441658,97.16210146826178,7.028807229190509,1.5711927708094908,7.031081903258942,1.5689180967410568,0.002274674068432958,-0.0022746740684340683,0.093321472033678,0.09332147203367794,6.858358329573196,7.008751623177481,7.171726345862194,1.3839660712990722,1.550694314232328,1.7039985590336486,-0.0022746740684339295,0.07496032412883867,0.036342825030202364,0.41801639616164893,,0.2146493180005331,0.19316269613387949,6.835644533056629,7.243456547191042,1.3565434528089575,1.76435546694337
gen=35_member=4383_pso,50.0,98.91353384100007,97.35903839517434,7.0094373258254175,1.5905626741745822,7.011696045458028,1.588303954541973,0.002258719632610706,-0.002258719632609152,0.09323232245255601,0.09323232245255604,6.8391266781942335,6.989406227240606,7.15220041834563,1.4034927423192927,1.5700975777481703,1.7232663215340027,-0.002258719632609283,0.07488229970291553,0.03631179003515313,0.41801639616164893,,0.2145020182483739,0.192997809456795,6.816439516368622,7.223939344073791,1.376060655926208,1.7835604836313774
gen=44_member=5578_pso,50.0,100.9755272472946,97.54597327332193,6.9868510546765945,1.613148945323405,6.989183301494362,1.610816698505638,0.002332246817767114,-0.002332246817766892,0.09419834158112457,0.0941983415811244,6.8149551300482925,6.966619824656712,7.131201768262469,1.4239499635488917,1.592469297761998,1.7471136329347674,-0.0023322468177669016,0.07565485469436996,0.036661303938301526,0.41801639616164893,,0.21697491689677495,0.19477259869707275,6.792078455979522,7.2038259715733695,1.3961740284266306,1.807921544020478
gen=40_member=5082_pso,50.0,100.5597504330896,97.74289426286462,6.959027768521216,1.6409722314787833,6.961351210344718,1.6386487896552824,0.0023234418235018595,-0.0023234418235009713,0.09433766505896744,0.09433766505896742,6.786910162494227,6.93875538998463,7.103583017337918,1.451440832231742,1.6202734174039573,1.775137947988692,-0.0023234418235009895,0.07576486654824145,0.03672071236237023,0.41801639616164893,,0.21740076613595516,0.19500252903746418,6.764025239483752,7.1764285346571715,1.4235714653428282,1.835974760516248
gen=46_member=5865_pso,50.0,99.34269837540397,97.8101484614914,6.9765308619299695,1.6234691380700301,6.978908329855234,1.621091670144765,0.002377467925264831,-0.0023774679252650532,0.0958987274218755,0.09589872742187534,6.801528049687754,6.955932386535256,7.123486661235429,1.4308841221459903,1.602408715513967,1.75985242236563,-0.0023774679252650333,0.0770238977131836,0.037323214893959296,0.41801639616164893,,0.2208395585928109,0.19829881288293816,6.778232049047031,7.19737042052278,1.4026295794772192,1.8217679509529685
gen=38_member=4768_pso,50.0,99.4337445899463,97.90858493273069,6.975305559697296,1.6246944403027037,6.9776516460045785,1.6223483539954202,0.002346086307282391,-0.0023460863072835014,0.09489423880284205,0.09489423880284219,6.802151058143374,6.9549217427617975,7.120721888653006,1.4340788151161812,1.6038667213595517,1.7596504118040128,-0.002346086307283295,0.07621267640276007,0.03693329504773839,0.41801639616164893,,0.21861305499068173,0.19619199047412206,6.779113569223174,7.193918614687978,1.4060813853120218,1.820886430776826
gen=47_member=5999_pso,50.0,100.64403481361417,98.01395825622748,6.968811206247846,1.631188793752154,6.97117362131953,1.628826378680469,0.0023624150716843317,-0.002362415071684998,0.09518660204541614,0.0951866020454161,6.795160313668975,6.948365088234746,7.1146965106157225,1.4399447376977268,1.6102973190066552,1.7665379317894798,-0.002362415071684617,0.07644665333778586,0.03704211913305061,0.41801639616164893,,0.21934287579325407,0.19675056001472235,6.772060646233124,7.1881540820411,1.4118459179588991,1.8279393537668762
gen=39_member=4904_pso,50.0,100.67469989672378,98.31130961541429,6.947925291470112,1.6520747085298877,6.950354804025546,1.6496451959744542,0.002429512555433888,-0.002429512555433444,0.09614814570883264,0.09614814570883265,6.7726800691615034,6.927278289819181,7.095379367781667,1.4587298150570793,1.6309707735275751,1.788689982586389,-0.0024295125554336964,0.07721594812618769,0.037393217785377,0.41801639616164893,,0.22178082967517554,0.19854080305685962,6.749384488413252,7.169706121145287,1.4302938788547124,1.850615511586747
gen=44_member=5537_pso,50.0,100.63717773873304,98.65700758717853,6.924414477278655,1.675585522721344,6.926787839481231,1.6732121605187682,0.0023733622025758905,-0.0023733622025758905,0.09733467084427093,0.09733467084427087,6.746741061383883,6.903492852452131,7.073509258891731,1.480172132109947,1.654224621673087,1.814072650279807,-0.002373362202576194,0.07817797089978533,0.03790230434860456,0.41801639616164893,,0.22409891362091194,0.2013055730823501,6.723108904196305,7.148513390899567,1.4514866091004321,1.8768910958036944
gen=45_member=5693_pso,50.0,100.28955246444755,98.77147178738257,6.91440673029158,1.6855932697084197,6.916990747471191,1.683009252528808,0.002584017179611209,-0.002584017179611653,0.1002530342842134,0.10025303428421334,6.731811162501603,6.892879248567965,7.06824488874571,1.4839256429176968,1.6635639172638366,1.8279403073840559,-0.002584017179611711,0.08052015951148359,0.03896807116593594,0.41801639616164893,,0.2312954306854289,0.20686391509597435,6.707542815195605,7.145702160977009,1.4542978390229913,1.8924571848043945
gen=30_member=3743_pso,50.0,101.70001094966716,98.87435427861422,6.886411008643066,1.713588991356934,6.889053005050645,1.7109469949493545,0.002641996407579228,-0.00264199640757945,0.1006042885046682,0.10060428850466825,6.703360562783526,6.864823583165705,7.040900028597846,1.5109685860003774,1.6914910420401725,1.8563209688701825,-0.002641996407579619,0.08079183174815048,0.039074917670285425,0.41801639616164893,,0.23245447045104495,0.2073536579872819,6.679057350655784,7.118865479094111,1.4811345209058893,1.920942649344216
gen=45_member=5711_pso,50.0,100.17642906394414,98.88330928345108,6.922030430058356,1.677969569941643,6.924424571260334,1.6755754287396654,0.002394141201977895,-0.002394141201977673,0.09796425247273181,0.09796425247273188,6.743214194832117,6.900974843664221,7.072098298099981,1.4812921896658915,1.6564680472416884,1.8173465392838661,-0.002394141201977923,0.07868410622986872,0.038144982513945394,0.41801639616164893,,0.22554045581522253,0.2026022048298053,6.719428225228551,7.147570885873579,1.4524291141264212,1.8805717747714483
gen=50_member=6385_pso,50.0,100.2375818522005,98.91710248830104,6.898724244268569,1.7012757557314309,6.901000540926455,1.6989994590735442,0.002276296657886867,-0.002276296657886645,0.095249850967654,0.0952498509676541,6.724747492764745,6.878226105741138,7.04449634708103,1.5102758649217427,1.6803503281351952,1.8368997742641,-0.0022762966578870085,0.0765217477751231,0.03712272555861805,0.41801639616164893,,0.21901531877037694,0.19710144039250466,6.701622803876064,7.1177395630389455,1.4822604369610541,1.898377196123936
gen=42_member=5333_pso,50.0,101.40107764307871,99.02927744287139,6.893978709472,1.7060212905279992,6.896428191835886,1.7035718081641138,0.0024494823638860908,-0.0024494823638854246,0.097811434015844,0.09781143401584412,6.71569946457397,6.872959513610416,7.043943815341937,1.5093599599180865,1.6845519511651001,1.8450284419402905,-0.0024494823638859676,0.07855652721538856,0.0380535224257513,0.41801639616164893,,0.2256031018329967,0.20195117864125134,6.692027530830749,7.119581811304997,1.4804181886950034,1.9079724691692512
gen=47_member=5964_pso,50.0,101.01781352558181,99.7331389643857,6.858617841642401,1.7413821583575984,6.86118889802432,1.7388111019756796,0.0025710563819192345,-0.0025710563819187904,0.10165888163622962,0.10165888163622971,6.67336976442625,6.836780339391071,7.014531808032593,1.536959366673439,1.7190646187807395,1.8858169826165834,-0.00257105638191929,0.0816462983116329,0.0395376209648568,0.41801639616164893,,0.23447746194545616,0.2098551888521909,6.64876265279021,7.093095303587857,1.5069046964121422,1.95123734720979
gen=40_member=5041_pso,50.0,102.29118560995296,99.76343136219128,6.879761105089104,1.7202388949108955,6.882473561667665,1.7175264383323356,0.0027124565785614507,-0.0027124565785598964,0.102130645664714,0.10213064566471397,6.6940316431152,6.857842185759917,7.036653382689526,1.5144944579653001,1.6977924537172824,1.86506987302243,-0.002712456578559827,0.0820231489862586,0.03965534620384939,0.41801639616164893,,0.2360180234749727,0.2103785182826865,6.669382586806417,7.115779128564077,1.4842208714359226,1.9306174131935818
gen=50_member=6369_pso,50.0,100.98821742317558,99.82847117045175,6.867544223077314,1.7324557769226856,6.870262268332009,1.7297377316679907,0.0027180452546957667,-0.0027180452546948786,0.10219090710312648,0.10219090710312649,6.681723727013554,6.845619933372779,7.02454124982086,1.5265349849751497,1.7100035911042946,1.8773647445118848,-0.002718045254694995,0.08206594801138643,0.039673951378345715,0.41801639616164893,,0.23624658353659278,0.21047965381319678,6.657064569264117,7.103790806613906,1.496209193386093,1.9429354307358828
gen=39_member=4882_pso,50.0,102.04861038689992,99.8747179039148,6.868835712746872,1.7311642872531274,6.871411135391296,1.7285888646087033,0.002575422644423675,-0.002575422644424119,0.09999049352958483,0.09999049352958488,6.686816044583142,6.847362979286369,7.022296791665959,1.5298567938744214,1.7092176738091407,1.873111862410739,-0.0025754226444243775,0.08029901253091136,0.03886179494324349,0.41801639616164893,,0.23097252201199936,0.2061707174731815,6.6626649952736905,7.099808234758871,1.5001917652411287,1.9373350047263092
gen=45_member=5738_pso,50.0,101.44176925683179,100.08957248694635,6.830547587811943,1.7694524121880564,6.833157773133869,1.7668422268661312,0.0026101853219255844,-0.0026101853219251403,0.10212687548375375,0.10212687548375368,6.644597347962146,6.808606262754479,6.987246315795533,1.5639244152642373,1.7470338516397104,1.91447194855905,-0.00261018532192537,0.08202013305814031,0.03970497386810747,0.41801639616164893,,0.23579691929375457,0.2106187566982065,6.619928831113737,7.066344507105698,1.5336554928943016,1.980071168886263
gen=41_member=5219_pso,50.0,102.11167767092121,100.48885944280241,6.8343421785477325,1.765657821452267,6.837188380726753,1.7628116192732464,0.0028462021790200964,-0.0028462021790205405,0.10454106727484797,0.10454106727484795,6.644478796241127,6.811921448012663,6.995088130965584,1.5547784314297761,1.7426813016819185,1.9137507226882062,-0.0028462021790209525,0.08395156252250431,0.04055268017174168,0.41801639616164893,,0.24196165527394342,0.21503600034086912,6.619306178206863,7.076303833821676,1.523696166178324,1.980693821793136
gen=49_member=6159_pso,50.0,101.74785503091832,100.67367930629531,6.8226285366726,1.7773714633273998,6.825342292259214,1.7746577077407855,0.0027137555866145746,-0.0027137555866143526,0.10411409617610617,0.10411409617610626,6.63316895941454,6.800279022957134,6.982474242062088,1.5677424206225468,1.7545056192994413,1.925121956520622,-0.0027137555866148105,0.08361412451478192,0.04045018446408355,0.41801639616164893,,0.24048172119102418,0.21459681936140385,6.608031717311196,7.063110257863624,1.5368897421363756,1.9919682826888037
gen=45_member=5721_pso,50.0,102.66137190388338,101.16634606078696,6.800318432458673,1.7996815675413265,6.803280805725267,1.7967191942747318,0.002962373266593765,-0.0029623732665946534,0.10706399142272661,0.1070639914227265,6.6060484341663726,6.777354202600344,6.965045459139494,1.5835564621435294,1.7761425216471505,1.9512344189815127,-0.0029623732665947184,0.08597910950932575,0.041508368121365505,0.41801639616164893,,0.247995210639953,0.2200023850104058,6.580316047448267,7.048313643098626,1.5516863569013737,2.019683952551732
gen=49_member=6197_pso,50.0,103.38252010742895,101.62467203250553,6.767087995463632,1.8329120045363683,6.770163905937744,1.8298360940622564,0.0030759104741120424,-0.0030759104741118204,0.10928189385146579,0.10928189385146592,6.568986413190915,6.743650373919159,6.935339518173877,1.6121267002059858,1.808879359116391,1.9874835792937229,-0.0030759104741117406,0.08775942623895681,0.04234175788242254,0.41801639616164893,,0.25336560553773424,0.22432108778455628,6.542766907679075,7.020453601001366,1.5795463989986342,2.0572330923209243
gen=50_member=6392_pso,50.0,103.38209531073947,101.68467497343006,6.781277217458165,1.8187227825418355,6.784302978216758,1.815697021783242,0.0030257607585930657,-0.00302576075859351,0.10866720364211473,0.10866720364211467,6.584172857757793,6.757967246553479,6.948511719112758,1.5993006804204417,1.7948275083622778,1.9725000998793498,-0.003025760758593482,0.08726768177277594,0.04212096050709122,0.41801639616164893,,0.2517828735053014,0.22320539069398304,6.5580718267641815,7.033060090963466,1.566939909036534,2.041928173235818
gen=41_member=5141_pso,50.0,103.98262990240966,101.96251410763159,6.74215395267917,1.8578460473208291,6.745141523126936,1.8548584768730636,0.002987570447765542,-0.002987570447765542,0.10893737938920589,0.10893737938920595,6.54442832282619,6.718791391086227,6.909717548604387,1.6379809988925118,1.8339074618161975,2.0121096131351757,-0.002987570447765993,0.08748010719402641,0.04224626837313022,0.41801639616164893,,0.25229782612752416,0.22390326326264276,6.5182506894165275,6.994451778806694,1.6055482211933054,2.0817493105834726
