total_pumping_cfs,depletion_metric_cfs,streamflow_metric_cfs,member,scenario
0.0,-0.2475214718599097,0.24752147185990925,gen=39_member=1460_pso,Tmin10per
0.0,-0.19000643510649962,0.19000643510649962,gen=39_member=1465_pso,Tmin10per
0.0,-0.2521459754028923,0.2521459754028923,gen=39_member=1474_pso,Tmin10per
0.0,-0.19852994786719824,0.1985299478671978,gen=40_member=1489_pso,Tmin10per
0.0,-0.25789894562026205,0.25789894562026205,gen=40_member=1496_pso,Tmin10per
0.0,-0.262849841227653,0.262849841227653,gen=40_member=1507_pso,Tmin10per
0.0,-0.1860765892616958,0.18607658926169535,gen=41_member=1520_pso,Tmin10per
0.0,-0.20693523808616376,0.20693523808616376,gen=41_member=1526_pso,Tmin10per
0.0,-0.19623102556293848,0.19623102556293937,gen=41_member=1534_pso,Tmin10per
0.0,-0.25025549599834385,0.25025549599834385,gen=41_member=1550_pso,Tmin10per
0.0,-0.24922477972043477,0.24922477972043477,gen=41_member=1553_pso,Tmin10per
0.0,-0.26377324377860045,0.26377324377860045,gen=42_member=1564_pso,Tmin10per
0.0,-0.2659038918657135,0.2659038918657135,gen=42_member=1565_pso,Tmin10per
0.0,-0.23510242362307654,0.23510242362307654,gen=42_member=1570_pso,Tmin10per
0.0,-0.21588252382891326,0.21588252382891326,gen=42_member=1575_pso,Tmin10per
0.0,-0.19892692007598045,0.1989269200759809,gen=42_member=1590_pso,Tmin10per
0.0,-0.22329749191214576,0.2232974919121462,gen=42_member=1595_pso,Tmin10per
0.0,-0.23349234120661766,0.23349234120661677,gen=43_member=1604_pso,Tmin10per
0.0,-0.20204480097454747,0.20204480097454702,gen=43_member=1607_pso,Tmin10per
0.0,-0.21440932568457427,0.21440932568457427,gen=43_member=1609_pso,Tmin10per
0.0,-0.22630489375668583,0.22630489375668628,gen=43_member=1614_pso,Tmin10per
0.0,-0.2574515503833368,0.2574515503833368,gen=43_member=1618_pso,Tmin10per
0.0,-0.2719721976158276,0.2719721976158276,gen=43_member=1628_pso,Tmin10per
0.0,-0.19583059525091429,0.19583059525091429,gen=43_member=1630_pso,Tmin10per
0.0,-0.27395334569056295,0.27395334569056295,gen=44_member=1641_pso,Tmin10per
0.0,-0.2569884884214293,0.2569884884214293,gen=44_member=1646_pso,Tmin10per
0.0,-0.24262743105430484,0.24262743105430484,gen=44_member=1653_pso,Tmin10per
0.0,-0.22816100225619396,0.2281610022561944,gen=44_member=1661_pso,Tmin10per
