scenario,T_factor,T_value,probability_weight,member,generation,ag_receipts_archive_baseline,fish_prob_archive_baseline,ag_receipts_reeval,fish_prob_reeval,raw_total_pumping_gpm,raw_total_pumping_cfs,effective_total_pumping_gpm,effective_total_pumping_cfs,depletion_obs_name,depletion_cfs,streamflow_cfs
T_minus_10pct,0.9,1530.0,,gen=46_member=5849_pso,50,10309300.0,0.717719,10309323.448797248,0.7188985538086642,45220.50929470598,100.75129470860493,43336.516794327195,96.55375941776099,lpr:total_combined:bdpl,1.4500971114826657,7.1499028885173335
T_minus_10pct,0.9,1530.0,,gen=31_member=3852_pso,50,12085500.0,0.652391,12085489.190941257,0.663817254200947,50809.626277516305,113.20384734630632,50462.82627345364,112.4311769372547,lpr:total_combined:bdpl,3.1769262252388244,5.423073774761175
T_minus_10pct,0.9,1530.0,,gen=37_member=4697_pso,50,9951180.0,0.718657,9951183.919557761,0.7197878561308859,42929.95184756078,95.6479327163654,42506.86767415341,94.70530117801378,lpr:total_combined:bdpl,1.3737935326423913,7.226206467357608
T_minus_10pct,0.9,1530.0,,gen=42_member=5264_pso,50,12276000.0,0.587416,12275991.063515613,0.6069062133786056,51721.642237508655,115.23581890516928,51425.41398676402,114.57582236251024,lpr:total_combined:bdpl,4.017601579463494,4.582398420536506
T_minus_10pct,0.9,1530.0,,gen=43_member=5399_pso,50,12075700.0,0.659796,12075652.37136835,0.6705238031001248,50662.073440237364,112.87509962484884,50563.483653430434,112.655441579843,lpr:total_combined:bdpl,3.0524150612293806,5.547584938770619
T_minus_10pct,0.9,1530.0,,gen=35_member=4383_pso,50,10482600.0,0.717261,10482596.881225228,0.7184746968093593,44395.66150852786,98.91353384100007,43697.952601065685,97.35903839517434,lpr:total_combined:bdpl,1.4864647281584709,7.113535271841529
T_minus_10pct,0.9,1530.0,,gen=47_member=5964_pso,50,10840100.0,0.714224,10840089.258866806,0.7165766496268994,45340.13174397748,101.01781352558181,44763.52736283021,99.7331389643857,lpr:total_combined:bdpl,1.6277603916982963,6.972239608301703
T_minus_10pct,0.9,1530.0,,gen=45_member=5721_pso,50,10935500.0,0.713017,10935459.38484597,0.715500810183504,46077.815037649634,102.66137190388338,45406.79805241785,101.16634606078696,lpr:total_combined:bdpl,1.6797172968279601,6.92028270317204
T_minus_10pct,0.9,1530.0,,gen=47_member=5893_pso,50,10050300.0,0.718629,10050330.220899835,0.7197677639998409,44663.8123416983,99.51097389730381,42679.893231787595,95.09080212042277,lpr:total_combined:bdpl,1.3755174700109913,7.224482529989008
T_minus_10pct,0.9,1530.0,,gen=35_member=4446_pso,50,11409800.0,0.706375,11409792.203285765,0.7093495339783409,48804.747890203915,108.73697829937431,47323.49343085893,105.4367433639537,lpr:total_combined:bdpl,1.9767888312284034,6.623211168771596
T_minus_10pct,0.9,1530.0,,gen=45_member=5683_pso,50,10240800.0,0.71792,10240771.73598947,0.7190959209551401,44683.47269518394,99.55477716486982,43384.26011810516,96.66013154313829,lpr:total_combined:bdpl,1.4331626908190813,7.166837309180918
T_minus_10pct,0.9,1530.0,,gen=49_member=6242_pso,50,11866200.0,0.690335,11866171.531540677,0.6957928721173924,49793.36739732516,110.93962256124044,49240.59882468567,109.70805418139967,lpr:total_combined:bdpl,2.4487996836583483,6.151200316341651
T_minus_10pct,0.9,1530.0,,gen=45_member=5670_pso,50,10406200.0,0.717494,10406231.87516301,0.7187089886777122,44191.60289947777,98.45889126003648,43609.30208475285,97.16152504482936,lpr:total_combined:bdpl,1.4663621065844774,7.133637893415522
T_minus_10pct,0.9,1530.0,,gen=38_member=4778_pso,50,10164400.0,0.71794,10164356.433517821,0.7191092996166726,43216.77328051297,96.28697086898289,42970.82431105304,95.73899656502617,lpr:total_combined:bdpl,1.432014780002346,7.167985219997654
T_minus_10pct,0.9,1530.0,,gen=43_member=5423_pso,50,12257800.0,0.594933,12257750.350139363,0.6127938138915989,51233.33114761955,114.14786179689636,51233.33114761955,114.14786179689636,lpr:total_combined:bdpl,3.9404893204381537,4.659510679561846
T_minus_10pct,0.9,1530.0,,gen=38_member=4827_pso,50,12171600.0,0.631596,12171637.808199104,0.6453267473395217,50979.48086559517,113.58228336854604,50813.54471465353,113.21257762424806,lpr:total_combined:bdpl,3.489505962630398,5.110494037369602
T_minus_10pct,0.9,1530.0,,gen=46_member=5827_pso,50,12142700.0,0.641492,12142688.246643651,0.6534091664491037,51220.46766399847,114.11920195538859,50818.373966461804,113.22333719727689,lpr:total_combined:bdpl,3.352873664679044,5.247126335320956
T_minus_10pct,0.9,1530.0,,gen=49_member=6197_pso,50,10994700.0,0.712329,10994705.05589987,0.7148654662885647,46401.49017389091,103.38252010742895,45612.509888916305,101.62467203250553,lpr:total_combined:bdpl,1.710400780945144,6.889599219054856
T_minus_10pct,0.9,1530.0,,gen=34_member=4254_pso,50,11826100.0,0.692032,11826081.210188618,0.6969997013970047,49289.58618785271,109.81719802653583,49090.82356794755,109.37435490938714,lpr:total_combined:bdpl,2.4105510513701263,6.189448948629874
T_minus_10pct,0.9,1530.0,,gen=46_member=5867_pso,50,11245900.0,0.709312,11245910.539729662,0.7119208881273019,47224.11676777734,105.21533215860791,46469.35011106735,103.53371204745807,lpr:total_combined:bdpl,1.852607100959544,6.747392899040456
T_minus_10pct,0.9,1530.0,,gen=31_member=3915_pso,50,12151300.0,0.634089,12151250.97606472,0.6471824687972448,50778.043066439204,113.13347995202655,50719.60111312249,113.0032712800369,lpr:total_combined:bdpl,3.4581352203206177,5.141864779679382
T_minus_10pct,0.9,1530.0,,gen=47_member=5976_pso,50,11362000.0,0.706998,11362024.609674983,0.7096865552564554,48125.197185073404,107.22293932834354,46930.904979662475,104.56205629468799,lpr:total_combined:bdpl,1.9605126269293602,6.639487373070639
T_minus_10pct,0.9,1530.0,,gen=39_member=4925_pso,50,11896400.0,0.684874,11896391.93605654,0.6921010669003433,50146.24464222477,111.72583306287677,49634.299194174644,110.5852186046211,lpr:total_combined:bdpl,2.5658058771706584,6.034194122829341
T_minus_10pct,0.9,1530.0,,gen=36_member=4494_pso,50,10420500.0,0.717361,10420504.849209998,0.718563091827109,44203.144887668415,98.48460680972522,43469.94284558344,96.85103265995991,lpr:total_combined:bdpl,1.4788802925425768,7.121119707457423
T_minus_10pct,0.9,1530.0,,gen=44_member=5537_pso,50,10636200.0,0.715586,10636170.166640699,0.717537285103963,45169.2898288748,100.63717773873304,44280.52405169593,98.65700758717853,lpr:total_combined:bdpl,1.5668961699541073,7.033103830045892
T_minus_10pct,0.9,1530.0,,gen=46_member=5774_pso,50,12198800.0,0.623458,12198824.129546277,0.6393128461742914,51031.70882205056,113.69864725552864,51031.70882205056,113.69864725552864,lpr:total_combined:bdpl,3.591170219917376,5.008829780082624
T_minus_10pct,0.9,1530.0,,gen=37_member=4723_pso,50,11316900.0,0.708149,11316939.89607805,0.7108569597520005,47958.33587102356,106.8511723206405,46911.033225908424,104.51778202732396,lpr:total_combined:bdpl,1.903988769478621,6.696011230521378
T_minus_10pct,0.9,1530.0,,gen=45_member=5711_pso,50,10701000.0,0.715537,10701015.255649135,0.7175178277439623,44962.49060320653,100.17642906394414,44382.095728658474,98.88330928345108,lpr:total_combined:bdpl,1.56856564293954,7.031434357060459
T_minus_10pct,0.9,1530.0,,gen=29_member=3643_pso,50,11063400.0,0.711087,11063367.898928545,0.7136761184084124,46773.04844914237,104.2103519446892,45939.598395335444,102.35342522480737,lpr:total_combined:bdpl,1.767839495759514,6.832160504240486
T_minus_10pct,0.9,1530.0,,gen=28_member=3493_pso,50,12010000.0,0.668784,12010002.111146484,0.6770979164422938,50587.18777954187,112.70825437281928,50262.96022798913,111.98587538795978,lpr:total_combined:bdpl,2.907319189567583,5.6926808104324165
T_minus_10pct,0.9,1530.0,,gen=39_member=4935_pso,50,11281500.0,0.708428,11281519.05267382,0.71111833407565,47746.93364863757,106.3801681691645,46654.0946465578,103.94532287253078,lpr:total_combined:bdpl,1.8913658813510754,6.7086341186489244
T_minus_10pct,0.9,1530.0,,gen=44_member=5540_pso,50,12269800.0,0.591573,12269791.265440106,0.61011347288494,51409.0442246771,114.53935053258057,51274.750450654414,114.24014400405802,lpr:total_combined:bdpl,3.9755948187690247,4.6244051812309745
T_minus_10pct,0.9,1530.0,,gen=42_member=5321_pso,50,11999300.0,0.671198,11999286.1007488,0.6794267831400362,50602.65384263916,112.74271276140006,50173.2583189863,111.78601953470147,lpr:total_combined:bdpl,2.8559192629302386,5.744080737069761
T_minus_10pct,0.9,1530.0,,gen=39_member=4882_pso,50,10775300.0,0.714436,10775264.386121174,0.7167501805215604,45802.7874267953,102.04861038689992,44827.07266782531,99.8747179039148,lpr:total_combined:bdpl,1.6193798398545118,6.980620160145488
T_minus_10pct,0.9,1530.0,,gen=39_member=4970_pso,50,12038300.0,0.666387,12038325.731098836,0.675325226607419,50516.56288398654,112.550902105522,50255.35737047452,111.96893622141724,lpr:total_combined:bdpl,2.94644385374508,5.653556146254919
T_minus_10pct,0.9,1530.0,,gen=32_member=3991_pso,50,12201000.0,0.619031,12200978.588406555,0.6351315584848206,51219.6970317056,114.11748498664006,51020.12093871804,113.6728294514638,lpr:total_combined:bdpl,3.647922944150732,4.9520770558492675
T_minus_10pct,0.9,1530.0,,gen=37_member=4713_pso,50,12177200.0,0.629244,12177156.784652073,0.6435588244559763,50997.8887656764,113.62329616992702,50833.59811395465,113.25725659789096,lpr:total_combined:bdpl,3.5193924808750667,5.080607519124933
T_minus_10pct,0.9,1530.0,,gen=41_member=5214_pso,50,11978400.0,0.676443,11978411.285790766,0.6844188547413316,50645.64701899745,112.83850155832631,50104.31768993943,111.63241981318505,lpr:total_combined:bdpl,2.7457403014964727,5.854259698503527
T_minus_10pct,0.9,1530.0,,gen=47_member=5902_pso,50,11103200.0,0.710867,11103175.487190865,0.713483912605674,47049.460161530864,104.82619723989076,46109.99146446721,102.73306098283294,lpr:total_combined:bdpl,1.777121939082779,6.822878060917221
T_minus_10pct,0.9,1530.0,,gen=45_member=5714_pso,50,11993300.0,0.674785,11993278.716311434,0.6829314986542198,50064.69897747029,111.5441493218038,49746.83479228297,110.83594791720645,lpr:total_combined:bdpl,2.778567424592553,5.821432575407447
T_minus_10pct,0.9,1530.0,,gen=45_member=5725_pso,50,10086100.0,0.718322,10086052.361235783,0.7194412139163232,43236.57024331604,96.33107850210814,42605.227886494205,94.92444773110908,lpr:total_combined:bdpl,1.4035359957927998,7.1964640042072
T_minus_10pct,0.9,1530.0,,gen=41_member=5219_pso,50,10877600.0,0.713721,10877623.213253161,0.7161455432132635,45831.09410723573,102.11167767092121,45102.71967809803,100.48885944280241,lpr:total_combined:bdpl,1.6485803710842308,6.951419628915769
T_minus_10pct,0.9,1530.0,,gen=38_member=4779_pso,50,11511900.0,0.702673,11511911.853114262,0.706965547983078,48003.579465953466,106.95197505014431,47829.015475785905,106.563046480051,lpr:total_combined:bdpl,2.0919217490134114,6.508078250986588
T_minus_10pct,0.9,1530.0,,gen=39_member=4891_pso,50,12250700.0,0.597475,12250726.961103301,0.6148005362906067,51186.95182954514,114.04452867622658,51181.4721129275,114.03231986760247,lpr:total_combined:bdpl,3.9142064744667353,4.685793525533264
T_minus_10pct,0.9,1530.0,,gen=38_member=4772_pso,50,11343500.0,0.707434,11343536.810518842,0.7102970497344747,47559.18910881358,105.96187333443666,47088.50036268619,104.91317880806483,lpr:total_combined:bdpl,1.9310292278298407,6.668970772170159
T_minus_10pct,0.9,1530.0,,gen=42_member=5263_pso,50,12267300.0,0.591914,12267261.652988074,0.6103827121984529,51401.15443533461,114.5217720819255,51266.89061527922,114.2226322908421,lpr:total_combined:bdpl,3.972068483781182,4.627931516218817
T_minus_10pct,0.9,1530.0,,gen=40_member=5076_pso,50,11779100.0,0.693959,11779139.5975923,0.6988469510580866,49427.02345467124,110.12340825700751,48946.710201045935,109.05327032793033,lpr:total_combined:bdpl,2.352005261816565,6.247994738183435
T_minus_10pct,0.9,1530.0,,gen=49_member=6161_pso,50,10118300.0,0.718234,10118254.813456059,0.7193550006941958,43142.178199925635,96.12077302943432,42648.48611640095,95.02082706734132,lpr:total_combined:bdpl,1.4109332298124315,7.189066770187568
T_minus_10pct,0.9,1530.0,,gen=43_member=5437_pso,50,11872500.0,0.688115,11872492.260370716,0.694129957453087,49773.96375344011,110.89639124266456,49388.10419626745,110.03669614928387,lpr:total_combined:bdpl,2.5015032537458577,6.098496746254142
T_minus_10pct,0.9,1530.0,,gen=44_member=5578_pso,50,10529000.0,0.716879,10529046.22432401,0.7182246452356551,45321.15226539255,100.9755272472946,43781.85514960589,97.54597327332193,lpr:total_combined:bdpl,1.5079195579632603,7.092080442036739
T_minus_10pct,0.9,1530.0,,gen=36_member=4573_pso,50,9923880.0,0.718701,9923883.486663597,0.7198216599864975,42793.782245499315,95.34454684297248,42379.19800126966,94.42085314682879,lpr:total_combined:bdpl,1.3708931071095682,7.229106892890432
T_minus_10pct,0.9,1530.0,,gen=44_member=5555_pso,50,11482000.0,0.70427,11481968.855985735,0.7080790397307601,48635.122267710045,108.35905241245798,47726.17379980708,106.33391522597017,lpr:total_combined:bdpl,2.038146452474376,6.561853547525624
T_minus_10pct,0.9,1530.0,,gen=38_member=4840_pso,50,11953800.0,0.677695,11953765.575695587,0.685632851309265,50063.23576541098,111.54088928533567,49665.68700823383,110.65515065434496,lpr:total_combined:bdpl,2.7189464388034064,5.881053561196593
T_minus_10pct,0.9,1530.0,,gen=47_member=5966_pso,50,11540800.0,0.702015,11540755.077291641,0.7064008480387992,48509.58313027878,108.07935121426111,47949.67757377042,106.8318816343605,lpr:total_combined:bdpl,2.112595899747401,6.487404100252599
T_minus_10pct,0.9,1530.0,,gen=47_member=5898_pso,50,11764400.0,0.695319,11764362.834467728,0.7000622426895697,49013.50339598111,109.20208556624591,48858.132426577125,108.85591904641383,lpr:total_combined:bdpl,2.3134884280598613,6.286511571940139
T_minus_10pct,0.9,1530.0,,gen=38_member=4768_pso,50,10569000.0,0.71664,10568987.168558508,0.7180990221639793,44629.149277354714,99.4337445899463,43944.607240902464,97.90858493273069,lpr:total_combined:bdpl,1.5186982208704085,7.081301779129591
T_minus_10pct,0.9,1530.0,,gen=41_member=5241_pso,50,11446400.0,0.705662,11446374.076925283,0.7088788597818642,48174.289000024866,107.3323158920554,47488.398587199335,105.80415205228012,lpr:total_combined:bdpl,1.999519708705937,6.600480291294063
T_minus_10pct,0.9,1530.0,,gen=39_member=4901_pso,50,9895340.0,0.718742,9895339.590260155,0.7198571707987154,43036.58307268322,95.88550708593822,42282.3515580355,94.20507927130309,lpr:total_combined:bdpl,1.3678462219367333,7.2321537780632665
T_minus_10pct,0.9,1530.0,,gen=40_member=5082_pso,50,10606200.0,0.716303,10606192.66881587,0.7179017541940003,45134.53789635979,100.5597504330896,43870.23979482254,97.74289426286462,lpr:total_combined:bdpl,1.5356241320300108,7.064375867969989
T_minus_10pct,0.9,1530.0,,gen=49_member=6158_pso,50,11921100.0,0.684136,11921105.488845602,0.6915609403176286,49938.49052936899,111.2629568994341,49407.06456081771,110.07893984150185,lpr:total_combined:bdpl,2.5829243738796457,6.017075626120354
T_minus_10pct,0.9,1530.0,,gen=49_member=6216_pso,50,11945100.0,0.680279,11945134.063002478,0.6883116995469247,49765.95027878354,110.87853722112972,49575.549827551215,110.45432501578411,lpr:total_combined:bdpl,2.659822143272981,5.9401778567270185
T_minus_10pct,0.9,1530.0,,gen=47_member=6002_pso,50,10144400.0,0.718198,10144439.49189337,0.7193179559960322,43537.03644438117,97.00051719808124,42685.09218699485,95.10238539262453,lpr:total_combined:bdpl,1.4141117248824433,7.185888275117557
T_minus_10pct,0.9,1530.0,,gen=32_member=3978_pso,50,11724500.0,0.69565,11724521.462720819,0.7003787132356285,49484.08398621317,110.25053912128294,48874.142584268266,108.89158967774969,lpr:total_combined:bdpl,2.3034583718201382,6.296541628179861
T_minus_10pct,0.9,1530.0,,gen=24_member=2976_pso,50,11884300.0,0.687169,11884331.744194893,0.6936605503083857,49948.858920262544,111.28605767434495,49302.48132715866,109.8459283969095,lpr:total_combined:bdpl,2.5163804046191856,6.083619595380814
T_minus_10pct,0.9,1530.0,,gen=46_member=5863_pso,50,11617300.0,0.700106,11617325.353071578,0.7047001428626628,49401.63840788752,110.06685037277339,48314.00128676755,107.6435948669181,lpr:total_combined:bdpl,2.1664971830619817,6.433502816938018
T_minus_10pct,0.9,1530.0,,gen=49_member=6159_pso,50,10903700.0,0.713479,10903671.696892686,0.7158901817012577,45667.79848784485,101.74785503091832,45185.67293819359,100.67367930629531,lpr:total_combined:bdpl,1.6609128747254613,6.939087125274538
T_minus_10pct,0.9,1530.0,,gen=49_member=6198_pso,50,11459600.0,0.705203,11459602.640373657,0.708580451510922,48552.841526723045,108.17573092153894,47570.689864403525,105.98749701789104,lpr:total_combined:bdpl,2.0139311251291123,6.586068874870888
T_minus_10pct,0.9,1530.0,,gen=39_member=4883_pso,50,11655800.0,0.698172,11655757.181802921,0.7027758148477344,48881.632005089115,108.90827610733855,48537.54062247831,108.14164050688167,lpr:total_combined:bdpl,2.2274858546896383,6.372514145310362
T_minus_10pct,0.9,1530.0,,gen=36_member=4595_pso,50,12058100.0,0.663152,12058128.274327343,0.6730085042950245,50642.234983008704,112.83089954214338,50507.80174322089,112.53138228389614,lpr:total_combined:bdpl,2.9975757442099176,5.602424255790082
T_minus_10pct,0.9,1530.0,,gen=44_member=5538_pso,50,11819700.0,0.693476,11819711.981230736,0.6982639306730841,49533.11938529392,110.35978999043485,48989.99124684964,109.149700497981,lpr:total_combined:bdpl,2.3704832128401416,6.229516787159858
T_minus_10pct,0.9,1530.0,,gen=47_member=5958_pso,50,11252200.0,0.708814,11252182.316333093,0.7114739711366085,46889.07693987987,104.46886342205235,46538.53885013175,103.68786455809354,lpr:total_combined:bdpl,1.8741906409838858,6.725809359016114
T_minus_10pct,0.9,1530.0,,gen=46_member=5862_pso,50,12127400.0,0.646326,12127415.605267622,0.6581119671839921,50873.35612585935,113.34583744841463,50761.635386620335,113.0969236413901,lpr:total_combined:bdpl,3.273373398421715,5.326626601578285
T_minus_10pct,0.9,1530.0,,gen=48_member=6077_pso,50,11804900.0,0.693913,11804869.991800735,0.6986824595843126,49514.66438767297,110.31867225573538,48929.08457796394,109.01400043970366,lpr:total_combined:bdpl,2.357218570775184,6.242781429224816
T_minus_10pct,0.9,1530.0,,gen=38_member=4784_pso,50,11163300.0,0.710244,11163326.786992056,0.7127947420068622,47658.341063344036,106.1827838891305,46251.2716214466,103.04783317258301,lpr:total_combined:bdpl,1.8104049457994704,6.789595054200529
T_minus_10pct,0.9,1530.0,,gen=38_member=4799_pso,50,11949800.0,0.678338,11949789.008105733,0.6862413808536767,50300.94685990873,112.07050960387664,49627.29767271265,110.56961921480378,lpr:total_combined:bdpl,2.7055157113299364,5.894484288670063
T_minus_10pct,0.9,1530.0,,gen=33_member=4144_pso,50,10275000.0,0.717721,10274983.576880537,0.7189194723383731,43886.43329653439,97.77897338467862,43197.64571836743,96.24435466052263,lpr:total_combined:bdpl,1.4483022677709323,7.151697732229067
T_minus_10pct,0.9,1530.0,,gen=40_member=5066_pso,50,11747400.0,0.695498,11747366.836248316,0.7002282533296987,49275.627853929764,109.7860988585555,48795.80376842059,108.71705079604108,lpr:total_combined:bdpl,2.3082269714168246,6.291773028583175
T_minus_10pct,0.9,1530.0,,gen=40_member=5054_pso,50,11588500.0,0.701146,11588547.789286416,0.7056523406126838,48781.04607997798,108.68417066619094,48181.74171599037,107.34892054322654,lpr:total_combined:bdpl,2.1363187127335825,6.463681287266417
T_minus_10pct,0.9,1530.0,,gen=45_member=5693_pso,50,10709600.0,0.715379,10709593.135838162,0.7174607122137986,45013.264122283465,100.28955246444755,44331.89936597063,98.77147178738257,lpr:total_combined:bdpl,1.5734662478856372,7.0265337521143625
T_minus_10pct,0.9,1530.0,,gen=48_member=6031_pso,50,12052400.0,0.665521,12052365.848215453,0.674704197087801,50542.03664619567,112.60765764772395,50359.41582725156,112.20077846311648,lpr:total_combined:bdpl,2.960150465539963,5.639849534460037
T_minus_10pct,0.9,1530.0,,gen=31_member=3921_pso,50,12113900.0,0.648713,12113891.248633971,0.6603053796112556,50758.519707847816,113.08998190908493,50541.739414484626,112.60699541547174,lpr:total_combined:bdpl,3.2362940319314557,5.363705968068544
T_minus_10pct,0.9,1530.0,,gen=44_member=5545_pso,50,11598800.0,0.700704,11598815.43768315,0.7052301919051343,48922.10128165834,108.99844165553478,48203.08537435674,107.39647421406681,lpr:total_combined:bdpl,2.1496980787787905,6.450301921221209
T_minus_10pct,0.9,1530.0,,gen=39_member=4943_pso,50,11638200.0,0.698899,11638206.369778983,0.7033681240957171,49553.62611216778,110.40547897790981,48263.5673686528,107.53122809735844,lpr:total_combined:bdpl,2.2087135071755934,6.391286492824406
T_minus_10pct,0.9,1530.0,,gen=34_member=4333_pso,50,11563700.0,0.701354,11563663.491177239,0.7058609634608121,49190.64059163448,109.59674723816163,48020.76320158239,106.99026041312557,lpr:total_combined:bdpl,2.1297067264818548,6.470293273518145
T_minus_10pct,0.9,1530.0,,gen=46_member=5865_pso,50,10532800.0,0.716666,10532832.151348412,0.7181266765507098,44588.28472863733,99.34269837540397,43900.42570084892,97.8101484614914,lpr:total_combined:bdpl,1.5163254297222886,7.0836745702777115
T_minus_10pct,0.9,1530.0,,gen=35_member=4371_pso,50,11707200.0,0.696196,11707227.059533695,0.7009956335296568,49103.908059944864,109.40350715755716,48760.57446755105,108.63855991370374,lpr:total_combined:bdpl,2.283906014352471,6.316093985647528
T_minus_10pct,0.9,1530.0,,gen=39_member=4906_pso,50,11134300.0,0.710422,11134328.034844197,0.7130123496938204,47578.77914141552,106.00551992707378,46071.3940281057,102.6470658946195,lpr:total_combined:bdpl,1.7998957364409742,6.800104263559025
T_minus_10pct,0.9,1530.0,,gen=47_member=5999_pso,50,10584600.0,0.716506,10584561.410868496,0.7180272331437081,45172.36751059882,100.64403481361417,43991.90226940192,98.01395825622748,lpr:total_combined:bdpl,1.524857835021022,7.075142164978978
T_minus_10pct,0.9,1530.0,,gen=42_member=5333_pso,50,10737100.0,0.714956,10737093.054913322,0.7171893515313165,45512.1533406996,101.40107764307871,44447.611060534735,99.02927744287139,lpr:total_combined:bdpl,1.5967494337185442,7.003250566281455
T_minus_10pct,0.9,1530.0,,gen=46_member=5794_pso,50,11924600.0,0.682557,11924617.05125353,0.6902660675181663,49682.41356246758,110.69241741717775,49427.09624546203,110.1235704348894,lpr:total_combined:bdpl,2.616687699192705,5.983312300807295
T_minus_10pct,0.9,1530.0,,gen=43_member=5487_pso,50,12067400.0,0.661074,12067409.117305875,0.6714723988705646,50562.666453056096,112.65362085740898,50537.27173193039,112.59704141874091,lpr:total_combined:bdpl,3.031478803668409,5.568521196331591
T_minus_10pct,0.9,1530.0,,gen=30_member=3743_pso,50,10742800.0,0.714799,10742769.128613207,0.7171299524352873,45646.324483692624,101.70001094966716,44378.07642666707,98.87435427861422,lpr:total_combined:bdpl,1.6010390238400447,6.998960976159955
T_minus_10pct,0.9,1530.0,,gen=39_member=4904_pso,50,10630300.0,0.716073,10630263.80682499,0.717796856323998,45186.13101289218,100.67469989672378,44125.36338214286,98.31130961541429,lpr:total_combined:bdpl,1.5446245390838156,7.055375460916184
T_minus_10pct,0.9,1530.0,,gen=47_member=5956_pso,50,12183100.0,0.627514,12183071.266239155,0.6422617002587312,50949.92024342074,113.51642230234141,50854.86246850255,113.30463357982367,lpr:total_combined:bdpl,3.5413202054084048,5.058679794591595
T_minus_10pct,0.9,1530.0,,gen=45_member=5633_pso,50,10052500.0,0.7184,10052464.229952421,0.7195387140343665,43191.05822560805,96.22967772665474,42774.25277119569,95.30103517422398,lpr:total_combined:bdpl,1.3951703278324719,7.204829672167528
T_minus_10pct,0.9,1530.0,,gen=42_member=5374_pso,50,12060700.0,0.662726,12060715.189592736,0.6726962759184065,50808.16226453737,113.20058552538926,50520.26567669265,112.55915192767122,lpr:total_combined:bdpl,3.0044668709832183,5.595533129016781
T_minus_10pct,0.9,1530.0,,gen=48_member=6063_pso,50,11984100.0,0.674935,11984089.021979596,0.6829940255756425,50686.86090154338,112.93032608863865,50056.85481995258,111.52667253885436,lpr:total_combined:bdpl,2.777187406072341,5.822812593927658
T_minus_10pct,0.9,1530.0,,gen=37_member=4733_pso,50,11692900.0,0.69644,11692914.81233409,0.7011985660906035,49794.90136387573,110.94304023871513,48748.25392030278,108.61110973443459,lpr:total_combined:bdpl,2.2774743731633786,6.322525626836621
