member,generation,scenario,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,z_score,parameter_factor,parameter_value,base_parameter_value,probability_weight,parameter_name,parameter_label,parameter_symbol
gen=48_member=8255_pso,50,storage_zminus_1p20,,,0.88,0.1056,18.69207336,18.692080334260165,97.30460953426017,0.907206,1.0157883652690196,7.58421163473098,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=38_member=6443_pso,50,storage_zminus_1p20,,,0.88,0.1056,31.6712428,31.67115470758055,110.28368390758054,2.14746,2.3430926806238395,6.25690731937616,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=47_member=7988_pso,50,storage_zminus_1p20,,,0.88,0.1056,30.769794,30.769795007202468,109.38232420720249,1.94462,2.129304673755912,6.470695326244089,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=37_member=6360_pso,50,storage_zminus_1p20,,,0.88,0.1056,28.05609,28.056013799679008,106.668542999679,1.51193,1.6711473536863115,6.928852646313688,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=48_member=8171_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.994082,34.99403631605541,113.60656551605544,3.20978,3.465274887824924,5.134725112175076,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=45_member=7732_pso,50,storage_zminus_1p20,,,0.88,0.1056,28.232102,28.232171596528566,106.84470079652856,1.52704,1.685213855030396,6.914786144969604,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=35_member=5956_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.0774828,34.07740547464268,112.6899346746427,2.82984,3.0697095562837227,5.530290443716277,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=45_member=7623_pso,50,storage_zminus_1p20,,,0.88,0.1056,26.867897600000003,26.86788661943628,105.48041581943627,1.35875,1.508477124744233,7.091522875255767,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=34_member=5765_pso,50,storage_zminus_1p20,,,0.88,0.1056,30.9233032,30.92338623359191,109.5359154335919,1.98173,2.168374367203288,6.431625632796711,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=38_member=6501_pso,50,storage_zminus_1p20,,,0.88,0.1056,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.525382765569661,6.074617234430338,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=48_member=8203_pso,50,storage_zminus_1p20,,,0.88,0.1056,32.4539392,32.453841272609736,111.06637047260976,2.33521,2.5406689225773573,6.059331077422643,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=47_member=7974_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.0424296,35.04236881028093,113.65489801028092,3.23167,3.4885481719414617,5.111451828058538,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=42_member=7123_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.3967552,34.396745119239434,113.00927431923942,2.95964,3.196207979374971,5.403792020625028,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=30_member=5110_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.3952712,36.39534938259375,115.00787858259372,3.93251,4.21305223755021,4.38694776244979,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=40_member=6879_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.52546,35.52547804840835,114.13800724840836,3.47595,3.744180632077372,4.855819367922628,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=31_member=5217_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.452308,36.4522647735805,115.0647939735805,3.94088,4.223902309432666,4.376097690567334,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=42_member=7215_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.9225632,34.92253563470857,113.53506483470858,3.17583,3.4284852681178277,5.171514731882173,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=37_member=6211_pso,50,storage_zminus_1p20,,,0.88,0.1056,20.6564564,20.656455308041814,99.2689845080418,1.01369,1.1323662013369211,7.467633798663078,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=40_member=6803_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.8223768,33.822321012801254,112.43485021280124,2.72359,2.9517399145152483,5.648260085484751,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=30_member=5155_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.1209288,34.12094915647915,112.73347835647915,2.84803,3.080636804513527,5.519363195486473,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=32_member=5405_pso,50,storage_zminus_1p20,,,0.88,0.1056,27.8664872,27.86653650330677,106.47906570330676,1.47179,1.6292686041766964,6.970731395823304,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=37_member=6224_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.2442864,35.24434680969291,113.85687600969293,3.32624,3.587598438262876,5.012401561737124,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=36_member=6188_pso,50,storage_zminus_1p20,,,0.88,0.1056,26.5450604,26.54503702240775,105.15756622240777,1.34227,1.4880965837792777,7.111903416220722,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=44_member=7508_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.030844,35.030748929325185,113.64327812932515,3.22133,3.477581044771591,5.122418955228408,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=48_member=8233_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.6763692,34.67641402474263,113.28894322474264,3.06245,3.307247684979233,5.292752315020767,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=27_member=4602_pso,50,storage_zminus_1p20,,,0.88,0.1056,31.533998,31.534063129350688,110.1465923293507,2.12737,2.323899800854613,6.276100199145387,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=34_member=5714_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.2895148,35.289422752427136,113.90195195242715,3.37452,3.6273141250977177,4.972685874902282,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=33_member=5592_pso,50,storage_zminus_1p20,,,0.88,0.1056,32.9057776,32.90581117439859,111.5183403743986,2.46009,2.672333904951759,5.927666095048241,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=46_member=7897_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.6601048,34.66001472979494,113.27254392979496,3.05438,3.2975314930444504,5.302468506955549,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=44_member=7516_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.109196,36.10912532430648,114.72165452430647,3.75377,4.028187147487605,4.571812852512394,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=47_member=8023_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.075776,36.0756878960716,114.68821709607164,3.73629,4.009918289070797,4.590081710929202,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=43_member=7367_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.8665668,35.86655852747779,114.4790877274778,3.64645,3.919810051155245,4.680189948844755,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=41_member=6969_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.0139848,34.01408910075473,112.62661830075474,2.81773,3.0567493442592424,5.543250655740757,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=34_member=5825_pso,50,storage_zminus_1p20,,,0.88,0.1056,21.68730744,21.6872977704652,100.2998269704652,1.03166,1.154680150499535,7.445319849500464,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=40_member=6799_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.952641199999995,34.952751930942966,113.56528113094296,3.18988,3.444226360481259,5.15577363951874,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=36_member=6120_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.9581376,35.95802982865704,114.57055902865704,3.68918,3.9610601383237833,4.638939861676216,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=43_member=7295_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.5167708,35.51686845465705,114.12939765465704,3.46262,3.7271885998058303,4.87281140019417,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=37_member=6202_pso,50,storage_zminus_1p20,,,0.88,0.1056,29.7656344,29.765572548609317,108.37810174860932,1.7877,1.962219764743592,6.637780235256408,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=41_member=6991_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.3934888,36.393381324833584,115.00591052483358,3.91812,4.200804477710533,4.3991955222894665,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=34_member=5786_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.6983528,35.69845644451818,114.31098564451818,3.5556,3.8257957313937063,4.774204268606293,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=46_member=7820_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.8603284,35.860377441964175,114.47290664196416,3.63264,3.9039860875161008,4.696013912483899,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=49_member=8399_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.851862,35.85181623963164,114.46434543963164,3.62622,3.8972982915038097,4.70270170849619,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=34_member=5808_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.4961996,36.496093279758526,115.10862247975852,3.95771,4.238662923936795,4.361337076063204,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=43_member=7329_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.9811596,34.981147257172495,113.59367645717248,3.19666,3.451422169634779,5.1485778303652205,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=42_member=7088_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.7903692,35.79047148072272,114.40300068072273,3.60323,3.8742634394575366,4.725736560542464,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=45_member=7708_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.8571336,33.85718549462576,112.46971469462578,2.7429,2.9730970432918897,5.6269029567081095,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=32_member=5495_pso,50,storage_zminus_1p20,,,0.88,0.1056,25.9223344,25.92224315458362,104.5347723545836,1.29931,1.4439999731482696,7.15600002685173,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=41_member=6992_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.8253488,35.82539989519937,114.43792909519937,3.61253,3.882966784210248,4.717033215789751,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=44_member=7474_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.6065592,35.60659604089044,114.21912524089043,3.50006,3.768431527027543,4.831568472972457,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=38_member=6529_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.6110888,34.611036113818564,113.22356531381855,3.04111,3.2834850670611826,5.3165149329388175,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=38_member=6418_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.4430976,34.44301031817496,113.05553951817495,2.97833,3.2161417829905994,5.383858217009401,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=42_member=7193_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.445622,33.44556490244684,112.05809410244684,2.62386,2.846446663319766,5.753553336680234,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=40_member=6846_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.0759968,33.07610629167887,111.68863549167888,2.5122,2.7289176805859907,5.871082319414009,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=42_member=7137_pso,50,storage_zminus_1p20,,,0.88,0.1056,31.7997984,31.799870105395676,110.41239930539568,2.16651,2.364315952010479,6.235684047989521,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=41_member=6951_pso,50,storage_zminus_1p20,,,0.88,0.1056,31.7882128,31.788273688982024,110.40080288898204,2.16614,2.3615138008648944,6.238486199135105,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=44_member=7514_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.4076724,34.40775328560086,113.02028248560086,2.96984,3.208492181323517,5.391507818676482,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=26_member=4423_pso,50,storage_zminus_1p20,,,0.88,0.1056,32.826238,32.826298754166096,111.43882795416609,2.44423,2.6556150033305213,5.944384996669479,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=30_member=5151_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.297462,36.2973927021264,114.9099219021264,3.85519,4.13297503804027,4.46702496195973,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=36_member=6144_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.510606,34.510550189225945,113.12307938922596,3.00686,3.2465638739339338,5.353436126066066,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=41_member=6946_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.683425199999995,35.683385394119824,114.29591459411984,3.5443,3.813354651443268,4.786645348556732,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=43_member=7239_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.7208556,35.72083483075705,114.33336403075704,3.56889,3.839434172878159,4.760565827121841,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=20_member=3413_pso,50,storage_zminus_1p20,,,0.88,0.1056,32.9545708,32.95461211746549,111.5671413174655,2.47644,2.689913964755732,5.910086035244268,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=35_member=5913_pso,50,storage_zminus_1p20,,,0.88,0.1056,21.26195996,21.261970620979778,99.87449982097976,1.01633,1.1373856079516242,7.462614392048375,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=47_member=7945_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.610420399999995,34.610460392456865,113.22298959245688,3.03486,3.2766678754233824,5.323332124576617,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=31_member=5214_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.4428012,35.44276706150495,114.05529626150496,3.42253,3.6884774788397023,4.911522521160297,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=35_member=5893_pso,50,storage_zminus_1p20,,,0.88,0.1056,16.002053,16.002041893722712,94.61457109372272,0.813288,0.9105180924134488,7.689481907586551,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=42_member=7082_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.697386,33.697411190937146,112.30994039093714,2.69841,2.9251781024523718,5.674821897547629,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=44_member=7534_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.346848,34.34682017838482,112.95934937838484,2.93385,3.170324902852206,5.429675097147793,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=45_member=7645_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.619036,35.61911037390231,114.23163957390231,3.51669,3.785178343347176,4.814821656652824,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=39_member=6590_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.736378,36.73640015568762,115.3489293556876,4.09121,4.377007088497065,4.222992911502935,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=38_member=6398_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.0974612,35.09741973001883,113.70994893001884,3.25449,3.512357767955778,5.087642232044222,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=45_member=7594_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.3103844,36.31039554746737,114.9229247474674,3.8606,4.138413771700551,4.461586228299448,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=48_member=8227_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.9072636,33.90734269461019,112.51987189461022,2.7553,2.986412707288401,5.613587292711598,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=30_member=5150_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.47793,36.47794126781239,115.0904704678124,3.95517,4.236245724129901,4.3637542758700985,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=49_member=8327_pso,50,storage_zminus_1p20,,,0.88,0.1056,30.106964,30.10695679161178,108.7194859916118,1.80674,1.983909965741664,6.616090034258336,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=43_member=7261_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.4863208,34.48623759426499,113.098766794265,2.98936,3.227880548113905,5.372119451886094,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=36_member=6133_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.8721368,35.87203034437702,114.48455954437703,3.65379,3.9255798565604128,4.674420143439587,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=41_member=6892_pso,50,storage_zminus_1p20,,,0.88,0.1056,29.7658572,29.76585730134148,108.37838650134148,1.79322,1.9680045172192,6.6319954827808,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=47_member=8012_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,3.97428931089476,4.625710689105239,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=47_member=7966_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.7234536,33.72345101193558,112.3359802119356,2.70123,2.928019498393656,5.671980501606344,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=49_member=8363_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.4777808,35.477807888172215,114.09033708817222,3.43975,3.704071068400369,4.895928931599631,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=44_member=7456_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.4550552,35.454985598383615,114.0675147983836,3.43116,3.697393902072961,4.902606097927039,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=40_member=6804_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.5288756,34.528979791643806,113.14150899164382,3.01687,3.2566228654493883,5.343377134550611,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=38_member=6471_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.0604764,35.06049322067706,113.67302242067706,3.24426,3.501786876095164,5.098213123904836,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=22_member=3634_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.4875084,33.48751472965719,112.1000439296572,2.63496,2.857875252344921,5.742124747655079,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=44_member=7539_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.0109412,36.01086498046887,114.62339418046886,3.71574,3.9885570341185854,4.611442965881414,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=49_member=8356_pso,50,storage_zminus_1p20,,,0.88,0.1056,32.883720399999994,32.88362932713905,111.49615852713904,2.45508,2.6673087520294883,5.932691247970512,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=46_member=7849_pso,50,storage_zminus_1p20,,,0.88,0.1056,33.7256816,33.7256272553146,112.3381564553146,2.71464,2.9422267181574906,5.657773281842509,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=42_member=7200_pso,50,storage_zminus_1p20,,,0.88,0.1056,35.3322924,35.33222140569574,113.94475060569572,3.37515,3.638845782660143,4.961154217339857,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=38_member=6459_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.7359324,36.73590992805043,115.34843912805044,4.07908,4.364325774219733,4.235674225780267,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=40_member=6838_pso,50,storage_zminus_1p20,,,0.88,0.1056,27.5438728,27.54385585819388,106.15638505819388,1.42018,1.571457881346488,7.028542118653512,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=35_member=5994_pso,50,storage_zminus_1p20,,,0.88,0.1056,34.683276,34.68326987798987,113.29579907798986,3.07603,3.322606517785341,5.277393482214658,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=39_member=6670_pso,50,storage_zminus_1p20,,,0.88,0.1056,32.435669600000004,32.43577512726643,111.04830432726642,2.33137,2.536480685524882,6.063519314475117,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
gen=48_member=8120_pso,50,storage_zminus_1p20,,,0.88,0.1056,36.0494856,36.049477181493145,114.66200638149316,3.72385,3.996884091881925,4.603115908118075,-1.2,0.88,0.1056,0.12,0.079811408240092,storage,Storage,S
