member,generation,ag_receipts_archive,fish_prob_archive,ag_receipts_reeval,fish_prob_reeval,raw_total_pumping_archive_gpm,raw_total_pumping_reeval_gpm,raw_total_pumping_archive_cfs,raw_total_pumping_reeval_cfs,effective_total_pumping_archive_gpm,effective_total_pumping_reeval_gpm,effective_total_pumping_archive_cfs,effective_total_pumping_reeval_cfs,depletion_archive_cfs,streamflow_archive_cfs,depletion_reeval_cfs,streamflow_reeval_cfs
gen=31_member=3921_pso,50,12113900.0,0.648713,12113891.248633971,0.6487131488428448,50758.519707847816,50758.519707847816,113.08998190908493,113.08998190908493,50541.739414484626,50541.739414484626,112.60699541547174,112.60699541547174,3.432259262983702,5.167740737016297,3.432259262983702,5.167740737016297
gen=44_member=5545_pso,50,11598800.0,0.700704,11598815.43768315,0.7007039732045743,48922.10128165834,48922.10128165834,108.99844165553478,108.99844165553478,48203.08537435674,48203.08537435674,107.39647421406681,107.39647421406681,2.2931497480897933,6.306850251910206,2.2931497480897933,6.306850251910206
gen=39_member=4943_pso,50,11638200.0,0.698899,11638206.369778983,0.6988987398250707,49553.62611216778,49553.62611216778,110.40547897790981,110.40547897790981,48263.5673686528,48263.5673686528,107.53122809735844,107.53122809735844,2.350363895023021,6.249636104976979,2.350363895023021,6.249636104976979
gen=34_member=4333_pso,50,11563700.0,0.701354,11563663.491177239,0.70135445111761,49190.64059163448,49190.64059163448,109.59674723816163,109.59674723816163,48020.76320158239,48020.76320158239,106.99026041312557,106.99026041312557,2.272533832543477,6.327466167456523,2.272533832543477,6.327466167456523
gen=46_member=5865_pso,50,10532800.0,0.716666,10532832.151348412,0.7166655059570326,44588.28472863733,44588.28472863733,99.34269837540397,99.34269837540397,43900.42570084892,43900.42570084892,97.8101484614914,97.8101484614914,1.62346913807003,6.9765308619299695,1.6234691380700301,6.9765308619299695
gen=35_member=4371_pso,50,11707200.0,0.696196,11707227.059533695,0.6961955336508473,49103.908059944864,49103.908059944864,109.40350715755716,109.40350715755716,48760.57446755105,48760.57446755105,108.63855991370374,108.63855991370374,2.4360379341798524,6.163962065820147,2.4360379341798524,6.163962065820147
gen=39_member=4906_pso,50,11134300.0,0.710422,11134328.034844197,0.7104217989274334,47578.77914141552,47578.77914141552,106.00551992707378,106.00551992707378,46071.3940281057,46071.3940281057,102.6470658946195,102.6470658946195,1.9250045537733649,6.674995446226635,1.9250045537733647,6.674995446226635
gen=47_member=5999_pso,50,10584600.0,0.716506,10584561.410868496,0.7165056598297174,45172.36751059882,45172.36751059882,100.64403481361417,100.64403481361417,43991.90226940192,43991.90226940192,98.01395825622748,98.01395825622748,1.631188793752154,6.968811206247846,1.631188793752154,6.968811206247846
gen=42_member=5333_pso,50,10737100.0,0.714956,10737093.054913322,0.7149561496832161,45512.1533406996,45512.1533406996,101.40107764307871,101.40107764307871,44447.611060534735,44447.611060534735,99.02927744287139,99.02927744287139,1.7060212905279992,6.893978709472,1.7060212905279992,6.893978709472
gen=46_member=5794_pso,50,11924600.0,0.682557,11924617.05125353,0.6825572480794769,49682.41356246758,49682.41356246758,110.69241741717775,110.69241741717775,49427.09624546203,49427.09624546203,110.1235704348894,110.1235704348894,2.786827430244407,5.813172569755593,2.786827430244407,5.813172569755593
gen=43_member=5487_pso,50,12067400.0,0.661074,12067409.117305875,0.6610737098129726,50562.666453056096,50562.666453056096,112.65362085740898,112.65362085740898,50537.27173193039,50537.27173193039,112.59704141874091,112.59704141874091,3.2233055046572927,5.376694495342707,3.2233055046572927,5.376694495342707
gen=30_member=3743_pso,50,10742800.0,0.714799,10742769.128613207,0.7147994499908987,45646.324483692624,45646.324483692624,101.70001094966716,101.70001094966716,44378.07642666707,44378.07642666707,98.87435427861422,98.87435427861422,1.713588991356934,6.886411008643066,1.713588991356934,6.886411008643066
gen=39_member=4904_pso,50,10630300.0,0.716073,10630263.80682499,0.7160731881327753,45186.13101289218,45186.13101289218,100.67469989672378,100.67469989672378,44125.36338214286,44125.36338214286,98.31130961541429,98.31130961541429,1.652074708529888,6.947925291470112,1.6520747085298877,6.947925291470112
gen=47_member=5956_pso,50,12183100.0,0.627514,12183071.266239155,0.6275136307375955,50949.92024342074,50949.92024342074,113.51642230234141,113.51642230234141,50854.86246850255,50854.86246850255,113.30463357982367,113.30463357982367,3.747697991113233,4.852302008886767,3.747697991113233,4.852302008886767
gen=45_member=5633_pso,50,10052500.0,0.7184,10052464.229952421,0.7183999358013387,43191.05822560805,43191.05822560805,96.22967772665474,96.22967772665474,42774.25277119569,42774.25277119569,95.30103517422398,95.30103517422398,1.4928793436690044,7.107120656330995,1.4928793436690044,7.107120656330995
gen=42_member=5374_pso,50,12060700.0,0.662726,12060715.189592736,0.6627264599881645,50808.16226453737,50808.16226453737,113.20058552538926,113.20058552538926,50520.26567669265,50520.26567669265,112.55915192767122,112.55915192767122,3.1953659668389367,5.404634033161063,3.1953659668389367,5.404634033161063
gen=48_member=6063_pso,50,11984100.0,0.674935,11984089.021979596,0.6749350871189527,50686.86090154338,50686.86090154338,112.93032608863865,112.93032608863865,50056.85481995258,50056.85481995258,111.52667253885436,111.52667253885436,2.955054540266959,5.644945459733041,2.955054540266959,5.644945459733041
gen=37_member=4733_pso,50,11692900.0,0.69644,11692914.81233409,0.6964396627420671,49794.90136387573,49794.90136387573,110.94304023871513,110.94304023871513,48748.25392030278,48748.25392030278,108.61110973443459,108.61110973443459,2.428300631150606,6.171699368849394,2.428300631150606,6.171699368849394
gen=38_member=4788_pso,50,12107000.0,0.64925,12107032.78287132,0.6492495817134613,50838.0282661453,50838.0282661453,113.26712697697172,113.26712697697172,50549.15545890157,50549.15545890157,112.6235183624327,112.6235183624327,3.423190931483538,5.176809068516462,3.423190931483538,5.176809068516462
gen=42_member=5267_pso,50,11624000.0,0.698994,11624016.320151795,0.6989939703239986,49374.311990781556,49374.311990781556,110.0059671154613,110.0059671154613,48229.59089885325,48229.59089885325,107.45552852264503,107.45552852264503,2.34734570811154,6.25265429188846,2.34734570811154,6.25265429188846
gen=46_member=5801_pso,50,12128900.0,0.644216,12128869.131304957,0.644216331104358,50817.75993013832,50817.75993013832,113.22196912434818,113.22196912434818,50772.09331393344,50772.09331393344,113.1202239034437,113.1202239034437,3.5082774120981726,5.0917225879018275,3.5082774120981726,5.0917225879018275
gen=47_member=5934_pso,50,12214400.0,0.617987,12214365.004216783,0.6179866602388745,51089.75653112735,51089.75653112735,113.82797755135174,113.82797755135174,51089.75653112735,51089.75653112735,113.82797755135174,113.82797755135174,3.872476534630727,4.727523465369273,3.8724765346307266,4.7275234653692735
gen=40_member=5041_pso,50,10773400.0,0.714662,10773385.543513425,0.7146617545581112,45911.66320015842,45911.66320015842,102.29118560995296,102.29118560995296,44777.123591647796,44777.123591647796,99.76343136219128,99.76343136219128,1.7202388949108955,6.879761105089104,1.7202388949108955,6.879761105089104
gen=44_member=5596_pso,50,11129300.0,0.710806,11129305.094874427,0.7108061392991337,46326.48433354849,46326.48433354849,103.21540709514603,103.21540709514603,46042.22206637733,46042.22206637733,102.5820707638887,102.5820707638887,1.9064431073117016,6.693556892688298,1.9064431073117016,6.693556892688298
gen=46_member=5800_pso,50,10266700.0,0.717862,10266732.962909713,0.7178621007197982,43830.81669688098,43830.81669688098,97.65505960065083,97.65505960065083,43267.22125075295,43267.22125075295,96.39936894667757,96.39936894667757,1.5390264643071996,7.0609735356928,1.5390264643071996,7.0609735356928
90,50,12416100.0,0.556633,12416131.199367564,0.5566328473213152,52367.2352406157,52367.2352406157,116.67420011609178,116.67420011609178,52367.2352406157,52367.2352406157,116.67420011609178,116.67420011609178,4.575221592925796,4.024778407074203,4.5752215929257956,4.024778407074204
8,50,12404500.0,0.556712,12404528.288386147,0.5567115758856632,52432.08592469255,52432.08592469255,116.81868744021499,116.81868744021499,52432.08592469255,52432.08592469255,116.81868744021499,116.81868744021499,4.574370940926311,4.0256290590736885,4.574370940926311,4.0256290590736885
gen=47_member=5927_pso,50,12191700.0,0.623739,12191693.59369932,0.623738553752266,50892.77888623762,50892.77888623762,113.3891113585374,113.3891113585374,50864.275180965094,50864.275180965094,113.32560510319023,113.32560510319023,3.797141684463503,4.802858315536497,3.797141684463503,4.802858315536497
gen=23_member=2880_pso,50,12086100.0,0.651425,12086117.93737263,0.6514247996527707,50685.30030794859,50685.30030794859,112.92684908610946,112.92684908610946,50513.65277696667,50513.65277696667,112.54441838708175,112.54441838708175,3.3864191405675586,5.213580859432441,3.3864191405675586,5.213580859432441
gen=45_member=5694_pso,50,11937100.0,0.681248,11937082.887701936,0.6812476072239025,49824.64404995597,49824.64404995597,111.0093069433019,111.0093069433019,49490.96174587519,49490.96174587519,110.26586276980991,110.26586276980991,2.8157322378759657,5.784267762124034,2.8157322378759657,5.784267762124034
gen=33_member=4157_pso,50,12187200.0,0.625142,12187167.117334038,0.6251423087652561,51187.975454635576,51187.975454635576,114.04680931292806,114.04680931292806,50849.17018404211,50849.17018404211,113.29195117004582,113.29195117004582,3.77875614354052,4.82124385645948,3.7787561435405195,4.82124385645948
gen=39_member=4884_pso,50,11680400.0,0.697022,11680425.995853443,0.6970224928409644,49254.57549238486,49254.57549238486,109.73919419703346,109.73919419703346,48559.45242309004,48559.45242309004,108.19045999864461,108.19045999864461,2.409828710957895,6.190171289042105,2.409828710957895,6.190171289042105
gen=43_member=5440_pso,50,12121100.0,0.647192,12121098.886050921,0.6471922669367052,50835.08313646425,50835.08313646425,113.26056522804235,113.26056522804235,50621.75583412206,50621.75583412206,112.78527199842394,112.78527199842394,3.4579695839817983,5.142030416018201,3.4579695839817983,5.142030416018201
gen=33_member=4206_pso,50,11551100.0,0.701567,11551056.819824193,0.7015666582040447,48667.510880842834,48667.510880842834,108.43121424251783,108.43121424251783,47816.250315878584,47816.250315878584,106.53460570377749,106.53460570377749,2.2658082492690945,6.334191750730906,2.265808249269094,6.334191750730906
gen=48_member=6130_pso,50,11497500.0,0.703325,11497486.999720298,0.7033247715123476,48519.73772520262,48519.73772520262,108.10197565175143,108.10197565175143,47653.76048447941,47653.76048447941,106.17257835942013,106.17257835942013,2.2100875018640367,6.389912498135963,2.210087501864037,6.3899124981359625
gen=40_member=5021_pso,50,12103200.0,0.650633,12103213.1286555,0.6506332046488428,51356.81714081211,51356.81714081211,114.42298858972939,114.42298858972939,50538.80335523818,50538.80335523818,112.60045387547066,112.60045387547066,3.3998009564530096,5.20019904354699,3.3998009564530096,5.20019904354699
gen=45_member=5738_pso,50,10894900.0,0.713643,10894885.825538045,0.7136427207472469,45530.41708116328,45530.41708116328,101.44176925683179,101.44176925683179,44923.50650222009,44923.50650222009,100.08957248694635,100.08957248694635,1.7694524121880564,6.830547587811943,1.7694524121880564,6.830547587811943
gen=27_member=3377_pso,50,12186900.0,0.625766,12186931.25762333,0.625766171791428,50945.06918245952,50945.06918245952,113.5056141385198,113.5056141385198,50866.95776489414,50866.95776489414,113.33158190018415,113.33158190018415,3.7705851599344937,4.829414840065506,3.7705851599344937,4.829414840065506
gen=46_member=5826_pso,50,12186100.0,0.627088,12186064.810103523,0.6270884887803406,50982.68793573881,50982.68793573881,113.58942872082606,113.58942872082606,50864.647947326586,50864.647947326586,113.32643562664363,113.32643562664363,3.7532662453889825,4.846733754611018,3.753266245388982,4.846733754611018
gen=41_member=5141_pso,50,11030000.0,0.711812,11029968.090569744,0.7118124085109114,46670.83927397202,46670.83927397202,103.98262990240966,103.98262990240966,45764.1445725456,45764.1445725456,101.96251410763159,101.96251410763159,1.8578460473208287,6.742153952679171,1.8578460473208291,6.74215395267917
gen=29_member=3677_pso,50,11489400.0,0.703344,11489410.323236927,0.703343864315409,48245.40350903176,48245.40350903176,107.49075901812276,107.49075901812276,47672.920123003445,47672.920123003445,106.21526603405167,106.21526603405167,2.209482384291916,6.390517615708084,2.209482384291916,6.390517615708084
gen=35_member=4441_pso,50,12097700.0,0.650754,12097747.115144044,0.6507538051162439,50601.79755350265,50601.79755350265,112.7408049492039,112.7408049492039,50516.3430693612,50516.3430693612,112.55041235853676,112.55041235853676,3.397762220429597,5.202237779570403,3.397762220429597,5.202237779570403
gen=31_member=3912_pso,50,11666300.0,0.697443,11666347.56033951,0.6974427956900187,49118.4329153273,49118.4329153273,109.43586853534921,109.43586853534921,48526.83479974014,48526.83479974014,108.11778793382103,108.11778793382103,2.3965078466113363,6.203492153388663,2.3965078466113363,6.203492153388663
gen=44_member=5517_pso,50,12132500.0,0.643292,12132464.82691212,0.6432922308365611,51456.49456959809,51456.49456959809,114.64506990106455,114.64506990106455,50794.287641190014,50794.287641190014,113.16967286457135,113.16967286457135,3.523899213122679,5.076100786877321,3.523899213122679,5.076100786877321
gen=49_member=6177_pso,50,12138900.0,0.642618,12138871.541597325,0.6426184770272728,50825.8835101407,50825.8835101407,113.24006846059348,113.24006846059348,50801.76609991204,50801.76609991204,113.18633487060403,113.18633487060403,3.5352889381503494,5.06471106184965,3.5352889381503494,5.06471106184965
gen=44_member=5611_pso,50,11923800.0,0.68319,11923767.054962939,0.6831898003872626,49891.114152183596,49891.114152183596,111.15740233106504,111.15740233106504,49430.9234601053,49430.9234601053,110.13209746911461,110.13209746911461,2.7728665014175293,5.82713349858247,2.772866501417529,5.827133498582471
gen=35_member=4426_pso,50,12009300.0,0.66959,12009325.101516692,0.669589732775445,50272.83216736466,50272.83216736466,112.00787006888845,112.00787006888845,50272.83216736466,50272.83216736466,112.00787006888845,112.00787006888845,3.0730307307347253,5.526969269265274,3.0730307307347253,5.526969269265274
gen=25_member=3126_pso,50,11880600.0,0.687242,11880589.469000075,0.6872416129736483,49706.3042309079,49706.3042309079,110.7456458264628,110.7456458264628,49291.21269141708,49291.21269141708,109.82082187647725,109.82082187647725,2.683439798768392,5.916560201231608,2.6834397987683913,5.916560201231608
gen=36_member=4525_pso,50,11173400.0,0.709924,11173377.904344108,0.7099241166233876,46765.35983396837,46765.35983396837,104.19322171008152,104.19322171008152,46266.519971233356,46266.519971233356,103.08180649590791,103.08180649590791,1.9490397687069332,6.650960231293066,1.9490397687069334,6.650960231293066
gen=47_member=5916_pso,50,11938700.0,0.681121,11938697.818192918,0.6811207141324473,49794.69939162476,49794.69939162476,110.94259024453996,110.94259024453996,49495.352919661775,49495.352919661775,110.27564630500643,110.27564630500643,2.818532868585274,5.7814671314147255,2.818532868585274,5.7814671314147255
gen=37_member=4683_pso,50,11669800.0,0.697204,11669824.724862162,0.6972040802568173,48673.953149886016,48673.953149886016,108.44556761794604,108.44556761794604,48585.14827481801,48585.14827481801,108.24771035629453,108.24771035629453,2.4040735719216904,6.195926428078309,2.4040735719216904,6.195926428078309
gen=30_member=3767_pso,50,12001400.0,0.670255,12001377.210174264,0.670254954827148,50548.11932642426,50548.11932642426,112.62120985927325,112.62120985927325,50242.449031244745,50242.449031244745,111.94017644161329,111.94017644161329,3.058348754867139,5.541651245132861,3.058348754867139,5.541651245132861
gen=41_member=5185_pso,50,11449100.0,0.705422,11449096.778256543,0.705421553325665,48486.720972743366,48486.720972743366,108.02841432727222,108.02841432727222,47453.85902728026,47453.85902728026,105.72719791278043,105.72719791278043,2.1436331674183515,6.456366832581648,2.1436331674183515,6.456366832581648
gen=40_member=5102_pso,50,12208700.0,0.61827,12208710.648241015,0.6182699186052586,51061.80412640587,51061.80412640587,113.76569959363228,113.76569959363228,51061.80412640587,51061.80412640587,113.76569959363228,113.76569959363228,3.8687665864996497,4.73123341350035,3.86876658649965,4.73123341350035
gen=40_member=5107_pso,50,12124500.0,0.647188,12124489.979887124,0.6471876609874609,50849.12766349434,50849.12766349434,113.2918564342654,113.2918564342654,50630.82800675064,50630.82800675064,112.80548479904043,112.80548479904043,3.4580474469855527,5.1419525530144465,3.4580474469855527,5.1419525530144465
gen=36_member=4597_pso,50,12067700.0,0.660395,12067736.32117229,0.6603953897960401,51057.747764340544,51057.747764340544,113.75666201895073,113.75666201895073,50541.95907510031,50541.95907510031,112.60748481932349,112.60748481932349,3.234772420861874,5.365227579138125,3.2347724208618747,5.365227579138125
gen=43_member=5401_pso,50,12002800.0,0.670056,12002793.896778665,0.6700559875631963,50410.158340373324,50410.158340373324,112.31383278235177,112.31383278235177,50198.64970178832,50198.64970178832,111.84259153558438,111.84259153558438,3.0627401194653223,5.537259880534677,3.0627401194653223,5.537259880534677
gen=34_member=4241_pso,50,12130700.0,0.643917,12130735.362367615,0.6439173730976578,51374.07002860749,51374.07002860749,114.4614280237375,114.4614280237375,50782.20974221339,50782.20974221339,113.14276330565143,113.14276330565143,3.5133312603201694,5.08666873967983,3.5133312603201694,5.08666873967983
gen=41_member=5136_pso,50,10406500.0,0.717487,10406546.441500314,0.717487209115701,43931.72374076148,43931.72374076148,97.87988049441658,97.87988049441658,43609.560802630964,43609.560802630964,97.16210146826178,97.16210146826178,1.5711927708094906,7.028807229190509,1.5711927708094908,7.028807229190509
gen=30_member=3730_pso,50,12140000.0,0.641959,12140045.72221974,0.6419594591909595,51075.04584032901,51075.04584032901,113.79520213225304,113.79520213225304,50815.44517450234,50815.44517450234,113.21681184879121,113.21681184879121,3.5464295533727976,5.053570446627202,3.5464295533727976,5.053570446627202
gen=26_member=3274_pso,50,12038900.0,0.665819,12038850.4455638,0.6658189137501658,50639.3413163918,50639.3413163918,112.82445245292094,112.82445245292094,50304.87921352462,50304.87921352462,112.07927088773285,112.07927088773285,3.143088417496115,5.456911582503885,3.143088417496115,5.456911582503885
gen=27_member=3397_pso,50,12071700.0,0.660095,12071654.496071892,0.6600954917705697,50981.96316968758,50981.96316968758,113.58781394206393,113.58781394206393,50552.867655833994,50552.867655833994,112.63178913719814,112.63178913719814,3.2398421599852165,5.360157840014783,3.2398421599852165,5.360157840014783
gen=35_member=4358_pso,50,12204700.0,0.618623,12204661.884933073,0.6186225522286454,51106.48412393821,51106.48412393821,113.86524662813433,113.86524662813433,51009.814886034575,51009.814886034575,113.64986756608504,113.64986756608504,3.8641480028767226,4.735851997123277,3.8641480028767226,4.735851997123277
gen=39_member=4886_pso,50,12044000.0,0.665732,12044004.390030988,0.6657318747236284,50491.711318747475,50491.711318747475,112.49553281816937,112.49553281816937,50342.93282698114,50342.93282698114,112.16405433851398,112.16405433851398,3.1445598015020697,5.45544019849793,3.1445598015020697,5.45544019849793
gen=44_member=5592_pso,50,12203600.0,0.618851,12203605.6103388,0.6188505892296975,51092.96853954465,51092.96853954465,113.83513390610548,113.83513390610548,51061.40909363768,51061.40909363768,113.76481946062475,113.76481946062475,3.8611613110565695,4.73883868894343,3.86116131105657,4.73883868894343
gen=38_member=4844_pso,50,12142000.0,0.641745,12141958.442525955,0.6417452436507985,50941.33531657965,50941.33531657965,113.49729508533946,113.49729508533946,50823.455622000954,50823.455622000954,113.23465912581813,113.23465912581813,3.5500508406522946,5.049949159347705,3.550050840652294,5.0499491593477055
gen=42_member=5368_pso,50,12047200.0,0.665633,12047226.813034713,0.6656328438976323,50988.90270934845,50988.90270934845,113.60327523642833,113.60327523642833,50307.04728986295,50307.04728986295,112.08410136181466,112.08410136181466,3.146233905398492,5.453766094601508,3.1462339053984913,5.453766094601509
gen=41_member=5212_pso,50,12074000.0,0.659863,12074040.299001968,0.6598630848769318,50894.43854761299,50894.43854761299,113.39280908408173,113.39280908408173,50560.45217337479,50560.45217337479,112.64868744227903,112.64868744227903,3.243770969851043,5.356229030148956,3.243770969851043,5.356229030148956
gen=46_member=5787_pso,50,12049200.0,0.665563,12049204.249162452,0.6655631923487528,50381.152569186444,50381.152569186444,112.2492079241474,112.2492079241474,50349.292689661954,50349.292689661954,112.17822411256682,112.17822411256682,3.147411356239661,5.452588643760339,3.1474113562396613,5.452588643760338
gen=47_member=5970_pso,50,12075000.0,0.659832,12074981.120001724,0.6598321089296924,50713.11596487974,50713.11596487974,112.98882236975206,112.98882236975206,50559.08338774511,50559.08338774511,112.64563778789609,112.64563778789609,3.2442946144177465,5.355705385582253,3.2442946144177465,5.355705385582253
gen=50_member=6375_pso,50,12295700.0,0.582721,12295746.208614845,0.5827213394112062,51477.2567191637,51477.2567191637,114.69132797029671,114.69132797029671,51477.2567191637,51477.2567191637,114.69132797029671,114.69132797029671,4.293338795448332,4.306661204551667,4.293338795448333,4.306661204551666
gen=50_member=6314_pso,50,12219200.0,0.616249,12219242.960929338,0.6162493056564763,51108.100000000006,51108.100000000006,113.86884680000001,113.86884680000001,51108.100000000006,51108.100000000006,113.86884680000001,113.86884680000001,3.895231362557841,4.704768637442159,3.895231362557841,4.704768637442159
gen=50_member=6331_pso,50,12250500.0,0.600795,12250481.385280203,0.6007954444173293,51229.27664652902,51229.27664652902,114.13882836846665,114.13882836846665,51189.651842018546,51189.651842018546,114.05054430401732,114.05054430401732,4.097636764925896,4.502363235074104,4.097636764925896,4.502363235074104
gen=50_member=6311_pso,50,12149400.0,0.639509,12149374.420328459,0.6395089291111404,50943.69444447454,50943.69444447454,113.50255122228927,113.50255122228927,50840.12644413603,50840.12644413603,113.27180171753508,113.27180171753508,3.58785546205992,5.012144537940079,3.58785546205992,5.012144537940079
gen=50_member=6307_pso,50,9981370.0,0.718653,9981373.38209072,0.7186533706371289,43752.64310475318,43752.64310475318,97.48088883739008,97.48088883739008,42375.601402361644,42375.601402361644,94.41283992446174,94.41283992446174,1.4711342245004395,7.12886577549956,1.4711342245004395,7.12886577549956
gen=50_member=6332_pso,50,11222500.0,0.709503,11222480.829753874,0.709502877333777,47077.84871533011,47077.84871533011,104.88944693775548,104.88944693775548,46464.529875399385,46464.529875399385,103.52297256238982,103.52297256238982,1.9693832223156864,6.630616777684313,1.9693832223156864,6.630616777684313
gen=50_member=6369_pso,50,10816200.0,0.714409,10816152.42359839,0.7144087871515501,45326.84803553662,45326.84803553662,100.98821742317558,100.98821742317558,44806.315606127355,44806.315606127355,99.82847117045175,99.82847117045175,1.7324557769226856,6.867544223077314,1.7324557769226856,6.867544223077314
gen=50_member=6392_pso,50,10988800.0,0.712623,10988818.450383374,0.7126225097149498,46401.29951110389,46401.29951110389,103.38209531073947,103.38209531073947,45639.441190947065,45639.441190947065,101.68467497343006,101.68467497343006,1.8187227825418355,6.781277217458165,1.8187227825418355,6.781277217458165
gen=50_member=6378_pso,50,11022800.0,0.712066,11022782.803294366,0.7120658886858616,46236.0318934091,46236.0318934091,103.01387905851547,103.01387905851547,45780.544156578704,45780.544156578704,101.99905238085735,101.99905238085735,1.8456044015223,6.7543955984777,1.8456044015222999,6.7543955984777
gen=50_member=6337_pso,50,12024000.0,0.668505,12024025.732677821,0.6685050693066373,50701.722188745116,50701.722188745116,112.96343703652411,112.96343703652411,50210.12362714249,50210.12362714249,111.86815544127347,111.86815544127347,3.0969701098228315,5.503029890177168,3.0969701098228315,5.503029890177168
gen=50_member=6333_pso,50,11046600.0,0.711612,11046597.887337454,0.7116120537700265,46399.3412240379,46399.3412240379,103.37773224715643,103.37773224715643,45873.557837677174,45873.557837677174,102.20628686234474,102.20628686234474,1.867522037849292,6.732477962150708,1.867522037849292,6.732477962150708
gen=50_member=6385_pso,50,10736300.0,0.715054,10736330.109125491,0.7150544125320408,44989.937994704,44989.937994704,100.2375818522005,100.2375818522005,44397.263235323626,44397.263235323626,98.91710248830104,98.91710248830104,1.7012757557314309,6.898724244268569,1.7012757557314309,6.898724244268569
