member,generation,ag_receipts_archive,fish_prob_archive,ag_receipts_reeval,fish_prob_reeval,raw_total_pumping_archive_gpm,raw_total_pumping_reeval_gpm,raw_total_pumping_archive_cfs,raw_total_pumping_reeval_cfs,effective_total_pumping_archive_gpm,effective_total_pumping_reeval_gpm,effective_total_pumping_archive_cfs,effective_total_pumping_reeval_cfs,depletion_archive_cfs,streamflow_archive_cfs,depletion_reeval_cfs,streamflow_reeval_cfs
gen=44_member=5537_pso,50,10636200.0,0.715586,10636170.166640699,0.7155863642699917,45169.2898288748,45169.2898288748,100.63717773873304,100.63717773873304,44280.52405169593,44280.52405169593,98.65700758717853,98.65700758717853,1.675585522721344,6.924414477278655,1.675585522721344,6.924414477278655
gen=46_member=5774_pso,50,12198800.0,0.623458,12198824.129546277,0.6234579458355287,51031.70882205056,51031.70882205056,113.69864725552864,113.69864725552864,51031.70882205056,51031.70882205056,113.69864725552864,113.69864725552864,3.800816918595344,4.799183081404656,3.8008169185953444,4.799183081404655
gen=37_member=4723_pso,50,11316900.0,0.708149,11316939.89607805,0.7081493738333254,47958.33587102356,47958.33587102356,106.8511723206405,106.8511723206405,46911.033225908424,46911.033225908424,104.51778202732396,104.51778202732396,2.034749716728347,6.565250283271652,2.034749716728347,6.565250283271652
gen=45_member=5711_pso,50,10701000.0,0.715537,10701015.255649135,0.7155369992812936,44962.49060320653,44962.49060320653,100.17642906394414,100.17642906394414,44382.095728658474,44382.095728658474,98.88330928345108,98.88330928345108,1.677969569941643,6.922030430058356,1.677969569941643,6.922030430058356
gen=29_member=3643_pso,50,11063400.0,0.711087,11063367.898928545,0.7110874703211161,46773.04844914237,46773.04844914237,104.2103519446892,104.2103519446892,45939.598395335444,45939.598395335444,102.35342522480737,102.35342522480737,1.8928564245507165,6.707143575449283,1.8928564245507165,6.707143575449283
gen=28_member=3493_pso,50,12010000.0,0.668784,12010002.111146484,0.6687843192866332,50587.18777954187,50587.18777954187,112.70825437281928,112.70825437281928,50262.96022798913,50262.96022798913,111.98587538795978,111.98587538795978,3.090806842299113,5.509193157700887,3.090806842299113,5.509193157700887
gen=39_member=4935_pso,50,11281500.0,0.708428,11281519.05267382,0.7084276249558883,47746.93364863757,47746.93364863757,106.3801681691645,106.3801681691645,46654.0946465578,46654.0946465578,103.94532287253078,103.94532287253078,2.0213117755318537,6.578688224468146,2.0213117755318537,6.578688224468146
gen=44_member=5540_pso,50,12269800.0,0.591573,12269791.265440106,0.5915726667187243,51409.0442246771,51409.0442246771,114.53935053258057,114.53935053258057,51274.750450654414,51274.750450654414,114.24014400405802,114.24014400405802,4.19770134372307,4.40229865627693,4.19770134372307,4.40229865627693
gen=42_member=5321_pso,50,11999300.0,0.671198,11999286.1007488,0.6711976397056825,50602.65384263916,50602.65384263916,112.74271276140006,112.74271276140006,50173.2583189863,50173.2583189863,111.78601953470147,111.78601953470147,3.037542955357112,5.562457044642888,3.0375429553571123,5.562457044642887
gen=39_member=4882_pso,50,10775300.0,0.714436,10775264.386121174,0.7144355292279647,45802.7874267953,45802.7874267953,102.04861038689992,102.04861038689992,44827.07266782531,44827.07266782531,99.8747179039148,99.8747179039148,1.7311642872531274,6.868835712746872,1.7311642872531274,6.868835712746872
