real_name,Total Pumping (cfs),Streamflow (cfs),Depletion (cfs)
gen=48_member=6029_pso,91.74281113919692,7.259759706517863,1.3402402934821367
56,117.27606605647958,4.055552463962214,4.544447536037786
64,116.39468811431688,4.3842535950409465,4.215746404959053
30,116.27364277159081,4.155663994463076,4.444336005536924
gen=41_member=5180_pso,93.85253120091203,7.194825425865076,1.405174574134923
18,116.27445846987214,4.277132016959438,4.322867983040561
105,116.58536880521854,4.254240743754252,4.345759256245747
gen=48_member=6033_pso,95.7430760001669,7.152450777380196,1.4475492226198037
35,117.41614755261728,4.059314799192281,4.540685200807719
gen=40_member=5053_pso,102.23739041426116,6.8485488338776666,1.7514511661223329
gen=37_member=4699_pso,113.94963022310031,4.774895740275791,3.825104259724209
gen=49_member=6167_pso,96.15709398718256,7.145591766229506,1.454408233770493
gen=49_member=6249_pso,93.3691159612209,7.207150281348514,1.3928497186514859
gen=49_member=6184_pso,102.91743707741466,6.811571741765688,1.7884282582343118
gen=49_member=6250_pso,94.89263443804936,7.179686469917545,1.4203135300824548
gen=47_member=5985_pso,92.50386829485234,7.227729464171224,1.372270535828776
gen=45_member=5683_pso,100.59843418218682,6.952322011420723,1.6476779885792772
gen=45_member=5755_pso,105.172348921779,6.624205220266005,1.9757947797339943
gen=43_member=5391_pso,92.12274695152445,7.234271494906766,1.3657285050932335
gen=38_member=4769_pso,94.99028260597244,7.164609738008696,1.4353902619913033
gen=49_member=6230_pso,113.11051862337877,5.17699960962704,3.42300039037296
gen=43_member=5404_pso,100.14172655835974,6.975026717541762,1.624973282458238
gen=46_member=5824_pso,96.54100795387107,7.116812125273927,1.4831878747260727
gen=45_member=5718_pso,105.6879821466889,6.584345113157124,2.0156548868428765
gen=40_member=5114_pso,114.1077191004299,4.830918520004353,3.769081479995647
gen=49_member=6202_pso,97.48750099137705,7.095190622899208,1.5048093771007909
gen=42_member=5269_pso,105.71968307416053,6.611278077746728,1.988721922253272
gen=46_member=5870_pso,98.04658820180947,7.048097679078312,1.5519023209216876
gen=49_member=6245_pso,92.13433889466796,7.255771185945299,1.3442288140547003
gen=46_member=5886_pso,107.45801000210226,6.41427125747567,2.185728742524329
gen=49_member=6224_pso,106.1768244345819,6.556872850393271,2.0431271496067294
gen=41_member=5166_pso,108.01445167103019,6.4012397424084675,2.1987602575915326
gen=46_member=5809_pso,92.43316486340898,7.2417052117265355,1.358294788273464
gen=41_member=5134_pso,101.1359867140601,6.923464564452496,1.6765354355475028
