,member,Total Pumping (cfs),Streamflow (cfs),Depletion (cfs)
9141,gen=49_member=8256_pso,19.77577256,7.50249,1.09751
9142,81,39.7201156,3.62127,4.97873
9143,51,37.9831668,4.14561,4.45439
9144,159,37.7247188,4.2724899999999995,4.32751
9145,69,38.5374932,3.96582,4.63418
9146,39,38.225350399999996,4.0569,4.5431
9147,90,39.6258712,3.6746499999999997,4.92535
9148,86,39.617182,3.7284999999999995,4.8715
9149,77,39.4405016,3.7798799999999995,4.82012
9150,26,38.0366388,4.08006,4.51994
9151,167,38.554426,3.94163,4.65837
9152,166,39.287438,3.8305799999999994,4.76942
9153,87,38.727095999999996,3.8784399999999994,4.72156
9154,gen=40_member=6870_pso,25.5509268,7.2330499999999995,1.36695
9155,gen=36_member=6165_pso,31.766378399999997,6.4347199999999996,2.16528
9156,gen=48_member=8084_pso,22.3709024,7.39499,1.20501
9157,gen=39_member=6635_pso,24.20165,7.3106599999999995,1.28934
9158,gen=45_member=7589_pso,22.18493124,7.42383,1.17617
9159,gen=42_member=7211_pso,36.4391628,4.677719999999999,3.92228
9160,gen=31_member=5201_pso,36.933555999999996,4.38976,4.21024
9161,gen=31_member=5283_pso,30.583533199999998,6.69504,1.90496
9162,gen=31_member=5226_pso,31.108449999999998,6.5784,2.0216
9163,gen=49_member=8273_pso,25.079036399999996,7.271059999999999,1.32894
9164,gen=34_member=5783_pso,36.952271200000006,4.3663,4.2337
9165,gen=39_member=6654_pso,30.172244399999997,6.7678199999999995,1.83218
9166,gen=36_member=6080_pso,29.5715756,6.88031,1.71969
9167,gen=35_member=5958_pso,35.6353004,5.08934,3.51066
9168,gen=44_member=7506_pso,23.831802,7.3328299999999995,1.26717
9169,gen=45_member=7599_pso,36.4670128,4.64344,3.95656
9170,gen=32_member=5423_pso,23.5180996,7.353669999999999,1.24633
9171,gen=40_member=6769_pso,22.793554,7.3742,1.2258
9172,gen=48_member=8133_pso,29.444134,6.90492,1.69508
9173,gen=38_member=6487_pso,32.6430964,6.20096,2.39904
9174,gen=32_member=5362_pso,35.9447696,4.92817,3.67183
9175,gen=34_member=5711_pso,33.7214484,5.894679999999999,2.70532
9176,gen=49_member=8372_pso,32.4410168,6.26202,2.33798
9177,gen=46_member=7859_pso,30.376329199999997,6.71876,1.88124
9178,gen=48_member=8102_pso,36.8932292,4.413469999999999,4.18653
9179,gen=29_member=4850_pso,36.83998,4.447279999999999,4.15272
9180,gen=30_member=5150_pso,35.2353744,5.261369999999999,3.33863
9181,gen=40_member=6723_pso,26.6722792,7.14443,1.45557
9182,gen=49_member=8360_pso,33.1934124,6.05124,2.54876
9183,gen=41_member=7024_pso,37.0554276,4.32444,4.27556
9184,89,39.1241256,3.85478,4.74522
9185,gen=48_member=8176_pso,35.6384196,5.052569999999999,3.54743
9186,gen=45_member=7615_pso,34.8125,5.48138,3.11862
9187,gen=44_member=7514_pso,35.2173276,5.28298,3.31702
9188,gen=26_member=4359_pso,30.0481448,6.7880899999999995,1.81191
9189,gen=34_member=5777_pso,30.778706,6.63526,1.96474
9190,gen=37_member=6273_pso,30.989252,6.609069999999999,1.99093
9191,gen=47_member=7943_pso,35.903774399999996,4.95682,3.64318
9192,gen=48_member=8209_pso,35.1417984,5.30871,3.29129
9193,gen=43_member=7384_pso,29.7090432,6.861319999999999,1.73868
9194,gen=48_member=8096_pso,36.3010268,4.753679999999999,3.84632
9195,gen=45_member=7687_pso,35.134446,5.33376,3.26624
9196,gen=46_member=7887_pso,34.9452888,5.4183699999999995,3.18163
9197,gen=32_member=5386_pso,29.7892512,6.8449599999999995,1.75504
9198,gen=43_member=7388_pso,36.863374,4.42918,4.17082
9199,gen=34_member=5750_pso,31.190886,6.56267,2.03733
9200,gen=36_member=6029_pso,36.6800096,4.529249999999999,4.07075
9201,gen=38_member=6524_pso,35.4532728,5.1821399999999995,3.41786
9202,gen=41_member=7003_pso,34.9675688,5.3930299999999995,3.20697
9203,gen=46_member=7786_pso,24.3689728,7.28334,1.31666
9204,gen=47_member=8004_pso,36.6443616,4.5581,4.0419
9205,gen=33_member=5602_pso,36.4057428,4.69208,3.90792
9206,gen=47_member=8062_pso,27.4420532,7.102939999999999,1.49706
9207,gen=40_member=6876_pso,35.28595,5.24367,3.35633
