,member,Total Pumping (cfs),Streamflow (cfs),Depletion (cfs)
9091,gen=46_member=7842_pso,36.2065596,4.58739,4.01261
9092,gen=44_member=7449_pso,30.623191600000002,6.5121,2.0879
9095,gen=35_member=5943_pso,34.35576,5.490349999999999,3.10965
9096,gen=42_member=7096_pso,34.4197036,5.46397,3.13603
9097,gen=42_member=7089_pso,36.056615199999996,4.669079999999999,3.93092
9098,gen=49_member=8331_pso,35.7288764,4.833729999999999,3.76627
9099,gen=34_member=5683_pso,36.150414,4.62762,3.97238
9100,gen=49_member=8340_pso,36.0109412,4.69905,3.90095
9101,gen=38_member=6505_pso,28.227423199999997,6.950139999999999,1.64986
9102,gen=47_member=8048_pso,36.502438,4.44081,4.15919
9103,gen=31_member=5165_pso,36.1787096,4.60599,3.99401
9104,gen=41_member=7031_pso,33.2742888,5.8496999999999995,2.7503
9105,gen=39_member=6614_pso,35.7406848,4.827439999999999,3.77256
9106,gen=48_member=8129_pso,36.081345999999996,4.65879,3.94121
9107,gen=34_member=5765_pso,30.564372399999996,6.5357899999999995,2.06421
9108,gen=39_member=6665_pso,35.4243088,4.99339,3.60661
9109,gen=47_member=7979_pso,33.2225992,5.870839999999999,2.72916
9110,gen=48_member=8246_pso,35.7021404,4.843859999999999,3.75614
9111,gen=29_member=4855_pso,36.340685199999996,4.51476,4.08524
9112,gen=41_member=6978_pso,21.2592418,7.53566,1.06434
9113,gen=43_member=7300_pso,36.4850596,4.441529999999999,4.15847
9114,gen=30_member=5081_pso,34.30006,5.499739999999999,3.10026
9115,gen=49_member=8283_pso,30.2366336,6.58747,2.01253
9116,gen=42_member=7092_pso,35.6627048,4.85567,3.74433
9117,gen=36_member=6149_pso,36.645921200000004,4.34732,4.25268
9118,gen=48_member=8138_pso,32.733107600000004,6.013539999999999,2.58646
9119,gen=31_member=5310_pso,35.2777064,5.0502899999999995,3.54971
9120,gen=43_member=7251_pso,37.161926,4.0665,4.5335
9121,gen=49_member=8293_pso,33.9119424,5.66239,2.93761
9122,gen=35_member=5920_pso,28.826978,6.844729999999999,1.75527
9123,gen=33_member=5588_pso,32.0170284,6.20079,2.39921
9124,gen=43_member=7346_pso,36.7767048,4.28325,4.31675
9125,gen=38_member=6534_pso,31.9934116,6.21026,2.38974
9126,gen=44_member=7475_pso,32.7034752,6.018089999999999,2.58191
9127,gen=43_member=7374_pso,31.225865600000002,6.39766,2.20234
9128,gen=40_member=6877_pso,36.0218584,4.67838,3.92162
9129,gen=46_member=7843_pso,36.0080448,4.70223,3.89777
9130,gen=48_member=8132_pso,29.3124592,6.8105199999999995,1.78948
9131,gen=42_member=7191_pso,18.52321324,7.703068,0.896932
9132,gen=34_member=5823_pso,34.0367104,5.61642,2.98358
9133,gen=37_member=6258_pso,36.069983199999996,4.659419999999999,3.94058
9134,gen=40_member=6791_pso,36.3781156,4.49845,4.10155
9135,gen=42_member=7123_pso,35.363929999999996,5.020999999999999,3.579
9136,gen=34_member=5770_pso,35.7219696,4.8421899999999996,3.75781
9137,gen=32_member=5365_pso,36.178264,4.608689999999999,3.99131
9138,gen=28_member=4805_pso,28.271092,6.94504,1.65496
9139,gen=42_member=7194_pso,36.1212272,4.641159999999999,3.95884
9140,gen=43_member=7323_pso,32.040867999999996,6.1987,2.4013
9141,gen=46_member=7766_pso,36.393266,4.49362,4.10638
9142,gen=45_member=7680_pso,36.0370088,4.674339999999999,3.92566
9143,gen=30_member=5060_pso,36.135932,4.63621,3.96379
9144,gen=43_member=7359_pso,35.445251999999996,4.98659,3.61341
9145,gen=46_member=7831_pso,33.9393468,5.6568,2.9432
9146,gen=35_member=5947_pso,36.4026236,4.4900199999999995,4.10998
9147,gen=45_member=7722_pso,36.1397196,4.63335,3.96665
9148,gen=43_member=7354_pso,35.4514904,4.98586,3.61414
9149,gen=32_member=5350_pso,36.0276512,4.6769099999999995,3.92309
9150,gen=39_member=6619_pso,36.1493,4.63058,3.96942
9151,gen=37_member=6317_pso,34.6099748,5.3823099999999995,3.21769
9152,gen=33_member=5510_pso,36.139942399999995,4.63162,3.96838
9153,gen=50_member=8443_pso,17.2033906,7.797008999999999,0.802991
9154,gen=50_member=8514_pso,23.450145600000003,7.417249999999999,1.18275
9156,gen=50_member=8458_pso,33.9683108,5.64743,2.95257
9162,gen=50_member=8495_pso,35.116622,5.1471,3.4529
9163,gen=50_member=8493_pso,35.3189244,5.02931,3.57069
9164,gen=50_member=8504_pso,35.0261652,5.195829999999999,3.40417
9165,gen=50_member=8575_pso,31.519961600000002,6.3463899999999995,2.25361
9166,gen=50_member=8519_pso,34.8354484,5.281319999999999,3.31868
9167,gen=50_member=8521_pso,37.06278,4.127269999999999,4.47273
9169,gen=50_member=8445_pso,32.7685328,6.008509999999999,2.59149
9170,gen=50_member=8505_pso,24.8985684,7.3295699999999995,1.27043
9171,gen=50_member=8533_pso,36.7446216,4.309259999999999,4.29074
9172,gen=50_member=8595_pso,27.7546416,7.020199999999999,1.5798
9173,gen=50_member=8484_pso,31.4451008,6.3703199999999995,2.22968
9174,gen=50_member=8578_pso,32.5664532,6.0762,2.5238
9175,gen=50_member=8579_pso,34.059436,5.608409999999999,2.99159
9177,gen=50_member=8545_pso,35.1743272,5.1206,3.4794
9179,gen=50_member=8577_pso,29.416061199999998,6.76717,1.83283
9180,gen=50_member=8543_pso,29.7798936,6.68176,1.91824
9181,gen=50_member=8596_pso,32.6807496,6.04316,2.55684
9182,gen=50_member=8440_pso,34.9793772,5.215209999999999,3.38479
