real_name,Total Pumping (cfs),Streamflow (cfs),Depletion (cfs)
gen=47_member=5907_pso,92.98941960653343,7.17517521709827,1.4248247829017295
56,117.27606605647958,3.802679563058498,4.797320436941502
64,116.39468811431688,4.1427347346488235,4.457265265351176
gen=40_member=5105_pso,114.61983723970681,4.318901903573145,4.281098096426855
30,116.27364277159081,3.9093383495918115,4.690661650408188
gen=36_member=4531_pso,113.74661326138344,4.5651744885854155,4.034825511414584
105,116.58536880521854,4.007786275168752,4.592213724831248
gen=49_member=6222_pso,113.86504036799174,4.705847352519223,3.894152647480776
18,116.27445846987214,4.032939814289706,4.567060185710294
35,117.41614755261728,3.805159370833631,4.7948406291663686
gen=44_member=5567_pso,93.73038988052807,7.160450329023228,1.4395496709767712
gen=49_member=6144_pso,93.14195906795258,7.161524586390402,1.4384754136095979
gen=46_member=5849_pso,96.55416244736706,7.048678665676215,1.551321334323784
gen=31_member=3852_pso,112.43164624153893,5.229913903375595,3.3700860966244046
gen=37_member=4697_pso,94.70569649188306,7.129147524851472,1.470852475148528
gen=42_member=5264_pso,114.57630061886022,4.357382539951839,4.2426174600481605
gen=43_member=5399_pso,112.65591182024087,5.355092859895867,3.2449071401041327
gen=35_member=4383_pso,97.35944478613342,7.0094373258254175,1.590562674174582
gen=47_member=5964_pso,99.73355526519009,6.858617841642401,1.7413821583575984
gen=45_member=5721_pso,101.16676834400873,6.800318432458673,1.7996815675413265
gen=47_member=5893_pso,95.09119904342971,7.126740323182053,1.4732596768179467
gen=35_member=4446_pso,105.43718347244251,6.486594740790137,2.113405259209862
gen=45_member=5683_pso,96.66053501675728,7.065920012928887,1.5340799870711133
gen=49_member=6242_pso,109.70851211896866,5.984838701056684,2.615161298943316
gen=45_member=5670_pso,97.16193061133863,7.029389200339656,1.5706107996603436
gen=38_member=4778_pso,95.73939619369217,7.067698462137324,1.532301537862676
gen=43_member=5423_pso,114.14833826687595,4.438608458609333,4.161391541390667
gen=38_member=4827_pso,113.21305019021383,4.905776156419224,3.694223843580776
gen=46_member=5827_pso,113.2238098081547,5.045665954945619,3.55433404505438
gen=49_member=6197_pso,101.62509622884738,6.767087995463632,1.832912004536368
gen=34_member=4254_pso,109.37481145404622,6.032010509780402,2.5679894902195968
gen=46_member=5867_pso,103.53414421241396,6.621398329313642,1.9786016706863572
gen=31_member=3915_pso,113.00374297232716,4.938415876596944,3.6615841234030553
gen=47_member=5976_pso,104.56249275210423,6.509666480452935,2.090333519547064
gen=39_member=4925_pso,110.58568020360349,5.864297639424465,2.7357023605755346
gen=36_member=4494_pso,96.85143693042826,7.018007183744514,1.5819928162554864
gen=44_member=5537_pso,98.6574193960521,6.924414477278655,1.675585522721344
gen=46_member=5774_pso,113.69912185042058,4.799183081404656,3.800816918595344
gen=37_member=4723_pso,104.51821829993285,6.565250283271652,2.034749716728347
gen=45_member=5711_pso,98.88372203694126,6.922030430058356,1.677969569941643
gen=29_member=3643_pso,102.35385246307234,6.707143575449283,1.8928564245507165
gen=28_member=3493_pso,111.9863428334898,5.509193157700887,3.090806842299113
gen=39_member=4935_pso,103.94575675561089,6.578688224468146,2.0213117755318537
gen=44_member=5540_pso,114.24062085923711,4.40229865627693,4.19770134372307
gen=42_member=5321_pso,111.78648614600374,5.562457044642888,3.037542955357112
gen=39_member=4882_pso,99.87513479569047,6.868835712746872,1.7311642872531274
gen=39_member=4970_pso,111.96940359624068,5.4665230603289645,3.133476939671035
gen=32_member=3991_pso,113.67330393858843,4.741201190189233,3.858798809810767
gen=37_member=4713_pso,113.25772935035333,4.874968694613963,3.725031305386037
gen=41_member=5214_pso,111.63288578333945,5.678232495101188,2.921767504898812
gen=47_member=5902_pso,102.73348980575346,6.696482935204916,1.9035170647950836
gen=45_member=5714_pso,110.83641056276993,5.6416380971052575,2.9583619028947417
gen=45_member=5725_pso,94.92484395972832,7.100423713310399,1.4995762866896
gen=41_member=5219_pso,100.4892788980953,6.8343421785477325,1.765657821452267
gen=38_member=4779_pso,106.56349128989483,6.369252095378082,2.2307479046219183
gen=39_member=4891_pso,114.03279585529302,4.466077227336892,4.133922772663108
gen=38_member=4772_pso,104.91361673111811,6.530701134798303,2.069298865201697
gen=42_member=5263_pso,114.2231090729247,4.405982573321649,4.194017426678351
gen=40_member=5076_pso,109.05372553233511,6.093083193464476,2.506916806535524
gen=49_member=6161_pso,95.0212236982621,7.092878224299081,1.5071217757009188
gen=43_member=5437_pso,110.03715545865279,5.935846268146571,2.6641537318534287
gen=44_member=5578_pso,97.54638044457471,6.986851054676595,1.6131489453234047
gen=36_member=4573_pso,94.4212472733701,7.132963773695648,1.467036226304352
gen=44_member=5555_pso,106.33435907938643,6.419872018663231,2.1801279813367684
gen=38_member=4840_pso,110.65561254523405,5.70584963734393,2.8941503626560694
gen=47_member=5966_pso,106.83232756636183,6.348413813457285,2.2515861865427143
gen=47_member=5898_pso,108.8563734270453,6.13618009094297,2.4638199090570296
gen=38_member=4768_pso,97.90899361757795,6.975305559697296,1.6246944403027035
gen=41_member=5241_pso,105.80459369438688,6.463978531348902,2.1360214686510974
gen=39_member=4901_pso,94.20547249717248,7.136506989630247,1.4634930103697523
gen=40_member=5082_pso,97.74330225609461,6.959027768521216,1.6409722314787831
gen=49_member=6158_pso,110.07939932720217,5.848018087151196,2.751981912848804
gen=49_member=6216_pso,110.4547860683974,5.762882942320246,2.8371170576797535
gen=47_member=6002_pso,95.10278236398177,7.089758722592024,1.5102412774079752
gen=32_member=3978_pso,108.89204420727563,6.146686018558967,2.453313981441033
gen=24_member=2976_pso,109.84638690998572,5.914949870776232,2.685050129223768
gen=46_member=5863_pso,107.64404418712995,6.287900263183223,2.312099736816777
gen=49_member=6159_pso,100.67409953305352,6.8226285366726,1.7773714633273998
gen=49_member=6198_pso,105.98793942530666,6.4494549561429455,2.150545043857054
gen=39_member=4883_pso,108.14209190600937,6.2266072606322975,2.373392739367702
gen=36_member=4595_pso,112.53185200645223,5.411821069876371,3.188178930123629
gen=44_member=5538_pso,109.1501561048995,6.077785297679284,2.5222147023207158
gen=47_member=5958_pso,103.68829736650471,6.59734774647386,2.0026522535261395
gen=46_member=5862_pso,113.09739572459911,5.127386814601836,3.472613185398164
gen=48_member=6077_pso,109.01445548019012,6.091617520994447,2.5083824790055527
gen=38_member=4784_pso,103.048263309409,6.666414597870984,1.9335854021290155
gen=38_member=4799_pso,110.57008074867201,5.720039642581016,2.879960357418984
gen=33_member=4144_pso,96.24475639862769,7.048896018284096,1.5511039817159038
gen=40_member=5066_pso,108.717504597016,6.14185148605955,2.4581485139404498
gen=40_member=5054_pso,107.3493686334244,6.320863213967003,2.279136786032996
gen=45_member=5693_pso,98.77188407404657,6.91440673029158,1.6855932697084195
gen=48_member=6031_pso,112.20124680568358,5.451872154613838,3.148127845386162
gen=31_member=3921_pso,112.60746545364819,5.167740737016297,3.432259262983702
gen=44_member=5545_pso,107.39692250276069,6.306850251910206,2.2931497480897933
gen=39_member=4943_pso,107.53167694853487,6.249636104976979,2.350363895023021
gen=34_member=4333_pso,106.99070700622325,6.327466167456523,2.272533832543477
gen=46_member=5865_pso,97.81055673545032,6.9765308619299695,1.62346913807003
gen=35_member=4371_pso,108.63901338704616,6.163962065820147,2.4360379341798524
gen=39_member=4906_pso,102.64749435858384,6.674995446226635,1.9250045537733649
gen=47_member=5999_pso,98.0143673809185,6.968811206247846,1.631188793752154
