,member,Total Pumping (cfs),Streamflow (cfs),Depletion (cfs)
9028,152,39.0853584,3.8174199999999994,4.78258
9029,gen=49_member=8256_pso,16.21455964,7.692372,0.907628
9030,16,38.467534,4.110729999999999,4.48927
9031,130,38.6001,3.9092899999999995,4.69071
9032,95,38.900657200000005,3.8987299999999996,4.70127
9033,156,37.6137644,4.1735,4.4265
9034,gen=47_member=7961_pso,30.6780004,6.67162,1.92838
9035,gen=43_member=7387_pso,28.4435392,7.015029999999999,1.58497
9036,gen=48_member=8228_pso,19.93373776,7.570779999999999,1.02922
9037,gen=46_member=7833_pso,20.449319239999998,7.5287299999999995,1.07127
9038,gen=41_member=7041_pso,29.6905508,6.85618,1.74382
9039,gen=48_member=8102_pso,28.1483292,7.06417,1.53583
9040,gen=47_member=7994_pso,30.8602508,6.631449999999999,1.96855
9041,gen=45_member=7717_pso,30.1466224,6.7766,1.8234
9042,gen=44_member=7501_pso,19.19805216,7.6066769999999995,0.993323
9043,gen=43_member=7360_pso,30.480154,6.712829999999999,1.88717
9044,gen=49_member=8270_pso,29.2523032,6.92675,1.67325
9045,gen=47_member=8037_pso,17.0977834,7.658246,0.941754
9046,gen=48_member=8107_pso,27.24844,7.1500699999999995,1.44993
9047,gen=48_member=8160_pso,26.243612,7.2070799999999995,1.39292
9048,gen=48_member=8098_pso,29.969942,6.81912,1.78088
9049,gen=47_member=7929_pso,29.4891396,6.89901,1.70099
9050,gen=39_member=6692_pso,25.1777368,7.272779999999999,1.32722
9051,gen=49_member=8354_pso,23.4020208,7.37048,1.22952
9052,gen=42_member=7151_pso,29.155385199999998,6.94971,1.65029
9053,gen=45_member=7728_pso,29.533254,6.88147,1.71853
9054,gen=42_member=7080_pso,21.49745956,7.455299999999999,1.1447
9055,gen=47_member=8044_pso,30.0292068,6.80993,1.79007
9057,gen=34_member=5699_pso,27.299684,7.1148299999999995,1.48517
9058,gen=49_member=8376_pso,30.246214,6.75592,1.84408
9059,gen=34_member=5812_pso,28.6830492,6.9833799999999995,1.61662
9060,gen=46_member=7819_pso,35.8467376,4.985949999999999,3.61405
9061,gen=41_member=7047_pso,31.0966416,6.567019999999999,2.03298
9062,gen=37_member=6317_pso,31.9321416,6.39823,2.20177
9063,gen=38_member=6375_pso,24.487948,7.30802,1.29198
9065,gen=41_member=6910_pso,33.6425772,5.91995,2.68005
9067,gen=45_member=7586_pso,25.324562,7.24372,1.35628
9068,gen=34_member=5689_pso,35.6832024,5.05814,3.54186
9069,gen=38_member=6504_pso,35.1319952,5.3295699999999995,3.27043
9070,gen=44_member=7397_pso,21.4040618,7.482559999999999,1.11744
9071,gen=47_member=7945_pso,34.7806396,5.495329999999999,3.10467
9072,gen=46_member=7798_pso,18.465664,7.622888,0.977112
9074,gen=40_member=6812_pso,20.576070159999997,7.500179999999999,1.09982
9075,gen=46_member=7889_pso,31.3729136,6.51357,2.08643
9076,gen=40_member=6801_pso,36.272731199999996,4.762359999999999,3.83764
9077,gen=37_member=6363_pso,17.48407404,7.643882,0.956118
9078,gen=43_member=7356_pso,36.848000799999994,4.44816,4.15184
9079,gen=35_member=5923_pso,24.96474,7.28879,1.31121
9080,gen=42_member=7163_pso,23.983974399999997,7.3283,1.2717
9081,gen=48_member=8096_pso,37.089515999999996,4.32377,4.27623
9082,gen=42_member=7092_pso,35.2685716,5.267949999999999,3.33205
9083,gen=33_member=5580_pso,34.8223032,5.4775599999999995,3.12244
9084,gen=39_member=6689_pso,33.0695356,6.08747,2.51253
9085,gen=34_member=5780_pso,32.7801184,6.167349999999999,2.43265
