child,parent_1,parent_2,parent_3
GEN=15_MEMBER=2541_PSO,GEN=12_MEMBER=1912_PSO,,
GEN=15_MEMBER=2542_PSO,32,,
GEN=15_MEMBER=2543_PSO,9,,
GEN=15_MEMBER=2544_PSO,GEN=13_MEMBER=2167_PSO,,
GEN=15_MEMBER=2545_PSO,GEN=14_MEMBER=2403_PSO,,
GEN=15_MEMBER=2546_PSO,GEN=12_MEMBER=1964_PSO,,
GEN=15_MEMBER=2547_PSO,GEN=14_MEMBER=2374_PSO,,
GEN=15_MEMBER=2548_PSO,GEN=14_MEMBER=2332_PSO,,
GEN=15_MEMBER=2549_PSO,GEN=8_MEMBER=1212_PSO,,
GEN=15_MEMBER=2550_PSO,GEN=14_MEMBER=2355_PSO,,
GEN=15_MEMBER=2551_PSO,GEN=14_MEMBER=2363_PSO,,
GEN=15_MEMBER=2552_PSO,GEN=13_MEMBER=2083_PSO,,
GEN=15_MEMBER=2553_PSO,GEN=14_MEMBER=2238_PSO,,
GEN=15_MEMBER=2554_PSO,GEN=14_MEMBER=2381_PSO,,
GEN=15_MEMBER=2555_PSO,GEN=11_MEMBER=1845_PSO,,
GEN=15_MEMBER=2556_PSO,GEN=12_MEMBER=2058_PSO,,
GEN=15_MEMBER=2557_PSO,89,,
GEN=15_MEMBER=2558_PSO,GEN=11_MEMBER=1777_PSO,,
GEN=15_MEMBER=2559_PSO,GEN=10_MEMBER=1714_PSO,,
GEN=15_MEMBER=2560_PSO,GEN=14_MEMBER=2342_PSO,,
GEN=15_MEMBER=2561_PSO,29,,
GEN=15_MEMBER=2562_PSO,GEN=10_MEMBER=1667_PSO,,
GEN=15_MEMBER=2563_PSO,GEN=12_MEMBER=1916_PSO,,
GEN=15_MEMBER=2564_PSO,GEN=11_MEMBER=1861_PSO,,
GEN=15_MEMBER=2565_PSO,GEN=10_MEMBER=1562_PSO,,
GEN=15_MEMBER=2566_PSO,GEN=13_MEMBER=2207_PSO,,
GEN=15_MEMBER=2567_PSO,GEN=11_MEMBER=1782_PSO,,
GEN=15_MEMBER=2568_PSO,GEN=14_MEMBER=2377_PSO,,
GEN=15_MEMBER=2569_PSO,GEN=12_MEMBER=1976_PSO,,
GEN=15_MEMBER=2570_PSO,GEN=14_MEMBER=2333_PSO,,
GEN=15_MEMBER=2571_PSO,GEN=12_MEMBER=2034_PSO,,
GEN=15_MEMBER=2572_PSO,GEN=12_MEMBER=1926_PSO,,
GEN=15_MEMBER=2573_PSO,GEN=14_MEMBER=2326_PSO,,
GEN=15_MEMBER=2574_PSO,GEN=12_MEMBER=2024_PSO,,
GEN=15_MEMBER=2575_PSO,159,,
GEN=15_MEMBER=2576_PSO,GEN=14_MEMBER=2275_PSO,,
GEN=15_MEMBER=2577_PSO,GEN=12_MEMBER=2052_PSO,,
GEN=15_MEMBER=2578_PSO,GEN=11_MEMBER=1850_PSO,,
GEN=15_MEMBER=2579_PSO,GEN=14_MEMBER=2301_PSO,,
GEN=16_MEMBER=2580_PSO,152,,
GEN=16_MEMBER=2581_PSO,GEN=14_MEMBER=2373_PSO,,
GEN=16_MEMBER=2582_PSO,130,,
GEN=16_MEMBER=2583_PSO,16,,
GEN=16_MEMBER=2584_PSO,GEN=15_MEMBER=2552_PSO,,
GEN=16_MEMBER=2585_PSO,GEN=15_MEMBER=2551_PSO,,
GEN=16_MEMBER=2586_PSO,GEN=15_MEMBER=2519_PSO,,
GEN=16_MEMBER=2587_PSO,GEN=15_MEMBER=2502_PSO,,
GEN=16_MEMBER=2588_PSO,GEN=15_MEMBER=2471_PSO,,
GEN=16_MEMBER=2589_PSO,GEN=15_MEMBER=2544_PSO,,
GEN=16_MEMBER=2590_PSO,GEN=12_MEMBER=1915_PSO,,
GEN=16_MEMBER=2591_PSO,GEN=15_MEMBER=2443_PSO,,
GEN=16_MEMBER=2592_PSO,GEN=15_MEMBER=2438_PSO,,
GEN=16_MEMBER=2593_PSO,GEN=15_MEMBER=2415_PSO,,
GEN=16_MEMBER=2594_PSO,GEN=14_MEMBER=2245_PSO,,
GEN=16_MEMBER=2595_PSO,GEN=13_MEMBER=2149_PSO,,
GEN=16_MEMBER=2596_PSO,GEN=15_MEMBER=2505_PSO,,
GEN=16_MEMBER=2597_PSO,GEN=15_MEMBER=2492_PSO,,
GEN=16_MEMBER=2598_PSO,GEN=13_MEMBER=2125_PSO,,
GEN=16_MEMBER=2599_PSO,GEN=12_MEMBER=1896_PSO,,
GEN=16_MEMBER=2600_PSO,GEN=12_MEMBER=2000_PSO,,
GEN=16_MEMBER=2601_PSO,GEN=14_MEMBER=2349_PSO,,
GEN=16_MEMBER=2602_PSO,GEN=13_MEMBER=2189_PSO,,
GEN=16_MEMBER=2603_PSO,GEN=12_MEMBER=2005_PSO,,
GEN=16_MEMBER=2604_PSO,GEN=15_MEMBER=2441_PSO,,
GEN=16_MEMBER=2605_PSO,GEN=11_MEMBER=1769_PSO,,
GEN=16_MEMBER=2606_PSO,GEN=14_MEMBER=2295_PSO,,
GEN=16_MEMBER=2607_PSO,GEN=13_MEMBER=2153_PSO,,
GEN=16_MEMBER=2608_PSO,GEN=14_MEMBER=2353_PSO,,
GEN=16_MEMBER=2609_PSO,GEN=14_MEMBER=2281_PSO,,
GEN=16_MEMBER=2610_PSO,GEN=15_MEMBER=2511_PSO,,
GEN=16_MEMBER=2611_PSO,GEN=13_MEMBER=2090_PSO,,
GEN=16_MEMBER=2612_PSO,GEN=13_MEMBER=2228_PSO,,
GEN=16_MEMBER=2613_PSO,GEN=11_MEMBER=1722_PSO,,
GEN=16_MEMBER=2614_PSO,GEN=15_MEMBER=2496_PSO,,
GEN=16_MEMBER=2615_PSO,GEN=15_MEMBER=2423_PSO,,
GEN=16_MEMBER=2616_PSO,GEN=15_MEMBER=2574_PSO,,
GEN=16_MEMBER=2617_PSO,GEN=13_MEMBER=2226_PSO,,
GEN=16_MEMBER=2618_PSO,GEN=15_MEMBER=2529_PSO,,
GEN=16_MEMBER=2619_PSO,95,,
GEN=16_MEMBER=2620_PSO,GEN=13_MEMBER=2154_PSO,,
GEN=16_MEMBER=2621_PSO,GEN=15_MEMBER=2480_PSO,,
GEN=16_MEMBER=2622_PSO,GEN=15_MEMBER=2571_PSO,,
GEN=16_MEMBER=2623_PSO,156,,
GEN=16_MEMBER=2624_PSO,GEN=15_MEMBER=2439_PSO,,
GEN=16_MEMBER=2625_PSO,GEN=15_MEMBER=2533_PSO,,
GEN=16_MEMBER=2626_PSO,GEN=12_MEMBER=2050_PSO,,
GEN=16_MEMBER=2627_PSO,GEN=14_MEMBER=2386_PSO,,
GEN=16_MEMBER=2628_PSO,GEN=13_MEMBER=2142_PSO,,
GEN=16_MEMBER=2629_PSO,GEN=14_MEMBER=2244_PSO,,
GEN=16_MEMBER=2630_PSO,GEN=15_MEMBER=2540_PSO,,
GEN=16_MEMBER=2631_PSO,GEN=14_MEMBER=2319_PSO,,
GEN=16_MEMBER=2632_PSO,GEN=13_MEMBER=2210_PSO,,
GEN=16_MEMBER=2633_PSO,GEN=13_MEMBER=2137_PSO,,
GEN=16_MEMBER=2634_PSO,GEN=14_MEMBER=2364_PSO,,
GEN=16_MEMBER=2635_PSO,GEN=15_MEMBER=2435_PSO,,
GEN=16_MEMBER=2636_PSO,GEN=14_MEMBER=2256_PSO,,
GEN=16_MEMBER=2637_PSO,10,,
GEN=16_MEMBER=2638_PSO,GEN=14_MEMBER=2297_PSO,,
GEN=16_MEMBER=2639_PSO,GEN=11_MEMBER=1721_PSO,,
GEN=16_MEMBER=2640_PSO,GEN=14_MEMBER=2392_PSO,,
GEN=16_MEMBER=2641_PSO,GEN=15_MEMBER=2461_PSO,,
GEN=16_MEMBER=2642_PSO,GEN=14_MEMBER=2248_PSO,,
GEN=16_MEMBER=2643_PSO,GEN=11_MEMBER=1731_PSO,,
GEN=16_MEMBER=2644_PSO,GEN=14_MEMBER=2257_PSO,,
GEN=16_MEMBER=2645_PSO,GEN=15_MEMBER=2526_PSO,,
GEN=16_MEMBER=2646_PSO,GEN=13_MEMBER=2096_PSO,,
GEN=16_MEMBER=2647_PSO,GEN=15_MEMBER=2569_PSO,,
GEN=16_MEMBER=2648_PSO,GEN=10_MEMBER=1622_PSO,,
GEN=16_MEMBER=2649_PSO,GEN=10_MEMBER=1601_PSO,,
GEN=16_MEMBER=2650_PSO,GEN=12_MEMBER=1951_PSO,,
GEN=16_MEMBER=2651_PSO,GEN=11_MEMBER=1867_PSO,,
GEN=16_MEMBER=2652_PSO,GEN=14_MEMBER=2251_PSO,,
GEN=16_MEMBER=2653_PSO,GEN=15_MEMBER=2448_PSO,,
GEN=16_MEMBER=2654_PSO,GEN=14_MEMBER=2300_PSO,,
GEN=16_MEMBER=2655_PSO,GEN=13_MEMBER=2202_PSO,,
GEN=16_MEMBER=2656_PSO,GEN=10_MEMBER=1593_PSO,,
GEN=16_MEMBER=2657_PSO,GEN=8_MEMBER=1339_PSO,,
GEN=16_MEMBER=2658_PSO,GEN=10_MEMBER=1603_PSO,,
GEN=16_MEMBER=2659_PSO,GEN=13_MEMBER=2100_PSO,,
GEN=16_MEMBER=2660_PSO,GEN=13_MEMBER=2071_PSO,,
GEN=16_MEMBER=2661_PSO,GEN=15_MEMBER=2483_PSO,,
GEN=16_MEMBER=2662_PSO,GEN=10_MEMBER=1614_PSO,,
GEN=16_MEMBER=2663_PSO,GEN=15_MEMBER=2577_PSO,,
GEN=16_MEMBER=2664_PSO,GEN=9_MEMBER=1467_PSO,,
GEN=16_MEMBER=2665_PSO,GEN=12_MEMBER=2053_PSO,,
GEN=16_MEMBER=2666_PSO,GEN=12_MEMBER=1993_PSO,,
GEN=16_MEMBER=2667_PSO,GEN=14_MEMBER=2348_PSO,,
GEN=16_MEMBER=2668_PSO,GEN=11_MEMBER=1779_PSO,,
GEN=16_MEMBER=2669_PSO,GEN=11_MEMBER=1783_PSO,,
GEN=16_MEMBER=2670_PSO,GEN=15_MEMBER=2514_PSO,,
GEN=16_MEMBER=2671_PSO,GEN=12_MEMBER=1962_PSO,,
GEN=16_MEMBER=2672_PSO,GEN=15_MEMBER=2420_PSO,,
GEN=16_MEMBER=2673_PSO,131,,
GEN=16_MEMBER=2674_PSO,GEN=9_MEMBER=1435_PSO,,
GEN=16_MEMBER=2675_PSO,GEN=14_MEMBER=2343_PSO,,
GEN=16_MEMBER=2676_PSO,GEN=15_MEMBER=2446_PSO,,
GEN=16_MEMBER=2677_PSO,GEN=15_MEMBER=2512_PSO,,
GEN=16_MEMBER=2678_PSO,GEN=14_MEMBER=2303_PSO,,
GEN=16_MEMBER=2679_PSO,GEN=10_MEMBER=1667_PSO,,
GEN=16_MEMBER=2680_PSO,GEN=15_MEMBER=2500_PSO,,
GEN=16_MEMBER=2681_PSO,GEN=13_MEMBER=2176_PSO,,
GEN=16_MEMBER=2682_PSO,GEN=13_MEMBER=2138_PSO,,
GEN=16_MEMBER=2683_PSO,GEN=14_MEMBER=2374_PSO,,
GEN=16_MEMBER=2684_PSO,GEN=15_MEMBER=2421_PSO,,
GEN=16_MEMBER=2685_PSO,GEN=13_MEMBER=2136_PSO,,
GEN=16_MEMBER=2686_PSO,GEN=15_MEMBER=2469_PSO,,
GEN=16_MEMBER=2687_PSO,GEN=15_MEMBER=2515_PSO,,
GEN=16_MEMBER=2688_PSO,GEN=12_MEMBER=1986_PSO,,
GEN=16_MEMBER=2689_PSO,GEN=15_MEMBER=2553_PSO,,
GEN=16_MEMBER=2690_PSO,GEN=15_MEMBER=2559_PSO,,
GEN=16_MEMBER=2691_PSO,GEN=14_MEMBER=2239_PSO,,
GEN=16_MEMBER=2692_PSO,GEN=15_MEMBER=2424_PSO,,
GEN=16_MEMBER=2693_PSO,GEN=11_MEMBER=1747_PSO,,
GEN=16_MEMBER=2694_PSO,GEN=14_MEMBER=2334_PSO,,
GEN=16_MEMBER=2695_PSO,GEN=15_MEMBER=2417_PSO,,
GEN=16_MEMBER=2696_PSO,GEN=9_MEMBER=1487_PSO,,
GEN=16_MEMBER=2697_PSO,GEN=12_MEMBER=2047_PSO,,
GEN=16_MEMBER=2698_PSO,GEN=13_MEMBER=2066_PSO,,
GEN=16_MEMBER=2699_PSO,GEN=15_MEMBER=2429_PSO,,
GEN=16_MEMBER=2700_PSO,GEN=12_MEMBER=1925_PSO,,
GEN=16_MEMBER=2701_PSO,GEN=14_MEMBER=2363_PSO,,
GEN=16_MEMBER=2702_PSO,GEN=12_MEMBER=1898_PSO,,
GEN=16_MEMBER=2703_PSO,66,,
GEN=16_MEMBER=2704_PSO,GEN=10_MEMBER=1624_PSO,,
GEN=16_MEMBER=2705_PSO,GEN=11_MEMBER=1734_PSO,,
GEN=16_MEMBER=2706_PSO,GEN=14_MEMBER=2359_PSO,,
GEN=16_MEMBER=2707_PSO,GEN=14_MEMBER=2261_PSO,,
GEN=16_MEMBER=2708_PSO,GEN=12_MEMBER=1950_PSO,,
GEN=16_MEMBER=2709_PSO,GEN=7_MEMBER=1064_PSO,,
GEN=16_MEMBER=2710_PSO,GEN=14_MEMBER=2321_PSO,,
GEN=16_MEMBER=2711_PSO,GEN=9_MEMBER=1511_PSO,,
GEN=16_MEMBER=2712_PSO,GEN=13_MEMBER=2070_PSO,,
GEN=16_MEMBER=2713_PSO,GEN=15_MEMBER=2554_PSO,,
GEN=16_MEMBER=2714_PSO,GEN=13_MEMBER=2116_PSO,,
GEN=16_MEMBER=2715_PSO,GEN=15_MEMBER=2545_PSO,,
GEN=16_MEMBER=2716_PSO,GEN=15_MEMBER=2418_PSO,,
GEN=16_MEMBER=2717_PSO,GEN=14_MEMBER=2314_PSO,,
GEN=16_MEMBER=2718_PSO,123,,
GEN=16_MEMBER=2719_PSO,GEN=12_MEMBER=2009_PSO,,
GEN=16_MEMBER=2720_PSO,GEN=14_MEMBER=2255_PSO,,
GEN=16_MEMBER=2721_PSO,5,,
GEN=16_MEMBER=2722_PSO,GEN=14_MEMBER=2293_PSO,,
GEN=16_MEMBER=2723_PSO,GEN=15_MEMBER=2578_PSO,,
GEN=16_MEMBER=2724_PSO,46,,
GEN=16_MEMBER=2725_PSO,GEN=14_MEMBER=2367_PSO,,
GEN=16_MEMBER=2726_PSO,GEN=14_MEMBER=2242_PSO,,
GEN=16_MEMBER=2727_PSO,44,,
GEN=16_MEMBER=2728_PSO,GEN=13_MEMBER=2156_PSO,,
GEN=16_MEMBER=2729_PSO,32,,
GEN=16_MEMBER=2730_PSO,9,,
GEN=16_MEMBER=2731_PSO,GEN=13_MEMBER=2126_PSO,,
GEN=16_MEMBER=2732_PSO,GEN=15_MEMBER=2430_PSO,,
GEN=16_MEMBER=2733_PSO,GEN=13_MEMBER=2135_PSO,,
GEN=16_MEMBER=2734_PSO,GEN=11_MEMBER=1782_PSO,,
GEN=16_MEMBER=2735_PSO,GEN=15_MEMBER=2495_PSO,,
GEN=16_MEMBER=2736_PSO,GEN=14_MEMBER=2332_PSO,,
GEN=16_MEMBER=2737_PSO,GEN=13_MEMBER=2130_PSO,,
GEN=16_MEMBER=2738_PSO,GEN=12_MEMBER=1943_PSO,,
GEN=16_MEMBER=2739_PSO,GEN=12_MEMBER=2057_PSO,,
GEN=16_MEMBER=2740_PSO,GEN=15_MEMBER=2538_PSO,,
GEN=16_MEMBER=2741_PSO,GEN=15_MEMBER=2419_PSO,,
GEN=16_MEMBER=2742_PSO,GEN=10_MEMBER=1640_PSO,,
GEN=16_MEMBER=2743_PSO,GEN=13_MEMBER=2083_PSO,,
GEN=16_MEMBER=2744_PSO,GEN=14_MEMBER=2238_PSO,,
GEN=16_MEMBER=2745_PSO,GEN=10_MEMBER=1714_PSO,,
GEN=16_MEMBER=2746_PSO,GEN=12_MEMBER=1964_PSO,,
GEN=16_MEMBER=2747_PSO,GEN=14_MEMBER=2381_PSO,,
GEN=16_MEMBER=2748_PSO,GEN=12_MEMBER=2058_PSO,,
GEN=16_MEMBER=2749_PSO,89,,
GEN=16_MEMBER=2750_PSO,GEN=15_MEMBER=2477_PSO,,
GEN=16_MEMBER=2751_PSO,GEN=14_MEMBER=2269_PSO,,
GEN=17_MEMBER=2752_PSO,GEN=14_MEMBER=2373_PSO,,
GEN=17_MEMBER=2753_PSO,152,,
GEN=17_MEMBER=2754_PSO,GEN=16_MEMBER=2704_PSO,,
GEN=17_MEMBER=2755_PSO,130,,
GEN=17_MEMBER=2756_PSO,16,,
GEN=17_MEMBER=2757_PSO,GEN=14_MEMBER=2245_PSO,,
GEN=17_MEMBER=2758_PSO,GEN=16_MEMBER=2634_PSO,,
GEN=17_MEMBER=2759_PSO,GEN=16_MEMBER=2599_PSO,,
GEN=17_MEMBER=2760_PSO,GEN=15_MEMBER=2519_PSO,,
GEN=17_MEMBER=2761_PSO,GEN=15_MEMBER=2552_PSO,,
GEN=17_MEMBER=2762_PSO,GEN=12_MEMBER=1915_PSO,,
GEN=17_MEMBER=2763_PSO,GEN=15_MEMBER=2443_PSO,,
GEN=17_MEMBER=2764_PSO,GEN=16_MEMBER=2736_PSO,,
GEN=17_MEMBER=2765_PSO,GEN=15_MEMBER=2471_PSO,,
GEN=17_MEMBER=2766_PSO,GEN=15_MEMBER=2492_PSO,,
GEN=17_MEMBER=2767_PSO,GEN=13_MEMBER=2189_PSO,,
GEN=17_MEMBER=2768_PSO,GEN=15_MEMBER=2511_PSO,,
GEN=17_MEMBER=2769_PSO,GEN=16_MEMBER=2613_PSO,,
GEN=17_MEMBER=2770_PSO,GEN=13_MEMBER=2153_PSO,,
GEN=17_MEMBER=2771_PSO,GEN=13_MEMBER=2125_PSO,,
GEN=17_MEMBER=2772_PSO,GEN=14_MEMBER=2281_PSO,,
GEN=17_MEMBER=2773_PSO,GEN=16_MEMBER=2622_PSO,,
GEN=17_MEMBER=2774_PSO,GEN=16_MEMBER=2717_PSO,,
GEN=17_MEMBER=2775_PSO,GEN=13_MEMBER=2137_PSO,,
GEN=17_MEMBER=2776_PSO,GEN=13_MEMBER=2090_PSO,,
GEN=17_MEMBER=2777_PSO,GEN=16_MEMBER=2603_PSO,,
GEN=17_MEMBER=2778_PSO,GEN=14_MEMBER=2348_PSO,,
GEN=17_MEMBER=2779_PSO,GEN=13_MEMBER=2226_PSO,,
GEN=17_MEMBER=2780_PSO,95,,
GEN=17_MEMBER=2781_PSO,GEN=16_MEMBER=2605_PSO,,
GEN=17_MEMBER=2782_PSO,GEN=14_MEMBER=2364_PSO,,
GEN=17_MEMBER=2783_PSO,GEN=15_MEMBER=2461_PSO,,
GEN=17_MEMBER=2784_PSO,GEN=16_MEMBER=2596_PSO,,
GEN=17_MEMBER=2785_PSO,GEN=14_MEMBER=2349_PSO,,
GEN=17_MEMBER=2786_PSO,156,,
GEN=17_MEMBER=2787_PSO,GEN=14_MEMBER=2297_PSO,,
GEN=17_MEMBER=2788_PSO,GEN=14_MEMBER=2295_PSO,,
GEN=17_MEMBER=2789_PSO,GEN=13_MEMBER=2154_PSO,,
GEN=17_MEMBER=2790_PSO,GEN=16_MEMBER=2642_PSO,,
GEN=17_MEMBER=2791_PSO,GEN=15_MEMBER=2441_PSO,,
GEN=17_MEMBER=2792_PSO,GEN=16_MEMBER=2690_PSO,,
GEN=17_MEMBER=2793_PSO,GEN=12_MEMBER=1896_PSO,,
GEN=17_MEMBER=2794_PSO,GEN=16_MEMBER=2691_PSO,,
GEN=17_MEMBER=2795_PSO,GEN=15_MEMBER=2423_PSO,,
GEN=17_MEMBER=2796_PSO,GEN=14_MEMBER=2319_PSO,,
GEN=17_MEMBER=2797_PSO,GEN=16_MEMBER=2587_PSO,,
GEN=17_MEMBER=2798_PSO,GEN=16_MEMBER=2640_PSO,,
GEN=17_MEMBER=2799_PSO,GEN=16_MEMBER=2750_PSO,,
GEN=17_MEMBER=2800_PSO,GEN=16_MEMBER=2597_PSO,,
GEN=17_MEMBER=2801_PSO,GEN=15_MEMBER=2551_PSO,,
GEN=17_MEMBER=2802_PSO,GEN=16_MEMBER=2626_PSO,,
GEN=17_MEMBER=2803_PSO,GEN=13_MEMBER=2149_PSO,,
GEN=17_MEMBER=2804_PSO,GEN=16_MEMBER=2679_PSO,,
GEN=17_MEMBER=2805_PSO,GEN=15_MEMBER=2435_PSO,,
GEN=17_MEMBER=2806_PSO,GEN=16_MEMBER=2625_PSO,,
GEN=17_MEMBER=2807_PSO,GEN=16_MEMBER=2731_PSO,,
GEN=17_MEMBER=2808_PSO,GEN=16_MEMBER=2648_PSO,,
GEN=17_MEMBER=2809_PSO,GEN=15_MEMBER=2502_PSO,,
GEN=17_MEMBER=2810_PSO,GEN=16_MEMBER=2611_PSO,,
GEN=17_MEMBER=2811_PSO,10,,
GEN=17_MEMBER=2812_PSO,GEN=15_MEMBER=2540_PSO,,
GEN=17_MEMBER=2813_PSO,GEN=16_MEMBER=2692_PSO,,
GEN=17_MEMBER=2814_PSO,GEN=16_MEMBER=2698_PSO,,
GEN=17_MEMBER=2815_PSO,GEN=11_MEMBER=1721_PSO,,
GEN=17_MEMBER=2816_PSO,GEN=13_MEMBER=2210_PSO,,
GEN=17_MEMBER=2817_PSO,GEN=16_MEMBER=2598_PSO,,
GEN=17_MEMBER=2818_PSO,GEN=16_MEMBER=2699_PSO,,
GEN=17_MEMBER=2819_PSO,GEN=15_MEMBER=2438_PSO,,
GEN=17_MEMBER=2820_PSO,GEN=11_MEMBER=1731_PSO,,
GEN=17_MEMBER=2821_PSO,GEN=15_MEMBER=2569_PSO,,
GEN=17_MEMBER=2822_PSO,GEN=14_MEMBER=2300_PSO,,
GEN=17_MEMBER=2823_PSO,GEN=16_MEMBER=2606_PSO,,
GEN=17_MEMBER=2824_PSO,GEN=14_MEMBER=2392_PSO,,
GEN=17_MEMBER=2825_PSO,GEN=16_MEMBER=2714_PSO,,
GEN=17_MEMBER=2826_PSO,GEN=15_MEMBER=2526_PSO,,
GEN=17_MEMBER=2827_PSO,GEN=11_MEMBER=1867_PSO,,
GEN=17_MEMBER=2828_PSO,GEN=13_MEMBER=2142_PSO,,
GEN=17_MEMBER=2829_PSO,GEN=14_MEMBER=2386_PSO,,
GEN=17_MEMBER=2830_PSO,GEN=15_MEMBER=2514_PSO,,
GEN=17_MEMBER=2831_PSO,GEN=13_MEMBER=2202_PSO,,
GEN=17_MEMBER=2832_PSO,GEN=13_MEMBER=2228_PSO,,
GEN=17_MEMBER=2833_PSO,GEN=13_MEMBER=2100_PSO,,
GEN=17_MEMBER=2834_PSO,GEN=13_MEMBER=2071_PSO,,
GEN=17_MEMBER=2835_PSO,GEN=15_MEMBER=2544_PSO,,
GEN=17_MEMBER=2836_PSO,GEN=16_MEMBER=2657_PSO,,
GEN=17_MEMBER=2837_PSO,GEN=10_MEMBER=1603_PSO,,
GEN=17_MEMBER=2838_PSO,GEN=12_MEMBER=2005_PSO,,
GEN=17_MEMBER=2839_PSO,GEN=16_MEMBER=2621_PSO,,
GEN=17_MEMBER=2840_PSO,GEN=16_MEMBER=2653_PSO,,
GEN=17_MEMBER=2841_PSO,GEN=10_MEMBER=1614_PSO,,
GEN=17_MEMBER=2842_PSO,GEN=15_MEMBER=2577_PSO,,
GEN=17_MEMBER=2843_PSO,GEN=16_MEMBER=2658_PSO,,
GEN=17_MEMBER=2844_PSO,GEN=11_MEMBER=1769_PSO,,
GEN=17_MEMBER=2845_PSO,GEN=12_MEMBER=1993_PSO,,
GEN=17_MEMBER=2846_PSO,GEN=11_MEMBER=1779_PSO,,
GEN=17_MEMBER=2847_PSO,GEN=15_MEMBER=2574_PSO,,
GEN=17_MEMBER=2848_PSO,GEN=11_MEMBER=1783_PSO,,
GEN=17_MEMBER=2849_PSO,GEN=15_MEMBER=2533_PSO,,
GEN=17_MEMBER=2850_PSO,GEN=15_MEMBER=2483_PSO,,
GEN=17_MEMBER=2851_PSO,GEN=10_MEMBER=1622_PSO,,
GEN=17_MEMBER=2852_PSO,GEN=12_MEMBER=1962_PSO,,
GEN=17_MEMBER=2853_PSO,GEN=16_MEMBER=2709_PSO,,
GEN=17_MEMBER=2854_PSO,GEN=8_MEMBER=1339_PSO,,
GEN=17_MEMBER=2855_PSO,GEN=15_MEMBER=2420_PSO,,
GEN=17_MEMBER=2856_PSO,131,,
GEN=17_MEMBER=2857_PSO,GEN=9_MEMBER=1435_PSO,,
GEN=17_MEMBER=2858_PSO,GEN=15_MEMBER=2480_PSO,,
GEN=17_MEMBER=2859_PSO,GEN=15_MEMBER=2446_PSO,,
GEN=17_MEMBER=2860_PSO,GEN=14_MEMBER=2256_PSO,,
GEN=17_MEMBER=2861_PSO,GEN=15_MEMBER=2421_PSO,,
GEN=17_MEMBER=2862_PSO,GEN=15_MEMBER=2415_PSO,,
GEN=17_MEMBER=2863_PSO,GEN=16_MEMBER=2741_PSO,,
GEN=17_MEMBER=2864_PSO,GEN=10_MEMBER=1667_PSO,,
GEN=17_MEMBER=2865_PSO,GEN=14_MEMBER=2244_PSO,,
GEN=17_MEMBER=2866_PSO,GEN=9_MEMBER=1511_PSO,,
GEN=17_MEMBER=2867_PSO,GEN=15_MEMBER=2515_PSO,,
GEN=17_MEMBER=2868_PSO,GEN=14_MEMBER=2359_PSO,,
GEN=17_MEMBER=2869_PSO,GEN=15_MEMBER=2469_PSO,,
GEN=17_MEMBER=2870_PSO,GEN=14_MEMBER=2248_PSO,,
GEN=17_MEMBER=2871_PSO,GEN=16_MEMBER=2609_PSO,,
GEN=17_MEMBER=2872_PSO,GEN=14_MEMBER=2242_PSO,,
GEN=17_MEMBER=2873_PSO,GEN=15_MEMBER=2512_PSO,,
GEN=17_MEMBER=2874_PSO,GEN=11_MEMBER=1747_PSO,,
GEN=17_MEMBER=2875_PSO,32,,
GEN=17_MEMBER=2876_PSO,GEN=16_MEMBER=2670_PSO,,
GEN=17_MEMBER=2877_PSO,GEN=15_MEMBER=2505_PSO,,
GEN=17_MEMBER=2878_PSO,GEN=16_MEMBER=2612_PSO,,
GEN=17_MEMBER=2879_PSO,123,,
GEN=17_MEMBER=2880_PSO,GEN=15_MEMBER=2429_PSO,,
GEN=17_MEMBER=2881_PSO,GEN=16_MEMBER=2586_PSO,,
GEN=17_MEMBER=2882_PSO,GEN=14_MEMBER=2251_PSO,,
GEN=17_MEMBER=2883_PSO,GEN=13_MEMBER=2066_PSO,,
GEN=17_MEMBER=2884_PSO,GEN=16_MEMBER=2722_PSO,,
GEN=17_MEMBER=2885_PSO,66,,
GEN=17_MEMBER=2886_PSO,GEN=12_MEMBER=1943_PSO,,
GEN=17_MEMBER=2887_PSO,GEN=11_MEMBER=1734_PSO,,
GEN=17_MEMBER=2888_PSO,GEN=16_MEMBER=2615_PSO,,
GEN=17_MEMBER=2889_PSO,GEN=13_MEMBER=2136_PSO,,
GEN=17_MEMBER=2890_PSO,GEN=14_MEMBER=2261_PSO,,
GEN=17_MEMBER=2891_PSO,GEN=13_MEMBER=2126_PSO,,
GEN=17_MEMBER=2892_PSO,GEN=10_MEMBER=1593_PSO,,
GEN=17_MEMBER=2893_PSO,GEN=12_MEMBER=1986_PSO,,
GEN=17_MEMBER=2894_PSO,44,,
GEN=17_MEMBER=2895_PSO,GEN=12_MEMBER=2058_PSO,,
GEN=17_MEMBER=2896_PSO,GEN=13_MEMBER=2130_PSO,,
GEN=17_MEMBER=2897_PSO,GEN=15_MEMBER=2554_PSO,,
GEN=17_MEMBER=2898_PSO,GEN=15_MEMBER=2578_PSO,,
GEN=17_MEMBER=2899_PSO,GEN=12_MEMBER=1950_PSO,,
GEN=17_MEMBER=2900_PSO,GEN=15_MEMBER=2439_PSO,,
GEN=17_MEMBER=2901_PSO,GEN=16_MEMBER=2751_PSO,,
GEN=17_MEMBER=2902_PSO,5,,
GEN=17_MEMBER=2903_PSO,GEN=14_MEMBER=2293_PSO,,
