child,parent_1,parent_2,parent_3
GEN=26_MEMBER=4332_PSO,10,,
GEN=26_MEMBER=4333_PSO,GEN=24_MEMBER=3965_PSO,,
GEN=26_MEMBER=4334_PSO,GEN=22_MEMBER=3761_PSO,,
GEN=26_MEMBER=4335_PSO,GEN=25_MEMBER=4153_PSO,,
GEN=26_MEMBER=4336_PSO,GEN=22_MEMBER=3667_PSO,,
GEN=26_MEMBER=4337_PSO,GEN=22_MEMBER=3695_PSO,,
GEN=26_MEMBER=4338_PSO,GEN=25_MEMBER=4191_PSO,,
GEN=26_MEMBER=4339_PSO,GEN=24_MEMBER=4124_PSO,,
GEN=26_MEMBER=4340_PSO,GEN=20_MEMBER=3290_PSO,,
GEN=26_MEMBER=4341_PSO,GEN=24_MEMBER=4065_PSO,,
GEN=26_MEMBER=4342_PSO,GEN=22_MEMBER=3688_PSO,,
GEN=26_MEMBER=4343_PSO,GEN=23_MEMBER=3795_PSO,,
GEN=26_MEMBER=4344_PSO,GEN=23_MEMBER=3788_PSO,,
GEN=26_MEMBER=4345_PSO,GEN=19_MEMBER=3171_PSO,,
GEN=26_MEMBER=4346_PSO,GEN=24_MEMBER=4034_PSO,,
GEN=26_MEMBER=4347_PSO,GEN=22_MEMBER=3661_PSO,,
GEN=26_MEMBER=4348_PSO,GEN=25_MEMBER=4169_PSO,,
GEN=26_MEMBER=4349_PSO,GEN=17_MEMBER=2783_PSO,,
GEN=26_MEMBER=4350_PSO,GEN=22_MEMBER=3629_PSO,,
GEN=26_MEMBER=4351_PSO,GEN=22_MEMBER=3723_PSO,,
GEN=26_MEMBER=4352_PSO,GEN=17_MEMBER=2861_PSO,,
GEN=26_MEMBER=4353_PSO,GEN=24_MEMBER=3987_PSO,,
GEN=26_MEMBER=4354_PSO,GEN=25_MEMBER=4292_PSO,,
GEN=26_MEMBER=4355_PSO,GEN=25_MEMBER=4272_PSO,,
GEN=26_MEMBER=4356_PSO,GEN=21_MEMBER=3464_PSO,,
GEN=26_MEMBER=4357_PSO,GEN=20_MEMBER=3297_PSO,,
GEN=26_MEMBER=4358_PSO,GEN=25_MEMBER=4262_PSO,,
GEN=26_MEMBER=4359_PSO,GEN=15_MEMBER=2526_PSO,,
GEN=26_MEMBER=4360_PSO,GEN=25_MEMBER=4237_PSO,,
GEN=26_MEMBER=4361_PSO,GEN=24_MEMBER=4091_PSO,,
GEN=26_MEMBER=4362_PSO,GEN=24_MEMBER=4102_PSO,,
GEN=26_MEMBER=4363_PSO,GEN=25_MEMBER=4252_PSO,,
GEN=26_MEMBER=4364_PSO,GEN=22_MEMBER=3770_PSO,,
GEN=26_MEMBER=4365_PSO,GEN=21_MEMBER=3521_PSO,,
GEN=26_MEMBER=4366_PSO,GEN=24_MEMBER=4072_PSO,,
GEN=26_MEMBER=4367_PSO,GEN=19_MEMBER=3253_PSO,,
GEN=26_MEMBER=4368_PSO,GEN=18_MEMBER=2958_PSO,,
GEN=26_MEMBER=4369_PSO,GEN=23_MEMBER=3933_PSO,,
GEN=26_MEMBER=4370_PSO,GEN=23_MEMBER=3802_PSO,,
GEN=26_MEMBER=4371_PSO,GEN=19_MEMBER=3230_PSO,,
GEN=26_MEMBER=4372_PSO,GEN=25_MEMBER=4243_PSO,,
GEN=26_MEMBER=4373_PSO,GEN=18_MEMBER=3025_PSO,,
GEN=26_MEMBER=4374_PSO,GEN=22_MEMBER=3620_PSO,,
GEN=26_MEMBER=4375_PSO,GEN=19_MEMBER=3124_PSO,,
GEN=26_MEMBER=4376_PSO,GEN=24_MEMBER=4015_PSO,,
GEN=26_MEMBER=4377_PSO,GEN=23_MEMBER=3807_PSO,,
GEN=26_MEMBER=4378_PSO,GEN=21_MEMBER=3505_PSO,,
GEN=26_MEMBER=4379_PSO,GEN=22_MEMBER=3737_PSO,,
GEN=26_MEMBER=4380_PSO,GEN=25_MEMBER=4145_PSO,,
GEN=26_MEMBER=4381_PSO,GEN=21_MEMBER=3480_PSO,,
GEN=26_MEMBER=4382_PSO,GEN=17_MEMBER=2796_PSO,,
GEN=26_MEMBER=4383_PSO,GEN=19_MEMBER=3146_PSO,,
GEN=26_MEMBER=4384_PSO,GEN=20_MEMBER=3413_PSO,,
GEN=26_MEMBER=4385_PSO,GEN=20_MEMBER=3421_PSO,,
GEN=26_MEMBER=4386_PSO,GEN=21_MEMBER=3485_PSO,,
GEN=26_MEMBER=4387_PSO,GEN=25_MEMBER=4219_PSO,,
GEN=26_MEMBER=4388_PSO,GEN=21_MEMBER=3517_PSO,,
GEN=26_MEMBER=4389_PSO,GEN=23_MEMBER=3815_PSO,,
GEN=26_MEMBER=4390_PSO,GEN=16_MEMBER=2640_PSO,,
GEN=26_MEMBER=4391_PSO,GEN=22_MEMBER=3692_PSO,,
GEN=26_MEMBER=4392_PSO,GEN=24_MEMBER=3982_PSO,,
GEN=26_MEMBER=4393_PSO,GEN=24_MEMBER=4051_PSO,,
GEN=26_MEMBER=4394_PSO,GEN=20_MEMBER=3295_PSO,,
GEN=26_MEMBER=4395_PSO,GEN=23_MEMBER=3941_PSO,,
GEN=26_MEMBER=4396_PSO,GEN=20_MEMBER=3419_PSO,,
GEN=26_MEMBER=4397_PSO,GEN=22_MEMBER=3760_PSO,,
GEN=26_MEMBER=4398_PSO,GEN=25_MEMBER=4188_PSO,,
GEN=26_MEMBER=4399_PSO,GEN=24_MEMBER=4017_PSO,,
GEN=26_MEMBER=4400_PSO,GEN=17_MEMBER=2855_PSO,,
GEN=26_MEMBER=4401_PSO,GEN=24_MEMBER=4089_PSO,,
GEN=26_MEMBER=4402_PSO,GEN=25_MEMBER=4221_PSO,,
GEN=26_MEMBER=4403_PSO,GEN=22_MEMBER=3713_PSO,,
GEN=26_MEMBER=4404_PSO,GEN=25_MEMBER=4189_PSO,,
GEN=26_MEMBER=4405_PSO,GEN=23_MEMBER=3874_PSO,,
GEN=26_MEMBER=4406_PSO,GEN=24_MEMBER=4004_PSO,,
GEN=26_MEMBER=4407_PSO,GEN=20_MEMBER=3275_PSO,,
GEN=26_MEMBER=4408_PSO,GEN=25_MEMBER=4152_PSO,,
GEN=26_MEMBER=4409_PSO,GEN=24_MEMBER=4099_PSO,,
GEN=26_MEMBER=4410_PSO,GEN=21_MEMBER=3516_PSO,,
GEN=26_MEMBER=4411_PSO,GEN=23_MEMBER=3804_PSO,,
GEN=26_MEMBER=4412_PSO,GEN=25_MEMBER=4184_PSO,,
GEN=26_MEMBER=4413_PSO,GEN=19_MEMBER=3256_PSO,,
GEN=26_MEMBER=4414_PSO,GEN=19_MEMBER=3129_PSO,,
GEN=26_MEMBER=4415_PSO,GEN=24_MEMBER=4060_PSO,,
GEN=26_MEMBER=4416_PSO,GEN=25_MEMBER=4177_PSO,,
GEN=26_MEMBER=4417_PSO,GEN=22_MEMBER=3668_PSO,,
GEN=26_MEMBER=4418_PSO,GEN=24_MEMBER=4118_PSO,,
GEN=26_MEMBER=4419_PSO,GEN=25_MEMBER=4231_PSO,,
GEN=26_MEMBER=4420_PSO,GEN=25_MEMBER=4284_PSO,,
GEN=26_MEMBER=4421_PSO,GEN=18_MEMBER=3086_PSO,,
GEN=26_MEMBER=4422_PSO,GEN=23_MEMBER=3909_PSO,,
GEN=26_MEMBER=4423_PSO,GEN=24_MEMBER=4107_PSO,,
GEN=26_MEMBER=4424_PSO,GEN=23_MEMBER=3857_PSO,,
GEN=26_MEMBER=4425_PSO,GEN=25_MEMBER=4214_PSO,,
GEN=26_MEMBER=4426_PSO,GEN=8_MEMBER=1339_PSO,,
GEN=26_MEMBER=4427_PSO,GEN=18_MEMBER=3071_PSO,,
GEN=26_MEMBER=4428_PSO,GEN=25_MEMBER=4267_PSO,,
GEN=26_MEMBER=4429_PSO,GEN=24_MEMBER=3963_PSO,,
GEN=26_MEMBER=4430_PSO,GEN=18_MEMBER=3043_PSO,,
GEN=26_MEMBER=4431_PSO,GEN=24_MEMBER=4024_PSO,,
GEN=26_MEMBER=4432_PSO,GEN=23_MEMBER=3852_PSO,,
GEN=26_MEMBER=4433_PSO,GEN=18_MEMBER=2940_PSO,,
GEN=26_MEMBER=4434_PSO,GEN=25_MEMBER=4285_PSO,,
GEN=26_MEMBER=4435_PSO,GEN=24_MEMBER=4008_PSO,,
GEN=26_MEMBER=4436_PSO,GEN=17_MEMBER=2870_PSO,,
GEN=26_MEMBER=4437_PSO,GEN=23_MEMBER=3803_PSO,,
GEN=26_MEMBER=4438_PSO,GEN=17_MEMBER=2807_PSO,,
GEN=26_MEMBER=4439_PSO,GEN=24_MEMBER=4074_PSO,,
GEN=26_MEMBER=4440_PSO,GEN=16_MEMBER=2658_PSO,,
GEN=26_MEMBER=4441_PSO,GEN=21_MEMBER=3511_PSO,,
GEN=26_MEMBER=4442_PSO,GEN=24_MEMBER=4119_PSO,,
GEN=26_MEMBER=4443_PSO,GEN=25_MEMBER=4162_PSO,,
GEN=26_MEMBER=4444_PSO,GEN=21_MEMBER=3493_PSO,,
GEN=26_MEMBER=4445_PSO,GEN=25_MEMBER=4289_PSO,,
GEN=26_MEMBER=4446_PSO,GEN=25_MEMBER=4247_PSO,,
GEN=26_MEMBER=4447_PSO,GEN=23_MEMBER=3855_PSO,,
GEN=26_MEMBER=4448_PSO,GEN=23_MEMBER=3866_PSO,,
GEN=26_MEMBER=4449_PSO,GEN=24_MEMBER=4050_PSO,,
GEN=26_MEMBER=4450_PSO,GEN=24_MEMBER=4112_PSO,,
GEN=26_MEMBER=4451_PSO,GEN=23_MEMBER=3860_PSO,,
GEN=26_MEMBER=4452_PSO,GEN=25_MEMBER=4266_PSO,,
GEN=26_MEMBER=4453_PSO,GEN=22_MEMBER=3670_PSO,,
GEN=26_MEMBER=4454_PSO,GEN=25_MEMBER=4268_PSO,,
GEN=26_MEMBER=4455_PSO,GEN=23_MEMBER=3921_PSO,,
GEN=26_MEMBER=4456_PSO,GEN=22_MEMBER=3681_PSO,,
GEN=26_MEMBER=4457_PSO,GEN=24_MEMBER=3981_PSO,,
GEN=26_MEMBER=4458_PSO,GEN=17_MEMBER=2890_PSO,,
GEN=26_MEMBER=4459_PSO,GEN=24_MEMBER=4083_PSO,,
GEN=26_MEMBER=4460_PSO,GEN=23_MEMBER=3934_PSO,,
GEN=26_MEMBER=4461_PSO,GEN=21_MEMBER=3563_PSO,,
GEN=26_MEMBER=4462_PSO,GEN=22_MEMBER=3637_PSO,,
GEN=26_MEMBER=4463_PSO,GEN=14_MEMBER=2300_PSO,,
GEN=26_MEMBER=4464_PSO,GEN=13_MEMBER=2202_PSO,,
GEN=26_MEMBER=4465_PSO,GEN=24_MEMBER=4010_PSO,,
GEN=26_MEMBER=4466_PSO,GEN=25_MEMBER=4230_PSO,,
GEN=26_MEMBER=4467_PSO,GEN=20_MEMBER=3388_PSO,,
GEN=26_MEMBER=4468_PSO,GEN=12_MEMBER=1915_PSO,,
GEN=26_MEMBER=4469_PSO,GEN=11_MEMBER=1783_PSO,,
GEN=26_MEMBER=4470_PSO,GEN=25_MEMBER=4271_PSO,,
GEN=26_MEMBER=4471_PSO,GEN=25_MEMBER=4228_PSO,,
GEN=27_MEMBER=4472_PSO,152,,
GEN=27_MEMBER=4473_PSO,GEN=24_MEMBER=4127_PSO,,
GEN=27_MEMBER=4474_PSO,130,,
GEN=27_MEMBER=4475_PSO,16,,
GEN=27_MEMBER=4476_PSO,GEN=24_MEMBER=3960_PSO,,
GEN=27_MEMBER=4477_PSO,GEN=26_MEMBER=4350_PSO,,
GEN=27_MEMBER=4478_PSO,GEN=21_MEMBER=3518_PSO,,
GEN=27_MEMBER=4479_PSO,GEN=25_MEMBER=4272_PSO,,
GEN=27_MEMBER=4480_PSO,GEN=26_MEMBER=4460_PSO,,
GEN=27_MEMBER=4481_PSO,95,,
GEN=27_MEMBER=4482_PSO,156,,
GEN=27_MEMBER=4483_PSO,GEN=26_MEMBER=4324_PSO,,
GEN=27_MEMBER=4484_PSO,GEN=18_MEMBER=2974_PSO,,
GEN=27_MEMBER=4485_PSO,GEN=20_MEMBER=3290_PSO,,
GEN=27_MEMBER=4486_PSO,GEN=23_MEMBER=3848_PSO,,
GEN=27_MEMBER=4487_PSO,GEN=22_MEMBER=3680_PSO,,
GEN=27_MEMBER=4488_PSO,GEN=25_MEMBER=4140_PSO,,
GEN=27_MEMBER=4489_PSO,GEN=17_MEMBER=2870_PSO,,
GEN=27_MEMBER=4490_PSO,GEN=22_MEMBER=3621_PSO,,
GEN=27_MEMBER=4491_PSO,GEN=25_MEMBER=4177_PSO,,
GEN=27_MEMBER=4492_PSO,GEN=24_MEMBER=4054_PSO,,
GEN=27_MEMBER=4493_PSO,GEN=24_MEMBER=3977_PSO,,
GEN=27_MEMBER=4494_PSO,GEN=19_MEMBER=3254_PSO,,
GEN=27_MEMBER=4495_PSO,GEN=20_MEMBER=3338_PSO,,
GEN=27_MEMBER=4496_PSO,GEN=21_MEMBER=3465_PSO,,
GEN=27_MEMBER=4497_PSO,GEN=26_MEMBER=4430_PSO,,
GEN=27_MEMBER=4498_PSO,GEN=26_MEMBER=4379_PSO,,
GEN=27_MEMBER=4499_PSO,GEN=18_MEMBER=2995_PSO,,
GEN=27_MEMBER=4500_PSO,GEN=23_MEMBER=3867_PSO,,
GEN=27_MEMBER=4501_PSO,GEN=18_MEMBER=2986_PSO,,
GEN=27_MEMBER=4502_PSO,GEN=25_MEMBER=4190_PSO,,
GEN=27_MEMBER=4503_PSO,GEN=26_MEMBER=4360_PSO,,
GEN=27_MEMBER=4504_PSO,10,,
GEN=27_MEMBER=4505_PSO,GEN=24_MEMBER=3965_PSO,,
GEN=27_MEMBER=4506_PSO,GEN=22_MEMBER=3761_PSO,,
GEN=27_MEMBER=4507_PSO,GEN=23_MEMBER=3836_PSO,,
GEN=27_MEMBER=4508_PSO,GEN=25_MEMBER=4242_PSO,,
GEN=27_MEMBER=4509_PSO,GEN=20_MEMBER=3413_PSO,,
GEN=27_MEMBER=4510_PSO,GEN=24_MEMBER=4004_PSO,,
GEN=27_MEMBER=4511_PSO,GEN=24_MEMBER=4065_PSO,,
GEN=27_MEMBER=4512_PSO,GEN=22_MEMBER=3688_PSO,,
GEN=27_MEMBER=4513_PSO,GEN=24_MEMBER=4091_PSO,,
GEN=27_MEMBER=4514_PSO,GEN=23_MEMBER=3788_PSO,,
GEN=27_MEMBER=4515_PSO,GEN=26_MEMBER=4429_PSO,,
GEN=27_MEMBER=4516_PSO,GEN=24_MEMBER=4038_PSO,,
GEN=27_MEMBER=4517_PSO,GEN=19_MEMBER=3171_PSO,,
GEN=27_MEMBER=4518_PSO,GEN=26_MEMBER=4393_PSO,,
GEN=27_MEMBER=4519_PSO,GEN=22_MEMBER=3661_PSO,,
GEN=27_MEMBER=4520_PSO,GEN=26_MEMBER=4366_PSO,,
GEN=27_MEMBER=4521_PSO,GEN=17_MEMBER=2783_PSO,,
GEN=27_MEMBER=4522_PSO,GEN=26_MEMBER=4468_PSO,,
GEN=27_MEMBER=4523_PSO,GEN=26_MEMBER=4321_PSO,,
GEN=27_MEMBER=4524_PSO,GEN=21_MEMBER=3505_PSO,,
GEN=27_MEMBER=4525_PSO,GEN=25_MEMBER=4292_PSO,,
GEN=27_MEMBER=4526_PSO,GEN=26_MEMBER=4306_PSO,,
GEN=27_MEMBER=4527_PSO,GEN=20_MEMBER=3297_PSO,,
GEN=27_MEMBER=4528_PSO,GEN=25_MEMBER=4262_PSO,,
GEN=27_MEMBER=4529_PSO,GEN=22_MEMBER=3670_PSO,,
GEN=27_MEMBER=4530_PSO,GEN=25_MEMBER=4237_PSO,,
GEN=27_MEMBER=4531_PSO,GEN=26_MEMBER=4351_PSO,,
GEN=27_MEMBER=4532_PSO,GEN=24_MEMBER=4102_PSO,,
GEN=27_MEMBER=4533_PSO,GEN=26_MEMBER=4347_PSO,,
GEN=27_MEMBER=4534_PSO,GEN=25_MEMBER=4252_PSO,,
GEN=27_MEMBER=4535_PSO,GEN=23_MEMBER=3803_PSO,,
GEN=27_MEMBER=4536_PSO,GEN=23_MEMBER=3795_PSO,,
GEN=27_MEMBER=4537_PSO,GEN=19_MEMBER=3253_PSO,,
GEN=27_MEMBER=4538_PSO,GEN=26_MEMBER=4427_PSO,,
GEN=27_MEMBER=4539_PSO,GEN=23_MEMBER=3933_PSO,,
GEN=27_MEMBER=4540_PSO,GEN=25_MEMBER=4153_PSO,,
GEN=27_MEMBER=4541_PSO,GEN=22_MEMBER=3667_PSO,,
GEN=27_MEMBER=4542_PSO,GEN=23_MEMBER=3861_PSO,,
GEN=27_MEMBER=4543_PSO,GEN=26_MEMBER=4356_PSO,,
GEN=27_MEMBER=4544_PSO,GEN=26_MEMBER=4422_PSO,,
GEN=27_MEMBER=4545_PSO,GEN=26_MEMBER=4455_PSO,,
GEN=27_MEMBER=4546_PSO,GEN=26_MEMBER=4377_PSO,,
GEN=27_MEMBER=4547_PSO,GEN=19_MEMBER=3230_PSO,,
GEN=27_MEMBER=4548_PSO,GEN=21_MEMBER=3464_PSO,,
GEN=27_MEMBER=4549_PSO,GEN=25_MEMBER=4296_PSO,,
GEN=27_MEMBER=4550_PSO,GEN=25_MEMBER=4243_PSO,,
GEN=27_MEMBER=4551_PSO,GEN=26_MEMBER=4389_PSO,,
GEN=27_MEMBER=4552_PSO,GEN=18_MEMBER=3025_PSO,,
GEN=27_MEMBER=4553_PSO,GEN=23_MEMBER=3815_PSO,,
GEN=27_MEMBER=4554_PSO,GEN=22_MEMBER=3620_PSO,,
GEN=27_MEMBER=4555_PSO,GEN=22_MEMBER=3747_PSO,,
GEN=27_MEMBER=4556_PSO,GEN=24_MEMBER=3987_PSO,,
GEN=27_MEMBER=4557_PSO,GEN=19_MEMBER=3124_PSO,,
GEN=27_MEMBER=4558_PSO,GEN=24_MEMBER=4015_PSO,,
GEN=27_MEMBER=4559_PSO,GEN=26_MEMBER=4392_PSO,,
GEN=27_MEMBER=4560_PSO,GEN=22_MEMBER=3737_PSO,,
GEN=27_MEMBER=4561_PSO,GEN=25_MEMBER=4145_PSO,,
GEN=27_MEMBER=4562_PSO,GEN=22_MEMBER=3723_PSO,,
GEN=27_MEMBER=4563_PSO,GEN=17_MEMBER=2796_PSO,,
GEN=27_MEMBER=4564_PSO,GEN=19_MEMBER=3146_PSO,,
GEN=27_MEMBER=4565_PSO,GEN=18_MEMBER=3043_PSO,,
GEN=27_MEMBER=4566_PSO,GEN=26_MEMBER=4336_PSO,,
GEN=27_MEMBER=4567_PSO,GEN=21_MEMBER=3517_PSO,,
GEN=27_MEMBER=4568_PSO,GEN=25_MEMBER=4152_PSO,,
GEN=27_MEMBER=4569_PSO,GEN=23_MEMBER=3802_PSO,,
GEN=27_MEMBER=4570_PSO,GEN=22_MEMBER=3692_PSO,,
GEN=27_MEMBER=4571_PSO,GEN=25_MEMBER=4219_PSO,,
GEN=27_MEMBER=4572_PSO,GEN=26_MEMBER=4320_PSO,,
GEN=27_MEMBER=4573_PSO,GEN=24_MEMBER=3982_PSO,,
GEN=27_MEMBER=4574_PSO,GEN=24_MEMBER=4083_PSO,,
GEN=27_MEMBER=4575_PSO,GEN=13_MEMBER=2202_PSO,,
GEN=27_MEMBER=4576_PSO,GEN=24_MEMBER=4051_PSO,,
GEN=27_MEMBER=4577_PSO,GEN=23_MEMBER=3941_PSO,,
GEN=27_MEMBER=4578_PSO,GEN=26_MEMBER=4376_PSO,,
GEN=27_MEMBER=4579_PSO,GEN=25_MEMBER=4188_PSO,,
GEN=27_MEMBER=4580_PSO,GEN=26_MEMBER=4451_PSO,,
GEN=27_MEMBER=4581_PSO,GEN=24_MEMBER=4089_PSO,,
GEN=27_MEMBER=4582_PSO,GEN=25_MEMBER=4221_PSO,,
GEN=27_MEMBER=4583_PSO,GEN=22_MEMBER=3713_PSO,,
GEN=27_MEMBER=4584_PSO,GEN=25_MEMBER=4189_PSO,,
GEN=27_MEMBER=4585_PSO,GEN=22_MEMBER=3668_PSO,,
GEN=27_MEMBER=4586_PSO,GEN=23_MEMBER=3874_PSO,,
GEN=27_MEMBER=4587_PSO,GEN=24_MEMBER=4099_PSO,,
GEN=27_MEMBER=4588_PSO,GEN=21_MEMBER=3516_PSO,,
GEN=27_MEMBER=4589_PSO,GEN=25_MEMBER=4184_PSO,,
GEN=27_MEMBER=4590_PSO,GEN=19_MEMBER=3256_PSO,,
GEN=27_MEMBER=4591_PSO,GEN=20_MEMBER=3388_PSO,,
GEN=27_MEMBER=4592_PSO,GEN=19_MEMBER=3129_PSO,,
GEN=27_MEMBER=4593_PSO,GEN=26_MEMBER=4361_PSO,,
GEN=27_MEMBER=4594_PSO,GEN=24_MEMBER=4118_PSO,,
GEN=27_MEMBER=4595_PSO,GEN=25_MEMBER=4231_PSO,,
GEN=27_MEMBER=4596_PSO,GEN=22_MEMBER=3695_PSO,,
GEN=27_MEMBER=4597_PSO,GEN=26_MEMBER=4353_PSO,,
GEN=27_MEMBER=4598_PSO,GEN=25_MEMBER=4284_PSO,,
GEN=27_MEMBER=4599_PSO,GEN=18_MEMBER=3086_PSO,,
GEN=27_MEMBER=4600_PSO,GEN=23_MEMBER=3807_PSO,,
GEN=27_MEMBER=4601_PSO,GEN=23_MEMBER=3909_PSO,,
GEN=27_MEMBER=4602_PSO,GEN=20_MEMBER=3295_PSO,,
GEN=27_MEMBER=4603_PSO,GEN=24_MEMBER=4107_PSO,,
GEN=27_MEMBER=4604_PSO,GEN=23_MEMBER=3857_PSO,,
GEN=27_MEMBER=4605_PSO,GEN=25_MEMBER=4214_PSO,,
GEN=27_MEMBER=4606_PSO,GEN=8_MEMBER=1339_PSO,,
GEN=27_MEMBER=4607_PSO,GEN=18_MEMBER=3071_PSO,,
GEN=27_MEMBER=4608_PSO,GEN=25_MEMBER=4267_PSO,,
GEN=27_MEMBER=4609_PSO,GEN=24_MEMBER=3963_PSO,,
GEN=27_MEMBER=4610_PSO,GEN=24_MEMBER=4024_PSO,,
GEN=27_MEMBER=4611_PSO,GEN=18_MEMBER=2940_PSO,,
GEN=27_MEMBER=4612_PSO,GEN=25_MEMBER=4285_PSO,,
GEN=27_MEMBER=4613_PSO,GEN=25_MEMBER=4228_PSO,,
GEN=27_MEMBER=4614_PSO,GEN=24_MEMBER=4008_PSO,,
GEN=27_MEMBER=4615_PSO,GEN=24_MEMBER=4074_PSO,,
GEN=27_MEMBER=4616_PSO,GEN=17_MEMBER=2807_PSO,,
GEN=27_MEMBER=4617_PSO,GEN=21_MEMBER=3511_PSO,,
GEN=27_MEMBER=4618_PSO,GEN=24_MEMBER=4010_PSO,,
GEN=27_MEMBER=4619_PSO,GEN=24_MEMBER=4119_PSO,,
GEN=27_MEMBER=4620_PSO,GEN=25_MEMBER=4162_PSO,,
GEN=27_MEMBER=4621_PSO,GEN=25_MEMBER=4289_PSO,,
GEN=27_MEMBER=4622_PSO,GEN=25_MEMBER=4247_PSO,,
GEN=27_MEMBER=4623_PSO,GEN=23_MEMBER=3855_PSO,,
GEN=27_MEMBER=4624_PSO,GEN=24_MEMBER=4050_PSO,,
GEN=27_MEMBER=4625_PSO,GEN=24_MEMBER=4060_PSO,,
GEN=27_MEMBER=4626_PSO,GEN=21_MEMBER=3480_PSO,,
GEN=27_MEMBER=4627_PSO,GEN=24_MEMBER=4112_PSO,,
GEN=27_MEMBER=4628_PSO,GEN=23_MEMBER=3860_PSO,,
GEN=27_MEMBER=4629_PSO,GEN=24_MEMBER=4034_PSO,,
GEN=27_MEMBER=4630_PSO,GEN=25_MEMBER=4266_PSO,,
GEN=27_MEMBER=4631_PSO,GEN=21_MEMBER=3589_PSO,,
GEN=27_MEMBER=4632_PSO,GEN=21_MEMBER=3485_PSO,,
GEN=27_MEMBER=4633_PSO,GEN=25_MEMBER=4268_PSO,,
GEN=27_MEMBER=4634_PSO,GEN=23_MEMBER=3921_PSO,,
GEN=27_MEMBER=4635_PSO,GEN=22_MEMBER=3681_PSO,,
GEN=27_MEMBER=4636_PSO,GEN=24_MEMBER=3981_PSO,,
GEN=27_MEMBER=4637_PSO,GEN=23_MEMBER=3934_PSO,,
GEN=27_MEMBER=4638_PSO,GEN=21_MEMBER=3563_PSO,,
GEN=27_MEMBER=4639_PSO,GEN=26_MEMBER=4405_PSO,,
GEN=27_MEMBER=4640_PSO,GEN=22_MEMBER=3637_PSO,,
GEN=27_MEMBER=4641_PSO,GEN=23_MEMBER=3852_PSO,,
GEN=27_MEMBER=4642_PSO,GEN=12_MEMBER=1915_PSO,,
GEN=27_MEMBER=4643_PSO,GEN=11_MEMBER=1783_PSO,,
GEN=28_MEMBER=4644_PSO,152,,
GEN=28_MEMBER=4645_PSO,GEN=24_MEMBER=4127_PSO,,
GEN=28_MEMBER=4646_PSO,130,,
GEN=28_MEMBER=4647_PSO,16,,
GEN=28_MEMBER=4648_PSO,GEN=26_MEMBER=4350_PSO,,
GEN=28_MEMBER=4649_PSO,GEN=24_MEMBER=3960_PSO,,
GEN=28_MEMBER=4650_PSO,GEN=26_MEMBER=4460_PSO,,
GEN=28_MEMBER=4651_PSO,95,,
GEN=28_MEMBER=4652_PSO,GEN=25_MEMBER=4272_PSO,,
GEN=28_MEMBER=4653_PSO,156,,
GEN=28_MEMBER=4654_PSO,GEN=18_MEMBER=2974_PSO,,
GEN=28_MEMBER=4655_PSO,GEN=20_MEMBER=3290_PSO,,
GEN=28_MEMBER=4656_PSO,GEN=27_MEMBER=4559_PSO,,
GEN=28_MEMBER=4657_PSO,GEN=21_MEMBER=3518_PSO,,
GEN=28_MEMBER=4658_PSO,GEN=22_MEMBER=3680_PSO,,
GEN=28_MEMBER=4659_PSO,GEN=17_MEMBER=2870_PSO,,
GEN=28_MEMBER=4660_PSO,GEN=22_MEMBER=3621_PSO,,
GEN=28_MEMBER=4661_PSO,GEN=24_MEMBER=4054_PSO,,
GEN=28_MEMBER=4662_PSO,GEN=24_MEMBER=3977_PSO,,
GEN=28_MEMBER=4663_PSO,GEN=19_MEMBER=3254_PSO,,
GEN=28_MEMBER=4664_PSO,GEN=20_MEMBER=3338_PSO,,
GEN=28_MEMBER=4665_PSO,GEN=21_MEMBER=3465_PSO,,
GEN=28_MEMBER=4666_PSO,GEN=26_MEMBER=4430_PSO,,
GEN=28_MEMBER=4667_PSO,GEN=26_MEMBER=4379_PSO,,
GEN=28_MEMBER=4668_PSO,GEN=18_MEMBER=2995_PSO,,
GEN=28_MEMBER=4669_PSO,GEN=25_MEMBER=4190_PSO,,
GEN=28_MEMBER=4670_PSO,GEN=26_MEMBER=4360_PSO,,
GEN=28_MEMBER=4671_PSO,10,,
GEN=28_MEMBER=4672_PSO,GEN=27_MEMBER=4579_PSO,,
GEN=28_MEMBER=4673_PSO,GEN=24_MEMBER=3965_PSO,,
GEN=28_MEMBER=4674_PSO,GEN=18_MEMBER=2986_PSO,,
GEN=28_MEMBER=4675_PSO,GEN=27_MEMBER=4615_PSO,,
GEN=28_MEMBER=4676_PSO,GEN=23_MEMBER=3788_PSO,,
GEN=28_MEMBER=4677_PSO,GEN=27_MEMBER=4577_PSO,,
GEN=28_MEMBER=4678_PSO,GEN=27_MEMBER=4523_PSO,,
GEN=28_MEMBER=4679_PSO,GEN=25_MEMBER=4242_PSO,,
GEN=28_MEMBER=4680_PSO,GEN=21_MEMBER=3511_PSO,,
GEN=28_MEMBER=4681_PSO,GEN=24_MEMBER=4004_PSO,,
GEN=28_MEMBER=4682_PSO,GEN=27_MEMBER=4513_PSO,,
GEN=28_MEMBER=4683_PSO,GEN=25_MEMBER=4284_PSO,,
GEN=28_MEMBER=4684_PSO,GEN=27_MEMBER=4631_PSO,,
GEN=28_MEMBER=4685_PSO,GEN=26_MEMBER=4429_PSO,,
GEN=28_MEMBER=4686_PSO,GEN=26_MEMBER=4393_PSO,,
