member,generation,raw_total_pumping_cfs,effective_total_pumping_cfs,T_value__T_minus_10pct,T_value__T_plus_10pct,T_value__baseline_T,absolute_streamflow_error_cfs__T_minus_10pct,absolute_streamflow_error_cfs__T_plus_10pct,absolute_streamflow_error_cfs__baseline_T,depletion_cfs__T_minus_10pct,depletion_cfs__T_plus_10pct,depletion_cfs__baseline_T,depletion_change_from_baseline_cfs__T_minus_10pct,depletion_change_from_baseline_cfs__T_plus_10pct,depletion_change_from_baseline_cfs__baseline_T,streamflow_cfs__T_minus_10pct,streamflow_cfs__T_plus_10pct,streamflow_cfs__baseline_T,streamflow_change_from_baseline_cfs__T_minus_10pct,streamflow_change_from_baseline_cfs__T_plus_10pct,streamflow_change_from_baseline_cfs__baseline_T,streamflow_shortfall_below_baseline_cfs__T_minus_10pct,streamflow_shortfall_below_baseline_cfs__T_plus_10pct,streamflow_shortfall_below_baseline_cfs__baseline_T
gen=38_member=4784_pso,50,106.1827838891305,103.04783317258301,1530.0,1870.0000000000002,1700.0,0.12318045632954444,0.11635236215061173,0.0,1.8104049457994704,2.049937764279627,1.9335854021290155,-0.12318045632954511,0.11635236215061151,0.0,6.789595054200529,6.550062235720373,6.666414597870984,0.12318045632954444,-0.11635236215061173,0.0,0.0,0.11635236215061173,0.0
gen=38_member=4788_pso,50,113.26712697697172,112.6235183624327,1530.0,1870.0000000000002,1700.0,0.1955892832162789,0.18263271985978413,0.0,3.2276016482672585,3.605823651343322,3.423190931483538,-0.19558928321627933,0.18263271985978413,0.0,5.372398351732741,4.994176348656678,5.176809068516462,0.1955892832162789,-0.18263271985978413,0.0,0.0,0.18263271985978413,0.0
gen=38_member=4799_pso,50,112.07050960387664,110.56961921480378,1530.0,1870.0000000000002,1700.0,0.17444464608904742,0.16312467152319332,0.0,2.7055157113299364,3.043085028942177,2.8799603574189843,-0.17444464608904786,0.16312467152319288,0.0,5.894484288670063,5.5569149710578225,5.720039642581016,0.17444464608904742,-0.16312467152319332,0.0,0.0,0.16312467152319332,0.0
gen=38_member=4827_pso,50,113.58228336854604,113.21257762424806,1530.0,1870.0000000000002,1700.0,0.20471788095037802,0.19100494542818502,0.0,3.489505962630398,3.8852287890089605,3.6942238435807764,-0.20471788095037846,0.19100494542818414,0.0,5.110494037369602,4.714771210991039,4.905776156419224,0.20471788095037802,-0.19100494542818502,0.0,0.0,0.19100494542818502,0.0
gen=38_member=4840_pso,50,111.54088928533567,110.65515065434496,1530.0,1870.0000000000002,1700.0,0.17520392385266348,0.16387288381947585,0.0,2.7189464388034064,3.0580232464755466,2.89415036265607,-0.17520392385266348,0.16387288381947673,0.0,5.881053561196593,5.5419767535244535,5.705849637343929,0.17520392385266348,-0.16387288381947585,0.0,0.0,0.16387288381947585,0.0
gen=38_member=4844_pso,50,113.49729508533946,113.23465912581813,1530.0,1870.0000000000002,1700.0,0.20134657835784697,0.18858511478145612,0.0,3.3487042622944476,3.7386359554337503,3.550050840652294,-0.20134657835784653,0.18858511478145612,0.0,5.2512957377055525,4.861364044566249,5.0499491593477055,0.20134657835784697,-0.18858511478145612,0.0,0.0,0.18858511478145612,0.0
gen=39_member=4882_pso,50,102.04861038689992,99.8747179039148,1530.0,1870.0000000000002,1700.0,0.11178444739861604,0.1057039568888527,0.0,1.6193798398545118,1.8368682441419808,1.7311642872531274,-0.1117844473986156,0.10570395688885337,0.0,6.980620160145488,6.763131755858019,6.868835712746872,0.11178444739861604,-0.1057039568888527,0.0,0.0,0.1057039568888527,0.0
gen=39_member=4883_pso,50,108.90827610733855,108.14164050688167,1530.0,1870.0000000000002,1700.0,0.14590688467806423,0.13651823008486907,0.0,2.2274858546896383,2.509910969452571,2.373392739367702,-0.1459068846780638,0.13651823008486907,0.0,6.372514145310362,6.0900890305474285,6.2266072606322975,0.14590688467806423,-0.13651823008486907,0.0,0.0,0.13651823008486907,0.0
gen=39_member=4884_pso,50,109.73919419703346,108.19045999864461,1530.0,1870.0000000000002,1700.0,0.15190088185331696,0.1419009237846396,0.0,2.257927829104577,2.5517296347425336,2.409828710957895,-0.15190088185331785,0.1419009237846387,0.0,6.342072170895422,6.048270365257466,6.190171289042105,0.15190088185331696,-0.1419009237846396,0.0,0.0,0.1419009237846396,0.0
gen=39_member=4886_pso,50,112.49553281816937,112.16405433851398,1530.0,1870.0000000000002,1700.0,0.18777456800698822,0.1759557179296305,0.0,2.956785233495081,3.3205155194317,3.1445598015020697,-0.18777456800698866,0.1759557179296305,0.0,5.643214766504919,5.2794844805683,5.45544019849793,0.18777456800698822,-0.1759557179296305,0.0,0.0,0.1759557179296305,0.0
gen=39_member=4891_pso,50,114.04452867622658,114.03231986760247,1530.0,1870.0000000000002,1700.0,0.2197162981963725,0.20442704521070443,0.0,3.9142064744667353,4.338349817873812,4.133922772663108,-0.2197162981963725,0.20442704521070443,0.0,4.685793525533264,4.261650182126187,4.466077227336892,0.2197162981963725,-0.20442704521070443,0.0,0.0,0.20442704521070443,0.0
