real_name,obj_well
152,17542.837279493985989
gen=11_member=1739_pso,9235.1947624786243978
16,17265.4976240203614
gen=12_member=1939_pso,14467.48552910678336
gen=11_member=1748_pso,14906.407262341690512
gen=9_member=1504_pso,11167.640063236542119
130,17325.020546659376123
gen=11_member=1858_pso,14546.941932273752172
gen=12_member=1990_pso,15953.146320491321603
gen=12_member=1960_pso,13506.415492522506611
gen=12_member=1931_pso,12392.544195724765814
gen=11_member=1788_pso,11463.517985472502914
gen=11_member=1801_pso,15500.859142815672385
gen=12_member=1904_pso,12598.318726867069927
gen=12_member=2060_pso,15603.700636990854036
gen=9_member=1403_pso,9547.0684705047478928
gen=11_member=1756_pso,15462.81232305087542
gen=11_member=1823_pso,15183.248155843903078
gen=12_member=1903_pso,15633.428572016895487
gen=11_member=1731_pso,15924.733179652461331
gen=11_member=1867_pso,13565.152184339855012
gen=11_member=1768_pso,14890.444039961217641
gen=12_member=1952_pso,16026.964282774337335
gen=9_member=1427_pso,13119.51941815918326
gen=11_member=1749_pso,13973.839718981254919
gen=12_member=1949_pso,10493.405069928483499
gen=11_member=1750_pso,16362.110078018295098
gen=8_member=1311_pso,15027.077450386348573
gen=10_member=1712_pso,13986.99845956723766
gen=12_member=1959_pso,16034.890239134407238
gen=12_member=1901_pso,16122.592258076911094
gen=10_member=1609_pso,12055.189929215453958
gen=12_member=1919_pso,16361.37818789578705
gen=9_member=1398_pso,15225.803808957645742
gen=12_member=2008_pso,11690.335538483035634
gen=10_member=1586_pso,12722.37084215728828
gen=12_member=1970_pso,14332.440825666088131
gen=11_member=1766_pso,13592.65624652697079
156,16882.312566035940108
gen=12_member=2037_pso,16604.756937212194316
95,17459.9108550814708
gen=11_member=1778_pso,15665.877096935117152
gen=12_member=1950_pso,14723.979444082162445
gen=11_member=1874_pso,12712.744513745177755
gen=12_member=1994_pso,14753.153435422009352
gen=9_member=1409_pso,16641.060350057832693
gen=11_member=1811_pso,14103.868982408162992
gen=11_member=1761_pso,16215.462787636430221
gen=11_member=1864_pso,16395.569132064290898
gen=12_member=1932_pso,11717.378068333773626
gen=12_member=2050_pso,16234.707942923876544
gen=11_member=1734_pso,10147.806067445239023
gen=12_member=1910_pso,16420.856286337839265
gen=9_member=1516_pso,16454.192300756101758
gen=10_member=1647_pso,16520.016242854326265
gen=12_member=2039_pso,15160.677550009473634
gen=12_member=1953_pso,15675.30662450647651
gen=12_member=1911_pso,16418.928672586876928
gen=10_member=1638_pso,15908.352866289858866
gen=9_member=1509_pso,16129.885372072292739
gen=10_member=1616_pso,15266.938608453963752
gen=12_member=1978_pso,16209.104924072611539
gen=8_member=1350_pso,15704.337840390489873
gen=11_member=1770_pso,15696.385798047418575
gen=12_member=1967_pso,15236.176525494533053
gen=9_member=1499_pso,15055.217348116671928
gen=12_member=1912_pso,14639.471866982215943
gen=12_member=1902_pso,15057.453713929513469
gen=10_member=1624_pso,16193.596222613194186
gen=11_member=1803_pso,15098.537343947111367
