generation,member,lpr:total_combined:bdpl,obj_well,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
6,gen=4_member=571_pso,4.32473,16307.3,1,0.0556216,0.00473046,0.00473046,1,-999
6,gen=5_member=708_pso,3.32887,14770.9,2,0.029475,0.00403527,0.00403527,1,-999
6,gen=5_member=828_pso,2.1082,12044.5,2,0.0279815,0.00154071,0.00154071,1,-999
6,156,4.4265,16882.3,1,0.0179752,0.00155883,0.00155883,1,-999
6,116,4.42483,16564,1,0.000806498,0.00252027,0.00252027,1,-999
6,gen=4_member=565_pso,4.28799,16215.1,2,1e+30,0.00361063,0.00361063,1,-999
6,gen=5_member=716_pso,3.67187,15480.9,1,0.0112457,0.00291018,0.00291018,1,-999
6,gen=5_member=821_pso,3.48999,15210,2,0.306905,0.00370186,0.00370186,1,-999
6,gen=6_member=879_pso,1.7784,10905.6,1,0.106919,1.00088,1.00088,1,-999
6,gen=6_member=944_pso,1.43339,10746.7,1,0.0986393,1.00078,1.00078,1,-999
6,gen=6_member=911_pso,2.0081,12290.1,1,0.0841607,5.00248,5.00248,1,-999
6,gen=6_member=1007_pso,2.18874,12430.9,1,0.0697761,4.00258,4.00258,1,-999
6,gen=6_member=1005_pso,1.42479,9552.75,1,0.0657439,0.000581075,0.000581075,1,-999
6,gen=6_member=955_pso,2.79194,14037.9,1,0.0639274,1.00276,1.00276,1,-999
6,gen=6_member=969_pso,4.17493,16242.8,1,0.0621761,3.00401,3.00401,1,-999
6,gen=6_member=921_pso,2.63787,13982.9,1,0.0611715,3.00282,3.00282,1,-999
6,gen=6_member=1019_pso,2.57265,13653.3,1,0.0551843,2.00161,2.00161,1,-999
6,gen=6_member=970_pso,2.25854,13025.4,1,0.0507131,6.00159,6.00159,1,-999
6,gen=6_member=887_pso,3.33589,15255.7,1,0.0491092,6.00343,6.00343,1,-999
