member,generation,scenario,parameter_name,parameter_label,parameter_symbol,parameter_factor,parameter_value,base_parameter_value,probability_weight,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs
gen=47_member=7988_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,30.769794,30.769795007202468,109.38232420720249,1.94462,2.0960103899658633,6.503989610034136
gen=37_member=6360_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,28.05609,28.056013799679008,106.668542999679,1.51193,1.6424468186831678,6.957553181316832
gen=48_member=8171_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.994082,34.99403631605541,113.60656551605543,3.20978,3.419549203976247,5.180450796023752
gen=45_member=7732_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,28.232101999999998,28.232171596528566,106.84470079652857,1.52704,1.6566065364420517,6.943393463557948
gen=35_member=5956_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.0774828,34.07740547464268,112.6899346746427,2.82984,3.02661660243002,5.57338339756998
gen=45_member=7623_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,26.867897600000003,26.867886619436277,105.48041581943627,1.35875,1.4816006491550047,7.118399350844995
gen=34_member=5765_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,30.9233032,30.92338623359191,109.5359154335919,1.98173,2.134731715781992,6.465268284218007
gen=38_member=6501_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.488466589680476,6.111533410319524
gen=48_member=8203_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.4539392,32.453841272609736,111.06637047260975,2.33521,2.5036406328765004,6.096359367123499
gen=47_member=7974_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.0424296,35.04236881028093,113.65489801028093,3.23167,3.442611721670079,5.15738827832992
gen=42_member=7123_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.3967552,34.396745119239434,113.00927431923942,2.95964,3.1537801291565226,5.446219870843477
gen=30_member=5110_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.395271199999996,36.39534938259375,115.00787858259373,3.93251,4.162985997745936,4.437014002254064
gen=40_member=6879_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.52546,35.52547804840835,114.13800724840836,3.47595,3.69631901972201,4.90368098027799
gen=31_member=5217_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.452308,36.4522647735805,115.0647939735805,3.94088,4.173452618336707,4.426547381663292
gen=42_member=7215_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.9225632,34.92253563470857,113.53506483470858,3.17583,3.383216321033453,5.2167836789665465
gen=37_member=6211_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,20.656456399999996,20.656455308041814,99.26898450804181,1.01369,1.110930246365241,7.489069753634759
gen=40_member=6803_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.8223768,33.822321012801254,112.43485021280125,2.72359,2.9107591818289698,5.6892408181710294
gen=30_member=5155_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.1209288,34.12094915647915,112.73347835647915,2.84803,3.0388890487115594,5.56111095128844
gen=32_member=5405_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.866487199999998,27.866536503306772,106.47906570330677,1.47179,1.600897508330229,6.99910249166977
gen=37_member=6224_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2442864,35.24434680969291,113.85687600969291,3.32624,3.5407956332731816,5.059204366726818
gen=36_member=6188_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,26.545060399999997,26.54503702240775,105.15756622240775,1.34227,1.4619117064835896,7.13808829351641
gen=44_member=7508_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.030844,35.030748929325185,113.64327812932517,3.22133,3.4316834795457605,5.168316520454239
gen=48_member=8233_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.676369199999996,34.67641402474263,113.28894322474264,3.06245,3.2633229410782145,5.336677058921785
gen=27_member=4602_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.533998,31.534063129350688,110.1465923293507,2.12737,2.2884782128617123,6.311521787138288
gen=34_member=5714_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2895148,35.289422752427136,113.90195195242715,3.37452,3.5819927969486387,5.018007203051361
gen=33_member=5592_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.9057776,32.90581117439859,111.5183403743986,2.46009,2.6341276276137,5.9658723723863
gen=46_member=7897_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.6601048,34.66001472979494,113.27254392979495,3.05438,3.253909568249764,5.346090431750236
gen=44_member=7516_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.109196,36.10912532430648,114.72165452430647,3.75377,3.9791613278540012,4.620838672145998
gen=47_member=8023_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.075776,36.0756878960716,114.68821709607163,3.73629,3.9610181971287126,4.638981802871287
gen=43_member=7367_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.8665668,35.86655852747779,114.47908772747779,3.64645,3.871036243121378,4.728963756878622
gen=41_member=6969_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.0139848,34.01408910075473,112.62661830075474,2.81773,3.0138133224867008,5.5861866775132984
gen=34_member=5825_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,21.687307439999998,21.6872977704652,100.29982697046519,1.03166,1.1324659274265971,7.467534072573402
gen=40_member=6799_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.952641199999995,34.952751930942966,113.56528113094296,3.18988,3.3986775380272634,5.201322461972737
gen=36_member=6120_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.9581376,35.95802982865704,114.57055902865704,3.68918,3.912466208868486,4.687533791131514
gen=43_member=7295_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5167708,35.51686845465705,114.12939765465704,3.46262,3.6799322577950027,4.920067742204997
gen=37_member=6202_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.765634399999996,29.765572548609313,108.37810174860931,1.7877,1.9307284289749136,6.669271571025086
gen=41_member=6991_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.3934888,36.393381324833584,115.00591052483358,3.91812,4.150288168913849,4.449711831086151
gen=34_member=5786_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.6983528,35.69845644451818,114.31098564451818,3.5556,3.777528682523564,4.8224713174764355
gen=46_member=7820_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.8603284,35.860377441964175,114.47290664196417,3.63264,3.8555291454733553,4.744470854526645
gen=49_member=8399_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.851862,35.85181623963164,114.46434543963164,3.62622,3.8488674615701775,4.751132538429822
gen=34_member=5808_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.496199600000004,36.496093279758526,115.10862247975852,3.95771,4.188553307620021,4.411446692379979
gen=43_member=7329_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.9811596,34.981147257172495,113.59367645717249,3.19666,3.405827447820551,5.194172552179449
gen=42_member=7088_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.7903692,35.79047148072272,114.40300068072271,3.60323,3.8257615411193435,4.774238458880657
gen=45_member=7708_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.8571336,33.85718549462576,112.46971469462578,2.7429,2.931745901393464,5.6682540986065355
gen=32_member=5495_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,25.922334399999997,25.92224315458362,104.53477235458361,1.29931,1.4180241847533754,7.181975815246624
gen=41_member=6992_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.8253488,35.82539989519937,114.43792909519937,3.61253,3.834654138691551,4.7653458613084485
gen=44_member=7474_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.6065592,35.60659604089044,114.21912524089045,3.50006,3.7204366048973974,4.879563395102602
gen=38_member=6529_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.6110888,34.611036113818564,113.22356531381857,3.04111,3.239990320837964,5.360009679162036
gen=38_member=6418_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.4430976,34.443010318174956,113.05553951817497,2.97833,3.1734881068103005,5.4265118931897
gen=42_member=7193_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.445622,33.44556490244684,112.05809410244683,2.62386,2.806453508788546,5.793546491211454
gen=40_member=6846_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.0759968,33.07610629167887,111.68863549167887,2.5122,2.6899063968016845,5.910093603198315
gen=42_member=7137_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.799798399999997,31.799870105395673,110.41239930539568,2.16651,2.3286301725751177,6.271369827424882
gen=41_member=6951_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.7882128,31.788273688982024,110.40080288898203,2.16614,2.3262961919172738,6.273703808082725
gen=44_member=7514_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.407672399999996,34.40775328560086,113.02028248560086,2.96984,3.1656726054777877,5.434327394522212
gen=26_member=4423_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.826238,32.826298754166096,111.43882795416609,2.44423,2.6175629419172646,5.982437058082735
gen=30_member=5151_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.297461999999996,36.297392702126395,114.9099219021264,3.85519,4.083313949859186,4.516686050140813
gen=36_member=6144_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.510605999999996,34.510550189225945,113.12307938922596,3.00686,3.203568179974095,5.396431820025905
gen=41_member=6946_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.683425199999995,35.683385394119824,114.29591459411984,3.5443,3.7652607671812697,4.83473923281873
gen=43_member=7239_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.7208556,35.72083483075705,114.33336403075705,3.56889,3.791011029888887,4.808988970111113
gen=20_member=3413_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.9545708,32.95461211746549,111.5671413174655,2.47644,2.6514864389431736,5.948513561056826
gen=35_member=5913_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,21.26195996,21.261970620979778,99.87449982097976,1.01633,1.1155126842696823,7.484487315730317
gen=47_member=7945_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.610420399999995,34.610460392456865,113.22298959245687,3.03486,3.2332835257002404,5.366716474299759
gen=31_member=5214_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.4428012,35.44276706150495,114.05529626150495,3.42253,3.640872216860758,4.959127783139241
gen=35_member=5893_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,16.002053,16.002041893722712,94.61457109372272,0.813288,0.892910752323206,7.707089247676794
gen=42_member=7082_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.697386,33.697411190937146,112.30994039093714,2.69841,2.884447753292481,5.715552246707519
gen=44_member=7534_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.346848,34.34682017838482,112.95934937838484,2.93385,3.127885179376052,5.472114820623948
gen=45_member=7645_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.619036,35.61911037390231,114.23163957390231,3.51669,3.7371563400087973,4.862843659991203
gen=39_member=6590_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.736378,36.73640015568762,115.3489293556876,4.09121,4.326021813148645,4.273978186851354
gen=38_member=6398_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.0974612,35.09741973001883,113.70994893001883,3.25449,3.466218268881312,5.133781731118688
gen=45_member=7594_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.3103844,36.31039554746737,114.92292474746739,3.8606,4.08877886610466,4.51122113389534
gen=48_member=8227_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.9072636,33.90734269461019,112.51987189461022,2.7553,2.9448867974378836,5.6551132025621165
gen=30_member=5150_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.47793,36.47794126781239,115.0904704678124,3.95517,4.186123623377104,4.413876376622896
gen=49_member=8327_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,30.106963999999998,30.10695679161178,108.71948599161179,1.80674,1.9519329661672515,6.648067033832748
gen=43_member=7261_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.4863208,34.48623759426499,113.09876679426499,2.98936,3.1851023349115946,5.4148976650884055
gen=36_member=6133_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.8721368,35.87203034437702,114.48455954437703,3.65379,3.877051389948731,4.722948610051269
gen=41_member=6892_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.7658572,29.765857301341477,108.37838650134148,1.79322,1.9364769505042485,6.663523049495751
gen=47_member=8012_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,3.9255665284695165,4.674433471530483
gen=47_member=7966_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7234536,33.72345101193558,112.3359802119356,2.70123,2.88727918483685,5.7127208151631494
gen=49_member=8363_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.4777808,35.477807888172215,114.09033708817222,3.43975,3.6568162955633774,4.943183704436622
gen=44_member=7456_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.4550552,35.454985598383615,114.06751479838361,3.43116,3.6497470414584705,4.95025295854153
gen=40_member=6804_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.5288756,34.528979791643806,113.14150899164382,3.01687,3.2136200423030656,5.386379957696934
gen=38_member=6471_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.0604764,35.06049322067706,113.67302242067706,3.24426,3.455671896839791,5.144328103160209
gen=22_member=3634_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.487508399999996,33.48751472965719,112.1000439296572,2.63496,2.8178131398331843,5.782186860166815
gen=44_member=7539_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0109412,36.01086498046887,114.62339418046886,3.71574,3.9398005082916847,4.660199491708315
gen=49_member=8356_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.883720399999994,32.88362932713905,111.49615852713904,2.45508,2.629095964455617,5.9709040355443825
gen=46_member=7849_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7256816,33.7256272553146,112.3381564553146,2.71464,2.9013459354318876,5.698654064568112
gen=42_member=7200_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.3322924,35.33222140569574,113.94475060569573,3.37515,3.5917622464576633,5.008237753542336
gen=38_member=6459_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.735932399999996,36.73590992805043,115.34843912805044,4.07908,4.313378054757385,4.286621945242615
gen=40_member=6838_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.5438728,27.54385585819388,106.15638505819388,1.42018,1.5441854664027637,7.0558145335972355
gen=35_member=5994_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.683276,34.68326987798987,113.29579907798986,3.07603,3.2783291959409953,5.321670804059004
gen=39_member=6670_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.435669600000004,32.43577512726643,111.04830432726642,2.33137,2.4995297075343763,6.100470292465623
gen=48_member=8120_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.049485600000004,36.049477181493145,114.66200638149316,3.72385,3.9480862974469053,4.651913702553094
gen=47_member=7929_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.2756256,33.27569117913837,111.88822037913837,2.58067,2.7618162980483505,5.83818370195165
gen=32_member=5467_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.4252,35.425295105606956,114.03782430560697,3.40923,3.62704800985363,4.9729519901463695
gen=45_member=7589_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.264561199999996,35.264548182297666,113.87707738229766,3.34169,3.5558303435717695,5.04416965642823
gen=42_member=7063_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.7798956,32.77998072785285,111.39250992785287,2.41578,2.5876641381131913,6.012335861886808
gen=46_member=7783_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2509704,35.250884894283324,113.86341409428333,3.33505,3.550261144048675,5.0497388559513245
gen=42_member=7112_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.955014399999996,29.954952265185444,108.56748146518542,1.80414,1.9478084405069147,6.652191559493085
gen=43_member=7278_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,26.961028,26.96102909294159,105.5735582929416,1.36641,1.4896452335288102,7.11035476647119
gen=48_member=8123_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.7057052,35.70569359544761,114.31822279544762,3.56822,3.7901217444112114,4.809878255588789
gen=38_member=6409_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5586572,35.558655547749574,114.17118474774956,3.48534,3.7061548139564833,4.893845186043516
gen=36_member=6139_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.7221188,36.722176673504485,115.33470587350449,4.07625,4.310410641188192,4.289589358811807
gen=40_member=6783_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.2880288,34.28795088667764,112.90048008667765,2.92983,3.1313982558422246,5.468601744157775
gen=29_member=4924_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.3221908,33.32221023991749,111.93473943991748,2.58783,2.76891914847328,5.831080851526719
gen=46_member=7822_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.6993932,36.69936383186918,115.31189303186918,4.06609,4.30037770489991,4.2996222951000895
gen=33_member=5655_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.6303988,35.630370058555734,114.24289925855572,3.51718,3.737386911139108,4.862613088860892
gen=31_member=5227_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.1920756,33.191986899653344,111.80451609965334,2.57051,2.7500537288773512,5.849946271122649
gen=46_member=7810_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.574104,34.57406416730866,113.18659336730867,3.02342,3.2209306236302995,5.3790693763697
gen=28_member=4720_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.3848732,35.38488870745046,113.99741790745045,3.39794,3.615318937680276,4.984681062319724
gen=31_member=5250_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.0534204,34.05351185359164,112.66604105359163,2.82385,3.020457395807365,5.579542604192635
gen=46_member=7862_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.5019168,34.50190548961805,113.11443468961807,2.9983,3.1940986238303055,5.405901376169695
gen=29_member=4911_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.8640404,33.86401239624249,112.47654159624248,2.75415,2.942162767267041,5.657837232732959
gen=43_member=7385_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,26.117729999999998,26.117703630103588,104.73023283010357,1.30432,1.4225287534615312,7.1774712465384685
gen=34_member=5724_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5597712,35.55966917902097,114.17219837902098,3.48909,3.7098740874598355,4.890125912540164
gen=39_member=6557_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,30.951821600000002,30.95190437561837,109.56443357561837,1.98352,2.1365991578392194,6.46340084216078
gen=43_member=7341_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.697461600000004,35.69752068422161,114.31004988422161,3.54777,3.7692131488538667,4.830786851146133
gen=37_member=6349_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.8629264,33.862942575484915,112.47547177548492,2.74347,2.9322143174815993,5.6677856825184
gen=41_member=6889_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.384348,27.38432060845482,105.99684980845481,1.4106,1.5345265699828792,7.0654734300171205
gen=47_member=8010_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.483498,33.48339815320258,112.09592735320258,2.63426,2.81769764231768,5.78230235768232
gen=38_member=6465_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5849476,35.58483752237572,114.19736672237573,3.49711,3.718141179860212,4.8818588201397874
gen=29_member=4976_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.8534196,32.85346614458213,111.46599534458214,2.44488,2.6182364608542645,5.981763539145735
gen=34_member=5729_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.1272428,36.12729970982421,114.7398289098242,3.76248,3.9878970447907873,4.612102955209212
gen=46_member=7888_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.783460399999996,32.783404919650515,111.3959341196505,2.41843,2.5904416287937733,6.009558371206227
gen=46_member=7821_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.01933,31.019254054929405,109.63178325492942,1.99327,2.146753463300402,6.453246536699598
gen=48_member=8165_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.0845388,35.08459194378328,113.69712114378328,3.24714,3.4585882450252154,5.141411754974785
gen=36_member=6131_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0098272,36.00986073528155,114.62238993528156,3.70849,3.9329396289863574,4.667060371013642
gen=32_member=5391_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.261589199999996,33.261505768011496,111.8740349680115,2.57343,2.7536908026385905,5.846309197361409
gen=34_member=5740_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.0249716,27.025055498234494,105.63758469823449,1.37217,1.4937577573995002,7.1062422426005
gen=35_member=5978_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.7979444,35.798046250315835,114.41057545031585,3.60663,3.828990412416139,4.77100958758386
gen=32_member=5373_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.4901084,34.49010839919886,113.10263759919886,2.995,3.1933820305604113,5.406617969439589
gen=44_member=7565_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.9715036,32.97144846847227,111.58397766847226,2.47831,2.654045886358226,5.945954113641774
gen=45_member=7737_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.1261288,36.12613241634489,114.7386616163449,3.75756,3.9831334278628376,4.6168665721371624
gen=35_member=6019_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.062408,36.06245626130536,114.67498546130537,3.73038,3.954866587038012,4.645133412961988
gen=46_member=7796_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.467532,35.46763029885118,114.08015949885117,3.43824,3.657142067916238,4.942857932083761
gen=47_member=7977_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5069676,35.506986680921436,114.11951588092144,3.45533,3.6742528582787273,4.925747141721272
gen=49_member=8311_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0073764,36.00733726709178,114.61986646709177,3.70558,3.9297348041133113,4.670265195886689
gen=29_member=4851_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2643384,35.264277472776136,113.87680667277613,3.33985,3.5551480793573997,5.0448519206426
