scenario,T_factor,T_value,probability_weight,member,generation,archive_pumping_objective_gpm,archive_pumping_objective_cfs,archive_total_pumping_gpm,archive_total_pumping_cfs,archive_depletion_cfs,archive_streamflow_cfs,pumping_objective_reeval_gpm,pumping_objective_reeval_cfs,total_pumping_gpm,total_pumping_cfs,full_model_total_pumping_gpm,full_model_total_pumping_cfs,n_model_q_columns,n_objective_q_columns,depletion_obs_name,depletion_cfs,streamflow_cfs
baseline_T,1.0,1700.0,,152,50,17542.8,39.0853584,17542.8,39.0853584,4.78258,3.8174199999999994,17542.837279493986,39.0854414587126,17542.837279493986,39.0854414587126,52826.73727949399,117.6979706587126,327,86,lpr:total_combined:bdpl,4.782582221327709,3.817417778672291
baseline_T,1.0,1700.0,,gen=36_member=6021_pso,50,7060.34,15.73043752,7060.34,15.73043752,0.811083,7.788917,7060.336017493249,15.730428646974957,7060.336017493249,15.730428646974957,42344.23601749325,94.34295784697495,327,86,lpr:total_combined:bdpl,0.8110833649714815,7.788916635028518
baseline_T,1.0,1700.0,,16,50,17265.5,38.467534,17265.5,38.467534,4.48927,4.110729999999999,17265.49762402037,38.46752870631738,17265.49762402037,38.46752870631738,52549.39762402036,117.08005790631736,327,86,lpr:total_combined:bdpl,4.489273592740293,4.1107264072597065
baseline_T,1.0,1700.0,,130,50,17325.0,38.6001,17325.0,38.6001,4.69071,3.9092899999999995,17325.020546659372,38.60014577795708,17325.020546659372,38.60014577795708,52608.92054665938,117.21267497795709,327,86,lpr:total_combined:bdpl,4.690710603433739,3.909289396566261
baseline_T,1.0,1700.0,,95,50,17459.9,38.900657200000005,17459.9,38.900657200000005,4.70127,3.8987299999999996,17459.910855081478,38.90068138512153,17459.910855081478,38.90068138512153,52743.81085508148,117.51321058512153,327,86,lpr:total_combined:bdpl,4.701268362481829,3.8987316375181704
baseline_T,1.0,1700.0,,156,50,16882.3,37.6137644,16882.3,37.6137644,4.4265,4.1735,16882.312566035933,37.61379239712806,16882.312566035933,37.61379239712806,52166.21256603594,116.22632159712806,327,86,lpr:total_combined:bdpl,4.42649581404381,4.173504185956189
baseline_T,1.0,1700.0,,gen=47_member=7948_pso,50,12805.2,28.5299856,12805.2,28.5299856,1.5703,7.0297,12805.176146545087,28.529932454502454,12805.176146545087,28.529932454502454,48089.076146545085,107.14246165450244,327,86,lpr:total_combined:bdpl,1.5702986372987264,7.029701362701273
baseline_T,1.0,1700.0,,gen=48_member=8161_pso,50,11000.1,24.5082228,11000.1,24.5082228,1.17026,7.42974,11000.12673609313,24.508282368015493,11000.12673609313,24.508282368015493,46284.02673609313,103.1208115680155,327,86,lpr:total_combined:bdpl,1.1702608914176431,7.429739108582357
baseline_T,1.0,1700.0,,gen=33_member=5661_pso,50,16558.2,36.8916696,16558.2,36.8916696,4.21575,4.38425,16558.228221578418,36.89173247767671,16558.228221578418,36.89173247767671,51842.128221578416,115.50426167767671,327,86,lpr:total_combined:bdpl,4.215754201843512,4.3842457981564875
baseline_T,1.0,1700.0,,gen=47_member=7921_pso,50,16619.9,37.0291372,16619.9,37.0291372,4.27101,4.328989999999999,16619.894322164353,37.029124549782175,16619.894322164353,37.029124549782175,51903.79432216436,115.6416537497822,327,86,lpr:total_combined:bdpl,4.271007614577858,4.328992385422142
baseline_T,1.0,1700.0,,gen=40_member=6722_pso,50,13108.9,29.2066292,13108.9,29.2066292,1.65561,6.944389999999999,13108.890627812632,29.206608318766545,13108.890627812632,29.206608318766545,48392.79062781263,107.81913751876654,327,86,lpr:total_combined:bdpl,1.6556098007990303,6.944390199200969
baseline_T,1.0,1700.0,,gen=48_member=8113_pso,50,16612.9,37.0135412,16612.9,37.0135412,4.2324,4.3675999999999995,16612.892695433202,37.01352492542517,16612.892695433202,37.01352492542517,51896.79269543321,115.62605412542518,327,86,lpr:total_combined:bdpl,4.232401729996877,4.367598270003123
baseline_T,1.0,1700.0,,gen=48_member=8218_pso,50,16437.9,36.6236412,16437.9,36.6236412,4.03399,4.5660099999999995,16437.898572598093,36.62363801974855,16437.898572598093,36.62363801974855,51721.7985725981,115.23616721974857,327,86,lpr:total_combined:bdpl,4.033988191639938,4.566011808360062
baseline_T,1.0,1700.0,,gen=42_member=7058_pso,50,8000.5,17.825114,8000.5,17.825114,0.864582,7.735417999999999,8000.501335844605,17.82511697626178,8000.501335844605,17.82511697626178,43284.40133584461,96.4376461762618,327,86,lpr:total_combined:bdpl,0.8645822572117029,7.735417742788297
baseline_T,1.0,1700.0,,gen=48_member=8245_pso,50,16552.5,36.87897,16552.5,36.87897,4.17121,4.428789999999999,16552.462486135883,36.87888641911074,16552.462486135883,36.87888641911074,51836.362486135884,115.49141561911075,327,86,lpr:total_combined:bdpl,4.1712068907145685,4.428793109285431
baseline_T,1.0,1700.0,,gen=41_member=6922_pso,50,14414.7,32.1159516,14414.7,32.1159516,2.24821,6.351789999999999,14414.68617782016,32.11592080418332,14414.68617782016,32.11592080418332,49698.586177820165,110.72845000418333,327,86,lpr:total_combined:bdpl,2.248210831838707,6.351789168161293
baseline_T,1.0,1700.0,,gen=41_member=6885_pso,50,7606.89,16.94815092,7606.89,16.94815092,0.828565,7.771434999999999,7606.8867677638145,16.94814371857778,7606.8867677638145,16.94814371857778,42890.78676776381,95.56067291857778,327,86,lpr:total_combined:bdpl,0.8285654379401006,7.771434562059899
baseline_T,1.0,1700.0,,gen=37_member=6262_pso,50,11388.2,25.3729096,11388.2,25.3729096,1.2425,7.3575,11388.151134235766,25.372800727077287,11388.151134235766,25.372800727077287,46672.05113423576,103.98532992707726,327,86,lpr:total_combined:bdpl,1.2424981099154597,7.35750189008454
baseline_T,1.0,1700.0,,gen=39_member=6554_pso,50,10285.0,22.91498,10285.0,22.91498,1.07599,7.52401,10284.979691111877,22.91493475179726,10284.979691111877,22.91493475179726,45568.87969111188,101.52746395179726,327,86,lpr:total_combined:bdpl,1.0759853155948564,7.524014684405143
baseline_T,1.0,1700.0,,gen=44_member=7409_pso,50,13027.9,29.026161199999997,13027.9,29.026161199999997,1.61819,6.981809999999999,13027.906198178654,29.02617500954204,13027.906198178654,29.02617500954204,48311.806198178645,107.63870420954201,327,86,lpr:total_combined:bdpl,1.6181922753542444,6.981807724645755
