member,generation,scenario,scenario_label,T_factor,S_factor,T_value,S_value,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs
gen=46_member=7810_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.574104,34.57406416730866,113.18659336730867,3.02342,3.0234229584310697,5.57657704156893
gen=28_member=4720_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.3848732,35.38488870745046,113.99741790745045,3.39794,3.397935940640787,5.202064059359213
gen=31_member=5250_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.0534204,34.05351185359164,112.66604105359163,2.82385,2.8238468837659503,5.776153116234049
gen=46_member=7862_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.5019168,34.50190548961805,113.11443468961807,2.9983,2.998298907907464,5.601701092092536
gen=29_member=4911_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.8640404,33.86401239624249,112.47654159624248,2.75415,2.7541462326369746,5.845853767363025
gen=43_member=7385_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,26.117729999999998,26.117703630103588,104.73023283010357,1.30432,1.304315285491199,7.2956847145088
gen=34_member=5724_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.5597712,35.55966917902097,114.17219837902098,3.48909,3.489091483382917,5.110908516617083
gen=39_member=6557_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,30.951821600000002,30.95190437561837,109.56443357561837,1.98352,1.9835249724970192,6.616475027502981
gen=43_member=7341_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.697461600000004,35.69752068422161,114.31004988422161,3.54777,3.5477651856602406,5.052234814339759
gen=37_member=6349_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.8629264,33.862942575484915,112.47547177548492,2.74347,2.7434690769353645,5.856530923064636
gen=41_member=6889_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,27.384348,27.38432060845482,105.99684980845481,1.4106,1.4106019754541828,7.189398024545817
gen=47_member=8010_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.483498,33.48339815320258,112.09592735320258,2.63426,2.6342594566188096,5.96574054338119
gen=38_member=6465_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.5849476,35.58483752237572,114.19736672237573,3.49711,3.497111324050283,5.102888675949717
gen=29_member=4976_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.8534196,32.85346614458213,111.46599534458214,2.44488,2.4448842022049715,6.155115797795029
gen=34_member=5729_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.1272428,36.12729970982421,114.7398289098242,3.76248,3.7624810950233476,4.837518904976652
gen=46_member=7888_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.783460399999996,32.783404919650515,111.3959341196505,2.41843,2.418430577488762,6.181569422511238
gen=46_member=7821_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,31.01933,31.019254054929405,109.63178325492942,1.99327,1.9932714881763647,6.6067285118236345
gen=48_member=8165_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.0845388,35.08459194378328,113.69712114378328,3.24714,3.2471408840658538,5.352859115934146
gen=36_member=6131_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.0098272,36.00986073528155,114.62238993528156,3.70849,3.708493410413307,4.891506589586692
gen=32_member=5391_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.261589199999996,33.261505768011496,111.8740349680115,2.57343,2.5734339649692104,6.02656603503079
gen=34_member=5740_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,27.0249716,27.025055498234494,105.63758469823449,1.37217,1.3721664215087601,7.227833578491239
gen=35_member=5978_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.7979444,35.798046250315835,114.41057545031585,3.60663,3.6066329183701873,4.993367081629812
gen=32_member=5373_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.4901084,34.49010839919886,113.10263759919886,2.995,2.995004204654325,5.604995795345674
gen=44_member=7565_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.9715036,32.97144846847227,111.58397766847226,2.47831,2.478310881640845,6.121689118359155
gen=45_member=7737_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.1261288,36.12613241634489,114.7386616163449,3.75756,3.7575596650694987,4.842440334930501
gen=35_member=6019_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.062408,36.06245626130536,114.67498546130537,3.73038,3.7303822104294633,4.869617789570537
gen=46_member=7796_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.467532,35.46763029885118,114.08015949885117,3.43824,3.43823893574998,5.16176106425002
gen=47_member=7977_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.5069676,35.506986680921436,114.11951588092144,3.45533,3.4553251022415497,5.14467489775845
gen=49_member=8311_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.0073764,36.00733726709178,114.61986646709177,3.70558,3.7055758911768053,4.894424108823195
gen=29_member=4851_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.2643384,35.264277472776136,113.87680667277613,3.33985,3.339852235813954,5.260147764186046
gen=34_member=5819_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.5609588,34.56103873283972,113.17356793283972,3.0224,3.022398591006844,5.577601408993155
gen=38_member=6490_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.0697604,36.069858023161345,114.68238722316136,3.73254,3.7325391237239685,4.867460876276031
gen=42_member=7145_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.306151199999995,36.30614392385608,114.9186731238561,3.85887,3.858871338058117,4.741128661941882
gen=28_member=4655_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.7361532,33.73614280489097,112.34867200489097,2.71633,2.7163349555958534,5.883665044404147
gen=24_member=4008_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.7668996,33.76696087691461,112.3794900769146,2.71969,2.7196924545351737,5.8803075454648255
gen=34_member=5732_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.7822728,33.7821917262945,112.39472092629453,2.72045,2.7204459363071374,5.879554063692862
gen=40_member=6768_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.653050799999995,36.65302211816361,115.26555131816362,4.06357,4.063568704514503,4.536431295485497
gen=44_member=7554_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.7114224,33.71131958774986,112.32384878774988,2.69854,2.6985365408908595,5.90146345910914
gen=18_member=3072_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,37.154796399999995,37.15490686727385,115.76743606727385,4.37912,4.379123996722136,4.220876003277864
gen=50_member=8445_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,20.94736636,20.947372107145803,99.55990130714581,1.01547,1.0154703928416016,7.584529607158398
gen=50_member=8506_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.1778184,36.17771080932583,114.79024000932583,3.79088,3.7908831835680523,4.809116816431947
gen=50_member=8596_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,31.6560924,31.656131000200023,110.26866020020003,2.13446,2.1344595323964763,6.465540467603523
gen=50_member=8464_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.1692028,35.16929619734085,113.78182539734085,3.28738,3.2873772225461146,5.3126227774538854
gen=50_member=8489_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,33.927984,33.928075253726064,112.54060445372608,2.76217,2.7621716131516663,5.837828386848333
gen=50_member=8579_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.2674576,35.267503555717184,113.8800327557172,3.34196,3.341960069793125,5.258039930206875
gen=50_member=8474_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,28.369124,28.369120398124426,106.98164959812442,1.54501,1.545008856601091,7.054991143398908
gen=50_member=8555_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,34.7982408,34.798261721440575,113.41079092144058,3.12278,3.122777075087054,5.477222924912946
gen=50_member=8483_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,32.124418,32.12450543561306,110.73703463561304,2.25475,2.254748390424492,6.345251609575508
gen=50_member=8443_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,29.0288348,29.028751720435796,107.64128092043579,1.62866,1.6286550645203905,6.971344935479609
gen=50_member=8469_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,27.342684399999996,27.342638190802248,105.95516739080225,1.39731,1.3973096615726888,7.202690338427311
gen=50_member=8584_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,36.776259200000005,36.77633515260383,115.38886435260383,4.09976,4.0997561143955386,4.500243885604461
gen=50_member=8572_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.3808628,35.38077037906462,113.99329957906461,3.38958,3.389579700812769,5.210420299187231
gen=50_member=8550_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.4354488,35.43550778076299,114.048036980763,3.41089,3.4108893975704633,5.189110602429537
gen=50_member=8507_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,29.1130532,29.113125122660595,107.72565432266059,1.64928,1.6492785593130492,6.950721440686951
gen=50_member=8467_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,28.4317308,28.431750054504132,107.04427925450413,1.56923,1.5692285694059316,7.0307714305940685
gen=50_member=8487_pso,50,baseline_T1_S1,"Baseline T, baseline S",1.0,1.0,1700.0,0.12,1700.0,0.12,35.5025116,35.50262187067714,114.11515107067714,3.45215,3.4521491223510132,5.147850877648986
152,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,39.0853584,39.0854414587126,117.6979706587126,4.78258,4.782582221327705,3.8174177786722945
gen=36_member=6021_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,15.73043752,15.730428646974957,94.34295784697495,0.811083,0.8110833649714815,7.788916635028518
16,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,38.467534,38.46752870631738,117.08005790631736,4.48927,4.48927359274029,4.11072640725971
130,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,38.6001,38.60014577795708,117.21267497795709,4.69071,4.690710603433734,3.9092893965662654
95,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,38.900657200000005,38.90068138512153,117.51321058512153,4.70127,4.701268362481825,3.898731637518175
156,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.6137644,37.61379239712806,116.22632159712806,4.4265,4.426495814043807,4.173504185956193
gen=47_member=7948_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,28.5299856,28.529932454502454,107.14246165450244,1.5703,1.5702986372987262,7.029701362701274
gen=48_member=8161_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,24.5082228,24.508282368015493,103.1208115680155,1.17026,1.1702608914176438,7.429739108582356
gen=33_member=5661_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.8916696,36.89173247767671,115.50426167767671,4.21575,4.21575420184351,4.384245798156489
gen=47_member=7921_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.0291372,37.029124549782175,115.6416537497822,4.27101,4.271007614577857,4.328992385422143
gen=40_member=6722_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.2066292,29.206608318766545,107.81913751876654,1.65561,1.6556098007990292,6.944390199200971
gen=48_member=8113_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.0135412,37.01352492542517,115.62605412542518,4.2324,4.232401729996876,4.367598270003124
gen=48_member=8218_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.6236412,36.62363801974855,115.23616721974857,4.03399,4.033988191639936,4.566011808360064
gen=42_member=7058_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,17.825114,17.82511697626178,96.4376461762618,0.864582,0.8645822572117029,7.735417742788297
gen=48_member=8245_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.87897,36.87888641911074,115.49141561911075,4.17121,4.171206890714567,4.428793109285433
gen=41_member=6922_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.1159516,32.11592080418332,110.72845000418333,2.24821,2.2482108318387106,6.3517891681612895
gen=41_member=6885_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,16.94815092,16.94814371857778,95.56067291857778,0.828565,0.8285654379401008,7.771434562059898
gen=37_member=6262_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,25.3729096,25.372800727077287,103.98532992707726,1.2425,1.2424981099154604,7.3575018900845395
gen=39_member=6554_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,22.91498,22.91493475179726,101.52746395179726,1.07599,1.0759853155948567,7.524014684405143
gen=44_member=7409_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.026161199999997,29.02617500954204,107.63870420954201,1.61819,1.6181922753542433,6.981807724645757
gen=33_member=5597_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,20.425457360000003,20.425447005160812,99.03797620516082,0.993719,0.9937193119614061,7.606280688038593
gen=35_member=5926_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,28.758578399999998,28.75848621927199,107.371015419272,1.60584,1.6058441235180427,6.9941558764819565
gen=42_member=7147_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.785394,36.78548226240043,115.39801146240043,4.12536,4.125357521076858,4.474642478923141
gen=47_member=7992_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.303181200000004,37.30318347661641,115.91571267661642,4.41535,4.415352874721831,4.184647125278168
gen=44_member=7479_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.72709,29.726992928553695,108.3395221285537,1.7727,1.7727044994457133,6.827295500554286
gen=46_member=7840_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,27.838414399999998,27.838357196260656,106.45088639626066,1.46259,1.4625932530033696,7.13740674699663
gen=36_member=6076_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.071692,37.07165394641189,115.6841831464119,4.31441,4.314408249931121,4.285591750068878
gen=39_member=6576_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,24.576845199999998,24.57679423226629,103.18932343226629,1.21064,1.2106413178735043,7.389358682126495
gen=46_member=7833_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.2738412,30.273822445456965,108.88635164545695,1.83739,1.8373948162196123,6.762605183780387
gen=36_member=6039_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.2367848,34.236759922666806,112.84928912266682,2.88658,2.8865790925389496,5.71342090746105
gen=45_member=7630_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,20.27341864,20.273425248681576,98.88595444868157,0.964314,0.9643142048409981,7.635685795159001
gen=41_member=7002_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.456018,31.456010064777686,110.0685392647777,2.09323,2.0932333142827297,6.50676668571727
gen=44_member=7416_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,22.539562,22.53949283051267,101.15202203051267,1.03735,1.0373456001592627,7.562654399840737
gen=48_member=8130_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.2965668,30.29664546331896,108.90917466331896,1.8663,1.8663016796690663,6.733698320330934
gen=42_member=7150_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,23.0183592,23.018345966531463,101.63087516653145,1.08725,1.0872489157293213,7.512751084270678
gen=46_member=7861_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.5779672,36.57795625745423,115.19048545745423,4.0076,4.007601081757202,4.592398918242798
gen=47_member=8013_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,24.1898416,24.189885878306495,102.80241507830647,1.14776,1.1477623210882775,7.452237678911722
gen=34_member=5833_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.0554276,37.05546674905064,115.66799594905063,4.29346,4.293456493397732,4.306543506602267
gen=29_member=4835_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.1628132,31.16289112554577,109.77542032554577,2.02499,2.0249856399765984,6.575014360023401
gen=43_member=7309_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,28.36244,28.362383210764136,106.97491241076413,1.53641,1.536410402550446,7.063589597449553
gen=42_member=7162_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.2657488,34.265693983561704,112.87822318356172,2.92099,2.9209899539452198,5.679010046054779
gen=43_member=7394_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.6994628,29.69937939750987,108.31190859750988,1.74092,1.7409232462479094,6.85907675375209
gen=47_member=7994_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,27.7078536,27.707961235794844,106.32049043579485,1.42551,1.4255099966871656,7.174490003312834
gen=48_member=8212_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,25.5088176,25.50891213870453,104.12144133870451,1.2664,1.2663982387699366,7.333601761230063
gen=34_member=5718_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,19.217970479999998,19.217975104740983,97.83050430474097,0.92753,0.9275296888087198,7.6724703111912795
gen=40_member=6749_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.0337384,32.033822459218676,110.64635165921867,2.22633,2.226329000439626,6.373670999560374
gen=45_member=7712_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.9644476,31.96441941761888,110.57694861761888,2.20694,2.206943643436202,6.393056356563798
gen=49_member=8286_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.885799199999997,31.88574680923485,110.49827600923484,2.18552,2.185518802806368,6.4144811971936315
gen=47_member=7987_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.3378604,32.3379503115816,110.95047951158162,2.30822,2.3082233922736406,6.291776607726359
gen=42_member=7104_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.1305112,37.1305477391165,115.7430769391165,4.35228,4.352276475860757,4.247723524139243
gen=44_member=7536_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,23.466855600000002,23.46684587614881,102.0793750761488,1.11985,1.1198518089445495,7.48014819105545
gen=38_member=6480_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.4072248,31.407133065935877,110.01966226593586,2.07448,2.0744810502582194,6.52551894974178
gen=43_member=7269_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.833296,36.83339971387087,115.44592891387086,4.14372,4.143716190265549,4.456283809734451
gen=35_member=5948_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.07392,37.07384621264411,115.68637541264411,4.33924,4.3392418742470635,4.260758125752936
gen=29_member=4871_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,17.843495,17.843497187733753,96.45602638773376,0.881544,0.8815436349096051,7.718456365090395
gen=36_member=6031_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.3383796,31.338390787551674,109.95091998755169,2.05415,2.0541527666407955,6.545847233359204
gen=39_member=6689_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.4165068,29.416418185838467,108.02894738583845,1.67871,1.6787094998114644,6.921290500188535
gen=46_member=7811_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,30.8479968,30.84800808580873,109.46053728580873,1.95962,1.9596188640199488,6.640381135980051
gen=36_member=6150_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.510305600000002,29.510270949002532,108.12280014900254,1.71536,1.7153624705322148,6.884637529467785
gen=28_member=4698_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,19.62453592,19.62453473077234,98.23706393077234,0.948853,0.948853475104838,7.651146524895162
gen=45_member=7580_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.6927967579456542,6.907203242054345
gen=37_member=6318_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.3585092,36.35850397821222,114.97103317821221,3.89263,3.892630421477434,4.707369578522566
gen=39_member=6634_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,37.24659,37.24656995207669,115.8590991520767,4.3792,4.379201393789326,4.220798606210674
gen=46_member=7788_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.533256,32.533172613400616,111.1457018134006,2.35444,2.3544415896375157,6.245558410362484
gen=46_member=7881_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,27.1929628,27.192862415219388,105.80539161521938,1.37653,1.3765349351379654,7.223465064862034
gen=27_member=4566_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.2026964,34.20265674649548,112.8151859464955,2.87573,2.875725602117352,5.724274397882647
gen=39_member=6698_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.52026,33.52015097310551,112.13268017310553,2.6497,2.6497013934446474,5.950298606555352
gen=41_member=6986_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.7676436,35.767651554973604,114.38018075497361,3.58673,3.5867303853446746,5.013269614655325
gen=41_member=6973_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,35.1593996,35.15947657236159,113.77200577236158,3.28388,3.2838849598921676,5.316115040107832
gen=27_member=4568_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.5586552,32.558684654753776,111.17121385475377,2.37042,2.3704231481319056,6.229576851868094
gen=37_member=6357_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,32.625718,32.62572860768373,111.23825780768374,2.3887,2.3887021972140596,6.21129780278594
gen=47_member=8006_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,36.7613316,36.761407828424296,115.37393702842431,4.09604,4.096041808260815,4.503958191739184
gen=41_member=6898_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,31.489438,31.489447863162184,110.10197706316218,2.11934,2.119335855423189,6.48066414457681
gen=39_member=6668_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,33.933108399999995,33.933030846740984,112.545560046741,2.77099,2.770991231900613,5.829008768099387
gen=48_member=8200_pso,50,Tlow_Slow,"T -10%, S -10%",0.9,0.9,1530.0,0.108,1700.0,0.12,34.8907028,34.89080581472363,113.50333501472363,3.16725,3.1672458805732466,5.432754119426753
