member,generation,scenario,parameter_name,parameter_label,parameter_symbol,parameter_factor,parameter_value,base_parameter_value,probability_weight,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs
gen=48_member=8123_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.7057052,35.70569359544761,114.31822279544762,3.56822,3.2181134251995136,5.381886574800486
gen=38_member=6409_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.5586572,35.558655547749574,114.17118474774956,3.48534,3.1368980064186687,5.463101993581331
gen=36_member=6139_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.7221188,36.722176673504485,115.33470587350449,4.07625,3.7057348071391374,4.894265192860862
gen=40_member=6783_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,34.2880288,34.28795088667764,112.90048008667765,2.92983,2.6145972768624146,5.985402723137585
gen=29_member=4924_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.3221908,33.32221023991749,111.93473943991748,2.58783,2.306530569311182,6.293469430688818
gen=46_member=7822_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.6993932,36.69936383186918,115.31189303186918,4.06609,3.6952595867233953,4.904740413276604
gen=33_member=5655_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.6303988,35.630370058555734,114.24289925855572,3.51718,3.1696967628239237,5.430303237176076
gen=31_member=5227_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.1920756,33.191986899653344,111.80451609965334,2.57051,2.291284643646033,6.308715356353966
gen=46_member=7810_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,34.574104,34.57406416730866,113.18659336730867,3.02342,2.7143739551812223,5.885626044818777
gen=28_member=4720_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.3848732,35.38488870745046,113.99741790745045,3.39794,3.055119753273328,5.544880246726672
gen=31_member=5250_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,34.0534204,34.05351185359164,112.66604105359163,2.82385,2.518174261244044,6.081825738755956
gen=46_member=7862_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,34.5019168,34.50190548961805,113.11443468961807,2.9983,2.6919512073561074,5.908048792643893
gen=29_member=4911_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.8640404,33.86401239624249,112.47654159624248,2.75415,2.4609787638938125,6.139021236106187
gen=43_member=7385_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,26.117729999999998,26.117703630103588,104.73023283010357,1.30432,1.1208532863999516,7.4791467136000485
gen=34_member=5724_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.5597712,35.55966917902097,114.17219837902098,3.48909,3.1405891821229175,5.459410817877082
gen=39_member=6557_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,30.951821600000002,30.95190437561837,109.56443357561837,1.98352,1.7472281903213127,6.852771809678687
gen=43_member=7341_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.697461600000004,35.69752068422161,114.31004988422161,3.54777,3.1980890738320102,5.401910926167989
gen=37_member=6349_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.8629264,33.862942575484915,112.47547177548492,2.74347,2.449425451095357,6.150574548904643
gen=41_member=6889_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,27.384348,27.38432060845482,105.99684980845481,1.4106,1.2176987202788558,7.382301279721144
gen=47_member=8010_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.483498,33.48339815320258,112.09592735320258,2.63426,2.3490012797200306,6.250998720279969
gen=38_member=6465_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.5849476,35.58483752237572,114.19736672237573,3.49711,3.148018892441045,5.451981107558955
gen=29_member=4976_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,32.8534196,32.85346614458213,111.46599534458214,2.44488,2.176454712822619,6.423545287177381
gen=34_member=5729_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.1272428,36.12729970982421,114.7398289098242,3.76248,3.4061682420615123,5.193831757938487
gen=46_member=7888_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,32.783460399999996,32.783404919650515,111.3959341196505,2.41843,2.152221286694312,6.447778713305688
gen=46_member=7821_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,31.01933,31.019254054929405,109.63178325492942,1.99327,1.7562883321154574,6.843711667884542
gen=48_member=8165_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.0845388,35.08459194378328,113.69712114378328,3.24714,2.9147927720441666,5.685207227955833
gen=36_member=6131_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.0098272,36.00986073528155,114.62238993528156,3.70849,3.3537757125284533,5.246224287471547
gen=32_member=5391_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.261589199999996,33.261505768011496,111.8740349680115,2.57343,2.2937393086782163,6.306260691321784
gen=34_member=5740_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,27.0249716,27.025055498234494,105.63758469823449,1.37217,1.1829923959231725,7.417007604076828
gen=35_member=5978_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.7979444,35.798046250315835,114.41057545031585,3.60663,3.255572426036194,5.344427573963806
gen=32_member=5373_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,34.4901084,34.49010839919886,113.10263759919886,2.995,2.6851499782973343,5.914850021702666
gen=44_member=7565_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,32.9715036,32.97144846847227,111.58397766847226,2.47831,2.2064164172888137,6.3935835827111855
gen=45_member=7737_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.1261288,36.12613241634489,114.7386616163449,3.75756,3.4009218817647797,5.19907811823522
gen=35_member=6019_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.062408,36.06245626130536,114.67498546130537,3.73038,3.3755872473586837,5.2244127526413155
gen=46_member=7796_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.467532,35.46763029885118,114.08015949885117,3.43824,3.092811251505515,5.507188748494485
gen=47_member=7977_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.5069676,35.506986680921436,114.11951588092144,3.45533,3.1100730500043685,5.489926949995631
gen=49_member=8311_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.0073764,36.00733726709178,114.61986646709177,3.70558,3.351350800528918,5.248649199471082
gen=29_member=4851_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.2643384,35.264277472776136,113.87680667277613,3.33985,3.0007320121077545,5.599267987892246
gen=34_member=5819_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,34.5609588,34.56103873283972,113.17356793283972,3.0224,2.7133126473725624,5.886687352627437
gen=38_member=6490_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.0697604,36.069858023161345,114.68238722316136,3.73254,3.377587006092398,5.222412993907602
gen=42_member=7145_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.306151199999995,36.30614392385608,114.9186731238561,3.85887,3.4957597294506013,5.104240270549399
gen=28_member=4655_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.7361532,33.73614280489097,112.34867200489097,2.71633,2.425374482715553,6.174625517284447
gen=24_member=4008_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.7668996,33.76696087691461,112.3794900769146,2.71969,2.427752907221943,6.172247092778057
gen=34_member=5732_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.7822728,33.7821917262945,112.39472092629453,2.72045,2.429310529297875,6.170689470702125
gen=40_member=6768_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.653050799999995,36.65302211816361,115.26555131816362,4.06357,3.688847971158697,4.911152028841302
gen=44_member=7554_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.7114224,33.71131958774986,112.32384878774988,2.69854,2.4089644508730013,6.191035549126998
gen=18_member=3072_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,37.154796399999995,37.15490686727385,115.76743606727385,4.37912,3.987373245671994,4.612626754328005
gen=50_member=8445_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,20.94736636,20.947372107145803,99.55990130714581,1.01547,0.866498694966082,7.733501305033918
gen=50_member=8506_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.1778184,36.17771080932583,114.79024000932583,3.79088,3.4327775562795315,5.167222443720468
gen=50_member=8596_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,31.6560924,31.656131000200023,110.26866020020003,2.13446,1.8864316908583207,6.713568309141679
gen=50_member=8464_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.1692028,35.16929619734085,113.78182539734085,3.28738,2.9531793221664033,5.646820677833596
gen=50_member=8489_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,33.927984,33.928075253726064,112.54060445372608,2.76217,2.4664002299019034,6.133599770098096
gen=50_member=8579_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.2674576,35.267503555717184,113.8800327557172,3.34196,3.0026877934376883,5.597312206562311
gen=50_member=8474_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,28.369124,28.369120398124426,106.98164959812442,1.54501,1.3418515572205392,7.2581484427794605
gen=50_member=8555_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,34.7982408,34.798261721440575,113.41079092144058,3.12278,2.8012488838233667,5.798751116176633
gen=50_member=8483_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,32.124418,32.12450543561306,110.73703463561304,2.25475,2.0006925616885534,6.599307438311446
gen=50_member=8443_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,29.0288348,29.028751720435796,107.64128092043579,1.62866,1.4216133547971246,7.178386645202875
gen=50_member=8469_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,27.342684399999996,27.342638190802248,105.95516739080225,1.39731,1.2067168225458704,7.393283177454129
gen=50_member=8584_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,36.776259200000005,36.77633515260383,115.38886435260383,4.09976,3.7256129259523076,4.874387074047692
gen=50_member=8572_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.3808628,35.38077037906462,113.99329957906461,3.38958,3.0474815252708534,5.552518474729146
gen=50_member=8550_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.4354488,35.43550778076299,114.048036980763,3.41089,3.067317434950754,5.532682565049246
gen=50_member=8507_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,29.1130532,29.113125122660595,107.72565432266059,1.64928,1.4402263460231788,7.159773653976821
gen=50_member=8467_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,28.4317308,28.431750054504132,107.04427925450413,1.56923,1.3666672841523342,7.2333327158476655
gen=50_member=8487_pso,50,transmissivity_zminus_1p60,transmissivity,Transmissivity,T,0.84,1428.0,1700.0,0.045588999785278535,0.84,1428.0,,,35.5025116,35.50262187067714,114.11515107067714,3.45215,3.10788406402413,5.492115935975869
152,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,39.0853584,39.0854414587126,117.6979706587126,4.78258,4.47508908995273,4.124910910047269
gen=36_member=6021_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,15.73043752,15.730428646974957,94.34295784697495,0.811083,0.7216253643723592,7.87837463562764
16,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,38.467534,38.46752870631738,117.08005790631736,4.48927,4.1929924114131545,4.407007588586845
130,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,38.6001,38.60014577795708,117.21267497795709,4.69071,4.388161412441736,4.211838587558264
95,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,38.900657200000005,38.90068138512153,117.51321058512153,4.70127,4.395230112734873,4.204769887265127
156,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,37.6137644,37.61379239712806,116.22632159712806,4.4265,4.136149736818525,4.463850263181475
gen=47_member=7948_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,28.5299856,28.529932454502454,107.14246165450244,1.5703,1.419764870467784,7.180235129532216
gen=48_member=8161_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,24.5082228,24.508282368015493,103.1208115680155,1.17026,1.0389074925385682,7.5610925074614315
gen=33_member=5661_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,36.8916696,36.89173247767671,115.50426167767671,4.21575,3.933429876195382,4.666570123804618
gen=47_member=7921_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,37.0291372,37.029124549782175,115.6416537497822,4.27101,3.987511527463965,4.612488472536034
gen=40_member=6722_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,29.2066292,29.206608318766545,107.81913751876654,1.65561,1.5000400041155486,7.099959995884451
gen=48_member=8113_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,37.0135412,37.01352492542517,115.62605412542518,4.2324,3.950162025928317,4.649837974071683
gen=48_member=8218_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,36.6236412,36.62363801974855,115.23616721974857,4.03399,3.7615887245035706,4.838411275496429
gen=42_member=7058_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,17.825114,17.82511697626178,96.4376461762618,0.864582,0.7642887111324647,7.835711288867535
gen=48_member=8245_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,36.87897,36.87888641911074,115.49141561911075,4.17121,3.890000798974819,4.70999920102518
gen=41_member=6922_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,32.1159516,32.11592080418332,110.72845000418333,2.24821,2.060507905389786,6.539492094610214
gen=41_member=6885_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,16.94815092,16.94814371857778,95.56067291857778,0.828565,0.7347271818932236,7.865272818106776
gen=37_member=6262_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,25.3729096,25.372800727077287,103.98532992707726,1.2425,1.1084800970557938,7.491519902944206
gen=39_member=6554_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,22.91498,22.91493475179726,101.52746395179726,1.07599,0.952379206103258,7.647620793896742
gen=44_member=7409_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,29.026161199999997,29.02617500954204,107.63870420954201,1.61819,1.4656583670455465,7.134341632954453
gen=33_member=5597_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,20.425457360000003,20.425447005160812,99.03797620516082,0.993719,0.8830107116067395,7.71698928839326
gen=35_member=5926_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,28.758578399999998,28.75848621927199,107.371015419272,1.60584,1.453852201112075,7.146147798887925
gen=42_member=7147_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,36.785394,36.78548226240043,115.39801146240043,4.12536,3.8459935272976016,4.7540064727023985
gen=47_member=7992_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,37.303181200000004,37.30318347661641,115.91571267661642,4.41535,4.125659571728508,4.474340428271492
gen=44_member=7479_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,29.72709,29.726992928553695,108.3395221285537,1.7727,1.6096404577906247,6.990359542209375
gen=46_member=7840_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,27.838414399999998,27.838357196260656,106.45088639626066,1.46259,1.3179392923532642,7.282060707646735
gen=36_member=6076_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,37.071692,37.07165394641189,115.6841831464119,4.31441,4.028083365166655,4.571916634833345
gen=39_member=6576_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,24.576845199999998,24.57679423226629,103.18932343226629,1.21064,1.0805098587819832,7.519490141218016
gen=46_member=7833_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,30.2738412,30.273822445456965,108.88635164545695,1.83739,1.6706293700423094,6.92937062995769
gen=36_member=6039_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,34.2367848,34.236759922666806,112.84928912266682,2.88658,2.6620994979197357,5.937900502080264
gen=45_member=7630_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,20.27341864,20.273425248681576,98.88595444868157,0.964314,0.8529094668393943,7.7470905331606055
gen=41_member=7002_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,31.456018,31.456010064777686,110.0685392647777,2.09323,1.912686969141459,6.68731303085854
gen=44_member=7416_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,22.539562,22.53949283051267,101.15202203051267,1.03735,0.9169148978634586,7.683085102136541
gen=48_member=8130_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,30.2965668,30.29664546331896,108.90917466331896,1.8663,1.6985378398219528,6.901462160178047
gen=42_member=7150_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,23.0183592,23.018345966531463,101.63087516653145,1.08725,0.9684801390104048,7.631519860989595
gen=46_member=7861_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,36.5779672,36.57795625745423,115.19048545745423,4.0076,3.732747348240292,4.867252651759708
gen=47_member=8013_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,24.1898416,24.189885878306495,102.80241507830647,1.14776,1.02047312126486,7.579526878735139
gen=34_member=5833_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,37.0554276,37.05546674905064,115.66799594905063,4.29346,4.008399571299182,4.591600428700818
gen=29_member=4835_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,31.1628132,31.16289112554577,109.77542032554577,2.02499,1.847103500930898,6.752896499069101
gen=43_member=7309_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,28.36244,28.362383210764136,106.97491241076413,1.53641,1.3883454979101892,7.211654502089811
gen=42_member=7162_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,34.2657488,34.265693983561704,112.87822318356172,2.92099,2.6957934299528428,5.904206570047156
gen=43_member=7394_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,29.6994628,29.69937939750987,108.31190859750988,1.74092,1.5800962717707763,7.019903728229224
gen=47_member=7994_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,27.7078536,27.707961235794844,106.32049043579485,1.42551,1.282335401226197,7.317664598773803
gen=48_member=8212_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,25.5088176,25.50891213870453,104.12144133870451,1.2664,1.1318983578776962,7.468101642122304
gen=34_member=5718_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,19.217970479999998,19.217975104740983,97.83050430474097,0.92753,0.8275498516325394,7.772450148367461
gen=40_member=6749_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,32.0337384,32.033822459218676,110.64635165921867,2.22633,2.0385878215688553,6.561412178431144
gen=45_member=7712_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,31.9644476,31.96441941761888,110.57694861761888,2.20694,2.0202929870684674,6.579707012931532
gen=49_member=8286_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,31.885799199999997,31.88574680923485,110.49827600923484,2.18552,1.9996599237838346,6.600340076216165
gen=47_member=7987_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,32.3378604,32.3379503115816,110.95047951158162,2.30822,2.116772542648943,6.483227457351056
gen=42_member=7104_pso,50,transmissivity_zminus_1p20,transmissivity,Transmissivity,T,0.88,1496.0,1700.0,0.079811408240092,0.88,1496.0,,,37.1305112,37.1305477391165,115.7430769391165,4.35228,4.064559863248761,4.535440136751238
