member,generation,scenario,scenario_label,T_factor,S_factor,T_value,S_value,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs
gen=35_member=6019_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,36.062408,36.06245626130536,114.67498546130537,3.73038,2.9392784565419423,5.660721543458058
gen=46_member=7796_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.467532,35.46763029885118,114.08015949885117,3.43824,2.669553026758593,5.9304469732414065
gen=47_member=7977_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.5069676,35.506986680921436,114.11951588092144,3.45533,2.687245372077624,5.912754627922375
gen=49_member=8311_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,36.0073764,36.00733726709178,114.61986646709177,3.70558,2.915792649723897,5.684207350276102
gen=29_member=4851_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.2643384,35.264277472776136,113.87680667277613,3.33985,2.5861410444061206,6.013858955593879
gen=34_member=5819_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,34.5609588,34.56103873283972,113.17356793283972,3.0224,2.3375204435434602,6.262479556456539
gen=38_member=6490_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,36.0697604,36.069858023161345,114.68238722316136,3.73254,2.9410618285859966,5.658938171414003
gen=42_member=7145_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,36.306151199999995,36.30614392385608,114.9186731238561,3.85887,3.0479821133364036,5.552017886663596
gen=28_member=4655_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,33.7361532,33.73614280489097,112.34867200489097,2.71633,2.073685149696596,6.526314850303404
gen=24_member=4008_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,33.7668996,33.76696087691461,112.3794900769146,2.71969,2.0755365491278224,6.524463450872178
gen=34_member=5732_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,33.7822728,33.7821917262945,112.39472092629453,2.72045,2.0773742745266364,6.522625725473363
gen=40_member=6768_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,36.653050799999995,36.65302211816361,115.26555131816362,4.06357,3.224706488971814,5.375293511028186
gen=44_member=7554_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,33.7114224,33.71131958774986,112.32384878774988,2.69854,2.059059760445668,6.540940239554331
gen=18_member=3072_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,37.154796399999995,37.15490686727385,115.76743606727385,4.37912,3.4999412195935253,5.100058780406474
gen=50_member=8445_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,20.94736636,20.947372107145803,99.55990130714581,1.01547,0.6927292604718527,7.907270739528147
gen=50_member=8506_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,36.1778184,36.17771080932583,114.79024000932583,3.79088,2.9919962487715805,5.608003751228419
gen=50_member=8596_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,31.6560924,31.656131000200023,110.26866020020003,2.13446,1.5916006879136964,7.008399312086303
gen=50_member=8464_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.1692028,35.16929619734085,113.78182539734085,3.28738,2.5454064274038215,6.054593572596178
gen=50_member=8489_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,33.927984,33.928075253726064,112.54060445372608,2.76217,2.1093866474277,6.4906133525723
gen=50_member=8579_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.2674576,35.267503555717184,113.8800327557172,3.34196,2.5878789662559183,6.012121033744082
gen=50_member=8474_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,28.369124,28.369120398124426,106.98164959812442,1.54501,1.1025839747987658,7.497416025201234
gen=50_member=8555_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,34.7982408,34.798261721440575,113.41079092144058,3.12278,2.411264722981155,6.188735277018845
gen=50_member=8483_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,32.124418,32.12450543561306,110.73703463561304,2.25475,1.6972003264765174,6.902799673523482
gen=50_member=8443_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,29.0288348,29.028751720435796,107.64128092043579,1.62866,1.1770341644666993,7.422965835533301
gen=50_member=8469_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,27.342684399999996,27.342638190802248,105.95516739080225,1.39731,0.9795092496100724,7.620490750389927
gen=50_member=8584_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,36.776259200000005,36.77633515260383,115.38886435260383,4.09976,3.263754369614633,5.336245630385367
gen=50_member=8572_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.3808628,35.38077037906462,113.99329957906461,3.38958,2.62879280141306,5.9712071985869395
gen=50_member=8550_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.4354488,35.43550778076299,114.048036980763,3.41089,2.6466264964042563,5.953373503595744
gen=50_member=8507_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,29.1130532,29.113125122660595,107.72565432266059,1.64928,1.1929112512907192,7.40708874870928
gen=50_member=8467_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,28.4317308,28.431750054504132,107.04427925450413,1.56923,1.120859968008929,7.47914003199107
gen=50_member=8487_pso,50,Tzminus2p00_Szplus2p00,"T 0.80, S 1.20",0.8,1.2,1360.0,0.144,1700.0,0.12,35.5025116,35.50262187067714,114.11515107067714,3.45215,2.6861941259314084,5.913805874068592
152,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,39.0853584,39.0854414587126,117.6979706587126,4.78258,5.074397995025214,3.525602004974786
gen=36_member=6021_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,15.73043752,15.730428646974957,94.34295784697495,0.811083,0.8999092717651622,7.700090728234837
16,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,38.467534,38.46752870631738,117.08005790631736,4.48927,4.771216832828613,3.8287831671713866
130,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,38.6001,38.60014577795708,117.21267497795709,4.69071,4.978411396469027,3.621588603530973
95,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,38.900657200000005,38.90068138512153,117.51321058512153,4.70127,4.992673403136177,3.607326596863823
156,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.6137644,37.61379239712806,116.22632159712806,4.4265,4.702980843450912,3.8970191565490877
gen=47_member=7948_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,28.5299856,28.529932454502454,107.14246165450244,1.5703,1.7184058690882338,6.881594130911766
gen=48_member=8161_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,24.5082228,24.508282368015493,103.1208115680155,1.17026,1.2988133354701996,7.3011866645298
gen=33_member=5661_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.8916696,36.89173247767671,115.50426167767671,4.21575,4.484957221398973,4.115042778601027
gen=47_member=7921_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.0291372,37.029124549782175,115.6416537497822,4.27101,4.541586888130793,4.058413111869207
gen=40_member=6722_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,29.2066292,29.206608318766545,107.81913751876654,1.65561,1.808627631848811,6.791372368151189
gen=48_member=8113_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.0135412,37.01352492542517,115.62605412542518,4.2324,4.501796093675463,4.098203906324537
gen=48_member=8218_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.6236412,36.62363801974855,115.23616721974857,4.03399,4.294921945736913,4.305078054263086
gen=42_member=7058_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,17.825114,17.82511697626178,96.4376461762618,0.864582,0.9640804301604632,7.635919569839537
gen=48_member=8245_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.87897,36.87888641911074,115.49141561911075,4.17121,4.439465052924221,4.160534947075779
gen=41_member=6922_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,32.1159516,32.11592080418332,110.72845000418333,2.24821,2.4321230847660122,6.167876915233988
gen=41_member=6885_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,16.94815092,16.94814371857778,95.56067291857778,0.828565,0.9215842896169314,7.678415710383068
gen=37_member=6262_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,25.3729096,25.372800727077287,103.98532992707726,1.2425,1.3735381920206395,7.22646180797936
gen=39_member=6554_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,22.91498,22.91493475179726,101.52746395179726,1.07599,1.1975365024568494,7.402463497543151
gen=44_member=7409_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,29.026161199999997,29.02617500954204,107.63870420954201,1.61819,1.768224062455099,6.831775937544901
gen=33_member=5597_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,20.425457360000003,20.425447005160812,99.03797620516082,0.993719,1.1025364615521256,7.4974635384478745
gen=35_member=5926_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,28.758578399999998,28.75848621927199,107.371015419272,1.60584,1.755524543048057,6.844475456951942
gen=42_member=7147_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.785394,36.78548226240043,115.39801146240043,4.12536,4.392144129674864,4.207855870325136
gen=47_member=7992_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.303181200000004,37.30318347661641,115.91571267661642,4.41535,4.691305431529684,3.908694568470316
gen=44_member=7479_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,29.72709,29.726992928553695,108.3395221285537,1.7727,1.932730250557656,6.667269749442344
gen=46_member=7840_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,27.838414399999998,27.838357196260656,106.45088639626066,1.46259,1.6036508630339632,6.996349136966036
gen=36_member=6076_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.071692,37.07165394641189,115.6841831464119,4.31441,4.587574552563161,4.012425447436839
gen=39_member=6576_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,24.576845199999998,24.57679423226629,103.18932343226629,1.21064,1.337771647611072,7.262228352388927
gen=46_member=7833_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,30.2738412,30.273822445456965,108.88635164545695,1.83739,2.0007691571587047,6.599230842841295
gen=36_member=6039_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,34.2367848,34.236759922666806,112.84928912266682,2.88658,3.1043747219369955,5.495625278063004
gen=45_member=7630_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,20.27341864,20.273425248681576,98.88595444868157,0.964314,1.0745366052468335,7.525463394753166
gen=41_member=7002_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.456018,31.456010064777686,110.0685392647777,2.09323,2.2699661065317702,6.330033893468229
gen=44_member=7416_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,22.539562,22.53949283051267,101.15202203051267,1.03735,1.1560713564446408,7.443928643555359
gen=48_member=8130_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,30.2965668,30.29664546331896,108.90917466331896,1.8663,2.0306001078003515,6.569399892199648
gen=42_member=7150_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,23.0183592,23.018345966531463,101.63087516653145,1.08725,1.2043428158778984,7.3956571841221015
gen=46_member=7861_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.5779672,36.57795625745423,115.19048545745423,4.0076,4.27016986282974,4.329830137170259
gen=47_member=8013_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,24.1898416,24.189885878306495,102.80241507830647,1.14776,1.2726737405424857,7.327326259457514
gen=34_member=5833_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.0554276,37.05546674905064,115.66799594905063,4.29346,4.565037383031281,4.034962616968719
gen=29_member=4835_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.1628132,31.16289112554577,109.77542032554577,2.02499,2.199122815793017,6.4008771842069825
gen=43_member=7309_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,28.36244,28.362383210764136,106.97491241076413,1.53641,1.6822073325499678,6.917792667450032
gen=42_member=7162_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,34.2657488,34.265693983561704,112.87822318356172,2.92099,3.1396463585156402,5.460353641484359
gen=43_member=7394_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,29.6994628,29.69937939750987,108.31190859750988,1.74092,1.89884753948745,6.701152460512549
gen=47_member=7994_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,27.7078536,27.707961235794844,106.32049043579485,1.42551,1.5647327225967336,7.035267277403266
gen=48_member=8212_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,25.5088176,25.50891213870453,104.12144133870451,1.2664,1.3977020896499184,7.202297910350081
gen=34_member=5718_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,19.217970479999998,19.217975104740983,97.83050430474097,0.92753,1.0265946270971238,7.573405372902876
gen=40_member=6749_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,32.0337384,32.033822459218676,110.64635165921867,2.22633,2.410352780580699,6.189647219419301
gen=45_member=7712_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.9644476,31.96441941761888,110.57694861761888,2.20694,2.389781567667556,6.210218432332444
gen=49_member=8286_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.885799199999997,31.88574680923485,110.49827600923484,2.18552,2.367573349235116,6.232426650764884
gen=47_member=7987_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,32.3378604,32.3379503115816,110.95047951158162,2.30822,2.4956663237133254,6.104333676286674
gen=42_member=7104_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.1305112,37.1305477391165,115.7430769391165,4.35228,4.626426981220967,3.9735730187790326
gen=44_member=7536_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,23.466855600000002,23.46684587614881,102.0793750761488,1.11985,1.2401995417456326,7.359800458254367
gen=38_member=6480_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.4072248,31.407133065935877,110.01966226593586,2.07448,2.252815752203787,6.347184247796212
gen=43_member=7269_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.833296,36.83339971387087,115.44592891387086,4.14372,4.411130683911474,4.1888693160885255
gen=35_member=5948_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.07392,37.07384621264411,115.68637541264411,4.33924,4.612732657084581,3.987267342915419
gen=29_member=4871_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,17.843495,17.843497187733753,96.45602638773376,0.881544,0.9781890567713368,7.621810943228663
gen=36_member=6031_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.3383796,31.338390787551674,109.95091998755169,2.05415,2.2305933011656256,6.369406698834374
gen=39_member=6689_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,29.4165068,29.416418185838467,108.02894738583845,1.67871,1.8327978648933099,6.7672021351066896
gen=46_member=7811_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,30.8479968,30.84800808580873,109.46053728580873,1.95962,2.1301358558937493,6.46986414410625
gen=36_member=6150_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,29.510305600000002,29.510270949002532,108.12280014900254,1.71536,1.871668217189114,6.728331782810885
gen=28_member=4698_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,19.62453592,19.62453473077234,98.23706393077234,0.948853,1.055838814458355,7.544161185541645
gen=45_member=7580_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.8474446195437189,6.752555380456281
gen=37_member=6318_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.3585092,36.35850397821222,114.97103317821221,3.89263,4.149055027642961,4.450944972357038
gen=39_member=6634_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,37.24659,37.24656995207669,115.8590991520767,4.3792,4.654067274688104,3.945932725311896
gen=46_member=7788_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,32.533256,32.533172613400616,111.1457018134006,2.35444,2.5451810276988316,6.0548189723011685
gen=46_member=7881_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,27.1929628,27.192862415219388,105.80539161521938,1.37653,1.5161185016258227,7.083881498374177
gen=27_member=4566_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,34.2026964,34.20265674649548,112.8151859464955,2.87573,3.095342415069143,5.5046575849308566
gen=39_member=6698_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,33.52026,33.52015097310551,112.13268017310553,2.6497,2.8553966890496962,5.744603310950303
gen=41_member=6986_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,35.7676436,35.767651554973604,114.38018075497361,3.58673,3.836204156492607,4.763795843507393
gen=41_member=6973_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,35.1593996,35.15947657236159,113.77200577236158,3.28388,3.5224510930015263,5.077548906998473
gen=27_member=4568_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,32.5586552,32.558684654753776,111.17121385475377,2.37042,2.5606974388758763,6.039302561124123
gen=37_member=6357_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,32.625718,32.62572860768373,111.23825780768374,2.3887,2.58144040978553,6.018559590214469
gen=47_member=8006_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.7613316,36.761407828424296,115.37393702842431,4.09604,4.359246169576479,4.240753830423521
gen=41_member=6898_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.489438,31.489447863162184,110.10197706316218,2.11934,2.29884549883349,6.3011545011665095
gen=39_member=6668_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,33.933108399999995,33.933030846740984,112.545560046741,2.77099,2.983090599335337,5.616909400664662
gen=48_member=8200_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,34.8907028,34.89080581472363,113.50333501472363,3.16725,3.4003174492035977,5.1996825507964015
gen=32_member=5452_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,34.8474796,34.84753054005696,113.46005974005696,3.14182,3.3728034807070966,5.227196519292903
gen=44_member=7522_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,33.1631116,33.16311565476033,111.77564485476033,2.53937,2.73886574323301,5.86113425676699
gen=45_member=7699_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,25.6714616,25.671464649350018,104.28399384935003,1.28466,1.4141010021846236,7.185898997815376
gen=38_member=6478_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,35.2785976,35.27857906393331,113.8911082639333,3.35376,3.5953231760707456,5.004676823929254
gen=48_member=8105_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.5527908,36.55273076856624,115.16525996856623,3.9902,4.250479757840047,4.349520242159953
gen=47_member=7995_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.497536399999994,36.49744644974915,115.10997564974916,3.97511,4.237876255262707,4.362123744737293
gen=38_member=6507_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.2430988,36.243072285057984,114.85560148505799,3.82686,4.08154896954999,4.518451030450009
gen=47_member=8017_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,26.3334004,26.33332130996634,104.94585050996633,1.31111,1.4449166631689179,7.1550833368310816
gen=28_member=4806_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,36.335338,36.335363024535646,114.94789222453565,3.87574,4.131616266660459,4.46838373333954
gen=33_member=5559_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,32.1440244,32.1440689013816,110.7565981013816,2.27771,2.4654666600284494,6.134533339971551
gen=28_member=4728_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,25.063886,25.063855919912235,103.67638511991223,1.21593,1.3445098667183635,7.255490133281636
gen=30_member=4999_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,33.9879172,33.98794532305361,112.60047452305362,2.78942,3.005136483847725,5.594863516152275
gen=47_member=7949_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,31.069014399999997,31.068968509771572,109.68149770977158,1.99378,2.1663731134007174,6.433626886599282
gen=37_member=6216_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,34.7610332,34.76111558406628,113.37364478406629,3.104,3.332117532926593,5.267882467073407
gen=35_member=5892_pso,50,Tzminus1p00_Szminus2p00,"T 0.90, S 0.80",0.9,0.8,1530.0,0.096,1700.0,0.12,33.624976,33.6250096550061,112.23753885500611,2.6693,2.8761096941381177,5.723890305861882
