scenario,T_factor,T_value,probability_weight,member,generation,archive_pumping_objective_gpm,archive_pumping_objective_cfs,archive_total_pumping_gpm,archive_total_pumping_cfs,archive_depletion_cfs,archive_streamflow_cfs,pumping_objective_reeval_gpm,pumping_objective_reeval_cfs,total_pumping_gpm,total_pumping_cfs,full_model_total_pumping_gpm,full_model_total_pumping_cfs,n_model_q_columns,n_objective_q_columns,depletion_obs_name,depletion_cfs,streamflow_cfs
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=42_member=7147_pso,50,16510.5,36.785394,16510.5,36.785394,4.12536,4.47464,16510.539615080983,36.78548226240043,16510.539615080983,36.78548226240043,51794.439615080984,115.39801146240043,327,86,lpr:total_combined:bdpl,3.644767230315348,4.955232769684652
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=47_member=7992_pso,50,16742.9,37.303181200000004,16742.9,37.303181200000004,4.41535,4.1846499999999995,16742.901021820653,37.30318347661641,16742.901021820653,37.30318347661641,52026.801021820655,115.91571267661642,327,86,lpr:total_combined:bdpl,3.9168398430658753,4.683160156934124
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=44_member=7479_pso,50,13342.5,29.72709,13342.5,29.72709,1.7727,6.827299999999999,13342.45643112823,29.726992928553695,13342.45643112823,29.726992928553695,48626.35643112823,108.3395221285537,327,86,lpr:total_combined:bdpl,1.4951418276342672,7.1048581723657325
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=46_member=7840_pso,50,12494.8,27.838414399999998,12494.8,27.838414399999998,1.46259,7.137409999999999,12494.774325072109,27.838357196260656,12494.774325072109,27.838357196260656,47778.67432507211,106.45088639626066,327,86,lpr:total_combined:bdpl,1.2154997151695501,7.38450028483045
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=36_member=6076_pso,50,16639.0,37.071692,16639.0,37.071692,4.31441,4.28559,16638.98292029259,37.07165394641189,16638.98292029259,37.07165394641189,51922.88292029259,115.6841831464119,327,86,lpr:total_combined:bdpl,3.8215776990879826,4.778422300912017
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=39_member=6576_pso,50,11030.9,24.576845199999998,11030.9,24.576845199999998,1.21064,7.38936,11030.877123997438,24.57679423226629,11030.877123997438,24.57679423226629,46314.77712399744,103.18932343226629,327,86,lpr:total_combined:bdpl,0.9890392502778876,7.610960749722112
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=46_member=7833_pso,50,13587.9,30.2738412,13587.9,30.2738412,1.83739,6.76261,13587.891582341546,30.273822445456965,13587.891582341546,30.273822445456965,48871.791582341546,108.88635164545695,327,86,lpr:total_combined:bdpl,1.5533855100931864,7.046614489906814
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=36_member=6039_pso,50,15366.6,34.2367848,15366.6,34.2367848,2.88658,5.713419999999999,15366.588834231063,34.236759922666806,15366.588834231063,34.236759922666806,50650.488834231066,112.84928912266682,327,86,lpr:total_combined:bdpl,2.502774237192936,6.097225762807064
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=45_member=7630_pso,50,9099.38,20.27341864,9099.38,20.27341864,0.964314,7.635686,9099.382966194604,20.273425248681576,9099.382966194604,20.273425248681576,44383.2829661946,98.88595444868157,327,86,lpr:total_combined:bdpl,0.775515579136557,7.824484420863443
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=41_member=7002_pso,50,14118.5,31.456018,14118.5,31.456018,2.09323,6.5067699999999995,14118.496438410093,31.456010064777686,14118.496438410093,31.456010064777686,49402.3964384101,110.0685392647777,327,86,lpr:total_combined:bdpl,1.7855168646900832,6.814483135309916
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=44_member=7416_pso,50,10116.5,22.539562,10116.5,22.539562,1.03735,7.56265,10116.468954449134,22.53949283051267,10116.468954449134,22.53949283051267,45400.368954449135,101.15202203051267,327,86,lpr:total_combined:bdpl,0.8329882717384335,7.767011728261566
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=48_member=8130_pso,50,13598.1,30.2965668,13598.1,30.2965668,1.8663,6.7337,13598.135306696122,30.29664546331896,13598.135306696122,30.29664546331896,48882.035306696125,108.90917466331896,327,86,lpr:total_combined:bdpl,1.5805185566315887,7.019481443368411
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=42_member=7150_pso,50,10331.4,23.0183592,10331.4,23.0183592,1.08725,7.51275,10331.394060382165,23.018345966531463,10331.394060382165,23.018345966531463,45615.29406038216,101.63087516653145,327,86,lpr:total_combined:bdpl,0.8857105037954983,7.714289496204501
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=46_member=7861_pso,50,16417.4,36.5779672,16417.4,36.5779672,4.0076,4.5924,16417.395088623984,36.57795625745423,16417.395088623984,36.57795625745423,51701.295088623985,115.19048545745423,327,86,lpr:total_combined:bdpl,3.535086744961496,5.064913255038503
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=47_member=8013_pso,50,10857.2,24.1898416,10857.2,24.1898416,1.14776,7.45224,10857.21987356665,24.189885878306495,10857.21987356665,24.189885878306495,46141.11987356664,102.80241507830647,327,86,lpr:total_combined:bdpl,0.9313939962532513,7.668606003746748
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=34_member=5833_pso,50,16631.7,37.0554276,16631.7,37.0554276,4.29346,4.30654,16631.71757138718,37.05546674905064,16631.71757138718,37.05546674905064,51915.61757138718,115.66799594905063,327,86,lpr:total_combined:bdpl,3.803018569799949,4.79698143020005
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=29_member=4835_pso,50,13986.9,31.1628132,13986.9,31.1628132,2.02499,6.57501,13986.934975559143,31.16289112554577,13986.934975559143,31.16289112554577,49270.83497555914,109.77542032554577,327,86,lpr:total_combined:bdpl,1.721919861779289,6.87808013822071
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=43_member=7309_pso,50,12730.0,28.36244,12730.0,28.36244,1.53641,7.06359,12729.974511114962,28.362383210764136,12729.974511114962,28.362383210764136,48013.87451111496,106.97491241076413,327,86,lpr:total_combined:bdpl,1.2833074397858737,7.3166925602141255
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=42_member=7162_pso,50,15379.6,34.2657488,15379.6,34.2657488,2.92099,5.67901,15379.575396571681,34.265693983561704,15379.575396571681,34.265693983561704,50663.47539657169,112.87822318356172,327,86,lpr:total_combined:bdpl,2.535983973788585,6.064016026211414
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=43_member=7394_pso,50,13330.1,29.6994628,13330.1,29.6994628,1.74092,6.85908,13330.062566207302,29.69937939750987,13330.062566207302,29.69937939750987,48613.96256620731,108.31190859750988,327,86,lpr:total_combined:bdpl,1.4672395791393507,7.132760420860649
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=47_member=7994_pso,50,12436.2,27.7078536,12436.2,27.7078536,1.42551,7.17449,12436.24831050038,27.707961235794844,12436.24831050038,27.707961235794844,47720.148310500386,106.32049043579485,327,86,lpr:total_combined:bdpl,1.1812458254423588,7.418754174557641
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=48_member=8212_pso,50,11449.2,25.5088176,11449.2,25.5088176,1.2664,7.3336,11449.242432093595,25.50891213870453,11449.242432093595,25.50891213870453,46733.14243209359,104.12144133870451,327,86,lpr:total_combined:bdpl,1.0373538918167364,7.562646108183263
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=34_member=5718_pso,50,8625.66,19.217970479999998,8625.66,19.217970479999998,0.92753,7.67247,8625.662075736527,19.217975104740983,8625.662075736527,19.217975104740983,43909.562075736525,97.83050430474097,327,86,lpr:total_combined:bdpl,0.7581371076740153,7.8418628923259845
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=40_member=6749_pso,50,14377.8,32.0337384,14377.8,32.0337384,2.22633,6.37367,14377.837728554163,32.033822459218676,14377.837728554163,32.033822459218676,49661.73772855416,110.64635165921867,327,86,lpr:total_combined:bdpl,1.9065172241562762,6.693482775843723
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=45_member=7712_pso,50,14346.7,31.9644476,14346.7,31.9644476,2.20694,6.39306,14346.687350816374,31.96441941761888,14346.687350816374,31.96441941761888,49630.58735081638,110.57694861761888,327,86,lpr:total_combined:bdpl,1.8889253376361448,6.711074662363854
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=49_member=8286_pso,50,14311.4,31.885799199999997,14311.4,31.885799199999997,2.18552,6.414479999999999,14311.376485293918,31.88574680923485,14311.376485293918,31.88574680923485,49595.276485293914,110.49827600923484,327,86,lpr:total_combined:bdpl,1.8688625979881643,6.731137402011836
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=47_member=7987_pso,50,14514.3,32.3378604,14514.3,32.3378604,2.30822,6.291779999999999,14514.340355287972,32.3379503115816,14514.340355287972,32.3379503115816,49798.240355287984,110.95047951158162,327,86,lpr:total_combined:bdpl,1.981977936957162,6.6180220630428375
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=42_member=7104_pso,50,16665.4,37.1305112,16665.4,37.1305112,4.35228,4.247719999999999,16665.416399962523,37.1305477391165,16665.416399962523,37.1305477391165,51949.316399962525,115.7430769391165,327,86,lpr:total_combined:bdpl,3.8573310241011014,4.742668975898898
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=44_member=7536_pso,50,10532.7,23.466855600000002,10532.7,23.466855600000002,1.11985,7.48015,10532.695635614367,23.46684587614881,10532.695635614367,23.46684587614881,45816.595635614365,102.0793750761488,327,86,lpr:total_combined:bdpl,0.9116152465706033,7.688384753429396
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=38_member=6480_pso,50,14096.6,31.4072248,14096.6,31.4072248,2.07448,6.52552,14096.558826721668,31.407133065935877,14096.558826721668,31.407133065935877,49380.45882672166,110.01966226593586,327,86,lpr:total_combined:bdpl,1.7649032969158722,6.835096703084128
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=43_member=7269_pso,50,16532.0,36.833296,16532.0,36.833296,4.14372,4.45628,16532.04655021134,36.83339971387087,16532.04655021134,36.83339971387087,51815.94655021134,115.44592891387086,327,86,lpr:total_combined:bdpl,3.662136077304829,4.93786392269517
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=35_member=5948_pso,50,16640.0,37.07392,16640.0,37.07392,4.33924,4.260759999999999,16639.96688179718,37.07384621264411,16639.96688179718,37.07384621264411,51923.86688179718,115.68637541264411,327,86,lpr:total_combined:bdpl,3.8449573650826077,4.755042634917392
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=29_member=4871_pso,50,8008.75,17.843495,8008.75,17.843495,0.881544,7.718456,8008.750981927178,17.843497187733753,8008.750981927178,17.843497187733753,43292.65098192718,96.45602638773376,327,86,lpr:total_combined:bdpl,0.7157142838277455,7.884285716172254
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=36_member=6031_pso,50,14065.7,31.3383796,14065.7,31.3383796,2.05415,6.54585,14065.705021342763,31.338390787551674,14065.705021342763,31.338390787551674,49349.605021342766,109.95091998755169,327,86,lpr:total_combined:bdpl,1.7474066818640472,6.852593318135952
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=39_member=6689_pso,50,13203.1,29.4165068,13203.1,29.4165068,1.67871,6.92129,13203.060227037015,29.416418185838467,13203.060227037015,29.416418185838467,48486.96022703701,108.02894738583845,327,86,lpr:total_combined:bdpl,1.411834996072835,7.188165003927165
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=46_member=7811_pso,50,13845.6,30.8479968,13845.6,30.8479968,1.95962,6.6403799999999995,13845.605065443775,30.84800808580873,13845.605065443775,30.84800808580873,49129.50506544377,109.46053728580873,327,86,lpr:total_combined:bdpl,1.662949037260494,6.937050962739505
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=36_member=6150_pso,50,13245.2,29.510305600000002,13245.2,29.510305600000002,1.71536,6.884639999999999,13245.184447487673,29.510270949002532,13245.184447487673,29.510270949002532,48529.08444748768,108.12280014900254,327,86,lpr:total_combined:bdpl,1.4442980130874645,7.155701986912535
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=28_member=4698_pso,50,8808.14,19.62453592,8808.14,19.62453592,0.948853,7.651147,8808.139466235341,19.62453473077234,8808.139466235341,19.62453473077234,44092.03946623534,98.23706393077234,327,86,lpr:total_combined:bdpl,0.7652690546660298,7.83473094533397
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=45_member=7580_pso,50,13204.6,29.4198488,13204.6,29.4198488,1.6928,6.9072,13204.56632136084,29.41977376399195,13204.56632136084,29.41977376399195,48488.46632136084,108.03230296399194,327,86,lpr:total_combined:bdpl,1.4249608621514802,7.175039137848519
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=37_member=6318_pso,50,16318.9,36.3585092,16318.9,36.3585092,3.89263,4.707369999999999,16318.897656289148,36.35850397821222,16318.897656289148,36.35850397821222,51602.79765628914,114.97103317821221,327,86,lpr:total_combined:bdpl,3.433105481285738,5.166894518714262
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=39_member=6634_pso,50,16717.5,37.24659,16717.5,37.24659,4.3792,4.2208,16717.491001829752,37.24656995207669,16717.491001829752,37.24656995207669,52001.391001829754,115.8590991520767,327,86,lpr:total_combined:bdpl,3.8826362518001933,4.717363748199807
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=46_member=7788_pso,50,14602.0,32.533256,14602.0,32.533256,2.35444,6.245559999999999,14601.962573339593,32.533172613400616,14601.962573339593,32.533172613400616,49885.86257333959,111.1457018134006,327,86,lpr:total_combined:bdpl,2.021469413563328,6.578530586436671
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=46_member=7881_pso,50,12205.1,27.1929628,12205.1,27.1929628,1.37653,7.22347,12205.054943994339,27.192862415219388,12205.054943994339,27.192862415219388,47488.95494399434,105.80539161521938,327,86,lpr:total_combined:bdpl,1.1315468539739442,7.4684531460260555
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=27_member=4566_pso,50,15351.3,34.2026964,15351.3,34.2026964,2.87573,5.72427,15351.282202197252,34.20265674649548,15351.282202197252,34.20265674649548,50635.18220219726,112.8151859464955,327,86,lpr:total_combined:bdpl,2.489729468476766,6.110270531523234
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=39_member=6698_pso,50,15045.0,33.52026,15045.0,33.52026,2.6497,5.9502999999999995,15044.951065128147,33.52015097310551,15044.951065128147,33.52015097310551,50328.851065128154,112.13268017310553,327,86,lpr:total_combined:bdpl,2.2883169453692704,6.311683054630729
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=41_member=6986_pso,50,16053.7,35.7676436,16053.7,35.7676436,3.58673,5.0132699999999994,16053.70357045494,35.767651554973604,16053.70357045494,35.767651554973604,51337.60357045494,114.38018075497361,327,86,lpr:total_combined:bdpl,3.140378488963579,5.459621511036421
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=41_member=6973_pso,50,15780.7,35.1593996,15780.7,35.1593996,3.28388,5.31612,15780.734547738595,35.15947657236159,15780.734547738595,35.15947657236159,51064.63454773859,113.77200577236158,327,86,lpr:total_combined:bdpl,2.8589529863088656,5.741047013691134
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=27_member=4568_pso,50,14613.4,32.5586552,14613.4,32.5586552,2.37042,6.2295799999999995,14613.413220266508,32.558684654753776,14613.413220266508,32.558684654753776,49897.31322026651,111.17121385475377,327,86,lpr:total_combined:bdpl,2.0384372731328377,6.561562726867162
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=37_member=6357_pso,50,14643.5,32.625718,14643.5,32.625718,2.3887,6.2113,14643.504761078875,32.62572860768373,14643.504761078875,32.62572860768373,49927.40476107888,111.23825780768374,327,86,lpr:total_combined:bdpl,2.052164299304956,6.547835700695044
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=47_member=8006_pso,50,16499.7,36.7613316,16499.7,36.7613316,4.09604,4.503959999999999,16499.734213834963,36.761407828424296,16499.734213834963,36.761407828424296,51783.63421383497,115.37393702842431,327,86,lpr:total_combined:bdpl,3.623807006176106,4.976192993823894
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=41_member=6898_pso,50,14133.5,31.489438,14133.5,31.489438,2.11934,6.48066,14133.504426913009,31.489447863162184,14133.504426913009,31.489447863162184,49417.40442691301,110.10197706316218,327,86,lpr:total_combined:bdpl,1.8077146993882098,6.792285300611789
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=39_member=6668_pso,50,15230.3,33.933108399999995,15230.3,33.933108399999995,2.77099,5.82901,15230.26519153545,33.933030846740984,15230.26519153545,33.933030846740984,50514.16519153546,112.545560046741,327,86,lpr:total_combined:bdpl,2.3974971353745467,6.202502864625453
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=48_member=8200_pso,50,15660.1,34.8907028,15660.1,34.8907028,3.16725,5.4327499999999995,15660.146236410963,34.89080581472363,15660.146236410963,34.89080581472363,50944.04623641097,113.50333501472363,327,86,lpr:total_combined:bdpl,2.7536495910081764,5.846350408991823
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=32_member=5452_pso,50,15640.7,34.8474796,15640.7,34.8474796,3.14182,5.45818,15640.722863580324,34.84753054005696,15640.722863580324,34.84753054005696,50924.62286358033,113.46005974005696,327,86,lpr:total_combined:bdpl,2.732845842519523,5.867154157480477
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=44_member=7522_pso,50,14884.7,33.1631116,14884.7,33.1631116,2.53937,6.06063,14884.701819910384,33.16311565476033,14884.701819910384,33.16311565476033,50168.601819910386,111.77564485476033,327,86,lpr:total_combined:bdpl,2.1897765950952124,6.410223404904787
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=45_member=7699_pso,50,11522.2,25.6714616,11522.2,25.6714616,1.28466,7.31534,11522.20136864902,25.671464649350018,11522.20136864902,25.671464649350018,46806.101368649026,104.28399384935003,327,86,lpr:total_combined:bdpl,1.0586618591683037,7.541338140831696
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=38_member=6478_pso,50,15834.2,35.2785976,15834.2,35.2785976,3.35376,5.24624,15834.191680400947,35.27857906393331,15834.191680400947,35.27857906393331,51118.09168040095,113.8911082639333,327,86,lpr:total_combined:bdpl,2.922948066734109,5.677051933265891
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=48_member=8105_pso,50,16406.1,36.5527908,16406.1,36.5527908,3.9902,4.6098,16406.073055909445,36.55273076856624,16406.073055909445,36.55273076856624,51689.97305590944,115.16525996856623,327,86,lpr:total_combined:bdpl,3.523199865306282,5.076800134693718
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=47_member=7995_pso,50,16381.3,36.497536399999994,16381.3,36.497536399999994,3.97511,4.62489,16381.259627355992,36.49744644974915,16381.259627355992,36.49744644974915,51665.159627356,115.10997564974916,327,86,lpr:total_combined:bdpl,3.5027153563333977,5.097284643666602
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=38_member=6507_pso,50,16267.1,36.2430988,16267.1,36.2430988,3.82686,4.77314,16267.088099218125,36.243072285057984,16267.088099218125,36.243072285057984,51550.98809921813,114.85560148505799,327,86,lpr:total_combined:bdpl,3.3706136064640635,5.229386393535936
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=47_member=8017_pso,50,11819.3,26.3334004,11819.3,26.3334004,1.31111,7.288889999999999,11819.264501780224,26.33332130996634,11819.264501780224,26.33332130996634,47103.16450178022,104.94585050996633,327,86,lpr:total_combined:bdpl,1.0774675660200506,7.522532433979949
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=28_member=4806_pso,50,16308.5,36.335338,16308.5,36.335338,3.87574,4.724259999999999,16308.51123183826,36.335363024535646,16308.51123183826,36.335363024535646,51592.41123183826,114.94789222453565,327,86,lpr:total_combined:bdpl,3.4171161550983884,5.182883844901611
T_zminus_2p00,0.8,1360.0,0.022190548492442997,gen=33_member=5559_pso,50,14427.3,32.1440244,14427.3,32.1440244,2.27771,6.32229,14427.319973690128,32.1440689013816,14427.319973690128,32.1440689013816,49711.219973690124,110.7565981013816,327,86,lpr:total_combined:bdpl,1.9499222216352274,6.650077778364772
