member,generation,scenario,parameter_name,parameter_label,parameter_symbol,parameter_factor,parameter_value,base_parameter_value,probability_weight,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs
gen=35_member=6019_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,36.062408,36.06245626130536,114.67498546130537,3.73038,4.214183771997433,4.385816228002566
gen=46_member=7796_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.467532,35.46763029885118,114.08015949885117,3.43824,3.9102377052201085,4.689762294779891
gen=47_member=7977_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.5069676,35.506986680921436,114.11951588092144,3.45533,3.927510533246203,4.672489466753797
gen=49_member=8311_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,36.0073764,36.00733726709178,114.61986646709177,3.70558,4.188708832341296,4.411291167658703
gen=29_member=4851_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.2643384,35.264277472776136,113.87680667277613,3.33985,3.8044687611200954,4.795531238879905
gen=34_member=5819_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,34.5609588,34.56103873283972,113.17356793283972,3.0224,3.450731727736544,5.1492682722634555
gen=38_member=6490_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,36.0697604,36.069858023161345,114.68238722316136,3.73254,4.216533984122802,4.383466015877198
gen=42_member=7145_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,36.306151199999995,36.30614392385608,114.9186731238561,3.85887,4.352760242353467,4.247239757646533
gen=28_member=4655_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,33.7361532,33.73614280489097,112.34867200489097,2.71633,3.1214364722145924,5.478563527785408
gen=24_member=4008_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,33.7668996,33.76696087691461,112.3794900769146,2.71969,3.126542795587283,5.473457204412717
gen=34_member=5732_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,33.7822728,33.7821917262945,112.39472092629453,2.72045,3.1257759098000997,5.4742240901999
gen=40_member=6768_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,36.653050799999995,36.65302211816361,115.26555131816362,4.06357,4.571615904114797,4.028384095885203
gen=44_member=7554_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,33.7114224,33.71131958774986,112.32384878774988,2.69854,3.101920794579311,5.498079205420689
gen=18_member=3072_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,37.154796399999995,37.15490686727385,115.76743606727385,4.37912,4.907506264340605,3.6924937356593945
gen=50_member=8445_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,20.94736636,20.947372107145803,99.55990130714581,1.01547,1.2280241169380874,7.371975883061912
gen=50_member=8506_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,36.1778184,36.17771080932583,114.79024000932583,3.79088,4.278846578281803,4.321153421718197
gen=50_member=8596_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,31.6560924,31.656131000200023,110.26866020020003,2.13446,2.4851775985135367,6.114822401486463
gen=50_member=8464_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.1692028,35.16929619734085,113.78182539734085,3.28738,3.7462592615013923,4.853740738498607
gen=50_member=8489_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,33.927984,33.928075253726064,112.54060445372608,2.76217,3.1741270096637666,5.425872990336233
gen=50_member=8579_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.2674576,35.267503555717184,113.8800327557172,3.34196,3.8067028595504913,4.793297140449509
gen=50_member=8474_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,28.369124,28.369120398124426,106.98164959812442,1.54501,1.8331022923233482,6.766897707676652
gen=50_member=8555_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,34.7982408,34.798261721440575,113.41079092144058,3.12278,3.5671766719878497,5.0328233280121495
gen=50_member=8483_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,32.124418,32.12450543561306,110.73703463561304,2.25475,2.612761688899176,5.987238311100824
gen=50_member=8443_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,29.0288348,29.028751720435796,107.64128092043579,1.62866,1.923389575412628,6.676610424587372
gen=50_member=8469_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,27.342684399999996,27.342638190802248,105.95516739080225,1.39731,1.6645198979306621,6.935480102069338
gen=50_member=8584_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,36.776259200000005,36.77633515260383,115.38886435260383,4.09976,4.608090898633162,3.9919091013668373
gen=50_member=8572_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.3808628,35.38077037906462,113.99329957906461,3.38958,3.8577842464175687,4.742215753582431
gen=50_member=8550_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.4354488,35.43550778076299,114.048036980763,3.41089,3.880908683530978,4.719091316469022
gen=50_member=8507_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,29.1130532,29.113125122660595,107.72565432266059,1.64928,1.9469675390807872,6.653032460919213
gen=50_member=8467_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,28.4317308,28.431750054504132,107.04427925450413,1.56923,1.8573220744104622,6.742677925589538
gen=50_member=8487_pso,50,storage_zminus_2p00,storage,Storage,S,0.8,0.096,0.12,0.022190548492442997,,,0.8,0.096,35.5025116,35.50262187067714,114.11515107067714,3.45215,3.922969271016569,4.67703072898343
152,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,39.0853584,39.0854414587126,117.6979706587126,4.78258,5.217437041255892,3.3825629587441073
gen=36_member=6021_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,15.73043752,15.730428646974957,94.34295784697495,0.811083,0.9447272697854758,7.655272730214524
16,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,38.467534,38.46752870631738,117.08005790631736,4.48927,4.909594658188795,3.6904053418112044
130,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,38.6001,38.60014577795708,117.21267497795709,4.69071,5.119258381066007,3.480741618933993
95,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,38.900657200000005,38.90068138512153,117.51321058512153,4.70127,5.135277871578018,3.4647221284219816
156,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.6137644,37.61379239712806,116.22632159712806,4.4265,4.8385920069638315,3.761407993036168
gen=47_member=7948_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,28.5299856,28.529932454502454,107.14246165450244,1.5703,1.7927439317332152,6.807256068266785
gen=48_member=8161_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,24.5082228,24.508282368015493,103.1208115680155,1.17026,1.362959155340069,7.237040844659931
gen=33_member=5661_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.8916696,36.89173247767671,115.50426167767671,4.21575,4.617350619319856,3.9826493806801437
gen=47_member=7921_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.0291372,37.029124549782175,115.6416537497822,4.27101,4.674424092040909,3.9255759079590904
gen=40_member=6722_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,29.2066292,29.206608318766545,107.81913751876654,1.65561,1.8854604803899913,6.714539519610009
gen=48_member=8113_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.0135412,37.01352492542517,115.62605412542518,4.2324,4.6342801537100575,3.965719846289942
gen=48_member=8218_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.6236412,36.62363801974855,115.23616721974857,4.03399,4.423428163351418,4.176571836648582
gen=42_member=7058_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,17.825114,17.82511697626178,96.4376461762618,0.864582,1.0142270237887878,7.585772976211212
gen=48_member=8245_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.87897,36.87888641911074,115.49141561911075,4.17121,4.571347355136739,4.028652644863261
gen=41_member=6922_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,32.1159516,32.11592080418332,110.72845000418333,2.24821,2.52428272246791,6.07571727753209
gen=41_member=6885_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,16.94815092,16.94814371857778,95.56067291857778,0.828565,0.9684593232507689,7.631540676749231
gen=37_member=6262_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,25.3729096,25.372800727077287,103.98532992707726,1.2425,1.4388730905432512,7.1611269094567485
gen=39_member=6554_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,22.91498,22.91493475179726,101.52746395179726,1.07599,1.2583917819951531,7.341608218004847
gen=44_member=7409_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,29.026161199999997,29.02617500954204,107.63870420954201,1.61819,1.8435465603752113,6.756453439624789
gen=33_member=5597_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,20.425457360000003,20.425447005160812,99.03797620516082,0.993719,1.1570267501311233,7.442973249868876
gen=35_member=5926_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,28.758578399999998,28.75848621927199,107.371015419272,1.60584,1.830743799351819,6.769256200648181
gen=42_member=7147_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.785394,36.78548226240043,115.39801146240043,4.12536,4.52294423799981,4.07705576200019
gen=47_member=7992_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.303181200000004,37.30318347661641,115.91571267661642,4.41535,4.826993464435407,3.7730065355645923
gen=44_member=7479_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,29.72709,29.726992928553695,108.3395221285537,1.7727,2.0129642111353183,6.587035788864681
gen=46_member=7840_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,27.838414399999998,27.838357196260656,106.45088639626066,1.46259,1.6746704502916419,6.925329549708358
gen=36_member=6076_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.071692,37.07165394641189,115.6841831464119,4.31441,4.7214318187483935,3.878568181251606
gen=39_member=6576_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,24.576845199999998,24.57679423226629,103.18932343226629,1.21064,1.4011439063271314,7.198856093672868
gen=46_member=7833_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,30.2738412,30.273822445456965,108.88635164545695,1.83739,2.082560558878597,6.517439441121402
gen=36_member=6039_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,34.2367848,34.236759922666806,112.84928912266682,2.88658,3.2126951579894505,5.387304842010549
gen=45_member=7630_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,20.27341864,20.273425248681576,98.88595444868157,0.964314,1.1299660581916182,7.470033941808381
gen=41_member=7002_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,31.456018,31.456010064777686,110.0685392647777,2.09323,2.3584701267866457,6.241529873213354
gen=44_member=7416_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,22.539562,22.53949283051267,101.15202203051267,1.03735,1.2156228509926477,7.384377149007352
gen=48_member=8130_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,30.2965668,30.29664546331896,108.90917466331896,1.8663,2.1128577927379584,6.487142207262041
gen=42_member=7150_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,23.0183592,23.018345966531463,101.63087516653145,1.08725,1.2630791356378868,7.336920864362113
gen=46_member=7861_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.5779672,36.57795625745423,115.19048545745423,4.0076,4.3994167093529875,4.200583290647012
gen=47_member=8013_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,24.1898416,24.189885878306495,102.80241507830647,1.14776,1.335122519974001,7.264877480025999
gen=34_member=5833_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.0554276,37.05546674905064,115.66799594905063,4.29346,4.698654930555208,3.9013450694447913
gen=29_member=4835_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,31.1628132,31.16289112554577,109.77542032554577,2.02499,2.286280636126329,6.313719363873671
gen=43_member=7309_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,28.36244,28.362383210764136,106.97491241076413,1.53641,1.7555700170423463,6.844429982957653
gen=42_member=7162_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,34.2657488,34.265693983561704,112.87822318356172,2.92099,3.2485424337279376,5.351457566272062
gen=43_member=7394_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,29.6994628,29.69937939750987,108.31190859750988,1.74092,1.9780604264239894,6.62193957357601
gen=47_member=7994_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,27.7078536,27.707961235794844,106.32049043579485,1.42551,1.6345713400810413,6.965428659918958
gen=48_member=8212_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,25.5088176,25.50891213870453,104.12144133870451,1.2664,1.4630970857097148,7.136902914290285
gen=34_member=5718_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,19.217970479999998,19.217975104740983,97.83050430474097,0.92753,1.0764879847442568,7.523512015255743
gen=40_member=6749_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,32.0337384,32.033822459218676,110.64635165921867,2.22633,2.502601921196276,6.097398078803724
gen=45_member=7712_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,31.9644476,31.96441941761888,110.57694861761888,2.20694,2.4813969371065747,6.118603062893425
gen=49_member=8286_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,31.885799199999997,31.88574680923485,110.49827600923484,2.18552,2.458799406664114,6.141200593335886
gen=47_member=7987_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,32.3378604,32.3379503115816,110.95047951158162,2.30822,2.589512581144039,6.010487418855961
gen=42_member=7104_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.1305112,37.1305477391165,115.7430769391165,4.35228,4.761015769730141,3.8389842302698582
gen=44_member=7536_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,23.466855600000002,23.46684587614881,102.0793750761488,1.11985,1.3004051303073196,7.29959486969268
gen=38_member=6480_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,31.4072248,31.407133065935877,110.01966226593586,2.07448,2.3422156649839443,6.257784335016055
gen=43_member=7269_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.833296,36.83339971387087,115.44592891387086,4.14372,4.542462508666405,4.057537491333594
gen=35_member=5948_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.07392,37.07384621264411,115.68637541264411,4.33924,4.7470939605333164,3.852906039466683
gen=29_member=4871_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,17.843495,17.843497187733753,96.45602638773376,0.881544,1.0267942178677132,7.573205782132287
gen=36_member=6031_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,31.3383796,31.338390787551674,109.95091998755169,2.05415,2.3189960738963213,6.281003926103678
gen=39_member=6689_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,29.4165068,29.416418185838467,108.02894738583845,1.67871,1.910091661372096,6.6899083386279035
gen=46_member=7811_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,30.8479968,30.84800808580873,109.46053728580873,1.95962,2.21547562275489,6.38452437724511
gen=36_member=6150_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,29.510305600000002,29.510270949002532,108.12280014900254,1.71536,1.9500101934836482,6.649989806516351
gen=28_member=4698_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,19.62453592,19.62453473077234,98.23706393077234,0.948853,1.1096098882788257,7.490390111721174
gen=45_member=7580_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.925027839229196,6.674972160770803
gen=37_member=6318_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.3585092,36.35850397821222,114.97103317821221,3.89263,4.275429068333132,4.324570931666868
gen=39_member=6634_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,37.24659,37.24656995207669,115.8590991520767,4.3792,4.789285237900101,3.8107147620998987
gen=46_member=7788_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,32.533256,32.533172613400616,111.1457018134006,2.35444,2.6404539368469906,5.9595460631530095
gen=46_member=7881_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,27.1929628,27.192862415219388,105.80539161521938,1.37653,1.5854151498453835,7.014584850154616
gen=27_member=4566_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,34.2026964,34.20265674649548,112.8151859464955,2.87573,3.204700893897154,5.395299106102845
gen=39_member=6698_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,33.52026,33.52015097310551,112.13268017310553,2.6497,2.9578298758500687,5.642170124149931
gen=41_member=6986_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,35.7676436,35.767651554973604,114.38018075497361,3.58673,3.9591887874011893,4.640811212598811
gen=41_member=6973_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,35.1593996,35.15947657236159,113.77200577236158,3.28388,3.6403614473075248,4.959638552692475
gen=27_member=4568_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,32.5586552,32.558684654753776,111.17121385475377,2.37042,2.655798336264031,5.944201663735969
gen=37_member=6357_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,32.625718,32.62572860768373,111.23825780768374,2.3887,2.6777126306955537,5.9222873693044455
gen=47_member=8006_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.7613316,36.761407828424296,115.37393702842431,4.09604,4.48884677638316,4.1111532236168395
gen=41_member=6898_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,31.489438,31.489447863162184,110.10197706316218,2.11934,2.388834484045677,6.211165515954322
gen=39_member=6668_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,33.933108399999995,33.933030846740984,112.545560046741,2.77099,3.088609119732585,5.511390880267415
gen=48_member=8200_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,34.8907028,34.89080581472363,113.50333501472363,3.16725,3.5156649954116848,5.084335004588315
gen=32_member=5452_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,34.8474796,34.84753054005696,113.46005974005696,3.14182,3.487248626909314,5.112751373090686
gen=44_member=7522_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,33.1631116,33.16311565476033,111.77564485476033,2.53937,2.8383720084874877,5.761627991512512
gen=45_member=7699_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,25.6714616,25.671464649350018,104.28399384935003,1.28466,1.4789922383006526,7.121007761699347
gen=38_member=6478_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,35.2785976,35.27857906393331,113.8911082639333,3.35376,3.714539380701814,4.885460619298186
gen=48_member=8105_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.5527908,36.55273076856624,115.16525996856623,3.9902,4.378617306403248,4.221382693596752
gen=47_member=7995_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.497536399999994,36.49744644974915,115.10997564974916,3.97511,4.366885890221981,4.233114109778018
gen=38_member=6507_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.2430988,36.243072285057984,114.85560148505799,3.82686,4.207036584207201,4.392963415792798
gen=47_member=8017_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,26.3334004,26.33332130996634,104.94585050996633,1.31111,1.5115289551268456,7.088471044873154
gen=28_member=4806_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,36.335338,36.335363024535646,114.94789222453565,3.87574,4.257707408546363,4.342292591453637
gen=33_member=5559_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,32.1440244,32.1440689013816,110.7565981013816,2.27771,2.55938611329198,6.0406138867080195
gen=28_member=4728_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,25.063886,25.063855919912235,103.67638511991223,1.21593,1.4086841761435513,7.191315823856448
gen=30_member=4999_pso,50,storage_zminus_1p60,storage,Storage,S,0.84,0.10079999999999999,0.12,0.045588999785278535,,,0.84,0.10079999999999999,33.9879172,33.98794532305361,112.60047452305362,2.78942,3.1125989171773814,5.487401082822618
