scenario,T_factor,T_value,probability_weight,member,generation,archive_pumping_objective_gpm,archive_pumping_objective_cfs,archive_total_pumping_gpm,archive_total_pumping_cfs,archive_depletion_cfs,archive_streamflow_cfs,pumping_objective_reeval_gpm,pumping_objective_reeval_cfs,total_pumping_gpm,total_pumping_cfs,full_model_total_pumping_gpm,full_model_total_pumping_cfs,n_model_q_columns,n_objective_q_columns,depletion_obs_name,depletion_cfs,streamflow_cfs
T_minus_10pct,0.9,1530.0,,gen=36_member=6039_pso,50,15366.6,34.2367848,15366.6,34.2367848,2.88658,5.713419999999999,15366.588834231063,34.236759922666806,15366.588834231063,34.236759922666806,50650.488834231066,112.84928912266682,327,86,lpr:total_combined:bdpl,2.7006628744357664,5.899337125564234
T_minus_10pct,0.9,1530.0,,gen=45_member=7630_pso,50,9099.38,20.27341864,9099.38,20.27341864,0.964314,7.635686,9099.382966194604,20.273425248681576,9099.382966194604,20.273425248681576,44383.2829661946,98.88595444868157,327,86,lpr:total_combined:bdpl,0.871864401903717,7.728135598096283
T_minus_10pct,0.9,1530.0,,gen=41_member=7002_pso,50,14118.5,31.456018,14118.5,31.456018,2.09323,6.5067699999999995,14118.496438410093,31.456010064777686,14118.496438410093,31.456010064777686,49402.3964384101,110.0685392647777,327,86,lpr:total_combined:bdpl,1.9435923026850912,6.656407697314909
T_minus_10pct,0.9,1530.0,,gen=44_member=7416_pso,50,10116.5,22.539562,10116.5,22.539562,1.03735,7.56265,10116.468954449134,22.53949283051267,10116.468954449134,22.53949283051267,45400.368954449135,101.15202203051267,327,86,lpr:total_combined:bdpl,0.9374368699275353,7.662563130072464
T_minus_10pct,0.9,1530.0,,gen=48_member=8130_pso,50,13598.1,30.2965668,13598.1,30.2965668,1.8663,6.7337,13598.135306696122,30.29664546331896,13598.135306696122,30.29664546331896,48882.035306696125,108.90917466331896,327,86,lpr:total_combined:bdpl,1.7272416563784982,6.872758343621501
T_minus_10pct,0.9,1530.0,,gen=42_member=7150_pso,50,10331.4,23.0183592,10331.4,23.0183592,1.08725,7.51275,10331.394060382165,23.018345966531463,10331.394060382165,23.018345966531463,45615.29406038216,101.63087516653145,327,86,lpr:total_combined:bdpl,0.9887187518632315,7.611281248136768
T_minus_10pct,0.9,1530.0,,gen=46_member=7861_pso,50,16417.4,36.5779672,16417.4,36.5779672,4.0076,4.5924,16417.395088623984,36.57795625745423,16417.395088623984,36.57795625745423,51701.295088623985,115.19048545745423,327,86,lpr:total_combined:bdpl,3.78021799460968,4.819782005390319
T_minus_10pct,0.9,1530.0,,gen=47_member=8013_pso,50,10857.2,24.1898416,10857.2,24.1898416,1.14776,7.45224,10857.21987356665,24.189885878306495,10857.21987356665,24.189885878306495,46141.11987356664,102.80241507830647,327,86,lpr:total_combined:bdpl,1.0422072136410923,7.557792786358908
T_minus_10pct,0.9,1530.0,,gen=34_member=5833_pso,50,16631.7,37.0554276,16631.7,37.0554276,4.29346,4.30654,16631.71757138718,37.05546674905064,16631.71757138718,37.05546674905064,51915.61757138718,115.66799594905063,327,86,lpr:total_combined:bdpl,4.057678386616517,4.542321613383483
T_minus_10pct,0.9,1530.0,,gen=29_member=4835_pso,50,13986.9,31.1628132,13986.9,31.1628132,2.02499,6.57501,13986.934975559143,31.16289112554577,13986.934975559143,31.16289112554577,49270.83497555914,109.77542032554577,327,86,lpr:total_combined:bdpl,1.8775428728546069,6.722457127145393
T_minus_10pct,0.9,1530.0,,gen=43_member=7309_pso,50,12730.0,28.36244,12730.0,28.36244,1.53641,7.06359,12729.974511114962,28.362383210764136,12729.974511114962,28.362383210764136,48013.87451111496,106.97491241076413,327,86,lpr:total_combined:bdpl,1.413738415753488,7.186261584246512
T_minus_10pct,0.9,1530.0,,gen=42_member=7162_pso,50,15379.6,34.2657488,15379.6,34.2657488,2.92099,5.67901,15379.575396571681,34.265693983561704,15379.575396571681,34.265693983561704,50663.47539657169,112.87822318356172,327,86,lpr:total_combined:bdpl,2.7344783813852276,5.865521618614772
T_minus_10pct,0.9,1530.0,,gen=43_member=7394_pso,50,13330.1,29.6994628,13330.1,29.6994628,1.74092,6.85908,13330.062566207302,29.69937939750987,13330.062566207302,29.69937939750987,48613.96256620731,108.31190859750988,327,86,lpr:total_combined:bdpl,1.6075798859903028,6.992420114009697
T_minus_10pct,0.9,1530.0,,gen=47_member=7994_pso,50,12436.2,27.7078536,12436.2,27.7078536,1.42551,7.17449,12436.24831050038,27.707961235794844,12436.24831050038,27.707961235794844,47720.148310500386,106.32049043579485,327,86,lpr:total_combined:bdpl,1.3068869301571135,7.293113069842886
T_minus_10pct,0.9,1530.0,,gen=48_member=8212_pso,50,11449.2,25.5088176,11449.2,25.5088176,1.2664,7.3336,11449.242432093595,25.50891213870453,11449.242432093595,25.50891213870453,46733.14243209359,104.12144133870451,327,86,lpr:total_combined:bdpl,1.1549136602007528,7.445086339799246
T_minus_10pct,0.9,1530.0,,gen=34_member=5718_pso,50,8625.66,19.217970479999998,8625.66,19.217970479999998,0.92753,7.67247,8625.662075736527,19.217975104740983,8625.662075736527,19.217975104740983,43909.562075736525,97.83050430474097,327,86,lpr:total_combined:bdpl,0.8445537039462581,7.755446296053742
T_minus_10pct,0.9,1530.0,,gen=40_member=6749_pso,50,14377.8,32.0337384,14377.8,32.0337384,2.22633,6.37367,14377.837728554163,32.033822459218676,14377.837728554163,32.033822459218676,49661.73772855416,110.64635165921867,327,86,lpr:total_combined:bdpl,2.0707037719057677,6.529296228094232
T_minus_10pct,0.9,1530.0,,gen=45_member=7712_pso,50,14346.7,31.9644476,14346.7,31.9644476,2.20694,6.39306,14346.687350816374,31.96441941761888,14346.687350816374,31.96441941761888,49630.58735081638,110.57694861761888,327,86,lpr:total_combined:bdpl,2.052229776650082,6.547770223349918
T_minus_10pct,0.9,1530.0,,gen=49_member=8286_pso,50,14311.4,31.885799199999997,14311.4,31.885799199999997,2.18552,6.414479999999999,14311.376485293918,31.88574680923485,14311.376485293918,31.88574680923485,49595.276485293914,110.49827600923484,327,86,lpr:total_combined:bdpl,2.0314620353824293,6.568537964617571
T_minus_10pct,0.9,1530.0,,gen=47_member=7987_pso,50,14514.3,32.3378604,14514.3,32.3378604,2.30822,6.291779999999999,14514.340355287972,32.3379503115816,14514.340355287972,32.3379503115816,49798.240355287984,110.95047951158162,327,86,lpr:total_combined:bdpl,2.1495365130813417,6.4504634869186575
T_minus_10pct,0.9,1530.0,,gen=42_member=7104_pso,50,16665.4,37.1305112,16665.4,37.1305112,4.35228,4.247719999999999,16665.416399962523,37.1305477391165,16665.416399962523,37.1305477391165,51949.316399962525,115.7430769391165,327,86,lpr:total_combined:bdpl,4.114461172838689,4.485538827161311
T_minus_10pct,0.9,1530.0,,gen=44_member=7536_pso,50,10532.7,23.466855600000002,10532.7,23.466855600000002,1.11985,7.48015,10532.695635614367,23.46684587614881,10532.695635614367,23.46684587614881,45816.595635614365,102.0793750761488,327,86,lpr:total_combined:bdpl,1.0182271280593573,7.581772871940642
T_minus_10pct,0.9,1530.0,,gen=38_member=6480_pso,50,14096.6,31.4072248,14096.6,31.4072248,2.07448,6.52552,14096.558826721668,31.407133065935877,14096.558826721668,31.407133065935877,49380.45882672166,110.01966226593586,327,86,lpr:total_combined:bdpl,1.9237652519365964,6.676234748063403
T_minus_10pct,0.9,1530.0,,gen=43_member=7269_pso,50,16532.0,36.833296,16532.0,36.833296,4.14372,4.45628,16532.04655021134,36.83339971387087,16532.04655021134,36.83339971387087,51815.94655021134,115.44592891387086,327,86,lpr:total_combined:bdpl,3.912188679846797,4.687811320153203
T_minus_10pct,0.9,1530.0,,gen=35_member=5948_pso,50,16640.0,37.07392,16640.0,37.07392,4.33924,4.260759999999999,16639.96688179718,37.07384621264411,16639.96688179718,37.07384621264411,51923.86688179718,115.68637541264411,327,86,lpr:total_combined:bdpl,4.101792728309872,4.498207271690128
T_minus_10pct,0.9,1530.0,,gen=29_member=4871_pso,50,8008.75,17.843495,8008.75,17.843495,0.881544,7.718456,8008.750981927178,17.843497187733753,8008.750981927178,17.843497187733753,43292.65098192718,96.45602638773376,327,86,lpr:total_combined:bdpl,0.8004207945897627,7.799579205410237
T_minus_10pct,0.9,1530.0,,gen=36_member=6031_pso,50,14065.7,31.3383796,14065.7,31.3383796,2.05415,6.54585,14065.705021342763,31.338390787551674,14065.705021342763,31.338390787551674,49349.605021342766,109.95091998755169,327,86,lpr:total_combined:bdpl,1.9048849451004173,6.695115054899582
T_minus_10pct,0.9,1530.0,,gen=39_member=6689_pso,50,13203.1,29.4165068,13203.1,29.4165068,1.67871,6.92129,13203.060227037015,29.416418185838467,13203.060227037015,29.416418185838467,48486.96022703701,108.02894738583845,327,86,lpr:total_combined:bdpl,1.5486443506229377,7.0513556493770615
T_minus_10pct,0.9,1530.0,,gen=46_member=7811_pso,50,13845.6,30.8479968,13845.6,30.8479968,1.95962,6.6403799999999995,13845.605065443775,30.84800808580873,13845.605065443775,30.84800808580873,49129.50506544377,109.46053728580873,327,86,lpr:total_combined:bdpl,1.8152645829770455,6.784735417022954
T_minus_10pct,0.9,1530.0,,gen=36_member=6150_pso,50,13245.2,29.510305600000002,13245.2,29.510305600000002,1.71536,6.884639999999999,13245.184447487673,29.510270949002532,13245.184447487673,29.510270949002532,48529.08444748768,108.12280014900254,327,86,lpr:total_combined:bdpl,1.5833088092129959,7.016691190787004
T_minus_10pct,0.9,1530.0,,gen=28_member=4698_pso,50,8808.14,19.62453592,8808.14,19.62453592,0.948853,7.651147,8808.139466235341,19.62453473077234,8808.139466235341,19.62453473077234,44092.03946623534,98.23706393077234,327,86,lpr:total_combined:bdpl,0.85902355645427,7.74097644354573
T_minus_10pct,0.9,1530.0,,gen=45_member=7580_pso,50,13204.6,29.4198488,13204.6,29.4198488,1.6928,6.9072,13204.56632136084,29.41977376399195,13204.56632136084,29.41977376399195,48488.46632136084,108.03230296399194,327,86,lpr:total_combined:bdpl,1.562266505304754,7.037733494695246
T_minus_10pct,0.9,1530.0,,gen=37_member=6318_pso,50,16318.9,36.3585092,16318.9,36.3585092,3.89263,4.707369999999999,16318.897656289148,36.35850397821222,16318.897656289148,36.35850397821222,51602.79765628914,114.97103317821221,327,86,lpr:total_combined:bdpl,3.6711811428734835,4.928818857126516
T_minus_10pct,0.9,1530.0,,gen=39_member=6634_pso,50,16717.5,37.24659,16717.5,37.24659,4.3792,4.2208,16717.491001829752,37.24656995207669,16717.491001829752,37.24656995207669,52001.391001829754,115.8590991520767,327,86,lpr:total_combined:bdpl,4.140466189280825,4.459533810719175
T_minus_10pct,0.9,1530.0,,gen=46_member=7788_pso,50,14602.0,32.533256,14602.0,32.533256,2.35444,6.245559999999999,14601.962573339593,32.533172613400616,14601.962573339593,32.533172613400616,49885.86257333959,111.1457018134006,327,86,lpr:total_combined:bdpl,2.192595557887668,6.407404442112332
T_minus_10pct,0.9,1530.0,,gen=46_member=7881_pso,50,12205.1,27.1929628,12205.1,27.1929628,1.37653,7.22347,12205.054943994339,27.192862415219388,12205.054943994339,27.192862415219388,47488.95494399434,105.80539161521938,327,86,lpr:total_combined:bdpl,1.257537326808338,7.342462673191662
T_minus_10pct,0.9,1530.0,,gen=27_member=4566_pso,50,15351.3,34.2026964,15351.3,34.2026964,2.87573,5.72427,15351.282202197252,34.20265674649548,15351.282202197252,34.20265674649548,50635.18220219726,112.8151859464955,327,86,lpr:total_combined:bdpl,2.6886030353203045,5.911396964679695
T_minus_10pct,0.9,1530.0,,gen=39_member=6698_pso,50,15045.0,33.52026,15045.0,33.52026,2.6497,5.9502999999999995,15044.951065128147,33.52015097310551,15044.951065128147,33.52015097310551,50328.851065128154,112.13268017310553,327,86,lpr:total_combined:bdpl,2.4744634998602537,6.125536500139746
T_minus_10pct,0.9,1530.0,,gen=41_member=6986_pso,50,16053.7,35.7676436,16053.7,35.7676436,3.58673,5.0132699999999994,16053.70357045494,35.767651554973604,16053.70357045494,35.767651554973604,51337.60357045494,114.38018075497361,327,86,lpr:total_combined:bdpl,3.3715437167692826,5.228456283230717
T_minus_10pct,0.9,1530.0,,gen=41_member=6973_pso,50,15780.7,35.1593996,15780.7,35.1593996,3.28388,5.31612,15780.734547738595,35.15947657236159,15780.734547738595,35.15947657236159,51064.63454773859,113.77200577236158,327,86,lpr:total_combined:bdpl,3.07866904450773,5.521330955492269
T_minus_10pct,0.9,1530.0,,gen=27_member=4568_pso,50,14613.4,32.5586552,14613.4,32.5586552,2.37042,6.2295799999999995,14613.413220266508,32.558684654753776,14613.413220266508,32.558684654753776,49897.31322026651,111.17121385475377,327,86,lpr:total_combined:bdpl,2.2090525198111557,6.390947480188844
T_minus_10pct,0.9,1530.0,,gen=37_member=6357_pso,50,14643.5,32.625718,14643.5,32.625718,2.3887,6.2113,14643.504761078875,32.62572860768373,14643.504761078875,32.62572860768373,49927.40476107888,111.23825780768374,327,86,lpr:total_combined:bdpl,2.2251395472556412,6.374860452744358
T_minus_10pct,0.9,1530.0,,gen=47_member=8006_pso,50,16499.7,36.7613316,16499.7,36.7613316,4.09604,4.503959999999999,16499.734213834963,36.761407828424296,16499.734213834963,36.761407828424296,51783.63421383497,115.37393702842431,327,86,lpr:total_combined:bdpl,3.868591053300331,4.731408946699668
T_minus_10pct,0.9,1530.0,,gen=41_member=6898_pso,50,14133.5,31.489438,14133.5,31.489438,2.11934,6.48066,14133.504426913009,31.489447863162184,14133.504426913009,31.489447863162184,49417.40442691301,110.10197706316218,327,86,lpr:total_combined:bdpl,1.9676278502100626,6.632372149789937
T_minus_10pct,0.9,1530.0,,gen=39_member=6668_pso,50,15230.3,33.933108399999995,15230.3,33.933108399999995,2.77099,5.82901,15230.26519153545,33.933030846740984,15230.26519153545,33.933030846740984,50514.16519153546,112.545560046741,327,86,lpr:total_combined:bdpl,2.5900259743055445,6.009974025694455
T_minus_10pct,0.9,1530.0,,gen=48_member=8200_pso,50,15660.1,34.8907028,15660.1,34.8907028,3.16725,5.4327499999999995,15660.146236410963,34.89080581472363,15660.146236410963,34.89080581472363,50944.04623641097,113.50333501472363,327,86,lpr:total_combined:bdpl,2.9672534807270505,5.632746519272949
T_minus_10pct,0.9,1530.0,,gen=32_member=5452_pso,50,15640.7,34.8474796,15640.7,34.8474796,3.14182,5.45818,15640.722863580324,34.84753054005696,15640.722863580324,34.84753054005696,50924.62286358033,113.46005974005696,327,86,lpr:total_combined:bdpl,2.9439576268473058,5.656042373152694
T_minus_10pct,0.9,1530.0,,gen=44_member=7522_pso,50,14884.7,33.1631116,14884.7,33.1631116,2.53937,6.06063,14884.701819910384,33.16311565476033,14884.701819910384,33.16311565476033,50168.601819910386,111.77564485476033,327,86,lpr:total_combined:bdpl,2.3697242094692816,6.230275790530718
T_minus_10pct,0.9,1530.0,,gen=45_member=7699_pso,50,11522.2,25.6714616,11522.2,25.6714616,1.28466,7.31534,11522.20136864902,25.671464649350018,11522.20136864902,25.671464649350018,46806.101368649026,104.28399384935003,327,86,lpr:total_combined:bdpl,1.1747148735424495,7.42528512645755
T_minus_10pct,0.9,1530.0,,gen=38_member=6478_pso,50,15834.2,35.2785976,15834.2,35.2785976,3.35376,5.24624,15834.191680400947,35.27857906393331,15834.191680400947,35.27857906393331,51118.09168040095,113.8911082639333,327,86,lpr:total_combined:bdpl,3.1458473393835438,5.454152660616456
T_minus_10pct,0.9,1530.0,,gen=48_member=8105_pso,50,16406.1,36.5527908,16406.1,36.5527908,3.9902,4.6098,16406.073055909445,36.55273076856624,16406.073055909445,36.55273076856624,51689.97305590944,115.16525996856623,327,86,lpr:total_combined:bdpl,3.7653235943322434,4.834676405667756
T_minus_10pct,0.9,1530.0,,gen=47_member=7995_pso,50,16381.3,36.497536399999994,16381.3,36.497536399999994,3.97511,4.62489,16381.259627355992,36.49744644974915,16381.259627355992,36.49744644974915,51665.159627356,115.10997564974916,327,86,lpr:total_combined:bdpl,3.7479100124897102,4.85208998751029
T_minus_10pct,0.9,1530.0,,gen=38_member=6507_pso,50,16267.1,36.2430988,16267.1,36.2430988,3.82686,4.77314,16267.088099218125,36.243072285057984,16267.088099218125,36.243072285057984,51550.98809921813,114.85560148505799,327,86,lpr:total_combined:bdpl,3.607031124133476,4.992968875866524
T_minus_10pct,0.9,1530.0,,gen=47_member=8017_pso,50,11819.3,26.3334004,11819.3,26.3334004,1.31111,7.288889999999999,11819.264501780224,26.33332130996634,11819.264501780224,26.33332130996634,47103.16450178022,104.94585050996633,327,86,lpr:total_combined:bdpl,1.1974355512895258,7.402564448710474
T_minus_10pct,0.9,1530.0,,gen=28_member=4806_pso,50,16308.5,36.335338,16308.5,36.335338,3.87574,4.724259999999999,16308.51123183826,36.335363024535646,16308.51123183826,36.335363024535646,51592.41123183826,114.94789222453565,327,86,lpr:total_combined:bdpl,3.654752705609556,4.945247294390444
T_minus_10pct,0.9,1530.0,,gen=33_member=5559_pso,50,14427.3,32.1440244,14427.3,32.1440244,2.27771,6.32229,14427.319973690128,32.1440689013816,14427.319973690128,32.1440689013816,49711.219973690124,110.7565981013816,327,86,lpr:total_combined:bdpl,2.118444742424544,6.481555257575456
T_minus_10pct,0.9,1530.0,,gen=28_member=4728_pso,50,11249.5,25.063886,11249.5,25.063886,1.21593,7.3840699999999995,11249.486499062943,25.063855919912235,11249.486499062943,25.063855919912235,46533.38649906294,103.67638511991223,327,86,lpr:total_combined:bdpl,1.1070470553041896,7.49295294469581
T_minus_10pct,0.9,1530.0,,gen=30_member=4999_pso,50,15254.9,33.9879172,15254.9,33.9879172,2.78942,5.81058,15254.91262255548,33.98794532305361,15254.91262255548,33.98794532305361,50538.81262255549,112.60047452305362,327,86,lpr:total_combined:bdpl,2.605676373997833,5.994323626002167
T_minus_10pct,0.9,1530.0,,gen=47_member=7949_pso,50,13944.8,31.069014399999997,13944.8,31.069014399999997,1.99378,6.6062199999999995,13944.77940294954,31.068968509771572,13944.77940294954,31.068968509771572,49228.67940294954,109.68149770977158,327,86,lpr:total_combined:bdpl,1.8476916522038764,6.752308347796124
T_minus_10pct,0.9,1530.0,,gen=37_member=6216_pso,50,15601.9,34.7610332,15601.9,34.7610332,3.104,5.4959999999999996,15601.936976690431,34.76111558406628,15601.936976690431,34.76111558406628,50885.836976690436,113.37364478406629,327,86,lpr:total_combined:bdpl,2.9088589865093795,5.69114101349062
T_minus_10pct,0.9,1530.0,,gen=35_member=5892_pso,50,15092.0,33.624976,15092.0,33.624976,2.6693,5.9307,15092.015105478502,33.6250096550061,15092.015105478502,33.6250096550061,50375.9151054785,112.23753885500611,327,86,lpr:total_combined:bdpl,2.4930455671930276,6.1069544328069725
