scenario,scenario_label,n_fixed_designs,n_comparable_after_interpolation,percent_comparable_after_interpolation,fixed_pumping_min_cfs,fixed_pumping_max_cfs,original_front_pumping_min_cfs,original_front_pumping_max_cfs,mean_streamflow_gap_cfs,median_streamflow_gap_cfs,mean_streamflow_loss_cfs,median_streamflow_loss_cfs,max_streamflow_loss_cfs,p95_streamflow_loss_cfs,mean_depletion_gap_cfs,median_depletion_gap_cfs,mean_depletion_loss_cfs,median_depletion_loss_cfs,max_depletion_loss_cfs,p95_depletion_loss_cfs,percent_near_front_streamflow,percent_near_front_depletion,percent_fixed_better_streamflow,percent_fixed_better_depletion,mean_fixed_streamflow_advantage_cfs,max_fixed_streamflow_advantage_cfs,mean_fixed_depletion_advantage_cfs,max_fixed_depletion_advantage_cfs
T_minus_10pct,T −10%,174,174,100.0,92.98903145662663,117.41565744237754,91.74281113919692,117.41614755261728,0.0009818693161366295,0.0007651779816990611,0.021294345443068775,0.0007651779816990611,0.18303988903525958,0.113873720950971,0.0009818693161366015,0.000765177981698506,0.021294345443068737,0.000765177981698506,0.18303988903525958,0.1138737209509701,62.06896551724138,62.06896551724138,32.758620689655174,32.758620689655174,0.020312476126932145,0.2900690921578972,0.020312476126932138,0.29006909215789767
baseline_T,Baseline T,174,173,99.42528735632185,92.98903145662663,117.41565744237754,92.98941960653345,117.41614755261728,-0.0015671733510705065,3.707569041822012e-05,0.00046909704784772857,3.707569041822012e-05,0.024309300116787114,0.0018881080608318655,-0.0015671733510705013,3.707569041866421e-05,0.0004690970478477465,3.707569041866421e-05,0.024309300116787558,0.001888108060832043,99.42196531791907,99.42196531791907,3.4682080924855487,3.4682080924855487,0.002036270398918235,0.18967233457887023,0.0020362703989182476,0.18967233457886978
T_plus_10pct,T +10%,174,174,100.0,92.98903145662663,117.41565744237754,91.0440392003432,117.41614755261728,-0.0401157119221259,-0.018158722438065933,0.014978967351244014,0.0,0.2001542381590502,0.10541154472922905,-0.04011571192212594,-0.01815872243806549,0.014978967351243988,0.0,0.2001542381590493,0.10541154472922905,74.13793103448276,74.13793103448276,55.74712643678161,55.74712643678161,0.055094679273369904,0.4633205929667392,0.055094679273369945,0.4633205929667388
