representative_design,member,effective_total_pumping_cfs,baseline_T_streamflow_cfs,baseline_T_depletion_cfs,expected_streamflow_cfs,streamflow_std_cfs,streamflow_p05_cfs,streamflow_p95_cfs,probability_weighted_absolute_streamflow_error_cfs,probability_weighted_streamflow_shortfall_cfs,max_streamflow_shortfall_below_baseline_cfs
lowest_pumping,gen=47_member=5907_pso,92.98903145662663,7.175175217098269,1.4248247829017298,7.1770776967810646,0.0823095046653226,7.024438489192471,7.301003040446997,0.0661152489082208,0.032106384612713,0.17088152766331
highest_pumping,35,117.41565744237754,3.805159370833632,4.794840629166368,3.812868333962802,0.2252841767167094,3.402097376965448,4.1549536494775134,0.1808565168482453,0.0865737768595379,0.4556348417119196
highest_streamflow,gen=47_member=5907_pso,92.98903145662663,7.175175217098269,1.4248247829017298,7.1770776967810646,0.0823095046653226,7.024438489192471,7.301003040446997,0.0661152489082208,0.032106384612713,0.17088152766331
lowest_streamflow,56,117.27557653095823,3.802679563058498,4.797320436941502,3.810297706577697,0.2242329557677762,3.401267809251556,4.150717151407501,0.1800166773618172,0.0861992669213091,0.4537646402262201
normalized_compromise_knee,gen=32_member=3978_pso,108.89158967774968,6.146686018558967,2.453313981441033,6.150878117575322,0.1332460635978178,5.906973043810988,6.352795080582974,0.1069920711867394,0.0513999860851914,0.2711326257902993
