scenario,T_factor,T_value,probability_weight,member,generation,archive_pumping_objective_gpm,archive_pumping_objective_cfs,archive_total_pumping_gpm,archive_total_pumping_cfs,archive_depletion_cfs,archive_streamflow_cfs,pumping_objective_reeval_gpm,pumping_objective_reeval_cfs,total_pumping_gpm,total_pumping_cfs,full_model_total_pumping_gpm,full_model_total_pumping_cfs,n_model_q_columns,n_objective_q_columns,depletion_obs_name,depletion_cfs,streamflow_cfs,baseline_parameter_depletion_cfs,baseline_parameter_streamflow_cfs,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,absolute_depletion_error_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
T_minus_10pct,0.9,1530.0,,gen=37_member=6202_pso,50,13359.8,29.7656344,13359.8,29.7656344,1.7877,6.8123,13359.772239052654,29.765572548609317,13359.772239052654,29.765572548609317,48643.672239052656,108.37810174860932,327,86,lpr:total_combined:bdpl,1.6522109018993285,6.947789098100671,1.7876984758523486,6.812301524147651,-0.13548757395302014,0.1354875739530197,0.13548757395302014,0.1354875739530197,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=6991_pso,50,16334.6,36.3934888,16334.6,36.3934888,3.91812,4.68188,16334.551761594965,36.393381324833584,16334.551761594965,36.393381324833584,51618.451761594966,115.00591052483358,327,86,lpr:total_combined:bdpl,3.6934749723682327,4.906525027631767,3.918116555580912,4.681883444419088,-0.22464158321267913,0.22464158321267913,0.22464158321267913,0.22464158321267913,0.0
T_minus_10pct,0.9,1530.0,,gen=34_member=5786_pso,50,16022.6,35.6983528,16022.6,35.6983528,3.5556,5.0444,16022.646519083562,35.69845644451818,16022.646519083562,35.69845644451818,51306.54651908357,114.31098564451818,327,86,lpr:total_combined:bdpl,3.3412078595879056,5.258792140412094,3.5555964069787223,5.044403593021277,-0.2143885473908167,0.2143885473908167,0.2143885473908167,0.2143885473908167,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=7820_pso,50,16095.3,35.8603284,16095.3,35.8603284,3.63264,4.967359999999999,16095.32201165358,35.860377441964175,16095.32201165358,35.860377441964175,51379.22201165358,114.47290664196416,327,86,lpr:total_combined:bdpl,3.417322922436323,5.182677077563676,3.63264191044118,4.96735808955882,-0.21531898800485694,0.2153189880048565,0.21531898800485694,0.2153189880048565,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=8399_pso,50,16091.5,35.851862,16091.5,35.851862,3.62622,4.97378,16091.479461235029,35.85181623963164,16091.479461235029,35.85181623963164,51375.37946123503,114.46434543963164,327,86,lpr:total_combined:bdpl,3.41111360355946,5.188886396440539,3.626218563359731,4.973781436640269,-0.215104959800271,0.21510495980027056,0.215104959800271,0.21510495980027056,0.0
T_minus_10pct,0.9,1530.0,,gen=34_member=5808_pso,50,16380.7,36.4961996,16380.7,36.4961996,3.95771,4.642289999999999,16380.652279963431,36.496093279758526,16380.652279963431,36.496093279758526,51664.55227996344,115.10862247975852,327,86,lpr:total_combined:bdpl,3.734460897595577,4.865539102404423,3.957705212678139,4.642294787321861,-0.22324431508256204,0.22324431508256204,0.22324431508256204,0.22324431508256204,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=7329_pso,50,15700.7,34.9811596,15700.7,34.9811596,3.19666,5.40334,15700.69446013128,34.981147257172495,15700.69446013128,34.981147257172495,50984.59446013128,113.59367645717248,327,86,lpr:total_combined:bdpl,2.995522600105737,5.604477399894263,3.196664946537503,5.403335053462497,-0.20114234643176632,0.20114234643176587,0.20114234643176632,0.20114234643176587,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=7088_pso,50,16063.9,35.7903692,16063.9,35.7903692,3.60323,4.99677,16063.94590696711,35.79047148072272,16063.94590696711,35.79047148072272,51347.84590696711,114.40300068072273,327,86,lpr:total_combined:bdpl,3.388167010929608,5.211832989070392,3.603231967757983,4.9967680322420165,-0.21506495682837512,0.21506495682837556,0.21506495682837512,0.21506495682837556,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=7708_pso,50,15196.2,33.8571336,15196.2,33.8571336,2.7429,5.857099999999999,15196.223292022336,33.85718549462576,15196.223292022336,33.85718549462576,50480.12329202234,112.46971469462578,327,86,lpr:total_combined:bdpl,2.562433352323464,6.037566647676536,2.742898734192789,5.857101265807211,-0.18046538186932493,0.18046538186932537,0.18046538186932493,0.18046538186932537,0.0
T_minus_10pct,0.9,1530.0,,gen=32_member=5495_pso,50,11634.8,25.9223344,11634.8,25.9223344,1.29931,7.300689999999999,11634.759046042916,25.92224315458362,11634.759046042916,25.92224315458362,46918.659046042914,104.5347723545836,327,86,lpr:total_combined:bdpl,1.185991914768897,7.414008085231103,1.2993111659258398,7.30068883407416,-0.11331925115694275,0.11331925115694297,0.11331925115694275,0.11331925115694297,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=6992_pso,50,16079.6,35.8253488,16079.6,35.8253488,3.61253,4.98747,16079.62293321336,35.82539989519937,16079.62293321336,35.82539989519937,51363.52293321336,114.43792909519937,327,86,lpr:total_combined:bdpl,3.3979446515192038,5.202055348480796,3.612529890918069,4.987470109081931,-0.2145852393988652,0.21458523939886476,0.2145852393988652,0.21458523939886476,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=7474_pso,50,15981.4,35.6065592,15981.4,35.6065592,3.50006,5.09994,15981.416535408636,35.60659604089044,15981.416535408636,35.60659604089044,51265.31653540864,114.21912524089043,327,86,lpr:total_combined:bdpl,3.287247540995333,5.312752459004667,3.500060004864631,5.099939995135369,-0.21281246386929809,0.21281246386929809,0.21281246386929809,0.21281246386929809,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=6529_pso,50,15534.6,34.6110888,15534.6,34.6110888,3.04111,5.55889,15534.57635270133,34.611036113818564,15534.57635270133,34.611036113818564,50818.476352701335,113.22356531381855,327,86,lpr:total_combined:bdpl,2.850485171970628,5.749514828029372,3.041111755454159,5.558888244545841,-0.19062658348353123,0.1906265834835308,0.19062658348353123,0.1906265834835308,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=6418_pso,50,15459.2,34.4430976,15459.2,34.4430976,2.97833,5.62167,15459.160825033645,34.44301031817496,15459.160825033645,34.44301031817496,50743.06082503365,113.05553951817495,327,86,lpr:total_combined:bdpl,2.7911993424062387,5.8088006575937605,2.978329086001256,5.621670913998743,-0.18712974359501722,0.18712974359501722,0.18712974359501722,0.18712974359501722,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=7193_pso,50,15011.5,33.445622,15011.5,33.445622,2.62386,5.976139999999999,15011.474372731976,33.44556490244684,15011.474372731976,33.44556490244684,50295.37437273197,112.05809410244684,327,86,lpr:total_combined:bdpl,2.4494491159523863,6.150550884047613,2.6238571418490007,5.976142858150999,-0.1744080258966143,0.17440802589661342,0.1744080258966143,0.17440802589661342,0.0
T_minus_10pct,0.9,1530.0,,gen=40_member=6846_pso,50,14845.6,33.0759968,14845.6,33.0759968,2.5122,6.0878,14845.649143482438,33.07610629167887,14845.649143482438,33.07610629167887,50129.54914348244,111.68863549167888,327,86,lpr:total_combined:bdpl,2.343017361494748,6.256982638505252,2.5121954424954005,6.087804557504599,-0.16917808100065246,0.1691780810006529,0.16917808100065246,0.1691780810006529,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=7137_pso,50,14272.8,31.7997984,14272.8,31.7997984,2.16651,6.433489999999999,14272.832183750304,31.799870105395676,14272.832183750304,31.799870105395676,49556.732183750304,110.41239930539568,327,86,lpr:total_combined:bdpl,2.012729818415985,6.587270181584015,2.166508641055657,6.433491358944343,-0.1537788226396719,0.1537788226396719,0.1537788226396719,0.1537788226396719,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=6951_pso,50,14267.6,31.7882128,14267.6,31.7882128,2.16614,6.433859999999999,14267.627328986546,31.788273688982024,14267.627328986546,31.788273688982024,49551.52732898655,110.40080288898204,327,86,lpr:total_combined:bdpl,2.0140314610608803,6.585968538939119,2.1661407021590344,6.433859297840965,-0.15210924109815416,0.15210924109815416,0.15210924109815416,0.15210924109815416,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=7514_pso,50,15443.3,34.4076724,15443.3,34.4076724,2.96984,5.63016,15443.33630412965,34.40775328560086,15443.33630412965,34.40775328560086,50727.23630412965,113.02028248560086,327,86,lpr:total_combined:bdpl,2.7821593350206384,5.817840664979361,2.969835090773703,5.630164909226297,-0.1876757557530646,0.18767575575306417,0.1876757557530646,0.18767575575306417,0.0
T_minus_10pct,0.9,1530.0,,gen=26_member=4423_pso,50,14733.5,32.826238,14733.5,32.826238,2.44423,6.15577,14733.527268476704,32.826298754166096,14733.527268476704,32.826298754166096,50017.4272684767,111.43882795416609,327,86,lpr:total_combined:bdpl,2.2792934783295187,6.3207065216704805,2.4442324503270694,6.15576754967293,-0.1649389719975507,0.16493897199755025,0.1649389719975507,0.16493897199755025,0.0
T_minus_10pct,0.9,1530.0,,gen=30_member=5151_pso,50,16291.5,36.297462,16291.5,36.297462,3.85519,4.744809999999999,16291.468896825134,36.2973927021264,16291.468896825134,36.2973927021264,51575.36889682514,114.9099219021264,327,86,lpr:total_combined:bdpl,3.634609896888329,4.965390103111671,3.855186874041565,4.7448131259584345,-0.220576977153236,0.22057697715323688,0.220576977153236,0.22057697715323688,0.0
T_minus_10pct,0.9,1530.0,,gen=36_member=6144_pso,50,15489.5,34.510606,15489.5,34.510606,3.00686,5.59314,15489.474950280946,34.510550189225945,15489.474950280946,34.510550189225945,50773.37495028095,113.12307938922596,327,86,lpr:total_combined:bdpl,2.8182596394207025,5.781740360579297,3.0068591738707413,5.593140826129258,-0.18859953445003885,0.18859953445003885,0.18859953445003885,0.18859953445003885,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=6946_pso,50,16015.9,35.683425199999995,16015.9,35.683425199999995,3.5443,5.0557,16015.882133806026,35.683385394119824,16015.882133806026,35.683385394119824,51299.78213380603,114.29591459411984,327,86,lpr:total_combined:bdpl,3.330940020881925,5.269059979118074,3.5442993418543915,5.055700658145608,-0.21335932097246646,0.21335932097246602,0.21335932097246646,0.21335932097246602,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=7239_pso,50,16032.7,35.7208556,16032.7,35.7208556,3.56889,5.03111,16032.69067807767,35.72083483075705,16032.69067807767,35.72083483075705,51316.59067807767,114.33336403075704,327,86,lpr:total_combined:bdpl,3.3542413480067985,5.245758651993201,3.568889637147474,5.031110362852526,-0.21464828914067535,0.21464828914067535,0.21464828914067535,0.21464828914067535,0.0
T_minus_10pct,0.9,1530.0,,gen=20_member=3413_pso,50,14791.1,32.9545708,14791.1,32.9545708,2.47644,6.12356,14791.118544643396,32.95461211746549,14791.118544643396,32.95461211746549,50075.01854464341,111.5671413174655,327,86,lpr:total_combined:bdpl,2.309844086746553,6.290155913253447,2.476442307505919,6.123557692494081,-0.16659822075936592,0.16659822075936592,0.16659822075936592,0.16659822075936592,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=5913_pso,50,9543.07,21.26195996,9543.07,21.26195996,1.01633,7.58367,9543.0747849999,21.261970620979778,9543.0747849999,21.261970620979778,44826.9747849999,99.87449982097976,327,86,lpr:total_combined:bdpl,0.9228470003487718,7.677152999651228,1.0163314134959738,7.583668586504026,-0.09348441314720202,0.0934844131472019,0.09348441314720202,0.0934844131472019,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=7945_pso,50,15534.3,34.610420399999995,15534.3,34.610420399999995,3.03486,5.56514,15534.317949935756,34.610460392456865,15534.317949935756,34.610460392456865,50818.21794993576,113.22298959245688,327,86,lpr:total_combined:bdpl,2.8446328474556197,5.75536715254438,3.034858216956013,5.565141783043986,-0.19022536950039326,0.1902253695003946,0.19022536950039326,0.1902253695003946,0.0
T_minus_10pct,0.9,1530.0,,gen=31_member=5214_pso,50,15907.9,35.4428012,15907.9,35.4428012,3.42253,5.17747,15907.884677515687,35.44276706150495,15907.884677515687,35.44276706150495,51191.78467751569,114.05529626150496,327,86,lpr:total_combined:bdpl,3.2117522782913666,5.388247721708633,3.42252865851418,5.17747134148582,-0.2107763802228133,0.2107763802228133,0.2107763802228133,0.2107763802228133,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=5893_pso,50,7182.25,16.002053,7182.25,16.002053,0.813288,7.786712,7182.245015135868,16.002041893722712,7182.245015135868,16.002041893722712,42466.14501513587,94.61457109372272,327,86,lpr:total_combined:bdpl,0.738537202443726,7.861462797556274,0.8132883924956406,7.786711607504359,-0.07475119005191455,0.07475119005191466,0.07475119005191455,0.07475119005191466,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=7082_pso,50,15124.5,33.697386,15124.5,33.697386,2.69841,5.90159,15124.511306524751,33.697411190937146,15124.511306524751,33.697411190937146,50408.41130652475,112.30994039093714,327,86,lpr:total_combined:bdpl,2.520576337217363,6.079423662782636,2.698409503554718,5.901590496445281,-0.17783316633735513,0.17783316633735513,0.17783316633735513,0.17783316633735513,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=7534_pso,50,15416.0,34.346848,15416.0,34.346848,2.93385,5.66615,15415.987512740045,34.34682017838482,15415.987512740045,34.34682017838482,50699.88751274005,112.95934937838484,327,86,lpr:total_combined:bdpl,2.747924774460658,5.852075225539341,2.9338504123415627,5.6661495876584365,-0.18592563788090466,0.18592563788090466,0.18592563788090466,0.18592563788090466,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=7645_pso,50,15987.0,35.619036,15987.0,35.619036,3.51669,5.083309999999999,15987.033381464233,35.61911037390231,15987.033381464233,35.61911037390231,51270.93338146424,114.23163957390231,327,86,lpr:total_combined:bdpl,3.3039518133890144,5.296048186610985,3.516691347333545,5.083308652666455,-0.21273953394453038,0.21273953394453038,0.21273953394453038,0.21273953394453038,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=6590_pso,50,16488.5,36.736378,16488.5,36.736378,4.09121,4.508789999999999,16488.509944204496,36.73640015568762,16488.509944204496,36.73640015568762,51772.40994420449,115.3489293556876,327,86,lpr:total_combined:bdpl,3.8639241121022665,4.736075887897734,4.091206726931732,4.508793273068267,-0.22728261482946577,0.2272826148294662,0.22728261482946577,0.2272826148294662,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=6398_pso,50,15752.9,35.0974612,15752.9,35.0974612,3.25449,5.345509999999999,15752.881386902523,35.09741973001883,15752.881386902523,35.09741973001883,51036.78138690253,113.70994893001884,327,86,lpr:total_combined:bdpl,3.05066167131924,5.54933832868076,3.254489893288976,5.345510106711024,-0.20382822196973605,0.2038282219697356,0.20382822196973605,0.2038282219697356,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=7594_pso,50,16297.3,36.3103844,16297.3,36.3103844,3.8606,4.7394,16297.305003351605,36.31039554746737,16297.305003351605,36.31039554746737,51581.20500335161,114.9229247474674,327,86,lpr:total_combined:bdpl,3.63996591261028,4.96003408738972,3.860598708949262,4.739401291050738,-0.22063279633898203,0.22063279633898158,0.22063279633898203,0.22063279633898158,0.0
T_minus_10pct,0.9,1530.0,,gen=48_member=8227_pso,50,15218.7,33.9072636,15218.7,33.9072636,2.7553,5.8447,15218.735500273877,33.90734269461019,15218.735500273877,33.90734269461019,50502.635500273886,112.51987189461022,327,86,lpr:total_combined:bdpl,2.574107047190811,6.025892952809189,2.7552995004033938,5.844700499596605,-0.18119245321258282,0.18119245321258326,0.18119245321258282,0.18119245321258326,0.0
T_minus_10pct,0.9,1530.0,,gen=30_member=5150_pso,50,16372.5,36.47793,16372.5,36.47793,3.95517,4.64483,16372.505057366425,36.47794126781239,16372.505057366425,36.47794126781239,51656.40505736643,115.0904704678124,327,86,lpr:total_combined:bdpl,3.731761628905073,4.868238371094927,3.9551744266243625,4.644825573375638,-0.22341279771928946,0.22341279771928946,0.22341279771928946,0.22341279771928946,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=8327_pso,50,13513.0,30.106964,13513.0,30.106964,1.80674,6.79326,13512.996764637244,30.10695679161178,13512.996764637244,30.10695679161178,48796.89676463725,108.7194859916118,327,86,lpr:total_combined:bdpl,1.669283234260135,6.930716765739865,1.8067379306649052,6.793262069335095,-0.13745469640477026,0.13745469640476937,0.13745469640477026,0.13745469640476937,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=7261_pso,50,15478.6,34.4863208,15478.6,34.4863208,2.98936,5.61064,15478.5626545175,34.48623759426499,15478.5626545175,34.48623759426499,50762.4626545175,113.098766794265,327,86,lpr:total_combined:bdpl,2.801671174313192,5.798328825686808,2.989359921162631,5.610640078837369,-0.18768874684943881,0.1876887468494397,0.18768874684943881,0.1876887468494397,0.0
T_minus_10pct,0.9,1530.0,,gen=36_member=6133_pso,50,16100.6,35.8721368,16100.6,35.8721368,3.65379,4.94621,16100.552219199742,35.87203034437702,16100.552219199742,35.87203034437702,51384.45221919975,114.48455954437703,327,86,lpr:total_combined:bdpl,3.438076253497457,5.161923746502543,3.6537904336927274,4.946209566307273,-0.21571418019527044,0.21571418019527044,0.21571418019527044,0.21571418019527044,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=6892_pso,50,13359.9,29.7658572,13359.9,29.7658572,1.79322,6.80678,13359.900045485403,29.76585730134148,13359.900045485403,29.76585730134148,48643.800045485405,108.37838650134148,327,86,lpr:total_combined:bdpl,1.657474625986932,6.942525374013068,1.7932215884321627,6.806778411567837,-0.13574696244523077,0.1357469624452312,0.13574696244523077,0.1357469624452312,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=8012_pso,50,16150.8,35.983982399999995,16150.8,35.983982399999995,3.70111,4.89889,16150.818138421246,35.984022812402536,16150.818138421246,35.984022812402536,51434.718138421245,114.59655201240253,327,86,lpr:total_combined:bdpl,3.4842196121372035,5.115780387862796,3.701110964068317,4.898889035931683,-0.21689135193111353,0.21689135193111309,0.21689135193111353,0.21689135193111309,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=7966_pso,50,15136.2,33.7234536,15136.2,33.7234536,2.70123,5.89877,15136.198838391196,33.72345101193558,15136.198838391196,33.72345101193558,50420.0988383912,112.3359802119356,327,86,lpr:total_combined:bdpl,2.5234352894447074,6.076564710555292,2.7012340465738194,5.89876595342618,-0.17779875712911197,0.17779875712911242,0.17779875712911197,0.17779875712911242,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=8363_pso,50,15923.6,35.4777808,15923.6,35.4777808,3.43975,5.16025,15923.612158066526,35.477807888172215,15923.612158066526,35.477807888172215,51207.51215806653,114.09033708817222,327,86,lpr:total_combined:bdpl,3.230368904804217,5.369631095195782,3.4397528364932968,5.160247163506703,-0.20938393168907998,0.20938393168907865,0.20938393168907998,0.20938393168907865,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=7456_pso,50,15913.4,35.4550552,15913.4,35.4550552,3.43116,5.168839999999999,15913.36876049534,35.454985598383615,15913.36876049534,35.454985598383615,51197.26876049534,114.0675147983836,327,86,lpr:total_combined:bdpl,3.2201125955140206,5.379887404485979,3.431156849191001,5.168843150808998,-0.21104425367698054,0.211044253676981,0.21104425367698054,0.211044253676981,0.0
T_minus_10pct,0.9,1530.0,,gen=40_member=6804_pso,50,15497.7,34.5288756,15497.7,34.5288756,3.01687,5.58313,15497.74676465162,34.528979791643806,15497.74676465162,34.528979791643806,50781.646764651625,113.14150899164382,327,86,lpr:total_combined:bdpl,2.828198043854339,5.77180195614566,3.016870007405461,5.583129992594539,-0.18867196355112226,0.1886719635511218,0.18867196355112226,0.1886719635511218,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=6471_pso,50,15736.3,35.0604764,15736.3,35.0604764,3.24426,5.355739999999999,15736.30754967552,35.06049322067706,15736.30754967552,35.06049322067706,51020.20754967552,113.67302242067706,327,86,lpr:total_combined:bdpl,3.0407007921034963,5.559299207896503,3.2442631362861047,5.355736863713895,-0.20356234418260843,0.20356234418260755,0.20356234418260843,0.20356234418260755,0.0
T_minus_10pct,0.9,1530.0,,gen=22_member=3634_pso,50,15030.3,33.4875084,15030.3,33.4875084,2.63496,5.96504,15030.302840959244,33.48751472965719,15030.302840959244,33.48751472965719,50314.202840959246,112.1000439296572,327,86,lpr:total_combined:bdpl,2.4603656098484814,6.139634390151518,2.6349586355249133,5.965041364475086,-0.17459302567643187,0.1745930256764323,0.17459302567643187,0.1745930256764323,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=7539_pso,50,16162.9,36.0109412,16162.9,36.0109412,3.71574,4.884259999999999,16162.865790156584,36.01086498046887,16162.865790156584,36.01086498046887,51446.76579015658,114.62339418046886,327,86,lpr:total_combined:bdpl,3.499216712895779,5.100783287104221,3.71574467634347,4.88425532365653,-0.2165279634476911,0.21652796344769154,0.2165279634476911,0.21652796344769154,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=8356_pso,50,14759.3,32.883720399999994,14759.3,32.883720399999994,2.45508,6.144919999999999,14759.259123491493,32.88362932713905,14759.259123491493,32.88362932713905,50043.159123491496,111.49615852713904,327,86,lpr:total_combined:bdpl,2.28954516149711,6.31045483850289,2.455078154837682,6.144921845162317,-0.16553299334057225,0.16553299334057314,0.16553299334057225,0.16553299334057314,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=7849_pso,50,15137.2,33.7256816,15137.2,33.7256816,2.71464,5.88536,15137.175608309964,33.7256272553146,15137.175608309964,33.7256272553146,50421.07560830997,112.3381564553146,327,86,lpr:total_combined:bdpl,2.536172114252432,6.063827885747568,2.714637855713367,5.885362144286633,-0.17846574146093497,0.17846574146093452,0.17846574146093497,0.17846574146093452,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=7200_pso,50,15858.3,35.3322924,15858.3,35.3322924,3.37515,5.22485,15858.268135411014,35.33222140569574,15858.268135411014,35.33222140569574,51142.16813541101,113.94475060569572,327,86,lpr:total_combined:bdpl,3.166265738974464,5.433734261025536,3.375146551306809,5.224853448693191,-0.20888081233234512,0.20888081233234512,0.20888081233234512,0.20888081233234512,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=6459_pso,50,16488.3,36.7359324,16488.3,36.7359324,4.07908,4.520919999999999,16488.289913846693,36.73590992805043,16488.289913846693,36.73590992805043,51772.1899138467,115.34843912805044,327,86,lpr:total_combined:bdpl,3.852408996469641,4.747591003530358,4.079081097759876,4.520918902240124,-0.22667210129023507,0.22667210129023374,0.22667210129023507,0.22667210129023374,0.0
T_minus_10pct,0.9,1530.0,,gen=40_member=6838_pso,50,12362.6,27.5438728,12362.6,27.5438728,1.42018,7.179819999999999,12362.592395957756,27.54385585819388,12362.592395957756,27.54385585819388,47646.49239595776,106.15638505819388,327,86,lpr:total_combined:bdpl,1.3016737754366547,7.298326224563345,1.4201768569284965,7.179823143071503,-0.11850308149184174,0.11850308149184219,0.11850308149184174,0.11850308149184219,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=5994_pso,50,15567.0,34.683276,15567.0,34.683276,3.07603,5.52397,15566.99725223962,34.68326987798987,15566.99725223962,34.68326987798987,50850.897252239614,113.29579907798986,327,86,lpr:total_combined:bdpl,2.8824010853902107,5.717598914609789,3.076027027129444,5.523972972870556,-0.1936259417392332,0.1936259417392332,0.1936259417392332,0.1936259417392332,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=6670_pso,50,14558.2,32.435669600000004,14558.2,32.435669600000004,2.33137,6.26863,14558.247364123175,32.43577512726643,14558.247364123175,32.43577512726643,49842.14736412317,111.04830432726642,327,86,lpr:total_combined:bdpl,2.1715467678000286,6.428453232199971,2.331366553624733,6.268633446375267,-0.15981978582470457,0.1598197858247037,0.15981978582470457,0.1598197858247037,0.0
T_minus_10pct,0.9,1530.0,,gen=48_member=8120_pso,50,16180.2,36.0494856,16180.2,36.0494856,3.72385,4.876149999999999,16180.196221496028,36.049477181493145,16180.196221496028,36.049477181493145,51464.09622149603,114.66200638149316,327,86,lpr:total_combined:bdpl,3.507141474928734,5.092858525071266,3.7238509530605737,4.876149046939426,-0.21670947813183972,0.21670947813183972,0.21670947813183972,0.21670947813183972,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=7929_pso,50,14935.2,33.2756256,14935.2,33.2756256,2.58067,6.01933,14935.229434083649,33.27569117913837,14935.229434083649,33.27569117913837,50219.12943408365,111.88822037913836,327,86,lpr:total_combined:bdpl,2.4079430194153004,6.192056980584699,2.5806656123379543,6.019334387662045,-0.1727225929226539,0.17272259292265346,0.1727225929226539,0.17272259292265346,0.0
T_minus_10pct,0.9,1530.0,,gen=32_member=5467_pso,50,15900.0,35.4252,15900.0,35.4252,3.40923,5.19077,15900.04268653813,35.42529510560696,15900.04268653813,35.42529510560696,51183.94268653814,114.03782430560696,327,86,lpr:total_combined:bdpl,3.199086787221109,5.400913212778891,3.4092267076579525,5.190773292342048,-0.21013992043684349,0.21013992043684215,0.21013992043684349,0.21013992043684215,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=7589_pso,50,15827.9,35.2645612,15827.9,35.2645612,3.34169,5.25831,15827.894157225164,35.264548182297666,15827.894157225164,35.264548182297666,51111.79415722516,113.87707738229766,327,86,lpr:total_combined:bdpl,3.135312253574711,5.464687746425289,3.3416938493864854,5.258306150613514,-0.2063815958117745,0.2063815958117754,0.2063815958117745,0.2063815958117754,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=7063_pso,50,14712.7,32.7798956,14712.7,32.7798956,2.41578,6.18422,14712.738208192482,32.77998072785285,14712.738208192482,32.77998072785285,49996.63820819249,111.39250992785288,327,86,lpr:total_combined:bdpl,2.2523117479308423,6.347688252069157,2.4157795755081053,6.184220424491894,-0.16346782757726297,0.1634678275772634,0.16346782757726297,0.1634678275772634,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=7783_pso,50,15821.8,35.2509704,15821.8,35.2509704,3.33505,5.26495,15821.761622209751,35.250884894283324,15821.761622209751,35.250884894283324,51105.66162220975,113.86341409428331,327,86,lpr:total_combined:bdpl,3.127555534567716,5.472444465432284,3.335046555009673,5.264953444990326,-0.2074910204419571,0.20749102044195844,0.2074910204419571,0.20749102044195844,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=7112_pso,50,13444.8,29.9550144,13444.8,29.9550144,1.80414,6.795859999999999,13444.77211184266,29.954952265185444,13444.77211184266,29.954952265185444,48728.67211184265,108.56748146518542,327,86,lpr:total_combined:bdpl,1.6679306476217288,6.932069352378271,1.8041382604731795,6.795861739526821,-0.13620761285145067,0.13620761285145022,0.13620761285145067,0.13620761285145022,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=7278_pso,50,12101.0,26.961028,12101.0,26.961028,1.36641,7.233589999999999,12101.000490548293,26.96102909294159,12101.000490548293,26.96102909294159,47384.90049054829,105.5735582929416,327,86,lpr:total_combined:bdpl,1.2486620681477267,7.351337931852273,1.3664061755116317,7.233593824488368,-0.11774410736390495,0.1177441073639045,0.11774410736390495,0.1177441073639045,0.0
T_minus_10pct,0.9,1530.0,,gen=48_member=8123_pso,50,16025.9,35.7057052,16025.9,35.7057052,3.56822,5.03178,16025.894791493543,35.70569359544761,16025.894791493543,35.70569359544761,51309.79479149355,114.31822279544762,327,86,lpr:total_combined:bdpl,3.3540169026309123,5.245983097369088,3.568217329581769,5.031782670418231,-0.21420042695085684,0.21420042695085684,0.21420042695085684,0.21420042695085684,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=6409_pso,50,15959.9,35.5586572,15959.9,35.5586572,3.48534,5.11466,15959.899258415428,35.558655547749574,15959.899258415428,35.558655547749574,51243.79925841543,114.17118474774956,327,86,lpr:total_combined:bdpl,3.2721541926706434,5.327845807329356,3.4853415920391573,5.114658407960842,-0.21318739936851383,0.21318739936851383,0.21318739936851383,0.21318739936851383,0.0
