member,T_factor__T_minus_10pct,T_factor__T_plus_10pct,T_factor__baseline_T,T_value__T_minus_10pct,T_value__T_plus_10pct,T_value__baseline_T,absolute_depletion_error_cfs__T_minus_10pct,absolute_depletion_error_cfs__T_plus_10pct,absolute_depletion_error_cfs__baseline_T,absolute_streamflow_error_cfs__T_minus_10pct,absolute_streamflow_error_cfs__T_plus_10pct,absolute_streamflow_error_cfs__baseline_T,depletion_cfs__T_minus_10pct,depletion_cfs__T_plus_10pct,depletion_cfs__baseline_T,depletion_change_from_baseline_cfs__T_minus_10pct,depletion_change_from_baseline_cfs__T_plus_10pct,depletion_change_from_baseline_cfs__baseline_T,full_model_total_pumping_cfs__T_minus_10pct,full_model_total_pumping_cfs__T_plus_10pct,full_model_total_pumping_cfs__baseline_T,pumping_objective_reeval_cfs__T_minus_10pct,pumping_objective_reeval_cfs__T_plus_10pct,pumping_objective_reeval_cfs__baseline_T,streamflow_cfs__T_minus_10pct,streamflow_cfs__T_plus_10pct,streamflow_cfs__baseline_T,streamflow_change_from_baseline_cfs__T_minus_10pct,streamflow_change_from_baseline_cfs__T_plus_10pct,streamflow_change_from_baseline_cfs__baseline_T,streamflow_shortfall_below_baseline_cfs__T_minus_10pct,streamflow_shortfall_below_baseline_cfs__T_plus_10pct,streamflow_shortfall_below_baseline_cfs__baseline_T,pumping_objective_reeval_cfs
gen=38_member=6478_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.20791436249074113,0.19476030075143758,0.0,0.20791436249074202,0.19476030075143758,0.0,3.145847339383544,3.548522002625723,3.3537617018742854,-0.20791436249074113,0.19476030075143758,0.0,113.8911082639333,113.8911082639333,113.8911082639333,35.27857906393331,35.27857906393331,35.27857906393331,5.454152660616456,5.051477997374277,5.246238298125714,0.20791436249074202,-0.19476030075143758,0.0,0.0,0.19476030075143758,0.0,35.27857906393331
gen=38_member=6480_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.1507157983216203,0.1434909713269379,0.0,0.1507157983216203,0.1434909713269379,0.0,1.9237652519365964,2.2179720215851546,2.0744810502582167,-0.1507157983216203,0.1434909713269379,0.0,110.01966226593586,110.01966226593586,110.01966226593586,31.40713306593588,31.40713306593588,31.40713306593588,6.676234748063403,6.382027978414845,6.525518949741783,0.1507157983216203,-0.1434909713269379,0.0,0.0,0.1434909713269379,0.0,31.40713306593588
gen=38_member=6490_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21706983759130383,0.2027957972802401,0.0,0.21706983759130338,0.2027957972802401,0.0,3.515469286132665,3.935334921004209,3.732539123723969,-0.21706983759130383,0.2027957972802401,0.0,114.68238722316136,114.68238722316136,114.68238722316136,36.06985802316135,36.06985802316135,36.06985802316135,5.084530713867334,4.664665078995791,4.867460876276031,0.21706983759130338,-0.2027957972802401,0.0,0.0,0.2027957972802401,0.0,36.06985802316135
gen=38_member=6501_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15979429509948195,0.15166853466171215,0.0,0.1597942950994824,0.15166853466171215,0.0,2.1606161300200397,2.472078959781234,2.3204104251195217,-0.15979429509948195,0.15166853466171215,0.0,111.00887873068277,111.00887873068277,111.00887873068277,32.396349530682755,32.396349530682755,32.396349530682755,6.43938386997996,6.127921040218766,6.279589574880478,0.1597942950994824,-0.15166853466171215,0.0,0.0,0.15166853466171215,0.0,32.396349530682755
gen=38_member=6507_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21982593236455594,0.2054209225808754,0.0,0.2198259323645555,0.20542092258087585,0.0,3.607031124133476,4.032277979078907,3.826857056498032,-0.21982593236455594,0.2054209225808754,0.0,114.855601485058,114.855601485058,114.855601485058,36.243072285057984,36.243072285057984,36.243072285057984,4.992968875866524,4.567722020921092,4.773142943501968,0.2198259323645555,-0.20542092258087585,0.0,0.0,0.20542092258087585,0.0,36.243072285057984
gen=38_member=6529_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.19062658348353123,0.1795567893193568,0.0,0.1906265834835308,0.17955678931935726,0.0,2.850485171970628,3.220668544773516,3.041111755454159,-0.19062658348353123,0.1795567893193568,0.0,113.22356531381855,113.22356531381855,113.22356531381855,34.611036113818564,34.611036113818564,34.611036113818564,5.749514828029372,5.379331455226484,5.558888244545841,0.1906265834835308,-0.17955678931935726,0.0,0.0,0.17955678931935726,0.0,34.611036113818564
gen=39_member=6554_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.10252078802197562,0.09781219887366932,0.0,0.10252078802197495,0.09781219887366976,0.0,0.9734645275728808,1.1737975144685258,1.0759853155948564,-0.10252078802197562,0.09781219887366932,0.0,101.52746395179726,101.52746395179726,101.52746395179726,22.91493475179726,22.91493475179726,22.91493475179726,7.626535472427118,7.426202485531474,7.524014684405143,0.10252078802197495,-0.09781219887366976,0.0,0.0,0.09781219887366976,0.0,22.91493475179726
gen=39_member=6557_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.1453158574079152,0.13813509753634556,0.0,0.14531585740791453,0.13813509753634534,0.0,1.838209115089104,2.1216600700333648,1.9835249724970192,-0.1453158574079152,0.13813509753634556,0.0,109.56443357561837,109.56443357561837,109.56443357561837,30.95190437561837,30.95190437561837,30.95190437561837,6.761790884910895,6.478339929966635,6.616475027502981,0.14531585740791453,-0.13813509753634534,0.0,0.0,0.13813509753634534,0.0,30.95190437561837
gen=39_member=6576_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.10786640068794884,0.10236137057760875,0.0,0.10786640068794906,0.10236137057760963,0.0,1.1027749171855548,1.3130026884511123,1.2106413178735036,-0.10786640068794884,0.10236137057760875,0.0,103.18932343226628,103.18932343226628,103.18932343226628,24.57679423226629,24.57679423226629,24.57679423226629,7.497225082814445,7.286997311548887,7.389358682126496,0.10786640068794906,-0.10236137057760963,0.0,0.0,0.10236137057760963,0.0,24.57679423226629
gen=39_member=6585_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.19495521564891805,0.18361741885357397,0.0,0.1949552156489185,0.18361741885357397,0.0,2.914045443999156,3.292618078501648,3.109000659648074,-0.19495521564891805,0.18361741885357397,0.0,113.3954509805686,113.3954509805686,113.3954509805686,34.78292178056862,34.78292178056862,34.78292178056862,5.685954556000844,5.307381921498352,5.490999340351926,0.1949552156489185,-0.18361741885357397,0.0,0.0,0.18361741885357397,0.0,34.78292178056862
gen=39_member=6590_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.22728261482946577,0.21211712843790753,0.0,0.2272826148294662,0.21211712843790753,0.0,3.8639241121022665,4.30332385536964,4.091206726931732,-0.22728261482946577,0.21211712843790753,0.0,115.3489293556876,115.3489293556876,115.3489293556876,36.73640015568762,36.73640015568762,36.73640015568762,4.736075887897734,4.29667614463036,4.508793273068267,0.2272826148294662,-0.21211712843790753,0.0,0.0,0.21211712843790753,0.0,36.73640015568762
gen=39_member=6611_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21538283822934057,0.20126817161271982,0.0,0.21538283822934012,0.20126817161272026,0.0,3.4477354315852384,3.864386441427299,3.663118269814579,-0.21538283822934057,0.20126817161271982,0.0,114.5087620636539,114.5087620636539,114.5087620636539,35.89623286365389,35.89623286365389,35.89623286365389,5.152264568414761,4.735613558572701,4.936881730185421,0.21538283822934012,-0.20126817161272026,0.0,0.0,0.20126817161272026,0.0,35.89623286365389
gen=39_member=6630_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15691488305163848,0.1492142800695344,0.0,0.15691488305163848,0.1492142800695344,0.0,2.1233166105138643,2.429445773635037,2.280231493565503,-0.15691488305163848,0.1492142800695344,0.0,110.89920915166454,110.89920915166454,110.89920915166454,32.28667995166453,32.28667995166453,32.28667995166453,6.476683389486135,6.170554226364962,6.319768506434497,0.15691488305163848,-0.1492142800695344,0.0,0.0,0.1492142800695344,0.0,32.28667995166453
gen=39_member=6634_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2387352045085036,0.22189097132842406,0.0,0.23873520450850272,0.22189097132842495,0.0,4.140466189280825,4.601092365117752,4.379201393789328,-0.2387352045085036,0.22189097132842406,0.0,115.8590991520767,115.8590991520767,115.8590991520767,37.24656995207669,37.24656995207669,37.24656995207669,4.459533810719175,3.998907634882247,4.220798606210672,0.23873520450850272,-0.22189097132842495,0.0,0.0,0.22189097132842495,0.0,37.24656995207669
gen=39_member=6668_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.18096525759507198,0.17083665190517294,0.0,0.18096525759507198,0.17083665190517294,0.0,2.5900259743055445,2.9418278838057894,2.7709912319006165,-0.18096525759507198,0.17083665190517294,0.0,112.545560046741,112.545560046741,112.545560046741,33.933030846740984,33.933030846740984,33.933030846740984,6.009974025694455,5.65817211619421,5.829008768099383,0.18096525759507198,-0.17083665190517294,0.0,0.0,0.17083665190517294,0.0,33.933030846740984
gen=39_member=6670_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15981978582470457,0.1517614166287875,0.0,0.1598197858247037,0.15176141662878795,0.0,2.1715467678000286,2.4831279702535207,2.331366553624733,-0.15981978582470457,0.1517614166287875,0.0,111.04830432726642,111.04830432726642,111.04830432726642,32.43577512726643,32.43577512726643,32.43577512726643,6.428453232199971,6.116872029746479,6.268633446375267,0.1598197858247037,-0.15176141662878795,0.0,0.0,0.15176141662878795,0.0,32.43577512726643
gen=39_member=6689_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.13006514918852785,0.12397619655017933,0.0,0.1300651491885274,0.12397619655017955,0.0,1.5486443506229377,1.8026856963616449,1.6787094998114656,-0.13006514918852785,0.12397619655017933,0.0,108.02894738583844,108.02894738583844,108.02894738583844,29.416418185838467,29.416418185838467,29.416418185838467,7.0513556493770615,6.7973143036383545,6.921290500188534,0.1300651491885274,-0.12397619655017955,0.0,0.0,0.12397619655017955,0.0,29.416418185838467
gen=39_member=6698_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.17523789358439368,0.16564822296936965,0.0,0.17523789358439412,0.1656482229693701,0.0,2.4744634998602537,2.815349616414017,2.6497013934446474,-0.17523789358439368,0.16564822296936965,0.0,112.13268017310553,112.13268017310553,112.13268017310553,33.52015097310551,33.52015097310551,33.52015097310551,6.125536500139746,5.784650383585982,5.950298606555352,0.17523789358439412,-0.1656482229693701,0.0,0.0,0.1656482229693701,0.0,33.52015097310551
gen=40_member=6722_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.12900564665487035,0.12309890672108725,0.0,0.12900564665487124,0.12309890672108637,0.0,1.52660415414416,1.7787087075201176,1.6556098007990303,-0.12900564665487035,0.12309890672108725,0.0,107.81913751876654,107.81913751876654,107.81913751876654,29.206608318766545,29.206608318766545,29.206608318766545,7.07339584585584,6.8212912924798825,6.944390199200969,0.12900564665487124,-0.12309890672108637,0.0,0.0,0.12309890672108637,0.0,29.206608318766545
gen=40_member=6726_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.14821266785858556,0.1409210824289988,0.0,0.14821266785858533,0.14092108242899748,0.0,1.8888546298892492,2.1779883801768336,2.037067297747835,-0.14821266785858556,0.1409210824289988,0.0,109.85504674963984,109.85504674963984,109.85504674963984,31.242517549639818,31.242517549639818,31.242517549639818,6.71114537011075,6.422011619823167,6.562932702252165,0.14821266785858533,-0.14092108242899748,0.0,0.0,0.14092108242899748,0.0,31.242517549639818
gen=40_member=6749_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15562522853385996,0.14807694763921697,0.0,0.15562522853386085,0.14807694763921653,0.0,2.070703771905768,2.374405948078845,2.226329000439628,-0.15562522853385996,0.14807694763921697,0.0,110.64635165921868,110.64635165921868,110.64635165921868,32.03382245921868,32.03382245921868,32.03382245921868,6.529296228094232,6.225594051921155,6.373670999560371,0.15562522853386085,-0.14807694763921653,0.0,0.0,0.14807694763921653,0.0,32.03382245921868
gen=40_member=6768_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.22882991291959387,0.21330464007560046,0.0,0.22882991291959343,0.21330464007560046,0.0,3.834738791594909,4.276873344590103,4.063568704514503,-0.22882991291959387,0.21330464007560046,0.0,115.26555131816362,115.26555131816362,115.26555131816362,36.65302211816361,36.65302211816361,36.65302211816361,4.76526120840509,4.323126655409896,4.536431295485497,0.22882991291959343,-0.21330464007560046,0.0,0.0,0.21330464007560046,0.0,36.65302211816361
gen=40_member=6783_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.19330895854249386,0.18196231508894334,0.0,0.1933089585424952,0.1819623150889429,0.0,2.736524481073041,3.1117957547044783,2.929833439615535,-0.19330895854249386,0.18196231508894334,0.0,112.90048008667765,112.90048008667765,112.90048008667765,34.28795088667764,34.28795088667764,34.28795088667764,5.863475518926959,5.488204245295521,5.670166560384464,0.1933089585424952,-0.1819623150889429,0.0,0.0,0.1819623150889429,0.0,34.28795088667764
gen=40_member=6799_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.20077073199240614,0.18853832678310445,0.0,0.2007707319924057,0.1885383267831049,0.0,2.98910644166737,3.3784155004428804,3.189877173659776,-0.20077073199240614,0.18853832678310445,0.0,113.56528113094296,113.56528113094296,113.56528113094296,34.952751930942966,34.952751930942966,34.952751930942966,5.61089355833263,5.221584499557119,5.410122826340224,0.2007707319924057,-0.1885383267831049,0.0,0.0,0.1885383267831049,0.0,34.952751930942966
gen=40_member=6803_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.17893564393734662,0.16896157648840804,0.0,0.17893564393734707,0.1689615764884076,0.0,2.5446586716388184,2.892555892064573,2.723594315576165,-0.17893564393734662,0.16896157648840804,0.0,112.43485021280124,112.43485021280124,112.43485021280124,33.822321012801254,33.822321012801254,33.822321012801254,6.055341328361181,5.707444107935427,5.876405684423834,0.17893564393734707,-0.1689615764884076,0.0,0.0,0.1689615764884076,0.0,33.822321012801254
gen=40_member=6804_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.18867196355112226,0.17762928156869195,0.0,0.1886719635511218,0.1776292815686924,0.0,2.828198043854339,3.194499288974153,3.016870007405461,-0.18867196355112226,0.17762928156869195,0.0,113.14150899164382,113.14150899164382,113.14150899164382,34.528979791643806,34.528979791643806,34.528979791643806,5.77180195614566,5.405500711025846,5.583129992594539,0.1886719635511218,-0.1776292815686924,0.0,0.0,0.1776292815686924,0.0,34.528979791643806
gen=40_member=6838_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.11850308149184174,0.1119210220584983,0.0,0.11850308149184219,0.11192102205849785,0.0,1.3016737754366547,1.5320978789869948,1.4201768569284965,-0.11850308149184174,0.1119210220584983,0.0,106.15638505819388,106.15638505819388,106.15638505819388,27.54385585819388,27.54385585819388,27.54385585819388,7.298326224563345,7.067902121013005,7.179823143071503,0.11850308149184219,-0.11192102205849785,0.0,0.0,0.11192102205849785,0.0,27.54385585819388
gen=40_member=6846_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.16917808100065246,0.16039644361674021,0.0,0.1691780810006529,0.16039644361674021,0.0,2.343017361494748,2.6725918861121407,2.5121954424954005,-0.16917808100065246,0.16039644361674021,0.0,111.68863549167888,111.68863549167888,111.68863549167888,33.07610629167887,33.07610629167887,33.07610629167887,6.256982638505252,5.927408113887859,6.087804557504599,0.1691780810006529,-0.16039644361674021,0.0,0.0,0.16039644361674021,0.0,33.07610629167887
gen=40_member=6879_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21275543829851795,0.19903696745921007,0.0,0.21275543829851706,0.19903696745921096,0.0,3.263195025608851,3.674987431366579,3.475950463907369,-0.21275543829851795,0.19903696745921007,0.0,114.13800724840836,114.13800724840836,114.13800724840836,35.52547804840835,35.52547804840835,35.52547804840835,5.336804974391148,4.92501256863342,5.124049536092631,0.21275543829851706,-0.19903696745921096,0.0,0.0,0.19903696745921096,0.0,35.52547804840835
gen=41_member=6885_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.07787994848892688,0.07479003075856461,0.0,0.07787994848892676,0.07479003075856472,0.0,0.7506854894511737,0.9033554686986652,0.8285654379401006,-0.07787994848892688,0.07479003075856461,0.0,95.56067291857778,95.56067291857778,95.56067291857778,16.94814371857778,16.94814371857778,16.94814371857778,7.849314510548826,7.6966445313013345,7.771434562059899,0.07787994848892676,-0.07479003075856472,0.0,0.0,0.07479003075856472,0.0,16.94814371857778
gen=41_member=6889_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.11847181013151298,0.1118817723255634,0.0,0.11847181013151342,0.11188177232556296,0.0,1.2921301653226698,1.5224837477797462,1.4106019754541828,-0.11847181013151298,0.1118817723255634,0.0,105.9968498084548,105.9968498084548,105.9968498084548,27.38432060845482,27.38432060845482,27.38432060845482,7.30786983467733,7.077516252220254,7.189398024545817,0.11847181013151342,-0.11188177232556296,0.0,0.0,0.11188177232556296,0.0,27.38432060845482
gen=41_member=6892_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.13574696244523077,0.12926620256522536,0.0,0.1357469624452312,0.12926620256522536,0.0,1.657474625986932,1.922487790997388,1.7932215884321627,-0.13574696244523077,0.12926620256522536,0.0,108.37838650134148,108.37838650134148,108.37838650134148,29.76585730134148,29.76585730134148,29.76585730134148,6.942525374013068,6.677512209002612,6.806778411567837,0.1357469624452312,-0.12926620256522536,0.0,0.0,0.12926620256522536,0.0,29.76585730134148
gen=41_member=6898_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15170800521312544,0.14444029596587304,0.0,0.15170800521312522,0.1444402959658735,0.0,1.9676278502100624,2.263776151389061,2.119335855423188,-0.15170800521312544,0.14444029596587304,0.0,110.10197706316218,110.10197706316218,110.10197706316218,31.489447863162184,31.489447863162184,31.489447863162184,6.632372149789937,6.336223848610938,6.480664144576812,0.15170800521312522,-0.1444402959658735,0.0,0.0,0.1444402959658735,0.0,31.489447863162184
gen=41_member=6902_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.13280234280974113,0.12659110873559998,0.0,0.13280234280974135,0.12659110873559953,0.0,1.5969482455094826,1.8563416970548237,1.7297505883192237,-0.13280234280974113,0.12659110873559998,0.0,108.24088266537892,108.24088266537892,108.24088266537892,29.628353465378915,29.628353465378915,29.628353465378915,7.003051754490517,6.743658302945176,6.870249411680776,0.13280234280974135,-0.12659110873559953,0.0,0.0,0.12659110873559953,0.0,29.628353465378915
gen=41_member=6917_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.14288768382562123,0.135846309529698,0.0,0.1428876838256219,0.13584630952969778,0.0,1.791592613237777,2.0703266065930963,1.9344802970633983,-0.14288768382562123,0.135846309529698,0.0,109.3151985264571,109.3151985264571,109.3151985264571,30.7026693264571,30.7026693264571,30.7026693264571,6.808407386762223,6.529673393406903,6.665519702936601,0.1428876838256219,-0.13584630952969778,0.0,0.0,0.13584630952969778,0.0,30.7026693264571
gen=41_member=6922_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15558518178357428,0.1479970780011861,0.0,0.1555851817835734,0.1479970780011861,0.0,2.092625650055133,2.396207909839893,2.248210831838707,-0.15558518178357428,0.1479970780011861,0.0,110.72845000418332,110.72845000418332,110.72845000418332,32.11592080418332,32.11592080418332,32.11592080418332,6.507374349944866,6.203792090160107,6.351789168161293,0.1555851817835734,-0.1479970780011861,0.0,0.0,0.1479970780011861,0.0,32.11592080418332
gen=41_member=6946_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21335932097246646,0.19960547031515397,0.0,0.21335932097246602,0.19960547031515397,0.0,3.330940020881925,3.7439048121695455,3.5442993418543915,-0.21335932097246646,0.19960547031515397,0.0,114.29591459411984,114.29591459411984,114.29591459411984,35.683385394119824,35.683385394119824,35.683385394119824,5.269059979118074,4.856095187830454,5.055700658145608,0.21335932097246602,-0.19960547031515397,0.0,0.0,0.19960547031515397,0.0,35.683385394119824
gen=41_member=6951_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.15210924109815416,0.14452686797407965,0.0,0.15210924109815416,0.1445268679740801,0.0,2.0140314610608803,2.310667570133114,2.1661407021590344,-0.15210924109815416,0.14452686797407965,0.0,110.40080288898204,110.40080288898204,110.40080288898204,31.788273688982024,31.788273688982024,31.788273688982024,6.585968538939119,6.289332429866885,6.433859297840965,0.15210924109815416,-0.1445268679740801,0.0,0.0,0.1445268679740801,0.0,31.788273688982024
gen=41_member=6969_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.18712328115731447,0.17700944591833823,0.0,0.18712328115731314,0.17700944591833956,0.0,2.6306103572336776,2.9947430843093303,2.817733638390992,-0.18712328115731447,0.17700944591833823,0.0,112.62661830075474,112.62661830075474,112.62661830075474,34.01408910075473,34.01408910075473,34.01408910075473,5.969389642766322,5.605256915690669,5.782266361609008,0.18712328115731314,-0.17700944591833956,0.0,0.0,0.17700944591833956,0.0,34.01408910075473
gen=41_member=6973_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.20521591538443795,0.19237293513282294,0.0,0.2052159153844375,0.19237293513282339,0.0,3.07866904450773,3.476257895024991,3.283884959892168,-0.20521591538443795,0.19237293513282294,0.0,113.77200577236158,113.77200577236158,113.77200577236158,35.15947657236159,35.15947657236159,35.15947657236159,5.521330955492269,5.123742104975008,5.316115040107832,0.2052159153844375,-0.19237293513282339,0.0,0.0,0.19237293513282339,0.0,35.15947657236159
gen=41_member=6982_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2213566373192304,0.2065879924887799,0.0,0.22135663731923128,0.20658799248877902,0.0,3.618925417649516,4.046870047457526,3.840282054968746,-0.2213566373192304,0.2065879924887799,0.0,114.8911979787334,114.8911979787334,114.8911979787334,36.278668778733376,36.278668778733376,36.278668778733376,4.981074582350484,4.5531299525424735,4.759717945031253,0.22135663731923128,-0.20658799248877902,0.0,0.0,0.20658799248877902,0.0,36.278668778733376
gen=41_member=6986_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21518666857538937,0.20118960885086246,0.0,0.21518666857538893,0.20118960885086246,0.0,3.3715437167692826,3.7879199941955344,3.586730385344672,-0.21518666857538937,0.20118960885086246,0.0,114.3801807549736,114.3801807549736,114.3801807549736,35.767651554973604,35.767651554973604,35.767651554973604,5.228456283230717,4.812080005804465,5.013269614655328,0.21518666857538893,-0.20118960885086246,0.0,0.0,0.20118960885086246,0.0,35.767651554973604
gen=41_member=6988_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.12095805102812252,0.11622277331577191,0.0,0.12095805102812296,0.11622277331577191,0.0,1.3638226059333578,1.6010034302772522,1.4847806569614803,-0.12095805102812252,0.11622277331577191,0.0,106.54762334788336,106.54762334788336,106.54762334788336,27.935094147883344,27.935094147883344,27.935094147883344,7.236177394066642,6.998996569722747,7.115219343038519,0.12095805102812296,-0.11622277331577191,0.0,0.0,0.11622277331577191,0.0,27.935094147883344
gen=41_member=6991_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.22464158321267913,0.20976236466269294,0.0,0.22464158321267913,0.20976236466269338,0.0,3.6934749723682327,4.127878920243605,3.918116555580912,-0.22464158321267913,0.20976236466269294,0.0,115.00591052483358,115.00591052483358,115.00591052483358,36.393381324833584,36.393381324833584,36.393381324833584,4.906525027631767,4.472121079756395,4.681883444419088,0.22464158321267913,-0.20976236466269338,0.0,0.0,0.20976236466269338,0.0,36.393381324833584
gen=41_member=6992_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2145852393988652,0.2005907581202253,0.0,0.21458523939886476,0.2005907581202262,0.0,3.3979446515192038,3.8131206490382943,3.612529890918069,-0.2145852393988652,0.2005907581202253,0.0,114.43792909519937,114.43792909519937,114.43792909519937,35.82539989519937,35.82539989519937,35.82539989519937,5.202055348480796,4.786879350961705,4.987470109081931,0.21458523939886476,-0.2005907581202262,0.0,0.0,0.2005907581202262,0.0,35.82539989519937
gen=41_member=6995_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.16808232432307335,0.1592432418846288,0.0,0.16808232432307335,0.1592432418846288,0.0,2.3401467445114204,2.6674723107191225,2.5082290688344937,-0.16808232432307335,0.1592432418846288,0.0,111.6706367786316,111.6706367786316,111.6706367786316,33.05810757863159,33.05810757863159,33.05810757863159,6.259853255488579,5.932527689280877,6.091770931165506,0.16808232432307335,-0.1592432418846288,0.0,0.0,0.1592432418846288,0.0,33.05810757863159
gen=41_member=7002_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.14964101159763854,0.1422299301784471,0.0,0.14964101159763832,0.14222993017844754,0.0,1.9435923026850912,2.235463244461177,2.0932333142827297,-0.14964101159763854,0.1422299301784471,0.0,110.0685392647777,110.0685392647777,110.0685392647777,31.456010064777686,31.456010064777686,31.456010064777686,6.656407697314909,6.364536755538823,6.50676668571727,0.14964101159763832,-0.14222993017844754,0.0,0.0,0.14222993017844754,0.0,31.456010064777686
gen=42_member=7058_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.08324679802400747,0.07999697467994416,0.0,0.0832467980240077,0.07999697467994427,0.0,0.7813354591876954,0.944579231891647,0.8645822572117029,-0.08324679802400747,0.07999697467994416,0.0,96.4376461762618,96.4376461762618,96.4376461762618,17.82511697626178,17.82511697626178,17.82511697626178,7.818664540812304,7.655420768108352,7.735417742788297,0.0832467980240077,-0.07999697467994427,0.0,0.0,0.07999697467994427,0.0,17.82511697626178
gen=42_member=7063_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.16346782757726297,0.15512384251801548,0.0,0.1634678275772634,0.15512384251801503,0.0,2.2523117479308423,2.5709034180261208,2.4157795755081053,-0.16346782757726297,0.15512384251801548,0.0,111.39250992785288,111.39250992785288,111.39250992785288,32.77998072785285,32.77998072785285,32.77998072785285,6.347688252069157,6.029096581973879,6.184220424491894,0.1634678275772634,-0.15512384251801503,0.0,0.0,0.15512384251801503,0.0,32.77998072785285
gen=42_member=7080_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.2062516842300579,0.19329763743436645,0.0,0.20625168423005835,0.1932976374343669,0.0,3.106745665345706,3.5062949870101305,3.312997349575764,-0.2062516842300579,0.19329763743436645,0.0,113.83072254968432,113.83072254968432,113.83072254968432,35.21819334968434,35.21819334968434,35.21819334968434,5.493254334654294,5.093705012989869,5.287002650424236,0.20625168423005835,-0.1932976374343669,0.0,0.0,0.1932976374343669,0.0,35.21819334968434
gen=42_member=7082_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.17783316633735513,0.16793420265432601,0.0,0.17783316633735513,0.16793420265432513,0.0,2.520576337217363,2.866343706209044,2.698409503554718,-0.17783316633735513,0.16793420265432601,0.0,112.30994039093714,112.30994039093714,112.30994039093714,33.697411190937146,33.697411190937146,33.697411190937146,6.079423662782636,5.733656293790956,5.901590496445281,0.17783316633735513,-0.16793420265432513,0.0,0.0,0.16793420265432513,0.0,33.697411190937146
gen=42_member=7088_pso,0.9,1.1,1.0,1530.0,1870.0,1700.0,0.21506495682837512,0.20103420869004074,0.0,0.21506495682837556,0.20103420869004118,0.0,3.388167010929608,3.804266176448024,3.603231967757983,-0.21506495682837512,0.20103420869004074,0.0,114.40300068072273,114.40300068072273,114.40300068072273,35.79047148072272,35.79047148072272,35.79047148072272,5.211832989070392,4.795733823551975,4.9967680322420165,0.21506495682837556,-0.20103420869004118,0.0,0.0,0.20103420869004118,0.0,35.79047148072272
