member,pumping_objective_reeval_cfs,baseline_streamflow_cfs,baseline_depletion_cfs,expected_streamflow_cfs,expected_depletion_cfs,expected_streamflow_bias_from_baseline_cfs,expected_depletion_bias_from_baseline_cfs,probability_weighted_absolute_streamflow_error_cfs,probability_weighted_absolute_depletion_error_cfs,probability_weighted_streamflow_shortfall_cfs,probability_of_streamflow_shortfall,shortfall_tolerance_cfs,streamflow_std_cfs,depletion_std_cfs,streamflow_p05_cfs,streamflow_p50_cfs,streamflow_p95_cfs,depletion_p05_cfs,depletion_p50_cfs,depletion_p95_cfs,best_case_streamflow_cfs,worst_case_streamflow_cfs,best_case_T_factor,best_case_S_factor,best_case_diffusivity_factor,worst_case_T_factor,worst_case_S_factor,worst_case_diffusivity_factor,expected_diffusivity_factor,min_diffusivity_factor,max_diffusivity_factor,n_joint_scenarios
gen=48_member=8212_pso,25.50891213870453,7.333601761230064,1.266398238769936,7.328787604460215,1.2712123955397847,-0.00481415676984831,0.004814156769848754,0.1139986543962861,0.11399865439628623,0.05940640558306731,0.3563452770013061,1e-10,0.14896068018086914,0.14896068018086922,7.073932878666542,7.333601761230063,7.5423175772016,1.033117044250491,1.25587232416307,1.4958464172329409,7.7294350537314305,6.8508824427217405,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=34_member=5718_pso,19.217975104740983,7.672470311191279,0.9275296888087196,7.667932812899553,0.9320671871004461,-0.004537498291725228,0.0045374982917265605,0.08549110584639696,0.08549110584639702,0.04501430206906121,0.3563452770013061,1e-10,0.11183063332112272,0.11183063332112277,7.475025827472128,7.672470311191279,7.826995264949681,0.7550516127998966,0.9196872529288146,1.1016333560581595,7.962694789402995,7.301535377331395,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=40_member=6749_pso,32.03382245921868,6.373670999560371,2.226329000439628,6.366461499523446,2.2335385004765542,-0.0072095000369252205,0.007209500036926109,0.15967084813313265,0.15967084813313276,0.08344017408502918,0.3563452770013061,1e-10,0.2088081268423822,0.20880812684238242,6.008089309946562,6.358318335963298,6.665055237237992,1.9005812020841077,2.2263290004396263,2.5490122925337784,6.928068904873422,5.693864952056384,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=45_member=7712_pso,31.96441941761888,6.393056356563795,2.206943643436204,6.385959648264931,2.2140403517350684,-0.007096708298863774,0.007096708298864218,0.15868902924663691,0.15868902924663686,0.08289286877275023,0.3563452770013061,1e-10,0.20752048969415393,0.20752048969415393,6.029926055583386,6.37780093702754,6.6827934299561464,1.8830181239669244,2.206943643436203,2.527478544128947,6.944569891966907,5.717786648023718,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=49_member=8286_pso,31.88574680923485,6.414481197193633,2.1855188028063663,6.407415702863431,2.1925842971365688,-0.0070654943302024265,0.0070654943302024265,0.15800797310880524,0.1580079731088052,0.08253673371950355,0.3563452770013061,1e-10,0.20662575003574993,0.20662575003574982,6.052916045850611,6.414481197193632,6.702983728159661,1.8629833772050066,2.170972687279411,2.5046818687386714,6.963409247496891,5.742190395519366,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=47_member=7987_pso,32.3379503115816,6.291776607726359,2.308223392273641,6.284580040096639,2.315419959903361,-0.007196567629719652,0.0071965676297200964,0.1627020093314025,0.1627020093314026,0.0849492884805613,0.3563452770013061,1e-10,0.21274465293105685,0.2127446529310569,5.919721548556538,6.291776607726359,6.58899805496468,1.9759132337655942,2.3082233922736406,2.636691563612822,6.857849852438909,5.600816105565944,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=42_member=7104_pso,37.1305477391165,4.247723524139242,4.352276475860758,4.24183141828921,4.35816858171079,-0.005892105850032081,0.005892105850032081,0.2406890972682762,0.24068909726827628,0.12329060155915411,0.3563452770013061,1e-10,0.31429181092035113,0.3142918109203512,3.7106269289849396,4.224769123473785,4.697751204080305,3.847855130448956,4.352276475860757,4.827801092172821,5.121287151002294,3.271680870544212,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=44_member=7536_pso,23.46684587614881,7.48014819105545,1.119851808944549,7.475319542002435,1.124680457997565,-0.00482864905301561,0.004828649053016054,0.10419746719357412,0.1041974671935742,0.05451305812329496,0.3563452770013061,1e-10,0.1361713241535111,0.1361713241535112,7.2415022550570445,7.48014819105545,7.66998905827489,0.9077884249826449,1.1102527286562425,1.3306226843141336,7.838670313512944,7.036512613800861,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=38_member=6480_pso,31.40713306593588,6.525518949741783,2.0744810502582167,6.5184679557343825,2.081532044265618,-0.007050994007400391,0.007050994007401279,0.15465678809027592,0.15465678809027578,0.08085389104883847,0.3563452770013061,1e-10,0.20223469662802104,0.20223469662802093,6.1712659071579985,6.525518949741782,6.807606322986244,1.7591660776342444,2.0602487573108594,2.3871851593642632,7.061528885393475,5.867146647214709,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=43_member=7269_pso,36.83339971387087,4.456283809734449,4.14371619026555,4.4502410971590445,4.149758902840957,-0.006042712575404785,0.006042712575406561,0.23455500652219652,0.23455500652219638,0.12029885954880098,0.3563452770013061,1e-10,0.3063002383101084,0.3063002383101082,3.9320751365218136,4.433904027371385,4.894245532321641,3.6529333481003032,4.1437161902655495,4.607788231451756,5.305438932006027,3.5026460705200355,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=35_member=5948_pso,37.07384621264411,4.260758125752932,4.339241874247068,4.254926992237282,4.345073007762719,-0.005831133515649789,0.005831133515650677,0.2402894936597844,0.24028949365978436,0.12306031358771721,0.3563452770013061,1e-10,0.3137617002310484,0.31376170023104843,3.7248591240309143,4.237844092029704,4.710150296071351,3.8354924484973916,4.339241874247065,4.813939257196142,5.133373435183728,3.287372285030284,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=29_member=4871_pso,17.843497187733753,7.718456365090395,0.8815436349096046,7.714203515741531,0.8857964842584695,-0.004252849348864274,0.004252849348864829,0.08346414451890458,0.08346414451890473,0.04385849693388473,0.3563452770013061,1e-10,0.10912991853130496,0.1091299185313051,7.526133778139542,7.718456365090395,7.869693759113118,0.7126821515445377,0.8738778295603729,1.051257896872281,8.003252450297083,7.359834807097549,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=36_member=6031_pso,31.338390787551678,6.545847233359204,2.054152766640796,6.538976853429029,2.0610231465709723,-0.006870379930175474,0.006870379930176362,0.15309874180260322,0.15309874180260333,0.07998456086638983,0.3563452770013061,1e-10,0.20019442448101873,0.20019442448101885,6.195462005936962,6.545847233359204,6.825332704625147,1.7417161300276192,2.054152766640796,2.363449838957221,7.077248547395371,5.894645816609817,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=39_member=6689_pso,29.416418185838467,6.921290500188534,1.6787094998114656,6.915060089994519,1.6849399100054818,-0.006230410194015157,0.006230410194016267,0.13352428025220736,0.13352428025220742,0.06987734522311181,0.3563452770013061,1e-10,0.1745954175706373,0.17459541757063735,6.615085482001595,6.921290500188534,7.164516798993679,1.4069056243534641,1.6787094998114653,1.9489759738956098,7.382355627122522,6.351742806965624,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=46_member=7811_pso,30.84800808580873,6.640381135980052,1.9596188640199477,6.633829685000284,1.9661703149997163,-0.00655145097976817,0.006551450979768614,0.1479707660119246,0.14797076601192444,0.07726110849584643,0.3563452770013061,1e-10,0.19345340357373314,0.19345340357373297,6.3020403182837015,6.640381135980052,6.910686547661246,1.657445696287084,1.9596188640199477,2.258358277791422,7.154278568138003,6.012568245239846,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=36_member=6150_pso,29.51027094900253,6.884637529467785,1.715362470532215,6.8784135555994075,1.7215864444005926,-0.006223973868377364,0.006223973868377586,0.1354958123676932,0.13549581236769317,0.0708598931180355,0.3563452770013061,1e-10,0.17715798042946274,0.17715798042946268,6.574196553650541,6.871597464168288,7.131665453126518,1.4392862782302964,1.7153624705322148,1.9894059148411658,7.353214890920003,6.307819016883913,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=28_member=4698_pso,19.62453473077234,7.651146524895162,0.9488534751048376,7.646461527870645,0.9535384721293535,-0.004684997024516413,0.004684997024515858,0.0923822912672314,0.09238229126723144,0.04853364414587345,0.3563452770013061,1e-10,0.12076614147911519,0.12076614147911517,7.438346521596746,7.651146524895162,7.8185873767025225,0.7619165302764285,0.9403647967684593,1.136661977678241,7.966117772986131,7.255676691294726,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=45_member=7580_pso,29.41977376399195,6.907203242054345,1.692796757945654,6.900944473372507,1.699055526627493,-0.006258768681838056,0.006258768681838944,0.1340104501378328,0.1340104501378328,0.07013460940983574,0.3563452770013061,1e-10,0.17523519421789432,0.1752351942178943,6.599861773932195,6.894303436030751,7.151303999995781,1.4200129997525406,1.6927967579456538,1.9640608206601051,7.36998326796703,6.335445014566973,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=37_member=6318_pso,36.35850397821222,4.707369578522565,3.8926304214774334,4.700961653827937,3.8990383461720635,-0.006407924694627809,0.0064079246946300294,0.22464200139950286,0.22464200139950286,0.11552496304706573,0.3563452770013061,1e-10,0.29336611622573955,0.2933661162257396,4.203664383753294,4.707369578522565,5.125365498810359,3.424369304672784,3.8717560357845255,4.338472235156147,5.515011014261041,3.788726054426269,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=39_member=6634_pso,37.24656995207669,4.220798606210672,4.379201393789328,4.214883035518841,4.385116964481159,-0.005915570691831462,0.005915570691830574,0.24149777440170062,0.2414977744017007,0.12370667254676615,0.3563452770013061,1e-10,0.3153306187981098,0.31533061879810975,3.682098036306504,4.197767388535991,4.672183005417553,3.8731425200704894,4.379201393789327,4.856376748168369,5.096869412103731,3.2413722513873333,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=46_member=7788_pso,32.533172613400616,6.245558410362484,2.354441589637516,6.238527346469687,2.361472653530313,-0.007031063892797285,0.0070310638927968405,0.16568992716841435,0.16568992716841424,0.08636049553060568,0.3563452770013061,1e-10,0.2165798592269132,0.2165798592269131,5.867578714348526,6.229635392339335,6.548883628151459,2.0152755017830377,2.3544415896375157,2.6882888066374364,6.823306555180905,5.545766489686076,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=46_member=7881_pso,27.192862415219388,7.223465064862035,1.376534935137965,7.2187170444190425,1.381282955580958,-0.0047480204429923845,0.004748020442993051,0.12143872708759816,0.12143872708759819,0.06309337376529567,0.3563452770013061,1e-10,0.15866392783253447,0.15866392783253455,6.947914720083449,7.223465064862034,7.446628550869012,1.126991009473525,1.3653033522769555,1.6200681956355998,7.648177345697255,6.712016234465436,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=27_member=4566_pso,34.20265674649548,5.72427439788265,2.87572560211735,5.716843669544483,2.883156330455517,-0.0074307283381669365,0.0074307283381669365,0.19117252324336131,0.19117252324336131,0.09930162579076408,0.3563452770013061,1e-10,0.24983634420501408,0.24983634420501408,5.2900130859981385,5.724274397882649,6.075730141893963,2.4824969459761177,2.8580669844419697,3.259499935088217,6.397054642869064,4.924415635517528,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=39_member=6698_pso,33.52015097310551,5.950298606555352,2.6497013934446474,5.94329759571865,2.6567024042813503,-0.007001010836702015,0.007001010836702903,0.1790471297680165,0.17904712976801637,0.09302407030235929,0.3563452770013061,1e-10,0.23400326930736717,0.23400326930736703,5.54349080599265,5.9331182794291655,6.2793579805699125,2.281548488115079,2.6497013934446474,3.0091799914022155,6.580050184381536,5.199699287000261,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=41_member=6986_pso,35.767651554973604,5.013269614655328,3.586730385344672,5.006883530428844,3.593116469571156,-0.006386084226483568,0.006386084226484012,0.21839546088691145,0.21839546088691147,0.11239077255669774,0.3563452770013061,1e-10,0.2852088585824948,0.2852088585824948,4.523287177375841,5.013269614655327,5.419309371065115,3.131902154317772,3.5867303853446715,4.020468768103536,5.797243125239296,4.119018374720296,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=41_member=6973_pso,35.15947657236159,5.316115040107832,3.283884959892168,5.309500048570476,3.2904999514295232,-0.00661499153735523,0.00661499153735523,0.20858318638806198,0.20858318638806195,0.10759908896270856,0.3563452770013061,1e-10,0.272425304965601,0.2724253049656009,4.84660690803276,5.316115040107832,5.702783874935074,2.8509215801208643,3.283884959892168,3.699309811683212,6.060343689799129,4.457324561105237,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=27_member=4568_pso,32.558684654753776,6.2295768518680905,2.370423148131909,6.222506453848464,2.3774935461515363,-0.007070398019626722,0.0070703980196271665,0.16526714279304516,0.16526714279304516,0.08616877040633611,0.3563452770013061,1e-10,0.21604901334575563,0.21604901334575566,5.8523775578992465,6.2295768518680905,6.531996336434144,2.03225805691817,2.370423148131907,2.70354778453892,6.805967501338377,5.530680626620237,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=37_member=6357_pso,32.62572860768373,6.211297802785942,2.388702197214058,6.204209446368828,2.3957905536311728,-0.007088356417114028,0.007088356417114916,0.16744007777437198,0.16744007777437214,0.08726421709574322,0.3563452770013061,1e-10,0.21887045327175977,0.21887045327175988,5.829363773528254,6.21129780278594,6.517862167010255,2.0459029398370734,2.3732610936264176,2.726042407078116,6.795315538573727,5.504129002029025,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=47_member=8006_pso,36.761407828424296,4.503958191739184,4.096041808260816,4.497536064140865,4.102463935859134,-0.006422127598319172,0.0064221275983182835,0.23064745261716663,0.23064745261716674,0.11853479010774265,0.3563452770013061,1e-10,0.30119309836304625,0.30119309836304625,3.987237966851182,4.503958191739184,4.9334560731343995,3.6148227574378926,4.096041808260815,4.5534339071629075,5.334313585177357,3.5623273668731894,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=41_member=6898_pso,31.489447863162184,6.480664144576812,2.119335855423188,6.473565461810971,2.1264345381890295,-0.007098682765841247,0.007098682765841691,0.15567822390470304,0.15567822390470298,0.08138845333527217,0.3563452770013061,1e-10,0.20357157203148543,0.20357157203148554,6.124073233707366,6.48066414457681,6.764613368432257,1.8019395449799132,2.105009694742527,2.4341039407565535,7.020244215896521,5.817873034355814,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=39_member=6668_pso,33.933030846740984,5.829008768099383,2.7709912319006165,5.82199868700752,2.778001312992479,-0.007010081091863185,0.007010081091862741,0.18476674023206713,0.18476674023206713,0.09588841066196506,0.3563452770013061,1e-10,0.24146945978631376,0.24146945978631376,5.40980495667876,5.829008768099383,6.1690472158081,2.3904875481871617,2.7709912319006142,3.1414780608385793,6.480699905380675,5.055993052612216,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=48_member=8200_pso,34.89080581472363,5.432754119426754,3.1672458805732453,5.425929402373934,3.1740705976260655,-0.006824717052819729,0.006824717052820173,0.20349662691107256,0.20349662691107245,0.10516067198194626,0.3563452770013061,1e-10,0.26579828788586807,0.26579828788586796,4.97370967935536,5.432754119426754,5.8091882237641155,2.7458573602308487,3.167245880573245,3.573333028136982,6.155768102709336,4.591851703648952,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=32_member=5452_pso,34.84753054005696,5.458182447828408,3.141817552171591,5.451185835669661,3.1488141643303384,-0.006996612158746807,0.006996612158747251,0.20151768377749707,0.20151768377749713,0.10425714796812205,0.3563452770013061,1e-10,0.26324154541127714,0.26324154541127714,5.002880458123855,5.438873492207582,5.8304317437062405,2.725148639404976,3.1418175521715908,3.5444739837765877,6.172816360751963,4.623257798267087,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=44_member=7522_pso,33.16311565476033,6.060631752418826,2.539368247581174,6.053597351926686,2.5464026480733133,-0.007034400492139881,0.0070344004921394365,0.17351300332204056,0.17351300332204045,0.09027370190709008,0.3563452770013061,1e-10,0.22680228620373505,0.226802286203735,5.6656806853155235,6.060631752418826,6.378992751837037,2.1832409457782784,2.539368247581174,2.8882872949466227,6.669139447059902,5.330751672559503,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=45_member=7699_pso,25.671464649350018,7.315339904098618,1.2846600959013812,7.3104395488848395,1.28956045111516,-0.004900355213778518,0.00490035521377874,0.11261366561053787,0.11261366561053794,0.05875701041215823,0.3563452770013061,1e-10,0.14730215563697477,0.1473021556369748,7.057895403110973,7.315339904098618,7.521258352276895,1.0544741159094628,1.2846600959013812,1.5117524913587135,7.70636685823605,6.83389727635006,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=38_member=6478_pso,35.27857906393331,5.246238298125714,3.3537617018742854,5.239703866632916,3.360296133367084,-0.006534431492798198,0.0065344314927986424,0.2112466991832334,0.2112466991832333,0.10889056533801587,0.3563452770013061,1e-10,0.27589771400604357,0.2758977140060435,4.771183216139348,5.246238298125713,5.638202483387529,2.9147920156608307,3.353761701874285,3.774142804867895,6.0014824242443705,4.378047978826848,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=48_member=8105_pso,36.55273076856624,4.609801879421751,3.9901981205782486,4.603437242670608,3.996562757329392,-0.00636463675114296,0.006364636751143404,0.22808695320268818,0.22808695320268826,0.11722579497691554,0.3563452770013061,1e-10,0.2978584535490699,0.2978584535490699,4.098807932231266,4.60980187942175,5.034532962270876,3.514308868767787,3.9901981205782477,4.442547745559553,5.431315775664941,3.678551290932467,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=47_member=7995_pso,36.49744644974915,4.624893517251559,3.975106482748441,4.618748701248801,3.981251298751199,-0.006144816002757736,0.00614481600275818,0.23031826191272303,0.23031826191272303,0.11823153895774073,0.3563452770013061,1e-10,0.30076412661663987,0.30076412661663976,4.109662156904431,4.6029116210956795,5.0544645671695,3.493701469426437,3.97510648274844,4.431230676164388,5.45708139385437,3.687143355477102,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=38_member=6507_pso,36.243072285057984,4.773142943501968,3.826857056498032,4.766731140626135,3.8332688593738653,-0.006411802875833317,0.006411802875833317,0.22306590220453032,0.22306590220453046,0.11473885254018189,0.3563452770013061,1e-10,0.29131722418434797,0.291317224184348,4.272874481565081,4.773142943501968,5.1881138707044725,3.361942544006428,3.8268570564980315,4.269695342597816,5.574988446362841,3.860595669643547,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=47_member=8017_pso,26.33332130996634,7.28888737779146,1.3111126222085394,7.284010295271149,1.3159897047288505,-0.004877082520311049,0.004877082520311049,0.11623812954216227,0.11623812954216226,0.06055760603123656,0.3563452770013061,1e-10,0.15191464572244365,0.1519146457224437,7.024135667296541,7.28888737779146,7.50177884013833,1.0731402211692662,1.3003803164727572,1.5449302506913096,7.693002234265742,6.795959417340028,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=28_member=4806_pso,36.335363024535646,4.7242640815916594,3.87573591840834,4.717873404942372,3.8821265950576276,-0.006390676649287386,0.006390676649287386,0.22418066290026675,0.22418066290026667,0.1152856697747768,0.3563452770013061,1e-10,0.29276781934526414,0.29276781934526414,4.221617095883948,4.7242640815916594,5.141406419856365,3.408395999857883,3.8757359184083393,4.3206685834272935,5.53044652002214,3.80756717600056,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=33_member=5559_pso,32.1440689013816,6.322293838709859,2.27770616129014,6.315311099683141,2.284688900316859,-0.006982739026717866,0.006982739026718754,0.16314947069325525,0.16314947069325514,0.08506610485998672,0.3563452770013061,1e-10,0.21332193816407158,0.21332193816407155,5.949826096511083,6.306622489792476,6.620863941771104,1.9438162316366783,2.2777061612901384,2.60658114824635,6.891615349488664,5.6311571914769205,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=28_member=4728_pso,25.063855919912235,7.3840688165316175,1.215931183468382,7.379159219685024,1.2208407803149752,-0.0049095968465930895,0.0049095968465933115,0.11146779261319067,0.11146779261319047,0.05818869472989195,0.3563452770013061,1e-10,0.14564175888724737,0.14564175888724726,7.12949581035893,7.384068816531617,7.587706672006277,0.9883856121481576,1.2056487023970348,1.4408552214375787,7.769545214823172,6.912088366192768,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=30_member=4999_pso,33.98794532305361,5.810575510010488,2.7894244899895115,5.803209398786275,2.796790601213725,-0.0073661112242131566,0.007366111224213601,0.18776524752992244,0.1877652475299224,0.09756567937706795,0.3563452770013061,1e-10,0.24540367683037378,0.24540367683037376,5.383848892481525,5.792559424590816,6.155623019642086,2.4033910481915077,2.7894244899895115,3.166479168082167,6.470730230177506,5.023439645725654,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=47_member=7949_pso,31.06896850977157,6.606224711421528,1.9937752885784716,6.599552479493356,2.000447520506644,-0.00667223192817179,0.006672231928172234,0.14979011622135802,0.14979011622135807,0.07823117407476521,0.3563452770013061,1e-10,0.19585925665812484,0.19585925665812481,6.263576198449508,6.591822359320877,6.879776506058397,1.6879671402502578,1.9937752885784716,2.296264842988904,7.126371803231956,5.969440900040124,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=37_member=6216_pso,34.76111558406628,5.496000163176588,3.1039998368234114,5.48888889664746,3.111111103352541,-0.007111266529128635,0.007111266529129523,0.19893000094262253,0.1989300009426226,0.10302063373587607,0.3563452770013061,1e-10,0.25990751131449613,0.25990751131449613,5.045916841406112,5.496000163176587,5.863043762577085,2.6931772799277094,3.085589991047537,3.501956721939506,6.200594157937356,4.6694046168730505,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=35_member=5892_pso,33.6250096550061,5.930698715999201,2.669301284000799,5.923719715223993,2.6762802847760065,-0.006979000775207744,0.006979000775207744,0.18006071183905392,0.18006071183905395,0.09351985630713067,0.3563452770013061,1e-10,0.23532797460952462,0.23532797460952468,5.521757487034232,5.913424456254463,6.261762400781368,2.2988757659836545,2.6693012840007984,3.030675133394723,6.564665869304799,5.176371194271793,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=47_member=7933_pso,26.49956968298791,7.263301788144414,1.336698211855586,7.258450836738609,1.341549163261392,-0.0048509514058050485,0.004850951405806159,0.11737216093924362,0.11737216093924369,0.06111155617252486,0.3563452770013061,1e-10,0.15345415683582328,0.15345415683582336,6.995937971114982,7.263301788144413,7.47845359642768,1.0961508017921475,1.3258617107735924,1.5726729823084373,7.672323049139092,6.764473783286835,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=42_member=7127_pso,33.183068642146345,6.039056179861639,2.5609438201383607,6.032367639423492,2.567632360576508,-0.00668854043814715,0.00668854043814715,0.17501138120693005,0.1750113812069299,0.0908499608225385,0.3563452770013061,1e-10,0.22875560916919468,0.22875560916919457,5.641770089420963,6.039056179861639,6.361075706134135,2.2005796041286416,2.5609438201383607,2.9120072199358846,6.65634586060412,5.305872128130707,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=46_member=7815_pso,30.209600453547942,6.779068312966639,1.8209316870333607,6.77284977895639,1.8271502210436108,-0.006218534010248966,0.006218534010250076,0.14070694132120015,0.14070694132120024,0.07346273766572513,0.3563452770013061,1e-10,0.18395196385268486,0.18395196385268497,6.457369660186129,6.779068312966638,7.036126655718406,1.5335684792566568,1.8209316870333607,2.104982540067542,7.267695976248556,6.182282505927629,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=41_member=6988_pso,27.935094147883344,7.115219343038519,1.4847806569614803,7.1087958175482875,1.4912041824517124,-0.0064235254902316186,0.006423525490232063,0.1247861406261557,0.12478614062615559,0.06560483305819373,0.3563452770013061,1e-10,0.163217637867874,0.1632176378678739,6.82743115505269,7.115219343038519,7.3414897177250875,1.231935092602536,1.4847806569614803,1.7387754535542108,7.542037601578926,6.580715161473609,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
gen=39_member=6630_pso,32.28667995166453,6.319768506434497,2.280231493565503,6.312603493422705,2.2873965065772954,-0.007165013011792176,0.00716501301179262,0.16096068797752627,0.16096068797752627,0.08406285049465936,0.3563452770013061,1e-10,0.21050608125021097,0.21050608125021106,5.9515375079201975,6.319768506434497,6.613726039339825,1.951540018013952,2.2802314935655006,2.6052705550357573,6.879998272457702,5.634646894356614,0.8,1.2,0.6666666666666667,1.2,0.8,1.4999999999999998,1.00947408415698,0.6666666666666667,1.4999999999999998,25
