member,generation,scenario,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,T_z_score,S_z_score,T_factor,S_factor,T_value,S_value,diffusivity_factor,T_probability_weight,S_probability_weight,joint_probability_weight,scenario_label
gen=49_member=8327_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,30.106964,30.10695679161178,108.7194859916118,1.80674,1.4492599215698971,7.150740078430102,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=43_member=7261_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.4863208,34.48623759426499,113.098766794265,2.98936,2.4957324985954785,6.104267501404522,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=36_member=6133_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.8721368,35.87203034437702,114.48455954437703,3.65379,3.083641640385806,5.516358359614194,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=41_member=6892_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,29.7658572,29.76585730134148,108.37838650134148,1.79322,1.4399176498747974,7.160082350125203,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=47_member=8012_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,3.127550565521036,5.472449434478964,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=47_member=7966_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.7234536,33.72345101193558,112.3359802119356,2.70123,2.235040064120355,6.364959935879645,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=49_member=8363_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.4777808,35.477807888172215,114.09033708817222,3.43975,2.8872759606705207,5.712724039329479,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=44_member=7456_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.4550552,35.454985598383615,114.0675147983836,3.43116,2.8739428045776334,5.726057195422366,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=40_member=6804_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.5288756,34.528979791643806,113.14150899164382,3.01687,2.520603595863391,6.079396404136609,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=38_member=6471_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.0604764,35.06049322067706,113.67302242067706,3.24426,2.708007781890432,5.891992218109568,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=22_member=3634_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.4875084,33.48751472965719,112.1000439296572,2.63496,2.177585966313152,6.422414033686849,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=44_member=7539_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.0109412,36.01086498046887,114.62339418046886,3.71574,3.1433138165737717,5.456686183426228,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=49_member=8356_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,32.883720399999994,32.88362932713905,111.49615852713904,2.45508,2.022985532003526,6.577014467996474,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7849_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.7256816,33.7256272553146,112.3381564553146,2.71464,2.246608777051877,6.353391222948122,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=42_member=7200_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.3322924,35.33222140569574,113.94475060569572,3.37515,2.824009299605065,5.775990700394935,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=38_member=6459_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.7359324,36.73590992805043,115.34843912805044,4.07908,3.479442294890972,5.120557705109027,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=40_member=6838_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,27.5438728,27.54385585819388,106.15638505819388,1.42018,1.1104833863405703,7.489516613659429,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=35_member=5994_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.683276,34.68326987798987,113.29579907798986,3.07603,2.5675233774670114,6.032476622532988,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=39_member=6670_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,32.435669600000004,32.43577512726643,111.04830432726642,2.33137,1.9143855274216015,6.685614472578398,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=48_member=8120_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.0494856,36.049477181493145,114.66200638149316,3.72385,3.150883628980782,5.449116371019217,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=47_member=7929_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.2756256,33.27569117913837,111.88822037913836,2.58067,2.128747473280268,6.4712525267197325,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=32_member=5467_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.4252,35.42529510560696,114.03782430560696,3.40923,2.854539235211575,5.745460764788424,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=45_member=7589_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.2645612,35.264548182297666,113.87707738229766,3.34169,2.797524027736632,5.802475972263368,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=42_member=7063_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,32.7798956,32.77998072785285,111.39250992785288,2.41578,1.9890531241244045,6.610946875875595,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7783_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.2509704,35.250884894283324,113.86341409428331,3.33505,2.787751294988148,5.812248705011852,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=42_member=7112_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,29.9550144,29.954952265185444,108.56748146518542,1.80414,1.4495967542215509,7.150403245778449,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=43_member=7278_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,26.961028,26.96102909294159,105.5735582929416,1.36641,1.0588927847401035,7.541107215259895,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=48_member=8123_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.7057052,35.70569359544761,114.31822279544762,3.56822,3.0026586487535964,5.597341351246403,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=38_member=6409_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.5586572,35.558655547749574,114.17118474774956,3.48534,2.922230478833645,5.677769521166354,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=36_member=6139_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.7221188,36.722176673504485,115.33470587350448,4.07625,3.476955340994018,5.1230446590059815,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=40_member=6783_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.2880288,34.28795088667764,112.90048008667765,2.92983,2.422663218442257,6.177336781557743,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=29_member=4924_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.3221908,33.32221023991749,111.93473943991748,2.58783,2.135895693616567,6.464104306383433,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7822_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.6993932,36.69936383186918,115.31189303186918,4.06609,3.4662406176786877,5.133759382321312,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=33_member=5655_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.6303988,35.630370058555734,114.24289925855572,3.51718,2.955711743160826,5.6442882568391735,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=31_member=5227_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.1920756,33.191986899653344,111.80451609965334,2.57051,2.121453430836409,6.478546569163591,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7810_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.574104,34.57406416730866,113.18659336730867,3.02342,2.5253198670659285,6.074680132934072,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=28_member=4720_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.3848732,35.38488870745046,113.99741790745044,3.39794,2.844226993141771,5.755773006858229,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=31_member=5250_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.0534204,34.05351185359164,112.66604105359164,2.82385,2.332917408603258,6.267082591396742,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7862_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.5019168,34.50190548961805,113.11443468961808,2.9983,2.504504049489464,6.095495950510536,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=29_member=4911_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.8640404,33.86401239624249,112.47654159624248,2.75415,2.2822787810306377,6.317721218969362,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=43_member=7385_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,26.11773,26.117703630103588,104.73023283010356,1.30432,1.010237805723487,7.589762194276512,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=34_member=5724_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.5597712,35.55966917902097,114.17219837902098,3.48909,2.925890629739038,5.674109370260961,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=39_member=6557_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,30.9518216,30.95190437561837,109.56443357561837,1.98352,1.6048809832333737,6.995119016766626,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=43_member=7341_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.697461600000004,35.69752068422161,114.3100498842216,3.54777,2.982605800697844,5.617394199302156,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=37_member=6349_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.8629264,33.862942575484915,112.47547177548492,2.74347,2.270468411535267,6.329531588464732,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=41_member=6889_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,27.384348,27.38432060845482,105.9968498084548,1.4106,1.1010706453173569,7.498929354682643,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=47_member=8010_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.483498,33.48339815320258,112.09592735320258,2.63426,2.175776817396589,6.424223182603411,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=38_member=6465_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.5849476,35.58483752237572,114.19736672237572,3.49711,2.933028724030444,5.666971275969555,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=29_member=4976_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,32.8534196,32.85346614458213,111.46599534458214,2.44488,2.0141586876727566,6.585841312327244,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=34_member=5729_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.1272428,36.12729970982421,114.7398289098242,3.76248,3.186324045159454,5.413675954840546,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7888_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,32.7834604,32.783404919650515,111.3959341196505,2.41843,1.9912900727135592,6.608709927286441,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7821_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,31.01933,31.019254054929405,109.63178325492942,1.99327,1.61348357450715,6.98651642549285,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=48_member=8165_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.0845388,35.08459194378328,113.69712114378328,3.24714,2.710962038665064,5.889037961334935,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=36_member=6131_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.0098272,36.00986073528155,114.62238993528156,3.70849,3.134917714207661,5.465082285792338,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=32_member=5391_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.2615892,33.261505768011496,111.8740349680115,2.57343,2.1242629122346344,6.475737087765365,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=34_member=5740_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,27.0249716,27.025055498234494,105.63758469823448,1.37217,1.06860471216951,7.53139528783049,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=35_member=5978_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.7979444,35.798046250315835,114.41057545031585,3.60663,3.0393506443949088,5.560649355605091,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=32_member=5373_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.4901084,34.49010839919886,113.10263759919886,2.995,2.496036554160261,6.103963445839739,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=44_member=7565_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,32.9715036,32.97144846847227,111.58397766847226,2.47831,2.042218624407477,6.557781375592523,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=45_member=7737_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.1261288,36.12613241634489,114.7386616163449,3.75756,3.1808123807180086,5.419187619281991,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=35_member=6019_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.062408,36.06245626130536,114.67498546130535,3.73038,3.1567126168261845,5.443287383173815,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=46_member=7796_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.467532,35.46763029885118,114.08015949885116,3.43824,2.8802195861037267,5.719780413896273,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=47_member=7977_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.5069676,35.50698668092144,114.11951588092144,3.45533,2.8976438348703644,5.702356165129635,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=49_member=8311_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.0073764,36.00733726709178,114.61986646709175,3.70558,3.132821831596952,5.467178168403048,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=29_member=4851_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.2643384,35.264277472776136,113.87680667277613,3.33985,2.7923360090087326,5.807663990991268,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=34_member=5819_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.5609588,34.56103873283972,113.17356793283972,3.0224,2.5243195134400267,6.075680486559973,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=38_member=6490_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.0697604,36.06985802316135,114.68238722316136,3.73254,3.15860592045262,5.441394079547379,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=42_member=7145_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.3061512,36.30614392385608,114.9186731238561,3.85887,3.271310690683641,5.328689309316358,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=28_member=4655_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.7361532,33.73614280489097,112.34867200489096,2.71633,2.248163871680924,6.351836128319076,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=24_member=4008_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.7668996,33.76696087691461,112.3794900769146,2.71969,2.2501827542405786,6.3498172457594215,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=34_member=5732_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.7822728,33.7821917262945,112.39472092629453,2.72045,2.2519812421629832,6.348018757837016,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=40_member=6768_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.6530508,36.65302211816361,115.26555131816362,4.06357,3.4564387126143976,5.143561287385602,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=44_member=7554_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.7114224,33.71131958774986,112.32384878774988,2.69854,2.2326349720256085,6.367365027974391,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=18_member=3072_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,37.1547964,37.15490686727385,115.76743606727383,4.37912,3.743629170886426,4.8563708291135725,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8445_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,20.94736636,20.947372107145803,99.5599013071458,1.01547,0.7779392201498002,7.822060779850199,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8506_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.1778184,36.17771080932583,114.79024000932584,3.79088,3.2116986240720657,5.388301375927934,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8596_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,31.6560924,31.656131000200023,110.26866020020005,2.13446,1.737133933689124,6.862866066310875,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8464_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.1692028,35.16929619734085,113.78182539734084,3.28738,2.74810463602502,5.85189536397498,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8489_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,33.927984,33.928075253726064,112.54060445372608,2.76217,2.286432191615828,6.313567808384171,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8579_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.2674576,35.267503555717184,113.8800327557172,3.34196,2.7941895696188577,5.8058104303811415,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8474_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,28.369124,28.369120398124423,106.98164959812442,1.54501,1.2202498473551036,7.379750152644896,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8555_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,34.7982408,34.798261721440575,113.41079092144058,3.12278,2.6048640566822883,5.995135943317711,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8483_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,32.124418,32.12450543561306,110.73703463561304,2.25475,1.8472581305580535,6.752741869441946,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8443_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,29.0288348,29.0287517204358,107.6412809204358,1.62866,1.2977089559487962,7.302291044051204,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8469_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,27.3426844,27.342638190802248,105.95516739080225,1.39731,1.0916004378350677,7.508399562164932,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8584_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,36.776259200000005,36.77633515260383,115.38886435260385,4.09976,3.4941283210192844,5.105871678980716,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8572_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.3808628,35.38077037906462,113.9932995790646,3.38958,2.8371088751560243,5.762891124843975,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8550_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,35.4354488,35.43550778076299,114.048036980763,3.41089,2.855968660263164,5.744031339736836,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
gen=50_member=8507_pso,50,Tzminus1p00_Szplus2p00,1700.0,0.12,29.1130532,29.113125122660595,107.7256543226606,1.64928,1.3151240306611585,7.284875969338842,-1.0,2.0,0.9,1.2,1530.0,0.144,0.75,0.24420134200323335,0.054488684549642945,0.013306209891013653,"T 0.90, S 1.20"
