total_pumping_cfs,depletion_metric_cfs,streamflow_metric_cfs,member,scenario
0.0,0.2550353851582283,-0.2550353851582283,105,Tplus10per
0.0,0.25305329231383844,-0.25305329231383844,18,Tplus10per
0.0,0.2557173315772747,-0.2557173315772747,30,Tplus10per
0.0,0.26283756313718154,-0.26283756313718154,35,Tplus10per
0.0,0.26246223433621196,-0.26246223433621196,56,Tplus10per
0.0,0.2510836092656765,-0.2510836092656765,64,Tplus10per
0.0,0.25648962772871187,-0.25648962772871187,8,Tplus10per
0.0,0.2550044285493609,-0.2550044285493609,90,Tplus10per
0.0,0.21311894406400134,-0.21311894406400178,gen=23_member=2880_pso,Tplus10per
0.0,0.19399575765997268,-0.19399575765997223,gen=24_member=2976_pso,Tplus10per
0.0,0.18983018050663913,-0.18983018050663958,gen=25_member=3126_pso,Tplus10per
0.0,0.21299568001467373,-0.21299568001467328,gen=26_member=3274_pso,Tplus10per
0.0,0.22152608874707802,-0.22152608874707802,gen=27_member=3377_pso,Tplus10per
0.0,0.22014751763537177,-0.22014751763537177,gen=27_member=3397_pso,Tplus10per
0.0,0.21011059642950292,-0.21011059642950336,gen=28_member=3493_pso,Tplus10per
0.0,0.1455679594296515,-0.14556795942965195,gen=29_member=3643_pso,Tplus10per
0.0,0.1668507593416484,-0.1668507593416484,gen=29_member=3677_pso,Tplus10per
0.0,0.22223436307972033,-0.22223436307972033,gen=30_member=3730_pso,Tplus10per
0.0,0.1381623124281237,-0.1381623124281237,gen=30_member=3743_pso,Tplus10per
0.0,0.20876871234808148,-0.20876871234808103,gen=30_member=3767_pso,Tplus10per
0.0,0.21801569638283702,-0.21801569638283702,gen=31_member=3852_pso,Tplus10per
0.0,0.1758601274409033,-0.1758601274409024,gen=31_member=3912_pso,Tplus10per
0.0,0.2177923238101771,-0.2177923238101771,gen=31_member=3915_pso,Tplus10per
0.0,0.21620657151635125,-0.21620657151635125,gen=31_member=3921_pso,Tplus10per
0.0,0.18312013321643272,-0.18312013321643228,gen=32_member=3978_pso,Tplus10per
0.0,0.22903814597794359,-0.22903814597794359,gen=32_member=3991_pso,Tplus10per
0.0,0.10850047205997138,-0.10850047205997093,gen=33_member=4144_pso,Tplus10per
0.0,0.2295234580777228,-0.2295234580777228,gen=33_member=4157_pso,Tplus10per
0.0,0.17517757743443463,-0.17517757743443507,gen=33_member=4206_pso,Tplus10per
0.0,0.23062227540108804,-0.23062227540108804,gen=34_member=4241_pso,Tplus10per
0.0,0.18182892431363618,-0.18182892431363573,gen=34_member=4254_pso,Tplus10per
0.0,0.18520216312761884,-0.18520216312761928,gen=34_member=4333_pso,Tplus10per
0.0,0.2260645665885841,-0.2260645665885841,gen=35_member=4358_pso,Tplus10per
0.0,0.17240808902495974,-0.17240808902495885,gen=35_member=4371_pso,Tplus10per
0.0,0.12262570552261787,-0.12262570552261831,gen=35_member=4383_pso,Tplus10per
0.0,0.19984659505130686,-0.19984659505130686,gen=35_member=4426_pso,Tplus10per
0.0,0.21196329168155215,-0.2119632916815517,gen=35_member=4441_pso,Tplus10per
0.0,0.1767770986168853,-0.17677709861688573,gen=35_member=4446_pso,Tplus10per
0.0,0.1129634835968869,-0.11296348359688668,gen=36_member=4494_pso,Tplus10per
0.0,0.1451570335460448,-0.14515703354604437,gen=36_member=4525_pso,Tplus10per
0.0,0.22739911966783755,-0.22739911966783755,gen=36_member=4531_pso,Tplus10per
0.0,0.10022750823411308,-0.10022750823411286,gen=36_member=4573_pso,Tplus10per
0.0,0.2107250673615657,-0.21072506736156527,gen=36_member=4595_pso,Tplus10per
0.0,0.2214940897877744,-0.2214940897877744,gen=36_member=4597_pso,Tplus10per
0.0,0.16806095347752104,-0.16806095347752148,gen=37_member=4683_pso,Tplus10per
0.0,0.10103543392157777,-0.10103543392157821,gen=37_member=4697_pso,Tplus10per
0.0,0.22238604467981382,-0.22238604467981382,gen=37_member=4713_pso,Tplus10per
0.0,0.1636702949064026,-0.16367029490640217,gen=37_member=4723_pso,Tplus10per
0.0,0.1890075096713537,-0.18900750967135416,gen=37_member=4733_pso,Tplus10per
0.0,0.1213768345439803,-0.1213768345439803,gen=38_member=4768_pso,Tplus10per
0.0,0.15349714643574552,-0.15349714643574508,gen=38_member=4772_pso,Tplus10per
0.0,0.10362524168945852,-0.10362524168945875,gen=38_member=4778_pso,Tplus10per
0.0,0.16269951269313987,-0.1626995126931403,gen=38_member=4779_pso,Tplus10per
0.0,0.16054369386340994,-0.16054369386340994,gen=38_member=4784_pso,Tplus10per
0.0,0.21875832139583018,-0.21875832139583018,gen=38_member=4788_pso,Tplus10per
0.0,0.20585311093514713,-0.20585311093514758,gen=38_member=4799_pso,Tplus10per
0.0,0.22164890614513322,-0.22164890614513322,gen=38_member=4827_pso,Tplus10per
0.0,0.19650046801550092,-0.19650046801550136,gen=38_member=4840_pso,Tplus10per
0.0,0.2199224956182988,-0.2199224956182988,gen=38_member=4844_pso,Tplus10per
0.0,0.12937506667471688,-0.12937506667471688,gen=39_member=4882_pso,Tplus10per
0.0,0.17352277083039924,-0.1735227708303988,gen=39_member=4883_pso,Tplus10per
0.0,0.17806388607578594,-0.17806388607578594,gen=39_member=4884_pso,Tplus10per
0.0,0.20768165533518035,-0.2076816553351799,gen=39_member=4886_pso,Tplus10per
0.0,0.23077634479633868,-0.23077634479633868,gen=39_member=4891_pso,Tplus10per
0.0,0.10634260422975172,-0.10634260422975128,gen=39_member=4901_pso,Tplus10per
0.0,0.12742130704398535,-0.1274213070439849,gen=39_member=4904_pso,Tplus10per
0.0,0.15683139196886753,-0.15683139196886753,gen=39_member=4906_pso,Tplus10per
0.0,0.19800843974111526,-0.19800843974111437,gen=39_member=4925_pso,Tplus10per
0.0,0.1563656287336208,-0.1563656287336208,gen=39_member=4935_pso,Tplus10per
0.0,0.18969133864443943,-0.18969133864443943,gen=39_member=4943_pso,Tplus10per
0.0,0.21039509805831802,-0.21039509805831802,gen=39_member=4970_pso,Tplus10per
0.0,0.2315448737678425,-0.2315448737678425,gen=40_member=5021_pso,Tplus10per
0.0,0.1322602969176696,-0.1322602969176696,gen=40_member=5041_pso,Tplus10per
0.0,0.1750851459422833,-0.1750851459422833,gen=40_member=5054_pso,Tplus10per
0.0,0.18223369557802815,-0.18223369557802815,gen=40_member=5066_pso,Tplus10per
0.0,0.18634256343570632,-0.18634256343570677,gen=40_member=5076_pso,Tplus10per
0.0,0.1256796158973037,-0.1256796158973037,gen=40_member=5082_pso,Tplus10per
0.0,0.22441655389223047,-0.22441655389223047,gen=40_member=5102_pso,Tplus10per
0.0,0.24800438666295754,-0.24800438666295754,gen=40_member=5105_pso,Tplus10per
0.0,0.21665015754661665,-0.2166501575466171,gen=40_member=5107_pso,Tplus10per
0.0,0.10920714962823053,-0.1092071496282303,gen=41_member=5136_pso,Tplus10per
0.0,0.1447062735360909,-0.1447062735360909,gen=41_member=5141_pso,Tplus10per
0.0,0.16906035086433402,-0.16906035086433402,gen=41_member=5185_pso,Tplus10per
0.0,0.21791127210974492,-0.21791127210974448,gen=41_member=5212_pso,Tplus10per
0.0,0.2110391584393736,-0.21103915843937315,gen=41_member=5214_pso,Tplus10per
0.0,0.12786638607418088,-0.12786638607418066,gen=41_member=5219_pso,Tplus10per
0.0,0.1613838204945468,-0.16138382049454592,gen=41_member=5241_pso,Tplus10per
0.0,0.23614925496908512,-0.23614925496908512,gen=42_member=5263_pso,Tplus10per
0.0,0.2439372263839683,-0.2439372263839683,gen=42_member=5264_pso,Tplus10per
0.0,0.18529986441010848,-0.18529986441010848,gen=42_member=5267_pso,Tplus10per
0.0,0.21145229685133105,-0.2114522968513315,gen=42_member=5321_pso,Tplus10per
0.0,0.1330905422960762,-0.13309054229607575,gen=42_member=5333_pso,Tplus10per
0.0,0.22354706020239679,-0.22354706020239679,gen=42_member=5368_pso,Tplus10per
0.0,0.21507056605568664,-0.21507056605568664,gen=42_member=5374_pso,Tplus10per
0.0,0.2112172580664855,-0.21121725806648595,gen=43_member=5399_pso,Tplus10per
0.0,0.20519570304058155,-0.2051957030405811,gen=43_member=5401_pso,Tplus10per
0.0,0.23187349518000122,-0.23187349518000122,gen=43_member=5423_pso,Tplus10per
0.0,0.18932416265641017,-0.18932416265641017,gen=43_member=5437_pso,Tplus10per
0.0,0.21654114327230323,-0.21654114327230367,gen=43_member=5440_pso,Tplus10per
0.0,0.20810795396527126,-0.20810795396527126,gen=43_member=5487_pso,Tplus10per
0.0,0.23405501767764303,-0.23405501767764303,gen=44_member=5517_pso,Tplus10per
0.0,0.12925531176867278,-0.12925531176867278,gen=44_member=5537_pso,Tplus10per
0.0,0.18599488570779643,-0.18599488570779688,gen=44_member=5538_pso,Tplus10per
0.0,0.23633986378280092,-0.23633986378280092,gen=44_member=5540_pso,Tplus10per
0.0,0.17546671379004763,-0.17546671379004763,gen=44_member=5545_pso,Tplus10per
0.0,0.1726968186379243,-0.17269681863792474,gen=44_member=5555_pso,Tplus10per
0.0,0.10109971288213937,-0.10109971288213959,gen=44_member=5567_pso,Tplus10per
0.0,0.13314668160154364,-0.1331466816015432,gen=44_member=5578_pso,Tplus10per
0.0,0.22503247147359584,-0.22503247147359584,gen=44_member=5592_pso,Tplus10per
0.0,0.1356897793638363,-0.13568977936383586,gen=44_member=5596_pso,Tplus10per
0.0,0.1925120146882513,-0.1925120146882513,gen=44_member=5611_pso,Tplus10per
0.0,0.1037418585158536,-0.10374185851585427,gen=45_member=5633_pso,Tplus10per
0.0,0.1189019388960244,-0.11890193889602418,gen=45_member=5670_pso,Tplus10per
0.0,0.12360606072574631,-0.12360606072574587,gen=45_member=5683_pso,Tplus10per
0.0,0.12077262650398057,-0.1207726265039808,gen=45_member=5693_pso,Tplus10per
0.0,0.19353747242289465,-0.19353747242289465,gen=45_member=5694_pso,Tplus10per
0.0,0.1244137000274923,-0.12441370002749252,gen=45_member=5711_pso,Tplus10per
0.0,0.19806660537930298,-0.19806660537930298,gen=45_member=5714_pso,Tplus10per
0.0,0.13478411180380379,-0.13478411180380334,gen=45_member=5721_pso,Tplus10per
0.0,0.10431447177499642,-0.10431447177499642,gen=45_member=5725_pso,Tplus10per
0.0,0.13283754826281768,-0.13283754826281768,gen=45_member=5738_pso,Tplus10per
0.0,0.2228323111327244,-0.2228323111327244,gen=46_member=5774_pso,Tplus10per
0.0,0.20386193045839018,-0.20386193045839018,gen=46_member=5787_pso,Tplus10per
0.0,0.18855792878964195,-0.18855792878964195,gen=46_member=5794_pso,Tplus10per
0.0,0.11047810628709587,-0.11047810628709609,gen=46_member=5800_pso,Tplus10per
0.0,0.21614518048469789,-0.21614518048469744,gen=46_member=5801_pso,Tplus10per
0.0,0.2220928165104734,-0.2220928165104734,gen=46_member=5826_pso,Tplus10per
0.0,0.22958803979318798,-0.22958803979318798,gen=46_member=5827_pso,Tplus10per
0.0,0.12959380345720595,-0.1295938034572064,gen=46_member=5849_pso,Tplus10per
0.0,0.21769097662664638,-0.21769097662664638,gen=46_member=5862_pso,Tplus10per
0.0,0.18709454056673458,-0.18709454056673458,gen=46_member=5863_pso,Tplus10per
0.0,0.12517639039612893,-0.1251763903961285,gen=46_member=5865_pso,Tplus10per
0.0,0.1556406438808775,-0.1556406438808775,gen=46_member=5867_pso,Tplus10per
0.0,0.12500444001118627,-0.12500444001118627,gen=47_member=5893_pso,Tplus10per
0.0,0.17558322979829422,-0.17558322979829466,gen=47_member=5898_pso,Tplus10per
0.0,0.15124545065082406,-0.1512454506508245,gen=47_member=5902_pso,Tplus10per
0.0,0.09687562436415775,-0.09687562436415753,gen=47_member=5907_pso,Tplus10per
0.0,0.19301093940197767,-0.19301093940197767,gen=47_member=5916_pso,Tplus10per
0.0,0.22086635757968853,-0.22086635757968853,gen=47_member=5927_pso,Tplus10per
0.0,0.2247689102105621,-0.2247689102105621,gen=47_member=5934_pso,Tplus10per
