child,parent_1,parent_2,parent_3
GEN=31_MEMBER=804_PSO,GEN=30_MEMBER=765_PSO,,
GEN=31_MEMBER=805_PSO,GEN=30_MEMBER=775_PSO,,
GEN=32_MEMBER=806_PSO,16,,
GEN=32_MEMBER=807_PSO,GEN=17_MEMBER=440_PSO,,
GEN=32_MEMBER=808_PSO,GEN=30_MEMBER=758_PSO,,
GEN=32_MEMBER=809_PSO,GEN=22_MEMBER=558_PSO,,
GEN=32_MEMBER=810_PSO,GEN=23_MEMBER=589_PSO,,
GEN=32_MEMBER=811_PSO,GEN=15_MEMBER=368_PSO,,
GEN=32_MEMBER=812_PSO,GEN=28_MEMBER=723_PSO,,
GEN=32_MEMBER=813_PSO,GEN=4_MEMBER=85_PSO,,
GEN=32_MEMBER=814_PSO,22,,
GEN=32_MEMBER=815_PSO,GEN=26_MEMBER=671_PSO,,
GEN=32_MEMBER=816_PSO,GEN=30_MEMBER=768_PSO,,
GEN=32_MEMBER=817_PSO,GEN=29_MEMBER=749_PSO,,
GEN=32_MEMBER=818_PSO,GEN=23_MEMBER=596_PSO,,
GEN=32_MEMBER=819_PSO,GEN=31_MEMBER=785_PSO,,
GEN=32_MEMBER=820_PSO,GEN=27_MEMBER=693_PSO,,
GEN=32_MEMBER=821_PSO,GEN=30_MEMBER=776_PSO,,
GEN=32_MEMBER=822_PSO,19,,
GEN=32_MEMBER=823_PSO,GEN=30_MEMBER=764_PSO,,
GEN=32_MEMBER=824_PSO,GEN=25_MEMBER=645_PSO,,
GEN=32_MEMBER=825_PSO,GEN=17_MEMBER=421_PSO,,
GEN=32_MEMBER=826_PSO,GEN=30_MEMBER=763_PSO,,
GEN=32_MEMBER=827_PSO,GEN=27_MEMBER=699_PSO,,
GEN=32_MEMBER=828_PSO,GEN=30_MEMBER=765_PSO,,
GEN=32_MEMBER=829_PSO,GEN=29_MEMBER=733_PSO,,
GEN=32_MEMBER=830_PSO,GEN=31_MEMBER=782_PSO,,
GEN=32_MEMBER=831_PSO,GEN=31_MEMBER=794_PSO,,
GEN=33_MEMBER=832_PSO,16,,
GEN=33_MEMBER=833_PSO,GEN=17_MEMBER=440_PSO,,
GEN=33_MEMBER=834_PSO,GEN=22_MEMBER=558_PSO,,
GEN=33_MEMBER=835_PSO,GEN=27_MEMBER=699_PSO,,
GEN=33_MEMBER=836_PSO,GEN=28_MEMBER=723_PSO,,
GEN=33_MEMBER=837_PSO,GEN=4_MEMBER=85_PSO,,
GEN=33_MEMBER=838_PSO,GEN=30_MEMBER=764_PSO,,
GEN=33_MEMBER=839_PSO,GEN=26_MEMBER=671_PSO,,
GEN=33_MEMBER=840_PSO,GEN=30_MEMBER=768_PSO,,
GEN=33_MEMBER=841_PSO,GEN=23_MEMBER=596_PSO,,
GEN=33_MEMBER=842_PSO,GEN=23_MEMBER=589_PSO,,
GEN=33_MEMBER=843_PSO,22,,
GEN=33_MEMBER=844_PSO,GEN=30_MEMBER=776_PSO,,
GEN=33_MEMBER=845_PSO,GEN=30_MEMBER=758_PSO,,
GEN=33_MEMBER=846_PSO,GEN=17_MEMBER=421_PSO,,
GEN=33_MEMBER=847_PSO,GEN=31_MEMBER=794_PSO,,
GEN=33_MEMBER=848_PSO,19,,
GEN=33_MEMBER=849_PSO,GEN=32_MEMBER=816_PSO,,
GEN=33_MEMBER=850_PSO,GEN=29_MEMBER=733_PSO,,
GEN=33_MEMBER=851_PSO,GEN=25_MEMBER=645_PSO,,
GEN=33_MEMBER=852_PSO,GEN=32_MEMBER=823_PSO,,
GEN=33_MEMBER=853_PSO,GEN=32_MEMBER=811_PSO,,
GEN=33_MEMBER=854_PSO,GEN=32_MEMBER=826_PSO,,
GEN=33_MEMBER=855_PSO,GEN=30_MEMBER=763_PSO,,
GEN=33_MEMBER=856_PSO,GEN=32_MEMBER=813_PSO,,
GEN=33_MEMBER=857_PSO,GEN=15_MEMBER=368_PSO,,
GEN=34_MEMBER=858_PSO,GEN=17_MEMBER=440_PSO,,
GEN=34_MEMBER=859_PSO,16,,
GEN=34_MEMBER=860_PSO,GEN=28_MEMBER=723_PSO,,
GEN=34_MEMBER=861_PSO,GEN=29_MEMBER=733_PSO,,
GEN=34_MEMBER=862_PSO,GEN=33_MEMBER=838_PSO,,
GEN=34_MEMBER=863_PSO,GEN=30_MEMBER=763_PSO,,
GEN=34_MEMBER=864_PSO,GEN=4_MEMBER=85_PSO,,
GEN=34_MEMBER=865_PSO,GEN=23_MEMBER=589_PSO,,
GEN=34_MEMBER=866_PSO,22,,
GEN=34_MEMBER=867_PSO,GEN=22_MEMBER=558_PSO,,
GEN=34_MEMBER=868_PSO,GEN=23_MEMBER=596_PSO,,
GEN=34_MEMBER=869_PSO,GEN=33_MEMBER=857_PSO,,
GEN=34_MEMBER=870_PSO,GEN=31_MEMBER=794_PSO,,
GEN=34_MEMBER=871_PSO,GEN=30_MEMBER=776_PSO,,
GEN=34_MEMBER=872_PSO,GEN=30_MEMBER=768_PSO,,
GEN=34_MEMBER=873_PSO,19,,
GEN=34_MEMBER=874_PSO,GEN=33_MEMBER=854_PSO,,
GEN=34_MEMBER=875_PSO,GEN=27_MEMBER=699_PSO,,
GEN=34_MEMBER=876_PSO,GEN=25_MEMBER=645_PSO,,
GEN=34_MEMBER=877_PSO,GEN=26_MEMBER=671_PSO,,
GEN=34_MEMBER=878_PSO,GEN=32_MEMBER=826_PSO,,
GEN=34_MEMBER=879_PSO,GEN=33_MEMBER=834_PSO,,
GEN=34_MEMBER=880_PSO,GEN=15_MEMBER=368_PSO,,
GEN=34_MEMBER=881_PSO,GEN=33_MEMBER=853_PSO,,
GEN=34_MEMBER=882_PSO,GEN=32_MEMBER=816_PSO,,
GEN=34_MEMBER=883_PSO,GEN=33_MEMBER=841_PSO,,
GEN=35_MEMBER=884_PSO,16,,
GEN=35_MEMBER=885_PSO,GEN=17_MEMBER=440_PSO,,
GEN=35_MEMBER=886_PSO,GEN=34_MEMBER=859_PSO,,
GEN=35_MEMBER=887_PSO,GEN=28_MEMBER=723_PSO,,
GEN=35_MEMBER=888_PSO,GEN=32_MEMBER=826_PSO,,
GEN=35_MEMBER=889_PSO,GEN=4_MEMBER=85_PSO,,
GEN=35_MEMBER=890_PSO,GEN=34_MEMBER=868_PSO,,
GEN=35_MEMBER=891_PSO,GEN=30_MEMBER=763_PSO,,
GEN=35_MEMBER=892_PSO,22,,
GEN=35_MEMBER=893_PSO,GEN=26_MEMBER=671_PSO,,
GEN=35_MEMBER=894_PSO,GEN=30_MEMBER=768_PSO,,
GEN=35_MEMBER=895_PSO,GEN=33_MEMBER=838_PSO,,
GEN=35_MEMBER=896_PSO,19,,
GEN=35_MEMBER=897_PSO,GEN=22_MEMBER=558_PSO,,
GEN=35_MEMBER=898_PSO,GEN=34_MEMBER=873_PSO,,
GEN=35_MEMBER=899_PSO,GEN=31_MEMBER=794_PSO,,
GEN=35_MEMBER=900_PSO,GEN=33_MEMBER=853_PSO,,
GEN=35_MEMBER=901_PSO,GEN=15_MEMBER=368_PSO,,
GEN=35_MEMBER=902_PSO,GEN=30_MEMBER=776_PSO,,
GEN=35_MEMBER=903_PSO,GEN=34_MEMBER=878_PSO,,
GEN=35_MEMBER=904_PSO,GEN=27_MEMBER=699_PSO,,
GEN=35_MEMBER=905_PSO,GEN=33_MEMBER=834_PSO,,
GEN=35_MEMBER=906_PSO,GEN=33_MEMBER=857_PSO,,
GEN=35_MEMBER=907_PSO,GEN=34_MEMBER=862_PSO,,
GEN=35_MEMBER=908_PSO,GEN=34_MEMBER=860_PSO,,
GEN=35_MEMBER=909_PSO,GEN=34_MEMBER=881_PSO,,
GEN=36_MEMBER=910_PSO,16,,
GEN=36_MEMBER=911_PSO,GEN=17_MEMBER=440_PSO,,
GEN=36_MEMBER=912_PSO,GEN=34_MEMBER=859_PSO,,
GEN=36_MEMBER=913_PSO,GEN=35_MEMBER=899_PSO,,
GEN=36_MEMBER=914_PSO,GEN=22_MEMBER=558_PSO,,
GEN=36_MEMBER=915_PSO,GEN=32_MEMBER=826_PSO,,
GEN=36_MEMBER=916_PSO,GEN=35_MEMBER=893_PSO,,
GEN=36_MEMBER=917_PSO,GEN=33_MEMBER=857_PSO,,
GEN=36_MEMBER=918_PSO,GEN=30_MEMBER=763_PSO,,
GEN=36_MEMBER=919_PSO,22,,
GEN=36_MEMBER=920_PSO,GEN=35_MEMBER=898_PSO,,
GEN=36_MEMBER=921_PSO,GEN=26_MEMBER=671_PSO,,
GEN=36_MEMBER=922_PSO,GEN=4_MEMBER=85_PSO,,
GEN=36_MEMBER=923_PSO,19,,
GEN=36_MEMBER=924_PSO,GEN=34_MEMBER=868_PSO,,
GEN=36_MEMBER=925_PSO,GEN=35_MEMBER=895_PSO,,
GEN=36_MEMBER=926_PSO,GEN=35_MEMBER=900_PSO,,
GEN=36_MEMBER=927_PSO,GEN=34_MEMBER=860_PSO,,
GEN=36_MEMBER=928_PSO,GEN=30_MEMBER=768_PSO,,
GEN=36_MEMBER=929_PSO,GEN=34_MEMBER=878_PSO,,
GEN=36_MEMBER=930_PSO,GEN=30_MEMBER=776_PSO,,
GEN=36_MEMBER=931_PSO,GEN=35_MEMBER=894_PSO,,
GEN=36_MEMBER=932_PSO,GEN=33_MEMBER=834_PSO,,
GEN=36_MEMBER=933_PSO,GEN=34_MEMBER=862_PSO,,
GEN=36_MEMBER=934_PSO,GEN=35_MEMBER=890_PSO,,
GEN=36_MEMBER=935_PSO,GEN=35_MEMBER=905_PSO,,
GEN=37_MEMBER=936_PSO,16,,
GEN=37_MEMBER=937_PSO,GEN=17_MEMBER=440_PSO,,
GEN=37_MEMBER=938_PSO,GEN=34_MEMBER=859_PSO,,
GEN=37_MEMBER=939_PSO,GEN=35_MEMBER=899_PSO,,
GEN=37_MEMBER=940_PSO,GEN=30_MEMBER=768_PSO,,
GEN=37_MEMBER=941_PSO,GEN=4_MEMBER=85_PSO,,
GEN=37_MEMBER=942_PSO,GEN=32_MEMBER=826_PSO,,
GEN=37_MEMBER=943_PSO,GEN=34_MEMBER=868_PSO,,
GEN=37_MEMBER=944_PSO,GEN=35_MEMBER=893_PSO,,
GEN=37_MEMBER=945_PSO,22,,
GEN=37_MEMBER=946_PSO,GEN=22_MEMBER=558_PSO,,
GEN=37_MEMBER=947_PSO,GEN=35_MEMBER=898_PSO,,
GEN=37_MEMBER=948_PSO,GEN=26_MEMBER=671_PSO,,
GEN=37_MEMBER=949_PSO,GEN=35_MEMBER=905_PSO,,
GEN=37_MEMBER=950_PSO,GEN=36_MEMBER=916_PSO,,
GEN=37_MEMBER=951_PSO,19,,
GEN=37_MEMBER=952_PSO,GEN=36_MEMBER=912_PSO,,
GEN=37_MEMBER=953_PSO,GEN=35_MEMBER=895_PSO,,
GEN=37_MEMBER=954_PSO,GEN=36_MEMBER=910_PSO,,
GEN=37_MEMBER=955_PSO,GEN=30_MEMBER=776_PSO,,
GEN=37_MEMBER=956_PSO,GEN=30_MEMBER=763_PSO,,
GEN=37_MEMBER=957_PSO,GEN=36_MEMBER=917_PSO,,
GEN=37_MEMBER=958_PSO,GEN=35_MEMBER=890_PSO,,
GEN=37_MEMBER=959_PSO,GEN=36_MEMBER=925_PSO,,
GEN=37_MEMBER=960_PSO,GEN=36_MEMBER=921_PSO,,
GEN=37_MEMBER=961_PSO,GEN=36_MEMBER=927_PSO,,
GEN=38_MEMBER=962_PSO,GEN=17_MEMBER=440_PSO,,
GEN=38_MEMBER=963_PSO,16,,
GEN=38_MEMBER=964_PSO,GEN=37_MEMBER=950_PSO,,
GEN=38_MEMBER=965_PSO,GEN=36_MEMBER=927_PSO,,
GEN=38_MEMBER=966_PSO,GEN=34_MEMBER=859_PSO,,
GEN=38_MEMBER=967_PSO,GEN=4_MEMBER=85_PSO,,
GEN=38_MEMBER=968_PSO,GEN=30_MEMBER=776_PSO,,
GEN=38_MEMBER=969_PSO,GEN=35_MEMBER=905_PSO,,
GEN=38_MEMBER=970_PSO,GEN=30_MEMBER=768_PSO,,
GEN=38_MEMBER=971_PSO,22,,
GEN=38_MEMBER=972_PSO,GEN=36_MEMBER=910_PSO,,
GEN=38_MEMBER=973_PSO,GEN=37_MEMBER=960_PSO,,
GEN=38_MEMBER=974_PSO,GEN=35_MEMBER=895_PSO,,
GEN=38_MEMBER=975_PSO,GEN=36_MEMBER=916_PSO,,
GEN=38_MEMBER=976_PSO,19,,
GEN=38_MEMBER=977_PSO,GEN=22_MEMBER=558_PSO,,
GEN=38_MEMBER=978_PSO,GEN=35_MEMBER=893_PSO,,
GEN=38_MEMBER=979_PSO,GEN=36_MEMBER=912_PSO,,
GEN=38_MEMBER=980_PSO,GEN=37_MEMBER=936_PSO,,
GEN=38_MEMBER=981_PSO,GEN=26_MEMBER=671_PSO,,
GEN=38_MEMBER=982_PSO,GEN=32_MEMBER=826_PSO,,
GEN=38_MEMBER=983_PSO,GEN=35_MEMBER=890_PSO,,
GEN=38_MEMBER=984_PSO,GEN=37_MEMBER=956_PSO,,
GEN=38_MEMBER=985_PSO,GEN=37_MEMBER=948_PSO,,
GEN=38_MEMBER=986_PSO,GEN=35_MEMBER=898_PSO,,
GEN=38_MEMBER=987_PSO,GEN=37_MEMBER=944_PSO,,
GEN=39_MEMBER=988_PSO,16,,
GEN=39_MEMBER=989_PSO,GEN=17_MEMBER=440_PSO,,
GEN=39_MEMBER=990_PSO,GEN=37_MEMBER=950_PSO,,
GEN=39_MEMBER=991_PSO,GEN=36_MEMBER=927_PSO,,
GEN=39_MEMBER=992_PSO,GEN=30_MEMBER=768_PSO,,
GEN=39_MEMBER=993_PSO,GEN=4_MEMBER=85_PSO,,
GEN=39_MEMBER=994_PSO,GEN=22_MEMBER=558_PSO,,
GEN=39_MEMBER=995_PSO,GEN=37_MEMBER=936_PSO,,
GEN=39_MEMBER=996_PSO,GEN=36_MEMBER=910_PSO,,
GEN=39_MEMBER=997_PSO,22,,
GEN=39_MEMBER=998_PSO,GEN=37_MEMBER=960_PSO,,
GEN=39_MEMBER=999_PSO,GEN=26_MEMBER=671_PSO,,
GEN=39_MEMBER=1000_PSO,GEN=36_MEMBER=916_PSO,,
GEN=39_MEMBER=1001_PSO,GEN=34_MEMBER=859_PSO,,
GEN=39_MEMBER=1002_PSO,19,,
GEN=39_MEMBER=1003_PSO,GEN=35_MEMBER=890_PSO,,
GEN=39_MEMBER=1004_PSO,GEN=35_MEMBER=895_PSO,,
GEN=39_MEMBER=1005_PSO,GEN=36_MEMBER=912_PSO,,
GEN=39_MEMBER=1006_PSO,GEN=38_MEMBER=968_PSO,,
GEN=39_MEMBER=1007_PSO,GEN=38_MEMBER=982_PSO,,
GEN=39_MEMBER=1008_PSO,GEN=35_MEMBER=893_PSO,,
GEN=39_MEMBER=1009_PSO,GEN=37_MEMBER=956_PSO,,
GEN=39_MEMBER=1010_PSO,GEN=38_MEMBER=981_PSO,,
GEN=39_MEMBER=1011_PSO,GEN=37_MEMBER=948_PSO,,
GEN=39_MEMBER=1012_PSO,GEN=35_MEMBER=898_PSO,,
GEN=39_MEMBER=1013_PSO,GEN=37_MEMBER=944_PSO,,
GEN=40_MEMBER=1014_PSO,GEN=17_MEMBER=440_PSO,,
GEN=40_MEMBER=1015_PSO,16,,
GEN=40_MEMBER=1016_PSO,GEN=37_MEMBER=950_PSO,,
GEN=40_MEMBER=1017_PSO,GEN=36_MEMBER=927_PSO,,
GEN=40_MEMBER=1018_PSO,GEN=36_MEMBER=916_PSO,,
GEN=40_MEMBER=1019_PSO,GEN=22_MEMBER=558_PSO,,
GEN=40_MEMBER=1020_PSO,GEN=30_MEMBER=768_PSO,,
GEN=40_MEMBER=1021_PSO,GEN=4_MEMBER=85_PSO,,
GEN=40_MEMBER=1022_PSO,GEN=37_MEMBER=944_PSO,,
GEN=40_MEMBER=1023_PSO,GEN=39_MEMBER=999_PSO,,
GEN=40_MEMBER=1024_PSO,GEN=39_MEMBER=998_PSO,,
GEN=40_MEMBER=1025_PSO,GEN=26_MEMBER=671_PSO,,
GEN=40_MEMBER=1026_PSO,GEN=36_MEMBER=910_PSO,,
GEN=40_MEMBER=1027_PSO,GEN=35_MEMBER=890_PSO,,
GEN=40_MEMBER=1028_PSO,22,,
GEN=40_MEMBER=1029_PSO,GEN=37_MEMBER=960_PSO,,
GEN=40_MEMBER=1030_PSO,GEN=35_MEMBER=898_PSO,,
GEN=40_MEMBER=1031_PSO,GEN=35_MEMBER=895_PSO,,
GEN=40_MEMBER=1032_PSO,GEN=37_MEMBER=948_PSO,,
GEN=40_MEMBER=1033_PSO,19,,
GEN=40_MEMBER=1034_PSO,GEN=35_MEMBER=893_PSO,,
GEN=40_MEMBER=1035_PSO,GEN=39_MEMBER=1012_PSO,,
GEN=40_MEMBER=1036_PSO,GEN=39_MEMBER=1013_PSO,,
GEN=40_MEMBER=1037_PSO,GEN=39_MEMBER=1000_PSO,,
GEN=40_MEMBER=1038_PSO,GEN=37_MEMBER=956_PSO,,
GEN=40_MEMBER=1039_PSO,GEN=38_MEMBER=981_PSO,,
GEN=41_MEMBER=1040_PSO,16,,
GEN=41_MEMBER=1041_PSO,GEN=17_MEMBER=440_PSO,,
GEN=41_MEMBER=1042_PSO,GEN=37_MEMBER=950_PSO,,
GEN=41_MEMBER=1043_PSO,GEN=40_MEMBER=1017_PSO,,
GEN=41_MEMBER=1044_PSO,GEN=40_MEMBER=1034_PSO,,
GEN=41_MEMBER=1045_PSO,GEN=22_MEMBER=558_PSO,,
GEN=41_MEMBER=1046_PSO,GEN=4_MEMBER=85_PSO,,
GEN=41_MEMBER=1047_PSO,GEN=39_MEMBER=1012_PSO,,
GEN=41_MEMBER=1048_PSO,GEN=37_MEMBER=944_PSO,,
GEN=41_MEMBER=1049_PSO,GEN=40_MEMBER=1029_PSO,,
GEN=41_MEMBER=1050_PSO,GEN=26_MEMBER=671_PSO,,
GEN=41_MEMBER=1051_PSO,GEN=36_MEMBER=916_PSO,,
GEN=41_MEMBER=1052_PSO,22,,
GEN=41_MEMBER=1053_PSO,GEN=40_MEMBER=1022_PSO,,
GEN=41_MEMBER=1054_PSO,GEN=40_MEMBER=1018_PSO,,
GEN=41_MEMBER=1055_PSO,GEN=37_MEMBER=948_PSO,,
GEN=41_MEMBER=1056_PSO,19,,
GEN=41_MEMBER=1057_PSO,GEN=35_MEMBER=893_PSO,,
GEN=41_MEMBER=1058_PSO,GEN=30_MEMBER=768_PSO,,
GEN=41_MEMBER=1059_PSO,GEN=40_MEMBER=1016_PSO,,
GEN=41_MEMBER=1060_PSO,GEN=39_MEMBER=999_PSO,,
GEN=41_MEMBER=1061_PSO,GEN=35_MEMBER=895_PSO,,
GEN=41_MEMBER=1062_PSO,GEN=37_MEMBER=956_PSO,,
GEN=41_MEMBER=1063_PSO,GEN=35_MEMBER=898_PSO,,
GEN=41_MEMBER=1064_PSO,GEN=40_MEMBER=1021_PSO,,
GEN=41_MEMBER=1065_PSO,GEN=39_MEMBER=1000_PSO,,
GEN=42_MEMBER=1066_PSO,16,,
GEN=42_MEMBER=1067_PSO,GEN=17_MEMBER=440_PSO,,
GEN=42_MEMBER=1068_PSO,GEN=37_MEMBER=950_PSO,,
GEN=42_MEMBER=1069_PSO,GEN=41_MEMBER=1041_PSO,,
GEN=42_MEMBER=1070_PSO,GEN=22_MEMBER=558_PSO,,
GEN=42_MEMBER=1071_PSO,GEN=40_MEMBER=1034_PSO,,
GEN=42_MEMBER=1072_PSO,GEN=4_MEMBER=85_PSO,,
GEN=42_MEMBER=1073_PSO,GEN=39_MEMBER=1012_PSO,,
GEN=42_MEMBER=1074_PSO,GEN=37_MEMBER=944_PSO,,
GEN=42_MEMBER=1075_PSO,GEN=35_MEMBER=895_PSO,,
GEN=42_MEMBER=1076_PSO,GEN=26_MEMBER=671_PSO,,
GEN=42_MEMBER=1077_PSO,GEN=41_MEMBER=1055_PSO,,
GEN=42_MEMBER=1078_PSO,22,,
GEN=42_MEMBER=1079_PSO,GEN=40_MEMBER=1022_PSO,,
GEN=42_MEMBER=1080_PSO,19,,
GEN=42_MEMBER=1081_PSO,GEN=36_MEMBER=916_PSO,,
GEN=42_MEMBER=1082_PSO,GEN=35_MEMBER=898_PSO,,
GEN=42_MEMBER=1083_PSO,GEN=30_MEMBER=768_PSO,,
GEN=42_MEMBER=1084_PSO,GEN=41_MEMBER=1047_PSO,,
GEN=42_MEMBER=1085_PSO,GEN=37_MEMBER=956_PSO,,
GEN=42_MEMBER=1086_PSO,GEN=39_MEMBER=999_PSO,,
GEN=42_MEMBER=1087_PSO,GEN=35_MEMBER=893_PSO,,
GEN=42_MEMBER=1088_PSO,GEN=40_MEMBER=1029_PSO,,
GEN=42_MEMBER=1089_PSO,GEN=37_MEMBER=948_PSO,,
GEN=42_MEMBER=1090_PSO,GEN=41_MEMBER=1057_PSO,,
GEN=42_MEMBER=1091_PSO,GEN=41_MEMBER=1048_PSO,,
GEN=43_MEMBER=1092_PSO,16,,
GEN=43_MEMBER=1093_PSO,GEN=17_MEMBER=440_PSO,,
GEN=43_MEMBER=1094_PSO,GEN=37_MEMBER=950_PSO,,
GEN=43_MEMBER=1095_PSO,GEN=41_MEMBER=1041_PSO,,
GEN=43_MEMBER=1096_PSO,GEN=4_MEMBER=85_PSO,,
GEN=43_MEMBER=1097_PSO,GEN=30_MEMBER=768_PSO,,
GEN=43_MEMBER=1098_PSO,GEN=42_MEMBER=1088_PSO,,
GEN=43_MEMBER=1099_PSO,GEN=42_MEMBER=1074_PSO,,
GEN=43_MEMBER=1100_PSO,GEN=26_MEMBER=671_PSO,,
GEN=43_MEMBER=1101_PSO,GEN=37_MEMBER=944_PSO,,
GEN=43_MEMBER=1102_PSO,GEN=42_MEMBER=1075_PSO,,
GEN=43_MEMBER=1103_PSO,22,,
GEN=43_MEMBER=1104_PSO,GEN=42_MEMBER=1085_PSO,,
GEN=43_MEMBER=1105_PSO,GEN=37_MEMBER=948_PSO,,
GEN=43_MEMBER=1106_PSO,19,,
GEN=43_MEMBER=1107_PSO,GEN=35_MEMBER=893_PSO,,
GEN=43_MEMBER=1108_PSO,GEN=22_MEMBER=558_PSO,,
GEN=43_MEMBER=1109_PSO,GEN=35_MEMBER=895_PSO,,
GEN=43_MEMBER=1110_PSO,GEN=36_MEMBER=916_PSO,,
GEN=43_MEMBER=1111_PSO,GEN=35_MEMBER=898_PSO,,
GEN=43_MEMBER=1112_PSO,GEN=41_MEMBER=1047_PSO,,
GEN=43_MEMBER=1113_PSO,GEN=39_MEMBER=999_PSO,,
GEN=43_MEMBER=1114_PSO,GEN=40_MEMBER=1034_PSO,,
GEN=43_MEMBER=1115_PSO,GEN=37_MEMBER=956_PSO,,
GEN=43_MEMBER=1116_PSO,GEN=41_MEMBER=1055_PSO,,
GEN=43_MEMBER=1117_PSO,GEN=42_MEMBER=1084_PSO,,
GEN=44_MEMBER=1118_PSO,16,,
GEN=44_MEMBER=1119_PSO,GEN=17_MEMBER=440_PSO,,
GEN=44_MEMBER=1120_PSO,GEN=37_MEMBER=950_PSO,,
GEN=44_MEMBER=1121_PSO,GEN=41_MEMBER=1041_PSO,,
GEN=44_MEMBER=1122_PSO,GEN=4_MEMBER=85_PSO,,
GEN=44_MEMBER=1123_PSO,GEN=42_MEMBER=1074_PSO,,
GEN=44_MEMBER=1124_PSO,GEN=43_MEMBER=1100_PSO,,
GEN=44_MEMBER=1125_PSO,GEN=30_MEMBER=768_PSO,,
GEN=44_MEMBER=1126_PSO,GEN=42_MEMBER=1084_PSO,,
GEN=44_MEMBER=1127_PSO,GEN=42_MEMBER=1075_PSO,,
GEN=44_MEMBER=1128_PSO,22,,
GEN=44_MEMBER=1129_PSO,GEN=26_MEMBER=671_PSO,,
GEN=44_MEMBER=1130_PSO,GEN=42_MEMBER=1085_PSO,,
GEN=44_MEMBER=1131_PSO,GEN=37_MEMBER=948_PSO,,
GEN=44_MEMBER=1132_PSO,19,,
GEN=44_MEMBER=1133_PSO,GEN=43_MEMBER=1104_PSO,,
GEN=44_MEMBER=1134_PSO,GEN=36_MEMBER=916_PSO,,
GEN=44_MEMBER=1135_PSO,GEN=35_MEMBER=898_PSO,,
GEN=44_MEMBER=1136_PSO,GEN=43_MEMBER=1106_PSO,,
GEN=44_MEMBER=1137_PSO,GEN=41_MEMBER=1047_PSO,,
GEN=44_MEMBER=1138_PSO,GEN=39_MEMBER=999_PSO,,
GEN=44_MEMBER=1139_PSO,GEN=22_MEMBER=558_PSO,,
GEN=44_MEMBER=1140_PSO,GEN=43_MEMBER=1113_PSO,,
GEN=44_MEMBER=1141_PSO,GEN=43_MEMBER=1115_PSO,,
GEN=44_MEMBER=1142_PSO,GEN=43_MEMBER=1105_PSO,,
GEN=44_MEMBER=1143_PSO,GEN=41_MEMBER=1055_PSO,,
GEN=45_MEMBER=1144_PSO,16,,
GEN=45_MEMBER=1145_PSO,GEN=17_MEMBER=440_PSO,,
GEN=45_MEMBER=1146_PSO,GEN=37_MEMBER=950_PSO,,
GEN=45_MEMBER=1147_PSO,GEN=41_MEMBER=1041_PSO,,
GEN=45_MEMBER=1148_PSO,GEN=41_MEMBER=1055_PSO,,
GEN=45_MEMBER=1149_PSO,GEN=44_MEMBER=1143_PSO,,
GEN=45_MEMBER=1150_PSO,GEN=43_MEMBER=1100_PSO,,
GEN=45_MEMBER=1151_PSO,GEN=42_MEMBER=1075_PSO,,
GEN=45_MEMBER=1152_PSO,22,,
GEN=45_MEMBER=1153_PSO,GEN=43_MEMBER=1115_PSO,,
GEN=45_MEMBER=1154_PSO,GEN=35_MEMBER=898_PSO,,
GEN=45_MEMBER=1155_PSO,GEN=44_MEMBER=1136_PSO,,
GEN=45_MEMBER=1156_PSO,GEN=37_MEMBER=948_PSO,,
GEN=45_MEMBER=1157_PSO,GEN=42_MEMBER=1084_PSO,,
GEN=45_MEMBER=1158_PSO,GEN=4_MEMBER=85_PSO,,
GEN=45_MEMBER=1159_PSO,GEN=26_MEMBER=671_PSO,,
GEN=45_MEMBER=1160_PSO,19,,
GEN=45_MEMBER=1161_PSO,GEN=44_MEMBER=1122_PSO,,
GEN=45_MEMBER=1162_PSO,GEN=30_MEMBER=768_PSO,,
GEN=45_MEMBER=1163_PSO,GEN=43_MEMBER=1106_PSO,,
GEN=45_MEMBER=1164_PSO,GEN=22_MEMBER=558_PSO,,
GEN=45_MEMBER=1165_PSO,GEN=39_MEMBER=999_PSO,,
GEN=45_MEMBER=1166_PSO,GEN=42_MEMBER=1074_PSO,,
GEN=45_MEMBER=1167_PSO,GEN=44_MEMBER=1134_PSO,,
GEN=45_MEMBER=1168_PSO,GEN=44_MEMBER=1139_PSO,,
GEN=45_MEMBER=1169_PSO,GEN=44_MEMBER=1141_PSO,,
GEN=46_MEMBER=1170_PSO,16,,
GEN=46_MEMBER=1171_PSO,GEN=17_MEMBER=440_PSO,,
GEN=46_MEMBER=1172_PSO,GEN=30_MEMBER=768_PSO,,
GEN=46_MEMBER=1173_PSO,GEN=26_MEMBER=671_PSO,,
GEN=46_MEMBER=1174_PSO,GEN=41_MEMBER=1041_PSO,,
GEN=46_MEMBER=1175_PSO,GEN=37_MEMBER=950_PSO,,
GEN=46_MEMBER=1176_PSO,GEN=39_MEMBER=999_PSO,,
GEN=46_MEMBER=1177_PSO,GEN=45_MEMBER=1159_PSO,,
GEN=46_MEMBER=1178_PSO,GEN=42_MEMBER=1075_PSO,,
GEN=46_MEMBER=1179_PSO,GEN=37_MEMBER=948_PSO,,
GEN=46_MEMBER=1180_PSO,GEN=4_MEMBER=85_PSO,,
GEN=46_MEMBER=1181_PSO,22,,
GEN=46_MEMBER=1182_PSO,GEN=43_MEMBER=1115_PSO,,
GEN=46_MEMBER=1183_PSO,GEN=42_MEMBER=1084_PSO,,
