child,parent_1,parent_2,parent_3
GEN=16_MEMBER=413_PSO,GEN=15_MEMBER=388_PSO,,
GEN=16_MEMBER=414_PSO,GEN=14_MEMBER=345_PSO,,
GEN=16_MEMBER=415_PSO,GEN=15_MEMBER=368_PSO,,
GEN=17_MEMBER=416_PSO,16,,
GEN=17_MEMBER=417_PSO,GEN=16_MEMBER=413_PSO,,
GEN=17_MEMBER=418_PSO,GEN=15_MEMBER=376_PSO,,
GEN=17_MEMBER=419_PSO,GEN=4_MEMBER=85_PSO,,
GEN=17_MEMBER=420_PSO,GEN=9_MEMBER=219_PSO,,
GEN=17_MEMBER=421_PSO,GEN=10_MEMBER=259_PSO,,
GEN=17_MEMBER=422_PSO,GEN=9_MEMBER=225_PSO,,
GEN=17_MEMBER=423_PSO,GEN=14_MEMBER=352_PSO,,
GEN=17_MEMBER=424_PSO,GEN=14_MEMBER=353_PSO,,
GEN=17_MEMBER=425_PSO,GEN=15_MEMBER=368_PSO,,
GEN=17_MEMBER=426_PSO,GEN=16_MEMBER=392_PSO,,
GEN=17_MEMBER=427_PSO,GEN=15_MEMBER=385_PSO,,
GEN=17_MEMBER=428_PSO,GEN=14_MEMBER=347_PSO,,
GEN=17_MEMBER=429_PSO,19,,
GEN=17_MEMBER=430_PSO,GEN=16_MEMBER=414_PSO,,
GEN=17_MEMBER=431_PSO,GEN=15_MEMBER=365_PSO,,
GEN=17_MEMBER=432_PSO,GEN=12_MEMBER=293_PSO,,
GEN=17_MEMBER=433_PSO,GEN=16_MEMBER=395_PSO,,
GEN=17_MEMBER=434_PSO,GEN=13_MEMBER=318_PSO,,
GEN=17_MEMBER=435_PSO,GEN=16_MEMBER=404_PSO,,
GEN=17_MEMBER=436_PSO,5,,
GEN=17_MEMBER=437_PSO,GEN=16_MEMBER=393_PSO,,
GEN=17_MEMBER=438_PSO,22,,
GEN=17_MEMBER=439_PSO,GEN=16_MEMBER=402_PSO,,
GEN=17_MEMBER=440_PSO,GEN=15_MEMBER=388_PSO,,
GEN=17_MEMBER=441_PSO,GEN=16_MEMBER=415_PSO,,
GEN=18_MEMBER=442_PSO,16,,
GEN=18_MEMBER=443_PSO,GEN=17_MEMBER=440_PSO,,
GEN=18_MEMBER=444_PSO,GEN=17_MEMBER=421_PSO,,
GEN=18_MEMBER=445_PSO,GEN=17_MEMBER=418_PSO,,
GEN=18_MEMBER=446_PSO,GEN=16_MEMBER=392_PSO,,
GEN=18_MEMBER=447_PSO,GEN=4_MEMBER=85_PSO,,
GEN=18_MEMBER=448_PSO,GEN=15_MEMBER=385_PSO,,
GEN=18_MEMBER=449_PSO,GEN=16_MEMBER=395_PSO,,
GEN=18_MEMBER=450_PSO,GEN=17_MEMBER=423_PSO,,
GEN=18_MEMBER=451_PSO,GEN=17_MEMBER=422_PSO,,
GEN=18_MEMBER=452_PSO,GEN=16_MEMBER=414_PSO,,
GEN=18_MEMBER=453_PSO,GEN=15_MEMBER=368_PSO,,
GEN=18_MEMBER=454_PSO,GEN=14_MEMBER=347_PSO,,
GEN=18_MEMBER=455_PSO,GEN=17_MEMBER=429_PSO,,
GEN=18_MEMBER=456_PSO,GEN=16_MEMBER=402_PSO,,
GEN=18_MEMBER=457_PSO,GEN=16_MEMBER=404_PSO,,
GEN=18_MEMBER=458_PSO,GEN=16_MEMBER=393_PSO,,
GEN=18_MEMBER=459_PSO,19,,
GEN=18_MEMBER=460_PSO,GEN=17_MEMBER=425_PSO,,
GEN=18_MEMBER=461_PSO,GEN=9_MEMBER=219_PSO,,
GEN=18_MEMBER=462_PSO,GEN=13_MEMBER=318_PSO,,
GEN=18_MEMBER=463_PSO,22,,
GEN=18_MEMBER=464_PSO,GEN=15_MEMBER=376_PSO,,
GEN=18_MEMBER=465_PSO,5,,
GEN=18_MEMBER=466_PSO,GEN=16_MEMBER=413_PSO,,
GEN=18_MEMBER=467_PSO,GEN=17_MEMBER=420_PSO,,
GEN=19_MEMBER=468_PSO,16,,
GEN=19_MEMBER=469_PSO,GEN=17_MEMBER=440_PSO,,
GEN=19_MEMBER=470_PSO,GEN=16_MEMBER=404_PSO,,
GEN=19_MEMBER=471_PSO,GEN=17_MEMBER=421_PSO,,
GEN=19_MEMBER=472_PSO,GEN=17_MEMBER=418_PSO,,
GEN=19_MEMBER=473_PSO,GEN=16_MEMBER=392_PSO,,
GEN=19_MEMBER=474_PSO,GEN=4_MEMBER=85_PSO,,
GEN=19_MEMBER=475_PSO,GEN=9_MEMBER=219_PSO,,
GEN=19_MEMBER=476_PSO,GEN=17_MEMBER=425_PSO,,
GEN=19_MEMBER=477_PSO,GEN=15_MEMBER=385_PSO,,
GEN=19_MEMBER=478_PSO,GEN=18_MEMBER=448_PSO,,
GEN=19_MEMBER=479_PSO,5,,
GEN=19_MEMBER=480_PSO,GEN=18_MEMBER=450_PSO,,
GEN=19_MEMBER=481_PSO,GEN=17_MEMBER=422_PSO,,
GEN=19_MEMBER=482_PSO,GEN=16_MEMBER=414_PSO,,
GEN=19_MEMBER=483_PSO,GEN=14_MEMBER=347_PSO,,
GEN=19_MEMBER=484_PSO,GEN=17_MEMBER=429_PSO,,
GEN=19_MEMBER=485_PSO,GEN=16_MEMBER=402_PSO,,
GEN=19_MEMBER=486_PSO,GEN=16_MEMBER=393_PSO,,
GEN=19_MEMBER=487_PSO,19,,
GEN=19_MEMBER=488_PSO,GEN=16_MEMBER=395_PSO,,
GEN=19_MEMBER=489_PSO,GEN=17_MEMBER=420_PSO,,
GEN=19_MEMBER=490_PSO,GEN=13_MEMBER=318_PSO,,
GEN=19_MEMBER=491_PSO,22,,
GEN=19_MEMBER=492_PSO,GEN=18_MEMBER=444_PSO,,
GEN=19_MEMBER=493_PSO,GEN=15_MEMBER=368_PSO,,
GEN=20_MEMBER=494_PSO,16,,
GEN=20_MEMBER=495_PSO,GEN=17_MEMBER=440_PSO,,
GEN=20_MEMBER=496_PSO,GEN=18_MEMBER=450_PSO,,
GEN=20_MEMBER=497_PSO,GEN=17_MEMBER=420_PSO,,
GEN=20_MEMBER=498_PSO,GEN=16_MEMBER=404_PSO,,
GEN=20_MEMBER=499_PSO,GEN=17_MEMBER=421_PSO,,
GEN=20_MEMBER=500_PSO,GEN=17_MEMBER=418_PSO,,
GEN=20_MEMBER=501_PSO,GEN=13_MEMBER=318_PSO,,
GEN=20_MEMBER=502_PSO,GEN=16_MEMBER=395_PSO,,
GEN=20_MEMBER=503_PSO,GEN=17_MEMBER=425_PSO,,
GEN=20_MEMBER=504_PSO,GEN=4_MEMBER=85_PSO,,
GEN=20_MEMBER=505_PSO,GEN=9_MEMBER=219_PSO,,
GEN=20_MEMBER=506_PSO,GEN=16_MEMBER=392_PSO,,
GEN=20_MEMBER=507_PSO,GEN=19_MEMBER=471_PSO,,
GEN=20_MEMBER=508_PSO,5,,
GEN=20_MEMBER=509_PSO,GEN=15_MEMBER=385_PSO,,
GEN=20_MEMBER=510_PSO,GEN=15_MEMBER=368_PSO,,
GEN=20_MEMBER=511_PSO,GEN=14_MEMBER=347_PSO,,
GEN=20_MEMBER=512_PSO,GEN=17_MEMBER=429_PSO,,
GEN=20_MEMBER=513_PSO,19,,
GEN=20_MEMBER=514_PSO,22,,
GEN=20_MEMBER=515_PSO,GEN=18_MEMBER=444_PSO,,
GEN=20_MEMBER=516_PSO,GEN=16_MEMBER=414_PSO,,
GEN=20_MEMBER=517_PSO,GEN=16_MEMBER=402_PSO,,
GEN=20_MEMBER=518_PSO,GEN=19_MEMBER=478_PSO,,
GEN=20_MEMBER=519_PSO,GEN=16_MEMBER=393_PSO,,
GEN=21_MEMBER=520_PSO,16,,
GEN=21_MEMBER=521_PSO,GEN=17_MEMBER=440_PSO,,
GEN=21_MEMBER=522_PSO,GEN=18_MEMBER=450_PSO,,
GEN=21_MEMBER=523_PSO,GEN=16_MEMBER=404_PSO,,
GEN=21_MEMBER=524_PSO,GEN=13_MEMBER=318_PSO,,
GEN=21_MEMBER=525_PSO,GEN=17_MEMBER=425_PSO,,
GEN=21_MEMBER=526_PSO,GEN=4_MEMBER=85_PSO,,
GEN=21_MEMBER=527_PSO,GEN=17_MEMBER=421_PSO,,
GEN=21_MEMBER=528_PSO,GEN=19_MEMBER=471_PSO,,
GEN=21_MEMBER=529_PSO,5,,
GEN=21_MEMBER=530_PSO,GEN=16_MEMBER=392_PSO,,
GEN=21_MEMBER=531_PSO,GEN=15_MEMBER=368_PSO,,
GEN=21_MEMBER=532_PSO,GEN=14_MEMBER=347_PSO,,
GEN=21_MEMBER=533_PSO,19,,
GEN=21_MEMBER=534_PSO,GEN=17_MEMBER=420_PSO,,
GEN=21_MEMBER=535_PSO,22,,
GEN=21_MEMBER=536_PSO,GEN=20_MEMBER=497_PSO,,
GEN=21_MEMBER=537_PSO,GEN=16_MEMBER=393_PSO,,
GEN=21_MEMBER=538_PSO,GEN=16_MEMBER=414_PSO,,
GEN=21_MEMBER=539_PSO,GEN=17_MEMBER=418_PSO,,
GEN=21_MEMBER=540_PSO,GEN=15_MEMBER=385_PSO,,
GEN=21_MEMBER=541_PSO,GEN=20_MEMBER=499_PSO,,
GEN=21_MEMBER=542_PSO,GEN=16_MEMBER=402_PSO,,
GEN=21_MEMBER=543_PSO,GEN=18_MEMBER=444_PSO,,
GEN=21_MEMBER=544_PSO,GEN=17_MEMBER=429_PSO,,
GEN=21_MEMBER=545_PSO,GEN=19_MEMBER=478_PSO,,
GEN=22_MEMBER=546_PSO,16,,
GEN=22_MEMBER=547_PSO,GEN=17_MEMBER=440_PSO,,
GEN=22_MEMBER=548_PSO,GEN=16_MEMBER=392_PSO,,
GEN=22_MEMBER=549_PSO,GEN=17_MEMBER=418_PSO,,
GEN=22_MEMBER=550_PSO,GEN=13_MEMBER=318_PSO,,
GEN=22_MEMBER=551_PSO,5,,
GEN=22_MEMBER=552_PSO,GEN=4_MEMBER=85_PSO,,
GEN=22_MEMBER=553_PSO,GEN=17_MEMBER=421_PSO,,
GEN=22_MEMBER=554_PSO,GEN=16_MEMBER=414_PSO,,
GEN=22_MEMBER=555_PSO,GEN=16_MEMBER=404_PSO,,
GEN=22_MEMBER=556_PSO,GEN=21_MEMBER=526_PSO,,
GEN=22_MEMBER=557_PSO,GEN=14_MEMBER=347_PSO,,
GEN=22_MEMBER=558_PSO,GEN=20_MEMBER=497_PSO,,
GEN=22_MEMBER=559_PSO,GEN=21_MEMBER=525_PSO,,
GEN=22_MEMBER=560_PSO,GEN=17_MEMBER=425_PSO,,
GEN=22_MEMBER=561_PSO,19,,
GEN=22_MEMBER=562_PSO,GEN=17_MEMBER=420_PSO,,
GEN=22_MEMBER=563_PSO,GEN=20_MEMBER=499_PSO,,
GEN=22_MEMBER=564_PSO,22,,
GEN=22_MEMBER=565_PSO,GEN=19_MEMBER=478_PSO,,
GEN=22_MEMBER=566_PSO,GEN=17_MEMBER=429_PSO,,
GEN=22_MEMBER=567_PSO,GEN=21_MEMBER=541_PSO,,
GEN=22_MEMBER=568_PSO,GEN=18_MEMBER=444_PSO,,
GEN=22_MEMBER=569_PSO,GEN=21_MEMBER=539_PSO,,
GEN=22_MEMBER=570_PSO,GEN=15_MEMBER=368_PSO,,
GEN=22_MEMBER=571_PSO,GEN=21_MEMBER=528_PSO,,
GEN=23_MEMBER=572_PSO,16,,
GEN=23_MEMBER=573_PSO,GEN=17_MEMBER=440_PSO,,
GEN=23_MEMBER=574_PSO,GEN=16_MEMBER=414_PSO,,
GEN=23_MEMBER=575_PSO,GEN=20_MEMBER=497_PSO,,
GEN=23_MEMBER=576_PSO,GEN=17_MEMBER=418_PSO,,
GEN=23_MEMBER=577_PSO,GEN=13_MEMBER=318_PSO,,
GEN=23_MEMBER=578_PSO,GEN=17_MEMBER=425_PSO,,
GEN=23_MEMBER=579_PSO,GEN=4_MEMBER=85_PSO,,
GEN=23_MEMBER=580_PSO,GEN=17_MEMBER=421_PSO,,
GEN=23_MEMBER=581_PSO,GEN=20_MEMBER=499_PSO,,
GEN=23_MEMBER=582_PSO,5,,
GEN=23_MEMBER=583_PSO,GEN=16_MEMBER=404_PSO,,
GEN=23_MEMBER=584_PSO,GEN=15_MEMBER=368_PSO,,
GEN=23_MEMBER=585_PSO,GEN=18_MEMBER=444_PSO,,
GEN=23_MEMBER=586_PSO,GEN=21_MEMBER=526_PSO,,
GEN=23_MEMBER=587_PSO,19,,
GEN=23_MEMBER=588_PSO,GEN=22_MEMBER=548_PSO,,
GEN=23_MEMBER=589_PSO,GEN=17_MEMBER=420_PSO,,
GEN=23_MEMBER=590_PSO,GEN=22_MEMBER=558_PSO,,
GEN=23_MEMBER=591_PSO,22,,
GEN=23_MEMBER=592_PSO,GEN=21_MEMBER=528_PSO,,
GEN=23_MEMBER=593_PSO,GEN=14_MEMBER=347_PSO,,
GEN=23_MEMBER=594_PSO,GEN=21_MEMBER=541_PSO,,
GEN=23_MEMBER=595_PSO,GEN=21_MEMBER=539_PSO,,
GEN=23_MEMBER=596_PSO,GEN=22_MEMBER=553_PSO,,
GEN=23_MEMBER=597_PSO,GEN=22_MEMBER=552_PSO,,
GEN=24_MEMBER=598_PSO,16,,
GEN=24_MEMBER=599_PSO,GEN=17_MEMBER=440_PSO,,
GEN=24_MEMBER=600_PSO,GEN=17_MEMBER=421_PSO,,
GEN=24_MEMBER=601_PSO,GEN=16_MEMBER=414_PSO,,
GEN=24_MEMBER=602_PSO,GEN=17_MEMBER=418_PSO,,
GEN=24_MEMBER=603_PSO,GEN=17_MEMBER=425_PSO,,
GEN=24_MEMBER=604_PSO,GEN=4_MEMBER=85_PSO,,
GEN=24_MEMBER=605_PSO,GEN=22_MEMBER=558_PSO,,
GEN=24_MEMBER=606_PSO,GEN=20_MEMBER=497_PSO,,
GEN=24_MEMBER=607_PSO,GEN=15_MEMBER=368_PSO,,
GEN=24_MEMBER=608_PSO,GEN=22_MEMBER=552_PSO,,
GEN=24_MEMBER=609_PSO,GEN=18_MEMBER=444_PSO,,
GEN=24_MEMBER=610_PSO,GEN=23_MEMBER=573_PSO,,
GEN=24_MEMBER=611_PSO,19,,
GEN=24_MEMBER=612_PSO,GEN=23_MEMBER=579_PSO,,
GEN=24_MEMBER=613_PSO,GEN=13_MEMBER=318_PSO,,
GEN=24_MEMBER=614_PSO,GEN=20_MEMBER=499_PSO,,
GEN=24_MEMBER=615_PSO,22,,
GEN=24_MEMBER=616_PSO,GEN=22_MEMBER=548_PSO,,
GEN=24_MEMBER=617_PSO,GEN=21_MEMBER=541_PSO,,
GEN=24_MEMBER=618_PSO,5,,
GEN=24_MEMBER=619_PSO,GEN=23_MEMBER=589_PSO,,
GEN=24_MEMBER=620_PSO,GEN=23_MEMBER=585_PSO,,
GEN=24_MEMBER=621_PSO,GEN=21_MEMBER=539_PSO,,
GEN=24_MEMBER=622_PSO,GEN=23_MEMBER=596_PSO,,
GEN=24_MEMBER=623_PSO,GEN=16_MEMBER=404_PSO,,
GEN=25_MEMBER=624_PSO,GEN=17_MEMBER=440_PSO,,
GEN=25_MEMBER=625_PSO,16,,
GEN=25_MEMBER=626_PSO,GEN=24_MEMBER=623_PSO,,
GEN=25_MEMBER=627_PSO,GEN=17_MEMBER=421_PSO,,
GEN=25_MEMBER=628_PSO,GEN=4_MEMBER=85_PSO,,
GEN=25_MEMBER=629_PSO,GEN=23_MEMBER=579_PSO,,
GEN=25_MEMBER=630_PSO,GEN=20_MEMBER=497_PSO,,
GEN=25_MEMBER=631_PSO,GEN=23_MEMBER=589_PSO,,
GEN=25_MEMBER=632_PSO,GEN=22_MEMBER=558_PSO,,
GEN=25_MEMBER=633_PSO,GEN=24_MEMBER=603_PSO,,
GEN=25_MEMBER=634_PSO,GEN=15_MEMBER=368_PSO,,
GEN=25_MEMBER=635_PSO,GEN=23_MEMBER=573_PSO,,
GEN=25_MEMBER=636_PSO,GEN=22_MEMBER=548_PSO,,
GEN=25_MEMBER=637_PSO,19,,
GEN=25_MEMBER=638_PSO,GEN=24_MEMBER=604_PSO,,
GEN=25_MEMBER=639_PSO,GEN=17_MEMBER=418_PSO,,
GEN=25_MEMBER=640_PSO,GEN=17_MEMBER=425_PSO,,
GEN=25_MEMBER=641_PSO,22,,
GEN=25_MEMBER=642_PSO,GEN=24_MEMBER=622_PSO,,
GEN=25_MEMBER=643_PSO,5,,
GEN=25_MEMBER=644_PSO,GEN=21_MEMBER=541_PSO,,
GEN=25_MEMBER=645_PSO,GEN=24_MEMBER=616_PSO,,
GEN=25_MEMBER=646_PSO,GEN=18_MEMBER=444_PSO,,
GEN=25_MEMBER=647_PSO,GEN=16_MEMBER=414_PSO,,
GEN=25_MEMBER=648_PSO,GEN=24_MEMBER=602_PSO,,
GEN=25_MEMBER=649_PSO,GEN=23_MEMBER=596_PSO,,
GEN=26_MEMBER=650_PSO,16,,
GEN=26_MEMBER=651_PSO,GEN=17_MEMBER=440_PSO,,
GEN=26_MEMBER=652_PSO,GEN=17_MEMBER=421_PSO,,
GEN=26_MEMBER=653_PSO,GEN=18_MEMBER=444_PSO,,
GEN=26_MEMBER=654_PSO,GEN=4_MEMBER=85_PSO,,
GEN=26_MEMBER=655_PSO,GEN=23_MEMBER=579_PSO,,
GEN=26_MEMBER=656_PSO,5,,
GEN=26_MEMBER=657_PSO,GEN=22_MEMBER=548_PSO,,
GEN=26_MEMBER=658_PSO,GEN=23_MEMBER=589_PSO,,
GEN=26_MEMBER=659_PSO,GEN=25_MEMBER=640_PSO,,
GEN=26_MEMBER=660_PSO,GEN=20_MEMBER=497_PSO,,
GEN=26_MEMBER=661_PSO,19,,
GEN=26_MEMBER=662_PSO,GEN=17_MEMBER=425_PSO,,
GEN=26_MEMBER=663_PSO,GEN=22_MEMBER=558_PSO,,
GEN=26_MEMBER=664_PSO,GEN=25_MEMBER=627_PSO,,
GEN=26_MEMBER=665_PSO,GEN=15_MEMBER=368_PSO,,
GEN=26_MEMBER=666_PSO,GEN=25_MEMBER=649_PSO,,
GEN=26_MEMBER=667_PSO,GEN=24_MEMBER=616_PSO,,
GEN=26_MEMBER=668_PSO,22,,
GEN=26_MEMBER=669_PSO,GEN=25_MEMBER=638_PSO,,
GEN=26_MEMBER=670_PSO,GEN=25_MEMBER=645_PSO,,
GEN=26_MEMBER=671_PSO,GEN=23_MEMBER=573_PSO,,
GEN=26_MEMBER=672_PSO,GEN=25_MEMBER=626_PSO,,
GEN=26_MEMBER=673_PSO,GEN=21_MEMBER=541_PSO,,
GEN=26_MEMBER=674_PSO,GEN=24_MEMBER=604_PSO,,
GEN=26_MEMBER=675_PSO,GEN=23_MEMBER=596_PSO,,
GEN=27_MEMBER=676_PSO,16,,
GEN=27_MEMBER=677_PSO,GEN=17_MEMBER=440_PSO,,
GEN=27_MEMBER=678_PSO,GEN=18_MEMBER=444_PSO,,
GEN=27_MEMBER=679_PSO,GEN=4_MEMBER=85_PSO,,
GEN=27_MEMBER=680_PSO,GEN=23_MEMBER=579_PSO,,
GEN=27_MEMBER=681_PSO,GEN=22_MEMBER=548_PSO,,
GEN=27_MEMBER=682_PSO,GEN=26_MEMBER=652_PSO,,
GEN=27_MEMBER=683_PSO,GEN=21_MEMBER=541_PSO,,
GEN=27_MEMBER=684_PSO,GEN=15_MEMBER=368_PSO,,
GEN=27_MEMBER=685_PSO,GEN=25_MEMBER=649_PSO,,
GEN=27_MEMBER=686_PSO,GEN=25_MEMBER=640_PSO,,
GEN=27_MEMBER=687_PSO,GEN=26_MEMBER=655_PSO,,
GEN=27_MEMBER=688_PSO,19,,
GEN=27_MEMBER=689_PSO,GEN=20_MEMBER=497_PSO,,
GEN=27_MEMBER=690_PSO,GEN=22_MEMBER=558_PSO,,
GEN=27_MEMBER=691_PSO,GEN=17_MEMBER=421_PSO,,
GEN=27_MEMBER=692_PSO,GEN=25_MEMBER=627_PSO,,
GEN=27_MEMBER=693_PSO,GEN=17_MEMBER=425_PSO,,
GEN=27_MEMBER=694_PSO,GEN=26_MEMBER=671_PSO,,
GEN=27_MEMBER=695_PSO,22,,
GEN=27_MEMBER=696_PSO,GEN=26_MEMBER=672_PSO,,
GEN=27_MEMBER=697_PSO,GEN=25_MEMBER=645_PSO,,
GEN=27_MEMBER=698_PSO,GEN=23_MEMBER=573_PSO,,
GEN=27_MEMBER=699_PSO,GEN=23_MEMBER=596_PSO,,
GEN=27_MEMBER=700_PSO,GEN=23_MEMBER=589_PSO,,
GEN=27_MEMBER=701_PSO,GEN=26_MEMBER=667_PSO,,
GEN=28_MEMBER=702_PSO,16,,
GEN=28_MEMBER=703_PSO,GEN=17_MEMBER=440_PSO,,
GEN=28_MEMBER=704_PSO,GEN=17_MEMBER=421_PSO,,
GEN=28_MEMBER=705_PSO,GEN=26_MEMBER=671_PSO,,
GEN=28_MEMBER=706_PSO,GEN=4_MEMBER=85_PSO,,
GEN=28_MEMBER=707_PSO,GEN=23_MEMBER=579_PSO,,
GEN=28_MEMBER=708_PSO,22,,
GEN=28_MEMBER=709_PSO,GEN=27_MEMBER=693_PSO,,
GEN=28_MEMBER=710_PSO,GEN=23_MEMBER=589_PSO,,
GEN=28_MEMBER=711_PSO,GEN=23_MEMBER=596_PSO,,
GEN=28_MEMBER=712_PSO,GEN=17_MEMBER=425_PSO,,
GEN=28_MEMBER=713_PSO,19,,
GEN=28_MEMBER=714_PSO,GEN=26_MEMBER=672_PSO,,
GEN=28_MEMBER=715_PSO,GEN=22_MEMBER=558_PSO,,
GEN=28_MEMBER=716_PSO,GEN=22_MEMBER=548_PSO,,
GEN=28_MEMBER=717_PSO,GEN=27_MEMBER=680_PSO,,
GEN=28_MEMBER=718_PSO,GEN=25_MEMBER=645_PSO,,
GEN=28_MEMBER=719_PSO,GEN=23_MEMBER=573_PSO,,
GEN=28_MEMBER=720_PSO,GEN=15_MEMBER=368_PSO,,
GEN=28_MEMBER=721_PSO,GEN=20_MEMBER=497_PSO,,
GEN=28_MEMBER=722_PSO,GEN=27_MEMBER=699_PSO,,
GEN=28_MEMBER=723_PSO,GEN=27_MEMBER=679_PSO,,
GEN=28_MEMBER=724_PSO,GEN=27_MEMBER=681_PSO,,
GEN=28_MEMBER=725_PSO,GEN=21_MEMBER=541_PSO,,
GEN=28_MEMBER=726_PSO,GEN=27_MEMBER=692_PSO,,
GEN=28_MEMBER=727_PSO,GEN=27_MEMBER=690_PSO,,
GEN=29_MEMBER=728_PSO,16,,
GEN=29_MEMBER=729_PSO,GEN=17_MEMBER=440_PSO,,
GEN=29_MEMBER=730_PSO,GEN=27_MEMBER=681_PSO,,
GEN=29_MEMBER=731_PSO,GEN=26_MEMBER=672_PSO,,
GEN=29_MEMBER=732_PSO,GEN=23_MEMBER=589_PSO,,
GEN=29_MEMBER=733_PSO,GEN=20_MEMBER=497_PSO,,
GEN=29_MEMBER=734_PSO,GEN=27_MEMBER=679_PSO,,
GEN=29_MEMBER=735_PSO,GEN=4_MEMBER=85_PSO,,
GEN=29_MEMBER=736_PSO,GEN=22_MEMBER=548_PSO,,
GEN=29_MEMBER=737_PSO,22,,
GEN=29_MEMBER=738_PSO,GEN=17_MEMBER=421_PSO,,
GEN=29_MEMBER=739_PSO,GEN=15_MEMBER=368_PSO,,
GEN=29_MEMBER=740_PSO,GEN=23_MEMBER=596_PSO,,
GEN=29_MEMBER=741_PSO,GEN=27_MEMBER=693_PSO,,
GEN=29_MEMBER=742_PSO,GEN=23_MEMBER=579_PSO,,
GEN=29_MEMBER=743_PSO,GEN=17_MEMBER=425_PSO,,
GEN=29_MEMBER=744_PSO,19,,
GEN=29_MEMBER=745_PSO,GEN=26_MEMBER=671_PSO,,
GEN=29_MEMBER=746_PSO,GEN=25_MEMBER=645_PSO,,
GEN=29_MEMBER=747_PSO,GEN=28_MEMBER=723_PSO,,
GEN=29_MEMBER=748_PSO,GEN=22_MEMBER=558_PSO,,
GEN=29_MEMBER=749_PSO,GEN=28_MEMBER=704_PSO,,
GEN=29_MEMBER=750_PSO,GEN=21_MEMBER=541_PSO,,
GEN=29_MEMBER=751_PSO,GEN=27_MEMBER=692_PSO,,
GEN=29_MEMBER=752_PSO,GEN=27_MEMBER=699_PSO,,
GEN=29_MEMBER=753_PSO,GEN=28_MEMBER=714_PSO,,
GEN=30_MEMBER=754_PSO,16,,
GEN=30_MEMBER=755_PSO,GEN=17_MEMBER=440_PSO,,
GEN=30_MEMBER=756_PSO,GEN=22_MEMBER=548_PSO,,
GEN=30_MEMBER=757_PSO,GEN=27_MEMBER=699_PSO,,
GEN=30_MEMBER=758_PSO,GEN=23_MEMBER=589_PSO,,
GEN=30_MEMBER=759_PSO,GEN=29_MEMBER=749_PSO,,
GEN=30_MEMBER=760_PSO,GEN=27_MEMBER=693_PSO,,
GEN=30_MEMBER=761_PSO,22,,
GEN=30_MEMBER=762_PSO,GEN=23_MEMBER=596_PSO,,
GEN=30_MEMBER=763_PSO,GEN=26_MEMBER=671_PSO,,
GEN=30_MEMBER=764_PSO,GEN=17_MEMBER=421_PSO,,
GEN=30_MEMBER=765_PSO,GEN=27_MEMBER=681_PSO,,
GEN=30_MEMBER=766_PSO,GEN=29_MEMBER=741_PSO,,
GEN=30_MEMBER=767_PSO,GEN=29_MEMBER=740_PSO,,
GEN=30_MEMBER=768_PSO,GEN=26_MEMBER=672_PSO,,
GEN=30_MEMBER=769_PSO,GEN=4_MEMBER=85_PSO,,
GEN=30_MEMBER=770_PSO,19,,
GEN=30_MEMBER=771_PSO,GEN=28_MEMBER=723_PSO,,
GEN=30_MEMBER=772_PSO,GEN=27_MEMBER=692_PSO,,
GEN=30_MEMBER=773_PSO,GEN=25_MEMBER=645_PSO,,
GEN=30_MEMBER=774_PSO,GEN=29_MEMBER=733_PSO,,
GEN=30_MEMBER=775_PSO,GEN=29_MEMBER=745_PSO,,
GEN=30_MEMBER=776_PSO,GEN=29_MEMBER=739_PSO,,
GEN=30_MEMBER=777_PSO,GEN=22_MEMBER=558_PSO,,
GEN=30_MEMBER=778_PSO,GEN=15_MEMBER=368_PSO,,
GEN=30_MEMBER=779_PSO,GEN=23_MEMBER=579_PSO,,
GEN=31_MEMBER=780_PSO,16,,
GEN=31_MEMBER=781_PSO,GEN=17_MEMBER=440_PSO,,
GEN=31_MEMBER=782_PSO,GEN=28_MEMBER=723_PSO,,
GEN=31_MEMBER=783_PSO,GEN=23_MEMBER=589_PSO,,
GEN=31_MEMBER=784_PSO,GEN=29_MEMBER=749_PSO,,
GEN=31_MEMBER=785_PSO,GEN=4_MEMBER=85_PSO,,
GEN=31_MEMBER=786_PSO,GEN=30_MEMBER=763_PSO,,
GEN=31_MEMBER=787_PSO,22,,
GEN=31_MEMBER=788_PSO,GEN=30_MEMBER=776_PSO,,
GEN=31_MEMBER=789_PSO,GEN=30_MEMBER=764_PSO,,
GEN=31_MEMBER=790_PSO,GEN=17_MEMBER=421_PSO,,
GEN=31_MEMBER=791_PSO,GEN=26_MEMBER=672_PSO,,
GEN=31_MEMBER=792_PSO,19,,
GEN=31_MEMBER=793_PSO,GEN=30_MEMBER=757_PSO,,
GEN=31_MEMBER=794_PSO,GEN=30_MEMBER=758_PSO,,
GEN=31_MEMBER=795_PSO,GEN=25_MEMBER=645_PSO,,
GEN=31_MEMBER=796_PSO,GEN=27_MEMBER=693_PSO,,
GEN=31_MEMBER=797_PSO,GEN=27_MEMBER=699_PSO,,
GEN=31_MEMBER=798_PSO,GEN=29_MEMBER=733_PSO,,
GEN=31_MEMBER=799_PSO,GEN=23_MEMBER=596_PSO,,
GEN=31_MEMBER=800_PSO,GEN=22_MEMBER=558_PSO,,
GEN=31_MEMBER=801_PSO,GEN=15_MEMBER=368_PSO,,
GEN=31_MEMBER=802_PSO,GEN=30_MEMBER=768_PSO,,
GEN=31_MEMBER=803_PSO,GEN=26_MEMBER=671_PSO,,
