,LPR
418,0.0033449655130779153
466,0.1915455299733628
467,0.1437398551929349
490,5.0031774159423135e-12
509,2.75348487774215e-07
602,5.179374008667257e-15
603,2.7282326160175695e-15
798,3.267626180431185e-08
807,0.00018875602599281274
850,4.551862939381226e-06
862,6.120902270615761e-05
1013,1.1798471416353734e-09
1302,1.2004793590917898e-09
1323,3.0076666105827293e-05
1486,0.0038263687977123715
1584,0.020122445567743574
1589,5.624962780375308e-07
1643,3.4762217169290875e-05
1683,4.5241375641550356e-08
1860,5.239589207703413e-05
2544,0.0005013113311308522
2750,9.665792988332975e-07
2886,0.024715294737586064
3473,1.4619933368051676e-06
3949,0.0023467020871096914
4171,3.3903847465445534e-05
23610,0.00043092733987368687
23611,0.015331889996867222
23618,0.0019136892366969022
23620,3.411728971697915e-08
23627,0.17258348799103343
23629,0.0001501928357597675
23630,0.00010818418131345764
23631,0.00012967529022530128
23635,3.5366094663409714e-08
23637,5.968179531910207e-06
23638,0.030670078576766315
23639,0.0032755168030631754
23645,0.0394690668697348
23646,0.0343558301088002
23648,2.6089965682617757e-08
23653,0.16324129264514256
23695,7.036918968344843e-06
23697,1.0404186420895357e-11
23698,2.441755859047929e-10
23699,6.008798552042301e-08
23700,6.122922279897715e-08
23709,8.582875139572173e-06
23710,3.4338245104848024e-07
23715,7.96417573304983e-05
23716,3.722341548904668e-05
23720,0.0042300592760659795
23721,0.00343852184466054
23722,0.000385271317654952
23723,0.00043575651343815937
23726,8.593792815735758e-06
23727,7.443701093670932e-06
23728,0.0001009366919187675
23729,0.00018500305016768301
23751,1.7100374607039726e-05
23752,0.01828483237961146
23753,0.0051456564299022485
23754,7.949684591400146e-09
23755,0.19609693616292964
23756,9.164690141414695e-06
23757,2.4385754789465956e-05
23758,9.386157887959612e-05
23770,0.056621032465509306
23776,2.878187340714322e-05
23778,6.436449612550846e-05
23781,0.02119705069429878
23790,0.00020606147337720075
23791,0.00021107620613557512
23794,0.026172716964146425
23795,1.525610752559679e-06
23798,0.001159017294920318
23800,0.01177040707116137
23807,6.31025937691441e-06
23816,0.0479691842180102
23818,2.0743457276249793e-07
23820,1.7857567002021298e-05
23823,2.6855040333540045e-05
23836,0.10554658959418321
23837,0.018998106138840308
23846,0.00010942302046654298
23847,0.005697808645069708
23848,0.0037971676616980667
23851,0.01503394476710219
23864,0.0007125004176950171
23865,0.00044926600202904737
23866,1.897982932668996e-05
23867,2.4681937455698916e-07
23868,8.031331000934594e-07
23869,1.980360172791348e-07
23870,4.2867105155340325e-07
23876,0.05848229179022244
23881,0.003877409576059116
23883,8.119947875606501e-08
23886,1.8162566513655617e-05
23888,0.009403998990369538
23889,0.016226133286722236
23890,1.0452918281527282e-05
23895,0.0003110798848181911
23898,1.2961285304396477e-06
23908,0.0037398340057097587
23909,0.0022713992599515433
23910,0.00011947798920877787
23913,1.1580938867501406e-11
23915,3.1807935461686975e-09
23919,0.01991505228592067
23926,5.776301830744957e-06
23928,0.001868602448068665
23929,0.0016737856120096386
23930,0.0015149097747859032
23934,0.1990741538159013
23936,0.01595630995729901
23937,0.004155735958003246
23939,0.032623488278314176
23942,7.679140333504663e-05
23944,1.7950980299523705e-06
23948,0.0015980415702342608
23956,0.00015140163366865009
23961,5.280796068323178e-13
23962,4.539729948547117e-05
23963,1.96622960313019e-06
23966,8.100945884655768e-07
23967,2.6690575296632642e-05
23972,0.00018130571008669838
23977,0.0017583837938339177
23978,1.849423135375684e-10
23979,3.165398674649607e-07
23980,3.1180345285713203e-06
23981,0.004621866824628683
23983,0.00013999792220572874
23984,0.0011342208854603283
23985,0.004929206093125324
23987,0.00028896475127200685
23998,2.1369782949083326e-06
24003,0.0005100337161931448
24005,0.0008785864480659135
24010,0.0002987672904015234
24011,0.00965208564907333
24012,2.1215533699167413e-05
24016,3.971473322838159e-05
24024,2.7512157249453624e-07
24030,0.00010667579491862516
24033,7.344066706597498e-05
24036,1.434254728994142e-06
24037,5.374935735468744e-09
24042,1.9394069439402742e-05
24043,4.498498113551928e-08
24045,0.015047357802939506
24047,0.00011657206861216868
24049,0.0021903738456534204
24059,1.2227122133028885e-05
24063,0.00026164208692785546
24066,1.1045835771002451e-08
24080,6.489324294076121e-06
24091,2.210001793503545e-05
24093,1.8969961112450146e-05
24110,6.3892631584194214e-06
24120,3.011920167192136e-06
24121,0.0005982185634822388
24125,0.004726809381301442
24130,9.929378989378164e-06
24135,3.4195360545001644e-05
24137,0.012265778722227163
24165,0.00032976089034031424
24166,0.00021641943636006215
24169,7.836788989370107e-09
24172,0.0004057842271236143
24195,2.986667320046539e-08
24197,0.00941678438995852
24203,0.03090694848130747
24216,9.219505638081236e-08
24225,0.000759703353162436
24226,4.7579405463122976e-05
24227,0.0009021096513357848
24239,0.08349530161399028
24240,4.0133063096377795e-06
24247,8.823858664113882e-06
24249,4.3245566092695095e-06
24252,4.991592831832026e-05
24253,3.731904438953522e-06
24256,1.0018339778557608e-05
24265,2.8390167449126848e-05
24266,0.0005823896798057532
24274,0.007121034964420699
24279,0.0008264443922705319
24283,0.0016687198424000247
24285,7.33984207670444e-09
24286,9.658702561952428e-09
24291,0.002422003249968082
24293,0.0003867258232364617
24294,7.242992448324532e-09
24302,4.196723655046312e-11
24305,6.361308385995279e-15
24307,0.00019594430947708427
24311,0.00080104357849315
24317,7.748053253772633e-05
24323,0.08111777660536407
58403,0.00024673350231985304
58405,0.14743085020402566
58406,0.0026397391183804373
58407,0.0031506252307289145
58410,0.0009110567565497337
58411,7.058519826971945e-05
58414,4.912350187702825e-05
58416,1.3350417354794365e-05
58424,1.4616675277308257e-05
58433,0.001135944163281211
58434,1.971431377489288e-07
67673,0.0001237715649302254
67895,1.1648247364038827e-09
68008,0.0007443794186076943
68216,1.1839902550097897e-12
68218,3.1709222756366525e-13
68219,2.159367598773615e-12
68220,5.083517733408572e-12
68221,1.9000504431606344e-11
68294,1.0866183590646196e-15
68475,0.002676725691678823
68529,0.13700186676757978
68693,2.450943415040012e-07
68695,1.6288620812710315e-06
68872,2.702691563134187e-05
68917,8.030300535674465e-08
68925,9.09244175823431e-05
68926,0.00031166858760698854
69049,0.03905055416065077
69065,0.00015264060550830458
69282,0.005448683529083371
69288,1.9015984871651853e-09
69289,5.760885752542529e-09
69480,1.0014068060896254e-06
69508,2.7148905455084415e-12
69576,4.7878441907157945e-08
69635,9.199405625592907e-10
69636,4.581477281898274e-10
69638,1.073310774679526e-10
69669,1.1700153046568702e-14
69970,0.017931964282624
69990,4.6377767578158084e-05
70119,0.01684577017732539
70120,0.018009731599777735
70186,0.014811218227200343
70191,1.931223180177792e-07
70263,2.0866528372556668e-10
70517,6.394405618270943e-11
70519,5.663700746260807e-10
70520,1.3081516432922238e-10
70548,4.412646080644597e-11
70881,0.0016667887388809373
70961,1.2409356484933559e-07
70974,4.573352080064609e-08
70975,8.023424701867736e-09
71044,0.01043629997377986
71062,1.5215978596333414e-05
71063,0.00019616707332404626
71109,0.014081992069538397
71110,0.00921953938214561
71117,4.133849954882187e-08
71156,1.7030407971265316e-06
71199,1.1736023020280528e-06
71495,0.0002879328297735262
71935,0.000554038485050579
71998,5.951024629331245e-10
72082,0.00011856958966939432
72094,6.48470311261795e-06
72095,5.307248256683558e-06
72269,0.0002840464565252297
72301,1.509155205156045e-07
72304,1.0965021446677332e-06
72421,2.1476583295704514e-14
72422,4.3127983759250374e-13
72436,2.738876880228215e-07
72437,1.4565222780303834e-06
72607,0.0001860051106116246
72610,0.002255559232555263
72713,0.00042619513465735507
72756,3.483383770942538e-05
72983,1.1353138460515095e-07
73153,2.869503253877713e-07
73262,2.5319191723629126e-14
73280,7.059952878721912e-06
73281,0.00038969108586401724
73372,9.084780716705324e-08
73440,4.3501928363373616e-07
73481,0.00010384063849117671
73715,0.003052115006846391
73737,7.644446158020231e-11
73761,1.7272563622723424e-05
73762,0.0033789481624568146
73906,2.4471103667423354e-08
73940,6.789193443183034e-09
73942,3.5064263145727093e-07
74131,1.6452476754508459e-09
74280,1.9577893778357185e-11
84404,0.00010748174386217155
84409,0.0008343004430052613
84411,0.011201523433871123
91103,6.123195204072483e-09
91173,3.4509839300297444e-06
91808,1.4625179452353483e-12
91996,1.2929366798949315e-10
91997,2.893019476058666e-09
92099,2.3718788253377604e-07
92184,1.731611173828552e-05
92299,9.062140279292999e-12
92696,1.325001373983379e-15
92714,9.628864021141852e-09
92724,4.970867734995953e-15
92743,5.364331930368468e-13
92808,1.1979700289037692e-08
92885,2.690385256246658e-05
92981,1.7959314971742225e-09
93142,0.0005774497049849083
93143,5.52997575790864e-05
93349,4.276794990121022e-05
93422,8.196494041199464e-15
93423,8.78946248588967e-15
93424,1.9512558592349924e-14
93469,0.003292859357055838
93832,4.3120883753331294e-14
94302,0.018520182163522254
94988,2.480979143045115e-08
95068,7.244530347405125e-06
total_proposed,0.0033449655130779153
total_existing,2.326543577376187
total_combined,2.329460843047524
