,LPR
418,0.0013379862052311654
466,0.07661821198934513
467,0.05749594207717396
490,5.0031774159423135e-12
509,2.75348487774215e-07
602,5.179374008667257e-15
603,2.7282326160175695e-15
798,1.3070504721724747e-08
807,7.550241039712507e-05
850,1.8207451757524893e-06
862,6.120902270615761e-05
1013,4.719388566541493e-10
1302,4.801917436367159e-10
1323,1.2030666442330903e-05
1486,0.0015305475190849488
1584,0.008048978227097433
1589,2.2499851121501226e-07
1643,1.3904886867716358e-05
1683,1.8096550256620148e-08
1860,2.0958356830813644e-05
2544,0.0005013113311308522
2750,3.866317195333191e-07
2886,0.009886117895034427
3473,5.847973347220671e-07
3949,0.0023467020871096914
4171,3.3903847465445534e-05
23610,0.00043092733987368687
23611,0.006132755998746891
23618,0.0007654756946787611
23620,1.364691588679166e-08
23627,0.06903339519641337
23629,6.007713430390699e-05
23630,4.327367252538307e-05
23631,5.187011609012053e-05
23635,1.4146437865363883e-08
23637,2.387271812764083e-06
23638,0.012268031430706525
23639,0.001310206721225271
23645,0.01578762674789391
23646,0.013742332043520072
23648,1.0435986273047104e-08
23653,0.06529651705805706
23695,2.814767587337938e-06
23697,4.1616745683581426e-12
23698,9.767023436191712e-11
23699,2.40351942081692e-08
23700,2.4491689119590863e-08
23709,8.582875139572173e-06
23710,1.373529804193921e-07
23715,3.185670293219932e-05
23716,1.488936619561867e-05
23720,0.001692023710426392
23721,0.001375408737864216
23722,0.000385271317654952
23723,0.0001743026053752638
23726,3.4375171262943022e-06
23727,2.977480437468373e-06
23728,4.037467676750702e-05
23729,7.400122006707325e-05
23751,6.840149842815891e-06
23752,0.007313932951844582
23753,0.0020582625719609005
23754,3.179873836560059e-09
23755,0.0784387744651719
23756,3.6658760565658793e-06
23757,9.754301915786385e-06
23758,3.7544631551838446e-05
23770,0.02264841298620371
23776,1.1512749362857278e-05
23778,2.574579845020338e-05
23781,0.008478820277719512
23790,8.242458935088032e-05
23791,8.443048245423003e-05
23794,0.010469086785658574
23795,1.525610752559679e-06
23798,0.0004636069179681268
23800,0.004708162828464545
23807,2.524103750765765e-06
23816,0.019187673687204074
23818,8.29738291049992e-08
23820,7.143026800808521e-06
23823,2.6855040333540045e-05
23836,0.04221863583767329
23837,0.007599242455536125
23846,4.376920818661721e-05
23847,0.002279123458027884
23848,0.001518867064679228
