,LPR
418,0.0026759724104623308
466,0.15323642397869025
467,0.11499188415434793
490,5.0031774159423135e-12
509,2.75348487774215e-07
602,5.179374008667257e-15
603,2.7282326160175695e-15
798,2.6141009443449493e-08
807,0.00015100482079425013
850,3.6414903515049786e-06
862,6.120902270615761e-05
1013,9.438777133082985e-10
1302,9.603834872734317e-10
1323,2.4061332884661807e-05
1486,0.0030610950381698976
1584,0.016097956454194866
1589,4.499970224300245e-07
1643,2.7809773735432716e-05
1683,3.6193100513240295e-08
1860,4.191671366162729e-05
2544,0.0005013113311308522
2750,7.732634390666382e-07
2886,0.019772235790068853
3473,1.1695946694441341e-06
3949,0.0023467020871096914
4171,3.3903847465445534e-05
23610,0.00043092733987368687
23611,0.012265511997493782
23618,0.0015309513893575221
23620,2.729383177358332e-08
23627,0.13806679039282674
23629,0.00012015426860781399
23630,8.654734505076614e-05
23631,0.00010374023218024106
23635,2.8292875730727767e-08
23637,4.774543625528166e-06
23638,0.02453606286141305
23639,0.002620413442450542
23645,0.03157525349578782
23646,0.027484664087040145
23648,2.087197254609421e-08
23653,0.13059303411611412
23695,5.629535174675876e-06
23697,8.323349136716285e-12
23698,1.9534046872383425e-10
23699,4.80703884163384e-08
23700,4.8983378239181727e-08
23709,8.582875139572173e-06
23710,2.747059608387842e-07
23715,6.371340586439864e-05
23716,2.977873239123734e-05
23720,0.003384047420852784
23721,0.002750817475728432
23722,0.000385271317654952
23723,0.0003486052107505276
23726,6.8750342525886044e-06
23727,5.954960874936746e-06
23728,8.074935353501404e-05
23729,0.0001480024401341465
23751,1.3680299685631782e-05
23752,0.014627865903689164
23753,0.004116525143921801
23754,6.359747673120118e-09
23755,0.1568775489303438
23756,7.331752113131759e-06
23757,1.950860383157277e-05
23758,7.508926310367689e-05
23770,0.04529682597240742
23776,2.3025498725714556e-05
23778,5.149159690040676e-05
23781,0.016957640555439024
23790,0.00016484917870176064
23791,0.00016886096490846005
23794,0.020938173571317147
23795,1.525610752559679e-06
23798,0.0009272138359362536
23800,0.00941632565692909
23807,5.04820750153153e-06
23816,0.03837534737440815
23818,1.659476582099984e-07
23820,1.4286053601617042e-05
23823,2.6855040333540045e-05
23836,0.08443727167534658
23837,0.01519848491107225
23846,8.753841637323442e-05
23847,0.004558246916055768
23848,0.003037734129358456
23851,0.012027155813681752
23864,0.0005700003341560137
23865,0.0003594128016232378
23866,1.5183863461351971e-05
23867,1.974554996455915e-07
23868,6.425064800747676e-07
23869,1.5842881382330785e-07
23870,3.429368412427225e-07
23876,0.04678583343217794
23881,0.003101927660847295
23883,6.495958300485198e-08
23886,1.4530053210924495e-05
23888,0.007523199192295617
23889,0.0129809066293778
23890,8.362334625221828e-06
23895,0.000248863907854553
23898,1.2961285304396477e-06
23908,0.0029918672045678076
23909,0.0018171194079612343
23910,9.558239136702225e-05
23913,9.264751094001125e-12
23915,2.5446348369349577e-09
23919,0.01593204182873652
23926,4.6210414645959656e-06
23928,0.0014948819584549335
23929,0.0016737856120096386
23930,0.0012119278198287234
23934,0.15925932305272109
23936,0.0127650479658392
23937,0.003324588766402597
23939,0.026098790622651344
23942,6.143312266803727e-05
23944,1.4360784239618962e-06
23948,0.0012784332561874086
23956,0.00012112130693492014
23961,4.224636854658542e-13
23962,3.6317839588376935e-05
23963,1.5729836825041522e-06
23966,6.480756707724614e-07
23967,2.135246023730613e-05
23972,0.0001450445680693587
23977,0.0014067070350671344
23978,1.849423135375684e-10
23979,2.532318939719686e-07
23980,2.4944276228570566e-06
23981,0.003697493459702945
23983,0.000111998337764583
23984,0.0009073767083682627
23985,0.003943364874500257
23987,0.0002311718010176055
23998,1.7095826359266662e-06
24003,0.0004080269729545159
24005,0.0007028691584527307
24010,0.0002987672904015234
24011,0.007721668519258665
24012,1.6972426959333932e-05
24016,3.177178658270526e-05
24024,2.2009725799562894e-07
24030,8.534063593490012e-05
24033,5.875253365277997e-05
24036,1.1474037831953136e-06
24037,5.374935735468744e-09
24042,1.5515255551522184e-05
24043,3.598798490841543e-08
24045,0.012037886242351603
24047,9.325765488973495e-05
24049,0.0017522990765227373
24059,9.781697706423115e-06
24063,0.00020931366954228458
