,LPR
418,0.0053519448209246616
466,0.3064728479573805
467,0.22998376830869585
490,5.0031774159423135e-12
509,2.75348487774215e-07
602,5.179374008667257e-15
603,2.7282326160175695e-15
798,5.228201888689899e-08
807,0.00030200964158850027
850,7.282980703009957e-06
862,6.120902270615761e-05
1013,1.887755426616597e-09
1302,1.9207669745468635e-09
1323,4.8122665769323614e-05
1486,0.006122190076339795
1584,0.03219591290838973
1589,8.99994044860049e-07
1643,5.561954747086543e-05
1683,7.238620102648059e-08
1860,8.383342732325458e-05
2544,0.0005013113311308522
2750,1.5465268781332764e-06
2886,0.039544471580137706
3473,2.3391893388882683e-06
3949,0.0023467020871096914
4171,3.3903847465445534e-05
23610,0.00043092733987368687
23611,0.024531023994987564
23618,0.0030619027787150443
23620,5.458766354716664e-08
23627,0.2761335807856535
23629,0.00024030853721562797
23630,0.00017309469010153228
23631,0.00020748046436048213
23635,5.6585751461455534e-08
23637,9.549087251056331e-06
23638,0.0490721257228261
23639,0.005240826884901084
23645,0.06315050699157564
23646,0.05496932817408029
23648,4.174394509218842e-08
23653,0.26118606823222823
23695,1.1259070349351753e-05
23697,1.664669827343257e-11
23698,3.906809374476685e-10
23699,9.61407768326768e-08
23700,9.796675647836345e-08
23709,8.582875139572173e-06
23710,5.494119216775684e-07
23715,0.00012742681172879728
23716,5.955746478247468e-05
23720,0.006768094841705568
23721,0.005501634951456864
23722,0.000385271317654952
23723,0.0006972104215010552
23726,1.3750068505177209e-05
23727,1.1909921749873493e-05
23728,0.0001614987070700281
23729,0.000296004880268293
23751,2.7360599371263564e-05
23752,0.029255731807378327
23753,0.008233050287843602
23754,1.2719495346240235e-08
23755,0.3137550978606876
23756,1.4663504226263517e-05
23757,3.901720766314554e-05
23758,0.00015017852620735378
23770,0.09059365194481483
23776,4.605099745142911e-05
23778,0.00010298319380081352
23781,0.03391528111087805
23790,0.0003296983574035213
23791,0.0003377219298169201
23794,0.041876347142634295
23795,1.525610752559679e-06
23798,0.0018544276718725071
23800,0.01883265131385818
23807,1.009641500306306e-05
23816,0.0767506947488163
23818,3.318953164199968e-07
23820,2.8572107203234083e-05
23823,2.6855040333540045e-05
23836,0.16887454335069316
23837,0.0303969698221445
23846,0.00017507683274646884
23847,0.009116493832111536
23848,0.006075468258716912
23851,0.024054311627363503
23864,0.0011400006683120274
23865,0.0007188256032464756
23866,3.0367726922703942e-05
23867,3.94910999291183e-07
23868,1.2850129601495352e-06
23869,3.168576276466157e-07
23870,6.85873682485445e-07
23876,0.09357166686435588
23881,0.00620385532169459
23883,1.2991916600970396e-07
23886,2.906010642184899e-05
23888,0.015046398384591235
