,LPR
418,0.0006689931026155827
466,0.03830910599467256
467,0.02874797103858698
490,5.0031774159423135e-12
509,2.75348487774215e-07
602,5.179374008667257e-15
603,2.7282326160175695e-15
798,6.535252360862373e-09
807,3.775120519856253e-05
850,9.103725878762447e-07
862,6.120902270615761e-05
1013,2.3596942832707463e-10
1302,2.4009587181835793e-10
1323,6.015333221165452e-06
1486,0.0007652737595424744
1584,0.0040244891135487165
1589,1.1249925560750613e-07
1643,6.952443433858179e-06
1683,9.048275128310074e-09
1860,1.0479178415406822e-05
2544,0.0005013113311308522
2750,1.9331585976665955e-07
2886,0.004943058947517213
3473,2.9239866736103353e-07
3949,0.0023467020871096914
4171,3.3903847465445534e-05
23610,0.00043092733987368687
23611,0.0030663779993734454
23618,0.00038273784733938054
23620,6.82345794339583e-09
23627,0.034516697598206685
23629,3.0038567151953496e-05
23630,2.1636836262691535e-05
23631,2.5935058045060266e-05
23635,7.073218932681942e-09
23637,1.1936359063820414e-06
23638,0.006134015715353262
23639,0.0006551033606126355
23645,0.007893813373946955
23646,0.006871166021760036
23648,5.217993136523552e-09
23653,0.03264825852902853
23695,1.407383793668969e-06
23697,2.0808372841790713e-12
23698,4.883511718095856e-11
23699,1.20175971040846e-08
23700,1.2245844559795432e-08
23709,8.582875139572173e-06
23710,6.867649020969605e-08
23715,1.592835146609966e-05
23716,7.444683097809335e-06
23720,0.000846011855213196
23721,0.000687704368932108
23722,0.000385271317654952
23723,8.71513026876319e-05
23726,1.7187585631471511e-06
23727,1.4887402187341866e-06
23728,2.018733838375351e-05
23729,3.700061003353662e-05
23751,3.4200749214079455e-06
23752,0.003656966475922291
23753,0.0010291312859804502
23754,1.5899369182800294e-09
23755,0.03921938723258595
23756,1.8329380282829397e-06
23757,4.877150957893192e-06
23758,1.8772315775919223e-05
23770,0.011324206493101854
23776,5.756374681428639e-06
23778,1.287289922510169e-05
23781,0.004239410138859756
23790,4.121229467544016e-05
23791,4.221524122711501e-05
23794,0.005234543392829287
23795,1.525610752559679e-06
23798,0.0002318034589840634
23800,0.0023540814142322727
23807,1.2620518753828826e-06
23816,0.009593836843602037
23818,4.14869145524996e-08
23820,3.5715134004042604e-06
23823,2.6855040333540045e-05
23836,0.021109317918836645
23837,0.0037996212277680626
23846,2.1884604093308605e-05
23847,0.001139561729013942
23848,0.000759433532339614
23851,0.003006788953420438
23864,0.00014250008353900343
23865,8.985320040580946e-05
23866,3.7959658653379927e-06
23867,4.936387491139787e-08
23868,1.606266200186919e-07
23869,3.960720345582696e-08
23870,8.573421031068062e-08
23876,0.011696458358044485
23881,0.0007754819152118237
23883,1.6239895751212995e-08
23886,3.632513302731124e-06
23888,0.0018807997980739043
23889,0.00324522665734445
23890,2.090583656305457e-06
23895,6.221597696363824e-05
23898,1.2961285304396477e-06
23908,0.0007479668011419519
23909,0.0004542798519903086
23910,2.3895597841755563e-05
23913,2.316187773500281e-12
23915,6.361587092337394e-10
23919,0.00398301045718413
23926,1.1552603661489914e-06
23928,0.00037372048961373337
23929,0.0016737856120096386
23930,0.00030298195495718084
23934,0.03981483076318027
23936,0.0031912619914598
23937,0.0008311471916006493
23939,0.006524697655662836
23942,1.535828066700932e-05
23944,3.5901960599047405e-07
23948,0.00031960831404685214
23956,3.0280326733730036e-05
23961,1.0561592136646355e-13
23962,9.079459897094234e-06
23963,3.9324592062603805e-07
23966,1.6201891769311534e-07
23967,5.338115059326532e-06
23972,3.626114201733968e-05
23977,0.0003516767587667836
23978,1.849423135375684e-10
23979,6.330797349299215e-08
23980,6.236069057142641e-07
23981,0.0009243733649257363
23983,2.799958444114575e-05
23984,0.00022684417709206567
23985,0.0009858412186250643
23987,5.7792950254401376e-05
23998,4.2739565898166656e-07
24003,0.00010200674323862898
24005,0.00017571728961318268
24010,0.0002987672904015234
24011,0.0019304171298146662
24012,4.243106739833483e-06
24016,7.942946645676315e-06
24024,5.5024314498907234e-08
24030,2.133515898372503e-05
24033,1.4688133413194992e-05
24036,2.868509457988284e-07
24037,5.374935735468744e-09
24042,3.878813887880546e-06
24043,8.996996227103858e-09
24045,0.003009471560587901
24047,2.3314413722433737e-05
24049,0.0004380747691306843
24059,2.4454244266057787e-06
24063,5.2328417385571144e-05
24066,1.1045835771002451e-08
24080,1.2978648588152234e-06
24091,4.420003587007091e-06
24093,1.8969961112450146e-05
24110,6.3892631584194214e-06
24120,6.023840334384268e-07
24121,0.00011964371269644783
24125,0.0009453618762602892
24130,1.985875797875634e-06
24135,6.839072109000333e-06
24137,0.0024531557444454313
24165,6.595217806806288e-05
24166,4.3283887272012446e-05
24169,1.5673577978740215e-09
24172,8.115684542472287e-05
24195,2.986667320046539e-08
24197,0.0018833568779917057
24203,0.0061813896962615
24216,1.8439011276162474e-08
24225,0.00015194067063248722
24226,4.7579405463122976e-05
24227,0.00018042193026715706
24239,0.016699060322798064
24240,4.0133063096377795e-06
24247,1.764771732822777e-06
24249,4.3245566092695095e-06
24252,4.991592831832026e-05
24253,7.463808877907044e-07
24256,2.0036679557115215e-06
24265,2.8390167449126848e-05
24266,0.0005823896798057532
24274,0.0014242069928841396
24279,0.0001652888784541063
24283,0.000333743968480005
24285,1.4679684153408885e-09
24286,1.931740512390486e-09
24291,0.0004844006499936168
24293,7.73451646472923e-05
24294,1.4485984896649063e-09
24302,8.393447310092622e-12
24305,6.361308385995279e-15
24307,3.918886189541686e-05
24311,0.0001602087156986299
24317,1.5496106507545275e-05
24323,0.016223555321072818
58403,4.934670046397058e-05
58405,0.029486170040805133
58406,0.0005279478236760874
58407,0.000630125046145783
58410,0.00018221135130994668
58411,1.4117039653943891e-05
58414,4.912350187702825e-05
58416,1.3350417354794365e-05
58424,2.9233350554616527e-06
58433,0.00022718883265624226
58434,1.971431377489288e-07
67673,2.4754312986045095e-05
67895,1.1648247364038827e-09
68008,0.0007443794186076943
68216,1.1839902550097897e-12
68218,3.1709222756366525e-13
68219,2.159367598773615e-12
68220,5.083517733408572e-12
68221,1.9000504431606344e-11
68294,1.0866183590646196e-15
68475,0.0005353451383357645
68529,0.027400373353515972
68693,2.450943415040012e-07
68695,3.257724162542063e-07
68872,2.702691563134187e-05
68917,1.6060601071348933e-08
68925,9.09244175823431e-05
68926,6.23337175213977e-05
69049,0.03905055416065077
69065,0.00015264060550830458
69282,0.0010897367058166744
69288,1.9015984871651853e-09
69289,1.152177150508506e-09
69480,2.0028136121792512e-07
69508,5.429781091016883e-13
69576,9.57568838143159e-09
69635,1.8398811251185807e-10
69636,4.581477281898274e-10
69638,1.073310774679526e-10
69669,1.1700153046568702e-14
69970,0.0035863928565247997
69990,9.275553515631626e-06
70119,0.003369154035465078
70120,0.0036019463199555486
70186,0.0029622436454400675
70191,1.931223180177792e-07
70263,4.1733056745113336e-11
70517,6.394405618270943e-11
70519,5.663700746260807e-10
70520,1.3081516432922238e-10
70548,8.825292161289196e-12
70881,0.0003333577477761874
70961,2.4818712969867114e-08
70974,4.573352080064609e-08
70975,8.023424701867736e-09
71044,0.0020872599947559735
71062,1.5215978596333414e-05
71063,3.9233414664809246e-05
71109,0.014081992069538397
71110,0.00921953938214561
71117,8.267699909764373e-09
71156,3.4060815942530644e-07
71199,1.1736023020280528e-06
71495,0.0002879328297735262
71935,0.000554038485050579
71998,1.190204925866249e-10
72082,0.00011856958966939432
72094,6.48470311261795e-06
72095,5.307248256683558e-06
72269,5.680929130504595e-05
72301,1.509155205156045e-07
72304,1.0965021446677332e-06
72421,2.1476583295704514e-14
72422,8.625596751850077e-14
72436,2.738876880228215e-07
72437,2.913044556060769e-07
72607,3.720102212232495e-05
72610,0.002255559232555263
72713,0.00042619513465735507
72756,3.483383770942538e-05
72983,1.1353138460515095e-07
73153,5.7390065077554235e-08
73262,5.063838344725825e-15
73280,7.059952878721912e-06
73281,7.793821717280352e-05
73372,9.084780716705324e-08
73440,8.700385672674722e-08
73481,2.0768127698235346e-05
73715,0.0006104230013692784
73737,7.644446158020231e-11
73761,1.7272563622723424e-05
73762,0.000675789632491363
73906,2.4471103667423354e-08
73940,6.789193443183034e-09
73942,7.012852629145417e-08
74131,3.2904953509016937e-10
74280,1.9577893778357185e-11
84404,0.00010748174386217155
84409,0.0008343004430052613
84411,0.011201523433871123
91103,1.2246390408144967e-09
91173,6.90196786005949e-07
91808,1.4625179452353483e-12
91996,1.2929366798949315e-10
91997,5.786038952117335e-10
92099,2.3718788253377604e-07
92184,3.463222347657105e-06
92299,1.8124280558586e-12
92696,1.325001373983379e-15
92714,9.628864021141852e-09
92724,4.970867734995953e-15
92743,1.0728663860736937e-13
92808,2.395940057807539e-09
92885,2.690385256246658e-05
92981,1.7959314971742225e-09
93142,0.0005774497049849083
93143,5.52997575790864e-05
93349,4.276794990121022e-05
93422,8.196494041199464e-15
93423,8.78946248588967e-15
93424,1.9512558592349924e-14
