member,generation,scenario,parameter_name,parameter_label,parameter_symbol,parameter_factor,parameter_value,base_parameter_value,probability_weight,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,baseline_parameter_depletion_cfs,baseline_parameter_streamflow_cfs,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,absolute_depletion_error_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
gen=43_member=7261_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.4863208,34.48623759426499,113.098766794265,2.98936,3.1851023349115946,5.4148976650884055,2.989359921162631,5.610640078837369,0.19574241374896362,-0.19574241374896317,0.19574241374896362,0.19574241374896317,0.19574241374896317
gen=36_member=6133_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.8721368,35.87203034437702,114.48455954437703,3.65379,3.877051389948731,4.722948610051269,3.6537904336927274,4.946209566307273,0.2232609562560035,-0.22326095625600395,0.2232609562560035,0.22326095625600395,0.22326095625600395
gen=41_member=6892_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.7658572,29.76585730134148,108.37838650134148,1.79322,1.9364769505042485,6.663523049495751,1.7932215884321627,6.806778411567837,0.14325536207208578,-0.143255362072086,0.14325536207208578,0.143255362072086,0.143255362072086
gen=47_member=8012_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,3.925566528469517,4.674433471530483,3.701110964068317,4.898889035931683,0.22445556440119985,-0.2244555644012003,0.22445556440119985,0.2244555644012003,0.2244555644012003
gen=47_member=7966_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7234536,33.72345101193558,112.3359802119356,2.70123,2.88727918483685,5.712720815163149,2.7012340465738194,5.89876595342618,0.18604513826303082,-0.18604513826303126,0.18604513826303082,0.18604513826303126,0.18604513826303126
gen=49_member=8363_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.4777808,35.477807888172215,114.09033708817222,3.43975,3.6568162955633774,4.943183704436622,3.4397528364932968,5.160247163506703,0.21706345907008062,-0.21706345907008107,0.21706345907008062,0.21706345907008107,0.21706345907008107
gen=44_member=7456_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.4550552,35.454985598383615,114.0675147983836,3.43116,3.6497470414584714,4.95025295854153,3.431156849191001,5.168843150808998,0.21859019226747023,-0.21859019226746845,0.21859019226747023,0.21859019226746845,0.21859019226746845
gen=40_member=6804_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.5288756,34.528979791643806,113.14150899164382,3.01687,3.2136200423030656,5.386379957696934,3.016870007405461,5.583129992594539,0.19675003489760456,-0.19675003489760456,0.19675003489760456,0.19675003489760456,0.19675003489760456
gen=38_member=6471_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.0604764,35.06049322067706,113.67302242067706,3.24426,3.455671896839791,5.144328103160209,3.2442631362861047,5.355736863713895,0.2114087605536863,-0.2114087605536863,0.2114087605536863,0.2114087605536863,0.2114087605536863
gen=22_member=3634_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.4875084,33.48751472965719,112.1000439296572,2.63496,2.8178131398331843,5.782186860166815,2.6349586355249133,5.965041364475086,0.182854504308271,-0.18285450430827055,0.182854504308271,0.18285450430827055,0.18285450430827055
gen=44_member=7539_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0109412,36.01086498046887,114.62339418046886,3.71574,3.9398005082916847,4.660199491708315,3.71574467634347,4.88425532365653,0.22405583194821466,-0.2240558319482142,0.22405583194821466,0.2240558319482142,0.2240558319482142
gen=49_member=8356_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.883720399999994,32.88362932713905,111.49615852713904,2.45508,2.629095964455617,5.970904035544383,2.455078154837682,6.144921845162317,0.174017809617935,-0.17401780961793367,0.174017809617935,0.17401780961793367,0.17401780961793367
gen=46_member=7849_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7256816,33.7256272553146,112.3381564553146,2.71464,2.901345935431888,5.698654064568112,2.714637855713367,5.885362144286633,0.186708079718521,-0.186708079718521,0.186708079718521,0.186708079718521,0.186708079718521
gen=42_member=7200_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.3322924,35.33222140569574,113.94475060569572,3.37515,3.5917622464576637,5.008237753542336,3.375146551306809,5.224853448693191,0.21661569515085466,-0.21661569515085422,0.21661569515085466,0.21661569515085422,0.21661569515085422
gen=38_member=6459_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.7359324,36.73590992805043,115.34843912805044,4.07908,4.313378054757385,4.286621945242615,4.079081097759876,4.520918902240124,0.2342969569975084,-0.2342969569975093,0.2342969569975084,0.2342969569975093,0.2342969569975093
gen=40_member=6838_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.5438728,27.54385585819388,106.15638505819388,1.42018,1.5441854664027637,7.055814533597236,1.4201768569284965,7.179823143071503,0.12400860947426717,-0.1240086094742665,0.12400860947426717,0.1240086094742665,0.1240086094742665
gen=35_member=5994_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.683276,34.68326987798987,113.29579907798986,3.07603,3.2783291959409957,5.321670804059004,3.076027027129444,5.523972972870556,0.20230216881155183,-0.20230216881155183,0.20230216881155183,0.20230216881155183,0.20230216881155183
gen=39_member=6670_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.435669600000004,32.43577512726643,111.04830432726642,2.33137,2.4995297075343763,6.100470292465623,2.331366553624733,6.268633446375267,0.1681631539096431,-0.16816315390964398,0.1681631539096431,0.16816315390964398,0.16816315390964398
gen=48_member=8120_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0494856,36.049477181493145,114.66200638149316,3.72385,3.948086297446905,4.651913702553094,3.7238509530605737,4.876149046939426,0.2242353443863312,-0.22423534438633208,0.2242353443863312,0.22423534438633208,0.22423534438633208
gen=47_member=7929_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.2756256,33.27569117913837,111.88822037913836,2.58067,2.7618162980483505,5.83818370195165,2.5806656123379543,6.019334387662045,0.18115068571039616,-0.18115068571039572,0.18115068571039616,0.18115068571039572,0.18115068571039572
gen=32_member=5467_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.4252,35.42529510560696,114.03782430560696,3.40923,3.62704800985363,4.9729519901463695,3.4092267076579525,5.190773292342048,0.21782130219567764,-0.21782130219567897,0.21782130219567764,0.21782130219567897,0.21782130219567897
gen=45_member=7589_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2645612,35.264548182297666,113.87707738229766,3.34169,3.555830343571769,5.04416965642823,3.3416938493864854,5.258306150613514,0.2141364941852837,-0.2141364941852837,0.2141364941852837,0.2141364941852837,0.2141364941852837
gen=42_member=7063_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.7798956,32.77998072785285,111.39250992785288,2.41578,2.5876641381131917,6.012335861886808,2.4157795755081053,6.184220424491894,0.17188456260508644,-0.17188456260508556,0.17188456260508644,0.17188456260508556,0.17188456260508556
gen=46_member=7783_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2509704,35.250884894283324,113.86341409428331,3.33505,3.550261144048675,5.0497388559513245,3.335046555009673,5.264953444990326,0.21521458903900204,-0.21521458903900115,0.21521458903900204,0.21521458903900115,0.21521458903900115
gen=42_member=7112_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.9550144,29.954952265185444,108.56748146518542,1.80414,1.9478084405069147,6.652191559493085,1.8041382604731795,6.795861739526821,0.14367018003373522,-0.14367018003373566,0.14367018003373522,0.14367018003373566,0.14367018003373566
gen=43_member=7278_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,26.961028,26.96102909294159,105.5735582929416,1.36641,1.4896452335288102,7.11035476647119,1.3664061755116317,7.233593824488368,0.1232390580171785,-0.1232390580171785,0.1232390580171785,0.1232390580171785,0.1232390580171785
gen=48_member=8123_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.7057052,35.70569359544761,114.31822279544762,3.56822,3.7901217444112114,4.809878255588789,3.568217329581769,5.031782670418231,0.22190441482944223,-0.22190441482944223,0.22190441482944223,0.22190441482944223,0.22190441482944223
gen=38_member=6409_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5586572,35.558655547749574,114.17118474774956,3.48534,3.7061548139564833,4.893845186043516,3.4853415920391573,5.114658407960842,0.220813221917326,-0.220813221917326,0.220813221917326,0.220813221917326,0.220813221917326
gen=36_member=6139_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.7221188,36.722176673504485,115.33470587350448,4.07625,4.310410641188192,4.289589358811807,4.0762456348744855,4.523754365125514,0.23416500631370685,-0.23416500631370685,0.23416500631370685,0.23416500631370685,0.23416500631370685
gen=40_member=6783_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.2880288,34.28795088667764,112.90048008667765,2.92983,3.1313982558422246,5.468601744157775,2.929833439615535,5.670166560384464,0.20156481622668965,-0.2015648162266892,0.20156481622668965,0.2015648162266892,0.2015648162266892
gen=29_member=4924_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.3221908,33.32221023991749,111.93473943991748,2.58783,2.76891914847328,5.831080851526719,2.587828022406685,6.012171977593315,0.18109112606659483,-0.18109112606659572,0.18109112606659483,0.18109112606659572,0.18109112606659572
gen=46_member=7822_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.6993932,36.69936383186918,115.31189303186918,4.06609,4.30037770489991,4.2996222951000895,4.066085660473553,4.533914339526446,0.23429204442635676,-0.23429204442635676,0.23429204442635676,0.23429204442635676,0.23429204442635676
gen=33_member=5655_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.6303988,35.630370058555734,114.24289925855572,3.51718,3.737386911139108,4.862613088860892,3.517184950203703,5.082815049796297,0.2202019609354049,-0.22020196093540534,0.2202019609354049,0.22020196093540534,0.22020196093540534
gen=31_member=5227_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.1920756,33.191986899653344,111.80451609965334,2.57051,2.7500537288773512,5.849946271122649,2.5705116414506657,6.029488358549334,0.17954208742668554,-0.1795420874266851,0.17954208742668554,0.1795420874266851,0.1795420874266851
gen=46_member=7810_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.574104,34.57406416730866,113.18659336730867,3.02342,3.2209306236302995,5.3790693763697,3.0234229584310697,5.57657704156893,0.1975076651992298,-0.1975076651992298,0.1975076651992298,0.1975076651992298,0.1975076651992298
gen=28_member=4720_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.3848732,35.38488870745046,113.99741790745044,3.39794,3.615318937680276,4.984681062319724,3.397935940640787,5.202064059359213,0.21738299703948893,-0.21738299703948893,0.21738299703948893,0.21738299703948893,0.21738299703948893
gen=31_member=5250_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.0534204,34.05351185359164,112.66604105359164,2.82385,3.020457395807365,5.579542604192635,2.8238468837659503,5.776153116234049,0.19661051204141478,-0.19661051204141433,0.19661051204141478,0.19661051204141433,0.19661051204141433
gen=46_member=7862_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.5019168,34.50190548961805,113.11443468961808,2.9983,3.194098623830305,5.405901376169695,2.998298907907464,5.601701092092536,0.19579971592284107,-0.19579971592284107,0.19579971592284107,0.19579971592284107,0.19579971592284107
gen=29_member=4911_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.8640404,33.86401239624249,112.47654159624248,2.75415,2.942162767267041,5.657837232732959,2.7541462326369746,5.845853767363025,0.18801653463006662,-0.18801653463006573,0.18801653463006662,0.18801653463006573,0.18801653463006573
gen=43_member=7385_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,26.11773,26.117703630103588,104.73023283010356,1.30432,1.4225287534615312,7.1774712465384685,1.304315285491199,7.2956847145088,0.11821346797033216,-0.11821346797033172,0.11821346797033216,0.11821346797033172,0.11821346797033172
gen=34_member=5724_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5597712,35.55966917902097,114.17219837902098,3.48909,3.709874087459836,4.890125912540164,3.489091483382917,5.110908516617083,0.22078260407691896,-0.22078260407691896,0.22078260407691896,0.22078260407691896,0.22078260407691896
gen=39_member=6557_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,30.9518216,30.95190437561837,109.56443357561837,1.98352,2.1365991578392194,6.46340084216078,1.9835249724970192,6.616475027502981,0.1530741853422002,-0.1530741853422004,0.1530741853422002,0.1530741853422004,0.1530741853422004
gen=43_member=7341_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.697461600000004,35.69752068422161,114.3100498842216,3.54777,3.7692131488538663,4.830786851146133,3.547765185660241,5.052234814339759,0.22144796319362525,-0.2214479631936257,0.22144796319362525,0.2214479631936257,0.2214479631936257
gen=37_member=6349_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.8629264,33.862942575484915,112.47547177548492,2.74347,2.9322143174815998,5.6677856825184,2.7434690769353645,5.856530923064636,0.18874524054623532,-0.18874524054623532,0.18874524054623532,0.18874524054623532,0.18874524054623532
gen=41_member=6889_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.384348,27.38432060845482,105.9968498084548,1.4106,1.5345265699828792,7.0654734300171205,1.4106019754541828,7.189398024545817,0.12392459452869642,-0.1239245945286962,0.12392459452869642,0.1239245945286962,0.1239245945286962
gen=47_member=8010_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.483498,33.48339815320258,112.09592735320258,2.63426,2.81769764231768,5.78230235768232,2.6342594566188096,5.96574054338119,0.18343818569887027,-0.18343818569887027,0.18343818569887027,0.18343818569887027,0.18343818569887027
gen=38_member=6465_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5849476,35.58483752237572,114.19736672237572,3.49711,3.718141179860212,4.8818588201397874,3.497111324050283,5.102888675949717,0.2210298558099293,-0.2210298558099293,0.2210298558099293,0.2210298558099293,0.2210298558099293
gen=29_member=4976_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.8534196,32.85346614458213,111.46599534458214,2.44488,2.6182364608542645,5.981763539145735,2.4448842022049715,6.155115797795029,0.17335225864929305,-0.1733522586492935,0.17335225864929305,0.1733522586492935,0.1733522586492935
gen=34_member=5729_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.1272428,36.12729970982421,114.7398289098242,3.76248,3.9878970447907873,4.612102955209212,3.762481095023348,4.837518904976652,0.22541594976743928,-0.22541594976743973,0.22541594976743928,0.22541594976743973,0.22541594976743973
gen=46_member=7888_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.7834604,32.783404919650515,111.3959341196505,2.41843,2.5904416287937733,6.009558371206227,2.418430577488762,6.181569422511238,0.17201105130501126,-0.17201105130501126,0.17201105130501126,0.17201105130501126,0.17201105130501126
gen=46_member=7821_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.01933,31.019254054929405,109.63178325492942,1.99327,2.146753463300402,6.453246536699598,1.993271488176365,6.6067285118236345,0.15348197512403705,-0.15348197512403683,0.15348197512403705,0.15348197512403683,0.15348197512403683
gen=48_member=8165_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.0845388,35.08459194378328,113.69712114378328,3.24714,3.4585882450252154,5.141411754974785,3.2471408840658538,5.352859115934146,0.21144736095936167,-0.21144736095936167,0.21144736095936167,0.21144736095936167,0.21144736095936167
gen=36_member=6131_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0098272,36.00986073528155,114.62238993528156,3.70849,3.932939628986357,4.667060371013642,3.708493410413307,4.891506589586692,0.2244462185730498,-0.2244462185730498,0.2244462185730498,0.2244462185730498,0.2244462185730498
gen=32_member=5391_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.2615892,33.261505768011496,111.8740349680115,2.57343,2.7536908026385905,5.846309197361409,2.5734339649692104,6.02656603503079,0.18025683766938005,-0.18025683766938094,0.18025683766938005,0.18025683766938094,0.18025683766938094
gen=34_member=5740_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.0249716,27.025055498234494,105.63758469823448,1.37217,1.4937577573995002,7.1062422426005,1.37216642150876,7.227833578491239,0.12159133589074034,-0.12159133589073967,0.12159133589074034,0.12159133589073967,0.12159133589073967
gen=35_member=5978_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.7979444,35.798046250315835,114.41057545031585,3.60663,3.828990412416139,4.77100958758386,3.6066329183701873,4.993367081629812,0.22235749404595184,-0.2223574940459523,0.22235749404595184,0.2223574940459523,0.2223574940459523
gen=32_member=5373_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.4901084,34.49010839919886,113.10263759919886,2.995,3.1933820305604117,5.406617969439589,2.995004204654325,5.604995795345674,0.19837782590608688,-0.19837782590608555,0.19837782590608688,0.19837782590608555,0.19837782590608555
gen=44_member=7565_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.9715036,32.97144846847227,111.58397766847226,2.47831,2.654045886358226,5.945954113641774,2.478310881640845,6.121689118359155,0.17573500471738113,-0.17573500471738157,0.17573500471738113,0.17573500471738157,0.17573500471738157
gen=45_member=7737_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.1261288,36.12613241634489,114.7386616163449,3.75756,3.9831334278628376,4.616866572137162,3.7575596650694982,4.842440334930501,0.2255737627933394,-0.2255737627933394,0.2255737627933394,0.2255737627933394,0.2255737627933394
gen=35_member=6019_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.062408,36.06245626130536,114.67498546130535,3.73038,3.954866587038012,4.645133412961988,3.7303822104294633,4.869617789570537,0.2244843766085487,-0.22448437660854914,0.2244843766085487,0.22448437660854914,0.22448437660854914
gen=46_member=7796_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.467532,35.46763029885118,114.08015949885116,3.43824,3.657142067916238,4.942857932083761,3.43823893574998,5.16176106425002,0.218903132166258,-0.21890313216625845,0.218903132166258,0.21890313216625845,0.21890313216625845
gen=47_member=7977_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.5069676,35.50698668092144,114.11951588092144,3.45533,3.6742528582787273,4.925747141721272,3.4553251022415497,5.14467489775845,0.21892775603717762,-0.21892775603717762,0.21892775603717762,0.21892775603717762,0.21892775603717762
gen=49_member=8311_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0073764,36.00733726709178,114.61986646709175,3.70558,3.9297348041133113,4.670265195886689,3.705575891176805,4.894424108823195,0.22415891293650647,-0.22415891293650603,0.22415891293650647,0.22415891293650603,0.22415891293650603
gen=29_member=4851_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2643384,35.264277472776136,113.87680667277613,3.33985,3.5551480793574,5.0448519206426,3.339852235813954,5.260147764186046,0.215295843543446,-0.215295843543446,0.215295843543446,0.215295843543446,0.215295843543446
gen=34_member=5819_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.5609588,34.56103873283972,113.17356793283972,3.0224,3.2200489790545936,5.379951020945406,3.022398591006844,5.577601408993155,0.19765038804774981,-0.19765038804774981,0.19765038804774981,0.19765038804774981,0.19765038804774981
gen=38_member=6490_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.0697604,36.06985802316135,114.68238722316136,3.73254,3.957115957812024,4.642884042187975,3.732539123723969,4.867460876276031,0.22457683408805496,-0.2245768340880554,0.22457683408805496,0.2245768340880554,0.2245768340880554
gen=42_member=7145_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.3061512,36.30614392385608,114.9186731238561,3.85887,4.088221312573997,4.511778687426003,3.858871338058117,4.741128661941882,0.22934997451587957,-0.22934997451587957,0.22934997451587957,0.22934997451587957,0.22934997451587957
gen=28_member=4655_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7361532,33.73614280489097,112.34867200489096,2.71633,2.9030728268777617,5.696927173122238,2.7163349555958534,5.883665044404147,0.18673787128190833,-0.18673787128190877,0.18673787128190833,0.18673787128190877,0.18673787128190877
gen=24_member=4008_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7668996,33.76696087691461,112.3794900769146,2.71969,2.9071840813649006,5.692815918635099,2.7196924545351737,5.8803075454648255,0.18749162682972687,-0.18749162682972642,0.18749162682972687,0.18749162682972642,0.18749162682972642
gen=34_member=5732_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7822728,33.7821917262945,112.39472092629453,2.72045,2.907286155340122,5.6927138446598775,2.7204459363071374,5.879554063692862,0.18684021903298476,-0.18684021903298476,0.18684021903298476,0.18684021903298476,0.18684021903298476
gen=40_member=6768_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.6530508,36.65302211816361,115.26555131816362,4.06357,4.299753615906299,4.3002463840937,4.063568704514503,4.536431295485497,0.23618491139179643,-0.23618491139179643,0.23618491139179643,0.23618491139179643,0.23618491139179643
gen=44_member=7554_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.7114224,33.71131958774986,112.32384878774988,2.69854,2.8844463456371776,5.715553654362822,2.6985365408908595,5.90146345910914,0.18590980474631813,-0.18590980474631813,0.18590980474631813,0.18590980474631813,0.18590980474631813
gen=18_member=3072_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,37.1547964,37.15490686727385,115.76743606727383,4.37912,4.6250497838598585,3.974950216140141,4.379123996722136,4.220876003277864,0.24592578713772273,-0.24592578713772273,0.24592578713772273,0.24592578713772273,0.24592578713772273
gen=50_member=8445_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,20.94736636,20.947372107145803,99.5599013071458,1.01547,1.11286627122173,7.48713372877827,1.0154703928416016,7.584529607158398,0.09739587838012853,-0.09739587838012831,0.09739587838012853,0.09739587838012831,0.09739587838012831
gen=50_member=8506_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.1778184,36.17771080932583,114.79024000932584,3.79088,4.017345520711393,4.582654479288607,3.790883183568052,4.809116816431947,0.22646233714334096,-0.22646233714334052,0.22646233714334096,0.22646233714334052,0.22646233714334052
gen=50_member=8596_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.6560924,31.656131000200023,110.26866020020005,2.13446,2.2953645759526538,6.304635424047346,2.1344595323964763,6.465540467603523,0.1609050435561774,-0.16090504355617696,0.1609050435561774,0.16090504355617696,0.16090504355617696
gen=50_member=8464_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.1692028,35.16929619734085,113.78182539734084,3.28738,3.4999142018905776,5.100085798109422,3.287377222546114,5.312622777453885,0.21253697934446336,-0.21253697934446247,0.21253697934446336,0.21253697934446247,0.21253697934446247
gen=50_member=8489_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.927984,33.928075253726064,112.54060445372608,2.76217,2.952040124109645,5.647959875890354,2.7621716131516663,5.837828386848333,0.18986851095797874,-0.18986851095797874,0.18986851095797874,0.18986851095797874,0.18986851095797874
gen=50_member=8579_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2674576,35.267503555717184,113.8800327557172,3.34196,3.557335349493327,5.042664650506673,3.341960069793125,5.258039930206875,0.21537527970020198,-0.21537527970020243,0.21537527970020198,0.21537527970020243,0.21537527970020243
gen=50_member=8474_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,28.369124,28.369120398124423,106.98164959812442,1.54501,1.6771521837079466,6.9228478162920535,1.545008856601091,7.054991143398908,0.1321433271068555,-0.1321433271068546,0.1321433271068555,0.1321433271068546,0.1321433271068546
gen=50_member=8555_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.7982408,34.798261721440575,113.41079092144058,3.12278,3.3281972958899164,5.271802704110083,3.122777075087054,5.477222924912946,0.20542022080286237,-0.20542022080286237,0.20542022080286237,0.20542022080286237,0.20542022080286237
gen=50_member=8483_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.124418,32.12450543561306,110.73703463561304,2.25475,2.419161851068623,6.180838148931377,2.254748390424492,6.345251609575508,0.16441346064413098,-0.16441346064413054,0.16441346064413098,0.16441346064413054,0.16441346064413054
gen=50_member=8443_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.0288348,29.0287517204358,107.6412809204358,1.62866,1.7636054732388011,6.836394526761199,1.6286550645203903,6.971344935479609,0.1349504087184108,-0.13495040871840924,0.1349504087184108,0.13495040871840924,0.13495040871840924
gen=50_member=8469_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.3426844,27.342638190802248,105.95516739080225,1.39731,1.5199098466005774,7.080090153399422,1.3973096615726888,7.202690338427311,0.12260018502788861,-0.12260018502788839,0.12260018502788861,0.12260018502788839,0.12260018502788839
