scenario,parameter_name,parameter_label,parameter_symbol,parameter_factor,parameter_value,base_parameter_value,T_factor,T_value,S_factor,S_value,n_members,mean_pumping_objective_cfs,min_pumping_objective_cfs,max_pumping_objective_cfs,mean_depletion_cfs,min_depletion_cfs,max_depletion_cfs,mean_streamflow_cfs,min_streamflow_cfs,max_streamflow_cfs,mean_depletion_change_from_baseline_cfs,mean_streamflow_change_from_baseline_cfs,mean_absolute_depletion_error_cfs,max_absolute_depletion_error_cfs,mean_absolute_streamflow_error_cfs,max_absolute_streamflow_error_cfs,mean_streamflow_shortfall_below_baseline_cfs,max_streamflow_shortfall_below_baseline_cfs
storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,0.9,0.108,296,32.554952002064624,15.730428646974955,39.0854414587126,2.9329345422150963,0.890253200110472,5.043316056868707,5.667065457784903,3.5566839431312927,7.709746799889528,0.18401402415730894,-0.18401402415730894,0.18401402415730894,0.26073383554099827,0.18401402415730894,0.26073383554099827,0.18401402415730894,0.26073383554099827
baseline_storage,storage,Storage,S,1.0,0.12,0.12,,,1.0,0.12,296,32.554952002064624,15.730428646974955,39.0854414587126,2.7489205180577874,0.8110833649714815,4.782582221327709,5.851079481942212,3.817417778672291,7.788916635028518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
storage_plus_10pct,storage,Storage,S,1.1,0.132,0.12,,,1.1,0.132,296,32.554952002064624,15.730428646974955,39.0854414587126,2.588930309008253,0.7436997456171583,4.552452550769395,6.0110696909917465,4.0475474492306045,7.856300254382841,-0.15999020904953415,0.1599902090495342,0.15999020904953415,0.23012967055831357,0.1599902090495342,0.23012967055831357,0.0,0.0
