member,S_factor__baseline_storage,S_factor__storage_minus_10pct,S_factor__storage_plus_10pct,S_value__baseline_storage,S_value__storage_minus_10pct,S_value__storage_plus_10pct,absolute_depletion_error_cfs__baseline_storage,absolute_depletion_error_cfs__storage_minus_10pct,absolute_depletion_error_cfs__storage_plus_10pct,absolute_streamflow_error_cfs__baseline_storage,absolute_streamflow_error_cfs__storage_minus_10pct,absolute_streamflow_error_cfs__storage_plus_10pct,base_parameter_value__baseline_storage,base_parameter_value__storage_minus_10pct,base_parameter_value__storage_plus_10pct,depletion_cfs__baseline_storage,depletion_cfs__storage_minus_10pct,depletion_cfs__storage_plus_10pct,depletion_change_from_baseline_cfs__baseline_storage,depletion_change_from_baseline_cfs__storage_minus_10pct,depletion_change_from_baseline_cfs__storage_plus_10pct,full_model_total_pumping_cfs__baseline_storage,full_model_total_pumping_cfs__storage_minus_10pct,full_model_total_pumping_cfs__storage_plus_10pct,parameter_factor__baseline_storage,parameter_factor__storage_minus_10pct,parameter_factor__storage_plus_10pct,parameter_value__baseline_storage,parameter_value__storage_minus_10pct,parameter_value__storage_plus_10pct,pumping_objective_reeval_cfs__baseline_storage,pumping_objective_reeval_cfs__storage_minus_10pct,pumping_objective_reeval_cfs__storage_plus_10pct,streamflow_cfs__baseline_storage,streamflow_cfs__storage_minus_10pct,streamflow_cfs__storage_plus_10pct,streamflow_change_from_baseline_cfs__baseline_storage,streamflow_change_from_baseline_cfs__storage_minus_10pct,streamflow_change_from_baseline_cfs__storage_plus_10pct,streamflow_shortfall_below_baseline_cfs__baseline_storage,streamflow_shortfall_below_baseline_cfs__storage_minus_10pct,streamflow_shortfall_below_baseline_cfs__storage_plus_10pct,pumping_objective_reeval_cfs
gen=27_member=4566_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.19593459004741787,0.16965236660560246,0.0,0.19593459004741742,0.1696523666056029,0.12,0.12,0.12,2.87572560211735,3.0716601921647677,2.7060732355117474,0.0,0.19593459004741787,-0.16965236660560246,112.8151859464955,112.8151859464955,112.8151859464955,1.0,0.9,1.1,0.12,0.108,0.132,34.20265674649548,34.20265674649548,34.20265674649548,5.72427439788265,5.528339807835232,5.893926764488253,0.0,-0.19593459004741742,0.1696523666056029,0.0,0.19593459004741742,0.0,34.20265674649548
gen=27_member=4568_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.1697167648934208,0.14633807397738519,0.0,0.1697167648934208,0.14633807397738519,0.12,0.12,0.12,2.370423148131909,2.54013991302533,2.224085074154524,0.0,0.1697167648934208,-0.14633807397738519,111.17121385475376,111.17121385475376,111.17121385475376,1.0,0.9,1.1,0.12,0.108,0.132,32.558684654753776,32.558684654753776,32.558684654753776,6.2295768518680905,6.05986008697467,6.375914925845476,0.0,-0.1697167648934208,0.14633807397738519,0.0,0.1697167648934208,0.0,32.558684654753776
gen=27_member=4602_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.1611062334315121,0.1386703172578918,0.0,0.16110623343151254,0.13867031725789047,0.12,0.12,0.12,2.1273719794302,2.2884782128617123,1.9887016621723084,0.0,0.1611062334315121,-0.1386703172578918,110.1465923293507,110.1465923293507,110.1465923293507,1.0,0.9,1.1,0.12,0.108,0.132,31.534063129350688,31.534063129350688,31.534063129350688,6.4726280205698,6.311521787138288,6.611298337827691,0.0,-0.16110623343151254,0.13867031725789047,0.0,0.16110623343151254,0.0,31.534063129350688
gen=28_member=4655_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.18673787128190833,0.16183435357612996,0.0,0.18673787128190877,0.16183435357612908,0.12,0.12,0.12,2.7163349555958534,2.9030728268777617,2.5545006020197234,0.0,0.18673787128190833,-0.16183435357612996,112.34867200489096,112.34867200489096,112.34867200489096,1.0,0.9,1.1,0.12,0.108,0.132,33.73614280489097,33.73614280489097,33.73614280489097,5.883665044404147,5.696927173122238,6.045499397980276,0.0,-0.18673787128190877,0.16183435357612908,0.0,0.18673787128190877,0.0,33.73614280489097
gen=28_member=4698_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.09538159188346795,0.08150362288495261,0.0,0.09538159188346729,0.08150362288495305,0.12,0.12,0.12,0.9488534751048376,1.0442350669883056,0.867349852219885,0.0,0.09538159188346795,-0.08150362288495261,98.23706393077234,98.23706393077234,98.23706393077234,1.0,0.9,1.1,0.12,0.108,0.132,19.62453473077234,19.62453473077234,19.62453473077234,7.651146524895162,7.5557649330116945,7.732650147780115,0.0,-0.09538159188346729,0.08150362288495305,0.0,0.09538159188346729,0.0,19.62453473077234
gen=28_member=4720_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.21738299703948893,0.19010558374463216,0.0,0.21738299703948893,0.19010558374463216,0.12,0.12,0.12,3.397935940640787,3.615318937680276,3.207830356896155,0.0,0.21738299703948893,-0.19010558374463216,113.99741790745044,113.99741790745044,113.99741790745044,1.0,0.9,1.1,0.12,0.108,0.132,35.38488870745046,35.38488870745046,35.38488870745046,5.202064059359213,4.984681062319724,5.392169643103845,0.0,-0.21738299703948893,0.19010558374463216,0.0,0.21738299703948893,0.0,35.38488870745046
gen=28_member=4728_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.11469054695456204,0.09875620767973303,0.0,0.11469054695456293,0.0987562076797337,0.12,0.12,0.12,1.215931183468382,1.330621730422944,1.1171749757886489,0.0,0.11469054695456204,-0.09875620767973303,103.67638511991224,103.67638511991224,103.67638511991224,1.0,0.9,1.1,0.12,0.108,0.132,25.063855919912235,25.063855919912235,25.063855919912235,7.3840688165316175,7.269378269577055,7.482825024211351,0.0,-0.11469054695456293,0.0987562076797337,0.0,0.11469054695456293,0.0,25.063855919912235
gen=28_member=4806_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.22850298212784104,0.200221437756388,0.0,0.22850298212784104,0.20022143775638845,0.12,0.12,0.12,3.87573591840834,4.104238900536181,3.675514480651952,0.0,0.22850298212784104,-0.200221437756388,114.94789222453564,114.94789222453564,114.94789222453564,1.0,0.9,1.1,0.12,0.108,0.132,36.335363024535646,36.335363024535646,36.335363024535646,4.7242640815916594,4.495761099463818,4.924485519348048,0.0,-0.22850298212784104,0.20022143775638845,0.0,0.22850298212784104,0.0,36.335363024535646
gen=29_member=4835_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.1553032807315038,0.13371559143953626,0.0,0.15530328073150468,0.13371559143953604,0.12,0.12,0.12,2.024985639976596,2.1802889207081,1.89127004853706,0.0,0.1553032807315038,-0.13371559143953626,109.77542032554577,109.77542032554577,109.77542032554577,1.0,0.9,1.1,0.12,0.108,0.132,31.16289112554577,31.16289112554577,31.16289112554577,6.575014360023404,6.4197110792919,6.70872995146294,0.0,-0.15530328073150468,0.13371559143953604,0.0,0.15530328073150468,0.0,31.16289112554577
gen=29_member=4851_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.215295843543446,0.1881040287404101,0.0,0.215295843543446,0.1881040287404101,0.12,0.12,0.12,3.339852235813954,3.5551480793574,3.151748207073544,0.0,0.215295843543446,-0.1881040287404101,113.87680667277613,113.87680667277613,113.87680667277613,1.0,0.9,1.1,0.12,0.108,0.132,35.264277472776136,35.264277472776136,35.264277472776136,5.260147764186046,5.0448519206426,5.448251792926456,0.0,-0.215295843543446,0.1881040287404101,0.0,0.215295843543446,0.0,35.264277472776136
gen=29_member=4871_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.0861596872202326,0.07360312510310907,0.0,0.08615968722023215,0.07360312510310862,0.12,0.12,0.12,0.8815436349096046,0.9677033221298372,0.8079405098064956,0.0,0.0861596872202326,-0.07360312510310907,96.45602638773376,96.45602638773376,96.45602638773376,1.0,0.9,1.1,0.12,0.108,0.132,17.843497187733753,17.843497187733753,17.843497187733753,7.718456365090395,7.632296677870163,7.792059490193504,0.0,-0.08615968722023215,0.07360312510310862,0.0,0.08615968722023215,0.0,17.843497187733753
gen=29_member=4898_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.22719772953482087,0.19933127326707867,0.0,0.2271977295348213,0.19933127326707822,0.12,0.12,0.12,3.680374002125098,3.907571731659919,3.4810427288580192,0.0,0.22719772953482087,-0.19933127326707867,114.5397010739666,114.5397010739666,114.5397010739666,1.0,0.9,1.1,0.12,0.108,0.132,35.92717187396659,35.92717187396659,35.92717187396659,4.919625997874902,4.69242826834008,5.11895727114198,0.0,-0.2271977295348213,0.19933127326707822,0.0,0.2271977295348213,0.0,35.92717187396659
gen=29_member=4911_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.18801653463006662,0.16303286298795605,0.0,0.18801653463006573,0.16303286298795605,0.12,0.12,0.12,2.7541462326369746,2.942162767267041,2.5911133696490185,0.0,0.18801653463006662,-0.16303286298795605,112.47654159624248,112.47654159624248,112.47654159624248,1.0,0.9,1.1,0.12,0.108,0.132,33.86401239624249,33.86401239624249,33.86401239624249,5.845853767363025,5.657837232732959,6.008886630350981,0.0,-0.18801653463006573,0.16303286298795605,0.0,0.18801653463006573,0.0,33.86401239624249
gen=29_member=4924_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.18109112606659483,0.15661066250315914,0.0,0.18109112606659572,0.1566106625031587,0.12,0.12,0.12,2.587828022406685,2.76891914847328,2.431217359903526,0.0,0.18109112606659483,-0.15661066250315914,111.93473943991748,111.93473943991748,111.93473943991748,1.0,0.9,1.1,0.12,0.108,0.132,33.32221023991749,33.32221023991749,33.32221023991749,6.012171977593315,5.831080851526719,6.168782640096474,0.0,-0.18109112606659572,0.1566106625031587,0.0,0.18109112606659572,0.0,33.32221023991749
gen=29_member=4976_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.17335225864929305,0.1495809648611086,0.0,0.1733522586492935,0.1495809648611086,0.12,0.12,0.12,2.4448842022049715,2.6182364608542645,2.295303237343863,0.0,0.17335225864929305,-0.1495809648611086,111.46599534458214,111.46599534458214,111.46599534458214,1.0,0.9,1.1,0.12,0.108,0.132,32.85346614458213,32.85346614458213,32.85346614458213,6.155115797795029,5.981763539145735,6.304696762656137,0.0,-0.1733522586492935,0.1495809648611086,0.0,0.1733522586492935,0.0,32.85346614458213
gen=30_member=4999_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.19244615748500982,0.16659718408996138,0.0,0.19244615748500937,0.16659718408996138,0.12,0.12,0.12,2.7894244899895115,2.9818706474745214,2.62282730589955,0.0,0.19244615748500982,-0.16659718408996138,112.60047452305362,112.60047452305362,112.60047452305362,1.0,0.9,1.1,0.12,0.108,0.132,33.98794532305361,33.98794532305361,33.98794532305361,5.810575510010488,5.618129352525479,5.9771726941004495,0.0,-0.19244615748500937,0.16659718408996138,0.0,0.19244615748500937,0.0,33.98794532305361
gen=30_member=5110_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.23047661952863852,0.20208555539546902,0.0,0.23047661952863852,0.20208555539546946,0.12,0.12,0.12,3.932509378217297,4.162985997745936,3.730423822821828,0.0,0.23047661952863852,-0.20208555539546902,115.00787858259372,115.00787858259372,115.00787858259372,1.0,0.9,1.1,0.12,0.108,0.132,36.39534938259375,36.39534938259375,36.39534938259375,4.667490621782703,4.437014002254064,4.869576177178172,0.0,-0.23047661952863852,0.20208555539546946,0.0,0.23047661952863852,0.0,36.39534938259375
gen=30_member=5150_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.2309491967527415,0.2024446654541534,0.0,0.23094919675274195,0.20244466545415296,0.12,0.12,0.12,3.9551744266243625,4.186123623377104,3.752729761170209,0.0,0.2309491967527415,-0.2024446654541534,115.0904704678124,115.0904704678124,115.0904704678124,1.0,0.9,1.1,0.12,0.108,0.132,36.47794126781239,36.47794126781239,36.47794126781239,4.644825573375638,4.413876376622896,4.847270238829791,0.0,-0.23094919675274195,0.20244466545415296,0.0,0.23094919675274195,0.0,36.47794126781239
gen=30_member=5151_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.22812707581762126,0.1998757928780499,0.0,0.22812707581762126,0.1998757928780499,0.12,0.12,0.12,3.855186874041565,4.083313949859186,3.655311081163515,0.0,0.22812707581762126,-0.1998757928780499,114.9099219021264,114.9099219021264,114.9099219021264,1.0,0.9,1.1,0.12,0.108,0.132,36.2973927021264,36.2973927021264,36.2973927021264,4.7448131259584345,4.516686050140813,4.944688918836484,0.0,-0.22812707581762126,0.1998757928780499,0.0,0.22812707581762126,0.0,36.2973927021264
gen=30_member=5155_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.19085743769854124,0.16567864333331306,0.0,0.1908574376985408,0.1656786433333144,0.12,0.12,0.12,2.848031611013018,3.0388890487115594,2.682352967679705,0.0,0.19085743769854124,-0.16567864333331306,112.73347835647915,112.73347835647915,112.73347835647915,1.0,0.9,1.1,0.12,0.108,0.132,34.12094915647915,34.12094915647915,34.12094915647915,5.751968388986981,5.56111095128844,5.917647032320295,0.0,-0.1908574376985408,0.1656786433333144,0.0,0.1908574376985408,0.0,34.12094915647915
gen=31_member=5196_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.24504658853735428,0.21583487915577226,0.0,0.24504658853735428,0.21583487915577226,0.12,0.12,0.12,4.3790099839992,4.6240565725365546,4.163175104843428,0.0,0.24504658853735428,-0.21583487915577226,115.76656551738569,115.76656551738569,115.76656551738569,1.0,0.9,1.1,0.12,0.108,0.132,37.154036317385696,37.154036317385696,37.154036317385696,4.220990016000799,3.975943427463445,4.436824895156572,0.0,-0.24504658853735428,0.21583487915577226,0.0,0.24504658853735428,0.0,37.154036317385696
gen=31_member=5213_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.19519784679349428,0.16951946997762812,0.0,0.19519784679349428,0.16951946997762857,0.12,0.12,0.12,2.9469766581836145,3.142174504977109,2.7774571882059864,0.0,0.19519784679349428,-0.16951946997762812,112.98712908167344,112.98712908167344,112.98712908167344,1.0,0.9,1.1,0.12,0.108,0.132,34.37459988167344,34.37459988167344,34.37459988167344,5.653023341816385,5.457825495022891,5.822542811794014,0.0,-0.19519784679349428,0.16951946997762857,0.0,0.19519784679349428,0.0,34.37459988167344
gen=31_member=5214_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.21834355834657826,0.19097527141021287,0.0,0.2183435583465787,0.1909752714102133,0.12,0.12,0.12,3.42252865851418,3.640872216860758,3.231553387103967,0.0,0.21834355834657826,-0.19097527141021287,114.05529626150496,114.05529626150496,114.05529626150496,1.0,0.9,1.1,0.12,0.108,0.132,35.44276706150495,35.44276706150495,35.44276706150495,5.17747134148582,4.959127783139241,5.368446612896033,0.0,-0.2183435583465787,0.1909752714102133,0.0,0.2183435583465787,0.0,35.44276706150495
gen=31_member=5217_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.23257234204070754,0.20397611963945073,0.0,0.23257234204070798,0.20397611963945028,0.12,0.12,0.12,3.940880276296,4.173452618336707,3.736904156656549,0.0,0.23257234204070754,-0.20397611963945073,115.0647939735805,115.0647939735805,115.0647939735805,1.0,0.9,1.1,0.12,0.108,0.132,36.4522647735805,36.4522647735805,36.4522647735805,4.659119723704,4.426547381663292,4.863095843343451,0.0,-0.23257234204070798,0.20397611963945028,0.0,0.23257234204070798,0.0,36.4522647735805
gen=31_member=5227_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.17954208742668554,0.15536089384892904,0.0,0.1795420874266851,0.15536089384892904,0.12,0.12,0.12,2.5705116414506657,2.7500537288773512,2.4151507476017366,0.0,0.17954208742668554,-0.15536089384892904,111.80451609965334,111.80451609965334,111.80451609965334,1.0,0.9,1.1,0.12,0.108,0.132,33.191986899653344,33.191986899653344,33.191986899653344,6.029488358549334,5.849946271122649,6.184849252398263,0.0,-0.1795420874266851,0.15536089384892904,0.0,0.1795420874266851,0.0,33.191986899653344
gen=31_member=5250_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.19661051204141478,0.17020591656542639,0.0,0.19661051204141433,0.17020591656542727,0.12,0.12,0.12,2.8238468837659503,3.020457395807365,2.653640967200524,0.0,0.19661051204141478,-0.17020591656542639,112.66604105359164,112.66604105359164,112.66604105359164,1.0,0.9,1.1,0.12,0.108,0.132,34.05351185359164,34.05351185359164,34.05351185359164,5.776153116234049,5.579542604192635,5.946359032799476,0.0,-0.19661051204141433,0.17020591656542727,0.0,0.19661051204141433,0.0,34.05351185359164
gen=31_member=5281_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.17758952659962945,0.15342064235832975,0.0,0.177589526599629,0.15342064235832975,0.12,0.12,0.12,2.527655550535176,2.7052450771348053,2.374234908176846,0.0,0.17758952659962945,-0.15342064235832975,111.72822614121412,111.72822614121412,111.72822614121412,1.0,0.9,1.1,0.12,0.108,0.132,33.11569694121411,33.11569694121411,33.11569694121411,6.072344449464824,5.894754922865195,6.2257650918231535,0.0,-0.177589526599629,0.15342064235832975,0.0,0.177589526599629,0.0,33.11569694121411
gen=32_member=5373_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.19837782590608688,0.17223402773049834,0.0,0.19837782590608555,0.17223402773049834,0.12,0.12,0.12,2.995004204654325,3.1933820305604117,2.8227701769238265,0.0,0.19837782590608688,-0.17223402773049834,113.10263759919886,113.10263759919886,113.10263759919886,1.0,0.9,1.1,0.12,0.108,0.132,34.49010839919886,34.49010839919886,34.49010839919886,5.604995795345674,5.406617969439589,5.777229823076173,0.0,-0.19837782590608555,0.17223402773049834,0.0,0.19837782590608555,0.0,34.49010839919886
gen=32_member=5391_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.18025683766938005,0.15576764503063645,0.0,0.18025683766938094,0.155767645030636,0.12,0.12,0.12,2.5734339649692104,2.7536908026385905,2.417666319938574,0.0,0.18025683766938005,-0.15576764503063645,111.8740349680115,111.8740349680115,111.8740349680115,1.0,0.9,1.1,0.12,0.108,0.132,33.261505768011496,33.261505768011496,33.261505768011496,6.02656603503079,5.846309197361409,6.182333680061426,0.0,-0.18025683766938094,0.155767645030636,0.0,0.18025683766938094,0.0,33.261505768011496
gen=32_member=5405_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.12910484834543778,0.11017317452895647,0.0,0.12910484834543823,0.11017317452895625,0.12,0.12,0.12,1.4717926599847913,1.600897508330229,1.3616194854558348,0.0,0.12910484834543778,-0.11017317452895647,106.47906570330676,106.47906570330676,106.47906570330676,1.0,0.9,1.1,0.12,0.108,0.132,27.86653650330677,27.86653650330677,27.86653650330677,7.128207340015209,6.99910249166977,7.238380514544165,0.0,-0.12910484834543823,0.11017317452895625,0.0,0.12910484834543823,0.0,27.86653650330677
gen=32_member=5429_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.2275707163781724,0.19946126417658805,0.0,0.22757071637817194,0.1994612641765885,0.12,0.12,0.12,3.807797140389488,4.03536785676766,3.6083358762129,0.0,0.2275707163781724,-0.19946126417658805,114.82712673522953,114.82712673522953,114.82712673522953,1.0,0.9,1.1,0.12,0.108,0.132,36.21459753522952,36.21459753522952,36.21459753522952,4.792202859610511,4.564632143232339,4.9916641237871,0.0,-0.22757071637817194,0.1994612641765885,0.0,0.22757071637817194,0.0,36.21459753522952
gen=32_member=5452_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.20613600486827055,0.1793592339667267,0.0,0.2061360048682701,0.1793592339667267,0.12,0.12,0.12,3.141817552171591,3.3479535570398617,2.9624583182048645,0.0,0.20613600486827055,-0.1793592339667267,113.46005974005696,113.46005974005696,113.46005974005696,1.0,0.9,1.1,0.12,0.108,0.132,34.84753054005696,34.84753054005696,34.84753054005696,5.458182447828408,5.252046442960138,5.637541681795135,0.0,-0.2061360048682701,0.1793592339667267,0.0,0.2061360048682701,0.0,34.84753054005696
gen=32_member=5467_pso,1.0,0.9,1.1,0.12,0.108,0.132,0.0,0.21782130219567764,0.19044036565694267,0.0,0.21782130219567897,0.1904403656569409,0.12,0.12,0.12,3.4092267076579525,3.62704800985363,3.21878634200101,0.0,0.21782130219567764,-0.19044036565694267,114.03782430560696,114.03782430560696,114.03782430560696,1.0,0.9,1.1,0.12,0.108,0.132,35.42529510560696,35.42529510560696,35.42529510560696,5.190773292342048,4.9729519901463695,5.381213657998989,0.0,-0.21782130219567897,0.1904403656569409,0.0,0.21782130219567897,0.0,35.42529510560696
