member,pumping_objective_reeval_cfs,baseline_streamflow_cfs,baseline_depletion_cfs,expected_streamflow_cfs,expected_depletion_cfs,expected_streamflow_bias_from_baseline_cfs,expected_depletion_bias_from_baseline_cfs,probability_weighted_absolute_streamflow_error_cfs,probability_weighted_absolute_depletion_error_cfs,probability_weighted_streamflow_shortfall_cfs,probability_weighted_depletion_excess_cfs,streamflow_std_cfs,depletion_std_cfs,streamflow_p05_cfs,streamflow_p50_cfs,streamflow_p95_cfs,depletion_p05_cfs,depletion_p50_cfs,depletion_p95_cfs
gen=40_member=6722_pso,29.206608318766545,6.944390199200969,1.6556098007990303,6.9468787715553715,1.6531212284446293,0.002488572354402585,-0.0024885723544010308,0.09304017623610214,0.0930401762361022,0.045275801940850346,0.04527580194085057,0.11577805673496301,0.11577805673496305,6.731901040437665,6.919432567927786,7.120994220719168,1.4246375782581406,1.630179707731734,1.82111626646573
gen=48_member=8113_pso,37.01352492542517,4.367598270003123,4.232401729996877,4.37439905872134,4.225600941278659,0.006800788718217099,-0.006800788718217987,0.16643561863938888,0.16643561863938885,0.07981741496058552,0.07981741496058552,0.20729586479182965,0.2072958647918296,3.995544877334154,4.323277342773243,4.688791648094739,3.810062948157792,4.1867291529807,4.523388041465721
gen=48_member=8218_pso,36.62363801974855,4.566011808360062,4.033988191639938,4.572313684754222,4.027686315245778,0.006301876394159578,-0.006301876394159578,0.16088806302222705,0.160888063022227,0.0772930933140338,0.0772930933140338,0.20035998687920265,0.20035998687920265,4.20555983836698,4.523095382002934,4.875928882642912,3.626710521686698,3.989867925848899,4.31584343648682
gen=42_member=7058_pso,17.82511697626178,7.735417742788297,0.8645822572117029,7.736785412694334,0.8632145873056661,0.0013676699060374276,-0.0013676699060367614,0.06022531076532811,0.06022531076532813,0.029428820429645612,0.029428820429645678,0.07491262747910735,0.0749126274791074,7.5971082644949055,7.719225675475126,7.849164862146572,0.7161267730365398,0.8481302129381467,0.9722297850830881
gen=48_member=8245_pso,36.87888641911074,4.428793109285431,4.1712068907145685,4.4355591127517595,4.164440887248241,0.006766003466328385,-0.006766003466327497,0.165766929257512,0.1657669292575121,0.07950046289559207,0.07950046289559207,0.20646300375719165,0.2064630037571917,4.058344176569957,4.384590801731223,4.748793688298954,3.7504445341940804,4.125738692267655,4.460957975795682
gen=41_member=6922_pso,32.11592080418332,6.351789168161293,2.248210831838707,6.354992510626251,2.245007489373749,0.0032033424649577924,-0.0032033424649582365,0.11205803473474599,0.112058034734746,0.05442734613489425,0.0544273461348941,0.13947053677233218,0.1394705367723322,6.096535056011542,6.321759064913998,6.564967322321684,1.9691095904752984,2.217575192387563,2.4471073721721375
gen=41_member=6885_pso,16.94814371857778,7.771434562059899,0.8285654379401006,7.772735529019924,0.8272644709800762,0.0013009669600245743,-0.0013009669600244633,0.05632761320454949,0.05632761320454948,0.02751332312226256,0.027513323122262505,0.07006879690996297,0.07006879690996294,7.642136529833268,7.7562946075795285,7.8778729993963745,0.6896112831031193,0.8131783853597054,0.9292018722641028
gen=37_member=6262_pso,25.372800727077287,7.35750189008454,1.2424981099154597,7.359857122726589,1.240142877273411,0.0023552326420483993,-0.0023552326420486214,0.07992395838954156,0.07992395838954162,0.03878436287374675,0.03878436287374651,0.09944565491389556,0.09944565491389555,7.175874764810208,7.336073088024868,7.5096743323569255,1.0433966816136868,1.2206216975733666,1.3841665773700584
gen=39_member=6554_pso,22.91493475179726,7.524014684405143,1.0759853155948564,7.525996057611622,1.0740039423883785,0.0019813732064788425,-0.0019813732064779543,0.07391402842833895,0.07391402842833887,0.03596632761093055,0.03596632761093042,0.09195486881762534,0.09195486881762527,7.355352218706394,7.504174881009543,7.664298428066982,0.892625865162532,1.0557688113766408,1.2074323686353627
gen=44_member=7409_pso,29.02617500954204,6.981807724645755,1.6181922753542444,6.984247094057861,1.6157529059421383,0.002439369412106096,-0.002439369412106096,0.09122434069386974,0.09122434069386974,0.04439248564088153,0.044392485640881725,0.11351651274988143,0.1135165127498814,6.773473399471437,6.957335870339861,7.154961892897512,1.3917432957822538,1.5932576138431096,1.7804673465376943
gen=33_member=5597_pso,20.425447005160812,7.606280688038594,0.9937193119614058,7.6080705237352495,0.9919294762647504,0.001789835696655473,-0.001789835696655473,0.0661875130976672,0.06618751309766722,0.03219883870050605,0.03219883870050592,0.08234832928602699,0.082348329286027,7.455280334289677,7.588519125660158,7.7319404856237535,0.8294311975446003,0.97561792655054,1.1113969124578058
gen=35_member=5926_pso,28.75848621927199,6.994155876481956,1.6058441235180438,6.996536921585725,1.6034630784142754,0.0023810451037693525,-0.0023810451037684643,0.09095268997693277,0.09095268997693276,0.0442858224365821,0.044285822436582176,0.11317663487671903,0.113176634876719,6.786255180984223,6.969751982651275,7.166680041620116,1.3802594259812593,1.580988312763876,1.7677498278193562
gen=42_member=7147_pso,36.78548226240043,4.474642478923138,4.125357521076862,4.481350828393104,4.118649171606895,0.006708349469966457,-0.006708349469966457,0.16476338247633848,0.16476338247633843,0.07902751650318592,0.07902751650318592,0.20521430273548247,0.2052143027354824,4.10644511823333,4.4306806147395275,4.792622970713306,3.7071149211924794,4.080182261912004,4.4134605918234975
gen=47_member=7992_pso,37.30318347661641,4.184647125278167,4.415352874721832,4.1917850111562025,4.408214988843796,0.0071378858780350996,-0.007137885878035988,0.17069233224820884,0.17069233224820884,0.08177722318508664,0.08177722318508664,0.21261428136512533,0.21261428136512533,3.803582980655343,4.139236688680597,4.514401797129616,3.9815595943127966,4.368462103281604,4.71344050529542
gen=44_member=7479_pso,29.726992928553695,6.827295500554288,1.7727044994457113,6.830004760802408,1.76999523919759,0.0027092602481202377,-0.002709260248121348,0.09741759854091822,0.09741759854091823,0.04735416914639845,0.04735416914639849,0.12123473638669487,0.12123473638669488,6.6051619835833675,6.8011767549913404,7.012446986020795,1.5304388556126676,1.746072230012313,1.9457726299928553
gen=46_member=7840_pso,27.838357196260656,7.13740674699663,1.4625932530033692,7.140068846267747,1.4599311537322528,0.0026620992711166025,-0.0026620992711163805,0.08613200720254063,0.08613200720254054,0.0417349539657121,0.04173495396571217,0.10727754186051117,0.10727754186051106,6.941383736575349,7.114414465142698,7.301791983345237,1.2471260215898818,1.439059780164765,1.6151913015270078
gen=36_member=6076_pso,37.07165394641189,4.285591750068875,4.314408249931125,4.292524575047955,4.3074754249520435,0.006932824979080543,-0.006932824979081431,0.16879784016301425,0.16879784016301425,0.08093250759196678,0.08093250759196678,0.21024497059516148,0.21024497059516145,3.9086991231920885,4.240532147903705,4.611522745653896,3.8855979448304243,4.268158716742446,4.609391648437211
gen=39_member=6576_pso,24.57679423226629,7.389358682126496,1.2106413178735036,7.391676748877857,1.2083232511221424,0.0023180667513607034,-0.0023180667513611475,0.07757505220015881,0.07757505220015876,0.03762849272439893,0.03762849272439881,0.09652943277253577,0.09652943277253576,7.2131608330996,7.368565567292424,7.537136147095898,1.017236071395368,1.1894080135853786,1.348080734549639
gen=46_member=7833_pso,30.273822445456965,6.762605183780384,1.837394816219615,6.765454122985895,1.8345458770141059,0.002848939205510881,-0.0028489392055091045,0.09954698627994778,0.09954698627994783,0.04834902353721935,0.04834902353721949,0.12388724194747969,0.12388724194747967,6.535914524112669,6.735923443143228,6.951982208406104,1.5895373254308298,1.810172342036812,2.014067487198999
gen=36_member=6039_pso,34.236759922666806,5.713420907461048,2.8865790925389523,5.717844277254367,2.882155722745632,0.004423369793319587,-0.004423369793320475,0.13338880218345023,0.1333888021834502,0.06448271619506507,0.06448271619506493,0.1660560148033268,0.16605601480332677,5.411749233773442,5.677740391803858,5.968561636672177,2.5520053371605287,2.8500621745274834,3.121995656380808
