pilbl,obgnme,equation,weight,names
obj_well,greater_than_pumping,  1.0 * well_23627__q  + 1.0 * well_23645__q  + 1.0 * well_23653__q  + 1.0 * well_23755__q  + 1.0 * well_23770__q  + 1.0 * well_23816__q  + 1.0 * well_23876__q  + 1.0 * well_23934__q  + 1.0 * well_24239__q  + 1.0 * well_24323__q  + 1.0 * well_466__q  + 1.0 * well_467__q  + 1.0 * well_58405__q  + 1.0 * well_68008__q  + 1.0 * well_68529__q  + 1.0 * well_69049__q  + 1.0 * well_69970__q  + 1.0 * well_71109__q  + 1.0 * well_71110__q  = 0.0,1.0,"['well_23627__q', 'well_23645__q', 'well_23653__q', 'well_23755__q', 'well_23770__q', 'well_23816__q', 'well_23876__q', 'well_23934__q', 'well_24239__q', 'well_24323__q', 'well_466__q', 'well_467__q', 'well_58405__q', 'well_68008__q', 'well_68529__q', 'well_69049__q', 'well_69970__q', 'well_71109__q', 'well_71110__q']"
