scenario,T_factor,T_value,probability_weight,member,generation,ag_receipts_archive_baseline,fish_prob_archive_baseline,ag_receipts_reeval,fish_prob_reeval,raw_total_pumping_gpm,raw_total_pumping_cfs,effective_total_pumping_gpm,effective_total_pumping_cfs,depletion_obs_name,depletion_cfs,streamflow_cfs,baseline_T_depletion_cfs,baseline_T_streamflow_cfs,baseline_T_ag_receipts,baseline_T_fish_prob,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,streamflow_error_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
T_minus_10pct,0.9,1530.0,,gen=33_member=4157_pso,50,12187200.0,0.625142,12187167.117334038,0.640472304277991,51187.975454635576,114.04680931292806,50849.17018404211,113.29195117004582,lpr:total_combined:bdpl,3.5715697237121025,5.028430276287898,3.7787561435405195,4.82124385645948,12187167.117334038,0.6251423087652561,-0.207186419828417,0.20718641982841746,-0.20718641982841746,0.20718641982841746,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=4884_pso,50,11680400.0,0.697022,11680425.995853443,0.7018153029586733,49254.57549238486,109.73919419703346,48559.45242309004,108.19045999864461,lpr:total_combined:bdpl,2.257927829104577,6.342072170895422,2.409828710957895,6.190171289042105,11680425.995853443,0.6970224928409644,-0.15190088185331785,0.15190088185331696,-0.15190088185331696,0.15190088185331696,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=5440_pso,50,12121100.0,0.647192,12121098.886050921,0.6588488303224822,50835.08313646425,113.26056522804235,50621.75583412206,112.78527199842394,lpr:total_combined:bdpl,3.2609168179694343,5.339083182030565,3.4579695839817983,5.142030416018201,12121098.886050921,0.6471922669367052,-0.197052766012364,0.197052766012364,-0.197052766012364,0.197052766012364,0.0
T_minus_10pct,0.9,1530.0,,gen=33_member=4206_pso,50,11551100.0,0.701567,11551056.819824193,0.7060374034716321,48667.510880842834,108.43121424251783,47816.250315878584,106.53460570377749,lpr:total_combined:bdpl,2.1241147266780747,6.475885273321925,2.265808249269094,6.334191750730906,11551056.819824193,0.7015666582040447,-0.14169352259101942,0.14169352259101942,-0.14169352259101942,0.14169352259101942,0.0
T_minus_10pct,0.9,1530.0,,gen=48_member=6130_pso,50,11497500.0,0.703325,11497486.999720298,0.7073389951999489,48519.73772520262,108.10197565175143,47653.76048447941,106.17257835942013,lpr:total_combined:bdpl,2.0738863797610425,6.526113620238958,2.210087501864037,6.3899124981359625,11497486.999720298,0.7033247715123476,-0.13620112210299462,0.13620112210299506,-0.13620112210299506,0.13620112210299506,0.0
T_minus_10pct,0.9,1530.0,,gen=40_member=5021_pso,50,12103200.0,0.650633,12103213.1286555,0.662201252309421,51356.81714081211,114.42298858972939,50538.80335523818,112.60045387547066,lpr:total_combined:bdpl,3.2042445378552995,5.395755462144701,3.3998009564530096,5.20019904354699,12103213.1286555,0.6506332046488428,-0.1955564185977101,0.195556418597711,-0.195556418597711,0.195556418597711,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=5738_pso,50,10894900.0,0.713643,10894885.825538045,0.7160064898988735,45530.41708116328,101.44176925683179,44923.50650222009,100.08957248694635,lpr:total_combined:bdpl,1.6552958525699482,6.944704147430052,1.7694524121880564,6.830547587811943,10894885.825538045,0.7136427207472469,-0.11415655961810822,0.11415655961810867,-0.11415655961810867,0.11415655961810867,0.0
T_minus_10pct,0.9,1530.0,,gen=27_member=3377_pso,50,12186900.0,0.625766,12186931.25762333,0.6409446066806499,50945.06918245952,113.5056141385198,50866.95776489414,113.33158190018415,lpr:total_combined:bdpl,3.5635855098612352,5.036414490138764,3.7705851599344937,4.829414840065506,12186931.25762333,0.625766171791428,-0.2069996500732585,0.20699965007325805,-0.20699965007325805,0.20699965007325805,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=5826_pso,50,12186100.0,0.627088,12186064.810103523,0.6419433985910183,50982.68793573881,113.58942872082606,50864.647947326586,113.32643562664363,lpr:total_combined:bdpl,3.5467010558334695,5.05329894416653,3.753266245388982,4.846733754611018,12186064.810103523,0.6270884887803406,-0.2065651895555125,0.20656518955551206,-0.20656518955551206,0.20656518955551206,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=5141_pso,50,11030000.0,0.711812,11029968.090569744,0.714338985946472,46670.83927397202,103.98262990240966,45764.1445725456,101.96251410763159,lpr:total_combined:bdpl,1.7358267767614048,6.864173223238595,1.8578460473208291,6.74215395267917,11029968.090569744,0.7118124085109114,-0.1220192705594243,0.12201927055942452,-0.12201927055942452,0.12201927055942452,0.0
T_minus_10pct,0.9,1530.0,,gen=29_member=3677_pso,50,11489400.0,0.703344,11489410.323236927,0.7074075157058299,48245.40350903176,107.49075901812276,47672.920123003445,106.21526603405167,lpr:total_combined:bdpl,2.070577230384387,6.529422769615612,2.209482384291916,6.390517615708084,11489410.323236927,0.703343864315409,-0.13890515390752922,0.13890515390752878,-0.13890515390752878,0.13890515390752878,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=4441_pso,50,12097700.0,0.650754,12097747.115144044,0.6622639446583655,50601.79755350265,112.7408049492039,50516.3430693612,112.55041235853676,lpr:total_combined:bdpl,3.203184731430501,5.396815268569499,3.397762220429597,5.202237779570403,12097747.115144044,0.6507538051162439,-0.1945774889990961,0.1945774889990961,-0.1945774889990961,0.1945774889990961,0.0
T_minus_10pct,0.9,1530.0,,gen=31_member=3912_pso,50,11666300.0,0.697443,11666347.56033951,0.7022234067208428,49118.4329153273,109.43586853534921,48526.83479974014,108.11778793382103,lpr:total_combined:bdpl,2.2449935964021086,6.355006403597891,2.3965078466113363,6.203492153388663,11666347.56033951,0.6974427956900187,-0.1515142502092277,0.15151425020922726,-0.15151425020922726,0.15151425020922726,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=5517_pso,50,12132500.0,0.643292,12132464.82691212,0.6551577454290171,51456.49456959809,114.64506990106455,50794.287641190014,113.16967286457135,lpr:total_combined:bdpl,3.3233141527388943,5.276685847261105,3.523899213122679,5.076100786877321,12132464.82691212,0.6432922308365611,-0.20058506038378487,0.20058506038378443,-0.20058506038378443,0.20058506038378443,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=6177_pso,50,12138900.0,0.642618,12138871.541597325,0.6545345022820772,50825.8835101407,113.24006846059348,50801.76609991204,113.18633487060403,lpr:total_combined:bdpl,3.3338500012508656,5.266149998749134,3.5352889381503494,5.06471106184965,12138871.541597325,0.6426184770272728,-0.20143893689948378,0.20143893689948378,-0.20143893689948378,0.20143893689948378,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=5611_pso,50,11923800.0,0.68319,11923767.054962939,0.6908841150248994,49891.114152183596,111.15740233106504,49430.9234601053,110.13209746911461,lpr:total_combined:bdpl,2.6030469027764584,5.996953097223541,2.772866501417529,5.827133498582471,11923767.054962939,0.6831898003872626,-0.16981959864107044,0.16981959864106955,-0.16981959864106955,0.16981959864106955,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=4426_pso,50,12009300.0,0.66959,12009325.101516692,0.6778850570527186,50272.83216736466,112.00787006888845,50272.83216736466,112.00787006888845,lpr:total_combined:bdpl,2.8899463748554624,5.710053625144537,3.0730307307347253,5.526969269265274,12009325.101516692,0.669589732775445,-0.18308435587926297,0.18308435587926297,-0.18308435587926297,0.18308435587926297,0.0
T_minus_10pct,0.9,1530.0,,gen=25_member=3126_pso,50,11880600.0,0.687242,11880589.469000075,0.6937085107272243,49706.3042309079,110.7456458264628,49291.21269141708,109.82082187647725,lpr:total_combined:bdpl,2.5148603715411557,6.085139628458844,2.6834397987683913,5.916560201231608,11880589.469000075,0.6872416129736483,-0.16857942722723562,0.16857942722723607,-0.16857942722723607,0.16857942722723607,0.0
T_minus_10pct,0.9,1530.0,,gen=36_member=4525_pso,50,11173400.0,0.709924,11173377.904344108,0.7125018057965251,46765.35983396837,104.19322171008152,46266.519971233356,103.08180649590791,lpr:total_combined:bdpl,1.824552092925339,6.7754479070746605,1.9490397687069334,6.650960231293066,11173377.904344108,0.7099241166233876,-0.12448767578159448,0.12448767578159448,-0.12448767578159448,0.12448767578159448,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5916_pso,50,11938700.0,0.681121,11938697.818192918,0.6888872733106413,49794.69939162476,110.94259024453996,49495.352919661775,110.27564630500643,lpr:total_combined:bdpl,2.6471187758977313,5.952881224102269,2.818532868585274,5.7814671314147255,11938697.818192918,0.6811207141324473,-0.17141409268754293,0.17141409268754337,-0.17141409268754337,0.17141409268754337,0.0
T_minus_10pct,0.9,1530.0,,gen=37_member=4683_pso,50,11669800.0,0.697204,11669824.724862162,0.7018825143305554,48673.953149886016,108.44556761794604,48585.14827481801,108.24771035629453,lpr:total_combined:bdpl,2.2557976661294754,6.344202333870524,2.4040735719216904,6.195926428078309,11669824.724862162,0.6972040802568173,-0.14827590579221495,0.1482759057922154,-0.1482759057922154,0.1482759057922154,0.0
T_minus_10pct,0.9,1530.0,,gen=30_member=3767_pso,50,12001400.0,0.670255,12001377.210174264,0.6785240642555501,50548.11932642426,112.62120985927325,50242.449031244745,111.94017644161329,lpr:total_combined:bdpl,2.8758429813988453,5.724157018601154,3.058348754867139,5.541651245132861,12001377.210174264,0.670254954827148,-0.18250577346829377,0.18250577346829377,-0.18250577346829377,0.18250577346829377,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=5185_pso,50,11449100.0,0.705422,11449096.778256543,0.7087076508800216,48486.720972743366,108.02841432727222,47453.85902728026,105.72719791278043,lpr:total_combined:bdpl,2.0077881215485744,6.592211878451425,2.1436331674183515,6.456366832581648,11449096.778256543,0.705421553325665,-0.13584504586977708,0.13584504586977708,-0.13584504586977708,0.13584504586977708,0.0
T_minus_10pct,0.9,1530.0,,gen=40_member=5102_pso,50,12208700.0,0.61827,12208710.648241015,0.6344220121452043,51061.80412640587,113.76569959363228,51061.80412640587,113.76569959363228,lpr:total_combined:bdpl,3.6572161563872325,4.942783843612768,3.86876658649965,4.73123341350035,12208710.648241015,0.6182699186052586,-0.2115504301124176,0.2115504301124176,-0.2115504301124176,0.2115504301124176,0.0
T_minus_10pct,0.9,1530.0,,gen=40_member=5107_pso,50,12124500.0,0.647188,12124489.979887124,0.6588465698381505,50849.12766349434,113.2918564342654,50630.82800675064,112.80548479904043,lpr:total_combined:bdpl,3.2609550311781947,5.3390449688218045,3.4580474469855527,5.1419525530144465,12124489.979887124,0.6471876609874609,-0.19709241580735792,0.19709241580735792,-0.19709241580735792,0.19709241580735792,0.0
T_minus_10pct,0.9,1530.0,,gen=36_member=4597_pso,50,12067700.0,0.660395,12067736.32117229,0.6709637691845269,51057.747764340544,113.75666201895073,50541.95907510031,112.60748481932349,lpr:total_combined:bdpl,3.042704662397575,5.557295337602424,3.2347724208618747,5.365227579138125,12067736.32117229,0.6603953897960401,-0.19206775846429958,0.19206775846429913,-0.19206775846429913,0.19206775846429913,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=5401_pso,50,12002800.0,0.670056,12002793.896778665,0.6783082552471427,50410.158340373324,112.31383278235177,50198.64970178832,111.84259153558438,lpr:total_combined:bdpl,2.880606056593563,5.719393943406437,3.0627401194653223,5.537259880534677,12002793.896778665,0.6700559875631963,-0.18213406287175937,0.18213406287175982,-0.18213406287175982,0.18213406287175982,0.0
T_minus_10pct,0.9,1530.0,,gen=34_member=4241_pso,50,12130700.0,0.643917,12130735.362367615,0.6557618995423142,51374.07002860749,114.4614280237375,50782.20974221339,113.14276330565143,lpr:total_combined:bdpl,3.3131010019857134,5.286898998014286,3.5133312603201694,5.08666873967983,12130735.362367615,0.6439173730976578,-0.20023025833445596,0.2002302583344564,-0.2002302583344564,0.2002302583344564,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=5136_pso,50,10406500.0,0.717487,10406546.441500314,0.7187020520043049,43931.72374076148,97.87988049441658,43609.560802630964,97.16210146826178,lpr:total_combined:bdpl,1.466957284391828,7.1330427156081715,1.5711927708094908,7.028807229190509,10406546.441500314,0.717487209115701,-0.10423548641766289,0.10423548641766267,-0.10423548641766267,0.10423548641766267,0.0
T_minus_10pct,0.9,1530.0,,gen=30_member=3730_pso,50,12140000.0,0.641959,12140045.72221974,0.653860872805281,51075.04584032901,113.79520213225304,50815.44517450234,113.21681184879121,lpr:total_combined:bdpl,3.3452376244530972,5.254762375546902,3.5464295533727976,5.053570446627202,12140045.72221974,0.6419594591909595,-0.2011919289197004,0.20119192891970084,-0.20119192891970084,0.20119192891970084,0.0
T_minus_10pct,0.9,1530.0,,gen=26_member=3274_pso,50,12038900.0,0.665819,12038850.4455638,0.6749127517984131,50639.3413163918,112.82445245292094,50304.87921352462,112.07927088773285,lpr:total_combined:bdpl,2.955547498424788,5.644452501575212,3.143088417496115,5.456911582503885,12038850.4455638,0.6658189137501658,-0.1875409190713273,0.18754091907132686,-0.18754091907132686,0.18754091907132686,0.0
T_minus_10pct,0.9,1530.0,,gen=27_member=3397_pso,50,12071700.0,0.660095,12071654.496071892,0.6707438897564825,50981.96316968758,113.58781394206393,50552.867655833994,112.63178913719814,lpr:total_combined:bdpl,3.047557574967239,5.55244242503276,3.2398421599852165,5.360157840014783,12071654.496071892,0.6600954917705697,-0.19228458501797752,0.19228458501797707,-0.19228458501797707,0.19228458501797707,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=4358_pso,50,12204700.0,0.618623,12204661.884933073,0.6347240187870826,51106.48412393821,113.86524662813433,51009.814886034575,113.64986756608504,lpr:total_combined:bdpl,3.6532606545924855,4.946739345407514,3.8641480028767226,4.735851997123277,12204661.884933073,0.6186225522286454,-0.21088734828423705,0.2108873482842375,-0.2108873482842375,0.2108873482842375,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=4886_pso,50,12044000.0,0.665732,12044004.390030988,0.6748566715630041,50491.711318747475,112.49553281816937,50342.93282698114,112.16405433851398,lpr:total_combined:bdpl,2.956785233495081,5.643214766504919,3.1445598015020697,5.45544019849793,12044004.390030988,0.6657318747236284,-0.18777456800698866,0.18777456800698822,-0.18777456800698822,0.18777456800698822,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=5592_pso,50,12203600.0,0.618851,12203605.6103388,0.6349890220547906,51092.96853954465,113.83513390610548,51061.40909363768,113.76481946062475,lpr:total_combined:bdpl,3.649789800791017,4.950210199208983,3.86116131105657,4.73883868894343,12203605.6103388,0.6188505892296975,-0.21137151026555312,0.21137151026555312,-0.21137151026555312,0.21137151026555312,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=4844_pso,50,12142000.0,0.641745,12141958.442525955,0.6536558054796557,50941.33531657965,113.49729508533946,50823.455622000954,113.23465912581813,lpr:total_combined:bdpl,3.3487042622944476,5.2512957377055525,3.550050840652294,5.0499491593477055,12141958.442525955,0.6417452436507985,-0.20134657835784653,0.20134657835784697,-0.20134657835784697,0.20134657835784697,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=5368_pso,50,12047200.0,0.665633,12047226.813034713,0.6747746724413719,50988.90270934845,113.60327523642833,50307.04728986295,112.08410136181466,lpr:total_combined:bdpl,2.958595018847031,5.641404981152968,3.1462339053984913,5.453766094601509,12047226.813034713,0.6656328438976323,-0.18763888655146044,0.18763888655145955,-0.18763888655145955,0.18763888655145955,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=5212_pso,50,12074000.0,0.659863,12074040.299001968,0.6705729550722895,50894.43854761299,113.39280908408173,50560.45217337479,112.64868744227903,lpr:total_combined:bdpl,3.0513302383986893,5.54866976160131,3.243770969851043,5.356229030148956,12074040.299001968,0.6598630848769318,-0.19244073145235374,0.19244073145235419,-0.19244073145235419,0.19244073145235419,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=5787_pso,50,12049200.0,0.665563,12049204.249162452,0.6747318979664794,50381.152569186444,112.2492079241474,50349.292689661954,112.17822411256682,lpr:total_combined:bdpl,2.9595390852779517,5.640460914722048,3.1474113562396613,5.452588643760338,12049204.249162452,0.6655631923487528,-0.18787227096170955,0.18787227096171044,-0.18787227096171044,0.18787227096171044,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5970_pso,50,12075000.0,0.659832,12074981.120001724,0.6705478050258747,50713.11596487974,112.98882236975206,50559.08338774511,112.64563778789609,lpr:total_combined:bdpl,3.0518853197787856,5.5481146802212145,3.2442946144177465,5.355705385582253,12074981.120001724,0.6598321089296924,-0.19240929463896084,0.19240929463896173,-0.19240929463896173,0.19240929463896173,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6375_pso,50,12295700.0,0.582721,12295746.208614845,0.603157833651607,51477.2567191637,114.69132797029671,51477.2567191637,114.69132797029671,lpr:total_combined:bdpl,4.066695608142198,4.5333043918578015,4.293338795448333,4.306661204551666,12295746.208614845,0.5827213394112062,-0.2266431873061352,0.2266431873061352,-0.2266431873061352,0.2266431873061352,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6314_pso,50,12219200.0,0.616249,12219242.960929338,0.6324773880780208,51108.100000000006,113.86884680000001,51108.100000000006,113.86884680000001,lpr:total_combined:bdpl,3.682685675666714,4.917314324333286,3.895231362557841,4.704768637442159,12219242.960929338,0.6162493056564763,-0.21254568689112707,0.21254568689112663,-0.21254568689112663,0.21254568689112663,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6331_pso,50,12250500.0,0.600795,12250481.385280203,0.6174989105836819,51229.27664652902,114.13882836846665,51189.651842018546,114.05054430401732,lpr:total_combined:bdpl,3.8788647869701522,4.721135213029847,4.097636764925896,4.502363235074104,12250481.385280203,0.6007954444173293,-0.21877197795574332,0.21877197795574332,-0.21877197795574332,0.21877197795574332,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6311_pso,50,12149400.0,0.639509,12149374.420328459,0.6515185975886749,50943.69444447454,113.50255122228927,50840.12644413603,113.27180171753508,lpr:total_combined:bdpl,3.3848334980325787,5.2151665019674205,3.58785546205992,5.012144537940079,12149374.420328459,0.6395089291111404,-0.20302196402734118,0.20302196402734118,-0.20302196402734118,0.20302196402734118,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6307_pso,50,9981370.0,0.718653,9981373.38209072,0.7197593141941069,43752.64310475318,97.48088883739008,42375.601402361644,94.41283992446174,lpr:total_combined:bdpl,1.376242477021427,7.223757522978572,1.4711342245004395,7.12886577549956,9981373.38209072,0.7186533706371289,-0.09489174747901252,0.09489174747901252,-0.09489174747901252,0.09489174747901252,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6332_pso,50,11222500.0,0.709503,11222480.829753874,0.7121882733729227,47077.84871533011,104.88944693775548,46464.529875399385,103.52297256238982,lpr:total_combined:bdpl,1.8396939196060682,6.760306080393931,1.9693832223156864,6.630616777684313,11222480.829753874,0.709502877333777,-0.1296893027096182,0.1296893027096182,-0.1296893027096182,0.1296893027096182,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6369_pso,50,10816200.0,0.714409,10816152.42359839,0.7167769656838316,45326.84803553662,100.98821742317558,44806.315606127355,99.82847117045175,lpr:total_combined:bdpl,1.6180862693839757,6.981913730616024,1.7324557769226856,6.867544223077314,10816152.42359839,0.7144087871515501,-0.11436950753870989,0.11436950753871056,-0.11436950753871056,0.11436950753871056,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6392_pso,50,10988800.0,0.712623,10988818.450383374,0.7151442640865914,46401.29951110389,103.38209531073947,45639.441190947065,101.68467497343006,lpr:total_combined:bdpl,1.696936438443708,6.903063561556292,1.8187227825418355,6.781277217458165,10988818.450383374,0.7126225097149498,-0.1217863440981275,0.12178634409812705,-0.12178634409812705,0.12178634409812705,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6378_pso,50,11022800.0,0.712066,11022782.803294366,0.7146154618522209,46236.0318934091,103.01387905851547,45780.544156578704,101.99905238085735,lpr:total_combined:bdpl,1.7224745684055782,6.877525431594421,1.8456044015222999,6.7543955984777,11022782.803294366,0.7120658886858616,-0.12312983311672165,0.12312983311672099,-0.12312983311672099,0.12312983311672099,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6337_pso,50,12024000.0,0.668505,12024025.732677821,0.6769085563027892,50701.722188745116,112.96343703652411,50210.12362714249,111.86815544127347,lpr:total_combined:bdpl,2.911498517344482,5.688501482655518,3.0969701098228315,5.503029890177168,12024025.732677821,0.6685050693066373,-0.18547159247834966,0.18547159247834966,-0.18547159247834966,0.18547159247834966,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6333_pso,50,11046600.0,0.711612,11046597.887337454,0.7141607183340128,46399.3412240379,103.37773224715643,45873.557837677174,102.20628686234474,lpr:total_combined:bdpl,1.7444360850416465,6.855563914958353,1.867522037849292,6.732477962150708,11046597.887337454,0.7116120537700265,-0.12308595280764556,0.1230859528076449,-0.1230859528076449,0.1230859528076449,0.0
T_minus_10pct,0.9,1530.0,,gen=50_member=6385_pso,50,10736300.0,0.715054,10736330.109125491,0.7172103541905344,44989.937994704,100.2375818522005,44397.263235323626,98.91710248830104,lpr:total_combined:bdpl,1.5949473715587539,7.005052628441246,1.7012757557314309,6.898724244268569,10736330.109125491,0.7150544125320408,-0.10632838417267698,0.1063283841726772,-0.1063283841726772,0.1063283841726772,0.0
baseline_T,1.0,1700.0,,gen=47_member=5907_pso,50,9738960.0,0.719193,9738959.963789836,0.7191930975356632,42427.949226186,94.52947087594241,41736.54912774984,92.98903145662663,lpr:total_combined:bdpl,1.4248247829017298,7.175175217098269,1.4248247829017298,7.175175217098269,9738959.963789836,0.7191930975356632,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,56,50,12446400.0,0.533346,12446397.913772527,0.5333455781375429,52637.1528415432,117.27557653095823,52637.1528415432,117.27557653095823,lpr:total_combined:bdpl,4.797320436941502,3.802679563058498,4.797320436941502,3.802679563058498,12446397.913772527,0.5333455781375429,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,64,50,12377800.0,0.56755,12377834.289729021,0.5675498055267164,52241.56295681393,116.39420226778142,52241.56295681393,116.39420226778142,lpr:total_combined:bdpl,4.457265265351177,4.142734734648823,4.457265265351177,4.142734734648823,12377834.289729021,0.5675498055267164,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=40_member=5105_pso,50,12283000.0,0.583854,12283049.42442162,0.5838542264921289,51868.902507044404,115.56391478569493,51444.95457882824,114.61935880162932,lpr:total_combined:bdpl,4.281098096426855,4.318901903573145,4.281098096426855,4.318901903573145,12283049.42442162,0.5838542264921289,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,30,50,12433400.0,0.544694,12433371.76921002,0.544693593079314,52187.23403515008,116.27315743031438,52187.23403515008,116.27315743031438,lpr:total_combined:bdpl,4.690661650408188,3.9093383495918115,4.690661650408188,3.9093383495918115,12433371.76921002,0.544693593079314,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=36_member=4531_pso,50,12223600.0,0.605591,12223597.44766552,0.6055911484087455,51053.0244471527,113.7461384682562,51053.0244471527,113.7461384682562,lpr:total_combined:bdpl,4.034825511414584,4.5651744885854155,4.034825511414584,4.5651744885854155,12223597.44766552,0.6055911484087455,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,105,50,12417100.0,0.55506,12417148.746273495,0.5550602110952924,52327.1463926199,116.58488216275714,52327.1463926199,116.58488216275714,lpr:total_combined:bdpl,4.592213724831247,4.007786275168753,4.592213724831247,4.007786275168753,12417148.746273495,0.5550602110952924,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=49_member=6222_pso,50,12218800.0,0.616332,12218818.301128551,0.6163316666652364,51106.17822286103,113.86456508053438,51106.17822286103,113.86456508053438,lpr:total_combined:bdpl,3.894152647480776,4.705847352519223,3.894152647480776,4.705847352519223,12218818.301128551,0.6163316666652364,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,18,50,12390900.0,0.557388,12390900.705456987,0.5573881924842319,52187.6001459564,116.27397312519085,52187.6001459564,116.27397312519085,lpr:total_combined:bdpl,4.567060185710294,4.032939814289706,4.567060185710294,4.032939814289706,12390900.705456987,0.5573881924842319,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,35,50,12440100.0,0.533609,12440134.96511929,0.5336094185261279,52700.025782036595,117.41565744237754,52700.025782036595,117.41565744237754,lpr:total_combined:bdpl,4.794840629166368,3.805159370833632,4.794840629166368,3.805159370833632,12440134.96511929,0.5336094185261279,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=44_member=5567_pso,50,9875600.0,0.719021,9875603.379483644,0.7190214820314021,42989.08731889699,95.7796865465025,42069.119675814705,93.72999863771516,lpr:total_combined:bdpl,1.4395496709767714,7.160450329023228,1.4395496709767714,7.160450329023228,9875603.379483644,0.7190214820314021,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=49_member=6144_pso,50,9757770.0,0.719034,9757774.55799681,0.7190340022773174,42132.10114850491,93.87032135886894,41805.01359125954,93.14157028132627,lpr:total_combined:bdpl,1.4384754136095979,7.161524586390402,1.4384754136095979,7.161524586390402,9757774.55799681,0.7190340022773174,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=46_member=5849_pso,50,10309300.0,0.717719,10309323.448797248,0.717718806569991,45220.50929470598,100.75129470860493,43336.516794327195,96.55375941776099,lpr:total_combined:bdpl,1.551321334323784,7.048678665676215,1.551321334323784,7.048678665676215,10309323.448797248,0.717718806569991,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=31_member=3852_pso,50,12085500.0,0.652391,12085489.190941257,0.6523909731597901,50809.626277516305,113.20384734630632,50462.82627345364,112.4311769372547,lpr:total_combined:bdpl,3.3700860966244046,5.229913903375595,3.3700860966244046,5.229913903375595,12085489.190941257,0.6523909731597901,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=37_member=4697_pso,50,9951180.0,0.718657,9951183.919557761,0.7186566543671551,42929.95184756078,95.6479327163654,42506.86767415341,94.70530117801378,lpr:total_combined:bdpl,1.470852475148528,7.129147524851472,1.470852475148528,7.129147524851472,9951183.919557761,0.7186566543671551,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=42_member=5264_pso,50,12276000.0,0.587416,12275991.063515613,0.5874156420405886,51721.642237508655,115.23581890516928,51425.41398676402,114.57582236251024,lpr:total_combined:bdpl,4.2426174600481605,4.357382539951839,4.2426174600481605,4.357382539951839,12275991.063515613,0.5874156420405886,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=43_member=5399_pso,50,12075700.0,0.659796,12075652.37136835,0.6597958752617604,50662.073440237364,112.87509962484884,50563.483653430434,112.655441579843,lpr:total_combined:bdpl,3.2449071401041327,5.355092859895867,3.2449071401041327,5.355092859895867,12075652.37136835,0.6597958752617604,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=35_member=4383_pso,50,10482600.0,0.717261,10482596.881225228,0.7172614569254945,44395.66150852786,98.91353384100007,43697.952601065685,97.35903839517434,lpr:total_combined:bdpl,1.5905626741745822,7.0094373258254175,1.5905626741745822,7.0094373258254175,10482596.881225228,0.7172614569254945,0.0,0.0,0.0,0.0,0.0
baseline_T,1.0,1700.0,,gen=47_member=5964_pso,50,10840100.0,0.714224,10840089.258866806,0.7142239541017272,45340.13174397748,101.01781352558181,44763.52736283021,99.7331389643857,lpr:total_combined:bdpl,1.7413821583575984,6.858617841642401,1.7413821583575984,6.858617841642401,10840089.258866806,0.7142239541017272,0.0,0.0,0.0,0.0,0.0
