scenario,T_factor,T_value,probability_weight,member,generation,ag_receipts_archive_baseline,fish_prob_archive_baseline,ag_receipts_reeval,fish_prob_reeval,raw_total_pumping_gpm,raw_total_pumping_cfs,effective_total_pumping_gpm,effective_total_pumping_cfs,depletion_obs_name,depletion_cfs,streamflow_cfs,baseline_T_depletion_cfs,baseline_T_streamflow_cfs,baseline_T_ag_receipts,baseline_T_fish_prob,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,streamflow_error_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
T_minus_10pct,0.9,1530.0,,gen=46_member=5849_pso,50,10309300.0,0.717719,10309323.448797248,0.7188985538086642,45220.50929470598,100.75129470860493,43336.516794327195,96.55375941776099,lpr:total_combined:bdpl,1.4500971114826657,7.1499028885173335,1.551321334323784,7.048678665676215,10309323.448797248,0.717718806569991,-0.1012242228411182,0.1012242228411182,-0.1012242228411182,0.1012242228411182,0.0
T_minus_10pct,0.9,1530.0,,gen=31_member=3852_pso,50,12085500.0,0.652391,12085489.190941257,0.663817254200947,50809.626277516305,113.20384734630632,50462.82627345364,112.4311769372547,lpr:total_combined:bdpl,3.1769262252388244,5.423073774761175,3.3700860966244046,5.229913903375595,12085489.190941257,0.6523909731597901,-0.19315987138558022,0.19315987138558022,-0.19315987138558022,0.19315987138558022,0.0
T_minus_10pct,0.9,1530.0,,gen=37_member=4697_pso,50,9951180.0,0.718657,9951183.919557761,0.7197878561308859,42929.95184756078,95.6479327163654,42506.86767415341,94.70530117801378,lpr:total_combined:bdpl,1.3737935326423913,7.226206467357608,1.470852475148528,7.129147524851472,9951183.919557761,0.7186566543671551,-0.09705894250613656,0.09705894250613589,-0.09705894250613589,0.09705894250613589,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=5264_pso,50,12276000.0,0.587416,12275991.063515613,0.6069062133786056,51721.642237508655,115.23581890516928,51425.41398676402,114.57582236251024,lpr:total_combined:bdpl,4.017601579463494,4.582398420536506,4.2426174600481605,4.357382539951839,12275991.063515613,0.5874156420405886,-0.22501588058466648,0.22501588058466648,-0.22501588058466648,0.22501588058466648,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=5399_pso,50,12075700.0,0.659796,12075652.37136835,0.6705238031001248,50662.073440237364,112.87509962484884,50563.483653430434,112.655441579843,lpr:total_combined:bdpl,3.0524150612293806,5.547584938770619,3.2449071401041327,5.355092859895867,12075652.37136835,0.6597958752617604,-0.19249207887475217,0.19249207887475173,-0.19249207887475173,0.19249207887475173,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=4383_pso,50,10482600.0,0.717261,10482596.881225228,0.7184746968093593,44395.66150852786,98.91353384100007,43697.952601065685,97.35903839517434,lpr:total_combined:bdpl,1.4864647281584709,7.113535271841529,1.5905626741745822,7.0094373258254175,10482596.881225228,0.7172614569254945,-0.10409794601611133,0.10409794601611111,-0.10409794601611111,0.10409794601611111,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5964_pso,50,10840100.0,0.714224,10840089.258866806,0.7165766496268994,45340.13174397748,101.01781352558181,44763.52736283021,99.7331389643857,lpr:total_combined:bdpl,1.6277603916982963,6.972239608301703,1.7413821583575984,6.858617841642401,10840089.258866806,0.7142239541017272,-0.11362176665930201,0.11362176665930246,-0.11362176665930246,0.11362176665930246,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=5721_pso,50,10935500.0,0.713017,10935459.38484597,0.715500810183504,46077.815037649634,102.66137190388338,45406.79805241785,101.16634606078696,lpr:total_combined:bdpl,1.6797172968279601,6.92028270317204,1.7996815675413265,6.800318432458673,10935459.38484597,0.713016784356532,-0.11996427071336635,0.1199642707133668,-0.1199642707133668,0.1199642707133668,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5893_pso,50,10050300.0,0.718629,10050330.220899835,0.7197677639998409,44663.8123416983,99.51097389730381,42679.893231787595,95.09080212042277,lpr:total_combined:bdpl,1.3755174700109913,7.224482529989008,1.4732596768179467,7.126740323182053,10050330.220899835,0.7186285989329644,-0.09774220680695533,0.09774220680695489,-0.09774220680695489,0.09774220680695489,0.0
T_minus_10pct,0.9,1530.0,,gen=35_member=4446_pso,50,11409800.0,0.706375,11409792.203285765,0.7093495339783409,48804.747890203915,108.73697829937431,47323.49343085893,105.4367433639537,lpr:total_combined:bdpl,1.9767888312284034,6.623211168771596,2.113405259209862,6.486594740790137,11409792.203285765,0.7063753109505794,-0.1366164279814588,0.13661642798145923,-0.13661642798145923,0.13661642798145923,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=5683_pso,50,10240800.0,0.71792,10240771.73598947,0.7190959209551401,44683.47269518394,99.55477716486982,43384.26011810516,96.66013154313829,lpr:total_combined:bdpl,1.4331626908190813,7.166837309180918,1.5340799870711133,7.065920012928887,10240771.73598947,0.7179197508819495,-0.10091729625203194,0.10091729625203172,-0.10091729625203172,0.10091729625203172,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=6242_pso,50,11866200.0,0.690335,11866171.531540677,0.6957928721173924,49793.36739732516,110.93962256124044,49240.59882468567,109.70805418139967,lpr:total_combined:bdpl,2.4487996836583483,6.151200316341651,2.615161298943316,5.984838701056684,11866171.531540677,0.6903352268135348,-0.16636161528496762,0.16636161528496718,-0.16636161528496718,0.16636161528496718,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=5670_pso,50,10406200.0,0.717494,10406231.87516301,0.7187089886777122,44191.60289947777,98.45889126003648,43609.30208475285,97.16152504482936,lpr:total_combined:bdpl,1.4663621065844774,7.133637893415522,1.5706107996603436,7.029389200339656,10406231.87516301,0.7174939918682569,-0.10424869307586615,0.10424869307586615,-0.10424869307586615,0.10424869307586615,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=4778_pso,50,10164400.0,0.71794,10164356.433517821,0.7191092996166726,43216.77328051297,96.28697086898289,42970.82431105304,95.73899656502617,lpr:total_combined:bdpl,1.432014780002346,7.167985219997654,1.532301537862676,7.067698462137324,10164356.433517821,0.7179404783371365,-0.10028675786033014,0.1002867578603297,-0.1002867578603297,0.1002867578603297,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=5423_pso,50,12257800.0,0.594933,12257750.350139363,0.6127938138915989,51233.33114761955,114.14786179689636,51233.33114761955,114.14786179689636,lpr:total_combined:bdpl,3.9404893204381537,4.659510679561846,4.161391541390667,4.438608458609333,12257750.350139363,0.5949331697342024,-0.22090222095251288,0.22090222095251288,-0.22090222095251288,0.22090222095251288,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=4827_pso,50,12171600.0,0.631596,12171637.808199104,0.6453267473395217,50979.48086559517,113.58228336854604,50813.54471465353,113.21257762424806,lpr:total_combined:bdpl,3.489505962630398,5.110494037369602,3.6942238435807764,4.905776156419224,12171637.808199104,0.6315964370568931,-0.20471788095037846,0.20471788095037802,-0.20471788095037802,0.20471788095037802,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=5827_pso,50,12142700.0,0.641492,12142688.246643651,0.6534091664491037,51220.46766399847,114.11920195538859,50818.373966461804,113.22333719727689,lpr:total_combined:bdpl,3.352873664679044,5.247126335320956,3.55433404505438,5.045665954945619,12142688.246643651,0.6414918727156044,-0.2014603803753361,0.20146038037533653,-0.20146038037533653,0.20146038037533653,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=6197_pso,50,10994700.0,0.712329,10994705.05589987,0.7148654662885647,46401.49017389091,103.38252010742895,45612.509888916305,101.62467203250553,lpr:total_combined:bdpl,1.710400780945144,6.889599219054856,1.8329120045363683,6.767087995463632,10994705.05589987,0.7123287022863757,-0.12251122359122424,0.12251122359122402,-0.12251122359122402,0.12251122359122402,0.0
T_minus_10pct,0.9,1530.0,,gen=34_member=4254_pso,50,11826100.0,0.692032,11826081.210188618,0.6969997013970047,49289.58618785271,109.81719802653583,49090.82356794755,109.37435490938714,lpr:total_combined:bdpl,2.4105510513701263,6.189448948629874,2.567989490219597,6.032010509780402,11826081.210188618,0.6920321690599462,-0.15743843884947095,0.1574384388494714,-0.1574384388494714,0.1574384388494714,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=5867_pso,50,11245900.0,0.709312,11245910.539729662,0.7119208881273019,47224.11676777734,105.21533215860791,46469.35011106735,103.53371204745807,lpr:total_combined:bdpl,1.852607100959544,6.747392899040456,1.9786016706863572,6.621398329313642,11245910.539729662,0.7093119966348724,-0.12599456972681322,0.12599456972681367,-0.12599456972681367,0.12599456972681367,0.0
T_minus_10pct,0.9,1530.0,,gen=31_member=3915_pso,50,12151300.0,0.634089,12151250.97606472,0.6471824687972448,50778.043066439204,113.13347995202655,50719.60111312249,113.0032712800369,lpr:total_combined:bdpl,3.4581352203206177,5.141864779679382,3.661584123403055,4.938415876596945,12151250.97606472,0.6340885133582651,-0.20344890308243713,0.20344890308243713,-0.20344890308243713,0.20344890308243713,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5976_pso,50,11362000.0,0.706998,11362024.609674983,0.7096865552564554,48125.197185073404,107.22293932834354,46930.904979662475,104.56205629468799,lpr:total_combined:bdpl,1.9605126269293602,6.639487373070639,2.0903335195470634,6.509666480452936,11362024.609674983,0.7069984344666127,-0.12982089261770313,0.1298208926177029,-0.1298208926177029,0.1298208926177029,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=4925_pso,50,11896400.0,0.684874,11896391.93605654,0.6921010669003433,50146.24464222477,111.72583306287677,49634.299194174644,110.5852186046211,lpr:total_combined:bdpl,2.5658058771706584,6.034194122829341,2.7357023605755346,5.864297639424465,11896391.93605654,0.6848736613500962,-0.16989648340487618,0.16989648340487573,-0.16989648340487573,0.16989648340487573,0.0
T_minus_10pct,0.9,1530.0,,gen=36_member=4494_pso,50,10420500.0,0.717361,10420504.849209998,0.718563091827109,44203.144887668415,98.48460680972522,43469.94284558344,96.85103265995991,lpr:total_combined:bdpl,1.4788802925425768,7.121119707457423,1.5819928162554864,7.018007183744514,10420504.849209998,0.7173613368349876,-0.10311252371290958,0.10311252371290891,-0.10311252371290891,0.10311252371290891,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=5537_pso,50,10636200.0,0.715586,10636170.166640699,0.717537285103963,45169.2898288748,100.63717773873304,44280.52405169593,98.65700758717853,lpr:total_combined:bdpl,1.5668961699541073,7.033103830045892,1.675585522721344,6.924414477278655,10636170.166640699,0.7155863642699917,-0.10868935276723679,0.10868935276723679,-0.10868935276723679,0.10868935276723679,0.0
T_minus_10pct,0.9,1530.0,,gen=46_member=5774_pso,50,12198800.0,0.623458,12198824.129546277,0.6393128461742914,51031.70882205056,113.69864725552864,51031.70882205056,113.69864725552864,lpr:total_combined:bdpl,3.591170219917376,5.008829780082624,3.8008169185953444,4.799183081404655,12198824.129546277,0.6234579458355287,-0.2096466986779686,0.20964669867796903,-0.20964669867796903,0.20964669867796903,0.0
T_minus_10pct,0.9,1530.0,,gen=37_member=4723_pso,50,11316900.0,0.708149,11316939.89607805,0.7108569597520005,47958.33587102356,106.8511723206405,46911.033225908424,104.51778202732396,lpr:total_combined:bdpl,1.903988769478621,6.696011230521378,2.034749716728347,6.565250283271652,11316939.89607805,0.7081493738333254,-0.13076094724972598,0.1307609472497262,-0.1307609472497262,0.1307609472497262,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=5711_pso,50,10701000.0,0.715537,10701015.255649135,0.7175178277439623,44962.49060320653,100.17642906394414,44382.095728658474,98.88330928345108,lpr:total_combined:bdpl,1.56856564293954,7.031434357060459,1.677969569941643,6.922030430058356,10701015.255649135,0.7155369992812936,-0.109403927002103,0.109403927002103,-0.109403927002103,0.109403927002103,0.0
T_minus_10pct,0.9,1530.0,,gen=29_member=3643_pso,50,11063400.0,0.711087,11063367.898928545,0.7136761184084124,46773.04844914237,104.2103519446892,45939.598395335444,102.35342522480737,lpr:total_combined:bdpl,1.767839495759514,6.832160504240486,1.8928564245507165,6.707143575449283,11063367.898928545,0.7110874703211161,-0.1250169287912024,0.12501692879120263,-0.12501692879120263,0.12501692879120263,0.0
T_minus_10pct,0.9,1530.0,,gen=28_member=3493_pso,50,12010000.0,0.668784,12010002.111146484,0.6770979164422938,50587.18777954187,112.70825437281928,50262.96022798913,111.98587538795978,lpr:total_combined:bdpl,2.907319189567583,5.6926808104324165,3.090806842299113,5.509193157700887,12010002.111146484,0.6687843192866332,-0.18348765273152967,0.18348765273152967,-0.18348765273152967,0.18348765273152967,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=4935_pso,50,11281500.0,0.708428,11281519.05267382,0.71111833407565,47746.93364863757,106.3801681691645,46654.0946465578,103.94532287253078,lpr:total_combined:bdpl,1.8913658813510754,6.7086341186489244,2.0213117755318537,6.578688224468146,11281519.05267382,0.7084276249558883,-0.1299458941807783,0.1299458941807785,-0.1299458941807785,0.1299458941807785,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=5540_pso,50,12269800.0,0.591573,12269791.265440106,0.61011347288494,51409.0442246771,114.53935053258057,51274.750450654414,114.24014400405802,lpr:total_combined:bdpl,3.9755948187690247,4.6244051812309745,4.19770134372307,4.40229865627693,12269791.265440106,0.5915726667187243,-0.22210652495404526,0.22210652495404481,-0.22210652495404481,0.22210652495404481,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=5321_pso,50,11999300.0,0.671198,11999286.1007488,0.6794267831400362,50602.65384263916,112.74271276140006,50173.2583189863,111.78601953470147,lpr:total_combined:bdpl,2.8559192629302386,5.744080737069761,3.0375429553571123,5.562457044642887,11999286.1007488,0.6711976397056825,-0.1816236924268737,0.18162369242687415,-0.18162369242687415,0.18162369242687415,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=4882_pso,50,10775300.0,0.714436,10775264.386121174,0.7167501805215604,45802.7874267953,102.04861038689992,44827.07266782531,99.8747179039148,lpr:total_combined:bdpl,1.6193798398545118,6.980620160145488,1.7311642872531274,6.868835712746872,10775264.386121174,0.7144355292279647,-0.1117844473986156,0.11178444739861604,-0.11178444739861604,0.11178444739861604,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=4970_pso,50,12038300.0,0.666387,12038325.731098836,0.675325226607419,50516.56288398654,112.550902105522,50255.35737047452,111.96893622141724,lpr:total_combined:bdpl,2.94644385374508,5.653556146254919,3.133476939671035,5.4665230603289645,12038325.731098836,0.6663874761853259,-0.18703308592595524,0.1870330859259548,-0.1870330859259548,0.1870330859259548,0.0
T_minus_10pct,0.9,1530.0,,gen=32_member=3991_pso,50,12201000.0,0.619031,12200978.588406555,0.6351315584848206,51219.6970317056,114.11748498664006,51020.12093871804,113.6728294514638,lpr:total_combined:bdpl,3.647922944150732,4.9520770558492675,3.8587988098107666,4.7412011901892335,12200978.588406555,0.6190309686365849,-0.21087586566003447,0.21087586566003402,-0.21087586566003402,0.21087586566003402,0.0
T_minus_10pct,0.9,1530.0,,gen=37_member=4713_pso,50,12177200.0,0.629244,12177156.784652073,0.6435588244559763,50997.8887656764,113.62329616992702,50833.59811395465,113.25725659789096,lpr:total_combined:bdpl,3.5193924808750667,5.080607519124933,3.725031305386037,4.874968694613963,12177156.784652073,0.6292442555721168,-0.20563882451097015,0.20563882451097015,-0.20563882451097015,0.20563882451097015,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=5214_pso,50,11978400.0,0.676443,11978411.285790766,0.6844188547413316,50645.64701899745,112.83850155832631,50104.31768993943,111.63241981318505,lpr:total_combined:bdpl,2.7457403014964727,5.854259698503527,2.9217675048988117,5.678232495101188,11978411.285790766,0.6764432812586526,-0.1760272034023389,0.1760272034023389,-0.1760272034023389,0.1760272034023389,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5902_pso,50,11103200.0,0.710867,11103175.487190865,0.713483912605674,47049.460161530864,104.82619723989076,46109.99146446721,102.73306098283294,lpr:total_combined:bdpl,1.777121939082779,6.822878060917221,1.9035170647950834,6.696482935204916,11103175.487190865,0.7108667270486267,-0.12639512571230438,0.12639512571230505,-0.12639512571230505,0.12639512571230505,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=5714_pso,50,11993300.0,0.674785,11993278.716311434,0.6829314986542198,50064.69897747029,111.5441493218038,49746.83479228297,110.83594791720645,lpr:total_combined:bdpl,2.778567424592553,5.821432575407447,2.9583619028947408,5.641638097105259,11993278.716311434,0.6747852346350076,-0.17979447830218787,0.17979447830218742,-0.17979447830218742,0.17979447830218742,0.0
T_minus_10pct,0.9,1530.0,,gen=45_member=5725_pso,50,10086100.0,0.718322,10086052.361235783,0.7194412139163232,43236.57024331604,96.33107850210814,42605.227886494205,94.92444773110908,lpr:total_combined:bdpl,1.4035359957927998,7.1964640042072,1.4995762866896,7.100423713310399,10086052.361235783,0.7183218843249791,-0.09604029089680033,0.09604029089680033,-0.09604029089680033,0.09604029089680033,0.0
T_minus_10pct,0.9,1530.0,,gen=41_member=5219_pso,50,10877600.0,0.713721,10877623.213253161,0.7161455432132635,45831.09410723573,102.11167767092121,45102.71967809803,100.48885944280241,lpr:total_combined:bdpl,1.6485803710842308,6.951419628915769,1.765657821452267,6.8343421785477325,10877623.213253161,0.7137212929865848,-0.11707745036803607,0.1170774503680363,-0.1170774503680363,0.1170774503680363,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=4779_pso,50,11511900.0,0.702673,11511911.853114262,0.706965547983078,48003.579465953466,106.95197505014431,47829.015475785905,106.563046480051,lpr:total_combined:bdpl,2.0919217490134114,6.508078250986588,2.2307479046219183,6.369252095378082,11511911.853114262,0.7026728899290035,-0.13882615560850686,0.13882615560850642,-0.13882615560850642,0.13882615560850642,0.0
T_minus_10pct,0.9,1530.0,,gen=39_member=4891_pso,50,12250700.0,0.597475,12250726.961103301,0.6148005362906067,51186.95182954514,114.04452867622658,51181.4721129275,114.03231986760247,lpr:total_combined:bdpl,3.9142064744667353,4.685793525533264,4.133922772663108,4.466077227336892,12250726.961103301,0.5974754275877532,-0.2197162981963725,0.2197162981963725,-0.2197162981963725,0.2197162981963725,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=4772_pso,50,11343500.0,0.707434,11343536.810518842,0.7102970497344747,47559.18910881358,105.96187333443666,47088.50036268619,104.91317880806483,lpr:total_combined:bdpl,1.9310292278298407,6.668970772170159,2.069298865201697,6.530701134798303,11343536.810518842,0.7074339860216267,-0.13826963737185616,0.13826963737185594,-0.13826963737185594,0.13826963737185594,0.0
T_minus_10pct,0.9,1530.0,,gen=42_member=5263_pso,50,12267300.0,0.591914,12267261.652988074,0.6103827121984529,51401.15443533461,114.5217720819255,51266.89061527922,114.2226322908421,lpr:total_combined:bdpl,3.972068483781182,4.627931516218817,4.194017426678351,4.405982573321649,12267261.652988074,0.5919136163670924,-0.22194894289716904,0.2219489428971686,-0.2219489428971686,0.2219489428971686,0.0
T_minus_10pct,0.9,1530.0,,gen=40_member=5076_pso,50,11779100.0,0.693959,11779139.5975923,0.6988469510580866,49427.02345467124,110.12340825700751,48946.710201045935,109.05327032793033,lpr:total_combined:bdpl,2.352005261816565,6.247994738183435,2.506916806535524,6.093083193464476,11779139.5975923,0.693959147841803,-0.15491154471895907,0.15491154471895907,-0.15491154471895907,0.15491154471895907,0.0
T_minus_10pct,0.9,1530.0,,gen=49_member=6161_pso,50,10118300.0,0.718234,10118254.813456059,0.7193550006941958,43142.178199925635,96.12077302943432,42648.48611640095,95.02082706734132,lpr:total_combined:bdpl,1.4109332298124315,7.189066770187568,1.507121775700919,7.09287822429908,10118254.813456059,0.7182339432217956,-0.09618854588848746,0.09618854588848791,-0.09618854588848791,0.09618854588848791,0.0
T_minus_10pct,0.9,1530.0,,gen=43_member=5437_pso,50,11872500.0,0.688115,11872492.260370716,0.694129957453087,49773.96375344011,110.89639124266456,49388.10419626745,110.03669614928387,lpr:total_combined:bdpl,2.5015032537458577,6.098496746254142,2.664153731853429,5.9358462681465705,11872492.260370716,0.6881154406599326,-0.1626504781075715,0.1626504781075715,-0.1626504781075715,0.1626504781075715,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=5578_pso,50,10529000.0,0.716879,10529046.22432401,0.7182246452356551,45321.15226539255,100.9755272472946,43781.85514960589,97.54597327332193,lpr:total_combined:bdpl,1.5079195579632603,7.092080442036739,1.613148945323405,6.9868510546765945,10529046.22432401,0.7168791997941185,-0.10522938736014464,0.10522938736014442,-0.10522938736014442,0.10522938736014442,0.0
T_minus_10pct,0.9,1530.0,,gen=36_member=4573_pso,50,9923880.0,0.718701,9923883.486663597,0.7198216599864975,42793.782245499315,95.34454684297248,42379.19800126966,94.42085314682879,lpr:total_combined:bdpl,1.3708931071095682,7.229106892890432,1.4670362263043522,7.132963773695647,9923883.486663597,0.7187011319527531,-0.09614311919478391,0.09614311919478435,-0.09614311919478435,0.09614311919478435,0.0
T_minus_10pct,0.9,1530.0,,gen=44_member=5555_pso,50,11482000.0,0.70427,11481968.855985735,0.7080790397307601,48635.122267710045,108.35905241245798,47726.17379980708,106.33391522597017,lpr:total_combined:bdpl,2.038146452474376,6.561853547525624,2.1801279813367684,6.419872018663231,11481968.855985735,0.7042700609099659,-0.14198152886239246,0.14198152886239335,-0.14198152886239335,0.14198152886239335,0.0
T_minus_10pct,0.9,1530.0,,gen=38_member=4840_pso,50,11953800.0,0.677695,11953765.575695587,0.685632851309265,50063.23576541098,111.54088928533567,49665.68700823383,110.65515065434496,lpr:total_combined:bdpl,2.7189464388034064,5.881053561196593,2.89415036265607,5.705849637343929,11953765.575695587,0.6776945795982344,-0.17520392385266348,0.17520392385266348,-0.17520392385266348,0.17520392385266348,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5966_pso,50,11540800.0,0.702015,11540755.077291641,0.7064008480387992,48509.58313027878,108.07935121426111,47949.67757377042,106.8318816343605,lpr:total_combined:bdpl,2.112595899747401,6.487404100252599,2.2515861865427147,6.3484138134572845,11540755.077291641,0.7020153958630895,-0.1389902867953139,0.13899028679531433,-0.13899028679531433,0.13899028679531433,0.0
T_minus_10pct,0.9,1530.0,,gen=47_member=5898_pso,50,11764400.0,0.695319,11764362.834467728,0.7000622426895697,49013.50339598111,109.20208556624591,48858.132426577125,108.85591904641383,lpr:total_combined:bdpl,2.3134884280598613,6.286511571940139,2.4638199090570296,6.13618009094297,11764362.834467728,0.6953189506537198,-0.1503314809971683,0.15033148099716875,-0.15033148099716875,0.15033148099716875,0.0
