member,generation,fixed_pumping_cfs,fixed_streamflow_cfs,fixed_depletion_cfs,optimized_streamflow_cfs,optimized_depletion_cfs,scenario,original_scenario,scenario_label,streamflow_gap_cfs,depletion_gap_cfs,streamflow_loss_cfs,depletion_loss_cfs,fixed_streamflow_advantage_cfs,fixed_depletion_advantage_cfs,fixed_better_streamflow,fixed_better_depletion,absolute_streamflow_gap_cfs,absolute_depletion_gap_cfs,is_comparable_with_original_front,original_front_pumping_min_cfs,original_front_pumping_max_cfs
gen=27_member=3377_pso,50,113.33158190018416,5.036414490138764,3.5635855098612352,5.0604440736243825,3.5395559263756167,T_minus_10pct,original_T_minus_10pct,T −10%,0.024029583485618566,0.024029583485618566,0.024029583485618566,0.024029583485618566,0.0,0.0,False,False,0.024029583485618566,0.024029583485618566,True,91.74281113919692,117.41614755261728
gen=46_member=5826_pso,50,113.32643562664364,5.05329894416653,3.546701055833469,5.062737690985415,3.5372623090145843,T_minus_10pct,original_T_minus_10pct,T −10%,0.009438746818885235,0.009438746818884791,0.009438746818885235,0.009438746818884791,0.0,0.0,False,False,0.009438746818885235,0.009438746818884791,True,91.74281113919692,117.41614755261728
gen=41_member=5141_pso,50,101.9625141076316,6.864173223238595,1.7358267767614048,6.872127979891228,1.727872020108772,T_minus_10pct,original_T_minus_10pct,T −10%,0.007954756652632788,0.007954756652632788,0.007954756652632788,0.007954756652632788,0.0,0.0,False,False,0.007954756652632788,0.007954756652632788,True,91.74281113919692,117.41614755261728
gen=29_member=3677_pso,50,106.21526603405168,6.529422769615612,2.070577230384387,6.554450642571764,2.0455493574282357,T_minus_10pct,original_T_minus_10pct,T −10%,0.025027872956151498,0.025027872956151054,0.025027872956151498,0.025027872956151054,0.0,0.0,False,False,0.025027872956151498,0.025027872956151054,True,91.74281113919692,117.41614755261728
gen=35_member=4441_pso,50,112.55041235853676,5.396815268569499,3.203184731430501,5.564301893793125,3.035698106206874,T_minus_10pct,original_T_minus_10pct,T −10%,0.167486625223626,0.1674866252236269,0.167486625223626,0.1674866252236269,0.0,0.0,False,False,0.167486625223626,0.1674866252236269,True,91.74281113919692,117.41614755261728
gen=31_member=3912_pso,50,108.11778793382103,6.355006403597891,2.2449935964021086,6.366357086219494,2.233642913780507,T_minus_10pct,original_T_minus_10pct,T −10%,0.011350682621602992,0.01135068262160166,0.011350682621602992,0.01135068262160166,0.0,0.0,False,False,0.011350682621602992,0.01135068262160166,True,91.74281113919692,117.41614755261728
gen=44_member=5517_pso,50,113.16967286457135,5.276685847261105,3.3233141527388943,5.284400030265712,3.3155999697342873,T_minus_10pct,original_T_minus_10pct,T −10%,0.0077141830046070226,0.0077141830046070226,0.0077141830046070226,0.0077141830046070226,0.0,0.0,False,False,0.0077141830046070226,0.0077141830046070226,True,91.74281113919692,117.41614755261728
gen=49_member=6177_pso,50,113.18633487060404,5.266149998749134,3.3338500012508656,5.278084136304624,3.321915863695375,T_minus_10pct,original_T_minus_10pct,T −10%,0.011934137555490665,0.011934137555490665,0.011934137555490665,0.011934137555490665,0.0,0.0,False,False,0.011934137555490665,0.011934137555490665,True,91.74281113919692,117.41614755261728
gen=44_member=5611_pso,50,110.1320974691146,5.996953097223541,2.6030469027764584,6.093134559045777,2.5068654409542233,T_minus_10pct,original_T_minus_10pct,T −10%,0.09618146182223608,0.09618146182223519,0.09618146182223608,0.09618146182223519,0.0,0.0,False,False,0.09618146182223608,0.09618146182223519,True,91.74281113919692,117.41614755261728
gen=35_member=4426_pso,50,112.00787006888844,5.710053625144537,2.8899463748554624,5.727887821798334,2.8721121782016645,T_minus_10pct,original_T_minus_10pct,T −10%,0.01783419665379693,0.017834196653797818,0.01783419665379693,0.017834196653797818,0.0,0.0,False,False,0.01783419665379693,0.017834196653797818,True,91.74281113919692,117.41614755261728
gen=25_member=3126_pso,50,109.82082187647724,6.085139628458844,2.514860371541156,6.177560741618039,2.422439258381961,T_minus_10pct,original_T_minus_10pct,T −10%,0.09242111315919477,0.09242111315919521,0.09242111315919477,0.09242111315919521,0.0,0.0,False,False,0.09242111315919477,0.09242111315919521,True,91.74281113919692,117.41614755261728
gen=36_member=4525_pso,50,103.08180649590793,6.7754479070746605,1.824552092925339,6.785082023975744,1.8149179760242553,T_minus_10pct,original_T_minus_10pct,T −10%,0.009634116901083623,0.009634116901083623,0.009634116901083623,0.009634116901083623,0.0,0.0,False,False,0.009634116901083623,0.009634116901083623,True,91.74281113919692,117.41614755261728
gen=47_member=5916_pso,50,110.27564630500645,5.952881224102269,2.6471187758977317,6.072543486906391,2.527456513093608,T_minus_10pct,original_T_minus_10pct,T −10%,0.1196622628041224,0.11966226280412373,0.1196622628041224,0.11966226280412373,0.0,0.0,False,False,0.1196622628041224,0.11966226280412373,True,91.74281113919692,117.41614755261728
gen=37_member=4683_pso,50,108.24771035629452,6.344202333870524,2.2557976661294754,6.3590794135421636,2.240920586457836,T_minus_10pct,original_T_minus_10pct,T −10%,0.014877079671639315,0.014877079671639315,0.014877079671639315,0.014877079671639315,0.0,0.0,False,False,0.014877079671639315,0.014877079671639315,True,91.74281113919692,117.41614755261728
gen=30_member=3767_pso,50,111.94017644161327,5.724157018601154,2.8758429813988453,5.708763904510497,2.8912360954895022,T_minus_10pct,original_T_minus_10pct,T −10%,-0.015393114090657356,-0.015393114090656912,0.0,0.0,0.015393114090657356,0.015393114090656912,True,True,0.015393114090657356,0.015393114090656912,True,91.74281113919692,117.41614755261728
gen=41_member=5185_pso,50,105.72719791278044,6.592211878451425,2.0077881215485744,6.610383723091824,1.989616276908175,T_minus_10pct,original_T_minus_10pct,T −10%,0.018171844640399115,0.018171844640399337,0.018171844640399115,0.018171844640399337,0.0,0.0,False,False,0.018171844640399115,0.018171844640399337,True,91.74281113919692,117.41614755261728
gen=40_member=5102_pso,50,113.76569959363228,4.942783843612768,3.657216156387233,4.946607400106112,3.6533925998938876,T_minus_10pct,original_T_minus_10pct,T −10%,0.0038235564933444266,0.0038235564933453148,0.0038235564933444266,0.0038235564933453148,0.0,0.0,False,False,0.0038235564933444266,0.0038235564933453148,True,91.74281113919692,117.41614755261728
gen=40_member=5107_pso,50,112.80548479904044,5.3390449688218045,3.2609550311781947,5.3406385321093595,3.25936146789064,T_minus_10pct,original_T_minus_10pct,T −10%,0.0015935632875549999,0.0015935632875545558,0.0015935632875549999,0.0015935632875545558,0.0,0.0,False,False,0.0015935632875549999,0.0015935632875545558,True,91.74281113919692,117.41614755261728
gen=36_member=4597_pso,50,112.60748481932347,5.557295337602424,3.042704662397575,5.455619811433634,3.144380188566366,T_minus_10pct,original_T_minus_10pct,T −10%,-0.1016755261687905,-0.10167552616879094,0.0,0.0,0.1016755261687905,0.10167552616879094,True,True,0.1016755261687905,0.10167552616879094,True,91.74281113919692,117.41614755261728
gen=43_member=5401_pso,50,111.84259153558438,5.719393943406437,2.880606056593563,5.4468919530926785,3.1531080469073207,T_minus_10pct,original_T_minus_10pct,T −10%,-0.2725019903137582,-0.27250199031375777,0.0,0.0,0.2725019903137582,0.27250199031375777,True,True,0.2725019903137582,0.27250199031375777,True,91.74281113919692,117.41614755261728
gen=34_member=4241_pso,50,113.14276330565144,5.286898998014286,3.313101001985713,5.291190828481339,3.3088091715186616,T_minus_10pct,original_T_minus_10pct,T −10%,0.004291830467052726,0.004291830467051394,0.004291830467052726,0.004291830467051394,0.0,0.0,False,False,0.004291830467052726,0.004291830467051394,True,91.74281113919692,117.41614755261728
gen=41_member=5136_pso,50,97.16210146826178,7.133042715608172,1.466957284391828,7.081419618685829,1.5185803813141707,T_minus_10pct,original_T_minus_10pct,T −10%,-0.05162309692234324,-0.05162309692234279,0.0,0.0,0.05162309692234324,0.05162309692234279,True,True,0.05162309692234324,0.05162309692234279,True,91.74281113919692,117.41614755261728
gen=30_member=3730_pso,50,113.2168118487912,5.254762375546902,3.345237624453097,5.257538769692877,3.342461230307123,T_minus_10pct,original_T_minus_10pct,T −10%,0.0027763941459744146,0.0027763941459739705,0.0027763941459744146,0.0027763941459739705,0.0,0.0,False,False,0.0027763941459744146,0.0027763941459739705,True,91.74281113919692,117.41614755261728
gen=26_member=3274_pso,50,112.07927088773285,5.644452501575212,2.955547498424788,5.700838135973791,2.8991618640262087,T_minus_10pct,original_T_minus_10pct,T −10%,0.056385634398579576,0.05638563439857913,0.056385634398579576,0.05638563439857913,0.0,0.0,False,False,0.056385634398579576,0.05638563439857913,True,91.74281113919692,117.41614755261728
gen=27_member=3397_pso,50,112.63178913719814,5.55244242503276,3.047557574967239,5.553227801742288,3.046772198257712,T_minus_10pct,original_T_minus_10pct,T −10%,0.0007853767095280517,0.0007853767095271635,0.0007853767095280517,0.0007853767095271635,0.0,0.0,False,False,0.0007853767095280517,0.0007853767095271635,True,91.74281113919692,117.41614755261728
gen=35_member=4358_pso,50,113.64986756608504,4.946739345407514,3.6532606545924855,5.030538628294914,3.5694613717050863,T_minus_10pct,original_T_minus_10pct,T −10%,0.08379928288739968,0.08379928288739924,0.08379928288739968,0.08379928288739924,0.0,0.0,False,False,0.08379928288739968,0.08379928288739924,True,91.74281113919692,117.41614755261728
gen=39_member=4886_pso,50,112.16405433851398,5.643214766504919,2.956785233495081,5.648526765221813,2.9514732347781867,T_minus_10pct,original_T_minus_10pct,T −10%,0.005311998716894806,0.005311998716894362,0.005311998716894806,0.005311998716894362,0.0,0.0,False,False,0.005311998716894806,0.005311998716894362,True,91.74281113919692,117.41614755261728
gen=44_member=5592_pso,50,113.76481946062476,4.950210199208983,3.649789800791017,4.946062274443907,3.6539377255560925,T_minus_10pct,original_T_minus_10pct,T −10%,-0.00414792476507575,-0.00414792476507575,0.0,0.0,0.00414792476507575,0.00414792476507575,False,False,0.00414792476507575,0.00414792476507575,True,91.74281113919692,117.41614755261728
gen=38_member=4844_pso,50,113.23465912581813,5.2512957377055525,3.348704262294448,5.112301236191963,3.4876987638080363,T_minus_10pct,original_T_minus_10pct,T −10%,-0.13899450151358916,-0.13899450151358828,0.0,0.0,0.13899450151358916,0.13899450151358828,True,True,0.13899450151358916,0.13899450151358828,True,91.74281113919692,117.41614755261728
gen=42_member=5368_pso,50,112.08410136181466,5.641404981152968,2.958595018847031,5.689855029860089,2.9101449701399114,T_minus_10pct,original_T_minus_10pct,T −10%,0.048450048707120885,0.04845004870711955,0.048450048707120885,0.04845004870711955,0.0,0.0,False,False,0.048450048707120885,0.04845004870711955,True,91.74281113919692,117.41614755261728
gen=41_member=5212_pso,50,112.64868744227904,5.54866976160131,3.0513302383986893,5.461142421817,3.1388575781830004,T_minus_10pct,original_T_minus_10pct,T −10%,-0.0875273397843106,-0.08752733978431104,0.0,0.0,0.0875273397843106,0.08752733978431104,True,True,0.0875273397843106,0.08752733978431104,True,91.74281113919692,117.41614755261728
gen=46_member=5787_pso,50,112.17822411256682,5.640460914722048,2.959539085277952,5.6461243075103775,2.9538756924896226,T_minus_10pct,original_T_minus_10pct,T −10%,0.005663392788329169,0.005663392788329613,0.005663392788329169,0.005663392788329613,0.0,0.0,False,False,0.005663392788329169,0.005663392788329613,True,91.74281113919692,117.41614755261728
gen=47_member=5970_pso,50,112.64563778789608,5.548114680221215,3.0518853197787856,5.485053263259646,3.1149467367403543,T_minus_10pct,original_T_minus_10pct,T −10%,-0.06306141696156953,-0.06306141696156864,0.0,0.0,0.06306141696156953,0.06306141696156864,True,True,0.06306141696156953,0.06306141696156864,True,91.74281113919692,117.41614755261728
gen=50_member=6375_pso,50,114.69132797029673,4.5333043918578015,4.066695608142198,4.53367824079841,4.06632175920159,T_minus_10pct,original_T_minus_10pct,T −10%,0.0003738489406082124,0.0003738489406082124,0.0003738489406082124,0.0003738489406082124,0.0,0.0,False,False,0.0003738489406082124,0.0003738489406082124,True,91.74281113919692,117.41614755261728
gen=50_member=6314_pso,50,113.8688468,4.917314324333286,3.682685675666714,4.9174124743897565,3.682587525610244,T_minus_10pct,original_T_minus_10pct,T −10%,9.815005647073605e-05,9.815005646984787e-05,9.815005647073605e-05,9.815005646984787e-05,0.0,0.0,False,False,9.815005647073605e-05,9.815005646984787e-05,True,91.74281113919692,117.41614755261728
gen=50_member=6331_pso,50,114.05054430401732,4.721135213029847,3.878864786970152,4.847987244222122,3.7520127557778773,T_minus_10pct,original_T_minus_10pct,T −10%,0.12685203119227495,0.1268520311922745,0.12685203119227495,0.1268520311922745,0.0,0.0,False,False,0.12685203119227495,0.1268520311922745,True,91.74281113919692,117.41614755261728
gen=50_member=6311_pso,50,113.27180171753508,5.2151665019674205,3.3848334980325787,5.1186140656650885,3.4813859343349107,T_minus_10pct,original_T_minus_10pct,T −10%,-0.09655243630233201,-0.09655243630233201,0.0,0.0,0.09655243630233201,0.09655243630233201,True,True,0.09655243630233201,0.09655243630233201,True,91.74281113919692,117.41614755261728
gen=50_member=6307_pso,50,94.41283992446174,7.223757522978572,1.376242477021427,7.1866699959231575,1.4133300040768422,T_minus_10pct,original_T_minus_10pct,T −10%,-0.03708752705541496,-0.03708752705541518,0.0,0.0,0.03708752705541496,0.03708752705541518,True,True,0.03708752705541496,0.03708752705541518,True,91.74281113919692,117.41614755261728
gen=50_member=6332_pso,50,103.52297256238982,6.760306080393931,1.839693919606068,6.757429162899282,1.8425708371007175,T_minus_10pct,original_T_minus_10pct,T −10%,-0.002876917494649689,-0.002876917494649467,0.0,0.0,0.002876917494649689,0.002876917494649467,False,False,0.002876917494649689,0.002876917494649467,True,91.74281113919692,117.41614755261728
gen=50_member=6369_pso,50,99.82847117045176,6.981913730616024,1.6180862693839757,6.988503005203049,1.6114969947969504,T_minus_10pct,original_T_minus_10pct,T −10%,0.0065892745870250735,0.0065892745870252956,0.0065892745870250735,0.0065892745870252956,0.0,0.0,False,False,0.0065892745870250735,0.0065892745870252956,True,91.74281113919692,117.41614755261728
gen=50_member=6392_pso,50,101.68467497343006,6.903063561556292,1.696936438443708,6.8849450116934445,1.7150549883065556,T_minus_10pct,original_T_minus_10pct,T −10%,-0.01811854986284711,-0.018118549862847555,0.0,0.0,0.01811854986284711,0.018118549862847555,True,True,0.01811854986284711,0.018118549862847555,True,91.74281113919692,117.41614755261728
gen=50_member=6378_pso,50,101.99905238085736,6.877525431594421,1.7224745684055782,6.86899369272753,1.7310063072724693,T_minus_10pct,original_T_minus_10pct,T −10%,-0.008531738866890848,-0.00853173886689107,0.0,0.0,0.008531738866890848,0.00853173886689107,False,False,0.008531738866890848,0.00853173886689107,True,91.74281113919692,117.41614755261728
gen=50_member=6337_pso,50,111.86815544127349,5.688501482655518,2.911498517344482,5.5222546079211785,3.077745392078821,T_minus_10pct,original_T_minus_10pct,T −10%,-0.1662468747343393,-0.1662468747343393,0.0,0.0,0.1662468747343393,0.1662468747343393,True,True,0.1662468747343393,0.1662468747343393,True,91.74281113919692,117.41614755261728
gen=50_member=6333_pso,50,102.20628686234474,6.855563914958353,1.7444360850416465,6.851216925577422,1.748783074422578,T_minus_10pct,original_T_minus_10pct,T −10%,-0.004346989380930921,-0.004346989380931587,0.0,0.0,0.004346989380930921,0.004346989380931587,False,False,0.004346989380930921,0.004346989380931587,True,91.74281113919692,117.41614755261728
gen=50_member=6385_pso,50,98.91710248830104,7.005052628441246,1.594947371558754,7.017724313834668,1.5822756861653318,T_minus_10pct,original_T_minus_10pct,T −10%,0.012671685393422116,0.012671685393422338,0.012671685393422116,0.012671685393422338,0.0,0.0,False,False,0.012671685393422116,0.012671685393422338,True,91.74281113919692,117.41614755261728
gen=47_member=5907_pso,50,92.98903145662663,7.175175217098269,1.4248247829017298,,,baseline_T,original_baseline,Baseline T,,,,,,,False,False,,,False,92.98941960653345,117.41614755261728
56,50,117.27557653095823,3.802679563058498,4.797320436941502,3.8029184372512055,4.797081562748794,baseline_T,original_baseline,Baseline T,0.00023887419270751664,0.00023887419270796073,0.00023887419270751664,0.00023887419270796073,0.0,0.0,False,False,0.00023887419270751664,0.00023887419270796073,True,92.98941960653345,117.41614755261728
64,50,116.39420226778142,4.142734734648823,4.457265265351177,4.142291054706882,4.457708945293119,baseline_T,original_baseline,Baseline T,-0.00044367994194072224,-0.0004436799419416104,0.0,0.0,0.00044367994194072224,0.0004436799419416104,False,False,0.00044367994194072224,0.0004436799419416104,True,92.98941960653345,117.41614755261728
gen=40_member=5105_pso,50,114.61935880162932,4.318901903573145,4.281098096426855,4.319324779793926,4.280675220206073,baseline_T,original_baseline,Baseline T,0.0004228762207816317,0.0004228762207816317,0.0004228762207816317,0.0004228762207816317,0.0,0.0,False,False,0.0004228762207816317,0.0004228762207816317,True,92.98941960653345,117.41614755261728
30,50,116.27315743031438,3.909338349591812,4.690661650408188,3.9094602567768293,4.690539743223171,baseline_T,original_baseline,Baseline T,0.00012190718501736697,0.00012190718501692288,0.00012190718501736697,0.00012190718501692288,0.0,0.0,False,False,0.00012190718501736697,0.00012190718501692288,True,92.98941960653345,117.41614755261728
gen=36_member=4531_pso,50,113.7461384682562,4.565174488585416,4.034825511414584,4.567513978386474,4.0324860216135265,baseline_T,original_baseline,Baseline T,0.0023394898010575815,0.0023394898010575815,0.0023394898010575815,0.0023394898010575815,0.0,0.0,False,False,0.0023394898010575815,0.0023394898010575815,True,92.98941960653345,117.41614755261728
105,50,116.58488216275714,4.007786275168753,4.592213724831247,4.008130681569696,4.591869318430303,baseline_T,original_baseline,Baseline T,0.0003444064009432424,0.0003444064009432424,0.0003444064009432424,0.0003444064009432424,0.0,0.0,False,False,0.0003444064009432424,0.0003444064009432424,True,92.98941960653345,117.41614755261728
gen=49_member=6222_pso,50,113.86456508053438,4.705847352519223,3.894152647480776,4.706128933205011,3.893871066794989,baseline_T,original_baseline,Baseline T,0.0002815806857876524,0.0002815806857872083,0.0002815806857876524,0.0002815806857872083,0.0,0.0,False,False,0.0002815806857876524,0.0002815806857872083,True,92.98941960653345,117.41614755261728
18,50,116.27397312519084,4.032939814289706,4.567060185710294,3.9593963057827355,4.640603694217265,baseline_T,original_baseline,Baseline T,-0.07354350850697022,-0.07354350850697067,0.0,0.0,0.07354350850697022,0.07354350850697067,True,True,0.07354350850697022,0.07354350850697067,True,92.98941960653345,117.41614755261728
35,50,117.41565744237754,3.805159370833632,4.794840629166368,3.805150694604317,4.794849305395683,baseline_T,original_baseline,Baseline T,-8.676229314996675e-06,-8.676229315440764e-06,0.0,0.0,8.676229314996675e-06,8.676229315440764e-06,False,False,8.676229314996675e-06,8.676229315440764e-06,True,92.98941960653345,117.41614755261728
gen=44_member=5567_pso,50,93.72999863771516,7.160450329023228,1.4395496709767714,7.160451043288126,1.4395489567118736,baseline_T,original_baseline,Baseline T,7.142648978941679e-07,7.142648978941679e-07,7.142648978941679e-07,7.142648978941679e-07,0.0,0.0,False,False,7.142648978941679e-07,7.142648978941679e-07,True,92.98941960653345,117.41614755261728
gen=49_member=6144_pso,50,93.14157028132628,7.161524586390402,1.438475413609598,7.161559378585225,1.4384406214147756,baseline_T,original_baseline,Baseline T,3.479219482294127e-05,3.479219482249718e-05,3.479219482294127e-05,3.479219482249718e-05,0.0,0.0,False,False,3.479219482294127e-05,3.479219482249718e-05,True,92.98941960653345,117.41614755261728
gen=46_member=5849_pso,50,96.553759417761,7.048678665676215,1.551321334323784,7.048710760765381,1.5512892392346185,baseline_T,original_baseline,Baseline T,3.209508916590664e-05,3.2095089165462554e-05,3.209508916590664e-05,3.2095089165462554e-05,0.0,0.0,False,False,3.209508916590664e-05,3.2095089165462554e-05,True,92.98941960653345,117.41614755261728
gen=31_member=3852_pso,50,112.4311769372547,5.229913903375595,3.3700860966244046,5.230366013676277,3.3696339863237217,baseline_T,original_baseline,Baseline T,0.0004521103006824845,0.00045211030068292857,0.0004521103006824845,0.00045211030068292857,0.0,0.0,False,False,0.0004521103006824845,0.00045211030068292857,True,92.98941960653345,117.41614755261728
gen=37_member=4697_pso,50,94.70530117801378,7.129147524851472,1.470852475148528,7.129152828490922,1.4708471715090783,baseline_T,original_baseline,Baseline T,5.303639449394382e-06,5.303639449616426e-06,5.303639449394382e-06,5.303639449616426e-06,0.0,0.0,False,False,5.303639449394382e-06,5.303639449616426e-06,True,92.98941960653345,117.41614755261728
gen=42_member=5264_pso,50,114.57582236251024,4.357382539951839,4.2426174600481605,4.357446533735298,4.2425534662647015,baseline_T,original_baseline,Baseline T,6.39937834590043e-05,6.39937834590043e-05,6.39937834590043e-05,6.39937834590043e-05,0.0,0.0,False,False,6.39937834590043e-05,6.39937834590043e-05,True,92.98941960653345,117.41614755261728
gen=43_member=5399_pso,50,112.655441579843,5.355092859895867,3.2449071401041327,5.355171962655721,3.2448280373442797,baseline_T,original_baseline,Baseline T,7.91027598534555e-05,7.91027598530114e-05,7.91027598534555e-05,7.91027598530114e-05,0.0,0.0,False,False,7.91027598534555e-05,7.91027598530114e-05,True,92.98941960653345,117.41614755261728
gen=35_member=4383_pso,50,97.35903839517434,7.0094373258254175,1.5905626741745822,7.009477296596119,1.590522703403881,baseline_T,original_baseline,Baseline T,3.9970770701280856e-05,3.9970770701280856e-05,3.9970770701280856e-05,3.9970770701280856e-05,0.0,0.0,False,False,3.9970770701280856e-05,3.9970770701280856e-05,True,92.98941960653345,117.41614755261728
gen=47_member=5964_pso,50,99.7331389643857,6.858617841642401,1.7413821583575984,6.858638755836208,1.741361244163791,baseline_T,original_baseline,Baseline T,2.0914193807008985e-05,2.0914193807453074e-05,2.0914193807008985e-05,2.0914193807453074e-05,0.0,0.0,False,False,2.0914193807008985e-05,2.0914193807453074e-05,True,92.98941960653345,117.41614755261728
gen=45_member=5721_pso,50,101.16634606078696,6.800318432458673,1.7996815675413265,6.8003375552090395,1.7996624447909604,baseline_T,original_baseline,Baseline T,1.9122750366307173e-05,1.912275036608513e-05,1.9122750366307173e-05,1.912275036608513e-05,0.0,0.0,False,False,1.9122750366307173e-05,1.912275036608513e-05,True,92.98941960653345,117.41614755261728
gen=47_member=5893_pso,50,95.09080212042277,7.126740323182053,1.473259676817947,7.12654824630014,1.4734517536998601,baseline_T,original_baseline,Baseline T,-0.00019207688191347216,-0.00019207688191325012,0.0,0.0,0.00019207688191347216,0.00019207688191325012,False,False,0.00019207688191347216,0.00019207688191325012,True,92.98941960653345,117.41614755261728
gen=35_member=4446_pso,50,105.4367433639537,6.486594740790137,2.113405259209862,6.486631816480555,2.1133681835194436,baseline_T,original_baseline,Baseline T,3.707569041822012e-05,3.707569041866421e-05,3.707569041822012e-05,3.707569041866421e-05,0.0,0.0,False,False,3.707569041822012e-05,3.707569041866421e-05,True,92.98941960653345,117.41614755261728
gen=45_member=5683_pso,50,96.66013154313828,7.065920012928887,1.5340799870711133,7.065854616099494,1.5341453839005064,baseline_T,original_baseline,Baseline T,-6.5396829392661e-05,-6.53968293931051e-05,0.0,0.0,6.5396829392661e-05,6.53968293931051e-05,False,False,6.5396829392661e-05,6.53968293931051e-05,True,92.98941960653345,117.41614755261728
gen=49_member=6242_pso,50,109.70805418139967,5.984838701056684,2.615161298943316,5.984903434950506,2.615096565049494,baseline_T,original_baseline,Baseline T,6.473389382222194e-05,6.473389382177785e-05,6.473389382222194e-05,6.473389382177785e-05,0.0,0.0,False,False,6.473389382222194e-05,6.473389382177785e-05,True,92.98941960653345,117.41614755261728
gen=45_member=5670_pso,50,97.16152504482936,7.029389200339656,1.5706107996603436,7.029374333161924,1.5706256668380763,baseline_T,original_baseline,Baseline T,-1.4867177732469372e-05,-1.4867177732691417e-05,0.0,0.0,1.4867177732469372e-05,1.4867177732691417e-05,False,False,1.4867177732469372e-05,1.4867177732691417e-05,True,92.98941960653345,117.41614755261728
gen=38_member=4778_pso,50,95.73899656502616,7.067698462137324,1.532301537862676,7.067734433739952,1.5322655662600482,baseline_T,original_baseline,Baseline T,3.597160262813759e-05,3.5971602627915544e-05,3.597160262813759e-05,3.5971602627915544e-05,0.0,0.0,False,False,3.597160262813759e-05,3.5971602627915544e-05,True,92.98941960653345,117.41614755261728
gen=43_member=5423_pso,50,114.14786179689636,4.438608458609333,4.161391541390667,4.438920603007464,4.161079396992536,baseline_T,original_baseline,Baseline T,0.0003121443981308758,0.0003121443981308758,0.0003121443981308758,0.0003121443981308758,0.0,0.0,False,False,0.0003121443981308758,0.0003121443981308758,True,92.98941960653345,117.41614755261728
gen=38_member=4827_pso,50,113.21257762424806,4.905776156419224,3.694223843580776,4.908638162235844,3.6913618377641555,baseline_T,original_baseline,Baseline T,0.0028620058166204387,0.0028620058166204387,0.0028620058166204387,0.0028620058166204387,0.0,0.0,False,False,0.0028620058166204387,0.0028620058166204387,True,92.98941960653345,117.41614755261728
gen=46_member=5827_pso,50,113.22333719727688,5.045665954945619,3.55433404505438,5.046238450524523,3.5537615494754764,baseline_T,original_baseline,Baseline T,0.000572495578904153,0.000572495578903709,0.000572495578904153,0.000572495578903709,0.0,0.0,False,False,0.000572495578904153,0.000572495578903709,True,92.98941960653345,117.41614755261728
gen=49_member=6197_pso,50,101.62467203250552,6.767087995463632,1.8329120045363685,6.767118751239743,1.8328812487602562,baseline_T,original_baseline,Baseline T,3.0755776111668354e-05,3.075577611233449e-05,3.0755776111668354e-05,3.075577611233449e-05,0.0,0.0,False,False,3.0755776111668354e-05,3.075577611233449e-05,True,92.98941960653345,117.41614755261728
gen=34_member=4254_pso,50,109.37435490938714,6.032010509780402,2.567989490219597,6.032103533316301,2.5678964666836985,baseline_T,original_baseline,Baseline T,9.302353589824008e-05,9.302353589868417e-05,9.302353589824008e-05,9.302353589868417e-05,0.0,0.0,False,False,9.302353589824008e-05,9.302353589868417e-05,True,92.98941960653345,117.41614755261728
gen=46_member=5867_pso,50,103.53371204745808,6.621398329313642,1.9786016706863567,6.6217692850604815,1.9782307149395175,baseline_T,original_baseline,Baseline T,0.00037095574683920773,0.00037095574683920773,0.00037095574683920773,0.00037095574683920773,0.0,0.0,False,False,0.00037095574683920773,0.00037095574683920773,True,92.98941960653345,117.41614755261728
gen=31_member=3915_pso,50,113.0032712800369,4.938415876596945,3.661584123403055,4.938901280249528,3.661098719750472,baseline_T,original_baseline,Baseline T,0.00048540365258276097,0.00048540365258276097,0.00048540365258276097,0.00048540365258276097,0.0,0.0,False,False,0.00048540365258276097,0.00048540365258276097,True,92.98941960653345,117.41614755261728
gen=47_member=5976_pso,50,104.562056294688,6.509666480452936,2.090333519547064,6.510214425413801,2.0897855745861986,baseline_T,original_baseline,Baseline T,0.0005479449608642994,0.0005479449608651876,0.0005479449608642994,0.0005479449608651876,0.0,0.0,False,False,0.0005479449608642994,0.0005479449608651876,True,92.98941960653345,117.41614755261728
gen=39_member=4925_pso,50,110.5852186046211,5.864297639424465,2.7357023605755346,5.860028942547936,2.7399710574520633,baseline_T,original_baseline,Baseline T,-0.004268696876528644,-0.004268696876528644,0.0,0.0,0.004268696876528644,0.004268696876528644,False,False,0.004268696876528644,0.004268696876528644,True,92.98941960653345,117.41614755261728
gen=36_member=4494_pso,50,96.85103265995993,7.018007183744514,1.5819928162554864,7.018108648111849,1.581891351888151,baseline_T,original_baseline,Baseline T,0.00010146436733560193,0.00010146436733537989,0.00010146436733560193,0.00010146436733537989,0.0,0.0,False,False,0.00010146436733560193,0.00010146436733537989,True,92.98941960653345,117.41614755261728
gen=44_member=5537_pso,50,98.65700758717853,6.924414477278655,1.675585522721344,6.92444248415832,1.67555751584168,baseline_T,original_baseline,Baseline T,2.8006879664310702e-05,2.8006879664088657e-05,2.8006879664310702e-05,2.8006879664088657e-05,0.0,0.0,False,False,2.8006879664310702e-05,2.8006879664088657e-05,True,92.98941960653345,117.41614755261728
